hanzi,tl
淨,Tsīng
淵,Ian
畢,Pit
移,Î
紹,Siāu
紹,Siō
統,Thóng
習,Si̍p
荷,Hô
莎,So
莎,Soo
莎,Sa
速,Sok
逢,Hông
陵,Niā
陶,Tô
陶,Tôo
傑,Kia̍t
凱,Khái
勝,Sing
喇,Lâ
喜,Hí
喬,Kiâu
喻,Jū
喻,Lū
喻,Jī
堤,Thê
堯,Giâu
嵐,Lâm
復,Ho̍k
悲,Pi
惠,Huī
揚,Iông
揚,Iâng
揭,Khiat
揭,Kia̍t
敦,Tun
斐,Hui
斯,Su
普,Phóo
智,Tì
暑,Sú
暑,Sí
棠,Tang
森,Sim
森,Som
植,Si̍t
植,Si̍k
植,Tì
欽,Khim
游,Iû
湘,Siong
焦,Ta
猶,Iû
琪,Kî
琵,Pî
登,Ting
策,Tsheh
紫,Tsí
絡,Lo̍k
給,Kip
肅,Siok
華,Huà
菲,Hui
菲,Huí
萊,Lâi
貂,Tiau
賀,Hō
跋,Pua̍h
辜,Koo
逸,I̍t
逸,I̍k
逸,Ia̍t
鈔,Tshà
閔,Bín
隆,Liông
階,Kai
須,Su
須,Si
黑,Hik
勤,Khîn
勤,Khûn
塞,Sài
奧,Ò
廉,Liâm
慈,Tsû
慎,Sīn
楚,Tshóo
殿,Tiān
源,Guân
溫,Un
溯,Sòo
溯,Sok
滇,Tian
煥,Huàn
瑜,Jû
瑜,Lû
瑜,Jî
瑞,Suī
瑟,Sik
督,Tok
睦,Bo̍k
碓,Tuì
祿,Lo̍k
粱,Liâng
粱,Liông
葉,Ia̍p
裔,È
裔,Ì
裟,Se
裟,Sa
詹,Tsiam
資,Tsu
賈,Ká
達,Ta̍t
靖,Tsīng
靶,Pé
靶,Pà
鳩,Khiu
僑,Kiâu
僧,Tsing
嘉,Ka
察,Tshat
寧,Lîng
廖,Liāu
撤,Thiat
暨,Gut
榮,Îng
槐,Huâi
漫,Bān
漳,Tsiang
漳,Tsiong
漳,Tsing
瑣,Tshó
碧,Phik
箕,Ki
維,Î
維,Uî
綺,Khí
緒,Sū
緒,Sī
翠,Tshuì
聞,Bûn
肇,Tiāu
臺,Tâi
蒙,Bông
蒲,Pôo
蒼,Tshong
蒿,O
蒿,Ho
豪,Hô
豪,Hôo
賓,Pin
趙,Tiō
閩,Bân
儀,Gî
劇,Ki̍k
劇,Kio̍k
劉,Lâu
增,Tsing
慕,Bōo
慶,Khìng
摩,Môo
暮,Bōo
潔,Kiat
潛,Tsiâm
潮,Tiâu
潮,Tiô
澎,Phênn
澎,Phînn
澎,Phîng
磊,Luí
稻,Tō
稻,Tōo
緞,Tuān
蓬,Hông
蓮,Liân
蔚,Uì
蔡,Tshuà
衛,Uē
諸,Tsu
諸,Tsi
輝,Hui
鄧,Tīng
鞏,Kióng
頡,Khiat
黎,Lê
儒,Jû
儒,Lû
儒,Jî
導,Tō
導,Tōo
曉,Hiáu
樵,Tsiâu
歷,Li̍k
澤,Ti̍k
璞,Phok
衡,Hîng
褥,Jio̍k
褥,Lio̍k
諾,Lo̍k
遲,Tî
錦,Kím
錦,Gím
閻,Giâm
閻,Iâm
駱,Lo̍h
鮑,Pāu
默,Bi̍k
優,Iu
儲,Tû
儲,Thû
儲,Tî
儲,Thî
勵,Lē
嶽,Ga̍k
彌,Mí
濟,Tsé
濱,Pin
矯,Kiáu
篠,Siáu
縱,Tshiong
繁,Huân
繆,Biāu
舉,Kí
舉,Kú
蕾,Luí
邁,Māi
鞠,Kiok
鴻,Hông
黛,Tāi
簡,Kán
薩,Sat
藏,Tsông
闕,Khuat
闖,Tshuàng
懷,Kuī
曠,Khòng
羅,Lô
譚,Thâm
贊,Tsān
鵬,Phîng
麗,Lê
龐,Pâng
龐,Bâng
竇,Tōo
籍,Tsi̍k
繼,Kè
耀,Iāu
藹,Ái
蘆,Lôo
蘇,Soo
覺,Kak
釋,Sik
騰,Thîng
櫻,Ing
籐,Tîn
籐,Tîng
續,Sio̍k
躍,Io̍k
襲,Si̍p
襲,Si̍t
鑑,Kàm
鸞,Luân
旋,Suân
尤,Iû
措,Tshòo
鑾,Luân
汪,Ong
汪,Ang
哎,Ai
衍,Ián
甄,Tsin
翡,Huí
