"DictWordID","PojUnicode","PojUnicodeOthers","PojInput","PojInputOthers","KipUnicode","KipUnicodeOthers","KipInput","KipInputOthers","HanLoTaibunKip","KipDictHanjiTaibunOthers","KipDictWordProperty","HoaBun","KaisoehHanLoPoj","KaisoehHanLoKip","KipDictDialects","Synonym","Opposite"
"1904","ba̍k-sek","","bak8-sek","","ba̍k-sik","","bak8-sik","","目色","","","眼色、眼神","【名】眼色、眼神。例：看人的目色過日子。Khòaⁿ lâng ê ba̍k-sek kòe ji̍t-chí. (看人家的眼色過日子。)　","【名】眼色、眼神。例：看人的目色過日子。Khuànn lâng ê ba̍k-sik kuè ji̍t-tsí. (看人家的眼色過日子。)　","","目尾",""
"1905","chio̍h-hoe","","chioh8-hoe","","tsio̍h-hue","","tsioh8-hue","","石灰","","","石灰","【名】一種無機化合物。可分成生石灰和熟石灰兩種。生石灰可做肥皂、乾燥劑。熟石灰可用作建築的材料。","【名】一種無機化合物。可分成生石灰和熟石灰兩種。生石灰可做肥皂、乾燥劑。熟石灰可用作建築的材料。","【台北】石灰　tsio̍h-he。【三峽】石灰　tsiō-her。【新竹】石灰　tsio̍h-her; tsio̍h-he。【台中】石灰　tsio̍h-hue。【鹿港】石灰　tsio̍h-her。【台南】石灰　tsio̍rh-hue。【高雄】石灰　tsio̍rh-hue。【宜蘭】石灰　tsiō-hue。【馬公】石灰　tsio̍h-he。","",""
"1906","chheⁿ-léng/chhiⁿ-léng","","chhenn-leng2/chhinn-leng2","","tshenn-líng/tshinn-líng","","tshenn-ling2/tshinn-ling2","","生冷","青冷","","生冷、陰冷","1.【形】因氣溫低而感到寒冷。例：昨昏下晝比今仔日較生冷。Cha-hng ē-tàu pí kin-á-ji̍t khah chheⁿ-léng. (昨天下午比今天還寒冷。)　2.【名】未煮或已經冷卻的食物。例：醫生叫你生冷較莫食，你閣食冰？I-seng kiò lí chheⁿ-léng khah mài chia̍h, lí koh chia̍h peng? (醫生叫你少吃生冷食物，你還吃冰？)　","1.【形】因氣溫低而感到寒冷。例：昨昏下晝比今仔日較生冷。Tsa-hng ē-tàu pí kin-á-ji̍t khah tshenn-líng. (昨天下午比今天還寒冷。)　2.【名】未煮或已經冷卻的食物。例：醫生叫你生冷較莫食，你閣食冰？I-sing kiò lí tshenn-líng khah mài tsia̍h, lí koh tsia̍h ping? (醫生叫你少吃生冷食物，你還吃冰？)　","","",""
"1907","chhân-tiān","","chhan5-tian7","","tshân-tiān","","tshan5-tian7","","田佃","","","佃戶、佃農","【名】佃農、佃戶。租用別人的田地從事農業生產的農民。","【名】佃農、佃戶。租用別人的田地從事農業生產的農民。","","佃戶","田僑仔、地主"
"1908","seⁿ-nn̄g/siⁿ-nn̄g","","senn-nng7/sinn-nng7","","senn-nn̄g/sinn-nn̄g","","senn-nng7/sinn-nng7","","生卵","","","下蛋","【動】下蛋。雞鴨等卵生動物產卵。","【動】下蛋。雞鴨等卵生動物產卵。","","",""
"1909","chio̍h-khám","chio̍h-gám(又唸作)","chioh8-kham2","chioh8-gam2(又唸作)","tsio̍h-khám","tsio̍h-gám(又唸作)","tsioh8-kham2","tsioh8-gam2(又唸作)","石坎","","","小台階、小臺階、石階、階梯","【名】石階。","【名】石階。","","坎仔",""
"1910","li̍p-chì","","lip8-chi3","","li̍p-tsì","","lip8-tsi3","","立志","","","立志","【動】立定志願。例：男兒立志出鄉關。Lâm-jî li̍p-chì chhut hiong-koan. 　","【動】立定志願。例：男兒立志出鄉關。Lâm-jî li̍p-tsì tshut hiong-kuan. 　","","決志",""
"1911","pe̍h-chiáⁿ-bô-bī","","peh8-chiann2-bo5-bi7","","pe̍h-tsiánn-bô-bī","","peh8-tsiann2-bo5-bi7","","白汫無味","白𩟗無味","","平淡無奇","1.【形】指食物味道淡，沒什麼滋味。例：今仔日的菜白汫無味，你敢是袂記得摻鹽？Kin-á-ji̍t ê chhài pe̍h-chiáⁿ-bô-bī, lí kám-sī bē-kì-tit chham iâm? (今天的菜味道很淡，你是不是忘了加鹽巴？)　2.【形】平淡無奇。指事物平凡，沒什麼特別。例：買票看這種白汫無味的戲真正是無彩錢。Bé phiò khòaⁿ chit chióng pe̍h-chiáⁿ-bô-bī ê hì chin-chiàⁿ sī bô-chhái chîⁿ. (買票看這種平淡無奇的戲，真的是浪費錢。)　","1.【形】指食物味道淡，沒什麼滋味。例：今仔日的菜白汫無味，你敢是袂記得摻鹽？Kin-á-ji̍t ê tshài pe̍h-tsiánn-bô-bī, lí kám-sī bē-kì-tit tsham iâm? (今天的菜味道很淡，你是不是忘了加鹽巴？)　2.【形】平淡無奇。指事物平凡，沒什麼特別。例：買票看這種白汫無味的戲真正是無彩錢。Bé phiò khuànn tsit tsióng pe̍h-tsiánn-bô-bī ê hì tsin-tsiànn sī bô-tshái tsînn. (買票看這種平淡無奇的戲，真的是浪費錢。)　","","",""
"1912","chheⁿ-kông/chhiⁿ-kông","","chhenn-kong5/chhinn-kong5","","tshenn-kông/tshinn-kông","","tshenn-kong5/tshinn-kong5","","生狂","青狂","","不小心、慌張","【形】做事慌慌張張的樣子。例：拄著代誌愛冷靜，毋通遐生狂。Tú tio̍h tāi-chì ài léng-chēng, m̄-thang hiah chheⁿ-kông. (遇到事情要冷靜，不要這麼慌張。)　","【形】做事慌慌張張的樣子。例：拄著代誌愛冷靜，毋通遐生狂。Tú tio̍h tāi-tsì ài líng-tsīng, m̄-thang hiah tshenn-kông. (遇到事情要冷靜，不要這麼慌張。)　","","兇狂、無細膩、生猴","小心、細膩、謹慎"
"1913","iû-lâi","","iu5-lai5","","iû-lâi","","iu5-lai5","","由來","","","由來、向來、起因","1.【名】起因。事情發生的起源。2.【副】向來。從事情開始至現今的歷程。","1.【名】起因。事情發生的起源。2.【副】向來。從事情開始至現今的歷程。","","",""
"1914","chhân-hōaⁿ","","chhan5-hoann7","","tshân-huānn","","tshan5-huann7","","田岸","","","田埂","【名】田埂。在田裡可以行走，或用來劃分田界的小路。例：西北雨落袂過田岸。Sai-pak-hō͘ lo̍h bē kòe chhân-hōaⁿ. (西北雨下不過田埂。指午後雷陣雨下的時間很短。)　","【名】田埂。在田裡可以行走，或用來劃分田界的小路。例：西北雨落袂過田岸。Sai-pak-hōo lo̍h bē kuè tshân-huānn. (西北雨下不過田埂。指午後雷陣雨下的時間很短。)　","","田岸路",""
"1915","pe̍h-thiap-á","","peh8-thiap-a2","","pe̍h-thiap-á","","peh8-thiap-a2","","白帖仔","","","訃告、訃音、訃聞","【名】訃聞。報告喪事的帖子。例：我收著一張白帖仔。Góa siu-tio̍h chi̍t tiuⁿ pe̍h-thiap-á. (我收到一張訃聞。)　","【名】訃聞。報告喪事的帖子。例：我收著一張白帖仔。Guá siu-tio̍h tsi̍t tiunn pe̍h-thiap-á. (我收到一張訃聞。)　","","訃音","紅帖仔"
"1916","chhân-hōaⁿ-lō͘","","chhan5-hoann7-loo7","","tshân-huānn-lōo","","tshan5-huann7-loo7","","田岸路","","","田埂","田埂。見【田岸】chhân-hōaⁿ 條。","田埂。見【田岸】tshân-huānn 條。","","田岸",""
"1917","chio̍h-pang","","chioh8-pang","","tsio̍h-pang","","tsioh8-pang","","石枋","石板","","石板","【名】石板。例：這塊石枋真重。Chit tè chio̍h-pang chin tāng. (這塊石板很重。)　","【名】石板。例：這塊石枋真重。Tsit tè tsio̍h-pang tsin tāng. (這塊石板很重。)　","","",""
"1918","hiā-phòe-á","","hia7-phoe3-a2","","hiā-phuè-á","","hia7-phue3-a2","","瓦杮仔","","","瓦片","【名】碎瓦片。","【名】碎瓦片。","","瓦杮",""
"1919","hoān-hoat","","hoan7-hoat","","huān-huat","","huan7-huat","","犯法","","","犯法、犯罪","【動】違犯法律。","【動】違犯法律。","","犯罪",""
"1920","ba̍k-iû","","bak8-iu5","","ba̍k-iû","","bak8-iu5","","目油","","","眼油","【名】眼油。眼睛因受到刺激或疲勞時，由淚腺所分泌出的一種透明液體。","【名】眼油。眼睛因受到刺激或疲勞時，由淚腺所分泌出的一種透明液體。","","",""
"1921","chio̍h-iû","","chioh8-iu5","","tsio̍h-iû","","tsioh8-iu5","","石油","","","石油","【名】一種具有可燃性的碳氫化合物。經處理後，可變成多種不同的油料，是工業、交通、軍事上的重要物質。","【名】一種具有可燃性的碳氫化合物。經處理後，可變成多種不同的油料，是工業、交通、軍事上的重要物質。","","",""
"1922","ba̍k-káu-chiam","","bak8-kau2-chiam","","ba̍k-káu-tsiam","","bak8-kau2-tsiam","","目狗針","","","針眼、麥粒腫、瞼腺炎","麥粒腫、針眼、瞼腺炎 。病名。 見【目針】ba̍k-chiam 條。","麥粒腫、針眼、瞼腺炎 。病名。 見【目針】ba̍k-tsiam 條。","【台北】生目屎針　sinn-ba̍k-sái-tsiam。【三峽】生目針　sinn-ba̍k-tsiam。【新竹】目尖　ba̍k-tsiam。【台中】目尖　ba̍k-tsiam。【鹿港】生目針　sinn-ba̍k-tsiam。【台南】目屎針　ba̍k-sái-tsiam。【高雄】目狗針　ba̍k-káu-tsiam。【宜蘭】生目針　senn-ba̍k-tsiam。【馬公】生目尖　sinn-ba̍k-tsiam。","目針",""
"1923","bo̍k-te̍k","bo̍k-tek(又唸作)","bok8-tek8","bok8-tek(又唸作)","bo̍k-ti̍k","bo̍k-tik(又唸作)","bok8-tik8","bok8-tik(又唸作)","目的","","","目的","【名】做事情想要達到的目標。例：你來遮有啥物目的？Lí lâi chia ū siáⁿ-mih bo̍k-te̍k? (你來這有什麼目的？)　","【名】做事情想要達到的目標。例：你來遮有啥物目的？Lí lâi tsia ū siánn-mih bo̍k-ti̍k? (你來這有什麼目的？)　","","",""
"1924","ba̍k-khang","","bak8-khang","","ba̍k-khang","","bak8-khang","","目空","目孔","","眼窩","【名】眼窩。含有眼球的凹狀頭骨結構。例：目空真深　ba̍k-khang chin chhim(眼窩很深)。","【名】眼窩。含有眼球的凹狀頭骨結構。例：目空真深　ba̍k-khang tsin tshim(眼窩很深)。","","",""
"1925","seng-tióng","","seng-tiong2","","sing-tióng","","sing-tiong2","","生長","","","生長","【動】發育成長。","【動】發育成長。","","成長",""
"1926","bo̍k-chiân","ba̍k-chêng(又唸作)","bok8-chian5","bak8-cheng5(又唸作)","bo̍k-tsiân","ba̍k-tsîng(又唸作)","bok8-tsian5","bak8-tsing5(又唸作)","目前","","","目前、現在、現時、眼前、最近、當前","【副】最近、現在。例：目前我攏無閒通佮你見面。Bo̍k-chiân góa lóng bô-êng thang kah lí kìⁿ-bīn. (最近我都沒空和你見面。)　","【副】最近、現在。例：目前我攏無閒通佮你見面。Bo̍k-tsiân guá lóng bô-îng thang kah lí kìnn-bīn. (最近我都沒空和你見面。)　","","眼前",""
"1927","chhân-khè/chhân-khòe","","chhan5-khe3/chhan5-khoe3","","tshân-khè/tshân-khuè","","tshan5-khe3/tshan5-khue3","","田契","","","田契","【名】田地所有權的證明文件。","【名】田地所有權的證明文件。","","",""
"1928","ba̍k-sái","","bak8-sai2","","ba̍k-sái","","bak8-sai2","","目屎","","","珠淚、淚珠、眼淚","【名】眼淚。例：流目屎　lâu ba̍k-sái(流眼淚)、欲哭無目屎　beh khàu bô ba̍k-sái(欲哭無淚)。","【名】眼淚。例：流目屎　lâu ba̍k-sái(流眼淚)、欲哭無目屎　beh khàu bô ba̍k-sái(欲哭無淚)。","","珠淚",""
"1929","ba̍k-sái-ko","","bak8-sai2-ko","","ba̍k-sái-ko","","bak8-sai2-ko","","目屎膏","","","眼屎","【名】眼屎。眼睛分泌出來的黃色黏稠物。","【名】眼屎。眼睛分泌出來的黃色黏稠物。","【台北】目屎膏　ba̍k-sái-ko。【三峽】目屎膏　ba̍k-sái-ko。【新竹】目屎膏　ba̍k-sái-ko。【台中】目屎膏　ba̍k-sái-ko。【鹿港】目屎膏　ba̍k-sái-ko。【台南】目屎膏　ba̍k-sái-kor。【高雄】目屎膏　ba̍k-sái-kor。【宜蘭】目屎膏　ba̍k-sái-ko。【馬公】目屎膏　ba̍k-sái-ko。","",""
"1930","pe̍h-iū","","peh8-iu7","","pe̍h-iū","","peh8-iu7","","白柚","","","白柚","【名】瓜果類。一種肉白汁多的柚子品種，形狀渾圓，體積比文旦大。","【名】瓜果類。一種肉白汁多的柚子品種，形狀渾圓，體積比文旦大。","","",""
"1931","chio̍h-thiāu","","chioh8-thiau7","","tsio̍h-thiāu","","tsioh8-thiau7","","石柱","","","石柱","【名】用石頭做為材質的柱子。","【名】用石頭做為材質的柱子。","","",""
"1932","chio̍h-tōng","","chioh8-tong7","","tsio̍h-tōng","","tsioh8-tong7","","石洞","","","石洞","【名】四周圍都是岩石的洞穴。","【名】四周圍都是岩石的洞穴。","","",""
"1933","seng-oa̍h","","seng-oah8","","sing-ua̍h","","sing-uah8","","生活","","","生、生存、生活、生計、活","1.【名】生計。泛指一切飲食起居、開支用度等方面的情況、境遇。例：的生活真困難。In ê seng-oa̍h chin khùn-lân. (他們的生計很困難。)　2.【動】生存、活著。讓生命持續下去。例：拄著這款代誌，叫規家口仔欲按怎生活落去？Tú-tio̍h chit khoán tāi-chì, kiò in kui-ke-kháu-á beh án-chóaⁿ seng-oa̍h--lo̍h-khì? (遇到這種事情，叫他們一家人要怎麼生存下去？)　[近]生存","1.【名】生計。泛指一切飲食起居、開支用度等方面的情況、境遇。例：的生活真困難。In ê sing-ua̍h tsin khùn-lân. (他們的生計很困難。)　2.【動】生存、活著。讓生命持續下去。例：拄著這款代誌，叫規家口仔欲按怎生活落去？Tú-tio̍h tsit khuán tāi-tsì, kiò in kui-ke-kháu-á beh án-tsuánn sing-ua̍h--lo̍h-khì? (遇到這種事情，叫他們一家人要怎麼生存下去？)　[近]生存","","",""
"1934","seⁿ-siùⁿ/siⁿ-siùⁿ","","senn-siunn3/sinn-siunn3","","senn-siùnn/sinn-siùnn","","senn-siunn3/sinn-siunn3","","生相","","","生肖","【名】生肖。例：十二生相　cha̍p-jī seⁿ-siùⁿ。","【名】生肖。例：十二生相　tsa̍p-jī senn-siùnn。","","",""
"1935","Gio̍k-hông-tāi-tè","","Giok8-hong5-tai7-te3","","Gio̍k-hông-tāi-tè","","Giok8-hong5-tai7-te3","","玉皇大帝","","","天公、天老爺、玉皇大帝、老天爺","【名】天公、天公伯。道教中掌管天、地、人三界的最高階神明，或是稱作元始天尊、原始天尊。","【名】天公、天公伯。道教中掌管天、地、人三界的最高階神明，或是稱作元始天尊、原始天尊。","","天公",""
"1936","ba̍k-bâi","","bak8-bai5","","ba̍k-bâi","","bak8-bai5","","目眉","","","眉、眉毛","【名】眉毛。","【名】眉毛。","","眉",""
"1937","mâu-tún","","mau5-tun2","","mâu-tún","","mau5-tun2","","矛盾","","","矛盾","【形】比喻言語行為自相牴觸。","【形】比喻言語行為自相牴觸。","","",""
"1938","pe̍h-chia̍h","","peh8-chiah8","","pe̍h-tsia̍h","","peh8-tsiah8","","白食","","","白吃","【動】白吃。吃東西不給錢。例：白食白啉　pe̍h-chia̍h pe̍h-lim(白吃白喝)。","【動】白吃。吃東西不給錢。例：白食白啉　pe̍h-tsia̍h pe̍h-lim(白吃白喝)。","","",""
"1939","pe̍h-kú-chhài","","peh8-ku2-chhai3","","pe̍h-kú-tshài","","peh8-ku2-tshai3","","白韭菜","","","韭黃","【名】韭黃，葉菜類。以遮光方式培育出來的韭菜，因為未行光合作用，所以顏色偏白黃，因此得名。","【名】韭黃，葉菜類。以遮光方式培育出來的韭菜，因為未行光合作用，所以顏色偏白黃，因此得名。","","",""
"1940","sin-oan","","sin-oan","","sin-uan","","sin-uan","","申冤","伸冤","","申冤","【動】提出說明以洗雪冤屈。例：請你一定愛替我申冤。Chhiáⁿ lí it-tēng ài thè góa sin-oan. (請你一定要為我申冤。)　","【動】提出說明以洗雪冤屈。例：請你一定愛替我申冤。Tshiánn lí it-tīng ài thè guá sin-uan. (請你一定要為我申冤。)　","","",""
"1941","hiā-chhù","","hia7-chhu3","","hiā-tshù","","hia7-tshu3","","瓦厝","瓦茨","","瓦舍","【名】瓦舍。用瓦片做為屋頂建築材料的磚造房子。例：阮兜的頭前有一間大瓦厝。Goán tau ê thâu-chêng ū chi̍t keng tōa hiā-chhù. (我家前面有一間瓦房。)　","【名】瓦舍。用瓦片做為屋頂建築材料的磚造房子。例：阮兜的頭前有一間大瓦厝。Guán tau ê thâu-tsîng ū tsi̍t king tuā hiā-tshù. (我家前面有一間瓦房。)　","","",""
"1942","seⁿ-sî-ji̍t-goe̍h/siⁿ-sî-li̍t-ge̍h","","senn-si5-jit8-goeh8/sinn-si5-lit8-geh8","","senn-sî-ji̍t-gue̍h/sinn-sî-li̍t-ge̍h","","senn-si5-jit8-gueh8/sinn-si5-lit8-geh8","","生時日月","","","八字、生辰八字","【名】生辰八字。出生時候的年、月、日、時；時常被拿來斷定一個人的命運。例：較早的人認為嬰仔欲號名愛根據生時日月，才號有好名。Khah-chá ê lâng jīn-ûi eⁿ-á beh hō-miâ ài kin-kì seⁿ-sî-ji̍t-goe̍h, chiah hō ū hó miâ. (人家說剛出生的嬰兒要取名字必須根據生辰八字，才能取到好名字。)　","【名】生辰八字。出生時候的年、月、日、時；時常被拿來斷定一個人的命運。例：較早的人認為嬰仔欲號名愛根據生時日月，才號有好名。Khah-tsá ê lâng jīn-uî enn-á beh hō-miâ ài kin-kì senn-sî-ji̍t-gue̍h, tsiah hō ū hó miâ. (人家說剛出生的嬰兒要取名字必須根據生辰八字，才能取到好名字。)　","","八字",""
"1943","li̍p-àn","","lip8-an3","","li̍p-àn","","lip8-an3","","立案","","","立案、註冊","【動】在政府機關註冊登記。","【動】在政府機關註冊登記。","","註冊",""
"1944","chhân-cho͘","","chhan5-choo","","tshân-tsoo","","tshan5-tsoo","","田租","","","佃租","【名】佃租。佃農向地主租借土地耕種時，需交納給地主的地租。","【名】佃租。佃農向地主租借土地耕種時，需交納給地主的地租。","","",""
