"DictWordID","PojUnicode","PojUnicodeOthers","PojInput","PojInputOthers","KipUnicode","KipUnicodeOthers","KipInput","KipInputOthers","HanLoTaibunKip","KipDictHanjiTaibunOthers","KipDictWordProperty","HoaBun","KaisoehHanLoPoj","KaisoehHanLoKip","KipDictDialects","Synonym","Opposite"
"9599","seh(替)","","seh(替)","","seh(替)","","seh(替)","","楔","揳、塞","","塞","【動】把東西塞進孔縫內。例：對窗仔縫楔物件入去。Tùi thang-á-phāng seh mi̍h-kiāⁿ ji̍p--khì. (從窗子縫隙塞東西進去。)　","【動】把東西塞進孔縫內。例：對窗仔縫楔物件入去。Tuì thang-á-phāng seh mi̍h-kiānn ji̍p--khì. (從窗子縫隙塞東西進去。)　","【台北】楔　sueh。【三峽】楔　sereh。【新竹】楔　sueh。【台中】屧　siap, 疊　thia̍p, 楔　seh。【鹿港】楔　sueh。【台南】楔　seh。【高雄】楔　seh。【宜蘭】楔　seh。【馬公】楔　sueh。","",""
"9600","kēng(替)","","keng7(替)","","kīng(替)","","king7(替)","","楗","拱、挭","","撐、撐住","1.【動】撐住。用東西支拄另一個東西或是兩個東西互相抵住、撐住。例：你去提杉仔柴來共門小楗一下。Lí khì the̍h sam-á-chhâ lâi kā mn̂g sió kēng--chi̍t-ē. (你去拿杉木塊來把門稍微撐一下。)　2.【動】支助。例：朋友本來就愛相楗。Pêng-iú pún-lâi tō ài sio-kēng. (朋友本來就應互相支助。)　","1.【動】撐住。用東西支拄另一個東西或是兩個東西互相抵住、撐住。例：你去提杉仔柴來共門小楗一下。Lí khì the̍h sam-á-tshâ lâi kā mn̂g sió kīng--tsi̍t-ē. (你去拿杉木塊來把門稍微撐一下。)　2.【動】支助。例：朋友本來就愛相楗。Pîng-iú pún-lâi tō ài sio-kīng. (朋友本來就應互相支助。)　","【台北】kīng。【三峽】kīng。【新竹】kīng。【台中】kīng。【鹿港】kǐng。【台南】kīng。【高雄】kīng。【宜蘭】kīng。【馬公】kān。","牚",""
"9601","gông(替)","","gong5(替)","","gông(替)","","gong5(替)","","楞","","","眩、暈","【形】頭暈。例：頭楞楞　thâu gông-gông(頭暈暈的)。","【形】頭暈。例：頭楞楞　thâu gông-gông(頭暈暈的)。","","眩",""
"9602","lâm","","lam5","","lâm","","lam5","","楠","","","楠、楠木","【名】木本植物。常綠喬木，開淡綠色花，葉呈長橢圓，果實紫黑，木質粗壯堅硬，是良好的木料建材。","【名】木本植物。常綠喬木，開淡綠色花，葉呈長橢圓，果實紫黑，木質粗壯堅硬，是良好的木料建材。","","楠仔",""
"9603","hùn","","hun3","","hùn","","hun3","","楦","","","化膿、楦、擴張","1.【名】模子。用來製作鞋子的木頭模型。例：鞋楦　ê-hùn(鞋模)。2.【動】撐大、擴大。例：用鞋楦楦鞋。Ēng ê-hùn hùn ê. (用鞋模把鞋撐大。)　3.【動】膿瘡等化膿、腫脹。例：粒仔咧楦膿。Lia̍p-á teh hùn lâng. (膿瘡在化膿。)　4.【動】向外擴張，例如邊界。例：隔壁的地界一直楦過來。Keh-piah ê tē-kài it-ti̍t hùn--kòe-lâi. (隔壁的地界一直擴張過來。)；這條路拄咧楦闊。Chit tiâu lō͘ tú teh hùn-khoah. (這條路正在拓寬中。)　","1.【名】模子。用來製作鞋子的木頭模型。例：鞋楦　ê-hùn(鞋模)。2.【動】撐大、擴大。例：用鞋楦楦鞋。Īng ê-hùn hùn ê. (用鞋模把鞋撐大。)　3.【動】膿瘡等化膿、腫脹。例：粒仔咧楦膿。Lia̍p-á teh hùn lâng. (膿瘡在化膿。)　4.【動】向外擴張，例如邊界。例：隔壁的地界一直楦過來。Keh-piah ê tē-kài it-ti̍t hùn--kuè-lâi. (隔壁的地界一直擴張過來。)；這條路拄咧楦闊。Tsit tiâu lōo tú teh hùn-khuah. (這條路正在拓寬中。)　","","",""
"9604","gia̍p","","giap8","","gia̍p","","giap8","","業","","","行、途、業、職","1.【名】社會上的各種工作職務。例：工業　kang-gia̍p、商業　siong-gia̍p。[近]行、途、職2.【名】事情、事務。例：事業　sū-gia̍p、業務　gia̍p-bū。3.【形】形容人很勞碌。例：你真業。Lí chin gia̍p. (你真勞碌。)；業命　gia̍p-miā(勞碌命)。","1.【名】社會上的各種工作職務。例：工業　kang-gia̍p、商業　siong-gia̍p。[近]行、途、職2.【名】事情、事務。例：事業　sū-gia̍p、業務　gia̍p-bū。3.【形】形容人很勞碌。例：你真業。Lí tsin gia̍p. (你真勞碌。)；業命　gia̍p-miā(勞碌命)。","","",""
"9605","iâ-chí","","ia5-chi2","","iâ-tsí","","ia5-tsi2","","椰子","","","椰子","【名】瓜果類。種植七至十年後開花，開花後十二個月結果，果實亦稱為「椰子」。果核內分為二層，外層為白色椰肉，可製成椰子油或椰子粉，內中心空腔為椰子汁，為天然的清涼飲料。","【名】瓜果類。種植七至十年後開花，開花後十二個月結果，果實亦稱為「椰子」。果核內分為二層，外層為白色椰肉，可製成椰子油或椰子粉，內中心空腔為椰子汁，為天然的清涼飲料。","【台北】椰子　iâ-tsí。【三峽】椰子　iâ-tsí。【新竹】椰子　iâ-tsí。【台中】椰子　iâ-tsí。【鹿港】椰子　iâ-tsí, 鱟薸　hǎu-phiô。【台南】椰子　iâ-tsí。【高雄】椰子　iâ-tsí。【宜蘭】椰子　iâ-tsí。【馬公】椰子　iâ-tsí。","",""
"9606","àm-tiong","","am3-tiong","","àm-tiong","","am3-tiong","","暗中","","","私下、背地裡、暗中","【副】私下、背地裡。例：暗中探聽伊的消息。Àm-tiong thàm-thiaⁿ i ê siau-sit. (暗中打聽他的消息。)　","【副】私下、背地裡。例：暗中探聽伊的消息。Àm-tiong thàm-thiann i ê siau-sit. (暗中打聽他的消息。)　","","",""
"9607","seh-chhiú-phāng","","seh-chhiu2-phang7","","seh-tshiú-phāng","","seh-tshiu2-phang7","","楔手縫","揳手縫","","塞手縫","【熟】塞手縫。指東西很少，不能讓人滿足。例：你遮的錢，閣無夠我楔手縫。Lí chia-ê chîⁿ, koh bô-kàu góa seh-chhiú-phāng. (你這些錢，還不夠我塞手指縫。)　","【熟】塞手縫。指東西很少，不能讓人滿足。例：你遮的錢，閣無夠我楔手縫。Lí tsia-ê tsînn, koh bô-kàu guá seh-tshiú-phāng. (你這些錢，還不夠我塞手指縫。)　","","",""
"9608","hōe-á/hē-á","","hoe7-a2/he7-a2","","huē-á/hē-á","","hue7-a2/he7-a2","","會仔","","","互助會、民間合會、合會","【名】合會、互助會。民間的儲蓄互助會，已行之有年，原本於法無據，政府在民國八十八年四月二十一日公布民法債編增訂條文，將它納入管理。例：標會仔　pio hōe-á(發起互助會)、綴會仔　tòe hōe-á(加入互助會)。","【名】合會、互助會。民間的儲蓄互助會，已行之有年，原本於法無據，政府在民國八十八年四月二十一日公布民法債編增訂條文，將它納入管理。例：標會仔　pio huē-á(發起互助會)、綴會仔　tuè huē-á(加入互助會)。","","",""
"9609","png-á","","png-a2","","png-á","","png-a2","","楓仔","","","楓香、楓樹","【名】楓樹。木本植物。葉子互生，邊緣為細鋸齒狀。每到秋末，樹葉就會變黃、變紅。木材可當建築和製家具的材料。","【名】楓樹。木本植物。葉子互生，邊緣為細鋸齒狀。每到秋末，樹葉就會變黃、變紅。木材可當建築和製家具的材料。","","楓、楓仔樹",""
"9610","lâm-á","","lam5-a2","","lâm-á","","lam5-a2","","楠仔","","","楠、楠木","【名】木本植物。一般泛指樟科樹木，只有少數樟樹除外。表面光滑，材質堅密，是普遍用材，可以用來造船。大多產於臺灣、四川、雲南等地。","【名】木本植物。一般泛指樟科樹木，只有少數樟樹除外。表面光滑，材質堅密，是普遍用材，可以用來造船。大多產於臺灣、四川、雲南等地。","","楠",""
"9611","at-á","","at-a2","","at-á","","at-a2","","楬仔","","","","【名】茅屋上為了安定茅草而加架的竹條。壓條。用來固定的細木條。","【名】茅屋上為了安定茅草而加架的竹條。壓條。用來固定的細木條。","","",""
"9612","png-á-chhiū","","png-a2-chhiu7","","png-á-tshiū","","png-a2-tshiu7","","楓仔樹","","","楓香、楓樹","【名】楓樹。木本植物。葉子是單葉、互生，邊緣為細鋸齒狀。每到秋末，樹葉就會變黃、變紅。木材可當建築和製家具的材料。","【名】楓樹。木本植物。葉子是單葉、互生，邊緣為細鋸齒狀。每到秋末，樹葉就會變黃、變紅。木材可當建築和製家具的材料。","","楓、楓仔、楓樹",""
"9613","àm-sī","","am3-si7","","àm-sī","","am3-si7","","暗示","","","暗示","【動】用間接、含蓄的方法來表達意思。例：伊共你𥍉目，就是暗示你毋通加講話。I kā lí nih-ba̍k, tō sī àm-sī lí m̄-thang ke kóng-ōe. (他向你眨眼，就是暗示你不要多話。)　","【動】用間接、含蓄的方法來表達意思。例：伊共你𥍉目，就是暗示你毋通加講話。I kā lí nih-ba̍k, tō sī àm-sī lí m̄-thang ke kóng-uē. (他向你眨眼，就是暗示你不要多話。)　","","",""
"9614","ē-ēng-tit","ē-ēng-chit(又唸作)/ē-ēng-lit(又唸作)/ē-ēng-eh(又唸作)","e7-eng7-tit","e7-eng7-chit(又唸作)/e7-eng7-lit(又唸作)/e7-eng7-eh(又唸作)","ē-īng-tit","ē-īng-tsit(又唸作)/ē-īng-lit(又唸作)/ē-īng-eh(又唸作)","e7-ing7-tit","e7-ing7-tsit(又唸作)/e7-ing7-lit(又唸作)/e7-ing7-eh(又唸作)","會用得","","","可以、可行、行得通、能夠","【副】可以、可行。人、東西可以使用或指事情行得通。語氣完結時唸作ē-ēng--tit。例：功課寫完，咱就會用得看電視。Kong-khò siá oân, lán tō ē-ēng-tit khòaⁿ tiān-sī. (功課寫完，我們就可以看電視。)　","【副】可以、可行。人、東西可以使用或指事情行得通。語氣完結時唸作ē-īng--tit。例：功課寫完，咱就會用得看電視。Kong-khò siá uân, lán tō ē-īng-tit khuànn tiān-sī. (功課寫完，我們就可以看電視。)　","","會使、會使得、會做得","袂用得、袂使得、袂做得"
"9615","àm-kong-chiáu","","am3-kong-chiau2","","àm-kong-tsiáu","","am3-kong-tsiau2","","暗光鳥","","","夜貓子、夜鷺、貓頭鷹","1.【名】夜鷺。禽鳥類。嘴黑，上嘴嚙喙先端有缺刻，頸肥短，有白色飾羽，胸腹白，背覆羽有同色三角斑，腳暗黃，跗蹠被網目狀鱗。2.【名】貓頭鷹。禽鳥類。頭部有角狀的羽毛，眼睛大，白天潛伏，夜晚才出來覓食，以麻雀、老鼠等動物為食，常在夜裡發出淒厲的叫聲，迷信的人認為是不吉利的一種鳥。3.【名】夜貓子。用來稱呼習慣在夜間工作或活動的人。例：你這隻暗光鳥，三更半暝矣猶毋睏。Lí chit chiah àm-kong-chiáu, saⁿ-keⁿ-pòaⁿ-mê--ah iáu m̄ khùn. (你這個夜貓子，三更半夜了還不睡。)　","1.【名】夜鷺。禽鳥類。嘴黑，上嘴嚙喙先端有缺刻，頸肥短，有白色飾羽，胸腹白，背覆羽有同色三角斑，腳暗黃，跗蹠被網目狀鱗。2.【名】貓頭鷹。禽鳥類。頭部有角狀的羽毛，眼睛大，白天潛伏，夜晚才出來覓食，以麻雀、老鼠等動物為食，常在夜裡發出淒厲的叫聲，迷信的人認為是不吉利的一種鳥。3.【名】夜貓子。用來稱呼習慣在夜間工作或活動的人。例：你這隻暗光鳥，三更半暝矣猶毋睏。Lí tsit tsiah àm-kong-tsiáu, sann-kenn-puànn-mê--ah iáu m̄ khùn. (你這個夜貓子，三更半夜了還不睡。)　","【台北】暗光鳥　àm-kong-tsiáu。【三峽】暗光鳥　àm-kong-tsiáu, 貓頭鳥　niau-thâu-tsiáu。【新竹】貓頭鳥　niau-thâu-tsiáu。【台中】貓頭鳥　niau-thâu-tsiáu。【鹿港】暗光鳥　àm-kong-tsiáu。【台南】暗光鳥　àm-kong-tsiáu, 鴣黃　koo-n̂g。【高雄】暗光鳥　àm-kong-tsiáu, 貓頭鳥　niau-thâu-tsiáu, 鴣黃　koo-n̂g。【宜蘭】暗光鳥　àm-kong-tsiáu, 貓頭鳥　niau-thâu-tsiáu。【馬公】貓頭鳥　niau-thâu-tsiáu。","",""
"9616","hōe-ha̍p","","hoe7-hap8","","huē-ha̍p","","hue7-hap8","","會合","","","集中、集合、會合","【動】照約定好的時間及地點彼此聚會、集合。例：我約伊今仔日中晝佇公園會合，做伙去看櫻花。Góa iok i kin-á-ji̍t tiong-tàu tī kong-hn̂g hōe-ha̍p, chò-hóe khì khòaⁿ eng-hoe. (我約他今天中午在公園會合，要一起去賞櫻。)　","【動】照約定好的時間及地點彼此聚會、集合。例：我約伊今仔日中晝佇公園會合，做伙去看櫻花。Guá iok i kin-á-ji̍t tiong-tàu tī kong-hn̂g huē-ha̍p, tsò-hué khì khuànn ing-hue. (我約他今天中午在公園會合，要一起去賞櫻。)　","","集中、集合","分開、四散、解散"
"9617","hōe-tông","","hoe7-tong5","","huē-tông","","hue7-tong5","","會同","","","會同","【動】會合協同。","【動】會合協同。","","",""
"9618","àm-sek","","am3-sek","","àm-sik","","am3-sik","","暗色","","","暗色","【名】較濃或深沉的顏色。","【名】較濃或深沉的顏色。","","",""
"9619","àm-hēng","","am3-heng7","","àm-hīng","","am3-hing7","","暗行","","","陰謀、暗計","【名】陰謀、暗計。例：你毋通使暗行害人。Lí m̄-thang sái àm-hēng hāi--lâng. (你不要耍陰險害人。)　","【名】陰謀、暗計。例：你毋通使暗行害人。Lí m̄-thang sái àm-hīng hāi--lâng. (你不要耍陰險害人。)　","","陰謀、暗計",""
"9620","àm-pō͘","","am3-poo7","","àm-pōo","","am3-poo7","","暗步","","","密招、詭計","【名】詭計、密招。不光明的手段或方法。例：伊定定用暗步欲陷害人。I tiāⁿ-tiāⁿ iōng àm-pō͘ beh hām-hāi--lâng. (他常耍詭計要陷害人。)　","【名】詭計、密招。不光明的手段或方法。例：伊定定用暗步欲陷害人。I tiānn-tiānn iōng àm-pōo beh hām-hāi--lâng. (他常耍詭計要陷害人。)　","","",""
"9621","ē-sái","","e7-sai2","","ē-sái","","e7-sai2","","會使","","","可以、可行、行得通、能夠","【副】可以、能夠。例：我功課若寫好就會使去看電影矣。Góa kong-khò nā siá hó tō ē-sái khì khòaⁿ tiān-iáⁿ--ah. (我功課如果寫好就可以去看電影了。)　","【副】可以、能夠。例：我功課若寫好就會使去看電影矣。Guá kong-khò nā siá hó tō ē-sái khì khuànn tiān-iánn--ah. (我功課如果寫好就可以去看電影了。)　","【台北】會使　ē-sái, 會當　ē-tàng。【三峽】會使　erē-sái, 會當　erē-tàng。【新竹】會用得　ē-īng--eh, 會使　ē-sái。【台中】會用得　ē-īng--eh, 會使得　ē-sái--tit。【鹿港】會使　ě-sái, 會當　ě-tàng。【台南】會用得　ē-īng--eh, 會使　ē-sái, 會當　ē-tàng。【高雄】會用得　ē-īng--eh, 會使　ē-sái; ē-saih, 會當　ē-tàng。【宜蘭】會使　ē-sái, 會當　ē-tàng。【馬公】會使　ē-sái, 會當　ē-tàng。","有通、會用得、會使得","袂使、袂使得"
"9622","ē-sái-tit","ē-sái-chit(又唸作)/ē-sái-lit(又唸作)/ē-sái-eh(又唸作)","e7-sai2-tit","e7-sai2-chit(又唸作)/e7-sai2-lit(又唸作)/e7-sai2-eh(又唸作)","ē-sái-tit","ē-sái-tsit(又唸作)/ē-sái-lit(又唸作)/ē-sái-eh(又唸作)","e7-sai2-tit","e7-sai2-tsit(又唸作)/e7-sai2-lit(又唸作)/e7-sai2-eh(又唸作)","會使得","","","可以、可行、行得通、能夠","【副】可以、可行。人、東西可以使用或是事情行得通。語氣完結時唸作ē-sái--tit。例：這項物件閣會使得用，毋通擲掉。Chit hāng mi̍h-kiāⁿ koh ē-sái-tit ēng, m̄-thang tàn tiāu. (這個東西還可以使用，不要丟掉。)　","【副】可以、可行。人、東西可以使用或是事情行得通。語氣完結時唸作ē-sái--tit。例：這項物件閣會使得用，毋通擲掉。Tsit hāng mi̍h-kiānn koh ē-sái-tit īng, m̄-thang tàn tiāu. (這個東西還可以使用，不要丟掉。)　","","會用得、會使、會做得","袂用得、袂使得、袂做得"
"9623","hōe-siā","","hoe7-sia7","","huē-siā","","hue7-sia7","","會社","","","公司、會社","【名】對公司的稱呼。源自日語。","【名】對公司的稱呼。源自日語。","","",""
"9624","seh-khang","","seh-khang","","seh-khang","","seh-khang","","楔空","塞孔、揳空、揳孔","","行賄、賄賂","【動】行賄。用財物賄賂別人。例：伊提錢欲共警察楔空，警察顛倒共罰較濟錢。I the̍h chîⁿ beh kā kéng-chhat seh-khang, kéng-chhat tian-tò kā hoa̍t khah chē chîⁿ. (他拿錢要向警察行賄，警察反而罰他更多錢。)　","【動】行賄。用財物賄賂別人。例：伊提錢欲共警察楔空，警察顛倒共罰較濟錢。I the̍h tsînn beh kā kíng-tshat seh-khang, kíng-tshat tian-tò kā hua̍t khah tsē tsînn. (他拿錢要向警察行賄，警察反而罰他更多錢。)　","","楔後手",""
"9625","seh-āu-chhiú","","seh-au7-chhiu2","","seh-āu-tshiú","","seh-au7-tshiu2","","楔後手","揳後手","","行賂、行賄、賄賂","【動】賄賂。以財物買通別人。例：愈落伍的國家，楔後手的現象愈普遍。Jú lo̍k-ngó͘ ê kok-ka, seh-āu-chhiú ê hiān-siōng jú phó͘-phiàn. (愈落後的國家，賄賂的現象愈普遍。)　","【動】賄賂。以財物買通別人。例：愈落伍的國家，楔後手的現象愈普遍。Jú lo̍k-ngóo ê kok-ka, seh-āu-tshiú ê hiān-siōng jú phóo-phiàn. (愈落後的國家，賄賂的現象愈普遍。)　","","烏西、楔空",""
"9626","kòe-kè","hōe-kè(俗唸作)","koe3-ke3","hoe7-ke3(俗唸作)","kuè-kè","huē-kè(俗唸作)","kue3-ke3","hue7-ke3(俗唸作)","會計","","","會計","1.【動】管理財務帳目和出納事宜。2.【名】管理財務帳目和出納職務的人員。","1.【動】管理財務帳目和出納事宜。2.【名】管理財務帳目和出納職務的人員。","","",""
"9627","àm-khàm","","am3-kham3","","àm-khàm","","am3-kham3","","暗崁","","","掩蓋","【動】將好東西或好處私藏起來，不讓別人知道。例：伊暗崁足濟外路仔做私奇，無予某知。 I àm-khàm chiok chē gōa-lō͘-á chò sai-khia, bô hō͘ in bó͘ chai. (他私藏很多外快當私房錢，沒讓他太太知道。)　","【動】將好東西或好處私藏起來，不讓別人知道。例：伊暗崁足濟外路仔做私奇，無予某知。 I àm-khàm tsiok tsē guā-lōo-á tsò sai-khia, bô hōo in bóo tsai. (他私藏很多外快當私房錢，沒讓他太太知道。)　","","",""
"9628","àm-sî","","am3-si5","","àm-sî","","am3-si5","","暗時","","","夜晚、夜裡、晚上","【名】夜晚、晚上。例：暗時你莫佇外口拋拋走。Àm-sî lí mài tī gōa-kháu pha-pha-cháu. (晚上你不要在外面四處亂跑。)　","【名】夜晚、晚上。例：暗時你莫佇外口拋拋走。Àm-sî lí mài tī guā-kháu pha-pha-tsáu. (晚上你不要在外面四處亂跑。)　","【台北】下昏　e-hng, 下昏暗時　ing-àm-sî, 暗時　àm-sî, 暗頭仔　àm-thâu-á。【三峽】下昏暗　e-hng-àm, 暗時　àm-sî。【新竹】暗時　àm-sî, 下昏暗時　ing-àm-sî 。【台中】暗時　àm-sî 。【鹿港】下昏暗　ing-àm, 暗時　àm-sî, 暗頭仔　àm-thâu-á。【台南】下昏　e-hng; i̋ng, 下昏暗　ing-àm, 暗時　àm-sî, 暗時仔　àm-sî-á, 暗頭仔　àm-thâu-á, 暝時　mê--sî。【高雄】下昏　e-hng, 下暗　e-àm, 暗時　àm-sî, 暗時仔　àm-sî-á, 暗頭仔　àm-thâu-á, 暝時　mê--sî。【宜蘭】下昏　e-huinn, 下暗　enn-àm, 暗時　àm-sî, 暗時仔　àm-sî-á, 暗頭仔　àm-thâu-á。【馬公】暝時　mî-sî, 下昏　ē-hng, 此暝昏　tsiùnn-mî-hng　。","暗暝、暝時",""
"9629","iûⁿ-tô","iûⁿ-thô(又唸作)","iunn5-to5","iunn5-tho5(又唸作)","iûnn-tô","iûnn-thô(又唸作)","iunn5-to5","iunn5-tho5(又唸作)","楊桃","","","楊桃","【名】楊桃。瓜果類。為漿果，於七月至十二月成熟，呈黃色或黃綠色，多汁，味道甘酸，氣味芳香，可供食用及藥用。","【名】楊桃。瓜果類。為漿果，於七月至十二月成熟，呈黃色或黃綠色，多汁，味道甘酸，氣味芳香，可供食用及藥用。","【台北】楊桃　iûnn-thô; iûnn-tô, 磟碡　la̍k-ta̍k。【三峽】磟碡　la̍k-ta̍k。【新竹】楊桃　iûnn-tô。【台中】楊桃　iûnn-thô。【鹿港】楊桃　iûnn-tô。【台南】楊桃　iônn-tôr。【高雄】楊桃　iûnn-tôr。【宜蘭】楊桃　iûnn-tô。【馬公】楊桃　iûnn-tô。","",""
"9630","àm-pan","","am3-pan","","àm-pan","","am3-pan","","暗班","","","晚班","【名】晚班。於夜晚工作的班次，多指深夜工作。","【名】晚班。於夜晚工作的班次，多指深夜工作。","","夜工、夜班",""
"9631","àm-bîn-bong","","am3-bin5-bong","","àm-bîn-bong","","am3-bin5-bong","","暗眠摸","","","黑漆漆","【形】黑漆漆、一片漆黑。形容很黑很暗，什麼都看不到。例：這馬外口暗眠摸，你閣欲出去？Chit-má gōa-kháu àm-bîn-bong, lí koh beh chhut khì? (現在外面一片漆黑，你還要出去？)　","【形】黑漆漆、一片漆黑。形容很黑很暗，什麼都看不到。例：這馬外口暗眠摸，你閣欲出去？Tsit-má guā-kháu àm-bîn-bong, lí koh beh tshut khì? (現在外面一片漆黑，你還要出去？)　","","暗漠漠、暗趖趖、暗墨墨",""
"9632","ē-chò-tit/ē-chòe-tit","ē-chò-chit(又唸作)/ē-chòe-chit(又唸作)/ē-chò-lit(又唸作)/ē-chòe-lit(又唸作)/ē-chò-eh(又唸作)/ē-chòe-eh(又唸作)","e7-cho3-tit/e7-choe3-tit","e7-cho3-chit(又唸作)/e7-choe3-chit(又唸作)/e7-cho3-lit(又唸作)/e7-choe3-lit(又唸作)/e7-cho3-eh(又唸作)/e7-choe3-eh(又唸作)","ē-tsò-tit/ē-tsuè-tit","ē-tsò-tsit(又唸作)/ē-tsuè-tsit(又唸作)/ē-tsò-lit(又唸作)/ē-tsuè-lit(又唸作)/ē-tsò-eh(又唸作)/ē-tsuè-eh(又唸作)","e7-tso3-tit/e7-tsue3-tit","e7-tso3-tsit(又唸作)/e7-tsue3-tsit(又唸作)/e7-tso3-lit(又唸作)/e7-tsue3-lit(又唸作)/e7-tso3-eh(又唸作)/e7-tsue3-eh(又唸作)","會做得","","","可以、可行、行得通、能夠","【動】可以、可行。可以做、行得通。語氣完結時唸作ē-chò--tit。例：這件代誌會做得。Chit kiāⁿ tāi-chì ē-chò--tit. (這件事情可行。)　","【動】可以、可行。可以做、行得通。語氣完結時唸作ē-tsò--tit。例：這件代誌會做得。Tsit kiānn tāi-tsì ē-tsò--tit. (這件事情可行。)　","","會用得、會使、會使得","袂用得、袂使得、袂做得"
"9633","gia̍p-bū","","giap8-bu7","","gia̍p-bū","","giap8-bu7","","業務","","","業務","1.【名】統稱職業上的事務。2.【名】在公司裡專指銷售方面的事務。","1.【名】統稱職業上的事務。2.【名】在公司裡專指銷售方面的事務。","","",""
"9634","gia̍p-bū-oân","gia̍p-bū-goân(又唸作)","giap8-bu7-oan5","giap8-bu7-goan5(又唸作)","gia̍p-bū-uân","gia̍p-bū-guân(又唸作)","giap8-bu7-uan5","giap8-bu7-guan5(又唸作)","業務員","","","業務員","【名】在公司裡負責銷售事務的人員。","【名】在公司裡負責銷售事務的人員。","","",""
"9635","ē-tit","","e7-tit","","ē-tit","","e7-tit","","會得","","","可以、可行、行得通、能夠、得以、會得","【副】能夠、可以。例：會得過日就好矣，毋免欣羨別人好額。Ē-tit kòe-ji̍t tō hó--ah, m̄-bián him-siān pa̍t-lâng hó-gia̍h. (日子過得下去就好，不用羨慕別人富裕。)　","【副】能夠、可以。例：會得過日就好矣，毋免欣羨別人好額。Ē-tit kuè-ji̍t tō hó--ah, m̄-bián him-siān pa̍t-lâng hó-gia̍h. (日子過得下去就好，不用羨慕別人富裕。)　","","會使、會使得","袂使、袂使得"
