"DictWordID","PojUnicode","PojInput","KipUnicode","KipInput","HoaBun","EngBun","PageNumber"
"6898","chhài-koe-chhiu","chhai3-koe-chhiu","tshài-kue-tshiu","tshai3-kue-tshiu","絲瓜鬚根","tendrils of cucumbers",""
"6899","chhùi-chhiu","chhui3-chhiu","tshuì-tshiu","tshui3-tshiu","鬍鬚","beard and whiskers",""
"6900","hô͘-chhiu","hoo5-chhiu","hôo-tshiu","hoo5-tshiu","腮鬍子","heavy beard",""
"6901","lâu-chhiu","lau5-chhiu","lâu-tshiu","lau5-tshiu","留鬍子","grow a beard",""
"6902","chhiú","chhiu2","tshiú","tshiu2","手","hand, of the hand, a person, personally",""
"6903","ko-chhiú","ko-chhiu2","ko-tshiú","ko-tshiu2","高手","clever or talented person, crack player",""
"6904","kok-chhiú","kok-chhiu2","kok-tshiú","kok-tshiu2","國手","national representatives of athletes",""
"6905","pàng-chhiú","pang3-chhiu2","pàng-tshiú","pang3-tshiu2","放手","let go",""
"6906","tāng-chhiú","tang7-chhiu2","tāng-tshiú","tang7-tshiu2","動手","start on anything, commence work, to fight",""
"6907","chhiû","chhiu5","tshiû","tshiu5","愁","sad, distressed, worried, unhappy, melancholy, gloomy, to worry about",""
"6908","iu-chhiû","iu-chhiu5","iu-tshiû","iu-tshiu5","憂愁","melancholy, sad, mournful, grievous",""
"6909","chhiû","chhiu5","tshiû","tshiu5","拉曳，追溯","pull toward us with a rope, haul in using alternate hands (hand over hand)",""
"6910","bān-bān chhiû chhut-lâi.","ban7-ban7 chhiu5 chhut-lai5.","bān-bān tshiû tshut-lâi.","ban7-ban7 tshiu5 tshut-lai5.","慢慢的盤問出來。","draw out a something like a secret gradually",""
"6911","bán-koe chhiû-tîn","ban2-koe chhiu5-tin5","bán-kue tshiû-tîn","ban2-kue tshiu5-tin5","抽籐摘瓜，抽絲剝繭","get at the truth step by step, often by round about way (Lit. To get a melon you have to haul in the vine.)",""
"6912","chhiū-á","chhiu7-a2","tshiū-á","tshiu7-a2","樹","tree",""
"6913","chhiū-á chin lang","chhiu7-a2 chin lang","tshiū-á tsin lang","tshiu7-a2 tsin lang","樹木稀少","grove of trees thinly planted",""
"6914","chhiū-á-hio̍h (chhiū-hio̍h-á)","chhiu7-a2-hioh8 (chhiu7-hioh8-a2)","tshiū-á-hio̍h (tshiū-hio̍h-á)","tshiu7-a2-hioh8 (tshiu7-hioh8-a2)","樹葉","leaves",""
"6915","chhiū-á-leng","chhiu7-a2-leng","tshiū-á-ling","tshiu7-a2-ling","樹汁","sap",""
"6916","chhiū-á-oe","chhiu7-a2-oe","tshiū-á-ue","tshiu7-a2-ue","樹枝","branches",""
"6917","chhiú-āu-teⁿ","chhiu2-au7-tenn","tshiú-āu-tenn","tshiu2-au7-tenn","肘","elbow,",""
"6918","chhiú bâ (chhiú bâ-pì)","chhiu2 ba5 (chhiu2 ba5-pi3)","tshiú bâ (tshiú bâ-pì)","tshiu2 ba5 (tshiu2 ba5-pi3)","手痲痺","hand sleeping",""
"6919","chhiū-ba̍k","chhiu7-bak8","tshiū-ba̍k","tshiu7-bak8","樹木","trees (in general)",""
"6920","chhiú-ba̍k-á","chhiu2-bak8-a2","tshiú-ba̍k-á","tshiu2-bak8-a2","腕關節骨","the protuberance at the wrist joint",""
"6921","chhiû-bî","chhiu5-bi5","tshiû-bî","tshiu5-bi5","愁眉","knitted brows, distressed look",""
"6922","chhiû-bî khó͘-lián","chhiu5-bi5 khoo2-lian2","tshiû-bî khóo-lián","tshiu5-bi5 khoo2-lian2","愁眉苦臉","sad look, distressed expression",""
"6923","chhiû-bî put-tián","chhiu5-bi5 put-tian2","tshiû-bî put-tián","tshiu5-bi5 put-tian2","愁眉不展","wear a sad or distressed expression",""
"6924","chhiú-bīn (chhiú-té)","chhiu2-bin7 (chhiu2-te2)","tshiú-bīn (tshiú-té)","tshiu2-bin7 (tshiu2-te2)","手裡","in the hand",""
"6925","chhiú-bīn thàn-chia̍h","chhiu2-bin7 than3-chiah8","tshiú-bīn thàn-tsia̍h","tshiu2-bin7 than3-tsiah8","打零工","be a worker",""
"6926","chhiú bô chhùn-thih","chhiu2 bo5 chhun3-thih","tshiú bô tshùn-thih","tshiu2 bo5 tshun3-thih","手無寸鐵","totally unarmed (Lit. Hand does have and an inch of iron.)",""
"6927","chhiú-bô͘","chhiu2-boo5","tshiú-bôo","tshiu2-boo5","手模","thumbprint used in lieu of a signature",""
"6928","chhiu-boa̍t","chhiu-boat8","tshiu-bua̍t","tshiu-buat8","秋末","end of autumn",""
"6929","chhiú-bóe","chhiu2-boe2","tshiú-bué","tshiu2-bue2","手腕，遺物","end of the arm, keepsakes left as death",""
"6930","Chit pún chheh sī goán lāu-pē ê chhiú-bóe.","Chit pun2 chheh si7 goan2 lau7-pe7 e5 chhiu2-boe2.","Tsit pún tsheh sī guán lāu-pē ê tshiú-bué.","Tsit pun2 tsheh si7 guan2 lau7-pe7 e5 tshiu2-bue2.","這本書是我父親的遺物。","This book is a keepsake from my father.",""
"6931","chhiū-bóe","chhiu7-boe2","tshiū-bué","tshiu7-bue2","樹梢","top of tree",""
"6932","chhiú-bóe-la̍t","chhiu2-boe2-lat8","tshiú-bué-la̍t","tshiu2-bue2-lat8","腕力","strength in one's arm",""
"6933","Ū chhiú-bóe-la̍t","U7 chhiu2-boe2-lat8","Ū tshiú-bué-la̍t","U7 tshiu2-bue2-lat8","有腕力","have great strength in one's arm",""
"6934","chhiú-bóe ū peⁿ","chhiu2-boe2 u7 penn","tshiú-bué ū penn","tshiu2-bue2 u7 penn","勢均力敵","strength of two combatants equal",""
"6935","chhiû-būn","chhiu5-bun7","tshiû-būn","tshiu5-bun7","愁悶","unhappy, distressed, distressful, worried",""
"6936","chhiú chhah-io (chhiú chhah-koh)","chhiu2 chhah-io (chhiu2 chhah-koh)","tshiú tshah-io (tshiú tshah-koh)","tshiu2 tshah-io (tshiu2 tshah-koh)","手插腰","put one's hands on the hip joints, arms akimbo",""
"6937","chhiú-chhau","chhiu2-chhau","tshiú-tshau","tshiu2-tshau","手抄","handwritten",""
"6938","chhiú-chhau-pún","chhiu2-chhau-pun2","tshiú-tshau-pún","tshiu2-tshau-pun2","手抄本","hand written copy",""
"6939","chhiú-chheh","chhiu2-chheh","tshiú-tsheh","tshiu2-tsheh","手冊","hand book, manual",""
"6940","chhiú-chhèng","chhiu2-chheng3","tshiú-tshìng","tshiu2-tshing3","手槍，頑皮","revolver, be mischievous",""
"6941","Chit ê ha̍k-seng chin chhiú-chhèng.","Chit e5 hak8-seng chin chhiu2-chheng3.","Tsit ê ha̍k-sing tsin tshiú-tshìng.","Tsit e5 hak8-sing tsin tshiu2-tshing3.","這個學生很頑皮。","This student is very mischievous.",""
"6942","phah chhiú-chhèng","phah chhiu2-chheng3","phah tshiú-tshìng","phah tshiu2-tshing3","手淫","masturbation or to masturbate, (original meaning is to shoot a revolver), but now the less ambiguous term, ""te-chheng"", is used for revolver",""
"6943","chhiu-chhìn","chhiu-chhin3","tshiu-tshìn","tshiu-tshin3","涼爽","pleasantly cool weather, wind or place",""
"6944","chhiú-chí","chhiu2-chi2","tshiú-tsí","tshiu2-tsi2","戒指","ring",""
"6945","kòa chhiú-chí","koa3 chhiu2-chi2","kuà tshiú-tsí","kua3 tshiu2-tsi2","戴戒指","wear a ring",""
"6946","chhiū-chí","chhiu7-chi2","tshiū-tsí","tshiu7-tsi2","樹脂","resin",""
"6947","chhiū-chî","chhiu7-chi5","tshiū-tsî","tshiu7-tsi5","樹薯","tropical plant",""
"6948","chhiū-chî-chhiam","chhiu7-chi5-chhiam","tshiū-tsî-tshiam","tshiu7-tsi5-tshiam","樹薯籤","shredded tapioca",""
"6949","chhiū-chî-hún","chhiu7-chi5-hun2","tshiū-tsî-hún","tshiu7-tsi5-hun2","樹薯粉","cassava, tapioca",""
"6950","chhiú-chí phō͘-á","chhiu2-chi2 phoo7-a2","tshiú-tsí phōo-á","tshiu2-tsi2 phoo7-a2","小手冊，小筆記本","small notebook, memo book",""
"6951","chhiū-chiap","chhiu7-chiap","tshiū-tsiap","tshiu7-tsiap","樹汁","sap",""
"6952","chhiú-chiok","chhiu2-chiok","tshiú-tsiok","tshiu2-tsiok","手足","brothers",""
"6953","chhiú-chiok chêng chhim","chhiu2-chiok cheng5 chhim","tshiú-tsiok tsîng tshim","tshiu2-tsiok tsing5 tshim","手足情深","love between brothers is deep, (Lit. Blood is thicker than water.)",""
"6954","chhiú-ē (chhiú-hā)","chhiu2-e7 (chhiu2-ha7)","tshiú-ē (tshiú-hā)","tshiu2-e7 (tshiu2-ha7)","手下","under the hand, under the power or control of, underling, subordinate",""
"6955","chhiú-ē ê lâng (pō͘-hā)","chhiu2-e7 e5 lang5 (poo7-ha7)","tshiú-ē ê lâng (pōo-hā)","tshiu2-e7 e5 lang5 (poo7-ha7)","屬下，部下","servants, underlings, subordinate",""
"6956","chhiû-gân","chhiu5-gan5","tshiû-gân","tshiu5-gan5","愁顏","distressed or sad look",""
"6957","chhiú-gē","chhiu2-ge7","tshiú-gē","tshiu2-ge7","手藝","handicraft",""
"6958","chhiú-gí","chhiu2-gi2","tshiú-gí","tshiu2-gi2","手語","dactylology, sign language",""
"6959","chhiú-hā liû-chêng","chhiu2-ha7 liu5-cheng5","tshiú-hā liû-tsîng","tshiu2-ha7 liu5-tsing5","手下留情","show leniency or mercy",""
"6960","chhiú-hā pāi-chiòng","chhiu2-ha7 pai7-chiong3","tshiú-hā pāi-tsiòng","tshiu2-ha7 pai7-tsiong3","手下敗將","one who has suffered defeat at my or your hands",""
"6961","chhiū-hio̍h-á","chhiu7-hioh8-a2","tshiū-hio̍h-á","tshiu7-hioh8-a2","樹葉","leaves",""
"6962","chhiû-hoâi","chhiu5-hoai5","tshiû-huâi","tshiu5-huai5","愁懷","sad feeling, sadness",""
"6963","chhiú-hoat","chhiu2-hoat","tshiú-huat","tshiu2-huat","手法","workmanship, artistry, skill",""
"6964","chhiú-hông","chhiu2-hong5","tshiú-hông","tshiu2-hong5","手上的病菌","germs on the hands",""
"6965","chhiú-hong","chhiu2-hong","tshiú-hong","tshiu2-hong","手抖不停的病","Parkinson's disease",""
"6966","chhiú-hong-khîm","chhiu2-hong-khim5","tshiú-hong-khîm","tshiu2-hong-khim5","手風琴","accordion",""
"6967","chhiu-hun","chhiu-hun","tshiu-hun","tshiu-hun","秋分","autumnal equinox",""
"6968","chhiú-hûn","chhiu2-hun5","tshiú-hûn","tshiu2-hun5","手紋","lines in the palm of the hand",""
"6969","chhiû-ì","chhiu5-i3","tshiû-ì","tshiu5-i3","愁意","expression of sorrow, touch of sadness",""
"6970","chhiú iap-āu","chhiu2 iap-au7","tshiú iap-āu","tshiu2 iap-au7","手藏在背後","cross the hands behind the back, hand(s) behind the back",""
"6971","chhiú-îm","chhiu2-im5","tshiú-îm","tshiu2-im5","手淫","masturbation",""
"6972","chhiú-ìn","chhiu2-in3","tshiú-ìn","tshiu2-in3","手印","finger or thumb print used as a signature",""
"6973","chhiû-iông móa-bīn","chhiu5-iong5 moa2-bin7","tshiû-iông muá-bīn","tshiu5-iong5 mua2-bin7","愁容滿面","wear a sad look, look distressed",""
"6974","chhiú-jiáu","chhiu2-jiau2","tshiú-jiáu","tshiu2-jiau2","手爪","claw or talons of an animal",""
"6975","pháiⁿ chhiú-jiáu","phainn2 chhiu2-jiau2","pháinn tshiú-jiáu","phainn2 tshiu2-jiau2","有賊癖","have light fingers, thievish habit",""
"6976","Hit ê gín-á chin pháiⁿ chhiú-jiáu.","Hit e5 gin2-a2 chin phainn2 chhiu2-jiau2.","Hit ê gín-á tsin pháinn tshiú-jiáu.","Hit e5 gin2-a2 tsin phainn2 tshiu2-jiau2.","那個孩子喜歡偷東西。","That kid is in the habit of picking things up.",""
"6977","chhiú-jiáu chiān","chhiu2-jiau2 chian7","tshiú-jiáu tsiān","tshiu2-jiau2 tsian7","手癢的","mischievous, likes to finger anything at all",""
"6978","Mài chhiú-jiáu chiān, siūⁿ boeh bong khòaⁿ-bāi-lè.","Mai3 chhiu2-jiau2 chian7, siunn7 boeh bong khoann3-bai7-le3.","Mài tshiú-jiáu tsiān, siūnn bueh bong khuànn-bāi-lè.","Mai3 tshiu2-jiau2 tsian7, siunn7 bueh bong khuann3-bai7-le3.","不要手癢想摸摸看。","Don't be mischievous and want to touch everything.",""
"6979","chhiū-ka","chhiu7-ka","tshiū-ka","tshiu7-ka","樹膠","resin, gum",""
"6980","chhiú-kang","chhiu2-kang","tshiú-kang","tshiu2-kang","手工","handiwork",""
"6981","Che sī chhiú-kang chò ê, á-sī ke-khì chò ê?","Che si7 chhiu2-kang cho3 e5, a2-si7 ke-khi3 cho3 e5?","Tse sī tshiú-kang tsò ê, á-sī ke-khì tsò ê?","Tse si7 tshiu2-kang tso3 e5, a2-si7 ke-khi3 tso3 e5?","這是手工做的，還是機器做的 ？","Is this hand made or machine made?",""
"6982","chhiú-kang-gē","chhiu2-kang-ge7","tshiú-kang-gē","tshiu2-kang-ge7","手工藝","handicraft",""
"6983","chhiú-kang-gē-phín","chhiu2-kang-ge7-phin2","tshiú-kang-gē-phín","tshiu2-kang-ge7-phin2","手工藝品","handicraft articles",""
"6984","chhiú-kang-gia̍p","chhiu2-kang-giap8","tshiú-kang-gia̍p","tshiu2-kang-giap8","手工業","handicraft, manual trade",""
"6985","chhiū-kha (chhiū-á-kha)","chhiu7-kha (chhiu7-a2-kha)","tshiū-kha (tshiū-á-kha)","tshiu7-kha (tshiu7-a2-kha)","樹下","foot of a tree, under the tree",""
"6986","chhiú-khan-chhiú","chhiu2-khan-chhiu2","tshiú-khan-tshiú","tshiu2-khan-tshiu2","手拉手","made in hand",""
"6987","chhiú-khàu","chhiu2-khau3","tshiú-khàu","tshiu2-khau3","手銬","handcuffs",""
"6988","chhiú-khì","chhiu2-khi3","tshiú-khì","tshiu2-khi3","手氣","luck in gambling",""
"6989","chhiú-khiau","chhiu2-khiau","tshiú-khiau","tshiu2-khiau","手肘","elbow",""
"6990","chhiû-khó͘","chhiu5-khoo2","tshiû-khóo","tshiu5-khoo2","愁苦","distress, misery",""
"6991","chhiú-khoân","chhiu2-khoan5","tshiú-khuân","tshiu2-khuan5","手鐲","bracelet",""
"6992","kòa chhiú-khoân","koa3 chhiu2-khoan5","kuà tshiú-khuân","kua3 tshiu2-khuan5","戴手鐲","wear a bracelet",""
"6993","chhiú-kì (-á)","chhiu2-ki3 (-a2)","tshiú-kì (-á)","tshiu2-ki3 (-a2)","手鋸","short hand saw",""
"6994","chhiū-ki (chhiū-oe)","chhiu7-ki (chhiu7-oe)","tshiū-ki (tshiū-ue)","tshiu7-ki (tshiu7-ue)","樹枝","branches or limbs of a tree",""
"6995","chhiú-ki-á","chhiu2-ki-a2","tshiú-ki-á","tshiu2-ki-a2","手機，大哥大","cellular phone, mobile phone",""
"6996","chhiú-kiàⁿ","chhiu2-kiann3","tshiú-kiànn","tshiu2-kiann3","手鏡","hand mirror",""
"6997","chhiú-kin (chhiú-kin-á)","chhiu2-kin (chhiu2-kin-a2)","tshiú-kin (tshiú-kin-á)","tshiu2-kin (tshiu2-kin-a2)","手帕","handkerchief",""
"6998","chhiū-kin","chhiu7-kin","tshiū-kin","tshiu7-kin","樹根","tree root",""
"6999","chhiû kin-goân","chhiu5 kin-goan5","tshiû kin-guân","tshiu5 kin-guan5","追溯根源","investigate carefully (having found a clue), so as to find the real root and origin of the matter",""
"7000","chhiú kiu khí-lâi","chhiu2 kiu khi2-lai5","tshiú kiu khí-lâi","tshiu2 kiu khi2-lai5","撒手，縮手","withdraw one's hand, withdraw",""
"7001","chhiú-kó","chhiu2-ko2","tshiú-kó","tshiu2-ko2","手稿","draft, manuscript",""
"7002","chhiú-kó͘","chhiu2-koo2","tshiú-kóo","tshiu2-koo2","肱，下臂","fleshy part of the forearm",""
"7003","chhiú-kó͘-thâu","chhiu2-koo2-thau5","tshiú-kóo-thâu","tshiu2-koo2-thau5","手肘","elbow",""
"7004","I ê saⁿ chhiú-kó͘-thâu phòa chit khang.","I e5 sann chhiu2-koo2-thau5 phoa3 chit khang.","I ê sann tshiú-kóo-thâu phuà tsit khang.","I e5 sann tshiu2-koo2-thau5 phua3 tsit khang.","他衣服的肘部破了一個洞。","His coat is worn out at the elbow.",""
"7005","Chhiú-kó͘-thâu khòe tòa toh-téng.","Chhiu2-koo2-thau5 khoe3 toa3 toh-teng2.","Tshiú-kóo-thâu khuè tuà toh-tíng.","Tshiu2-koo2-thau5 khue3 tua3 toh-ting2.","手肘擱在桌上。","rest or lean the elbows on the desk",""
"7006","ēng chhiú-kó͘-thâu lòng.","eng7 chhiu2-koo2-thau5 long3.","īng tshiú-kóo-thâu lòng.","ing7 tshiu2-koo2-thau5 long3.","用手肘撞。","hit someone with a elbow, give someone the elbow",""
"7007","chhiú-kó͘-thâu khì lòng tio̍h.","chhiu2-koo2-thau5 khi3 long3 tioh8.","tshiú-kóo-thâu khì lòng tio̍h.","tshiu2-koo2-thau5 khi3 long3 tioh8.","手肘撞到。","bang your elbow into something",""
"7008","chhiu-kùi","chhiu-kui3","tshiu-kuì","tshiu-kui3","秋季","autumn season",""
"7009","chhiú-kut","chhiu2-kut","tshiú-kut","tshiu2-kut","臂骨，手臂","arm bone, the arm",""
"7010","chhiū-la̍h","chhiu7-lah8","tshiū-la̍h","tshiu7-lah8","樹臘","tree wax",""
"7011","chhiú-lāi","chhiu2-lai7","tshiú-lāi","tshiu2-lai7","手中，手頭","in hand",""
"7012","Chím-á chhiú-lāi bô pòaⁿ ê chîⁿ.","Chim2-a2 chhiu2-lai7 bo5 poann3 e5 chinn5.","Tsím-á tshiú-lāi bô puànn ê tsînn.","Tsim2-a2 tshiu2-lai7 bo5 puann3 e5 tsinn5.","現在手頭一個錢也沒有。","I have no money on hand now.",""
"7013","chhiú-lan","chhiu2-lan","tshiú-lan","tshiu2-lan","手繭","calluses on the hand",""
"7014","chhiú-lēng","chhiu2-leng7","tshiú-līng","tshiu2-ling7","手令","order issued personally by a man at the top",""
"7015","chhiū-lêng","chhiu7-leng5","tshiū-lîng","tshiu7-ling5","樹齡","age of a tree",""
"7016","chhiū-leng (chhiū-lin)","chhiu7-leng (chhiu7-lin)","tshiū-ling (tshiū-lin)","tshiu7-ling (tshiu7-lin)","橡膠，橡皮","gum, rubber",""
"7017","chhiū-leng chhit-á","chhiu7-leng chhit-a2","tshiū-ling tshit-á","tshiu7-ling tshit-a2","橡皮擦子","eraser",""
"7018","chhiū-leng-ê","chhiu7-leng-e5","tshiū-ling-ê","tshiu7-ling-e5","橡皮鞋","rubber shoes or boots",""
"7019","chhiū-leng-kńg","chhiu7-leng-kng2","tshiū-ling-kńg","tshiu7-ling-kng2","橡皮管","rubber tube",""
"7020","chhiū-leng-kô͘","chhiu7-leng-koo5","tshiū-ling-kôo","tshiu7-ling-koo5","橡皮膠","gum arabic, mucilage",""
"7021","chhiū-leng phiak-á","chhiu7-leng phiak-a2","tshiū-ling phiak-á","tshiu7-ling phiak-a2","彈弓","slingshot",""
"7022","chhiū-leng-pò͘","chhiu7-leng-poo3","tshiū-ling-pòo","tshiu7-ling-poo3","橡皮布","rubber sheet",""
"7023","chhiū-leng sok-á","chhiu7-leng sok-a2","tshiū-ling sok-á","tshiu7-ling sok-a2","橡皮圈","rubber band",""
"7024","chhiū-leng-té","chhiu7-leng-te2","tshiū-ling-té","tshiu7-ling-te2","橡皮底（鞋）","rubber soled shoes",""
"7025","chhiú-liû-tân (chhiú-liû-tôaⁿ)","chhiu2-liu5-tan5 (chhiu2-liu5-toann5)","tshiú-liû-tân (tshiú-liû-tuânn)","tshiu2-liu5-tan5 (tshiu2-liu5-tuann5)","手榴彈","hand grenade",""
"7026","chhiú-lō͘","chhiu2-loo7","tshiú-lōo","tshiu2-loo7","手藝","workmanship whether good or bad",""
"7027","I ê chhiú-lō͘ chin hó.","I e5 chhiu2-loo7 chin ho2.","I ê tshiú-lōo tsin hó.","I e5 tshiu2-loo7 tsin ho2.","他的手藝很好。","His workmanship is very good.",""
"7028","chhiú-lō͘-chhài","chhiu2-loo7-chhai3","tshiú-lōo-tshài","tshiu2-loo7-tshai3","拿手菜","cook's most tasty dish, chef d'oeuvre, specialty of the house",""
"7029","Che sī thài-thài ê chhiú-lō͘-chhài.","Che si7 thai3-thai3 e5 chhiu2-loo7-chhai3.","Tse sī thài-thài ê tshiú-lōo-tshài.","Tse si7 thai3-thai3 e5 tshiu2-loo7-tshai3.","這是太太的拿手菜。","This is my wife's most tasty dish.",""
"7030","chhiú-lō͘ chho͘","chhiu2-loo7 chhoo","tshiú-lōo tshoo","tshiu2-loo7 tshoo","手藝粗陋","coarse and inferior workmanship",""
"7031","chhiú-lông (chhiú-thò)","chhiu2-long5 (chhiu2-tho3)","tshiú-lông (tshiú-thò)","tshiu2-long5 (tshiu2-tho3)","手套","gloves",""
"7032","kòa chhiú-lông","koa3 chhiu2-long5","kuà tshiú-lông","kua3 tshiu2-long5","戴手套","wear gloves",""
"7033","pak chhiú-lông","pak chhiu2-long5","pak tshiú-lông","pak tshiu2-long5","脫手套","pull off gloves",""
"7034","chhiú-mn̂g","chhiu2-mng5","tshiú-mn̂g","tshiu2-mng5","虎口，手臂的力量","strength of arm",""
"7035","chhiū-nâ","chhiu7-na5","tshiū-nâ","tshiu7-na5","森林，樹林","forest, grove",""
"7036","chhiú-ńg","chhiu2-ng2","tshiú-ńg","tshiu2-ng2","袖子","sleeves",""
"7037","pih chhiú-ńg","pih chhiu2-ng2","pih tshiú-ńg","pih tshiu2-ng2","捲袖子","tuck up one's sleeves",""
"7038","chhiū-ńg (chhiū-iáⁿ)","chhiu7-ng2 (chhiu7-iann2)","tshiū-ńg (tshiū-iánn)","tshiu7-ng2 (tshiu7-iann2)","樹蔭，樹影","shadow of a tree",""
"7039","chhiú oáiⁿ-tio̍h","chhiu2 oainn2-tioh8","tshiú uáinn-tio̍h","tshiu2 uainn2-tioh8","手扭傷","sprained an arm",""
"7040","chhiú-oán","chhiu2-oan2","tshiú-uán","tshiu2-uan2","手腕，才能","ability, talent, capability",""
"7041","ū chhiú-oán (chhiú-oán hó)","u7 chhiu2-oan2 (chhiu2-oan2 ho2)","ū tshiú-uán (tshiú-uán hó)","u7 tshiu2-uan2 (tshiu2-uan2 ho2)","有才能","capable, talented",""
"7042","chhiū-oe","chhiu7-oe","tshiū-ue","tshiu7-ue","樹枝","branch or twig of a tree or shrub",""
"7043","chhiú-pē","chhiu2-pe7","tshiú-pē","tshiu2-pe7","手耙","an type of iron harrow used in farming",""
"7044","chhiú-phāng","chhiu2-phang7","tshiú-phāng","tshiu2-phang7","手指縫","spaces between the fingers",""
"7045","chhiú-phāng lang","chhiu2-phang7 lang","tshiú-phāng lang","tshiu2-phang7 lang","手指縫寬（流財）","one who is not thrifty (Lit. the spaces between the fingers are wide)",""
"7046","chhiú phè-lè","chhiu2 phe3-le3","tshiú phè-lè","tshiu2 phe3-le3","手臂吊著","arm in a sling",""
"7047","chhiu-pho","chhiu-pho","tshiu-pho","tshiu-pho","秋波","bewitching eyes of a woman",""
"7048","chhiū-phôe","chhiu7-phoe5","tshiū-phuê","tshiu7-phue5","樹皮","bark of a tree",""
"7049","chhiú-pió","chhiu2-pio2","tshiú-pió","tshiu2-pio2","手錶","wrist watch",""
"7050","kòa chhiú-pió","koa3 chhiu2-pio2","kuà tshiú-pió","kua3 tshiu2-pio2","戴手錶","wear a wrist watch",""
"7051","chhiú pit","chhiu2 pit","tshiú pit","tshiu2 pit","手裂","hands chapped, as with cold",""
"7052","chhiú-pit","chhiu2-pit","tshiú-pit","tshiu2-pit","手筆","literary work or handwriting by a famed person",""
"7053","chhiú-pôaⁿ","chhiu2-poann5","tshiú-puânn","tshiu2-puann5","手背","back of the hand",""
"7054","chhiú-sè","chhiu2-se3","tshiú-sè","tshiu2-se3","手勢","hand signals, sign language, grip on a tennis racket or golf club",""
"7055","hó chhiú-sè","ho2 chhiu2-se3","hó tshiú-sè","ho2 tshiu2-se3","順手","good hand position, grip",""
"7056","pháiⁿ chhiú-sè","phainn2 chhiu2-se3","pháinn tshiú-sè","phainn2 tshiu2-se3","不順手","incorrect grip on a bat, tool or hockey stick",""
"7057","chhiú-siá","chhiu2-sia2","tshiú-siá","tshiu2-sia2","手寫","write by hand",""
"7058","chhiū-siân (siân, kit-le)","chhiu7-sian5 (sian5, kit-le)","tshiū-siân (siân, kit-le)","tshiu7-sian5 (sian5, kit-le)","蟬","cicada, tree locust",""
"7059","chhiú-sim","chhiu2-sim","tshiú-sim","tshiu2-sim","手 心","center of the palm",""
"7060","chhiū-sin","chhiu7-sin","tshiū-sin","tshiu7-sin","樹幹","trunk of a tree",""
"7061","chhiú-sìn-á","chhiu2-sin3-a2","tshiú-sìn-á","tshiu2-sin3-a2","小禮物","small gift",""
"7062","chhiú-sio̍h","chhiu2-sioh8","tshiú-sio̍h","tshiu2-sioh8","手汗","perspiration on the palms of the hand",""
"7063","Gâu lâu chhiú-sio̍h.","Gau5 lau5 chhiu2-sioh8.","Gâu lâu tshiú-sio̍h.","Gau5 lau5 tshiu2-sioh8.","手很會冒汗。","palms of the hand always perspiring",""
"7064","chhiú-sio̍k","chhiu2-siok8","tshiú-sio̍k","tshiu2-siok8","手續","formalities, procedure, red tape, process",""
"7065","Boeh niá khì-chhia ê chip-chiàu tio̍h-ài sím-mih chhiú-sio̍k?","Boeh nia2 khi3-chhia e5 chip-chiau3 tioh8-ai3 sim2-mih chhiu2-siok8?","Bueh niá khì-tshia ê tsip-tsiàu tio̍h-ài sím-mih tshiú-sio̍k?","Bueh nia2 khi3-tshia e5 tsip-tsiau3 tioh8-ai3 sim2-mih tshiu2-siok8?","要領汽車的執照，要辦什麼手續 ？","What is the procedure for obtaining a license for a car?",""
"7066","Sin bé ê chhù boeh teng-kì tio̍h àn-chóaⁿ pān chhiú-sio̍k?","Sin be2 e5 chhu3 boeh teng-ki3 tioh8 an3-choann2 pan7 chhiu2-siok8?","Sin bé ê tshù bueh ting-kì tio̍h àn-tsuánn pān tshiú-sio̍k?","Sin be2 e5 tshu3 bueh ting-ki3 tioh8 an3-tsuann2 pan7 tshiu2-siok8?","新買的房子要登記，怎樣辦手續？","What is the procedure for registering a newly purchased house?",""
"7067","chhiú-sio̍k-hùi","chhiu2-siok8-hui3","tshiú-sio̍k-huì","tshiu2-siok8-hui3","手續費","service charge",""
"7068","chhiú-sio̍k kán-piān","chhiu2-siok8 kan2-pian7","tshiú-sio̍k kán-piān","tshiu2-siok8 kan2-pian7","手續簡便","procedure is simple",""
"7069","chhiú-siòng","chhiu2-siong3","tshiú-siòng","tshiu2-siong3","手相","lines of the palm by which fortune-tellers tell one's fortune",""
"7070","chhiú-siòng-ka","chhiu2-siong3-ka","tshiú-siòng-ka","tshiu2-siong3-ka","手相家","palmist",""
"7071","chhiú-siòng-su̍t","chhiu2-siong3-sut8","tshiú-siòng-su̍t","tshiu2-siong3-sut8","手相術","palmistry",""
"7072","chhiú sng","chhiu2 sng","tshiú sng","tshiu2 sng","手酸","arm tired and sore, as after lifting a heavy weight",""
"7073","chhiú-sò͘-liāu","chhiu2-soo3-liau7","tshiú-sòo-liāu","tshiu2-soo3-liau7","服務費，手續費","service charge",""
"7074","chhiû-sòaⁿ","chhiu5-soann3","tshiû-suànn","tshiu5-suann3","曳線","unwind a thread by pulling it towards us",""
"7075","chhiû soh-á","chhiu5 soh-a2","tshiû soh-á","tshiu5 soh-a2","曳繩子","haul in a rope",""
"7076","chhiú-su","chhiu2-su","tshiú-su","tshiu2-su","手書","in one's own handwriting, autograph",""
