"DictWordID","PojUnicode","PojInput","KipUnicode","KipInput","HoaBun","EngBun","PageNumber"
"22914","kan-chàu-khek","kan-chau3-khek","kan-tsàu-khik","kan-tsau3-khik","間奏曲","intermezzo",""
"22915","kan-chèng","kan-cheng3","kan-tsìng","kan-tsing3","干政","interfere in politics",""
"22916","kan-chêng","kan-cheng5","kan-tsîng","kan-tsing5","姦情","circumstances of adultery, the details of an amorous affair",""
"22917","kan-chēng","kan-cheng7","kan-tsīng","kan-tsing7","乾淨","clean, entirely, all gone",""
"22918","kan-chha̍t","kan-chhat8","kan-tsha̍t","kan-tshat8","奸賊","scoundrel, traitor",""
"22919","kán-chheng","kan2-chheng","kán-tshing","kan2-tshing","簡稱","abbreviated appellation, to be called or known as... , for short",""
"22920","kan-chiap","kan-chiap","kan-tsiap","kan-tsiap","間接","indirect(ly)",""
"22921","I kan-chiap kā góa kóng.","I kan-chiap ka7 goa2 kong2.","I kan-tsiap kā guá kóng.","I kan-tsiap ka7 gua2 kong2.","他間接告訴我。","He told me indirectly.",""
"22922","kan-chiap-sòe","kan-chiap-soe3","kan-tsiap-suè","kan-tsiap-sue3","間接稅","indirect tax",""
"22923","kan-chiap soán-kí","kan-chiap soan2-ki2","kan-tsiap suán-kí","kan-tsiap suan2-ki2","間接選舉","indirect election",""
"22924","kán-chiong","kan2-chiong","kán-tsiong","kan2-tsiong","簡章","brief and concise statement of regulations, procedures, abridged regulations",""
"22925","kan-gûi (kan-hiám)","kan-gui5 (kan-hiam2)","kan-guî (kan-hiám)","kan-gui5 (kan-hiam2)","艱危，艱險","difficult and dangerous",""
"22926","kan-hān","kan-han7","kan-hān","kan-han7","乾旱","drought, dry weather",""
"22927","kan-hiám","kan-hiam2","kan-hiám","kan-hiam2","奸險","crafty, traitorous, treacherous",""
"22928","kan-hiông","kan-hiong5","kan-hiông","kan-hiong5","奸雄","traitorous warrior, very capable but crafty person",""
"22929","kan-hiu","kan-hiu","kan-hiu","kan-hiu","干休","give up, bring to an end",""
"22930","Góa m̄ pàng lí kan-hiu.","Goa2 m7 pang3 li2 kan-hiu.","Guá m̄ pàng lí kan-hiu.","Gua2 m7 pang3 li2 kan-hiu.","我不放你干休。","I won't let you off (go).",""
"22931","kán-hòa","kan2-hoa3","kán-huà","kan2-hua3","簡化","simplify, simplification",""
"22932","kan-hu","kan-hu","kan-hu","kan-hu","姦夫","adulterer",""
"22933","kan-hū","kan-hu7","kan-hū","kan-hu7","姦婦","adulteress",""
"22934","kán-hun-sò͘","kan2-hun-soo3","kán-hun-sòo","kan2-hun-soo3","簡分數","simple fraction (math.)",""
"22935","kán-ī","kan2-i7","kán-ī","kan2-i7","簡易","simple and easy, plain",""
"22936","kán-ī-hòa","kan2-i7-hoa3","kán-ī-huà","kan2-i7-hua3","簡易化","simplification, simplify",""
"22937","kán-ī seng-oa̍h","kan2-i7 seng-oah8","kán-ī sing-ua̍h","kan2-i7 sing-uah8","簡易生活","simple life",""
"22938","kán-ī si̍t-tn̂g","kan2-i7 sit8-tng5","kán-ī si̍t-tn̂g","kan2-i7 sit8-tng5","簡易食堂","cafeteria, lunch room, snack bar",""
"22939","kán-iàu","kan2-iau3","kán-iàu","kan2-iau3","簡要","compendium, summarization, brief and to the point",""
"22940","kan-îm","kan-im5","kan-îm","kan-im5","姦淫","adultery",""
"22941","kán-jī","kan2-ji7","kán-jī","kan2-ji7","簡字","abbreviated or simplified form of a character",""
"22942","kan-jiáu","kan-jiau2","kan-jiáu","kan-jiau2","干擾，干撓","interfere, harass, (of radio broadcasts) to jam, jamming",""
"22943","kán-jīm","kan2-jim7","kán-jīm","kan2-jim7","簡任","selected appointment rank (the second highest of the four grades in modern Chinese civil service)",""
"22944","kan-kan-á","kan-kan-a2","kan-kan-á","kan-kan-a2","白白的，無端的","in vain, for nothing",""
"22945","kan-kè","kan-ke3","kan-kè","kan-ke3","奸計","wicked scheme, cunning trick",""
"22946","kan-khiáu","kan-khiau2","kan-khiáu","kan-khiau2","奸滑","cunningly wicked, foxy",""
"22947","kan-khó͘","kan-khoo2","kan-khóo","kan-khoo2","艱苦，痛苦，困難","hardships, suffering, misery, difficult, troublesome, irksome",""
"22948","kan-khó͘ chò","kan-khoo2 cho3","kan-khóo tsò","kan-khoo2 tso3","難做","difficult to do",""
"22949","kan-khó͘ kóng","kan-khoo2 kong2","kan-khóo kóng","kan-khoo2 kong2","難說","difficult or troublesome to talk about",""
"22950","lâng chin kan-khó͘","lang5 chin kan-khoo2","lâng tsin kan-khóo","lang5 tsin kan-khoo2","人很不舒服","be sick",""
"22951","seng-oa̍h kan-khó͘","seng-oah8 kan-khoo2","sing-ua̍h kan-khóo","sing-uah8 kan-khoo2","生活艱苦","be in needy circumstances",""
"22952","kan-khó͘-lâng","kan-khoo2-lang5","kan-khóo-lâng","kan-khoo2-lang5","窮人","poor person",""
"22953","kan-khó͘-chē-kòa","kan-khoo2-che7-koa3","kan-khóo-tsē-kuà","kan-khoo2-tse7-kua3","心不甘情不願","unwilling",""
"22954","kan-khó͘ pī-siông","kan-khoo2 pi7-siong5","kan-khóo pī-siông","kan-khoo2 pi7-siong5","艱苦備嘗","have experienced all sorts of hardships",""
"22955","kan-kia̍t","kan-kiat8","kan-kia̍t","kan-kiat8","吝嗇，無人情味","stingy, miserly",""
"22956","kàn-kiāu","kan3-kiau7","kàn-kiāu","kan3-kiau7","惡言罵人","curse with vile language",""
"22957","M̄-thang kàn-kiāu lâng. M̄-thang pháiⁿ-chhùi chhoh lâng (mā lâng)","M7-thang kan3-kiau7 lang5. M7-thang phainn2-chhui3 chhoh lang5 (ma7 lang5)","M̄-thang kàn-kiāu lâng. M̄-thang pháinn-tshuì tshoh lâng (mā lâng)","M7-thang kan3-kiau7 lang5. M7-thang phainn2-tshui3 tshoh lang5 (ma7 lang5)","不要惡言罵人。","Don't curse others with vile language.",""
"22958","kan-ko","kan-ko","kan-ko","kan-ko","干戈","shields and weapons ─ warfare, armed conflict",""
"22959","tōng kan-ko","tong7 kan-ko","tōng kan-ko","tong7 kan-ko","動干戈","go to war, begin to fight",""
"22960","kan-ko siong-kiàn","kan-ko siong-kian3","kan-ko siong-kiàn","kan-ko siong-kian3","干戈相見","declare war on each other",""
"22961","kan-kúi","kan-kui2","kan-kuí","kan-kui2","奸詭","deceitful, cunning, sly",""
"22962","kan-kùi (ta-kùi)","kan-kui3 (ta-kui3)","kan-kuì (ta-kuì)","kan-kui3 (ta-kui3)","乾季","dry season, drought",""
"22963","kan-lân","kan-lan5","kan-lân","kan-lan5","艱難","hardships, suffering, privation, difficulty, distress",""
"22964","kan-lân khùn-khó͘","kan-lan5 khun3-khoo2","kan-lân khùn-khóo","kan-lan5 khun3-khoo2","艱難困苦","grave difficulties or hardships",""
"22965","kan-lé","kan-le2","kan-lé","kan-le2","現金（送紅包時用）","monetary gift",""
"22966","kàn lín niâ (lāu-bú)","kan3 lin2 nia5 (lau7-bu2)","kàn lín niâ (lāu-bú)","kan3 lin2 nia5 (lau7-bu2)","他媽的（罵人粗話）","Fuck your mother! (Not to be used - for hearing only!)",""
"22967","kán-lio̍k","kan2-liok8","kán-lio̍k","kan2-liok8","簡略","simple, brief, briefly, simplify, abbreviate",""
"22968","kán-lō͘","kan2-loo7","kán-lōo","kan2-loo7","簡陋","simple and crude",""
"22969","kan-lo̍k","kan-lok8","kan-lo̍k","kan-lok8","陀螺","top (a child's toy)",""
"22970","phah kan-lo̍k","phah kan-lok8","phah kan-lo̍k","phah kan-lok8","打陀螺","spin a top (with a string)",""
"22971","kan-na","kan-na","kan-na","kan-na","只，僅僅","only...",""
"22972","kan-ná-kiû","kan-na2-kiu5","kan-ná-kiû","kan-na2-kiu5","橄欖球","American foot-ball (because the ball is shaped like a Chinese olive)",""
"22973","kan-niû","kan-niu5","kan-niû","kan-niu5","乾糧","dry provisions, canned or packed food ready to serve",""
"22974","kàn-oân","kan3-oan5","kàn-uân","kan3-uan5","幹員","very capable officer or official",""
"22975","kan-ok","kan-ok","kan-ok","kan-ok","奸惡","treacherous, malicious",""
"22976","Liân pē-bó to káⁿ thâi a, kám bô kàu kan-ok?","Lian5 pe7-bo2 to kann2 thai5 a, kam2 bo5 kau3 kan-ok?","Liân pē-bó to kánn thâi a, kám bô kàu kan-ok?","Lian5 pe7-bo2 to kann2 thai5 a, kam2 bo5 kau3 kan-ok?","連父母都敢殺了，難道不夠奸惡嗎？","Even the parents dare kill someone, how malicious can a person get?",""
"22977","kan-peng","kan-peng","kan-ping","kan-ping","乾冰","dry ice",""
"22978","kán-pī","kan2-pi7","kán-pī","kan2-pi7","女婢","maidservant",""
"22979","kán-piān","kan2-pian7","kán-piān","kan2-pian7","簡便","simple, handy, convenient",""
"22980","kán-pò","kan2-po3","kán-pò","kan2-po3","簡報","briefing",""
"22981","kàn-pō͘","kan3-poo7","kàn-pōo","kan3-poo7","幹部","cadre, hardcore member of any organization",""
"22982","Kán-po͘-sài","Kan2-poo-sai3","Kán-poo-sài","Kan2-poo-sai3","柬埔寨","Cambodia",""
"22983","kan-poe","kan-poe","kan-pue","kan-pue","乾杯","drink a toast",""
"22984","kan-pòe","kan-poe3","kan-puè","kan-pue3","干貝","opening-closing ligament of a bi-valve shell-fish (highly prized as delicacy)",""
"22985","kan-sat","kan-sat","kan-sat","kan-sat","姦殺","kill a woman after sexually molesting her",""
"22986","kan-sé (ta-sé)","kan-se2 (ta-se2)","kan-sé (ta-sé)","kan-se2 (ta-se2)","乾洗","dry cleaning",""
"22987","kan-sè","kan-se3","kan-sè","kan-se3","奸細","spy (from the enemy side), stoolpigeon",""
"22988","kán-séng","kan2-seng2","kán-síng","kan2-sing2","簡省","abridged, abbreviated, doing hurriedly or at less expense",""
"22989","Hit kù bē-ēng-tit kán-séng.","Hit ku3 be7-eng7-tit kan2-seng2.","Hit kù bē-īng-tit kán-síng.","Hit ku3 be7-ing7-tit kan2-sing2.","那句不可以簡省。","You can not skip that sentence.",""
"22990","kán-siá","kan2-sia2","kán-siá","kan2-sia2","簡寫","write contracted forms, write briefly, abbreviate",""
"22991","kan-siâ","kan-sia5","kan-siâ","kan-sia5","奸邪","corrupt, wicked",""
"22992","kan-siâⁿ","kan-siann5","kan-siânn","kan-siann5","干城","defenders, protectors, champions",""
"22993","kan-sia̍p","kan-siap8","kan-sia̍p","kan-siap8","干涉","intervention, meddling, put in a word, interfere",""
"22994","Mài kā i kan-sia̍p.","Mai3 ka7 i kan-siap8.","Mài kā i kan-sia̍p.","Mai3 ka7 i kan-siap8.","不要干涉他。","Let him have his own way.",""
"22995","kan-sîn","kan-sin5","kan-sîn","kan-sin5","奸臣，老奸","traitorous minister (follower), a traitor, crafty",""
"22996","I chin kan-sîn.","I chin kan-sin5.","I tsin kan-sîn.","I tsin kan-sin5.","他很老奸。","He is very crafty.",""
"22997","kan-sîn-á-chhiò","kan-sin5-a2-chhio3","kan-sîn-á-tshiò","kan-sin5-a2-tshio3","奸笑","treacherous smile",""
"22998","kan-siong","kan-siong","kan-siong","kan-siong","奸商","dishonest traders",""
"22999","kan-sò","kan-so3","kan-sò","kan-so3","乾燥","dry",""
"23000","kan-sò-che","kan-so3-che","kan-sò-tse","kan-so3-tse","乾燥劑","desiccative, something that thoroughly dries something out, preservative",""
"23001","kan-sò-khì","kan-so3-khi3","kan-sò-khì","kan-so3-khi3","乾燥器","desiccator, a drying agent or machine",""
"23002","kan-sò-sek","kan-so3-sek","kan-sò-sik","kan-so3-sik","乾燥室","drying room",""
"23003","kàn-sòaⁿ","kan3-soann3","kàn-suànn","kan3-suann3","幹線","trunk (main) line (of highway or railway)",""
"23004","kàn-sū","kan3-su7","kàn-sū","kan3-su7","幹事","executive secretary (of a society)",""
"23005","chóng-kàn-sū","chong2-kan3-su7","tsóng-kàn-sū","tsong2-kan3-su7","總幹事","general secretary (of a society)",""
"23006","kan-ta","kan-ta","kan-ta","kan-ta","只，僅僅","only, merely",""
"23007","kan-taⁿ-giàn","kan-tann-gian3","kan-tann-giàn","kan-tann-gian3","過乾癮","unsatisfied craving for (gambling, wine, tobacco)",""
"23008","kán-tan","kan2-tan","kán-tan","kan2-tan","簡單","simplicity, brief(ly), plain(ly)",""
"23009","kán-tan (lâi) kóng","kan2-tan (lai5) kong2","kán-tan (lâi) kóng","kan2-tan (lai5) kong2","簡單說","briefly speaking, in short, in a word",""
"23010","Kóng khah kán-tan le.","Kong2 khah kan2-tan le.","Kóng khah kán-tan le.","Kong2 khah kan2-tan le.","說簡單點！","Cut it short!",""
"23011","kán-tan siá","kan2-tan sia2","kán-tan siá","kan2-tan sia2","簡寫，簡單寫","abbreviate (an expression)",""
"23012","kán-tan-hòa","kan2-tan-hoa3","kán-tan-huà","kan2-tan-hua3","簡化","simplification, simplify",""
"23013","kán-tan ê seng-oa̍h","kan2-tan e5 seng-oah8","kán-tan ê sing-ua̍h","kan2-tan e5 sing-uah8","簡單的生活","simple life",""
"23014","kán-tan bêng-liâu","kan2-tan beng5-liau5","kán-tan bîng-liâu","kan2-tan bing5-liau5","簡單明瞭","simple and to the point",""
"23015","kán-tan phok-sò͘","kan2-tan phok-soo3","kán-tan phok-sòo","kan2-tan phok-soo3","簡單樸素","simple",""
"23016","kán-thé-jī","kan2-the2-ji7","kán-thé-jī","kan2-the2-ji7","簡體字","simplified form of characters",""
"23017","Tāi-lio̍k chím-á lóng iōng kán-thé-jī.","Tai7-liok8 chim2-a2 long2 iong7 kan2-the2-ji7.","Tāi-lio̍k tsím-á lóng iōng kán-thé-jī.","Tai7-liok8 tsim2-a2 long2 iong7 kan2-the2-ji7.","大陸現在都用簡體字。","The mainland now uses all simplified characters.",""
"23018","kan-tiān-tî (ta-tiān)","kan-tian7-ti5 (ta-tian7)","kan-tiān-tî (ta-tiān)","kan-tian7-ti5 (ta-tian7)","乾電池","dry cell battery",""
"23019","kan-tia̍p","kan-tiap8","kan-tia̍p","kan-tiap8","間諜","spy",""
"23020","kàn-tō","kan3-to7","kàn-tō","kan3-to7","幹道","main line (of highway or railway)",""
"23021","kán-toán","kan2-toan2","kán-tuán","kan2-tuan2","簡短","short, terse, brief",""
"23022","kan-tóng","kan-tong2","kan-tóng","kan-tong2","奸黨","traitorous clique or party",""
"23023","kàn-tōng-soān","kan3-tong7-soan7","kàn-tōng-suān","kan3-tong7-suan7","咒罵語","curse",""
"23024","kan-ù","kan-u3","kan-ù","kan-u3","姦污","ravish or defile (a woman)",""
"23025","kang","kang","kang","kang","江","long river, the Yangtze",""
"23026","kang","kang","kang","kang","公的","male, a male (animal), pronounced ""kong"" it means ""public""",""
"23027","ah-kang","ah-kang","ah-kang","ah-kang","公鴨","drake",""
"23028","káu-kang","kau2-kang","káu-kang","kau2-kang","公狗","male dog",""
"23029","ke-kang","ke-kang","ke-kang","ke-kang","公雞","rooster",""
"23030","kang (kong)","kang (kong)","kang (kong)","kang (kong)","工，工作天","labor, laborer, workman, job, The time occupied in doing a piece of work, a day's work",""
"23031","Che ài chi̍t kang (chi̍t kang lâng)","Che ai3 chit8 kang (chit8 kang lang5)","Tse ài tsi̍t kang (tsi̍t kang lâng)","Tse ai3 tsit8 kang (tsit8 kang lang5)","這要一天（工作天）。","This is a good day's work.",""
"23032","Thô͘-chúi-sai-hū chi̍t kang ài nn̄g-chheng kho͘.","Thoo5-chui2-sai-hu7 chit8 kang ai3 nng7-chheng khoo.","Thôo-tsuí-sai-hū tsi̍t kang ài nn̄g-tshing khoo.","Thoo5-tsui2-sai-hu7 tsit8 kang ai3 nng7-tshing khoo.","泥水匠一天要兩千塊錢。","The daily wages of a mason is 2,000.",""
"23033","nn̄g kang (nn̄g kang lâng)","nng7 kang (nng7 kang lang5)","nn̄g kang (nn̄g kang lâng)","nng7 kang (nng7 kang lang5)","兩天，兩個工作天","one man's work for two days or two men's work for one day, two work-days",""
"23034","káng","kang2","káng","kang2","港","port, harbor, short for ""Hong Kong""",""
"23035","ji̍p-káng","jip8-kang2","ji̍p-káng","jip8-kang2","入港","enter a port",""
"23036","káng (kóng)","kang2 (kong2)","káng (kóng)","kang2 (kong2)","講","speak, talk, pay particular attention to, be particular about, be elaborate about, explain, explicate",""
"23037","ián-káng","ian2-kang2","ián-káng","ian2-kang2","演講","give a lecture",""
"23038","kàng (hâng)","kang3 (hang5)","kàng (hâng)","kang3 (hang5)","降","descend, come down from the sky, degrade, (""hang"" means to surrender)",""
"23039","kâng (kāng, siâng, siāng)","kang5 (kang7, siang5, siang7)","kâng (kāng, siâng, siāng)","kang5 (kang7, siang5, siang7)","相同","alike, the same",""
"23040","bô kâng (bô kāng)","bo5 kang5 (bo5 kang7)","bô kâng (bô kāng)","bo5 kang5 (bo5 kang7)","不相同","not alike, quite different",""
"23041","kāng","kang7","kāng","kang7","欺負，搔擾","molest, tease, persecute, to bully, injure",""
"23042","Mài kāng i.","Mai3 kang7 i.","Mài kāng i.","Mai3 kang7 i.","不要欺負他。","Don't tease (injure) him.",""
"23043","kang-á","kang-a2","kang-á","kang-a2","工人","worker",""
"23044","káng-bêng (kóng-bêng)","kang2-beng5 (kong2-beng5)","káng-bîng (kóng-bîng)","kang2-bing5 (kong2-bing5)","講明","make (a point) clear by explanation",""
"23045","kang-bó","kang-bo2","kang-bó","kang-bo2","公母，雌雄","male and female (of animals)",""
"23046","kāng-bó kò-pē","kang7-bo2 ko3-pe7","kāng-bó kò-pē","kang7-bo2 ko3-pe7","同母異父","having the same mother, but different father",""
"23047","kang-bó-tùi","kang-bo2-tui3","kang-bó-tuì","kang-bo2-tui3","雌雄配","in pairs (animals)",""
"23048","Káng-bū-kio̍k","Kang2-bu7-kiok8","Káng-bū-kio̍k","Kang2-bu7-kiok8","港務局","Harbor Bureau",""
"23049","kāng-chèng-thâu","kang7-cheng3-thau5","kāng-tsìng-thâu","kang7-tsing3-thau5","相同的病症","same symptom",""
"23050","kāng-chéng-thn̂g","kang7-cheng2-thng5","kāng-tsíng-thn̂g","kang7-tsing2-thng5","相同血統所傳下來的","born from same parents",""
"23051","kang-chhiúⁿ (kang-chhióng, kang-tiûⁿ)","kang-chhiunn2 (kang-chhiong2, kang-tiunn5)","kang-tshiúnn (kang-tshióng, kang-tiûnn)","kang-tshiunn2 (kang-tshiong2, kang-tiunn5)","工廠，工場","factory, mill, plant, manufactory, workshop",""
"23052","kang-chhiúⁿ ōe-seng","kang-chhiunn2 oe7-seng","kang-tshiúnn uē-sing","kang-tshiunn2 ue7-sing","工廠衛生","factory hygiene",""
"23053","kang-chhiúⁿ koán-lí","kang-chhiunn2 koan2-li2","kang-tshiúnn kuán-lí","kang-tshiunn2 kuan2-li2","工廠管理","factory management",""
"23054","kang-chhiúⁿ siat-si","kang-chhiunn2 siat-si","kang-tshiúnn siat-si","kang-tshiunn2 siat-si","工廠設施","industrial equipment",""
"23055","thih-kang-chhiúⁿ","thih-kang-chhiunn2","thih-kang-tshiúnn","thih-kang-tshiunn2","鐵工廠","ironworks",""
"23056","kang-chîⁿ","kang-chinn5","kang-tsînn","kang-tsinn5","工資","wages, cost of labor",""
