tl,hanzi,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,kautian,is_variant
poo-kiunn,埔姜,25,po͘-kiuⁿ,poo1kiunn1,poo1kiunn1,pookiunn,pookiunn,pk,pk,True,False
poo-sim,埔心,25,po͘-sim,poo1sim1,poo1sim1,poosim,poosim,ps,ps,True,False
tiânn-táu,埕斗,25,tiâⁿ-táu,tiann5tau2,tiann5tau2,tianntau,tianntau,tt,tt,True,False
poo-thâu,埠頭,25,po͘-thâu,poo1thau5,poo1thau5,poothau,poothau,pt,pt,True,False
tsip-khîn,執勤,25,chip-khîn,tsip4khin5,chip4khin5,tsipkhin,chipkhin,tk,ck,True,False
tsip-khûn,執勤,25,chip-khûn,tsip4khun5,chip4khun5,tsipkhun,chipkhun,tk,ck,True,False
tsip-ì,執意,25,chip-ì,tsip4i3,chip4i3,tsipi,chipi,ti,ci,True,False
tsip-tsìng,執政,25,chip-chèng,tsip4tsing3,chip4cheng3,tsiptsing,chipcheng,tt,cc,True,False
tsip-gia̍p,執業,25,chip-gia̍p,tsip4giap8,chip4giap8,tsipgiap,chipgiap,tg,cg,True,False
tsip-huat,執法,25,chip-hoat,tsip4huat4,chip4hoat4,tsiphuat,chiphoat,th,ch,True,False
tsip-tsiàu,執照,25,chip-chiàu,tsip4tsiau3,chip4chiau3,tsiptsiau,chipchiau,tt,cc,True,False
tsip-phiah,執癖,25,chip-phiah,tsip4phiah4,chip4phiah4,tsipphiah,chipphiah,tp,cp,True,False
tsip-ngē,執硬,25,chip-ngē,tsip4nge7,chip4nge7,tsipnge,chipnge,tn,cn,True,False
tsip-ngī,執硬,25,chip-ngī,tsip4ngi7,chip4ngi7,tsipngi,chipngi,tn,cn,True,False
tsip-pit,執筆,25,chip-pit,tsip4pit4,chip4pit4,tsippit,chippit,tp,cp,True,False
tsip-hîng,執行,25,chip-hêng,tsip4hing5,chip4heng5,tsiphing,chipheng,th,ch,True,False
tsip-kuat,執訣,25,chip-koat,tsip4kuat4,chip4koat4,tsipkuat,chipkoat,tk,ck,True,False
puē-bōng,培墓,25,pōe-bōng,pue7bong7,poe7bong7,puebong,poebong,pb,pb,True,False
puē-bōo,培墓,25,pōe-bō͘,pue7boo7,poe7boo7,pueboo,poeboo,pb,pb,True,False
pěr-bōo,培墓,25,pěr-bō͘,per6boo7,per6boo7,perboo,perboo,pb,pb,True,False
puê-io̍k,培育,25,pôe-io̍k,pue5iok8,poe5iok8,pueiok,poeiok,pi,pi,True,False
puê-hùn,培訓,25,pôe-hùn,pue5hun3,poe5hun3,puehun,poehun,ph,ph,True,False
puê-ióng,培養,25,pôe-ióng,pue5iong2,poe5iong2,pueiong,poeiong,pi,pi,True,False
ki-in,基因,25,ki-in,ki1in1,ki1in1,kiin,kiin,ki,ki,True,False
ki-tuē,基地,25,ki-tōe,ki1tue7,ki1toe7,kitue,kitoe,kt,kt,True,False
ki-tē,基地,25,ki-tē,ki1te7,ki1te7,kite,kite,kt,kt,True,False
ki-tsân,基層,25,ki-chân,ki1tsan5,ki1chan5,kitsan,kichan,kt,kc,True,False
ki-pún,基本,25,ki-pún,ki1pun2,ki1pun2,kipun,kipun,kp,kp,True,False
ki-tsún,基準,25,ki-chún,ki1tsun2,ki1chun2,kitsun,kichun,kt,kc,True,False
ki-tok,基督,25,ki-tok,ki1tok4,ki1tok4,kitok,kitok,kt,kt,True,False
ki-tshóo,基礎,25,ki-chhó͘,ki1tshoo2,ki1chhoo2,kitshoo,kichhoo,kt,kc,True,False
ki-kim,基金,25,ki-kim,ki1kim1,ki1kim1,kikim,kikim,kk,kk,True,False
ke-lâng,基隆,25,ke-lâng,ke1lang5,ke1lang5,kelang,kelang,kl,kl,True,False
tông-tông,堂堂,25,tông-tông,tong5tong5,tong5tong5,tongtong,tongtong,tt,tt,True,False
kian-kuann,堅乾,25,kian-koaⁿ,kian1kuann1,kian1koann1,kiankuann,kiankoann,kk,kk,True,False
kian-sìn,堅信,25,kian-sìn,kian1sin3,kian1sin3,kiansin,kiansin,ks,ks,True,False
kian-tàng,堅凍,25,kian-tàng,kian1tang3,kian1tang3,kiantang,kiantang,kt,kt,True,False
kian-kòo,堅固,25,kian-kò͘,kian1koo3,kian1koo3,kiankoo,kiankoo,kk,kk,True,False
kian-tīng,堅定,25,kian-tēng,kian1ting7,kian1teng7,kianting,kianteng,kt,kt,True,False
kian-pa,堅巴,25,kian-pa,kian1pa1,kian1pa1,kianpa,kianpa,kp,kp,True,False
kian-kiông,堅強,25,kian-kiông,kian1kiong5,kian1kiong5,kiankiong,kiankiong,kk,kk,True,False
kian-sim,堅心,25,kian-sim,kian1sim1,kian1sim1,kiansim,kiansim,ks,ks,True,False
kian-tshî,堅持,25,kian-chhî,kian1tshi5,kian1chhi5,kiantshi,kianchhi,kt,kc,True,False
kian-kuat,堅決,25,kian-koat,kian1kuat4,kian1koat4,kiankuat,kiankoat,kk,kk,True,False
kian-phí,堅疕,25,kian-phí,kian1phi2,kian1phi2,kianphi,kianphi,kp,kp,True,False
kian-pôo,堅痡,25,kian-pô͘,kian1poo5,kian1poo5,kianpoo,kianpoo,kp,kp,True,False
kian-hueh,堅血,25,kian-hoeh,kian1hueh4,kian1hoeh4,kianhueh,kianhoeh,kh,kh,True,False
kian-huih,堅血,25,kian-huih,kian1huih4,kian1huih4,kianhuih,kianhuih,kh,kh,True,False
kian-hong,堅風,25,kian-hong,kian1hong1,kian1hong1,kianhong,kianhong,kh,kh,True,False
tui-tsik,堆積,25,tui-chek,tui1tsik4,tui1chek4,tuitsik,tuichek,tt,tc,True,False
tui-puî,堆肥,25,tui-pûi,tui1pui5,tui1pui5,tuipui,tuipui,tp,tp,True,False
pò-siû,報仇,25,pò-siû,po3siu5,po3siu5,posiu,posiu,ps,ps,True,False
pò-kè,報價,25,pò-kè,po3ke3,po3ke3,poke,poke,pk,pk,True,False
pò-uan,報冤,25,pò-oan,po3uan1,po3oan1,pouan,pooan,pu,po,True,False
pò-khan,報刊,25,pò-khan,po3khan1,po3khan1,pokhan,pokhan,pk,pk,True,False
pò-tò,報到,25,pò-tò,po3to3,po3to3,poto,poto,pt,pt,True,False
pò-miâ,報名,25,pò-miâ,po3mia5,po3mia5,pomia,pomia,pm,pm,True,False
pò-kò,報告,25,pò-kò,po3ko3,po3ko3,poko,poko,pk,pk,True,False
pò-song,報喪,25,pò-song,po3song1,po3song1,posong,posong,ps,ps,True,False
pò-tō,報導,25,pò-tō,po3to7,po3to7,poto,poto,pt,pt,True,False
pò-huì,報廢,25,pò-hùi,po3hui3,po3hui3,pohui,pohui,ph,ph,True,False
pò-ho̍k,報復,25,pò-ho̍k,po3hok8,po3hok8,pohok,pohok,ph,ph,True,False
pò-in,報恩,25,pò-in,po3in1,po3in1,poin,poin,pi,pi,True,False
pò-un,報恩,25,pò-un,po3un1,po3un1,poun,poun,pu,pu,True,False
pò-ìng,報應,25,pò-èng,po3ing3,po3eng3,poing,poeng,pi,pe,True,False
pò-siàu,報數,25,pò-siàu,po3siau3,po3siau3,posiau,posiau,ps,ps,True,False
pò-àn,報案,25,pò-àn,po3an3,po3an3,poan,poan,pa,pa,True,False
pò-gia̍p,報業,25,pò-gia̍p,po3giap8,po3giap8,pogiap,pogiap,pg,pg,True,False
pò-siā,報社,25,pò-siā,po3sia7,po3sia7,posia,posia,ps,ps,True,False
pò-suè,報稅,25,pò-sòe,po3sue3,po3soe3,posue,posoe,ps,ps,True,False
pò-sè,報稅,25,pò-sè,po3se3,po3se3,pose,pose,ps,ps,True,False
pò-tap,報答,25,pò-tap,po3tap4,po3tap4,potap,potap,pt,pt,True,False
pò-tsuá,報紙,25,pò-chóa,po3tsua2,po3choa2,potsua,pochoa,pt,pc,True,False
pò-khó,報考,25,pò-khó,po3kho2,po3kho2,pokho,pokho,pk,pk,True,False
pò-pió,報表,25,pò-pió,po3pio2,po3pio2,popio,popio,pp,pp,True,False
pò-kìng,報警,25,pò-kèng,po3king3,po3keng3,poking,pokeng,pk,pk,True,False
pò-kíng,報警,25,pò-kéng,po3king2,po3keng2,poking,pokeng,pk,pk,True,False
pò-lōo,報路,25,pò-lō͘,po3loo7,po3loo7,poloo,poloo,pl,pl,True,False
pò-siû,報酬,25,pò-siû,po3siu5,po3siu5,posiu,posiu,ps,ps,True,False
pò-siau,報銷,25,pò-siau,po3siau1,po3siau1,posiau,posiau,ps,ps,True,False
pò-thâu,報頭,25,pò-thâu,po3thau5,po3thau5,pothau,pothau,pt,pt,True,False
tiûnn-ha̍p,場合,25,tiûⁿ-ha̍p,tiunn5hap8,tiunn5hap8,tiunnhap,tiunnhap,th,th,True,False
tiûnn-tuē,場地,25,tiûⁿ-tōe,tiunn5tue7,tiunn5toe7,tiunntue,tiunntoe,tt,tt,True,False
tiûnn-tē,場地,25,tiûⁿ-tē,tiunn5te7,tiunn5te7,tiunnte,tiunnte,tt,tt,True,False
tiûnn-sóo,場所,25,tiûⁿ-só͘,tiunn5soo2,tiunn5soo2,tiunnsoo,tiunnsoo,ts,ts,True,False
tiûnn-bīn,場面,25,tiûⁿ-bīn,tiunn5bin7,tiunn5bin7,tiunnbin,tiunnbin,tb,tb,True,False
lap-tué,塌底,25,lap-tóe,lap4tue2,lap4toe2,laptue,laptoe,lt,lt,True,False
lap-té,塌底,25,lap-té,lap4te2,lap4te2,lapte,lapte,lt,lt,True,False
thap-pún,塌本,25,thap-pún,thap4pun2,thap4pun2,thappun,thappun,tp,tp,True,False
thap-khang,塌空,25,thap-khang,thap4khang1,thap4khang1,thapkhang,thapkhang,tk,tk,True,False
lap-o,塌窩,25,lap-o,lap4o1,lap4o1,lapo,lapo,lo,lo,True,False
thap-phāng,塌縫,25,thap-phāng,thap4phang7,thap4phang7,thapphang,thapphang,tp,tp,True,False
thap-kheh,塌缺,25,thap-kheh,thap4kheh4,thap4kheh4,thapkheh,thapkheh,tk,tk,True,False
thap-khueh,塌缺,25,thap-khoeh,thap4khueh4,thap4khoeh4,thapkhueh,thapkhoeh,tk,tk,True,False
thap-kha,塌跤,25,thap-kha,thap4kha1,thap4kha1,thapkha,thapkha,tk,tk,True,False
thap-tsînn,塌錢,25,thap-chîⁿ,thap4tsinn5,thap4chinn5,thaptsinn,thapchinn,tt,tc,True,False
sok-ka,塑膠,25,sok-ka,sok4ka1,sok4ka1,sokka,sokka,sk,sk,True,False
sok-sin,塑身,25,sok-sin,sok4sin1,sok4sin1,soksin,soksin,ss,ss,True,False
sok-tsō,塑造,25,sok-chō,sok4tso7,sok4cho7,soktso,sokcho,st,sc,True,False
thôo-kak,塗墼,25,thô͘-kak,thoo5kak4,thoo5kak4,thookak,thookak,tk,tk,True,False
thôo-kat,塗墼,25,thô͘-kat,thoo5kat4,thoo5kat4,thookat,thookat,tk,tk,True,False
thôo-tsiu,塗州,25,thô͘-chiu,thoo5tsiu1,thoo5chiu1,thootsiu,thoochiu,tt,tc,True,False
thôo-sai,塗師,25,thô͘-sai,thoo5sai1,thoo5sai1,thoosai,thoosai,ts,ts,True,False
thôo-thio,塗挑,25,thô͘-thio,thoo5thio1,thoo5thio1,thoothio,thoothio,tt,tt,True,False
thôo-phâng,塗捀,25,thô͘-phâng,thoo5phang5,thoo5phang5,thoophang,thoophang,tp,tp,True,False
thôo-tsuí,塗水,25,thô͘-chúi,thoo5tsui2,thoo5chui2,thootsui,thoochui,tt,tc,True,False
thôo-sua,塗沙,25,thô͘-soa,thoo5sua1,thoo5soa1,thoosua,thoosoa,ts,ts,True,False
thôo-iû,塗油,25,thô͘-iû,thoo5iu5,thoo5iu5,thooiu,thooiu,ti,ti,True,False
thôo-thuànn,塗炭,25,thô͘-thòaⁿ,thoo5thuann3,thoo5thoann3,thoothuann,thoothoann,tt,tt,True,False
thôo-lâng,塗礱,25,thô͘-lâng,thoo5lang5,thoo5lang5,thoolang,thoolang,tl,tl,True,False
thôo-iô,塗窯,25,thô͘-iô,thoo5io5,thoo5io5,thooio,thooio,ti,ti,True,False
thôo-hún,塗粉,25,thô͘-hún,thoo5hun2,thoo5hun2,thoohun,thoohun,th,th,True,False
thôo-bê,塗糜,25,thô͘-bê,thoo5be5,thoo5be5,thoobe,thoobe,tb,tb,True,False
thôo-muâi,塗糜,25,thô͘-moâi,thoo5muai5,thoo5moai5,thoomuai,thoomoai,tm,tm,True,False
thôo-muê,塗糜,25,thô͘-môe,thoo5mue5,thoo5moe5,thoomue,thoomoe,tm,tm,True,False
thôo-bah,塗肉,25,thô͘-bah,thoo5bah4,thoo5bah4,thoobah,thoobah,tb,tb,True,False
thôo-sik,塗色,25,thô͘-sek,thoo5sik4,thoo5sek4,thoosik,thoosek,ts,ts,True,False
thôo-sat,塗虱,25,thô͘-sat,thoo5sat4,thoo5sat4,thoosat,thoosat,ts,ts,True,False
thôo-ún,塗蚓,25,thô͘-ún,thoo5un2,thoo5un2,thooun,thooun,tu,tu,True,False
thô-tāu,塗豆,25,thô-tāu,tho5tau7,tho5tau7,thotau,thotau,tt,tt,True,False
thôo-tāu,塗豆,25,thô͘-tāu,thoo5tau7,thoo5tau7,thootau,thootau,tt,tt,True,False
thôo-tsit,塗質,25,thô͘-chit,thoo5tsit4,thoo5chit4,thootsit,thoochit,tt,tc,True,False
thôo-kha,塗跤,25,thô͘-kha,thoo5kha1,thoo5kha1,thookha,thookha,tk,tk,True,False
thôo-tshiah,塗鍤,25,thô͘-chhiah,thoo5tshiah4,thoo5chhiah4,thootshiah,thoochhiah,tt,tc,True,False
thôo-thoh,塗魠,25,thô͘-thoh,thoo5thoh4,thoo5thoh4,thoothoh,thoothoh,tt,tt,True,False
thôo-thuh,塗魠,25,thô͘-thuh,thoo5thuh4,thoo5thuh4,thoothuh,thoothuh,tt,tt,True,False
thôo-liông,塗龍,25,thô͘-liông,thoo5liong5,thoo5liong5,thooliong,thooliong,tl,tl,True,False
thióng-suann,塚山,25,thióng-soaⁿ,thiong2suann1,thiong2soann1,thiongsuann,thiongsoann,ts,ts,True,False
sat-phīnn,塞鼻,25,sat-phīⁿ,sat4phinn7,sat4phinn7,satphinn,satphinn,sp,sp,True,False
thiām-pún,填本,25,thiām-pún,thiam7pun2,thiam7pun2,thiampun,thiampun,tp,tp,True,False
thiām-hái,填海,25,thiām-hái,thiam7hai2,thiam7hai2,thiamhai,thiamhai,th,th,True,False
ùn-á,塭仔,25,ùn-á,un3a2,un3a2,una,una,ua,ua,True,False
kíng-lāi,境內,25,kéng-lāi,king2lai7,keng2lai7,kinglai,kenglai,kl,kl,True,False
kíng-tuē,境地,25,kéng-tōe,king2tue7,keng2toe7,kingtue,kengtoe,kt,kt,True,False
kíng-tē,境地,25,kéng-tē,king2te7,keng2te7,kingte,kengte,kt,kt,True,False
kíng-kài,境界,25,kéng-kài,king2kai3,keng2kai3,kingkai,kengkai,kk,kk,True,False
khàm-kha,墈跤,25,khàm-kha,kham3kha1,kham3kha1,khamkha,khamkha,kk,kk,True,False
bōng-tē,墓地,25,bōng-tē,bong7te7,bong7te7,bongte,bongte,bt,bt,True,False
bōo-tuē,墓地,25,bō͘-tōe,boo7tue7,boo7toe7,bootue,bootoe,bt,bt,True,False
bōng-tiânn,墓埕,25,bōng-tiâⁿ,bong7tiann5,bong7tiann5,bongtiann,bongtiann,bt,bt,True,False
bōo-tiânn,墓埕,25,bō͘-tiâⁿ,boo7tiann5,boo7tiann5,bootiann,bootiann,bt,bt,True,False
bōng-khòng,墓壙,25,bōng-khòng,bong7khong3,bong7khong3,bongkhong,bongkhong,bk,bk,True,False
bōng-pâi,墓牌,25,bōng-pâi,bong7pai5,bong7pai5,bongpai,bongpai,bp,bp,True,False
bōo-pâi,墓牌,25,bō͘-pâi,boo7pai5,boo7pai5,boopai,boopai,bp,bp,True,False
bōng-tsuá,墓紙,25,bōng-chóa,bong7tsua2,bong7choa2,bongtsua,bongchoa,bt,bc,True,False
bōo-tsuá,墓紙,25,bō͘-chóa,boo7tsua2,boo7choa2,bootsua,boochoa,bt,bc,True,False
bōng-ku,墓龜,25,bōng-ku,bong7ku1,bong7ku1,bongku,bongku,bk,bk,True,False
bōo-ku,墓龜,25,bō͘-ku,boo7ku1,boo7ku1,booku,booku,bk,bk,True,False
tuī-á,墜仔,25,tūi-á,tui7a2,tui7a2,tuia,tuia,ta,ta,True,False
tuī-tsîn,墜繩,25,tūi-chîn,tui7tsin5,tui7chin5,tuitsin,tuichin,tt,tc,True,False
tuī-liông,墜腸,25,tūi-liông,tui7liong5,tui7liong5,tuiliong,tuiliong,tl,tl,True,False
tuī-tiông,墜腸,25,tūi-tiông,tui7tiong5,tui7tiong5,tuitiong,tuitiong,tt,tt,True,False
tuǐ-tiông,墜腸,25,tǔi-tiông,tui6tiong5,tui6tiong5,tuitiong,tuitiong,tt,tt,True,False
tuī-lo̍h,墜落,25,tūi-lo̍h,tui7loh8,tui7loh8,tuiloh,tuiloh,tl,tl,True,False
tsing-ka,增加,25,cheng-ka,tsing1ka1,cheng1ka1,tsingka,chengka,tk,ck,True,False
tsing-thiam,增添,25,cheng-thiam,tsing1thiam1,cheng1thiam1,tsingthiam,chengthiam,tt,ct,True,False
tsing-sing,增生,25,cheng-seng,tsing1sing1,cheng1seng1,tsingsing,chengseng,ts,cs,True,False
tsing-tsu,增資,25,cheng-chu,tsing1tsu1,cheng1chu1,tsingtsu,chengchu,tt,cc,True,False
tsing-tsìn,增進,25,cheng-chìn,tsing1tsin3,cheng1chin3,tsingtsin,chengchin,tt,cc,True,False
tsing-tióng,增長,25,cheng-tióng,tsing1tiong2,cheng1tiong2,tsingtiong,chengtiong,tt,ct,True,False
ba̍k-táu,墨斗,25,ba̍k-táu,bak8tau2,bak8tau2,baktau,baktau,bt,bt,True,False
ba̍k-tsuí,墨水,25,ba̍k-chúi,bak8tsui2,bak8chui2,baktsui,bakchui,bt,bc,True,False
ba̍k-tsiap,墨汁,25,ba̍k-chiap,bak8tsiap4,bak8chiap4,baktsiap,bakchiap,bt,bc,True,False
ba̍k-puânn,墨盤,25,ba̍k-pôaⁿ,bak8puann5,bak8poann5,bakpuann,bakpoann,bp,bp,True,False
ba̍k-hīnn,墨硯,25,ba̍k-hīⁿ,bak8hinn7,bak8hinn7,bakhinn,bakhinn,bh,bh,True,False
ba̍k-tsa̍t,墨賊,25,ba̍k-cha̍t,bak8tsat8,bak8chat8,baktsat,bakchat,bt,bc,True,False
tuī-thai,墮胎,25,tūi-thai,tui7thai1,tui7thai1,tuithai,tuithai,tt,tt,True,False
piah-tóo,壁堵,25,piah-tó͘,piah4too2,piah4too2,piahtoo,piahtoo,pt,pt,True,False
piah-tû,壁櫥,25,piah-tû,piah4tu5,piah4tu5,piahtu,piahtu,pt,pt,True,False
piah-lôo,壁爐,25,piah-lô͘,piah4loo5,piah4loo5,piahloo,piahloo,pl,pl,True,False
piah-uē,壁畫,25,piah-ōe,piah4ue7,piah4oe7,piahue,piahoe,pu,po,True,False
piah-khang,壁空,25,piah-khang,piah4khang1,piah4khang1,piahkhang,piahkhang,pk,pk,True,False
piah-tsuá,壁紙,25,piah-chóa,piah4tsua2,piah4choa2,piahtsua,piahchoa,pt,pc,True,False
piah-hóo,壁虎,25,piah-hó͘,piah4hoo2,piah4hoo2,piahhoo,piahhoo,ph,ph,True,False
piah-kak,壁角,25,piah-kak,piah4kak4,piah4kak4,piahkak,piahkak,pk,pk,True,False
ìng-tshân,壅田,25,èng-chhân,ing3tshan5,eng3chhan5,ingtshan,engchhan,it,ec,True,False
ìng-puî,壅肥,25,èng-pûi,ing3pui5,eng3pui5,ingpui,engpui,ip,ep,True,False
ah-tó,壓倒,25,ah-tó,ah4to2,ah4to2,ahto,ahto,at,at,True,False
ap-tó,壓倒,25,ap-tó,ap4to2,ap4to2,apto,apto,at,at,True,False
ap-tsè,壓制,25,ap-chè,ap4tse3,ap4che3,aptse,apche,at,ac,True,False
ap-li̍k,壓力,25,ap-le̍k,ap4lik8,ap4lek8,aplik,aplek,al,al,True,False
ah-bī,壓味,25,ah-bī,ah4bi7,ah4bi7,ahbi,ahbi,ab,ab,True,False
ah-suah,壓煞,25,ah-soah,ah4suah4,ah4soah4,ahsuah,ahsoah,as,as,True,False
ap-sok,壓縮,25,ap-sok,ap4sok4,ap4sok4,apsok,apsok,as,as,True,False
ap-pik,壓迫,25,ap-pek,ap4pik4,ap4pek4,appik,appek,ap,ap,True,False
ah-pà,壓霸,25,ah-pà,ah4pa3,ah4pa3,ahpa,ahpa,ap,ap,True,False
sū-ping,士兵,25,sū-peng,su7ping1,su7peng1,suping,supeng,sp,sp,True,False
sū-kuann,士官,25,sū-koaⁿ,su7kuann1,su7koann1,sukuann,sukoann,sk,sk,True,False
sū-lîm,士林,25,sū-lîm,su7lim5,su7lim5,sulim,sulim,sl,sl,True,False
sū-khì,士氣,25,sū-khì,su7khi3,su7khi3,sukhi,sukhi,sk,sk,True,False
tsòng-tāi,壯大,25,chòng-tāi,tsong3tai7,chong3tai7,tsongtai,chongtai,tt,ct,True,False
tsòng-kuan,壯觀,25,chòng-koan,tsong3kuan1,chong3koan1,tsongkuan,chongkoan,tk,ck,True,False
tsòng-lē,壯麗,25,chòng-lē,tsong3le7,chong3le7,tsongle,chongle,tl,cl,True,False
siū-miā,壽命,25,siū-miā,siu7mia7,siu7mia7,siumia,siumia,sm,sm,True,False
siū-san,壽山,25,siū-san,siu7san1,siu7san1,siusan,siusan,ss,ss,True,False
siū-suann,壽山,25,siū-soaⁿ,siu7suann1,siu7soann1,siusuann,siusoann,ss,ss,True,False
siū-pán,壽板,25,siū-pán,siu7pan2,siu7pan2,siupan,siupan,sp,sp,True,False
siū-pang,壽枋,25,siū-pang,siu7pang1,siu7pang1,siupang,siupang,sp,sp,True,False
siū-i,壽衣,25,siū-i,siu7i1,siu7i1,siui,siui,si,si,True,False
siū-hong,壽豐,25,siū-hong,siu7hong1,siu7hong1,siuhong,siuhong,sh,sh,True,False
siū-kim,壽金,25,siū-kim,siu7kim1,siu7kim1,siukim,siukim,sk,sk,True,False
siū-hiám,壽險,25,siū-hiám,siu7hiam2,siu7hiam2,siuhiam,siuhiam,sh,sh,True,False
siū-mī,壽麵,25,siū-mī,siu7mi7,siu7mi7,siumi,siumi,sm,sm,True,False
siū-ku,壽龜,25,siū-ku,siu7ku1,siu7ku1,siuku,siuku,sk,sk,True,False
hē-á,夏仔,25,hē-á,he7a2,he7a2,hea,hea,ha,ha,True,False
hā-hiô,夏侯,25,hā-hiô,ha7hio5,ha7hio5,hahio,hahio,hh,hh,True,False
hā-hôo,夏侯,25,hā-hô͘,ha7hoo5,ha7hoo5,hahoo,hahoo,hh,hh,True,False
hā-thinn,夏天,25,hā-thiⁿ,ha7thinn1,ha7thinn1,hathinn,hathinn,ht,ht,True,False
hā-ji̍t,夏日,25,hā-ji̍t,ha7jit8,ha7jit8,hajit,hajit,hj,hj,True,False
hā-li̍t,夏日,25,hā-li̍t,ha7lit8,ha7lit8,halit,halit,hl,hl,True,False
hē-tsì,夏至,25,hē-chì,he7tsi3,he7chi3,hetsi,hechi,ht,hc,True,False
si̍k-iông,夕陽,25,se̍k-iông,sik8iong5,sek8iong5,sikiong,sekiong,si,si,True,False
guā-kau,外交,25,gōa-kau,gua7kau1,goa7kau1,guakau,goakau,gk,gk,True,False
guā-lâng,外人,25,gōa-lâng,gua7lang5,goa7lang5,gualang,goalang,gl,gl,True,False
guā-uī,外位,25,gōa-ūi,gua7ui7,goa7ui7,guaui,goaui,gu,gu,True,False
guā-lâi,外來,25,gōa-lâi,gua7lai5,goa7lai5,gualai,goalai,gl,gl,True,False
guā-tsè,外債,25,gōa-chè,gua7tse3,goa7che3,guatse,goache,gt,gc,True,False
guā-siong,外傷,25,gōa-siong,gua7siong1,goa7siong1,guasiong,goasiong,gs,gs,True,False
guā-kong,外公,25,gōa-kong,gua7kong1,goa7kong1,guakong,goakong,gk,gk,True,False
guǎ-kong,外公,25,gǒa-kong,gua6kong1,goa6kong1,guakong,goakong,gk,gk,True,False
guā-li̍k,外力,25,gōa-le̍k,gua7lik8,goa7lek8,gualik,goalek,gl,gl,True,False
guā-bū,外務,25,gōa-bū,gua7bu7,goa7bu7,guabu,goabu,gb,gb,True,False
guā-lô,外勞,25,gōa-lô,gua7lo5,goa7lo5,gualo,goalo,gl,gl,True,False
guā-pau,外包,25,gōa-pau,gua7pau1,goa7pau1,guapau,goapau,gp,gp,True,False
guā-huē,外匯,25,gōa-hōe,gua7hue7,goa7hoe7,guahue,goahoe,gh,gh,True,False
guā-kháu,外口,25,gōa-kháu,gua7khau2,goa7khau2,guakhau,goakhau,gk,gk,True,False
guā-hiòng,外向,25,gōa-hiòng,gua7hiong3,goa7hiong3,guahiong,goahiong,gh,gh,True,False
guā-siong,外商,25,gōa-siong,gua7siong1,goa7siong1,guasiong,goasiong,gs,gs,True,False
guā-kok,外國,25,gōa-kok,gua7kok4,goa7kok4,guakok,goakok,gk,gk,True,False
guā-uî,外圍,25,gōa-ûi,gua7ui5,goa7ui5,guaui,goaui,gu,gu,True,False
guā-tsāi,外在,25,gōa-chāi,gua7tsai7,goa7chai7,guatsai,goachai,gt,gc,True,False
guā-tuē,外地,25,gōa-tōe,gua7tue7,goa7toe7,guatue,goatoe,gt,gt,True,False
guā-tē,外地,25,gōa-tē,gua7te7,goa7te7,guate,goate,gt,gt,True,False
guā-hîng,外型,25,gōa-hêng,gua7hing5,goa7heng5,guahing,goaheng,gh,gh,True,False
guā-tiânn,外埕,25,gōa-tiâⁿ,gua7tiann5,goa7tiann5,guatiann,goatiann,gt,gt,True,False
guā-tiûnn,外場,25,gōa-tiûⁿ,gua7tiunn5,goa7tiunn5,guatiunn,goatiunn,gt,gt,True,False
guā-guā,外外,25,gōa-gōa,gua7gua7,goa7goa7,guagua,goagoa,gg,gg,True,False
guā-thò,外套,25,gōa-thò,gua7tho3,goa7tho3,guatho,goatho,gt,gt,True,False
guā-má,外媽,25,gōa-má,gua7ma2,goa7ma2,guama,goama,gm,gm,True,False
guā-sun,外孫,25,gōa-sun,gua7sun1,goa7sun1,guasun,goasun,gs,gs,True,False
guā-ke,外家,25,gōa-ke,gua7ke1,goa7ke1,guake,goake,gk,gk,True,False
guā-hîng,外形,25,gōa-hêng,gua7hing5,goa7heng5,guahing,goaheng,gh,gh,True,False
guā-tsâi,外才,25,gōa-châi,gua7tsai5,goa7chai5,guatsai,goachai,gt,gc,True,False
guā-bûn,外文,25,gōa-bûn,gua7bun5,goa7bun5,guabun,goabun,gb,gb,True,False
guā-khak,外殼,25,gōa-khak,gua7khak4,goa7khak4,guakhak,goakhak,gk,gk,True,False
guā-lâu,外流,25,gōa-lâu,gua7lau5,goa7lau5,gualau,goalau,gl,gl,True,False
guā-hái,外海,25,gōa-hái,gua7hai2,goa7hai2,guahai,goahai,gh,gh,True,False
guā-ò,外澳,25,gōa-ò,gua7o3,goa7o3,guao,goao,go,go,True,False
guē-sing,外甥,25,gōe-seng,gue7sing1,goe7seng1,guesing,goeseng,gs,gs,True,False
guā-iōng,外用,25,gōa-iōng,gua7iong7,goa7iong7,guaiong,goaiong,gi,gi,True,False
guā-kài,外界,25,gōa-kài,gua7kai3,goa7kai3,guakai,goakai,gk,gk,True,False
guā-tī,外痔,25,gōa-tī,gua7ti7,goa7ti7,guati,goati,gt,gt,True,False
guā-kho,外科,25,gōa-kho,gua7kho1,goa7kho1,guakho,goakho,gk,gk,True,False
guā-î,外移,25,gōa-î,gua7i5,goa7i5,guai,goai,gi,gi,True,False
guā-tsi̍k,外籍,25,gōa-che̍k,gua7tsik8,goa7chek8,guatsik,goachek,gt,gc,True,False
guā-hō,外號,25,gōa-hō,gua7ho7,goa7ho7,guaho,goaho,gh,gh,True,False
