tl,hanzi,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,kautian,is_variant
tshe,初,463,chhe,tshe1,chhe1,tshe,chhe,,,True,False
tshue,初,463,chhoe,tshue1,chhoe1,tshue,chhoe,,,True,False
tsûn,前,460,chûn,tsun5,chun5,tsun,chun,,,True,False
uân,園,460,oân,uan5,oan5,uan,oan,,,True,False
hong,芳,459,hong,hong1,hong1,hong,hong,,,True,False
hîng,雄,458,hêng,hing5,heng5,hing,heng,,,True,False
uân,丸,450,oân,uan5,oan5,uan,oan,,,True,False
bông,亡,450,bông,bong5,bong5,bong,bong,,,True,False
khiām,儉,450,khiām,khiam7,khiam7,khiam,khiam,,,True,False
tshìn,凊,450,chhìn,tshin3,chhin3,tshin,chhin,,,True,False
sî,匙,450,sî,si5,si5,si,si,,,True,False
thóo,吐,450,thó͘,thoo2,thoo2,thoo,thoo,,,True,False
tsiu,周,450,chiu,tsiu1,chiu1,tsiu,chiu,,,True,False
kā,咬,450,kā,ka7,ka7,ka,ka,,,True,False
kînn,墘,450,kîⁿ,kinn5,kinn5,kinn,kinn,,,True,False
khuè,契,450,khòe,khue3,khoe3,khue,khoe,,,True,False
khè,契,450,khè,khe3,khe3,khe,khe,,,True,False
ḿ,姆,450,ḿ,m2,m2,m,m,,,True,False
ui,威,450,ui,ui1,ui1,ui,ui,,,True,False
ki,居,450,ki,ki1,ki1,ki,ki,,,True,False
ku,居,450,ku,ku1,ku1,ku,ku,,,True,False
siū,岫,450,siū,siu7,siu7,siu,siu,,,True,False
kiā,崎,450,kiā,kia7,kia7,kia,kia,,,True,False
si̍k,席,450,se̍k,sik8,sek8,sik,sek,,,True,False
lāng,弄,450,lāng,lang7,lang7,lang,lang,,,True,False
suá,徙,450,sóa,sua2,soa2,sua,soa,,,True,False
ting,徵,450,teng,ting1,teng1,ting,teng,,,True,False
khuìnn,快,450,khùiⁿ,khuinn3,khuinn3,khuinn,khuinn,,,True,False
khàu,扣,450,khàu,khau3,khau3,khau,khau,,,True,False
ah,押,450,ah,ah4,ah4,ah,ah,,,True,False
kûn,拳,450,kûn,kun5,kun5,kun,kun,,,True,False
tsióng,掌,450,chióng,tsiong2,chiong2,tsiong,chiong,,,True,False
tah,搭,450,tah,tah4,tah4,tah,tah,,,True,True
kong,攻,450,kong,kong1,kong1,kong,kong,,,True,False
pha̍k,曝,450,pha̍k,phak8,phak8,phak,phak,,,True,False
hi̍k,核,450,he̍k,hik8,hek8,hik,hek,,,True,False
thuî,槌,450,thûi,thui5,thui5,thui,thui,,,True,False
tî,池,450,tî,ti5,ti5,ti,ti,,,True,False
tsuânn,泉,450,chôaⁿ,tsuann5,choann5,tsuann,choann,,,True,False
phû,浮,450,phû,phu5,phu5,phu,phu,,,True,False
tsàu,灶,450,chàu,tsau3,chau3,tsau,chau,,,True,False
iâ,爺,450,iâ,ia5,ia5,ia,ia,,,True,False
khîm,琴,450,khîm,khim5,khim5,khim,khim,,,True,False
gāi,礙,450,gāi,gai7,gai7,gai,gai,,,True,False
tshiu,秋,450,chhiu,tshiu1,chhiu1,tshiu,chhiu,,,True,False
tshìn,秤,450,chhìn,tshin3,chhin3,tshin,chhin,,,True,False
î,移,450,î,i5,i5,i,i,,,True,False
huān,範,450,hoān,huan7,hoan7,huan,hoan,,,True,False
tshik,粟,450,chhek,tshik4,chhek4,tshik,chhek,,,True,False
pùn,糞,450,pùn,pun3,pun3,pun,pun,,,True,False
suà,紲,450,sòa,sua3,soa3,sua,soa,,,True,False
tà,罩,450,tà,ta3,ta3,ta,ta,,,True,False
hua̍t,罰,450,hoa̍t,huat8,hoat8,huat,hoat,,,True,False
uī,胃,450,ūi,ui7,ui7,ui,ui,,,True,False
hôo,胡,450,hô͘,hoo5,hoo5,hoo,hoo,,,True,False
hing,胸,450,heng,hing1,heng1,hing,heng,,,True,False
kui,胿,450,kui,kui1,kui1,kui,kui,,,True,False
me̍h,脈,450,me̍h,meh8,meh8,meh,meh,,,True,False
póo,脯,450,pó͘,poo2,poo2,poo,poo,,,True,False
thuí,腿,450,thúi,thui2,thui2,thui,thui,,,True,False
tsing,舂,450,cheng,tsing1,cheng1,tsing,cheng,,,True,False
sîn,蠅,450,sîn,sin5,sin5,sin,sin,,,True,False
po,褒,450,po,po1,po1,po,po,,,True,False
thǹg,褪,450,thǹg,thng3,thng3,thng,thng,,,True,False
thok,託,450,thok,thok4,thok4,thok,thok,,,True,False
sòo,訴,450,sò͘,soo3,soo3,soo,soo,,,True,False
kiō,轎,450,kiō,kio7,kio7,kio,kio,,,True,False
ting,釘,450,teng,ting1,teng1,ting,teng,,,True,False
tiò,釣,450,tiò,tio3,tio3,tio,tio,,,True,False
kǹg,鋼,450,kǹg,kng3,kng3,kng,kng,,,True,False
tsa̍h,閘,450,cha̍h,tsah8,chah8,tsah,chah,,,True,False
kàng,降,450,kàng,kang3,kang3,kang,kang,,,True,False
seh,雪,450,seh,seh4,seh4,seh,seh,,,True,False
luî,雷,450,lûi,lui5,lui5,lui,lui,,,True,False
be̍h,麥,450,be̍h,beh8,beh8,beh,beh,,,True,False
hiánn,顯,448,hiáⁿ,hiann2,hiann2,hiann,hiann,,,True,False
phian,篇,445,phian,phian1,phian1,phian,phian,,,True,False
liap,𥍉,443,liap,liap4,liap4,liap,liap,,,True,False
tī,底,442,tī,ti7,ti7,ti,ti,,,True,False
hing,兄,439,heng,hing1,heng1,hing,heng,,,True,False
han,番,435,han,han1,han1,han,han,,,True,False
huê,和,431,hôe,hue5,hoe5,hue,hoe,,,True,False
hua,華,431,hoa,hua1,hoa1,hua,hoa,,,True,False
tuàn,斷,430,toàn,tuan3,toan3,tuan,toan,,,True,False
phî,皮,430,phî,phi5,phi5,phi,phi,,,True,False
sû,辭,425,sû,su5,su5,su,su,,,True,False
la,拉,421,la,la1,la1,la,la,,,True,False
tsàn,層,416,chàn,tsan3,chan3,tsan,chan,,,True,False
pī,被,415,pī,pi7,pi7,pi,pi,,,True,False
jí,子,411,jí,ji2,ji2,ji,ji,,,True,False
lí,子,411,lí,li2,li2,li,li,,,True,False
lóo,惱,411,ló͘,loo2,loo2,loo,loo,,,True,False
po̍k,薄,411,po̍k,pok8,pok8,pok,pok,,,True,False
tshenn,親,409,chheⁿ,tshenn1,chhenn1,tshenn,chhenn,,,True,False
tshinn,親,409,chhiⁿ,tshinn1,chhinn1,tshinn,chhinn,,,True,False
iau,要,407,iau,iau1,iau1,iau,iau,,,True,False
khài,概,406,khài,khai3,khai3,khai,khai,,,True,False
phiau,標,404,phiau,phiau1,phiau1,phiau,phiau,,,True,False
tāu,讀,402,tāu,tau7,tau7,tau,tau,,,True,False
thì,剃,400,thì,thi3,thi3,thi,thi,,,True,False
tsián,剪,400,chián,tsian2,chian2,tsian,chian,,,True,False
kiat,吉,400,kiat,kiat4,kiat4,kiat,kiat,,,True,False
ka,嘉,400,ka,ka1,ka1,ka,ka,,,True,False
pênn,坪,400,pêⁿ,penn5,penn5,penn,penn,,,True,False
pînn,坪,400,pîⁿ,pinn5,pinn5,pinn,pinn,,,True,False
tóo,堵,400,tó͘,too2,too2,too,too,,,True,False
tshioh,尺,400,chhioh,tshioh4,chhioh4,tshioh,chhioh,,,True,False
phuì,屁,400,phùi,phui3,phui3,phui,phui,,,True,False
lūn,崙,400,lūn,lun7,lun7,lun,lun,,,True,False
thiap,帖,400,thiap,thiap4,thiap4,thiap,thiap,,,True,False
king,弓,400,keng,king1,keng1,king,keng,,,True,False
uan,彎,400,oan,uan1,oan1,uan,oan,,,True,False
bî,微,400,bî,bi5,bi5,bi,bi,,,True,False
hiàn,憲,400,hiàn,hian3,hian3,hian,hian,,,True,False
luân,戀,400,loân,luan5,loan5,luan,loan,,,True,False
buah,抹,400,boah,buah4,boah4,buah,boah,,,True,False
khòng,控,400,khòng,khong3,khong3,khong,khong,,,True,False
la̍k,搦,400,la̍k,lak8,lak8,lak,lak,,,True,False
puann,搬,400,poaⁿ,puann1,poann1,puann,poann,,,True,False
pan,斑,400,pan,pan1,pan1,pan,pan,,,True,False
lí,旅,400,lí,li2,li2,li,li,,,True,False
lú,旅,400,lú,lu2,lu2,lu,lu,,,True,False
tshun,村,400,chhun,tshun1,chhun1,tshun,chhun,,,True,False
pue,杯,400,poe,pue1,poe1,pue,poe,,,True,False
kam,柑,400,kam,kam1,kam1,kam,kam,,,True,False
khī,柿,400,khī,khi7,khi7,khi,khi,,,True,False
kî,棋,400,kî,ki5,ki5,ki,ki,,,True,False
tsô,槽,400,chô,tso5,cho5,tso,cho,,,True,False
kuānn,汗,400,kōaⁿ,kuann7,koann7,kuann,koann,,,True,False
kang,江,400,kang,kang1,kang1,kang,kang,,,True,False
siû,泅,400,siû,siu5,siu5,siu,siu,,,True,False
tshián,淺,400,chhián,tshian2,chhian2,tshian,chhian,,,True,False
tshik,測,400,chhek,tshik4,chhek4,tshik,chhek,,,True,False
tih,滴,400,tih,tih4,tih4,tih,tih,,,True,False
hî,漁,400,hî,hi5,hi5,hi,hi,,,True,False
lāu,漏,400,lāu,lau7,lau7,lau,lau,,,True,False
ò,澳,400,ò,o3,o3,o,o,,,True,False
thuànn,炭,400,thòaⁿ,thuann3,thoann3,thuann,thoann,,,True,False
kông,狂,400,kông,kong5,kong5,kong,kong,,,True,False
hûn,痕,400,hûn,hun5,hun5,hun,hun,,,True,False
pì,祕,400,pì,pi3,pi3,pi,pi,,,True,False
suī,穗,400,sūi,sui7,sui7,sui,sui,,,True,False
siunn,箱,400,siuⁿ,siunn1,siunn1,siunn,siunn,,,True,False
phōo,簿,400,phō͘,phoo7,phoo7,phoo,phoo,,,True,False
phoh,粕,400,phoh,phoh4,phoh4,phoh,phoh,,,True,False
sok,縮,400,sok,sok4,sok4,sok,sok,,,True,False
tì,置,400,tì,ti3,ti3,ti,ti,,,True,False
pê,耙,400,pê,pe5,pe5,pe,pe,,,True,False
ka,膠,400,ka,ka1,ka1,ka,ka,,,True,False
kiunn,薑,400,kiuⁿ,kiunn1,kiunn1,kiunn,kiunn,,,True,False
hi,虛,400,hi,hi1,hi1,hi,hi,,,True,False
bi̍t,蜜,400,bi̍t,bit8,bit8,bit,bit,,,True,False
sat,蝨,400,sat,sat4,sat4,sat,sat,,,True,True
báng,蠓,400,báng,bang2,bang2,bang,bang,,,True,False
tsín,診,400,chín,tsin2,chin2,tsin,chin,,,True,False
hàm,譀,400,hàm,ham3,ham3,ham,ham,,,True,False
liàn,輾,400,liàn,lian3,lian3,lian,lian,,,True,False
uî,遺,400,ûi,ui5,ui5,ui,ui,,,True,False
tsǹg,鑽,400,chǹg,tsng3,chng3,tsng,chng,,,True,False
lio̍k,陸,400,lio̍k,liok8,liok8,liok,liok,,,True,False
iông,陽,400,iông,iong5,iong5,iong,iong,,,True,False
sng,霜,400,sng,sng1,sng1,sng,sng,,,True,False
pîn,頻,400,pîn,pin5,pin5,pin,pin,,,True,False
siāng,𫝛,400,siāng,siang7,siang7,siang,siang,,,True,False
tāi,事,397,tāi,tai7,tai7,tai,tai,,,True,True
sióng,賞,395,sióng,siong2,siong2,siong,siong,,,True,False
tshing,千,390,chheng,tshing1,chheng1,tshing,chheng,,,True,False
tēnn,鄭,389,tēⁿ,tenn7,tenn7,tenn,tenn,,,True,False
tīng,鄭,389,tēng,ting7,teng7,ting,teng,,,True,False
li,離,389,li,li1,li1,li,li,,,True,False
ní,耳,387,ní,ni2,ni2,ni,ni,,,True,False
moo,毛,384,mo͘,moo1,moo1,moo,moo,,,True,False
mê,明,381,mê,me5,me5,me,me,,,True,False
suè,歲,365,sòe,sue3,soe3,sue,soe,,,True,False
tè,地,363,tè,te3,te3,te,te,,,True,False
bōng,夢,363,bōng,bong7,bong7,bong,bong,,,True,False
tshiàu,笑,363,chhiàu,tshiau3,chhiau3,tshiau,chhiau,,,True,False
thinn,添,362,thiⁿ,thinn1,thinn1,thinn,thinn,,,True,False
kài,蓋,362,kài,kai3,kai3,kai,kai,,,True,False
tiong,張,358,tiong,tiong1,tiong1,tiong,tiong,,,True,False
sann,相,357,saⁿ,sann1,sann1,sann,sann,,,True,False
siunn,相,357,siuⁿ,siunn1,siunn1,siunn,siunn,,,True,False
liông,量,356,liông,liong5,liong5,liong,liong,,,True,False
niū,量,356,niū,niu7,niu7,niu,niu,,,True,False
the,推,353,the,the1,the1,the,the,,,True,False
lâu,留,353,lâu,lau5,lau5,lau,lau,,,True,False
khuàn,勸,351,khoàn,khuan3,khoan3,khuan,khoan,,,True,False
tîng,亭,350,têng,ting5,teng5,ting,teng,,,True,False
hiu,休,350,hiu,hiu1,hiu1,hiu,hiu,,,True,False
tènn,佯,350,tèⁿ,tenn3,tenn3,tenn,tenn,,,True,False
tìnn,佯,350,tìⁿ,tinn3,tinn3,tinn,tinn,,,True,False
i,依,350,i,i1,i1,i,i,,,True,False
kiam,兼,350,kiam,kiam1,kiam1,kiam,kiam,,,True,False
phànn,冇,350,phàⁿ,phann3,phann3,phann,phann,,,True,False
hù,副,350,hù,hu3,hu3,hu,hu,,,True,False
pû,匏,350,pû,pu5,pu5,pu,pu,,,True,False
tshe,叉,350,chhe,tshe1,chhe1,tshe,chhe,,,True,False
tshá,吵,350,chhá,tsha2,chha2,tsha,chha,,,True,False
phùn,噴,350,phùn,phun3,phun3,phun,phun,,,True,False
pi,埤,350,pi,pi1,pi1,pi,pi,,,True,False
tui,堆,350,tui,tui1,tui1,tui,tui,,,True,False
tsing,增,350,cheng,tsing1,cheng1,tsing,cheng,,,True,False
tsàu,奏,350,chàu,tsau3,chau3,tsau,chau,,,True,False
kan,奸,350,kan,kan1,kan1,kan,kan,,,True,False
iau,妖,350,iau,iau1,iau1,iau,iau,,,True,False
miāu,妙,350,miāu,miau7,miau7,miau,miau,,,True,False
hm̂,媒,350,hm̂,hm5,hm5,hm,hm,,,True,False
muê,媒,350,môe,mue5,moe5,mue,moe,,,True,False
gî,宜,350,gî,gi5,gi5,gi,gi,,,True,False
khuan,寬,350,khoan,khuan1,khoan1,khuan,khoan,,,True,False
khut,屈,350,khut,khut4,khut4,khut,khut,,,True,False
si,屍,350,si,si1,si1,si,si,,,True,False
pîn,屏,350,pîn,pin5,pin5,pin,pin,,,True,False
sū,嶼,350,sū,su7,su7,su,su,,,True,False
khá,巧,350,khá,kha2,kha2,kha,kha,,,True,False
tuânn,彈,350,tôaⁿ,tuann5,toann5,tuann,toann,,,True,False
būn,悶,350,būn,bun7,bun7,bun,bun,,,True,False
huānn,扞,350,hōaⁿ,huann7,hoann7,huann,hoann,,,True,False
hû,扶,350,hû,hu5,hu5,hu,hu,,,True,False
tsiat,折,350,chiat,tsiat4,chiat4,tsiat,chiat,,,True,False
áu,拗,350,áu,au2,au2,au,au,,,True,False
lòng,挵,350,lòng,long3,long3,long,long,,,True,False
sńg,損,350,sńg,sng2,sng2,sng,sng,,,True,False
puah,撥,350,poah,puah4,poah4,puah,poah,,,True,False
kik,擊,350,kek,kik4,kek4,kik,kek,,,True,False
li̍k,曆,350,le̍k,lik8,lek8,lik,lek,,,True,False
siông,松,350,siông,siong5,siong5,siong,siong,,,True,False
thiāu,柱,350,thiāu,thiau7,thiau7,thiau,thiau,,,True,False
sau,梢,350,sau,sau1,sau1,sau,sau,,,True,False
khì,棄,350,khì,khi3,khi3,khi,khi,,,True,False
pênn,棚,350,pêⁿ,penn5,penn5,penn,penn,,,True,False
pînn,棚,350,pîⁿ,pinn5,pinn5,pinn,pinn,,,True,False
lâm,楠,350,lâm,lam5,lam5,lam,lam,,,True,False
suāinn,檨,350,soāiⁿ,suainn7,soainn7,suainn,soainn,,,True,False
tsâng,欉,350,châng,tsang5,chang5,tsang,chang,,,True,False
khi,欺,350,khi,khi1,khi1,khi,khi,,,True,False
khám,歁,350,khám,kham2,kham2,kham,kham,,,True,False
pûn,歕,350,pûn,pun5,pun5,pun,pun,,,True,False
uai,歪,350,oai,uai1,oai1,uai,oai,,,True,False
phú,殕,350,phú,phu2,phu2,phu,phu,,,True,False
tîm,沉,350,tîm,tim5,tim5,tim,tim,,,True,False
tshiâng,沖,350,chhiâng,tshiang5,chhiang5,tshiang,chhiang,,,True,False
thài,泰,350,thài,thai3,thai3,thai,thai,,,True,False
tōng,洞,350,tōng,tong7,tong7,tong,tong,,,True,False
lōng,浪,350,lōng,long7,long7,long,long,,,True,False
sip,溼,350,sip,sip4,sip4,sip,sip,,,True,False
lóo,滷,350,ló͘,loo2,loo2,loo,loo,,,True,False
kuàn,灌,350,koàn,kuan3,koan3,kuan,koan,,,True,False
lia̍t,烈,350,lia̍t,liat8,liat8,liat,liat,,,True,False
lê,犁,350,lê,le5,le5,le,le,,,True,False
suī,瑞,350,sūi,sui7,sui7,sui,sui,,,True,False
lio̍k,略,350,lio̍k,liok8,liok8,liok,liok,,,True,False
i̍k,疫,350,e̍k,ik8,ek8,ik,ek,,,True,False
thâm,痰,350,thâm,tham5,tham5,tham,tham,,,True,False
liâu,療,350,liâu,liau5,liau5,liau,liau,,,True,False
gâm,癌,350,gâm,gam5,gam5,gam,gam,,,True,False
muâ,瞞,350,môa,mua5,moa5,mua,moa,,,True,False
teh,硩,350,teh,teh4,teh4,teh,teh,,,True,False
tu̍t,突,350,tu̍t,tut8,tut8,tut,tut,,,True,False
that,窒,350,that,that4,that4,that,that,,,True,False
tâng,童,350,tâng,tang5,tang5,tang,tang,,,True,False
tuan,端,350,toan,tuan1,toan1,tuan,toan,,,True,False
tshíng,筅,350,chhéng,tshing2,chheng2,tshing,chheng,,,True,False
la̍p,納,350,la̍p,lap8,lap8,lap,lap,,,True,False
tsiong,終,350,chiong,tsiong1,chiong1,tsiong,chiong,,,True,False
ká,絞,350,ká,ka2,ka2,ka,ka,,,True,False
mî,綿,350,mî,mi5,mi5,mi,mi,,,True,False
tsit,織,350,chit,tsit4,chit4,tsit,chit,,,True,False
tînn,纏,350,tîⁿ,tinn5,tinn5,tinn,tinn,,,True,False
phìng,聘,350,phèng,phing3,pheng3,phing,pheng,,,True,False
hì,肺,350,hì,hi3,hi3,hi,hi,,,True,False
tsho,臊,350,chho,tsho1,chho1,tsho,chho,,,True,False
ka,茄,350,ka,ka1,ka1,ka,ka,,,True,False
koo,菇,350,ko͘,koo1,koo1,koo,koo,,,True,False
tîn,藤,350,tîn,tin5,tin5,tin,tin,,,True,False
bân,蠻,350,bân,ban5,ban5,ban,ban,,,True,False
kûn,裙,350,kûn,kun5,kun5,kun,kun,,,True,False
lám,覽,350,lám,lam2,lam2,lam,lam,,,True,False
sìn,訊,350,sìn,sin3,sin3,sin,sin,,,True,False
pîn,貧,350,pîn,pin5,pin5,pin,pin,,,True,False
puè,輩,350,pòe,pue3,poe3,pue,poe,,,True,False
lián,輪,350,lián,lian2,lian2,lian,lian,,,True,False
piān,辯,350,piān,pian7,pian7,pian,pian,,,True,False
uî,違,350,ûi,ui5,ui5,ui,ui,,,True,False
tsiùnn,醬,350,chiùⁿ,tsiunn3,chiunn3,tsiunn,chiunn,,,True,False
só,鎖,350,só,so2,so2,so,so,,,True,False
hù,附,350,hù,hu3,hu3,hu,hu,,,True,False
ún,隱,350,ún,un2,un2,un,un,,,True,False
ím,飲,350,ím,im2,im2,im,im,,,True,False
sang,鬆,350,sang,sang1,sang1,sang,sang,,,True,False
tshiu,鬚,350,chhiu,tshiu1,chhiu1,tshiu,chhiu,,,True,False
ut,鬱,350,ut,ut4,ut4,ut,ut,,,True,False
bâ,麻,350,bâ,ba5,ba5,ba,ba,,,True,False
tshiâng,常,343,chhiâng,tshiang5,chhiang5,tshiang,chhiang,,,True,False
kàu,校,343,kàu,kau3,kau3,kau,kau,,,True,False
tìng,中,340,tèng,ting3,teng3,ting,teng,,,True,False
koh,過,340,koh,koh4,koh4,koh,koh,,,True,False
kuà,過,340,kòa,kua3,koa3,kua,koa,,,True,False
sing,星,339,seng,sing1,seng1,sing,seng,,,True,False
kiōng,強,338,kiōng,kiong7,kiong7,kiong,kiong,,,True,False
pâ,爸,336,pâ,pa5,pa5,pa,pa,,,True,False
tsē,罪,336,chē,tse7,che7,tse,che,,,True,False
thián,展,333,thián,thian2,thian2,thian,thian,,,True,False
kí,指,333,kí,ki2,ki2,ki,ki,,,True,False
tshiàng,唱,332,chhiàng,tshiang3,chhiang3,tshiang,chhiang,,,True,False
som,參,331,som,som1,som1,som,som,,,True,False
khuánn,款,331,khóaⁿ,khuann2,khoann2,khuann,khoann,,,True,False
tù,注,328,tù,tu3,tu3,tu,tu,,,True,False
tshng,穿,325,chhng,tshng1,chhng1,tshng,chhng,,,True,False
tshuan,穿,325,chhoan,tshuan1,chhoan1,tshuan,chhoan,,,True,False
tuān,傳,323,toān,tuan7,toan7,tuan,toan,,,True,False
tshai,差,322,chhai,tshai1,chhai1,tshai,chhai,,,True,False
tshûn,存,321,chhûn,tshun5,chhun5,tshun,chhun,,,True,False
hiong,香,319,hiong,hiong1,hiong1,hiong,hiong,,,True,False
la̍uh,落,307,lau̍h,lauh8,lauh8,lauh,lauh,,,True,False
si̍k,石,304,se̍k,sik8,sek8,sik,sek,,,True,False
phiàn,遍,301,phiàn,phian3,phian3,phian,phian,,,True,False
ting,丁,300,teng,ting1,teng1,ting,teng,,,True,False
tshuàn,串,300,chhoàn,tshuan3,chhoan3,tshuan,chhoan,,,True,False
siû,仇,300,siû,siu5,siu5,siu,siu,,,True,False
tshim,侵,300,chhim,tshim1,chhim1,tshim,chhim,,,True,False
hiau,僥,300,hiau,hiau1,hiau1,hiau,hiau,,,True,False
tsún,准,300,chún,tsun2,chun2,tsun,chun,,,True,False
tàng,凍,300,tàng,tang3,tang3,tang,tang,,,True,False
hiong,凶,300,hiong,hiong1,hiong1,hiong,hiong,,,True,True
kuàn,券,300,koàn,kuan3,koan3,kuan,koan,,,True,False
siah,削,300,siah,siah4,siah4,siah,siah,,,True,False
kiàm,劍,300,kiàm,kiam3,kiam3,kiam,kiam,,,True,False
sìng,勝,300,sèng,sing3,seng3,sing,seng,,,True,False
bōo,募,300,bō͘,boo7,boo7,boo,boo,,,True,False
kiu,勼,300,kiu,kiu1,kiu1,kiu,kiu,,,True,False
tsiàm,占,300,chiàm,tsiam3,chiam3,tsiam,chiam,,,True,False
thòo,吐,300,thò͘,thoo3,thoo3,thoo,thoo,,,True,False
hâm,含,300,hâm,ham5,ham5,ham,ham,,,True,False
tai,呆,300,tai,tai1,tai1,tai,tai,,,True,False
phuì,呸,300,phùi,phui3,phui3,phui,phui,,,True,False
tsiù,咒,300,chiù,tsiu3,chiu3,tsiu,chiu,,,True,False
tshuán,喘,300,chhoán,tshuan2,chhoan2,tshuan,chhoan,,,True,False
hi̍k,域,300,he̍k,hik8,hek8,hik,hek,,,True,False
sò,埽,300,sò,so3,so3,so,so,,,True,False
sok,塑,300,sok,sok4,sok4,sok,sok,,,True,False
thah,塔,300,thah,thah4,thah4,thah,thah,,,True,False
luí,壘,300,lúi,lui2,lui2,lui,lui,,,True,False
tsòng,壯,300,chòng,tsong3,chong3,tsong,chong,,,True,False
hā,夏,300,hā,ha7,ha7,ha,ha,,,True,False
hōng,奉,300,hōng,hong7,hong7,hong,hong,,,True,False
kīm,妗,300,kīm,kim7,kim7,kim,kim,,,True,False
sài,婿,300,sài,sai3,sai3,sai,sai,,,True,False
kuì,季,300,kùi,kui3,kui3,kui,kui,,,True,False
gia̍t,孽,300,gia̍t,giat8,giat8,giat,giat,,,True,False
the̍h,宅,300,the̍h,theh8,theh8,theh,theh,,,True,False
king,宮,300,keng,king1,keng1,king,keng,,,True,False
tshùn,寸,300,chhùn,tshun3,chhun3,tshun,chhun,,,True,False
hong,峰,300,hong,hong1,hong1,hong,hong,,,True,False
niá,嶺,300,niá,nia2,nia2,nia,nia,,,True,False
tsó,左,300,chó,tso2,cho2,tso,cho,,,True,False
khong,康,300,khong,khong1,khong1,khong,khong,,,True,False
khong,悾,300,khong,khong1,khong1,khong,khong,,,True,False
jiá,惹,300,jiá,jia2,jia2,jia,jia,,,True,False
liá,惹,300,liá,lia2,lia2,lia,lia,,,True,False
tsû,慈,300,chû,tsu5,chu5,tsu,chu,,,True,False
khìng,慶,300,khèng,khing3,kheng3,khing,kheng,,,True,False
huâi,懷,300,hoâi,huai5,hoai5,huai,hoai,,,True,False
pínn,扁,300,píⁿ,pinn2,pinn2,pinn,pinn,,,True,False
sìnn,扇,300,sìⁿ,sinn3,sinn3,sinn,sinn,,,True,False
pān,扮,300,pān,pan7,pan7,pan,pan,,,True,False
iap,揜,300,iap,iap4,iap4,iap,iap,,,True,False
sún,損,300,sún,sun2,sun2,sun,sun,,,True,False
kòng,摃,300,kòng,kong3,kong3,kong,kong,,,True,False
jiáu,擾,300,jiáu,jiau2,jiau2,jiau,jiau,,,True,False
kap,敆,300,kap,kap4,kap4,kap,kap,,,True,False
luán,暖,300,loán,luan2,loan2,luan,loan,,,True,False
pō,暴,300,pō,po7,po7,po,po,,,True,False
king,更,300,keng,king1,keng1,king,keng,,,True,False
tōo,杜,300,tō͘,too7,too7,too,too,,,True,False
ní,染,300,ní,ni2,ni2,ni,ni,,,True,False
jiû,柔,300,jiû,jiu5,jiu5,jiu,jiu,,,True,False
liú,柳,300,liú,liu2,liu2,liu,liu,,,True,False
muî,梅,300,mûi,mui5,mui5,mui,mui,,,True,False
lâi,梨,300,lâi,lai5,lai5,lai,lai,,,True,False
thui,梯,300,thui,thui1,thui1,thui,thui,,,True,False
se,梳,300,se,se1,se1,se,se,,,True,False
sue,梳,300,soe,sue1,soe1,sue,soe,,,True,False
tsó,棗,300,chó,tso2,cho2,tso,cho,,,True,False
sún,榫,300,sún,sun2,sun2,sun,sun,,,True,False
tóng,檔,300,tóng,tong2,tong2,tong,tong,,,True,False
au,歐,300,au,au1,au1,au,au,,,True,False
ak,沃,300,ak,ak4,ak4,ak,ak,,,True,False
iân,沿,300,iân,ian5,ian5,ian,ian,,,True,False
ám,泔,300,ám,am2,am2,am,am,,,True,False
i̍k,浴,300,e̍k,ik8,ek8,ik,ek,,,True,False
tsīng,淨,300,chēng,tsing7,cheng7,tsing,cheng,,,True,False
íng,湧,300,éng,ing2,eng2,ing,eng,,,True,False
bia̍t,滅,300,bia̍t,biat8,biat8,biat,biat,,,True,False
ku̍t,滑,300,ku̍t,kut8,kut8,kut,kut,,,True,False
àu,漚,300,àu,au3,au3,au,au,,,True,False
tsiunn,漿,300,chiuⁿ,tsiunn1,chiunn1,tsiunn,chiunn,,,True,False
jiáu,爪,300,jiáu,jiau2,jiau2,jiau,jiau,,,True,False
niáu,爪,300,niáu,niau2,niau2,niau,niau,,,True,False
niā,爾,300,niā,nia7,nia7,nia,nia,,,True,False
tsōng,狀,300,chōng,tsong7,chong7,tsong,chong,,,True,False
tin,珍,300,tin,tin1,tin1,tin,tin,,,True,False
hiā,瓦,300,hiā,hia7,hia7,hia,hia,,,True,False
sin,申,300,sin,sin1,sin1,sin,sin,,,True,False
phí,疕,300,phí,phi2,phi2,phi,phi,,,True,False
phiah,癖,300,phiah,phiah4,phiah4,phiah,phiah,,,True,False
bîng,盟,300,bêng,bing5,beng5,bing,beng,,,True,False
bâi,眉,300,bâi,bai5,bai5,bai,bai,,,True,False
hîn,眩,300,hîn,hin5,hin5,hin,hin,,,True,False
tiam,砧,300,tiam,tiam1,tiam1,tiam,tiam,,,True,False
buâ,磨,300,bôa,bua5,boa5,bua,boa,,,True,False
khòng,礦,300,khòng,khong3,khong3,khong,khong,,,True,False
kó,稿,300,kó,ko2,ko2,ko,ko,,,True,False
khut,窟,300,khut,khut4,khut4,khut,khut,,,True,False
tông,童,300,tông,tong5,tong5,tong,tong,,,True,False
kīng,競,300,kēng,king7,keng7,king,keng,,,True,False
ki,箕,300,ki,ki1,ki1,ki,ki,,,True,False
