hanzi,tl,frequency,poj,tl_num,poj_num
石灰粉,tsio̍h-hue-hún,16,chio̍h-hoe-hún,tsioh8huehun2,chioh8hoehun2
石磨仔,tsio̍h-bō-á,16,chio̍h-bō-á,tsioh8bo7a2,chioh8bo7a2
石膏模,tsio̍h-ko-bôo,16,chio̍h-ko-bô͘,tsioh8koboo5,chioh8koboo5
石膏碗,tsio̍h-ko-uánn,16,chio̍h-ko-óaⁿ,tsioh8kouann2,chioh8kooann2
石舂臼,tsio̍h-tsing-khū,16,chio̍h-cheng-khū,tsioh8tsingkhu7,chioh8chengkhu7
砂輪機,sua-lûn-ki,16,soa-lûn-ki,sualun5ki,soalun5ki
破竹仔,phuà-tik-á,16,phòa-tek-á,phua3tika2,phoa3teka2
破篾仔,phuà-bi̍h-á,16,phòa-bi̍h-á,phua3bih8a2,phoa3bih8a2
磅璇石,pōng-suān-tsio̍h,16,pōng-soān-chio̍h,pong7suan7tsioh8,pong7soan7chioh8
穀亭畚,kok-tīng-pùn,16,kok-tēng-pùn,kokting7pun3,kokteng7pun3
空殼管,khang-khak-kóng,16,khang-khak-kóng,khangkhakkong2,khangkhakkong2
立德粉,li̍p-tik-hún,16,li̍p-tek-hún,lip8tikhun2,lip8tekhun2
竹仔箸,tik-á-tī,16,tek-á-tī,tika2ti7,teka2ti7
竹夫人,tik-hu-jîn,16,tek-hu-jîn,tikhujin5,tekhujin5
竹篾仔,tik-bi̍h-á,16,tek-bi̍h-á,tikbih8a2,tekbih8a2
竹鋏仔,tik-giap-á,16,tek-giap-á,tikgiapa2,tekgiapa2
竹𥴊仔,tik-kám-á,16,tek-kám-á,tikkam2a2,tekkam2a2
筍屏仔,sún-pîn-á,16,sún-pîn-á,sun2pin5a2,sun2pin5a2
籠鋪仔,láng-phoo-á,16,láng-pho͘-á,lang2phooa2,lang2phooa2
米釐尺,bí-lî-tshioh,16,bí-lî-chhioh,bi2li5tshioh,bi2li5chhioh
粉線管,hún-suànn-kóng,16,hún-sòaⁿ-kóng,hun2suann3kong2,hun2soann3kong2
糖篋仔,thn̂g-kheh-á,16,thn̂g-kheh-á,thng5kheha2,thng5kheha2
紅寶石,âng-pó-tsio̍h,16,âng-pó-chio̍h,ang5po2tsioh8,ang5po2chioh8
紙膠帶,tsuá-ka-tuà,16,chóa-ka-tòa,tsua2katua3,choa2katoa3
紙輪釘,tsuá-lián-ting,16,chóa-lián-teng,tsua2lian2ting,choa2lian2teng
紙輪釘,tsuá-lián-tìng,16,chóa-lián-tèng,tsua2lian2ting3,choa2lian2teng3
紡布輪,pháng-pòo-lún,16,pháng-pò͘-lún,phang2poo3lun2,phang2poo3lun2
紡金檯,pháng-kim-tâi,16,pháng-kim-tâi,phang2kimtai5,phang2kimtai5
索仔捲,soh-á-kńg,16,soh-á-kńg,soha2kng2,soha2kng2
紫色的,tsí-sik-ê,16,chí-sek-ê,tsi2sike5,chi2seke5
結龍跤,kiat-lîng-kha,16,kiat-lêng-kha,kiatling5kha,kiatleng5kha
絲仔線,si-á-suànn,16,si-á-sòaⁿ,sia2suann3,sia2soann3
網仔甲,bāng-á-kah,16,bāng-á-kah,bang7a2kah,bang7a2kah
練塗機,liān-thôo-ki,16,liān-thô͘-ki,lian7thoo5ki,lian7thoo5ki
縛厝蓋,pa̍k-tshù-kuà,16,pa̍k-chhù-kòa,pak8tshu3kua3,pak8chhu3koa3
縛紙釘,pa̍k-tsuá-ting,16,pa̍k-chóa-teng,pak8tsua2ting,pak8choa2teng
繞銅線,liàu-tâng-suànn,16,liàu-tâng-sòaⁿ,liau3tang5suann3,liau3tang5soann3
繡花車,siù-hue-tshia,16,siù-hoe-chhia,siu3huetshia,siu3hoechhia
繡補店,siù-póo-tiàm,16,siù-pó͘-tiàm,siu3poo2tiam3,siu3poo2tiam3
羊仔頭,iûnn-á-thâu,16,iûⁿ-á-thâu,iunn5a2thau5,iunn5a2thau5
美工刀,bí-kang-to,16,bí-kang-to,bi2kangto,bi2kangto
耐火磚,nāi-hué-tsng,16,nāi-hóe-chng,nai7hue2tsng,nai7hoe2chng
胭脂蟲,ian-tsi-thâng,16,ian-chi-thâng,iantsithang5,ianchithang5
腰帶花,io-tuà-hue,16,io-tòa-hoe,iotua3hue,iotoa3hoe
腱子肉,kiàn-tsí-bah,16,kiàn-chí-bah,kian3tsi2bah,kian3chi2bah
臥蠶眉,ngōo-tshám-bî,16,ngō͘-chhám-bî,ngoo7tsham2bi5,ngoo7chham2bi5
自動剾,tsū-tōng-khau,16,chū-tōng-khau,tsu7tong7khau,chu7tong7khau
臺灣杉,tâi-uân-sam,16,tâi-oân-sam,tai5uan5sam,tai5oan5sam
舂龜仔,tsing-ku-á,16,cheng-ku-á,tsingkua2,chengkua2
花匙仔,hue-sî-á,16,hoe-sî-á,huesi5a2,hoesi5a2
花枱仔,hue-tâi-á,16,hoe-tâi-á,huetai5a2,hoetai5a2
花盆仔,hue-phûn-á,16,hoe-phûn-á,huephun5a2,hoephun5a2
花蕊紋,hue-luí-bûn,16,hoe-lúi-bûn,huelui2bun5,hoelui2bun5
花鳥堵,hue-tsiáu-tóo,16,hoe-chiáu-tó͘,huetsiau2too2,hoechiau2too2
茶杯仔,tê-pue-á,16,tê-poe-á,te5puea2,te5poea2
茶疊仔,tê-thia̍p-á,16,tê-thia̍p-á,te5thiap8a2,te5thiap8a2
茶籠仔,tê-láng-á,16,tê-láng-á,te5lang2a2,te5lang2a2
茶米甕,tê-bí-àng,16,tê-bí-àng,te5bi2ang3,te5bi2ang3
茶罐仔,tê-kuàn-á,16,tê-koàn-á,te5kuan3a2,te5koan3a2
草仔箬,tshó-á-ha̍h,16,chhó-á-ha̍h,tsho2a2hah8,chho2a2hah8
草仔花,tshó-á-hue,16,chhó-á-hoe,tsho2a2hue,chho2a2hoe
菜櫥仔,tshài-tû-á,16,chhài-tû-á,tshai3tu5a2,chhai3tu5a2
蓮蕉盆,liân-tsio-phûn,16,liân-chio-phûn,lian5tsiophun5,lian5chiophun5
蔥管鼻,tshang-kóng-phīnn,16,chhang-kóng-phīⁿ,tshangkong2phinn7,chhangkong2phinn7
薄仔瓦,po̍h-á-hiā,16,po̍h-á-hiā,poh8a2hia7,poh8a2hia7
薄胎的,po̍h-thai-ê,16,po̍h-thai-ê,poh8thaie5,poh8thaie5
薰竹仔,hun-tik-á,16,hun-tek-á,huntika2,hunteka2
藍寶石,nâ-pó-tsio̍h,16,nâ-pó-chio̍h,na5po2tsioh8,na5po2chioh8
虎爺衫,hóo-iâ-sann,16,hó͘-iâ-saⁿ,hoo2ia5sann,hoo2ia5sann
蛋殼畫,nn̄g-khak-uē,16,nn̄g-khak-ōe,nng7khakue7,nng7khakoe7
蜘蛛紋,ti-tu-bûn,16,ti-tu-bûn,titubun5,titubun5
蝦仔盤,hê-á-puânn,16,hê-á-pôaⁿ,he5a2puann5,he5a2poann5
螭虎窗,tshi-hóo-thang,16,chhi-hó͘-thang,tshihoo2thang,chhihoo2thang
螭虎緞,tshu-hóo-tuān,16,chhu-hó͘-toān,tshuhoo2tuan7,chhuhoo2toan7
螭虎草,tshu-hóo-tshó,16,chhu-hó͘-chhó,tshuhoo2tsho2,chhuhoo2chho2
螭龍頭,tshi-liông-thâu,16,chhi-liông-thâu,tshiliong5thau5,chhiliong5thau5
螺仔片,lê-á-phìnn,16,lê-á-phìⁿ,le5a2phinn3,le5a2phinn3
衫摺路,sann-tsih-lōo,16,saⁿ-chih-lō͘,sanntsihloo7,sannchihloo7
袚繡線,phua̍h-siù-suànn,16,phoa̍h-siù-sòaⁿ,phuah8siu3suann3,phoah8siu3soann3
裝喙鬚,tsng-tshuì-tshiu,16,chng-chhùi-chhiu,tsngtshui3tshiu,chngchhui3chhiu
設計圖,siat-kè-tôo,16,siat-kè-tô͘,siatke3too5,siatke3too5
設計稿,siat-kè-kó,16,siat-kè-kó,siatke3ko2,siatke3ko2
試金石,tshì-kim-tsio̍h,16,chhì-kim-chio̍h,tshi3kimtsioh8,chhi3kimchioh8
豆油缸,tāu-iû-kng,16,tāu-iû-kng,tau7iu5kng,tau7iu5kng
豬跤楠,ti-kha-lâm,16,ti-kha-lâm,tikhalam5,tikhalam5
貼內裡,tah-lāi-lí,16,tah-lāi-lí,tahlai7li2,tahlai7li2
賊仔剾,tsha̍t-á-khau,16,chha̍t-á-khau,tshat8a2khau,chhat8a2khau
起竹背,khí-tik-puè,16,khí-tek-pòe,khi2tikpue3,khi2tekpoe3
跤踏仔,kha-ta̍h-á,16,kha-ta̍h-á,khatah8a2,khatah8a2
跤踏風,kha-ta̍h-hong,16,kha-ta̍h-hong,khatah8hong,khatah8hong
車仔線,tshia-á-suànn,16,chhia-á-sòaⁿ,tshiaa2suann3,chhiaa2soann3
車工課,tshia-khang-khuè,16,chhia-khang-khòe,tshiakhangkhue3,chhiakhangkhoe3
車輪仔,tshia-lián-á,16,chhia-lián-á,tshialian2a2,chhialian2a2
輾龍啾,liàn-lîng-tshiu,16,liàn-lêng-chhiu,lian3ling5tshiu,lian3leng5chhiu
退火爐,thuè-hué-lôo,16,thòe-hóe-lô͘,thue3hue2loo5,thoe3hoe2loo5
透明漆,thàu-bîng-tshat,16,thàu-bêng-chhat,thau3bing5tshat,thau3beng5chhat
釐仔甲,li-á-khah,16,li-á-khah,lia2khah,lia2khah
金剛砂,kim-kong-sua,16,kim-kong-soa,kimkongsua,kimkongsoa
金槓槌,kim-kòng-thuî,16,kim-kòng-thûi,kimkong3thui5,kimkong3thui5
金牌模,kim-pâi-bôo,16,kim-pâi-bô͘,kimpai5boo5,kimpai5boo5
金箔仔,kim-po̍h-á,16,kim-po̍h-á,kimpoh8a2,kimpoh8a2
金錢雲,kim-tsînn-hûn,16,kim-chîⁿ-hûn,kimtsinn5hun5,kimchinn5hun5
釘仔槌,tìng-á-thûi,16,tèng-á-thûi,ting3a2thui5,teng3a2thui5
鈕仔砧,liú-á-tiam,16,liú-á-tiam,liu2a2tiam,liu2a2tiam
鉛字架,iân-jī-kè,16,iân-jī-kè,ian5ji7ke3,ian5ji7ke3
鉛枋仔,iân-pang-á,16,iân-pang-á,ian5panga2,ian5panga2
鉛筆仔,iân-pit-á,16,iân-pit-á,ian5pita2,ian5pita2
鉸刀花,ka-to-hue,16,ka-to-hoe,katohue,katohoe
銀箔仔,gîn-po̍h-á,16,gîn-po̍h-á,gin5poh8a2,gin5poh8a2
銅抿仔,tâng-bín-á,16,tâng-bín-á,tang5bin2a2,tang5bin2a2
鋏玻璃,giap-po-lê,16,giap-po-lê,giappole5,giappole5
錢袋仔,tsînn-tē-á,16,chîⁿ-tē-á,tsinn5te7a2,chinn5te7a2
鍊帶鋸,lián-tuà-kì,16,lián-tòa-kì,lian2tua3ki3,lian2toa3ki3
鏡箱仔,kiànn-siunn-á,16,kiàⁿ-siuⁿ-á,kiann3siunna2,kiann3siunna2
鐮刈仔,liâm-li̍k-á,16,liâm-le̍k-á,liam5lik8a2,liam5lek8a2
鐵仔支,thih-á-ki,16,thih-á-ki,thiha2ki,thiha2ki
鐵仔棒,thih-á-pāng,16,thih-á-pāng,thiha2pang7,thiha2pang7
鐵冬青,thih-tang-tshenn,16,thih-tang-chheⁿ,thihtangtshenn,thihtangchhenn
鐵剪仔,thih-tsián-á,16,thih-chián-á,thihtsian2a2,thihchian2a2
鐵鎚仔,thih-thuî-á,16,thih-thûi-á,thihthui5a2,thihthui5a2
鑢橋枋,lē-kiô-pang,16,lē-kiô-pang,le7kio5pang,le7kio5pang
鑿仔檯,tsha̍k-á-tâi,16,chha̍k-á-tâi,tshak8a2tai5,chhak8a2tai5
閘榫,tsa̍h--sún,16,cha̍h--sún,tsah8sun2,chah8sun2
雕刻刀,tiau-khik-to,16,tiau-khek-to,tiaukhikto,tiaukhekto
雕刻機,tiau-khik-ki,16,tiau-khek-ki,tiaukhikki,tiaukhekki
雞卵面,ke-nn̄g-bīn,16,ke-nn̄g-bīn,kenng7bin7,kenng7bin7
雞屎雲,ke-sái-hûn,16,ke-sái-hûn,kesai2hun5,kesai2hun5
離心機,li-sim-ki,16,li-sim-ki,lisimki,lisimki
電塗燈,tiān-thôo-ting,16,tiān-thô͘-teng,tian7thoo5ting,tian7thoo5teng
電熱爐,tiān-jia̍t-lôo,16,tiān-jia̍t-lô͘,tian7jiat8loo5,tian7jiat8loo5
電風龜,tiān-hong-ku,16,tiān-hong-ku,tian7hongku,tian7hongku
青斗石,tshenn-táu-tsio̍h,16,chheⁿ-táu-chio̍h,tshenntau2tsioh8,chhenntau2chioh8
鞋拔仔,ê-pue̍h-á,16,ê-poe̍h-á,e5pueh8a2,e5poeh8a2
順手體,sūn-tshiú-thé,16,sūn-chhiú-thé,sun7tshiu2the2,sun7chhiu2the2
風車花,hong-tshia-hue,16,hong-chhia-hoe,hongtshiahue,hongchhiahoe
食生漆,tsia̍h-tshenn-tshat,16,chia̍h-chheⁿ-chhat,tsiah8tshenntshat,chiah8chhennchhat
飯攕仔,pn̄g-tshiám-á,16,pn̄g-chhiám-á,png7tshiam2a2,png7chhiam2a2
魚仔盤,hî-á-puânn,16,hî-á-pôaⁿ,hi5a2puann5,hi5a2poann5
魚籠仔,hî-láng-á,16,hî-láng-á,hi5lang2a2,hi5lang2a2
魚鱗甲,hî-lân-kah,16,hî-lân-kah,hi5lan5kah,hi5lan5kah
魚鱗紋,hî-lân-bûn,16,hî-lân-bûn,hi5lan5bun5,hi5lan5bun5
鯉魚嘴,tāi-hî-tshuî,16,tāi-hî-chhûi,tai7hi5tshui5,tai7hi5chhui5
鯊魚刀,sua-hî-to,16,soa-hî-to,suahi5to,soahi5to
鹽筒仔,iâm-tâng-á,16,iâm-tâng-á,iam5tang5a2,iam5tang5a2
麥芽膏,be̍h-gê-ko,16,be̍h-gê-ko,beh8ge5ko,beh8ge5ko
黃塗底,n̂g-thôo-té,16,n̂g-thô͘-té,ng5thoo5te2,ng5thoo5te2
黃塗粉,n̂g-thôo-hún,16,n̂g-thô͘-hún,ng5thoo5hun2,ng5thoo5hun2
黃豆粉,n̂g-tāu-hún,16,n̂g-tāu-hún,ng5tau7hun2,ng5tau7hun2
黏美金,liâm-bí-kim,16,liâm-bí-kim,liam5bi2kim,liam5bi2kim
黑墨畫,oo-ba̍k-uē,16,o͘-ba̍k-ōe,oobak8ue7,oobak8oe7
鼓仔燈,kóo-á-ting,16,kó͘-á-teng,koo2a2ting,koo2a2teng
龍椅手,liông-í-tshiú,16,liông-í-chhiú,liong5i2tshiu2,liong5i2chhiu2
龍眼葉,lîng-gíng-hio̍h,16,lêng-géng-hio̍h,ling5ging2hioh8,leng5geng2hioh8
龜甲紋,ku-kah-bûn,16,ku-kah-bûn,kukahbun5,kukahbun5
𥴊壺仔,kám-ôo-á,16,kám-ô͘-á,kam2oo5a2,kam2oo5a2
做密的,tsò-ba̍t--ê,12,chò-ba̍t--ê,tso3bat8e5,cho3bat8e5
冰種的,ping-tsíng--ê,12,peng-chéng--ê,pingtsing2e5,pengcheng2e5
戮空的,lak-khang--ê,12,lak-khang--ê,lakkhange5,lakkhange5
點火的,tiám-hué--ê,12,tiám-hóe--ê,tiam2hue2e5,tiam2hoe2e5
