hanzi,tl,frequency,poj,tl_num,poj_num,tl_notone,poj_notone
蝦仔盤,hê-á-puânn,16,hê-á-pôaⁿ,he5a2puann5,he5a2poann5,heapuann,heapoann
螭虎窗,tshi-hóo-thang,16,chhi-hó͘-thang,tshi1hoo2thang1,chhi1hoo2thang1,tshihoothang,chhihoothang
螭虎緞,tshu-hóo-tuān,16,chhu-hó͘-toān,tshu1hoo2tuan7,chhu1hoo2toan7,tshuhootuan,chhuhootoan
螭虎草,tshu-hóo-tshó,16,chhu-hó͘-chhó,tshu1hoo2tsho2,chhu1hoo2chho2,tshuhootsho,chhuhoochho
螭龍頭,tshi-liông-thâu,16,chhi-liông-thâu,tshi1liong5thau5,chhi1liong5thau5,tshiliongthau,chhiliongthau
螺仔片,lê-á-phìnn,16,lê-á-phìⁿ,le5a2phinn3,le5a2phinn3,leaphinn,leaphinn
衫摺路,sann-tsih-lōo,16,saⁿ-chih-lō͘,sann1tsih1loo7,sann1chih1loo7,sanntsihloo,sannchihloo
袚繡線,phua̍h-siù-suànn,16,phoa̍h-siù-sòaⁿ,phuah8siu3suann3,phoah8siu3soann3,phuahsiusuann,phoahsiusoann
裝喙鬚,tsng-tshuì-tshiu,16,chng-chhùi-chhiu,tsng1tshui3tshiu1,chng1chhui3chhiu1,tsngtshuitshiu,chngchhuichhiu
設計圖,siat-kè-tôo,16,siat-kè-tô͘,siat1ke3too5,siat1ke3too5,siatketoo,siatketoo
設計稿,siat-kè-kó,16,siat-kè-kó,siat1ke3ko2,siat1ke3ko2,siatkeko,siatkeko
試金石,tshì-kim-tsio̍h,16,chhì-kim-chio̍h,tshi3kim1tsioh8,chhi3kim1chioh8,tshikimtsioh,chhikimchioh
豆油缸,tāu-iû-kng,16,tāu-iû-kng,tau7iu5kng1,tau7iu5kng1,tauiukng,tauiukng
豬跤楠,ti-kha-lâm,16,ti-kha-lâm,ti1kha1lam5,ti1kha1lam5,tikhalam,tikhalam
貼內裡,tah-lāi-lí,16,tah-lāi-lí,tah1lai7li2,tah1lai7li2,tahlaili,tahlaili
賊仔剾,tsha̍t-á-khau,16,chha̍t-á-khau,tshat8a2khau1,chhat8a2khau1,tshatakhau,chhatakhau
起竹背,khí-tik-puè,16,khí-tek-pòe,khi2tik1pue3,khi2tek1poe3,khitikpue,khitekpoe
跤踏仔,kha-ta̍h-á,16,kha-ta̍h-á,kha1tah8a2,kha1tah8a2,khataha,khataha
跤踏風,kha-ta̍h-hong,16,kha-ta̍h-hong,kha1tah8hong1,kha1tah8hong1,khatahhong,khatahhong
車仔線,tshia-á-suànn,16,chhia-á-sòaⁿ,tshia1a2suann3,chhia1a2soann3,tshiaasuann,chhiaasoann
車工課,tshia-khang-khuè,16,chhia-khang-khòe,tshia1khang1khue3,chhia1khang1khoe3,tshiakhangkhue,chhiakhangkhoe
車輪仔,tshia-lián-á,16,chhia-lián-á,tshia1lian2a2,chhia1lian2a2,tshialiana,chhialiana
輾龍啾,liàn-lîng-tshiu,16,liàn-lêng-chhiu,lian3ling5tshiu1,lian3leng5chhiu1,lianlingtshiu,lianlengchhiu
退火爐,thuè-hué-lôo,16,thòe-hóe-lô͘,thue3hue2loo5,thoe3hoe2loo5,thuehueloo,thoehoeloo
透明漆,thàu-bîng-tshat,16,thàu-bêng-chhat,thau3bing5tshat1,thau3beng5chhat1,thaubingtshat,thaubengchhat
釐仔甲,li-á-khah,16,li-á-khah,li1a2khah1,li1a2khah1,liakhah,liakhah
金剛砂,kim-kong-sua,16,kim-kong-soa,kim1kong1sua1,kim1kong1soa1,kimkongsua,kimkongsoa
金槓槌,kim-kòng-thuî,16,kim-kòng-thûi,kim1kong3thui5,kim1kong3thui5,kimkongthui,kimkongthui
金牌模,kim-pâi-bôo,16,kim-pâi-bô͘,kim1pai5boo5,kim1pai5boo5,kimpaiboo,kimpaiboo
金箔仔,kim-po̍h-á,16,kim-po̍h-á,kim1poh8a2,kim1poh8a2,kimpoha,kimpoha
金錢雲,kim-tsînn-hûn,16,kim-chîⁿ-hûn,kim1tsinn5hun5,kim1chinn5hun5,kimtsinnhun,kimchinnhun
釘仔槌,tìng-á-thûi,16,tèng-á-thûi,ting3a2thui5,teng3a2thui5,tingathui,tengathui
鈕仔砧,liú-á-tiam,16,liú-á-tiam,liu2a2tiam1,liu2a2tiam1,liuatiam,liuatiam
鉛字架,iân-jī-kè,16,iân-jī-kè,ian5ji7ke3,ian5ji7ke3,ianjike,ianjike
鉛枋仔,iân-pang-á,16,iân-pang-á,ian5pang1a2,ian5pang1a2,ianpanga,ianpanga
鉛筆仔,iân-pit-á,16,iân-pit-á,ian5pit1a2,ian5pit1a2,ianpita,ianpita
鉸刀花,ka-to-hue,16,ka-to-hoe,ka1to1hue1,ka1to1hoe1,katohue,katohoe
銀箔仔,gîn-po̍h-á,16,gîn-po̍h-á,gin5poh8a2,gin5poh8a2,ginpoha,ginpoha
銅抿仔,tâng-bín-á,16,tâng-bín-á,tang5bin2a2,tang5bin2a2,tangbina,tangbina
鋏玻璃,giap-po-lê,16,giap-po-lê,giap1po1le5,giap1po1le5,giappole,giappole
錢袋仔,tsînn-tē-á,16,chîⁿ-tē-á,tsinn5te7a2,chinn5te7a2,tsinntea,chinntea
鍊帶鋸,lián-tuà-kì,16,lián-tòa-kì,lian2tua3ki3,lian2toa3ki3,liantuaki,liantoaki
鏡箱仔,kiànn-siunn-á,16,kiàⁿ-siuⁿ-á,kiann3siunn1a2,kiann3siunn1a2,kiannsiunna,kiannsiunna
鐮刈仔,liâm-li̍k-á,16,liâm-le̍k-á,liam5lik8a2,liam5lek8a2,liamlika,liamleka
鐵仔支,thih-á-ki,16,thih-á-ki,thih1a2ki1,thih1a2ki1,thihaki,thihaki
鐵仔棒,thih-á-pāng,16,thih-á-pāng,thih1a2pang7,thih1a2pang7,thihapang,thihapang
鐵冬青,thih-tang-tshenn,16,thih-tang-chheⁿ,thih1tang1tshenn1,thih1tang1chhenn1,thihtangtshenn,thihtangchhenn
鐵剪仔,thih-tsián-á,16,thih-chián-á,thih1tsian2a2,thih1chian2a2,thihtsiana,thihchiana
鐵鎚仔,thih-thuî-á,16,thih-thûi-á,thih1thui5a2,thih1thui5a2,thihthuia,thihthuia
鑢橋枋,lē-kiô-pang,16,lē-kiô-pang,le7kio5pang1,le7kio5pang1,lekiopang,lekiopang
鑿仔檯,tsha̍k-á-tâi,16,chha̍k-á-tâi,tshak8a2tai5,chhak8a2tai5,tshakatai,chhakatai
閘榫,tsa̍h--sún,16,cha̍h--sún,tsah8sun2,chah8sun2,tsahsun,chahsun
雕刻刀,tiau-khik-to,16,tiau-khek-to,tiau1khik1to1,tiau1khek1to1,tiaukhikto,tiaukhekto
雕刻機,tiau-khik-ki,16,tiau-khek-ki,tiau1khik1ki1,tiau1khek1ki1,tiaukhikki,tiaukhekki
雞卵面,ke-nn̄g-bīn,16,ke-nn̄g-bīn,ke1nng7bin7,ke1nng7bin7,kenngbin,kenngbin
雞屎雲,ke-sái-hûn,16,ke-sái-hûn,ke1sai2hun5,ke1sai2hun5,kesaihun,kesaihun
離心機,li-sim-ki,16,li-sim-ki,li1sim1ki1,li1sim1ki1,lisimki,lisimki
電塗燈,tiān-thôo-ting,16,tiān-thô͘-teng,tian7thoo5ting1,tian7thoo5teng1,tianthooting,tianthooteng
電熱爐,tiān-jia̍t-lôo,16,tiān-jia̍t-lô͘,tian7jiat8loo5,tian7jiat8loo5,tianjiatloo,tianjiatloo
電風龜,tiān-hong-ku,16,tiān-hong-ku,tian7hong1ku1,tian7hong1ku1,tianhongku,tianhongku
青斗石,tshenn-táu-tsio̍h,16,chheⁿ-táu-chio̍h,tshenn1tau2tsioh8,chhenn1tau2chioh8,tshenntautsioh,chhenntauchioh
鞋拔仔,ê-pue̍h-á,16,ê-poe̍h-á,e5pueh8a2,e5poeh8a2,epueha,epoeha
順手體,sūn-tshiú-thé,16,sūn-chhiú-thé,sun7tshiu2the2,sun7chhiu2the2,suntshiuthe,sunchhiuthe
風車花,hong-tshia-hue,16,hong-chhia-hoe,hong1tshia1hue1,hong1chhia1hoe1,hongtshiahue,hongchhiahoe
食生漆,tsia̍h-tshenn-tshat,16,chia̍h-chheⁿ-chhat,tsiah8tshenn1tshat1,chiah8chhenn1chhat1,tsiahtshenntshat,chiahchhennchhat
飯攕仔,pn̄g-tshiám-á,16,pn̄g-chhiám-á,png7tshiam2a2,png7chhiam2a2,pngtshiama,pngchhiama
魚仔盤,hî-á-puânn,16,hî-á-pôaⁿ,hi5a2puann5,hi5a2poann5,hiapuann,hiapoann
魚籠仔,hî-láng-á,16,hî-láng-á,hi5lang2a2,hi5lang2a2,hilanga,hilanga
魚鱗甲,hî-lân-kah,16,hî-lân-kah,hi5lan5kah1,hi5lan5kah1,hilankah,hilankah
魚鱗紋,hî-lân-bûn,16,hî-lân-bûn,hi5lan5bun5,hi5lan5bun5,hilanbun,hilanbun
鯉魚嘴,tāi-hî-tshuî,16,tāi-hî-chhûi,tai7hi5tshui5,tai7hi5chhui5,taihitshui,taihichhui
鯊魚刀,sua-hî-to,16,soa-hî-to,sua1hi5to1,soa1hi5to1,suahito,soahito
鹽筒仔,iâm-tâng-á,16,iâm-tâng-á,iam5tang5a2,iam5tang5a2,iamtanga,iamtanga
麥芽膏,be̍h-gê-ko,16,be̍h-gê-ko,beh8ge5ko1,beh8ge5ko1,behgeko,behgeko
黃塗底,n̂g-thôo-té,16,n̂g-thô͘-té,ng5thoo5te2,ng5thoo5te2,ngthoote,ngthoote
黃塗粉,n̂g-thôo-hún,16,n̂g-thô͘-hún,ng5thoo5hun2,ng5thoo5hun2,ngthoohun,ngthoohun
黃豆粉,n̂g-tāu-hún,16,n̂g-tāu-hún,ng5tau7hun2,ng5tau7hun2,ngtauhun,ngtauhun
黏美金,liâm-bí-kim,16,liâm-bí-kim,liam5bi2kim1,liam5bi2kim1,liambikim,liambikim
黑墨畫,oo-ba̍k-uē,16,o͘-ba̍k-ōe,oo1bak8ue7,oo1bak8oe7,oobakue,oobakoe
鼓仔燈,kóo-á-ting,16,kó͘-á-teng,koo2a2ting1,koo2a2teng1,kooating,kooateng
龍椅手,liông-í-tshiú,16,liông-í-chhiú,liong5i2tshiu2,liong5i2chhiu2,liongitshiu,liongichhiu
龍眼葉,lîng-gíng-hio̍h,16,lêng-géng-hio̍h,ling5ging2hioh8,leng5geng2hioh8,lingginghioh,lenggenghioh
龜甲紋,ku-kah-bûn,16,ku-kah-bûn,ku1kah1bun5,ku1kah1bun5,kukahbun,kukahbun
𥴊壺仔,kám-ôo-á,16,kám-ô͘-á,kam2oo5a2,kam2oo5a2,kamooa,kamooa
做密的,tsò-ba̍t--ê,12,chò-ba̍t--ê,tso3bat8e5,cho3bat8e5,tsobate,chobate
冰種的,ping-tsíng--ê,12,peng-chéng--ê,ping1tsing2e5,peng1cheng2e5,pingtsinge,pengchenge
戮空的,lak-khang--ê,12,lak-khang--ê,lak1khang1e5,lak1khang1e5,lakkhange,lakkhange
點火的,tiám-hué--ê,12,tiám-hóe--ê,tiam2hue2e5,tiam2hoe2e5,tiamhuee,tiamhoee
