tl,hanzi,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,itaigi
bi̍t-bé-huè-pè,密碼貨幣,12,bi̍t-bé-hòe-pè,bit8be2hue3pe3,bit8be2hoe3pe3,bitbehuepe,bitbehoepe,bbhp,bbhp,True
tshím-tâi-lia̍t-tshia,寢台列車,12,chhím-tâi-lia̍t-chhia,tshim2tai5liat8tshia1,chhim2tai5liat8chhia1,tshimtailiattshia,chhimtailiatchhia,ttlt,ctlc,True
si̍t-si̍p-i-su,實習醫師,12,si̍t-si̍p-i-su,sit8sip8i1su1,sit8sip8i1su1,sitsipisu,sitsipisu,ssis,ssis,True
tsa̍t-thâu-tsa̍t-náu,實頭實腦,12,cha̍t-thâu-cha̍t-náu,tsat8thau5tsat8nau2,chat8thau5chat8nau2,tsatthautsatnau,chatthauchatnau,tttn,ctcn,True
khuann-khuann-á-lâi,寬寬仔來,12,khoaⁿ-khoaⁿ-á-lâi,khuann1khuann1a2lai5,khoann1khoann1a2lai5,khuannkhuannalai,khoannkhoannalai,kkal,kkal,True
hong-tshuì-tē-á,封喙袋仔,12,hong-chhùi-tē-á,hong1tshui3te7a2,hong1chhui3te7a2,hongtshuitea,hongchhuitea,htta,hcta,True
tsiong-sim-pí-sim,將心比心,12,chiong-sim-pí-sim,tsiong1sim1pi2sim1,chiong1sim1pi2sim1,tsiongsimpisim,chiongsimpisim,tsps,csps,True
tsiang-tshò-tsiū-tshò,將錯就錯,12,chiang-chhò-chiū-chhò,tsiang1tsho3tsiu7tsho3,chiang1chho3chiu7chho3,tsiangtshotsiutsho,chiangchhochiuchho,tttt,cccc,True
tsiong-tshò-tsiū-tshò,將錯就錯,12,chiong-chhò-chiū-chhò,tsiong1tsho3tsiu7tsho3,chiong1chho3chiu7chho3,tsiongtshotsiutsho,chiongchhochiuchho,tttt,cccc,True
tsuan-bûn-tan-jī,專門單字,12,choan-bûn-tan-jī,tsuan1bun5tan1ji7,choan1bun5tan1ji7,tsuanbuntanji,choanbuntanji,tbtj,cbtj,True
tuì-ē-kàu-tíng,對下到頂,12,tùi-ē-kàu-téng,tui3e7kau3ting2,tui3e7kau3teng2,tuiekauting,tuiekauteng,tekt,tekt,True
tuì-tshuì-gé-sé,對喙㤉洗,12,tùi-chhùi-gé-sé,tui3tshui3ge2se2,tui3chhui3ge2se2,tuitshuigese,tuichhuigese,ttgs,tcgs,True
tuì-gû-tuânn-khîm,對牛彈琴,12,tùi-gû-tôaⁿ-khîm,tui3gu5tuann5khim5,tui3gu5toann5khim5,tuigutuannkhim,tuigutoannkhim,tgtk,tgtk,True
tuì-gû-tha̍k-king,對牛讀經,12,tùi-gû-tha̍k-keng,tui3gu5thak8king1,tui3gu5thak8keng1,tuiguthakking,tuiguthakkeng,tgtk,tgtk,True
tuì-tsîn-kiânn-lōo,對繩行路,12,tùi-chîn-kiâⁿ-lō͘,tui3tsin5kiann5loo7,tui3chin5kiann5loo7,tuitsinkiannloo,tuichinkiannloo,ttkl,tckl,True
sió-luí--leh,小䉪咧,12,sió-lúi--leh,sio2lui2leh4,sio2lui2leh4,sioluileh,sioluileh,sll,sll,True
sió-tshit-ko-á,小七哥仔,12,sió-chhit-ko-á,sio2tshit4ko1a2,sio2chhit4ko1a2,siotshitkoa,siochhitkoa,stka,scka,True
sió-khuá-lâng-á,小可人仔,12,sió-khóa-lâng-á,sio2khua2lang5a2,sio2khoa2lang5a2,siokhualanga,siokhoalanga,skla,skla,True
sió-khuá-tāi-tsì,小可代誌,12,sió-khóa-tāi-chì,sio2khua2tai7tsi3,sio2khoa2tai7chi3,siokhuataitsi,siokhoataichi,sktt,sktc,True
sió-khuá-sing-lí,小可生理,12,sió-khóa-seng-lí,sio2khua2sing1li2,sio2khoa2seng1li2,siokhuasingli,siokhoasengli,sksl,sksl,True
sió-suann-lūn-á,小山崙仔,12,sió-soaⁿ-lūn-á,sio2suann1lun7a2,sio2soann1lun7a2,siosuannluna,siosoannluna,ssla,ssla,True
sió-sim-sè-jī,小心細膩,12,sió-sim-sè-jī,sio2sim1se3ji7,sio2sim1se3ji7,siosimseji,siosimseji,sssj,sssj,True
sió-tán-tsi̍t-ē,小等一下,12,sió-tán-chi̍t-ē,sio2tan2tsit8e7,sio2tan2chit8e7,siotantsite,siotanchite,stte,stce,True
sió-kuè-nî-á,小過年仔,12,sió-kòe-nî-á,sio2kue3ni5a2,sio2koe3ni5a2,siokuenia,siokoenia,skna,skna,True
sió-pok-kut-tan,小駁骨丹,12,sió-pok-kut-tan,sio2pok4kut4tan1,sio2pok4kut4tan1,siopokkuttan,siopokkuttan,spkt,spkt,True
siáu-kuí-á-khak,小鬼仔殼,12,siáu-kúi-á-khak,siau2kui2a2khak4,siau2kui2a2khak4,siaukuiakhak,siaukuiakhak,skak,skak,True
sió-kuí-á-khì,小鬼仔氣,12,sió-kúi-á-khì,sio2kui2a2khi3,sio2kui2a2khi3,siokuiakhi,siokuiakhi,skak,skak,True
sió-kuí-á-siòng,小鬼仔相,12,sió-kúi-á-siòng,sio2kui2a2siong3,sio2kui2a2siong3,siokuiasiong,siokuiasiong,skas,skas,True
siàu-lí-sî-tāi,少女時代,12,siàu-lí-sî-tāi,siau3li2si5tai7,siau3li2si5tai7,siaulisitai,siaulisitai,slst,slst,True
siàu-lú-sî-tāi,少女時代,12,siàu-lú-sî-tāi,siau3lu2si5tai7,siau3lu2si5tai7,siaulusitai,siaulusitai,slst,slst,True
siàu-liân--ê,少年个,12,siàu-liân--ê,siau3lian5e5,siau3lian5e5,siauliane,siauliane,sle,sle,True
siàu-liân-si̍k-kut,少年熟骨,12,siàu-liân-se̍k-kut,siau3lian5sik8kut4,siau3lian5sek8kut4,siauliansikkut,siauliansekkut,slsk,slsk,True
siàu-liân-ang-bóo,少年翁某,12,siàu-liân-ang-bó͘,siau3lian5ang1boo2,siau3lian5ang1boo2,siaulianangboo,siaulianangboo,slab,slab,True
siàu-liân-ló-sîng,少年老成,12,siàu-liân-ló-sêng,siau3lian5lo2sing5,siau3lian5lo2seng5,siaulianlosing,siaulianloseng,slls,slls,True
siàu-liân-tshóng-pōng,少年衝碰,12,siàu-liân-chhóng-pōng,siau3lian5tshong2pong7,siau3lian5chhong2pong7,siauliantshongpong,siaulianchhongpong,sltp,slcp,True
siàu-liân-thâu-ke,少年頭家,12,siàu-liân-thâu-ke,siau3lian5thau5ke1,siau3lian5thau5ke1,siaulianthauke,siaulianthauke,sltk,sltk,True
tsiam-tshuì--ê,尖喙的,12,chiam-chhùi--ê,tsiam1tshui3e5,chiam1chhui3e5,tsiamtshuie,chiamchhuie,tte,cce,True
tsiam-koh-tsu-tó,尖閣諸島,12,chiam-koh-chu-tó,tsiam1koh4tsu1to2,chiam1koh4chu1to2,tsiamkohtsuto,chiamkohchuto,tktt,ckct,True
tsiam-koh-tsu-tóo,尖閣諸島,12,chiam-koh-chu-tó͘,tsiam1koh4tsu1too2,chiam1koh4chu1too2,tsiamkohtsutoo,chiamkohchutoo,tktt,ckct,True
ang-á-thâu-kiànn,尪仔頭鏡,12,ang-á-thâu-kiàⁿ,ang1a2thau5kiann3,ang1a2thau5kiann3,angathaukiann,angathaukiann,aatk,aatk,True
tō-tio̍h--m̄,就著毋,12,tō-tio̍h--m̄,to7tioh8m7,to7tioh8m7,totiohm,totiohm,ttm,ttm,True
kha-tshng--lah,尻川啦,12,kha-chhng--lah,kha1tshng1lah4,kha1chhng1lah4,khatshnglah,khachhnglah,ktl,kcl,True
bué-àm-á-sî,尾暗仔時,12,bóe-àm-á-sî,bue2am3a2si5,boe2am3a2si5,bueamasi,boeamasi,baas,baas,True
jiō-sui-kùn-á,尿𦉎棍仔,12,jiō-sui-kùn-á,jio7sui1kun3a2,jio7sui1kun3a2,jiosuikuna,jiosuikuna,jska,jska,True
phuì-that-gín-á,屁窒囡仔,12,phùi-that-gín-á,phui3that4gin2a2,phui3that4gin2a2,phuithatgina,phuithatgina,ptga,ptga,True
ki-ka-ho̍k-bū,居家服務,12,ki-ka-ho̍k-bū,ki1ka1hok8bu7,ki1ka1hok8bu7,kikahokbu,kikahokbu,kkhb,kkhb,True
suann-tē-mn̂g-hiong,山地門鄉,12,soaⁿ-tē-mn̂g-hiong,suann1te7mng5hiong1,soann1te7mng5hiong1,suanntemnghiong,soanntemnghiong,stmh,stmh,True
suann-tang-pe̍h-á,山東白仔,12,soaⁿ-tang-pe̍h-á,suann1tang1peh8a2,soann1tang1peh8a2,suanntangpeha,soanntangpeha,stpa,stpa,True
suann-khe-á-tsuí,山溪仔水,12,soaⁿ-khe-á-chúi,suann1khe1a2tsui2,soann1khe1a2chui2,suannkheatsui,soannkheachui,skat,skac,True
san-tin-hái-tshò,山珍海錯,12,san-tin-hái-chhò,san1tin1hai2tsho3,san1tin1hai2chho3,santinhaitsho,santinhaichho,stht,sthc,True
san-khîng-hái-kiat,山窮海竭,12,san-khêng-hái-kiat,san1khing5hai2kiat4,san1kheng5hai2kiat4,sankhinghaikiat,sankhenghaikiat,skhk,skhk,True
suann-ue-á-tshài,山萵仔菜,12,soaⁿ-oe-á-chhài,suann1ue1a2tshai3,soann1oe1a2chhai3,suannueatshai,soannoeachhai,suat,soac,True
suann-ti-mn̂g-hiong,山豬毛鄉,12,soaⁿ-ti-mn̂g-hiong,suann1ti1mng5hiong1,soann1ti1mng5hiong1,suanntimnghiong,soanntimnghiong,stmh,stmh,True
suann-tíng-bué-liu,山頂尾溜,12,soaⁿ-téng-bóe-liu,suann1ting2bue2liu1,soann1teng2boe2liu1,suanntingbueliu,soanntengboeliu,stbl,stbl,True
suann-thâu-niá-bué,山頭嶺尾,12,soaⁿ-thâu-niá-bóe,suann1thau5nia2bue2,soann1thau5nia2boe2,suannthauniabue,soannthauniaboe,stnb,stnb,True
suann-thâu-khok-bué,山頭擴尾,12,soaⁿ-thâu-khok-bóe,suann1thau5khok4bue2,soann1thau5khok4boe2,suannthaukhokbue,soannthaukhokboe,stkb,stkb,True
tó-sū-thinn-kng,島嶼天光,12,tó-sū-thiⁿ-kng,to2su7thinn1kng1,to2su7thinn1kng1,tosuthinnkng,tosuthinnkng,tstk,tstk,True
khàm-hīnn-á-bō,崁耳仔帽,12,khàm-hīⁿ-á-bō,kham3hinn7a2bo7,kham3hinn7a2bo7,khamhinnabo,khamhinnabo,khab,khab,True
kang-puē-kong-puànn,工倍功半,12,kang-pōe-kong-pòaⁿ,kang1pue7kong1puann3,kang1poe7kong1poann3,kangpuekongpuann,kangpoekongpoann,kpkp,kpkp,True
kang-puànn-kong-puē,工半功倍,12,kang-pòaⁿ-kong-pōe,kang1puann3kong1pue7,kang1poann3kong1poe7,kangpuannkongpue,kangpoannkongpoe,kpkp,kpkp,True
kang-gia̍p-kik-bīng,工業革命,12,kang-gia̍p-kek-bēng,kang1giap8kik4bing7,kang1giap8kek4beng7,kanggiapkikbing,kanggiapkekbeng,kgkb,kgkb,True
kang-tîng-sòo-ha̍k,工程數學,12,kang-têng-sò͘-ha̍k,kang1ting5soo3hak8,kang1teng5soo3hak8,kangtingsoohak,kangtengsoohak,ktsh,ktsh,True
khiáu-tshiú-ki-á,巧手機仔,12,khiáu-chhiú-ki-á,khiau2tshiu2ki1a2,khiau2chhiu2ki1a2,khiautshiukia,khiauchhiukia,ktka,kcka,True
tsha-tsi̍t-thinn-tē,差一天地,12,chha-chi̍t-thiⁿ-tē,tsha1tsit8thinn1te7,chha1chit8thinn1te7,tshatsitthinnte,chhachitthinnte,tttt,cctt,True
ik-ing-kuè-tiānn,已經過定,12,ek-eng-kòe-tiāⁿ,ik4ing1kue3tiann7,ek4eng1koe3tiann7,ikingkuetiann,ekengkoetiann,iikt,eekt,True
pa-li̍k-su-thán,巴勒斯坦,12,pa-le̍k-su-thán,pa1lik8su1than2,pa1lek8su1than2,paliksuthan,paleksuthan,plst,plst,True
pa-lûn-pōo-tsháu,巴圇哺草,12,pa-lûn-pō͘-chháu,pa1lun5poo7tshau2,pa1lun5poo7chhau2,palunpootshau,palunpoochhau,plpt,plpc,True
pa-tuā-ia̍h-á,巴大蛾仔,12,pa-tōa-ia̍h-á,pa1tua7iah8a2,pa1toa7iah8a2,patuaiaha,patoaiaha,ptia,ptia,True
hāng-á-lāi-ê,巷仔內个,12,hāng-á-lāi-ê,hang7a2lai7e5,hang7a2lai7e5,hangalaie,hangalaie,hale,hale,True
pòo-ta̍t-la-king,布達拉宮,12,pò͘-ta̍t-la-keng,poo3tat8la1king1,poo3tat8la1keng1,pootatlaking,pootatlakeng,ptlk,ptlk,True
pòo-lí-su-thok,布里斯托,12,pò͘-lí-su-thok,poo3li2su1thok4,poo3li2su1thok4,poolisuthok,poolisuthok,plst,plst,True
pòo-lí-su-thuh,布里斯托,12,pò͘-lí-su-thuh,poo3li2su1thuh4,poo3li2su1thuh4,poolisuthuh,poolisuthuh,plst,plst,True
pòo-lí-su-má,布里斯瑪,12,pò͘-lí-su-má,poo3li2su1ma2,poo3li2su1ma2,poolisuma,poolisuma,plsm,plsm,True
phâng-pòo-tē-á,帆布袋仔,12,phâng-pò͘-tē-á,phang5poo3te7a2,phang5poo3te7a2,phangpootea,phangpootea,ppta,ppta,True
su-huān-ha̍k-īnn,師範學院,12,su-hoān-ha̍k-īⁿ,su1huan7hak8inn7,su1hoan7hak8inn7,suhuanhakinn,suhoanhakinn,shhi,shhi,True
tuà-pēnn-ji̍p-kíng,帶病入境,12,tòa-pēⁿ-ji̍p-kéng,tua3penn7jip8king2,toa3penn7jip8keng2,tuapennjipking,toapennjipkeng,tpjk,tpjk,True
hàinn--tiong-tshiu,幌中秋,12,hàiⁿ--tiong-chhiu,hainn3tiong1tshiu1,hainn3tiong1chhiu1,hainntiongtshiu,hainntiongchhiu,htt,htc,True
kan-tann-ē-tàng,干焦會當,12,kan-taⁿ-ē-tàng,kan1tann1e7tang3,kan1tann1e7tang3,kantannetang,kantannetang,ktet,ktet,True
pîng-kun-kong-lu̍t,平均功率,12,pêng-kun-kong-lu̍t,ping5kun1kong1lut8,peng5kun1kong1lut8,pingkunkonglut,pengkunkonglut,pkkl,pkkl,True
pîng-kin-sok-tōo,平均速度,12,pêng-kin-sok-tō͘,ping5kin1sok4too7,peng5kin1sok4too7,pingkinsoktoo,pengkinsoktoo,pkst,pkst,True
pîng-kin-sok-lu̍t,平均速率,12,pêng-kin-sok-lu̍t,ping5kin1sok4lut8,peng5kin1sok4lut8,pingkinsoklut,pengkinsoklut,pksl,pksl,True
pîng-an-sî-tāi,平安時代,12,pêng-an-sî-tāi,ping5an1si5tai7,peng5an1si5tai7,pingansitai,pengansitai,past,past,True
pêⁿ-chha-sò͘-chōa,平差數逝,12,pêⁿ-chha-sò͘-chōa,peⁿ5chha1so͘3choa7,penn5chha1soo3choa7,peⁿchhaso͘choa,pennchhasoochoa,pcsc,pcsc,True
pîng-pîng-an-an,平平安安,12,pêng-pêng-an-an,ping5ping5an1an1,peng5peng5an1an1,pingpinganan,pengpenganan,ppaa,ppaa,True
pîng-hong-kong-hun,平方公分,12,pêng-hong-kong-hun,ping5hong1kong1hun1,peng5hong1kong1hun1,pinghongkonghun,penghongkonghun,phkh,phkh,True
pênn-pang-tiān-náu,平枋電腦,12,pêⁿ-pang-tiān-náu,penn5pang1tian7nau2,penn5pang1tian7nau2,pennpangtiannau,pennpangtiannau,pptn,pptn,True
pêⁿ-pí-sò͘-chōa,平比數逝,12,pêⁿ-pí-sò͘-chōa,peⁿ5pi2so͘3choa7,penn5pi2soo3choa7,peⁿpiso͘choa,pennpisoochoa,ppsc,ppsc,True
pîng-hîng-sî-khong,平行時空,12,pêng-hêng-sî-khong,ping5hing5si5khong1,peng5heng5si5khong1,pinghingsikhong,penghengsikhong,phsk,phsk,True
nî-té-tsióng-kim,年底獎金,12,nî-té-chióng-kim,ni5te2tsiong2kim1,ni5te2chiong2kim1,nitetsiongkim,nitechiongkim,nttk,ntck,True
nî-kim-kái-kik,年金改革,12,nî-kim-kái-kek,ni5kim1kai2kik4,ni5kim1kai2kek4,nikimkaikik,nikimkaikek,nkkk,nkkk,True
kàn-tuā-khiân-khun,幹大乾坤,12,kàn-tōa-khiân-khun,kan3tua7khian5khun1,kan3toa7khian5khun1,kantuakhiankhun,kantoakhiankhun,ktkk,ktkk,True
iu-iu-á-thiànn,幽幽仔疼,12,iu-iu-á-thiàⁿ,iu1iu1a2thiann3,iu1iu1a2thiann3,iuiuathiann,iuiuathiann,iiat,iiat,True
tsng-thâu-lia̍h-ti,庄頭掠豬,12,chng-thâu-lia̍h-ti,tsng1thau5liah8ti1,chng1thau5liah8ti1,tsngthauliahti,chngthauliahti,ttlt,ctlt,True
iông-hu-sio̍k-tsú,庸夫俗子,12,iông-hu-sio̍k-chú,iong5hu1siok8tsu2,iong5hu1siok8chu2,ionghusioktsu,ionghusiokchu,ihst,ihsc,True
huì-uē-kiám-kóng,廢話減講,12,hùi-ōe-kiám-kóng,hui3ue7kiam2kong2,hui3oe7kiam2kong2,huiuekiamkong,huioekiamkong,hukk,hokk,True
kóng-pòo-tiān-tâi,廣播電台,12,kóng-pò͘-tiān-tâi,kong2poo3tian7tai5,kong2poo3tian7tai5,kongpootiantai,kongpootiantai,kptt,kptt,True
kóng-ti̍k-tsun-ông,廣澤尊王,12,kóng-te̍k-chun-ông,kong2tik8tsun1ong5,kong2tek8chun1ong5,kongtiktsunong,kongtekchunong,ktto,ktco,True
iân-pîng-kūn-ông,延平郡王,12,iân-pêng-kūn-ông,ian5ping5kun7ong5,ian5peng5kun7ong5,ianpingkunong,ianpengkunong,ipko,ipko,True
kiàn-tì-ke-āu,建置家後,12,kiàn-tì-ke-āu,kian3ti3ke1au7,kian3ti3ke1au7,kiantikeau,kiantikeau,ktka,ktka,True
lōng-ke-suánn-the̍h,弄家散宅,12,lōng-ke-sóaⁿ-the̍h,long7ke1suann2theh8,long7ke1soann2theh8,longkesuanntheh,longkesoanntheh,lkst,lkst,True
lāng-lîng-lāng-sai,弄龍弄獅,12,lāng-lêng-lāng-sai,lang7ling5lang7sai1,lang7leng5lang7sai1,langlinglangsai,langlenglangsai,llls,llls,True
tng-báng-á-ting,張蠓仔燈,12,tng-báng-á-teng,tng1bang2a2ting1,tng1bang2a2teng1,tngbangating,tngbangateng,tbat,tbat,True
tuânn-uân-tsi-tē,彈丸之地,12,tôaⁿ-oân-chi-tē,tuann5uan5tsi1te7,toann5oan5chi1te7,tuannuantsite,toannoanchite,tutt,toct,True
uan-uan-uat-uat,彎彎斡斡,12,oan-oan-oat-oat,uan1uan1uat4uat4,oan1oan1oat4oat4,uanuanuatuat,oanoanoatoat,uuuu,oooo,True
uan-ke-uat-kak,彎街斡角,12,oan-ke-oat-kak,uan1ke1uat4kak4,oan1ke1oat4kak4,uankeuatkak,oankeoatkak,ukuk,okok,True
tshái-sik-iân-pit,彩色鉛筆,12,chhái-sek-iân-pit,tshai2sik4ian5pit4,chhai2sek4ian5pit4,tshaisikianpit,chhaisekianpit,tsip,csip,True
iánn--tsi̍t-ē,影一下,12,iáⁿ--chi̍t-ē,iann2tsit8e7,iann2chit8e7,ianntsite,iannchite,ite,ice,True
āu-piah-thé-uī,後壁體位,12,āu-piah-thé-ūi,au7piah4the2ui7,au7piah4the2ui7,aupiahtheui,aupiahtheui,aptu,aptu,True
āu-pái-bē-sái,後擺袂使,12,āu-pái-bē-sái,au7pai2be7sai2,au7pai2be7sai2,aupaibesai,aupaibesai,apbs,apbs,True
āu-táu-khok-á,後斗擴仔,12,āu-táu-khok-á,au7tau2khok4a2,au7tau2khok4a2,autaukhoka,autaukhoka,atka,atka,True
tik-lióng-bōng-sio̍k,得隴望蜀,12,tek-lióng-bōng-sio̍k,tik4liong2bong7siok8,tek4liong2bong7siok8,tikliongbongsiok,tekliongbongsiok,tlbs,tlbs,True
khiā-suann-thâu-ke,徛山頭家,12,khiā-soaⁿ-thâu-ke,khia7suann1thau5ke1,khia7soann1thau5ke1,khiasuannthauke,khiasoannthauke,kstk,kstk,True
khiā-tsin-khiā-hiān,徛真徛現,12,khiā-chin-khiā-hiān,khia7tsin1khia7hian7,khia7chin1khia7hian7,khiatsinkhiahian,khiachinkhiahian,ktkh,kckh,True
tsiông-kim-í-hiō,從今以後,12,chiông-kim-í-hiō,tsiong5kim1i2hio7,chiong5kim1i2hio7,tsiongkimihio,chiongkimihio,tkih,ckih,True
tsiông-kim-í-āu,從今以後,12,chiông-kim-í-āu,tsiong5kim1i2au7,chiong5kim1i2au7,tsiongkimiau,chiongkimiau,tkia,ckia,True
bî-bî-á-kng,微微仔光,12,bî-bî-á-kng,bi5bi5a2kng1,bi5bi5a2kng1,bibiakng,bibiakng,bbak,bbak,True
tik-lá-uá-tsiu,德拉瓦州,12,tek-lá-óa-chiu,tik4la2ua2tsiu1,tek4la2oa2chiu1,tiklauatsiu,teklaoachiu,tlut,tloc,True
sim-tsi-sóo-tsāi,心之所在,12,sim-chi-só͘-chāi,sim1tsi1soo2tsai7,sim1chi1soo2chai7,simtsisootsai,simchisoochai,stst,scsc,True
sim-lāi-iú-sòo,心內有數,12,sim-lāi-iú-sò͘,sim1lai7iu2soo3,sim1lai7iu2soo3,simlaiiusoo,simlaiiusoo,slis,slis,True
sim-lāi-tsai-tsai,心內知知,12,sim-lāi-chai-chai,sim1lai7tsai1tsai1,sim1lai7chai1chai1,simlaitsaitsai,simlaichaichai,sltt,slcc,True
sim-hiòng-sóo-tsāi,心向所在,12,sim-hiòng-só͘-chāi,sim1hiong3soo2tsai7,sim1hiong3soo2chai7,simhiongsootsai,simhiongsoochai,shst,shsc,True
sim-sim-liām-liām,心心念念,12,sim-sim-liām-liām,sim1sim1liam7liam7,sim1sim1liam7liam7,simsimliamliam,simsimliamliam,ssll,ssll,True
sim-ài--ê,心愛的,12,sim-ài--ê,sim1ai3e5,sim1ai3e5,simaie,simaie,sae,sae,True
sim-kông-hué-jia̍t,心狂火熱,12,sim-kông-hóe-jia̍t,sim1kong5hue2jiat8,sim1kong5hoe2jiat8,simkonghuejiat,simkonghoejiat,skhj,skhj,True
sim-kông-hué-to̍h,心狂火著,12,sim-kông-hóe-to̍h,sim1kong5hue2toh8,sim1kong5hoe2toh8,simkonghuetoh,simkonghoetoh,skht,skht,True
sim-kông-sò-jia̍t,心狂燥熱,12,sim-kông-sò-jia̍t,sim1kong5so3jiat8,sim1kong5so3jiat8,simkongsojiat,simkongsojiat,sksj,sksj,True
sim-lí-sìng-pia̍t,心理性別,12,sim-lí-sèng-pia̍t,sim1li2sing3piat8,sim1li2seng3piat8,simlisingpiat,simlisengpiat,slsp,slsp,True
sim-ti̍t-tshuì-khuài,心直喙快,12,sim-ti̍t-chhùi-khoài,sim1tit8tshui3khuai3,sim1tit8chhui3khoai3,simtittshuikhuai,simtitchhuikhoai,sttk,stck,True
sim-king-hué-to̍h,心經火著,12,sim-keng-hóe-to̍h,sim1king1hue2toh8,sim1keng1hoe2toh8,simkinghuetoh,simkenghoetoh,skht,skht,True
sim-kuann-á-káu,心肝仔狗,12,sim-koaⁿ-á-káu,sim1kuann1a2kau2,sim1koann1a2kau2,simkuannakau,simkoannakau,skak,skak,True
sim-kuann-á-niau,心肝仔貓,12,sim-koaⁿ-á-niau,sim1kuann1a2niau1,sim1koann1a2niau1,simkuannaniau,simkoannaniau,skan,skan,True
sim-kuann-pó-puè,心肝寶貝,12,sim-koaⁿ-pó-pòe,sim1kuann1po2pue3,sim1koann1po2poe3,simkuannpopue,simkoannpopoe,skpp,skpp,True
sim-kuann-hòng-hòng,心肝放放,12,sim-koaⁿ-hòng-hòng,sim1kuann1hong3hong3,sim1koann1hong3hong3,simkuannhonghong,simkoannhonghong,skhh,skhh,True
sim-kuann-uì-uì,心肝畏畏,12,sim-koaⁿ-ùi-ùi,sim1kuann1ui3ui3,sim1koann1ui3ui3,simkuannuiui,simkoannuiui,skuu,skuu,True
sim-kuann--ê,心肝的,12,sim-koaⁿ--ê,sim1kuann1e5,sim1koann1e5,simkuanne,simkoanne,ske,ske,True
sim-pau-mo̍oh-iām,心胞膜炎,12,sim-pau-mo̍͘h-iām,sim1pau1mooh8iam7,sim1pau1mooh8iam7,simpaumoohiam,simpaumoohiam,spmi,spmi,True
sim-pak-tn̂g-tōo,心腹腸肚,12,sim-pak-tn̂g-tō͘,sim1pak4tng5too7,sim1pak4tng5too7,simpaktngtoo,simpaktngtoo,sptt,sptt,True
sim-hue-tong-khui,心花當開,12,sim-hoe-tong-khui,sim1hue1tong1khui1,sim1hoe1tong1khui1,simhuetongkhui,simhoetongkhui,shtk,shtk,True
sim-thâu-bô-tiānn,心頭無定,12,sim-thâu-bô-tiāⁿ,sim1thau5bo5tiann7,sim1thau5bo5tiann7,simthaubotiann,simthaubotiann,stbt,stbt,True
sim-thâu-kiànn-kiànn,心頭鏡鏡,12,sim-thâu-kiàⁿ-kiàⁿ,sim1thau5kiann3kiann3,sim1thau5kiann3kiann3,simthaukiannkiann,simthaukiannkiann,stkk,stkk,True
lún--tsi̍t-ē,忍一下,12,lún--chi̍t-ē,lun2tsit8e7,lun2chit8e7,luntsite,lunchite,lte,lce,True
jún-tshuì-khiām-tsi̍h,忍喙儉舌,12,jún-chhùi-khiām-chi̍h,jun2tshui3khiam7tsih8,jun2chhui3khiam7chih8,juntshuikhiamtsih,junchhuikhiamchih,jtkt,jckc,True
lún-khì-kiû-tsâi,忍氣求財,12,lún-khì-kiû-châi,lun2khi3kiu5tsai5,lun2khi3kiu5chai5,lunkhikiutsai,lunkhikiuchai,lkkt,lkkc,True
bōng-un-puē-gī,忘恩背義,12,bōng-un-pōe-gī,bong7un1pue7gi7,bong7un1poe7gi7,bongunpuegi,bongunpoegi,bupg,bupg,True
tiong-hàu-tang-lōo,忠孝東路,12,tiong-hàu-tang-lō͘,tiong1hau3tang1loo7,tiong1hau3tang1loo7,tionghautangloo,tionghautangloo,thtl,thtl,True
khuài-sí-buē-lāu,快死未老,12,khoài-sí-bōe-lāu,khuai3si2bue7lau7,khoai3si2boe7lau7,khuaisibuelau,khoaisiboelau,ksbl,ksbl,True
khuài-hing-khuài-thè,快興快退,12,khoài-heng-khoài-thè,khuai3hing1khuai3the3,khoai3heng1khoai3the3,khuaihingkhuaithe,khoaihengkhoaithe,khkt,khkt,True
su-su-liām-liām,思思念念,12,su-su-liām-liām,su1su1liam7liam7,su1su1liam7liam7,susuliamliam,susuliamliam,ssll,ssll,True
sìng-pia̍t-khì-tsit,性別氣質,12,sèng-pia̍t-khì-chit,sing3piat8khi3tsit4,seng3piat8khi3chit4,singpiatkhitsit,sengpiatkhichit,spkt,spkc,True
sìng-pia̍t-jīn-tông,性別認同,12,sèng-pia̍t-jīn-tông,sing3piat8jin7tong5,seng3piat8jin7tong5,singpiatjintong,sengpiatjintong,spjt,spjt,True
sìng-pîng-kàu-io̍k,性平教育,12,sèng-pêng-kàu-io̍k,sing3ping5kau3iok8,seng3peng5kau3iok8,singpingkauiok,sengpengkauiok,spki,spki,True
uàn-thinn-iû-jîn,怨天尤人,12,oàn-thiⁿ-iû-jîn,uan3thinn1iu5jin5,oan3thinn1iu5jin5,uanthinniujin,oanthinniujin,utij,otij,True
uàn-thinn-uàn-tē,怨天怨地,12,oàn-thiⁿ-oàn-tē,uan3thinn1uan3te7,oan3thinn1oan3te7,uanthinnuante,oanthinnoante,utut,otot,True
uàn-thinn-tsheh-tē,怨天慼地,12,oàn-thiⁿ-chheh-tē,uan3thinn1tsheh4te7,oan3thinn1chheh4te7,uanthinntshehte,oanthinnchhehte,uttt,otct,True
lín-niâ--leh,恁娘咧,12,lín-niâ--leh,lin2nia5leh4,lin2nia5leh4,linnialeh,linnialeh,lnl,lnl,True
