hanzi,tl,frequency,poj
菜刀,tshài-to,25,chhài-to
菜砧,tshài-tiam,25,chhài-tiam
葫蘆,hôo-lôo,25,hô͘-lô͘
葵扇,khuê-sìnn,25,khôe-sìⁿ
蒼布,tshong-pòo,25,chhong-pò͘
蓮葉,liân-hio̍h,25,liân-hio̍h
蓮蓬,liân-phōng,25,liân-phōng
蓼藍,liau-nâ,25,liau-nâ
蔥線,tshong-suànn,25,chhong-sòaⁿ
薯榔,tsû-nn̂g,25,chû-nn̂g
藥鉸,io̍h-ka,25,io̍h-ka
藩尺,huan-tshioh,25,hoan-chhioh
蘇式,soo-sik,25,so͘-sek
蘇木,soo-bo̍k,25,so͘-bo̍k
虎杖,hóo-tiōng,25,hó͘-tiōng
虹仔,khîng-á,25,khêng-á
蝴蝶,ôo-tia̍p,25,ô͘-tia̍p
衣脊,i-tsit,25,i-chit
裁紙,tshâi-tsuá,25,chhâi-chóa
補刀,póo-to,25,pó͘-to
補塗,póo-thôo,25,pó͘-thô͘
裝飾,tsong-sik,25,chong-sek
角坩,kak-khann,25,kak-khaⁿ
角尺,kak-tshioh,25,kak-chhioh
角環,kak-khuân,25,kak-khoân
角甪,kah-lut,25,kah-lut
設計,siat-kè,25,siat-kè
調脊,tiâu-tsit,25,tiâu-chit
豆器,tāu-khì,25,tāu-khì
豬槽,ti-tsô,25,ti-chô
豬皮,ti-phuê,25,ti-phôe
走獸,tsáu-siù,25,cháu-siù
起針,khí-tsiam,25,khí-chiam
跋桮,pua̍h-pue,25,poa̍h-poe
跤徛,kha-khiā,25,kha-khiā
跤裒,kha-pôo,25,kha-pô͘
跨台,khuà-tâi,25,khòa-tâi
跳刀,thiàu-to,25,thiàu-to
跳空,thiàu-khang,25,thiàu-khang
跳紗,thiàu-se,25,thiàu-se
踅檯,se̍h-tâi,25,se̍h-tâi
車台,tshia-tâi,25,chhia-tâi
軟斜,nńg-tshiâ,25,nńg-chhiâ
軟身,nńg-sin,25,nńg-sin
軟鉛,nńg-iân,25,nńg-iân
轆斗,lo̍k-táu,25,lo̍k-táu
轆空,lak-khang,25,lak-khang
轆管,lak-kóng,25,lak-kóng
轎堵,kiō-tóo,25,kiō-tó͘
轎底,kiō-té,25,kiō-té
透弄,thàu-lāng,25,thàu-lāng
逝板,tsuā-pán,25,chōa-pán
過轎,kuè-kiō,25,kòe-kiō
醃缸,am-kng,25,am-kng
野桐,iá-tông,25,iá-tông
量尺,niû-tshioh,25,niû-chhioh
針空,tsiam-khang,25,chiam-khang
針跤,tsiam-kha,25,chiam-kha
鉛模,iân-bôo,25,iân-bô͘
鉛筆,iân-pit,25,iân-pit
鉸刀,ka-to,25,ka-to
鉸紙,ka-tsuá,25,ka-chóa
銅管,tâng-kóng,25,tâng-kóng
銅針,tâng-tsiam,25,tâng-chiam
鋪面,phoo-bīn,25,pho͘-bīn
鋸仔,kì-á,25,kì-á
鋸弓,kì-king,25,kì-keng
鋸片,kì-phìnn,25,kì-phìⁿ
鋼刀,kǹg-to,25,kǹg-to
鋼板,kǹg-pán,25,kǹg-pán
錢櫃,tsînn-kuī,25,chîⁿ-kūi
錦甲,gím-kah,25,gím-kah
錦花,gím-hue,25,gím-hoe
鎖頭,só-thâu,25,só-thâu
鎮針,tìn-tsiam,25,tìn-chiam
鏡仔,kiànn-á,25,kiàⁿ-á
鏡套,kiànn-thò,25,kiàⁿ-thò
鏨仔,tsām-á,25,chām-á
鐵槽,thih-tsô,25,thih-chô
鐵砧,thih-tiam,25,thih-tiam
鐵筆,thih-pit,25,thih-pit
鐵線,thih-suànn,25,thih-sòaⁿ
鑢仔,lē-á,25,lē-á
鑽仔,tsǹg-á,25,chǹg-á
鑽尾,tsńg-bué,25,chńg-bóe
鑿仔,tsha̍k-á,25,chha̍k-á
鑿空,tsha̍k-khang,25,chha̍k-khang
門眉,mn̂g-bâi,25,mn̂g-bâi
門簾,mn̂g-liâm,25,mn̂g-liâm
開板,khui-pán,25,khui-pán
開繩,khui-tsìn,25,khui-chìn
開面,khui-bīn,25,khui-bīn
隔金,keh-kim,25,keh-kim
隔間,keh-king,25,keh-keng
雞籠,ke-lang,25,ke-lang
雲彩,hûn-tshái,25,hûn-chhái
雲染,hûn-ní,25,hûn-ní
電窯,tiān-iô,25,tiān-iô
電鑽,tiān-tsńg,25,tiān-chńg
電鑽,tiān-tsǹg,25,tiān-chǹg
面金,bīn-kim,25,bīn-kim
靴管,hia-kóng,25,hia-kóng
頭手,thâu-tshiú,25,thâu-chhiú
風琴,hong-khîm,25,hong-khîm
風車,hong-tshia,25,hong-chhia
風鼓,hong-kóo,25,hong-kó͘
食漿,tsia̍h-tsiunn,25,chia̍h-chiuⁿ
食色,tsia̍h-sik,25,chia̍h-sek
飯匙,pn̄g-sî,25,pn̄g-sî
飯坩,pn̄g-khann,25,pn̄g-khaⁿ
飯擔,pn̄g-tann,25,pn̄g-taⁿ
飯篱,pn̄g-lē,25,pn̄g-lē
餅模,piánn-bôo,25,piáⁿ-bô͘
香爐,hiunn-lôo,25,hiuⁿ-lô͘
香筒,hiunn-tâng,25,hiuⁿ-tâng
馬椅,bé-í,25,bé-í
鬚仔,tshiu-á,25,chhiu-á
鳳眼,hōng-gán,25,hōng-gán
鹿仔,lo̍k-á,25,lo̍k-á
麒麟,kî-lîn,25,kî-lîn
麻布,muâ-pòo,25,môa-pò͘
黜底,thuh-té,25,thuh-té
鼓椅,kóo-í,25,kó͘-í
鼓槌,kóo-thuî,25,kó͘-thûi
鼓燈,kóo-ting,25,kó͘-teng
齒戳,khí-thok,25,khí-thok
龍旗,lîng-kî,25,lêng-kî
龍柱,lîng-thiāu,25,lêng-thiāu
龍珠,liông-tsu,25,liông-chu
龍罐,liông-kuàn,25,liông-koàn
龍罐,lîng-kuàn,25,lêng-koàn
龍袍,liông-phâu,25,liông-phâu
龍鱗,lîng-lân,25,lêng-lân
龜骿,ku-phiann,25,ku-phiaⁿ
𣛮籃,siā-nâ,25,siā-nâ
𥰔仔,phín-á,25,phín-á
buân白胚,buân-pe̍h-phue,16,boân-pe̍h-phoe
gá-suh窯,gá-suh-iô,16,gá-suh-iô
hì-tah線,hì-tah-suànn,16,hì-tah-sòaⁿ
mi-ni-khih,mi-ni-khih,16,mi-ni-khih
the̍h-hó-sì,the̍h-hó-sì,16,the̍h-hó-sì
