hanzi,tl,frequency,poj,tl_num,poj_num,tps_num,tps_num_var,tl_notone,poj_notone,tps_notone,tps_notone_var,tl_abbrev,poj_abbrev,tps_abbrev,tps_abbrev_var,taigitv,is_variant
擴充功能,khok-tshiong kong-lîng,12,khok-chhiong kong-lêng,khok4tshiong1kong1ling5,khok4chhiong1kong1leng5,ㄎㆦㆻㄑㄧㆲㄍㆲㄌㄧㄥˊ,,khoktshiongkongling,khokchhiongkongleng,ㄎㆦㆻㄑㄧㆲㄍㆲㄌㄧㄥ,,ktkl,kckl,ㄎㄑㄍㄌ,,True,False
收烏西錢,siu oo-se-tsînn,12,siu o͘-se-chîⁿ,siu1oo1se1tsinn5,siu1oo1se1chinn5,ㄒㄧㄨㆦㄙㆤㄐㆪˊ,,siuoosetsinn,siuoosechinn,ㄒㄧㄨㆦㄙㆤㄐㆪ,,sost,sosc,ㄒㆦㄙㄐ,,True,False
攻守陣容,kong-siú tīn-iông,12,kong-siú tīn-iông,kong1siu2tin7iong5,kong1siu2tin7iong5,ㄍㆲㄒㄧㄨˋㄉㄧㄣ˫ㄧㆲˊ,,kongsiutiniong,kongsiutiniong,ㄍㆲㄒㄧㄨㄉㄧㄣㄧㆲ,,ksti,ksti,ㄍㄒㄉㄧ,,True,False
攻擊指數,kong-kik tsí-sòo,12,kong-kek chí-sò͘,kong1kik4tsi2soo3,kong1kek4chi2soo3,ㄍㆲㄍㄧㆻㄐㄧˋㄙㆦ˪,,kongkiktsisoo,kongkekchisoo,ㄍㆲㄍㄧㆻㄐㄧㄙㆦ,,kkts,kkcs,ㄍㄍㄐㄙ,,True,False
政治分贓,tsìng-tī pun-tsng,12,chèng-tī pun-chng,tsing3ti7pun1tsng1,cheng3ti7pun1chng1,ㄐㄧㄥ˪ㄉㄧ˫ㄅㄨㄣㄗㆭ,,tsingtipuntsng,chengtipunchng,ㄐㄧㄥㄉㄧㄅㄨㄣㄗㆭ,,ttpt,ctpc,ㄐㄉㄅㄗ,,True,False
故意保送,kòo-ì pó-sàng,12,kò͘-ì pó-sàng,koo3i3po2sang3,koo3i3po2sang3,ㄍㆦ˪ㄧ˪ㄅㄛˋㄙㄤ˪,,kooiposang,kooiposang,ㄍㆦㄧㄅㄛㄙㄤ,,kips,kips,ㄍㄧㄅㄙ,,True,False
故意四䆀,kòo-ì sì-bái,12,kò͘-ì sì-bái,koo3i3si3bai2,koo3i3si3bai2,ㄍㆦ˪ㄧ˪ㄒㄧ˪ㆠㄞˋ,,kooisibai,kooisibai,ㄍㆦㄧㄒㄧㆠㄞ,,kisb,kisb,ㄍㄧㄒㆠ,,True,False
故意漏球,kòo-ì lāu-kiû,12,kò͘-ì lāu-kiû,koo3i3lau7kiu5,koo3i3lau7kiu5,ㄍㆦ˪ㄧ˪ㄌㄠ˫ㄍㄧㄨˊ,,kooilaukiu,kooilaukiu,ㄍㆦㄧㄌㄠㄍㄧㄨ,,kilk,kilk,ㄍㄧㄌㄍ,,True,False
故意落球,kòo-ì lak-kiû,12,kò͘-ì lak-kiû,koo3i3lak4kiu5,koo3i3lak4kiu5,ㄍㆦ˪ㄧ˪ㄌㄚㆻㄍㄧㄨˊ,,kooilakkiu,kooilakkiu,ㄍㆦㄧㄌㄚㆻㄍㄧㄨ,,kilk,kilk,ㄍㄧㄌㄍ,,True,False
救援失敗,kiù-uān sit-pāi,12,kiù-oān sit-pāi,kiu3uan7sit4pai7,kiu3oan7sit4pai7,ㄍㄧㄨ˪ㄨㄢ˫ㄒㄧㆵㄅㄞ˫,,kiuuansitpai,kiuoansitpai,ㄍㄧㄨㄨㄢㄒㄧㆵㄅㄞ,,kusp,kosp,ㄍㄨㄒㄅ,,True,False
救援成功,kiù-uān sîng-kong,12,kiù-oān sêng-kong,kiu3uan7sing5kong1,kiu3oan7seng5kong1,ㄍㄧㄨ˪ㄨㄢ˫ㄒㄧㄥˊㄍㆲ,,kiuuansingkong,kiuoansengkong,ㄍㄧㄨㄨㄢㄒㄧㄥㄍㆲ,,kusk,kosk,ㄍㄨㄒㄍ,,True,False
救援投手,kiù-uān tâu-tshiú,12,kiù-oān tâu-chhiú,kiu3uan7tau5tshiu2,kiu3oan7tau5chhiu2,ㄍㄧㄨ˪ㄨㄢ˫ㄉㄠˊㄑㄧㄨˋ,,kiuuantautshiu,kiuoantauchhiu,ㄍㄧㄨㄨㄢㄉㄠㄑㄧㄨ,,kutt,kotc,ㄍㄨㄉㄑ,,True,False
救援機會,kiù-uān ki-huē,12,kiù-oān ki-hōe,kiu3uan7ki1hue7,kiu3oan7ki1hoe7,ㄍㄧㄨ˪ㄨㄢ˫ㄍㄧㄏㄨㆤ˫,,kiuuankihue,kiuoankihoe,ㄍㄧㄨㄨㄢㄍㄧㄏㄨㆤ,,kukh,kokh,ㄍㄨㄍㄏ,,True,False
散工換蹛,suánn-kang uānn-tuà,12,sóaⁿ-kang ōaⁿ-tòa,suann2kang1uann7tua3,soann2kang1oann7toa3,ㄙㄨㆩˋㄍㄤㄨㆩ˫ㄉㄨㄚ˪,,suannkanguanntua,soannkangoanntoa,ㄙㄨㆩㄍㄤㄨㆩㄉㄨㄚ,,skut,skot,ㄙㄍㄨㄉ,,True,False
敨結賽制,tháu-kat-sài-tsè,12,tháu-kat-sài-chè,thau2kat4sai3tse3,thau2kat4sai3che3,ㄊㄠˋㄍㄚㆵㄙㄞ˪ㄗㆤ˪,,thaukatsaitse,thaukatsaiche,ㄊㄠㄍㄚㆵㄙㄞㄗㆤ,,tkst,tksc,ㄊㄍㄙㄗ,,True,False
文字樣式,bûn-jī iūnn-sik,12,bûn-jī iūⁿ-sek,bun5ji7iunn7sik4,bun5ji7iunn7sek4,ㆠㄨㄣˊㆢㄧ˫ㄧㆫ˫ㄒㄧㆻ,,bunjiiunnsik,bunjiiunnsek,ㆠㄨㄣㆢㄧㄧㆫㄒㄧㆻ,,bjis,bjis,ㆠㆢㄧㄒ,,True,False
文字樣式,bûn-lī iūnn-sik,12,bûn-lī iūⁿ-sek,bun5li7iunn7sik4,bun5li7iunn7sek4,ㆠㄨㄣˊㄌㄧ˫ㄧㆫ˫ㄒㄧㆻ,,bunliiunnsik,bunliiunnsek,ㆠㄨㄣㄌㄧㄧㆫㄒㄧㆻ,,blis,blis,ㆠㄌㄧㄒ,,True,False
文字游標,bûn-jī iû-piau,12,bûn-jī iû-piau,bun5ji7iu5piau1,bun5ji7iu5piau1,ㆠㄨㄣˊㆢㄧ˫ㄧㄨˊㄅㄧㄠ,,bunjiiupiau,bunjiiupiau,ㆠㄨㄣㆢㄧㄧㄨㄅㄧㄠ,,bjip,bjip,ㆠㆢㄧㄅ,,True,False
文字游標,bûn-lī iû-phiau,12,bûn-lī iû-phiau,bun5li7iu5phiau1,bun5li7iu5phiau1,ㆠㄨㄣˊㄌㄧ˫ㄧㄨˊㄆㄧㄠ,,bunliiuphiau,bunliiuphiau,ㆠㄨㄣㄌㄧㄧㄨㄆㄧㄠ,,blip,blip,ㆠㄌㄧㄆ,,True,False
斑腿青虳,pan-thuí tshenn-ioh,12,pan-thúi chheⁿ-ioh,pan1thui2tshenn1ioh4,pan1thui2chhenn1ioh4,ㄅㄢㄊㄨㄧˋㄘㆥㄧㄛㆷ,,panthuitshennioh,panthuichhennioh,ㄅㄢㄊㄨㄧㄘㆥㄧㄛㆷ,,ptti,ptci,ㄅㄊㄘㄧ,,True,False
斷籬倒壁,tn̄g-lî tó-piah,12,tn̄g-lî tó-piah,tng7li5to2piah4,tng7li5to2piah4,ㄉㆭ˫ㄌㄧˊㄉㄛˋㄅㄧㄚㆷ,,tnglitopiah,tnglitopiah,ㄉㆭㄌㄧㄉㄛㄅㄧㄚㆷ,,tltp,tltp,ㄉㄌㄉㄅ,,True,False
易科罰金,i̍k-kho hua̍t-kim,12,e̍k-kho hoa̍t-kim,ik8kho1huat8kim1,ek8kho1hoat8kim1,ㄧㆻ̇ㄎㄛㄏㄨㄚㆵ̇ㄍㄧㆬ,,ikkhohuatkim,ekkhohoatkim,ㄧㆻㄎㄛㄏㄨㄚㆵㄍㄧㆬ,,ikhk,ekhk,ㄧㄎㄏㄍ,,True,False
智力運動,tì-li̍k ūn-tōng,12,tì-le̍k ūn-tōng,ti3lik8un7tong7,ti3lek8un7tong7,ㄉㄧ˪ㄌㄧㆻ̇ㄨㄣ˫ㄉㆲ˫,,tilikuntong,tilekuntong,ㄉㄧㄌㄧㆻㄨㄣㄉㆲ,,tlut,tlut,ㄉㄌㄨㄉ,,True,False
最佳紀錄,tsuè-ka kì-lio̍k,12,chòe-ka kì-lio̍k,tsue3ka1ki3liok8,choe3ka1ki3liok8,ㄗㄨㆤ˪ㄍㄚㄍㄧ˪ㄌㄧㆦㆻ̇,,tsuekakiliok,choekakiliok,ㄗㄨㆤㄍㄚㄍㄧㄌㄧㆦㆻ,,tkkl,ckkl,ㄗㄍㄍㄌ,,True,False
最佳紀錄,tsuè-ka kì-lo̍k,12,chòe-ka kì-lo̍k,tsue3ka1ki3lok8,choe3ka1ki3lok8,ㄗㄨㆤ˪ㄍㄚㄍㄧ˪ㄌㆦㆻ̇,,tsuekakilok,choekakilok,ㄗㄨㆤㄍㄚㄍㄧㄌㆦㆻ,,tkkl,ckkl,ㄗㄍㄍㄌ,,True,False
有氧運動,iú-ióng ūn-tōng,12,iú-ióng ūn-tōng,iu2iong2un7tong7,iu2iong2un7tong7,ㄧㄨˋㄧㆲˋㄨㄣ˫ㄉㆲ˫,,iuionguntong,iuionguntong,ㄧㄨㄧㆲㄨㄣㄉㆲ,,iiut,iiut,ㄧㄧㄨㄉ,,True,False
有氧體操,iú-ióng thé-tshau,12,iú-ióng thé-chhau,iu2iong2the2tshau1,iu2iong2the2chhau1,ㄧㄨˋㄧㆲˋㄊㆤˋㄘㄠ,,iuiongthetshau,iuiongthechhau,ㄧㄨㄧㆲㄊㆤㄘㄠ,,iitt,iitc,ㄧㄧㄊㄘ,,True,False
本壘相挵,pún-luí sio-lòng,12,pún-lúi sio-lòng,pun2lui2sio1long3,pun2lui2sio1long3,ㄅㄨㄣˋㄌㄨㄧˋㄒㄧㄛㄌㆲ˪,,punluisiolong,punluisiolong,ㄅㄨㄣㄌㄨㄧㄒㄧㄛㄌㆲ,,plsl,plsl,ㄅㄌㄒㄌ,,True,False
核心肌群,hi̍k-sim ki-kûn,12,he̍k-sim ki-kûn,hik8sim1ki1kun5,hek8sim1ki1kun5,ㄏㄧㆻ̇ㄒㄧㆬㄍㄧㄍㄨㄣˊ,,hiksimkikun,heksimkikun,ㄏㄧㆻㄒㄧㆬㄍㄧㄍㄨㄣ,,hskk,hskk,ㄏㄒㄍㄍ,,True,False
核酸檢測,hi̍k-sng kiám-tshik,12,he̍k-sng kiám-chhek,hik8sng1kiam2tshik4,hek8sng1kiam2chhek4,ㄏㄧㆻ̇ㄙㆭㄍㄧㆰˋㄑㄧㆻ,,hiksngkiamtshik,heksngkiamchhek,ㄏㄧㆻㄙㆭㄍㄧㆰㄑㄧㆻ,,hskt,hskc,ㄏㄙㄍㄑ,,True,False
框線粗幼,khing-suànn tshoo-iù,12,kheng-sòaⁿ chho͘-iù,khing1suann3tshoo1iu3,kheng1soann3chhoo1iu3,ㄎㄧㄥㄙㄨㆩ˪ㄘㆦㄧㄨ˪,,khingsuanntshooiu,khengsoannchhooiu,ㄎㄧㄥㄙㄨㆩㄘㆦㄧㄨ,,ksti,ksci,ㄎㄙㄘㄧ,,True,False
桌面背景,toh-bīn puē-kíng,12,toh-bīn pōe-kéng,toh4bin7pue7king2,toh4bin7poe7keng2,ㄉㄛㆷㆠㄧㄣ˫ㄅㄨㆤ˫ㄍㄧㄥˋ,,tohbinpueking,tohbinpoekeng,ㄉㄛㆷㆠㄧㄣㄅㄨㆤㄍㄧㄥ,,tbpk,tbpk,ㄉㆠㄅㄍ,,True,False
桌頂遊戲,toh-tíng iû-hì,12,toh-téng iû-hì,toh4ting2iu5hi3,toh4teng2iu5hi3,ㄉㄛㆷㄉㄧㄥˋㄧㄨˊㄏㄧ˪,,tohtingiuhi,tohtengiuhi,ㄉㄛㆷㄉㄧㄥㄧㄨㄏㄧ,,ttih,ttih,ㄉㄉㄧㄏ,,True,False
極限運動,ki̍k-hān ūn-tōng,12,ke̍k-hān ūn-tōng,kik8han7un7tong7,kek8han7un7tong7,ㄍㄧㆻ̇ㄏㄢ˫ㄨㄣ˫ㄉㆲ˫,,kikhanuntong,kekhanuntong,ㄍㄧㆻㄏㄢㄨㄣㄉㆲ,,khut,khut,ㄍㄏㄨㄉ,,True,False
槓桿原理,kǹg-kuáinn guân-lí,12,kǹg-koáiⁿ goân-lí,kng3kuainn2guan5li2,kng3koainn2goan5li2,ㄍㆭ˪ㄍㄨㆮˋㆣㄨㄢˊㄌㄧˋ,,kngkuainnguanli,kngkoainngoanli,ㄍㆭㄍㄨㆮㆣㄨㄢㄌㄧ,,kkgl,kkgl,ㄍㄍㆣㄌ,,True,False
標靶藥物,piau-pé io̍h-bu̍t,12,piau-pé io̍h-bu̍t,piau1pe2ioh8but8,piau1pe2ioh8but8,ㄅㄧㄠㄅㆤˋㄧㄛㆷ̇ㆠㄨㆵ̇,,piaupeiohbut,piaupeiohbut,ㄅㄧㄠㄅㆤㄧㄛㆷㆠㄨㆵ,,ppib,ppib,ㄅㄅㄧㆠ,,True,False
橐袋仔餅,lak-tē-á-piánn,12,lak-tē-á-piáⁿ,lak4te7a2piann2,lak4te7a2piann2,ㄌㄚㆻㄉㆤ˫ㄚˋㄅㄧㆩˋ,,lakteapiann,lakteapiann,ㄌㄚㆻㄉㆤㄚㄅㄧㆩ,,ltap,ltap,ㄌㄉㄚㄅ,,True,False
機械手骨,ki-hāi tshiú-kut,12,ki-hāi chhiú-kut,ki1hai7tshiu2kut4,ki1hai7chhiu2kut4,ㄍㄧㄏㄞ˫ㄑㄧㄨˋㄍㄨㆵ,,kihaitshiukut,kihaichhiukut,ㄍㄧㄏㄞㄑㄧㄨㄍㄨㆵ,,khtk,khck,ㄍㄏㄑㄍ,,True,False
檔案總管,tòng-àn tsóng-kuán,12,tòng-àn chóng-koán,tong3an3tsong2kuan2,tong3an3chong2koan2,ㄉㆲ˪ㄢ˪ㄗㆲˋㄍㄨㄢˋ,,tongantsongkuan,tonganchongkoan,ㄉㆲㄢㄗㆲㄍㄨㄢ,,tatk,tack,ㄉㄢㄗㄍ,,True,False
檔案總管,tóng-àn tsóng-kuán,12,tóng-àn chóng-koán,tong2an3tsong2kuan2,tong2an3chong2koan2,ㄉㆲˋㄢ˪ㄗㆲˋㄍㄨㄢˋ,,tongantsongkuan,tonganchongkoan,ㄉㆲㄢㄗㆲㄍㄨㄢ,,tatk,tack,ㄉㄢㄗㄍ,,True,False
檸檬咖啡,lê-bóng ka-pi,12,lê-bóng ka-pi,le5bong2ka1pi1,le5bong2ka1pi1,ㄌㆤˊㆠㆲˋㄍㄚㄅㄧ,,lebongkapi,lebongkapi,ㄌㆤㆠㆲㄍㄚㄅㄧ,,lbkp,lbkp,ㄌㆠㄍㄅ,,True,False
檸檬紅茶,lê-bóng âng-tê,12,lê-bóng âng-tê,le5bong2ang5te5,le5bong2ang5te5,ㄌㆤˊㆠㆲˋㄤˊㄉㆤˊ,,lebongangte,lebongangte,ㄌㆤㆠㆲㄤㄉㆤ,,lbat,lbat,ㄌㆠㄤㄉ,,True,False
歕觱仔人,pûn-pi-á-lâng,12,pûn-pi-á-lâng,pun5pi1a2lang5,pun5pi1a2lang5,ㄅㄨㄣˊㄅㄧㄚˋㄌㄤˊ,,punpialang,punpialang,ㄅㄨㄣㄅㄧㄚㄌㄤ,,ppal,ppal,ㄅㄅㄚㄌ,,True,False
正外野手,tsiànn-guā-iá-tshiú,12,chiàⁿ-gōa-iá-chhiú,tsiann3gua7ia2tshiu2,chiann3goa7ia2chhiu2,ㄐㄧㆩ˪ㆣㄨㄚ˫ㄧㄚˋㄑㄧㄨˋ,,tsiannguaiatshiu,chianngoaiachhiu,ㄐㄧㆩㆣㄨㄚㄧㄚㄑㄧㄨ,,tgit,cgic,ㄐㆣㄧㄑ,,True,True
正子選單,tsiànn-jí suán-tuann,12,chiàⁿ-jí soán-toaⁿ,tsiann3ji2suan2tuann1,chiann3ji2soan2toann1,ㄐㄧㆩ˪ㆢㄧˋㄙㄨㄢˋㄉㄨㆩ,,tsiannjisuantuann,chiannjisoantoann,ㄐㄧㆩㆢㄧㄙㄨㄢㄉㄨㆩ,,tjst,cjst,ㄐㆢㄙㄉ,,True,False
正子選單,tsiànn-lí suán-tuann,12,chiàⁿ-lí soán-toaⁿ,tsiann3li2suan2tuann1,chiann3li2soan2toann1,ㄐㄧㆩ˪ㄌㄧˋㄙㄨㄢˋㄉㄨㆩ,,tsiannlisuantuann,chiannlisoantoann,ㄐㄧㆩㄌㄧㄙㄨㄢㄉㄨㆩ,,tlst,clst,ㄐㄌㄙㄉ,,True,False
步銃射擊,pōo-tshìng siā-kik,12,pō͘-chhèng siā-kek,poo7tshing3sia7kik4,poo7chheng3sia7kek4,ㄅㆦ˫ㄑㄧㄥ˪ㄒㄧㄚ˫ㄍㄧㆻ,,pootshingsiakik,poochhengsiakek,ㄅㆦㄑㄧㄥㄒㄧㄚㄍㄧㆻ,,ptsk,pcsk,ㄅㄑㄒㄍ,,True,False
武藝運動,bú-gē ūn-tōng,12,bú-gē ūn-tōng,bu2ge7un7tong7,bu2ge7un7tong7,ㆠㄨˋㆣㆤ˫ㄨㄣ˫ㄉㆲ˫,,bugeuntong,bugeuntong,ㆠㄨㆣㆤㄨㄣㄉㆲ,,bgut,bgut,ㆠㆣㄨㄉ,,True,False
殕色地帶,phú-sik tuē-tài,12,phú-sek tōe-tài,phu2sik4tue7tai3,phu2sek4toe7tai3,ㄆㄨˋㄒㄧㆻㄉㄨㆤ˫ㄉㄞ˪,,phusiktuetai,phusektoetai,ㄆㄨㄒㄧㆻㄉㄨㆤㄉㄞ,,pstt,pstt,ㄆㄒㄉㄉ,,True,False
殕色地帶,phú-sik tē-tài,12,phú-sek tē-tài,phu2sik4te7tai3,phu2sek4te7tai3,ㄆㄨˋㄒㄧㆻㄉㆤ˫ㄉㄞ˪,,phusiktetai,phusektetai,ㄆㄨㄒㄧㆻㄉㆤㄉㄞ,,pstt,pstt,ㄆㄒㄉㄉ,,True,False
毛管空粗,mn̂g-kńg-khang tshoo,12,mn̂g-kńg-khang chho͘,mng5kng2khang1tshoo1,mng5kng2khang1chhoo1,ㄇㆭˊㄍㆭˋㄎㄤㄘㆦ,,mngkngkhangtshoo,mngkngkhangchhoo,ㄇㆭㄍㆭㄎㄤㄘㆦ,,mkkt,mkkc,ㄇㄍㄎㄘ,,True,False
氣墊粉餅,khì-tiām hún-piánn,12,khì-tiām hún-piáⁿ,khi3tiam7hun2piann2,khi3tiam7hun2piann2,ㄎㄧ˪ㄉㄧㆰ˫ㄏㄨㄣˋㄅㄧㆩˋ,,khitiamhunpiann,khitiamhunpiann,ㄎㄧㄉㄧㆰㄏㄨㄣㄅㄧㆩ,,kthp,kthp,ㄎㄉㄏㄅ,,True,False
水上比賽,tsuí-siōng pí-sài,12,chúi-siōng pí-sài,tsui2siong7pi2sai3,chui2siong7pi2sai3,ㄗㄨㄧˋㄒㄧㆲ˫ㄅㄧˋㄙㄞ˪,,tsuisiongpisai,chuisiongpisai,ㄗㄨㄧㄒㄧㆲㄅㄧㄙㄞ,,tsps,csps,ㄗㄒㄅㄙ,,True,False
水上活動,tsuí-siōng ua̍h-tāng,12,chúi-siōng oa̍h-tāng,tsui2siong7uah8tang7,chui2siong7oah8tang7,ㄗㄨㄧˋㄒㄧㆲ˫ㄨㄚㆷ̇ㄉㄤ˫,,tsuisionguahtang,chuisiongoahtang,ㄗㄨㄧㄒㄧㆲㄨㄚㆷㄉㄤ,,tsut,csot,ㄗㄒㄨㄉ,,True,False
水上活動,tsuí-siōng ua̍h-tōng,12,chúi-siōng oa̍h-tōng,tsui2siong7uah8tong7,chui2siong7oah8tong7,ㄗㄨㄧˋㄒㄧㆲ˫ㄨㄚㆷ̇ㄉㆲ˫,,tsuisionguahtong,chuisiongoahtong,ㄗㄨㄧㄒㄧㆲㄨㄚㆷㄉㆲ,,tsut,csot,ㄗㄒㄨㄉ,,True,False
水上芭蕾,tsuí-siōng pa-lé,12,chúi-siōng pa-lé,tsui2siong7pa1le2,chui2siong7pa1le2,ㄗㄨㄧˋㄒㄧㆲ˫ㄅㄚㄌㆤˋ,,tsuisiongpale,chuisiongpale,ㄗㄨㄧㄒㄧㆲㄅㄚㄌㆤ,,tspl,cspl,ㄗㄒㄅㄌ,,True,False
水上警察,tsuí-siōng kíng-tshat,12,chúi-siōng kéng-chhat,tsui2siong7king2tshat4,chui2siong7keng2chhat4,ㄗㄨㄧˋㄒㄧㆲ˫ㄍㄧㄥˋㄘㄚㆵ,,tsuisiongkingtshat,chuisiongkengchhat,ㄗㄨㄧㄒㄧㆲㄍㄧㄥㄘㄚㆵ,,tskt,cskc,ㄗㄒㄍㄘ,,True,False
水上運動,tsuí-siōng ūn-tōng,12,chúi-siōng ūn-tōng,tsui2siong7un7tong7,chui2siong7un7tong7,ㄗㄨㄧˋㄒㄧㆲ˫ㄨㄣ˫ㄉㆲ˫,,tsuisionguntong,chuisionguntong,ㄗㄨㄧㄒㄧㆲㄨㄣㄉㆲ,,tsut,csut,ㄗㄒㄨㄉ,,True,False
沖泡飲品,tshiong-phàu ím-phín,12,chhiong-phàu ím-phín,tshiong1phau3im2phin2,chhiong1phau3im2phin2,ㄑㄧㆲㄆㄠ˪ㄧㆬˋㄆㄧㄣˋ,,tshiongphauimphin,chhiongphauimphin,ㄑㄧㆲㄆㄠㄧㆬㄆㄧㄣ,,tpip,cpip,ㄑㄆㄧㄆ,,True,False
沙埔排球,sua-poo pâi-kiû,12,soa-po͘ pâi-kiû,sua1poo1pai5kiu5,soa1poo1pai5kiu5,ㄙㄨㄚㄅㆦㄅㄞˊㄍㄧㄨˊ,,suapoopaikiu,soapoopaikiu,ㄙㄨㄚㄅㆦㄅㄞㄍㄧㄨ,,sppk,sppk,ㄙㄅㄅㄍ,,True,False
油水平衡,iû-tsuí pîng-hîng,12,iû-chúi pêng-hêng,iu5tsui2ping5hing5,iu5chui2peng5heng5,ㄧㄨˊㄗㄨㄧˋㄅㄧㄥˊㄏㄧㄥˊ,,iutsuipinghing,iuchuipengheng,ㄧㄨㄗㄨㄧㄅㄧㄥㄏㄧㄥ,,itph,icph,ㄧㄗㄅㄏ,,True,False
法國長麭,huat-kok tn̂g-pháng,12,hoat-kok tn̂g-pháng,huat4kok4tng5phang2,hoat4kok4tng5phang2,ㄏㄨㄚㆵㄍㆦㆻㄉㆭˊㄆㄤˋ,,huatkoktngphang,hoatkoktngphang,ㄏㄨㄚㆵㄍㆦㆻㄉㆭㄆㄤ,,hktp,hktp,ㄏㄍㄉㄆ,,True,False
法式輾球,huat-sik liàn-kiû,12,hoat-sek liàn-kiû,huat4sik4lian3kiu5,hoat4sek4lian3kiu5,ㄏㄨㄚㆵㄒㄧㆻㄌㄧㄢ˪ㄍㄧㄨˊ,,huatsikliankiu,hoatsekliankiu,ㄏㄨㄚㆵㄒㄧㆻㄌㄧㄢㄍㄧㄨ,,hslk,hslk,ㄏㄒㄌㄍ,,True,False
法式輾球,huat-sik lìn-kiû,12,hoat-sek lìn-kiû,huat4sik4lin3kiu5,hoat4sek4lin3kiu5,ㄏㄨㄚㆵㄒㄧㆻㄌㄧㄣ˪ㄍㄧㄨˊ,,huatsiklinkiu,hoatseklinkiu,ㄏㄨㄚㆵㄒㄧㆻㄌㄧㄣㄍㄧㄨ,,hslk,hslk,ㄏㄒㄌㄍ,,True,False
泰式奶茶,thài-sik ling-tê,12,thài-sek leng-tê,thai3sik4ling1te5,thai3sek4leng1te5,ㄊㄞ˪ㄒㄧㆻㄌㄧㄥㄉㆤˊ,,thaisiklingte,thaiseklengte,ㄊㄞㄒㄧㆻㄌㄧㄥㄉㆤ,,tslt,tslt,ㄊㄒㄌㄉ,,True,False
泰式奶茶,thài-sik ni-tê,12,thài-sek ni-tê,thai3sik4ni1te5,thai3sek4ni1te5,ㄊㄞ˪ㄒㄧㆻㄋㄧㄉㆤˊ,,thaisiknite,thaiseknite,ㄊㄞㄒㄧㆻㄋㄧㄉㆤ,,tsnt,tsnt,ㄊㄒㄋㄉ,,True,False
洋九層塔,iûnn-káu-tsàn-thah,12,iûⁿ-káu-chàn-thah,iunn5kau2tsan3thah4,iunn5kau2chan3thah4,ㄧㆫˊㄍㄠˋㄗㄢ˪ㄊㄚㆷ,,iunnkautsanthah,iunnkauchanthah,ㄧㆫㄍㄠㄗㄢㄊㄚㆷ,,iktt,ikct,ㄧㄍㄗㄊ,,True,False
活取器官,ua̍h-tshú khì-kuan,12,oa̍h-chhú khì-koan,uah8tshu2khi3kuan1,oah8chhu2khi3koan1,ㄨㄚㆷ̇ㄘㄨˋㄎㄧ˪ㄍㄨㄢ,,uahtshukhikuan,oahchhukhikoan,ㄨㄚㆷㄘㄨㄎㄧㄍㄨㄢ,,utkk,ockk,ㄨㄘㄎㄍ,,True,False
海水浴場,hái-tsuí i̍k-tiûnn,12,hái-chúi e̍k-tiûⁿ,hai2tsui2ik8tiunn5,hai2chui2ek8tiunn5,ㄏㄞˋㄗㄨㄧˋㄧㆻ̇ㄉㄧㆫˊ,,haitsuiiktiunn,haichuiektiunn,ㄏㄞㄗㄨㄧㄧㆻㄉㄧㆫ,,htit,hcet,ㄏㄗㄧㄉ,,True,False
淨零排放,tsīng-lîng pâi-hòng,12,chēng-lêng pâi-hòng,tsing7ling5pai5hong3,cheng7leng5pai5hong3,ㄐㄧㄥ˫ㄌㄧㄥˊㄅㄞˊㄏㆲ˪,,tsinglingpaihong,chenglengpaihong,ㄐㄧㄥㄌㄧㄥㄅㄞㄏㆲ,,tlph,clph,ㄐㄌㄅㄏ,,True,False
深色模式,tshim-sik bôo-sik,12,chhim-sek bô͘-sek,tshim1sik4boo5sik4,chhim1sek4boo5sek4,ㄑㄧㆬㄒㄧㆻㆠㆦˊㄒㄧㆻ,,tshimsikboosik,chhimsekboosek,ㄑㄧㆬㄒㄧㆻㆠㆦㄒㄧㆻ,,tsbs,csbs,ㄑㄒㆠㄒ,,True,False
混合雙打,hūn-ha̍p siang-tánn,12,hūn-ha̍p siang-táⁿ,hun7hap8siang1tann2,hun7hap8siang1tann2,ㄏㄨㄣ˫ㄏㄚㆴ̇ㄒㄧㄤㄉㆩˋ,,hunhapsiangtann,hunhapsiangtann,ㄏㄨㄣㄏㄚㆴㄒㄧㄤㄉㆩ,,hhst,hhst,ㄏㄏㄒㄉ,,True,False
淺色模式,tshián-sik bôo-sik,12,chhián-sek bô͘-sek,tshian2sik4boo5sik4,chhian2sek4boo5sek4,ㄑㄧㄢˋㄒㄧㆻㆠㆦˊㄒㄧㆻ,,tshiansikboosik,chhiansekboosek,ㄑㄧㄢㄒㄧㆻㆠㆦㄒㄧㆻ,,tsbs,csbs,ㄑㄒㆠㄒ,,True,False
清壘打者,tshing-luí tánn-tsiá,12,chheng-lúi táⁿ-chiá,tshing1lui2tann2tsia2,chheng1lui2tann2chia2,ㄑㄧㄥㄌㄨㄧˋㄉㆩˋㄐㄧㄚˋ,,tshingluitanntsia,chhengluitannchia,ㄑㄧㄥㄌㄨㄧㄉㆩㄐㄧㄚ,,tltt,cltc,ㄑㄌㄉㄐ,,True,False
溫室效應,un-sik hāu-ìng,12,un-sek hāu-èng,un1sik4hau7ing3,un1sek4hau7eng3,ㄨㄣㄒㄧㆻㄏㄠ˫ㄧㄥ˪,,unsikhauing,unsekhaueng,ㄨㄣㄒㄧㆻㄏㄠㄧㄥ,,ushi,ushe,ㄨㄒㄏㄧ,,True,False
