tl,hanzi,drop_reason
thê-thâu,提頭,duplicate
thê-thâu,提頭,duplicate
thē,蜇,duplicate
the-guā-guā,推外外,duplicate
the̍h,,duplicate
the̍h,,duplicate
the̍h,,duplicate
the̍h,宅,duplicate
the̍h-kóo-kuan,提古關,duplicate
the̍h-kóo-kuan,提古關,duplicate
theh-liu-liu,裼溜溜,duplicate
theh-sut-sut,裼屑屑,duplicate
theh-theh,澈澈,duplicate
theh-theh,澈澈,duplicate
thènn-ām,撐頷,duplicate
thènn-thâu,撐頭,duplicate
thíng-sīng,恿,duplicate
thíng-sīng,逞乘,duplicate
thíng-sīng,寵恿,duplicate
thíng-sīng,寵恿,duplicate
thíng-sīng,寵恿,duplicate
thíng-sīng,寵恿,duplicate
thìng-hāu,聽候,duplicate
thìng-hó,聽好,duplicate
thîng-tsuí,停水,duplicate
thîng-kha,停腳,duplicate
thîng-kha,停腳,duplicate
thîng-kha,停腳,duplicate
thîng-kha,停腳,duplicate
thîng-kha,停腳,duplicate
thîng-kha,停腳,duplicate
thîng-khí-lâi,停起來,duplicate
thîng-khí-lâi,停起來,duplicate
the-sak,推,duplicate
thí,搋,duplicate
thí-ba̍k,搋目,duplicate
thí-tshiò,恥笑,duplicate
thí-tshiò,恥笑,duplicate
thí-khui,拸開,duplicate
thì-thâu,剃頭,duplicate
thî-khàu,啼哭,duplicate
thī-ke,雉雞,duplicate
thī-ke,雉雞,duplicate
thī-ke,雉雞,duplicate
thī-ke-nn̄g,雉雞卵,duplicate
thiah-bîng,拆明,duplicate
thiah-tsia̍h,拆食,duplicate
thiah-ha̍h,拆合,duplicate
thiah-ha̍h,拆合,duplicate
thiah-ha̍h,拆合,duplicate
thiah-ha̍h,拆合,duplicate
thiah-ha̍h,拆笚,duplicate
thiah-ha̍h,拆笚,duplicate
thiah-io̍h,拆藥,duplicate
thiah-io̍h,拆藥,duplicate
thiah-jī-sòo,拆字數,duplicate
thiah-jī-sòo,拆字數,duplicate
thiah-kóo,拆股,duplicate
thiah-pe̍h,拆白,duplicate
thiah-pe̍h,拆白,duplicate
thiah-pe̍h,拆白,duplicate
thiah-pe̍h,拆白,duplicate
thiah-pe̍h,拆白,duplicate
thiah-phuà,拆破,duplicate
thiah-phuà,拆破,duplicate
thiah-phuà,拆破,duplicate
thiah-phuà,拆破,duplicate
thiah-suànn,拆散,duplicate
thiah-thuí,拆腿,duplicate
thiám,忝,duplicate
thiám,忝,duplicate
thiám,悿,duplicate
thiám-thâu,,duplicate
thiám-thâu,忝頭,duplicate
thiám-thâu,忝頭,duplicate
thiám-thâu,悿頭,duplicate
thiām-hái,,duplicate
thiam-tsng,添妝,duplicate
thiam-tsng,添妝,duplicate
thian,天,duplicate
thian,天,duplicate
thián-ān,展限,duplicate
thián-ān,展限,duplicate
thián-khui,展開,duplicate
thián-khui,展開,duplicate
thián-khui,展開,duplicate
thián-uān,展緩,duplicate
thiànn,疼,duplicate
thiànn,疼,duplicate
thiànn-sioh,疼惜,duplicate
thiànn-sioh,疼惜,duplicate
thiànn-sioh,疼惜,duplicate
thiànn-thàng,疼痛,duplicate
thiànn-thàng,疼痛,duplicate
thiànn-thàng,疼痛,duplicate
thiànn-tiuh-tiuh,痛搐搐,duplicate
thian-tsénn,天井,duplicate
thian-tsénn,天井,duplicate
thian-tsénn,天井,duplicate
thian-tsénn,天井,duplicate
thian-tshia,天車,duplicate
thian-tsin,天津,duplicate
thian-gô,天鵝,duplicate
thian-gô,天鵝,duplicate
thian-hô,天河,duplicate
thian-hua,天花,duplicate
thian-hua,天花,duplicate
thian-hong,天風,duplicate
thian-jiân,天然,duplicate
thian-káu,天狗,duplicate
thian-káu,天狗,duplicate
thian-kiú,天九,duplicate
thian-kiú-pâi,天九牌,duplicate
thiann-kóng,聽講,duplicate
thiann-lâng-kóng,聽人講,duplicate
thiann-lâng-kóng,聽人講,duplicate
thian-lîng-kài,天靈蓋,duplicate
thian-liâng,天良,duplicate
thian-pà-ông,天霸王,duplicate
thian-pîng,天平,duplicate
thian-pîng,天平,duplicate
thian-pông,天房,duplicate
thian-sian-kó,天仙果,duplicate
thian-sian-kó,天仙果,duplicate
thian-tē-phàu,天地炮,duplicate
thian-tē-sòo,天地數,duplicate
thian-ting,天燈,duplicate
thian-tîng,天庭,duplicate
thian-thé,天體,duplicate
thian-thian,天天,duplicate
thian-tho̍h,天酡,duplicate
thian-tho̍h,天酡,duplicate
thian-tho̍h,顛踱,duplicate
thian-tho̍h,顛踱,duplicate
thian-tho̍h,顛踱,duplicate
thian-tho̍h,顛踱,duplicate
thian-tho̍h,顛踱,duplicate
thian-tho̍h,顛踱,duplicate
thiann--tio̍h,聽著,duplicate
thian-tong,天冬,duplicate
thiap,帖,duplicate
thiap,帖,duplicate
thia̍p-tsē,疊坐,duplicate
thia̍p-tsng-á,疊磚仔,duplicate
thia̍p-khuân,疊環,duplicate
thia̍p-khuân-tsē,疊環坐,duplicate
thia̍p-khuân-tsē,疊環坐,duplicate
thia̍p-phuân,疊盤,duplicate
thiap-á,帖仔,duplicate
thiap-pún,貼本,duplicate
thiap-pún,貼本,duplicate
thiap-pún,貼本,duplicate
thiat-tsit,撤職,duplicate
thiat-jīm,撤任,duplicate
thiàu-tsuí,跳水,duplicate
thiàu-hái,跳海,duplicate
thiàu-kip,跳級,duplicate
thiàu-kip,跳級,duplicate
thiàu--kuè,跳過,duplicate
thiàu-kuí,跳鬼,duplicate
thiàu-tâng,跳童,duplicate
thiàu-tâng,跳童,duplicate
thiàu-tâng,跳童,duplicate
thiàu-that,跳躂,duplicate
thiàu-that,跳躂,duplicate
thiàu-that,跳躂,duplicate
thiâu-hî,鮡魚,duplicate
thiāu-á,柱仔,duplicate
thiāu-á,柱仔,duplicate
thiāu-á,柱仔,duplicate
thiāu-á,柱仔,duplicate
thiāu-á-tsí,柱仔子,duplicate
thiāu-á-tsí,柱仔子,duplicate
thiāu-á-tsí,柱仔子,duplicate
thiāu-á-lāi,祧仔內,duplicate
thiāu-á-lāi,祧仔內,duplicate
thiāu-á-lāi,祧仔內,duplicate
thiāu-ē-tsio̍h,柱下石,duplicate
thiau-bân,刁頑,duplicate
thiau-bân,刁蠻,duplicate
thiau-kang,刁工,duplicate
thiau-kang,刁工,duplicate
thiau-kang,刁工,duplicate
thiau-kang,刁工,duplicate
thiau-kòo-ì,刁故意,duplicate
thiau-kòo-ì,刁故意,duplicate
thiau-kòo-ì,刁故意,duplicate
thiau-kòo-ì,刁故意,duplicate
thiau-kòo-ì,刁故意,duplicate
thiau-lāng,,duplicate
thiau-lāng,挑弄,duplicate
thiau-lāng,挑弄,duplicate
thiau-lāng,挑弄,duplicate
thiau-tî,刁持,duplicate
thiau-tî,刁持,duplicate
thiau-tî,刁持,duplicate
thi̍h-puànn-li̍t,昳半日,duplicate
thi̍h-thi̍h-háu,昳昳吼,duplicate
thi̍h-thi̍h-kiò,,duplicate
thi̍h-thua,昳拖,duplicate
thi̍h-thua,昳拖,duplicate
thih-bé,鐵馬,duplicate
thih-bé,鐵馬,duplicate
thih-bīn-phuê,鐵面皮,duplicate
thih-tshioh,鐵尺,duplicate
thih-tshiū,鐵樹,duplicate
thih-tshiū,鐵樹,duplicate
thih-tshiū,鐵樹,duplicate
thih-tshiū,鐵樹,duplicate
thih-tshiū,鐵樹,duplicate
thih-tshuànn-á,鐵閂仔,duplicate
thih-gû,鐵牛,duplicate
thih-kah,鐵甲,duplicate
thih-kah,鐵甲,duplicate
thih-kah,鐵甲,duplicate
thih-kah,鐵甲,duplicate
thih-kah-tshia,鐵甲車,duplicate
thih-kan-tsìng,鐵干證,duplicate
thih-kan-tsìng,鐵乾證,duplicate
thih-kè,鐵架,duplicate
thih-khí,鐵齒,duplicate
thih-khí,鐵齒,duplicate
thih-khí,鐵齒,duplicate
thih-khoo,鐵箍,duplicate
thih-ki,鐵枝,duplicate
thih-ki,鐵枝,duplicate
thih-ki-lōo,鐵枝路,duplicate
thih-kú-tshài,鐵韭菜,duplicate
thih-kuī,鐵櫃,duplicate
thih-lâng,鐵人,duplicate
thih-lâng,鐵人,duplicate
thih-pán,鐵板,duplicate
thih-pê,鐵耙,duplicate
thih-pê,鐵耙,duplicate
thih-pit,鐵筆,duplicate
thih-pit,鐵筆,duplicate
thih-pit,鐵筆,duplicate
thih-sái,鐵屎,duplicate
thih-sái,鐵屎,duplicate
thih-sái,鐵屎,duplicate
thih-sàu-tshiú,鐵掃帚,duplicate
thih-sǹg-puânn,鐵算盤,duplicate
thih-sǹg-puânn,鐵算盤,duplicate
thih-suànn,鐵線,duplicate
thih-ting-bán,鐵釘挽,duplicate
thih-ting-ngeh,鐵釘鋏,duplicate
thih-thuî,鐵錘,duplicate
thih-tiò-kuann,鐵釣竿,duplicate
thih-tiò-kuann,鐵釣竿,duplicate
thìnn-ba̍k,盯目,duplicate
thìnn-thâu,撐頭,duplicate
thìnn-thuí,撐腿,duplicate
thìnn--tiâu,,duplicate
thînn-ba̍k,瞠目,duplicate
thînn-ba̍k,瞠目,duplicate
thîn-tsiú,斟酒,duplicate
thîn-tsiú,滕酒,duplicate
thîn-tsuí,,duplicate
thînn-kng,瞪光,duplicate
thīn,媵,duplicate
thīn,媵,duplicate
thīn,媵,duplicate
thīn--lâng,膢人,duplicate
thīn-thâu,媵頭,duplicate
thīn-thâu,媵頭,duplicate
thīn-thâu,媵頭,duplicate
thīn-thâu,媵頭,duplicate
thīn-thâu,媵頭,duplicate
thinn-beh-kng,天欲光,duplicate
thinn-beh-kng,天欲光,duplicate
thinn-beh-kng,天欲光,duplicate
thinn-buē-kng,天未光,duplicate
thinn-tsénn,天井,duplicate
thinn-tsha-tē,天差地,duplicate
thinn-tsha-tē,天差地,duplicate
thinn-tsù-tiānn,天註定,duplicate
thinn-ē,天下,duplicate
thinn-kha-ē,天腳下,duplicate
thinn-kha-ē,天腳下,duplicate
thinn-khui,天開,duplicate
thinn-khui,天開,duplicate
thinn-kng,天光,duplicate
thinn-kng,天光,duplicate
thinn-kng,天光,duplicate
thinn-kng-tsá,天光早,duplicate
thinn-kng-sî,天光時,duplicate
thinn-kong,天公,duplicate
thinn-kong,天公,duplicate
thinn-kong-peh,天公伯,duplicate
thinn-lōo,天路,duplicate
thinn-lōo,天露,duplicate
thinn-nî,天年,duplicate
thinn-nî,天年,duplicate
thinn-nî,天年,duplicate
thinn-nî,天年,duplicate
thinn-nî,天年,duplicate
thinn-oo-tē-àm,天烏地暗,duplicate
thinn-pn̄g,添飯,duplicate
thinn-pn̄g,添飯,duplicate
thinn-sik,天色,duplicate
thinn-sî,天時,duplicate
thinn-sî,天時,duplicate
thinn-sî,天時,duplicate
thinn-sî,天時,duplicate
thinn-tāng,添重,duplicate
thinn-tē-bué,天地尾,duplicate
thinn-tē-pinn,天地邊,duplicate
thinn-tíng,天頂,duplicate
thinn-thang,天窗,duplicate
thinn-thâu,添頭,duplicate
thinn-thâu,添頭,duplicate
thinn-thiah-ha̍h,天拆笚,duplicate
thio-bîng,挑明,duplicate
thióng-á-tsiáu,塚仔鳥,duplicate
thióng-á-poo,冢仔埔,duplicate
thióng-á-poo,冢仔埔,duplicate
thióng-á-poo,塚仔埔,duplicate
thióng-á-poo,塚仔埔,duplicate
thióng-á-poo,塚仔埔,duplicate
thióng-á-suann,塚仔山,duplicate
thióng-sīng,寵乘,duplicate
thióng-sīng,寵乘,duplicate
thióng-sīng,寵乘,duplicate
thiòng,暢,duplicate
thiòng,暢,duplicate
thiòng,暢,duplicate
thiòng,暢,duplicate
thiòng-lo̍k,暢樂,duplicate
thiòng-lo̍k,暢樂,duplicate
thiòng-lo̍k,暢樂,duplicate
thiòng-lo̍k,暢樂,duplicate
thiòng-pán,暢板,duplicate
thiòng-sià,暢舍,duplicate
thiòng-sià,暢舍,duplicate
thiòng-sià,暢舍,duplicate
thiòng-sià-kiánn,暢舍囝,duplicate
thiòng-sià-kiánn,暢舍囝,duplicate
thit,,duplicate
thiu,抽,duplicate
thiu,紬,duplicate
thiu-tsuí,抽水,duplicate
thiu-hun,抽分,duplicate
thiu-hun,抽分,duplicate
thiu-hun,抽分,duplicate
thiu-khau,抽鬮,duplicate
thiu-khau,抽鬮,duplicate
thiu-khau,抽鬮,duplicate
thiu-kiàm,抽劍,duplicate
thiu-lò,,duplicate
thiu-ping,抽兵,duplicate
thiu-si,抽絲,duplicate
thiu-suè,抽稅,duplicate
thiu-thâu,抽頭,duplicate
thiu-thâu,抽頭,duplicate
thiu-thâu,抽頭,duplicate
thiu-thâu,抽頭,duplicate
thiu-thâu,抽頭,duplicate
thiu-thè,抽退,duplicate
thiu-thè,抽退,duplicate
thiu-thè,抽退,duplicate
thiu-thè,抽退,duplicate
thiu-thè,抽退,duplicate
thiu-thè,抽退,duplicate
thiu-thuah,抽脫,duplicate
thiu-thuah,抽脫,duplicate
thiu-tn̂g,抽長,duplicate
thiu-tn̂g,抽長,duplicate
thng,湯,duplicate
thǹg,燙,duplicate
thǹg,褪,duplicate
thǹg,褪,duplicate
thǹg-tshiah-kha,褪赤腳,duplicate
thǹg-tshiah-kha,褪赤腳,duplicate
thǹg-tshiah-theh,褪赤裼,duplicate
thǹg-tshiah-theh,褪赤裼,duplicate
thǹg-hà,褪孝,duplicate
thǹg-hà,褪孝,duplicate
thǹg-hà,褪孝,duplicate
thǹg-hà,褪孝,duplicate
thǹg-khak,褪殼,duplicate
thǹg-khòo-lān,,duplicate
thǹg-khòo-lān,褪褲膦,duplicate
thǹg-khòo-lān,褪褲膦,duplicate
thǹg-kng-kng,褪光光,duplicate
thǹg-kng-kng,褪光光,duplicate
thǹg-kng-kng,褪光光,duplicate
thǹg-kng-kng,褪光光,duplicate
thǹg-lâng,褪人,duplicate
thǹg--lâng,褪人,duplicate
thǹg-mn̂g,褪毛,duplicate
thǹg-moo,褪毛,duplicate
thǹg-pak-theh,褪剝裼,duplicate
thǹg-pak-theh,褪剝裼,duplicate
thǹg-pak-theh,褪剝裼,duplicate
thǹg-pak-theh,褪剝裼,duplicate
thǹg-phuê,褪皮,duplicate
thǹg-sik,退色,duplicate
thǹg-sik,退色,duplicate
thǹg-sik,退色,duplicate
thǹg-sik,退色,duplicate
thǹg-sik,退色,duplicate
thǹg-siong,燙傷,duplicate
thǹg-theh-theh,褪澈澈,duplicate
thǹg-theh-theh,褪澈澈,duplicate
thǹg-theh-theh,褪裼裼,duplicate
thǹg-theh-theh,褪裼裼,duplicate
thǹg-theh-theh,褪裼裼,duplicate
thǹg-tio̍h,燙著,duplicate
thǹg--tio̍h,燙著,duplicate
thǹg--tio̍h,燙著,duplicate
thn̂g,團,duplicate
thn̂g,團,duplicate
thn̂g,糖,duplicate
thn̂g-á-tshiám,糖仔扦,duplicate
thn̂g-á-piánn,糖仔餅,duplicate
thn̂g-tsíng,傳種,duplicate
thn̂g-tsíng,傳種,duplicate
thn̂g-tsuí,糖水,duplicate
thn̂g-sng-uân,糖霜丸,duplicate
thn̄g,碭,duplicate
thn̄g-tshài,燙菜,duplicate
thn̄g-sio,燙燒,duplicate
thn̄g-sio,燙燒,duplicate
thng-sî,湯匙,duplicate
thng-sî,湯匙,duplicate
thng-sî-á,湯匙仔,duplicate
thng-thâu,湯頭,duplicate
thng-thâu,湯頭,duplicate
thng-thâu,湯頭,duplicate
thng-thâu,湯頭,duplicate
thó,討,duplicate
thó-tsè,討債,duplicate
thó-tsîng,討情,duplicate
thó-tsia̍h,討食,duplicate
thó-tsia̍h,討食,duplicate
thó-tsia̍h,討食,duplicate
thó-tsia̍h,討食,duplicate
thó-tsia̍h,討食,duplicate
thó-tsia̍h,討食,duplicate
thó-hái,討海,duplicate
thó-hái,討海,duplicate
thó-hái,討海,duplicate
thó-hái,討海,duplicate
thó-jîn-tsîng,討人情,duplicate
thó-jîn-tsîng,討人情,duplicate
thó-kha-kiânn,討腳行,duplicate
thó-khè-hiann,討契兄,duplicate
thó-khè-hiann,討契兄,duplicate
thó-lia̍h,討掠,duplicate
thó-miā,討命,duplicate
thó-phuê-thiànn,討皮疼,duplicate
thó-siàu,討數,duplicate
thó-siàu,討數,duplicate
thó-sue,討衰,duplicate
thó-thàn,討趁,duplicate
thó-thàn,討趁,duplicate
thó-tò-tńg,討倒轉,duplicate
thò,套,duplicate
thò,套,duplicate
thò-bôo,套謀,duplicate
thò-tsînn,套錢,duplicate
thò-tsînn,套錢,duplicate
thò-hì,套戲,duplicate
thò-king,套供,duplicate
thò-khang,套空,duplicate
thò-khang,套空,duplicate
thò-kio̍k,套劇,duplicate
thò-phâu,套袍,duplicate
thò-sio̍k,套俗,duplicate
thò-sio̍k,套俗,duplicate
thò-sio̍k,套俗,duplicate
thò-thâu,套頭,duplicate
thò-thâu,套頭,duplicate
thò-thâu-uē,套頭話,duplicate
thò-ti̍t,妥直,duplicate
thò-ti̍t,妥直,duplicate
thò-ti̍t,妥直,duplicate
thò-ti̍t,妥直,duplicate
thò-ti̍t,妥直,duplicate
thò-ti̍t,妥直,duplicate
thò-ti̍t,妥直,duplicate
thò-ti̍t,套直,duplicate
thò-ti̍t,套直,duplicate
thò-ti̍t,套直,duplicate
thò-ti̍t,套直,duplicate
thò-ti̍t,套直,duplicate
thò-ti̍t,套直,duplicate
thò-ti̍t,套直,duplicate
thò-tòng,妥當,duplicate
thô-á,桃仔,duplicate
thô-hue,桃花,duplicate
thô-hue-sìng,桃花性,duplicate
thô-lí,桃李,duplicate
thua,拖,duplicate
thua,拖,duplicate
thuā,汏,duplicate
thuā,汏,duplicate
thuā,汏,duplicate
thuā,汰,duplicate
thuā-uánn,汏碗,duplicate
thuā-sann,汰衫,duplicate
thua-buâ,拖磨,duplicate
thua-buâ,拖磨,duplicate
thua-buâ,拖磨,duplicate
thua-buâ,拖磨,duplicate
thua-buâ,拖磨,duplicate
thua-buâ,拖磨,duplicate
thua-bué-tshenn,拖尾星,duplicate
thua-tsè,拖債,duplicate
thua-tsè,拖債,duplicate
thua-tsûn,拖船,duplicate
thua-tsûn,拖船,duplicate
thuah,屜,duplicate
thuah--khui,,duplicate
thuah--khui,,duplicate
thuah-liān-á,拖鍊仔,duplicate
thuah-liú,屜紐,duplicate
thuah-thang,拖窗,duplicate
thuah-thang,拖窗,duplicate
thuah-thang,脫窗,duplicate
thuah-thang,脫窗,duplicate
thuah-thang,脫窗,duplicate
thuah-thang,脫窗,duplicate
thuah-thiu,屜抽,duplicate
thua-kang,拖工,duplicate
thua-kang,拖工,duplicate
thua--kuè-khì,拖過去,duplicate
thua-lāu-miā,拖老命,duplicate
thua-luī,拖累,duplicate
thua-luī,拖累,duplicate
thua-luī,拖累,duplicate
thua-miā,拖命,duplicate
thuann,攤,duplicate
thuánn-tsháu,,duplicate
thuánn-pênn,,duplicate
thuánn-pênn,,duplicate
thuànn,湠,duplicate
thuànn,澶,duplicate
thuànn-tsíng,湠種,duplicate
thuànn-khòng,炭礦,duplicate
thuànn-khui,湠開,duplicate
thuàn-lī,篆字,duplicate
thuànn-sái,炭屎,duplicate
thuànn-sái,炭屎,duplicate
thuân,傳,duplicate
thuân-tsiap,傳接,duplicate
thuân-kiánn-sun,傳囝孫,duplicate
thuân-lô,傳鑼,duplicate
thuân-lô,傳鑼,duplicate
thuân-ta̍t,傳達,duplicate
thua-pòo,拖布,duplicate
thua-sái-liân,拖屎連,duplicate
thua-sái-liân,拖屎連,duplicate
thua-sái-liân,拖屎連,duplicate
thua-sua,拖沙,duplicate
thua-sua,拖沙,duplicate
thua-sua,拖沙,duplicate
thua-táu,拖斗,duplicate
thuat-tsáu-lī,脫走離,duplicate
thuat-tsíng,脫種,duplicate
thua-thi̍h,拖昳,duplicate
thuat-huà,脫化,duplicate
thuat-huà,脫化,duplicate
thua-thôo,拖土,duplicate
thua-thuī,拖墜,duplicate
thua-thuī,拖墜,duplicate
thua-tó,拖倒,duplicate
thuat-suànn,脫線,duplicate
thuat-suànn,脫線,duplicate
thuat-suànn,脫線,duplicate
thuat-suànn,脫線,duplicate
thuat-suànn,脫線,duplicate
thué-thak,,duplicate
thué-thak,,duplicate
thué-thak,,duplicate
thué-thak,,duplicate
thueh-kioh,替腳,duplicate
thóng,捅,duplicate
thóng,捅,duplicate
thóng,捅,duplicate
thóng-tshut-lâi,捅出來,duplicate
thóng-kuán,統管,duplicate
thóng-thâu,,duplicate
thóng-thâu,捅頭,duplicate
thóng-thâu,捅頭,duplicate
thóng-thâu,捅頭,duplicate
thóng-thâu,捅頭,duplicate
thóng-thâu,捅頭,duplicate
thóng-thâu,捅頭,duplicate
thóng-thâu,捅頭,duplicate
thong-bôo,通謀,duplicate
thong-tshó,通草,duplicate
thong-i̍k,通譯,duplicate
thong-hāng,通巷,duplicate
thong-hāng,通巷,duplicate
thong-iông,通揚,duplicate
thong-khì,通氣,duplicate
thong-lâng-tsai,通人知,duplicate
thong-lâng-tsai,通人知,duplicate
thong-lōo-kuī,通路櫃,duplicate
thong-niû,通梁,duplicate
thong-niû,通梁,duplicate
thong-niû,通梁,duplicate
thong-óng,通往,duplicate
thong-phe,通批,duplicate
thong-pò,通報,duplicate
thong-sim-mī,通心麵,duplicate
thong-sin,通身,duplicate
thong-sin,通身,duplicate
thong-tháu,,duplicate
thong-tháu,,duplicate
thong-tháu,,duplicate
thong-tháu,,duplicate
thong-tháu,,duplicate
thong-tháu,通敁,duplicate
thong-tháu,通敁,duplicate
thong-tháu,通敁,duplicate
thong-thàu,通透,duplicate
thong-thàu,通透,duplicate
thong-thàu,通透,duplicate
thong-thinn-ē,通天下,duplicate
thong-thò,通套,duplicate
thong-thò,通套,duplicate
thong-thò,通套,duplicate
thong-tn̂g,通腸,duplicate
thóo,土,duplicate
thóo,土,duplicate
thóo,土,duplicate
thóo,吐,duplicate
thóo-bah-tsìnn,吐肉箭,duplicate
thóo-ba̍k,吐目,duplicate
thóo-ba̍k,吐目,duplicate
thóo-tshìng,土銃,duplicate
thóo--tshut-lâi,吐出來,duplicate
thóo-tsi̍h,吐舌,duplicate
thóo-tsi̍h,吐舌,duplicate
thóo-giû-tshik,土牛膝,duplicate
thóo-giû-tshit,土牛七,duplicate
thóo-hng,土方,duplicate
thóo-huan,土番,duplicate
thóo-huan,土番,duplicate
thóo-huí,土匪,duplicate
thóo-huí,土匪,duplicate
thóo-im,土音,duplicate
thóo-im,土音,duplicate
thóo-ínn,吐蘡,duplicate
thóo-king-kài,土荊芥,duplicate
thóo-khiunn,土腔,duplicate
thóo-khuì,吐氣,duplicate
thóo-khuì,吐氣,duplicate
thóo-khuì,吐氣,duplicate
thóo-khuì,吐氣,duplicate
thóo-khuì,吐氣,duplicate
thóo-khuì-pûn-hāinn,吐氣哼,duplicate
thóo-kong,土公,duplicate
thóo-kong,土公,duplicate
thóo-kong,土公,duplicate
thóo-kong,土公,duplicate
thóo-kong,土剛,duplicate
thóo-kùn,土棍,duplicate
thóo-kùn,土棍,duplicate
thóo-lâng,土人,duplicate
thóo-lâng,土人,duplicate
thóo-miâ,土名,duplicate
thóo-pà,土霸,duplicate
thóo-pà,土霸,duplicate
thóo-pau-á,土包仔,duplicate
thóo-pù-á,土富仔,duplicate
thóo-sam,土杉,duplicate
thóo-senn-á,土生仔,duplicate
thóo-senn-á,土生仔,duplicate
thóo-senn-á,土生仔,duplicate
thóo-senn-á,土生仔,duplicate
thóo-senn-á,土生仔,duplicate
thóo-sio̍k,土俗,duplicate
thóo-siūnn,土想,duplicate
thóo-siūnn,土想,duplicate
thóo-siūnn,土想,duplicate
thóo-siūnn,土想,duplicate
thóo-siūnn,土想,duplicate
thóo-sông,土倯,duplicate
thóo-sông,土傖,duplicate
thóo-thóo,土土,duplicate
thóo-ti̍t,土直,duplicate
thóo-ti̍t,土直,duplicate
thóo-ti̍t,土直,duplicate
thóo-ti̍t,土直,duplicate
thóo-ti̍t,土直,duplicate
thóo-tuā-khuì,吐大氣,duplicate
thóo-tuā-khuì,吐大氣,duplicate
thòo,吐,duplicate
thòo-ba̍k-luî,吐目雷,duplicate
thòo-bué-tsháu,兔尾草,duplicate
thòo-eh,吐呃,duplicate
thòo-hueh,吐血,duplicate
thòo-hueh,吐血,duplicate
thòo-hueh,吐血,duplicate
thòo-kiàm-kong,吐劍光,duplicate
thòo-ling,吐奶,duplicate
thòo-liân-siân,吐連涎,duplicate
thòo-liân-siân,吐連涎,duplicate
thòo-liân-siân,吐連涎,duplicate
thòo-liân-siân,吐連涎,duplicate
thòo-liân-siân,吐連涎,duplicate
thòo-suī,吐穗,duplicate
thòo-tuā-uē,吐大話,duplicate
thôo,塗,duplicate
thôo,塗,duplicate
thôo-ang-á,土尪仔,duplicate
thôo-ang-á,土尪仔,duplicate
thôo-ang-á,土尪仔,duplicate
thôo-bah,土肉,duplicate
thôo-bah,土肉,duplicate
thôo-bah,土肉,duplicate
thôo-bí-sua,土米沙,duplicate
thôo-tsiunn,土漿,duplicate
thôo-tsuí-sai,土水師,duplicate
thôo-tsuí-sai,土水師,duplicate
thôo-hún,土粉,duplicate
thôo-hún,土粉,duplicate
thôo-hún,土粉,duplicate
thôo-hún,土粉,duplicate
thôo-hún,土粉,duplicate
thôo-hún,土粉,duplicate
thôo-iû,土油,duplicate
thôo-iû,土油,duplicate
thôo-iû,土油,duplicate
thôo-iû,土油,duplicate
thôo-iû,土油,duplicate
thôo-kâu,土猴,duplicate
thôo-kâu,土猴,duplicate
thôo-kha,土腳,duplicate
thôo-kha,土腳,duplicate
thôo-kha-tau,土腳兜,duplicate
thôo-kha-té,土腳底,duplicate
thôo-kha-tíng,土腳頂,duplicate
thôo-khut,土窟,duplicate
thôo-lîng,土龍,duplicate
thôo-lîng,土龍,duplicate
thôo-lîng,土龍,duplicate
thôo-lûn,土崙,duplicate
thôo-lûn,土崙,duplicate
thôo-muâi,土糜,duplicate
thôo-muâi,土糜,duplicate
thôo-muâi-tsiunn,土糜漿,duplicate
thôo-muâi-khut,土糜窟,duplicate
thôo-muâi-ko,土糜膏,duplicate
thôo-muâi-ko,土糜膏,duplicate
thôo-muâi-ko,土糜膏,duplicate
