tl,hanzi,drop_reason
long,啷,duplicate
long,瓏,duplicate
long,瓏,duplicate
lóng,,duplicate
lóng,,duplicate
lóng,,duplicate
lóng-bô,,duplicate
lóng-bô,,duplicate
lóng-tsóng,,duplicate
lóng-tsóng,,duplicate
lóng-tsóng,,duplicate
lóng-tsóng,,duplicate
lóng-tsóng,,duplicate
lóng-tsóng,,duplicate
lóng-tsóng,,duplicate
lóng-tsóng,,duplicate
lóng-tsóng,,duplicate
lóng-tsóng,,duplicate
lóng-tsóng,,duplicate
lóng-kiōng,,duplicate
lóng-kiōng,,duplicate
lóng-kiōng,,duplicate
lóng-kiōng,,duplicate
lóng-sī,,duplicate
lóng-sī,,duplicate
lóng-sī,,duplicate
lòng-khòng,,duplicate
lòng-khòng,閬閌,duplicate
lòng-khòng,閬閌,duplicate
lòng-phuà,,duplicate
lòng--tio̍h,,duplicate
lông,囊,duplicate
lông,囊,duplicate
lông-á,櫳仔,duplicate
lông-á-king,籠仔間,duplicate
lông-li̍k,農曆,duplicate
lông-to̍k,狼毒,duplicate
lông-to̍k,狼毒,duplicate
lông-to̍k,狼毒,duplicate
lōng,弄,duplicate
lōng,浪,duplicate
lōng,浪,duplicate
lōng-iông,弄揚,duplicate
lōng-khuân,弄權,duplicate
lōng-lian-liú,浪嗹六,duplicate
lōng-liu-lian,浪溜嗹,duplicate
lōng-liu-lian,浪溜嗹,duplicate
lōng-liu-lian,浪溜嗹,duplicate
lōng-pang,弄幫,duplicate
lōng-sóng,弄慫,duplicate
lōng-tōng,浪蕩,duplicate
lōng-tōng,浪蕩,duplicate
lōng-tōng,浪蕩,duplicate
lōng-tōng-tsú,浪蕩子,duplicate
lōng-tōng-hàn,浪蕩漢,duplicate
lop,,duplicate
lop,,duplicate
lop,,duplicate
lo-so,囉嗦,duplicate
lo-so,囉嗦,duplicate
lo-thi,囉啼,duplicate
lo-thi,囉啼,duplicate
loo,,duplicate
loo,,duplicate
loo,,duplicate
lóo,鹵,duplicate
lóo,魯,duplicate
lóo,魯,duplicate
lóo-bah-kha,魯肉腳,duplicate
lóo-bah-kha,魯肉腳,duplicate
lóo-bah-kha,魯肉腳,duplicate
lóo-kóo-tsio̍h,老古石,duplicate
lóo-la̍t,,duplicate
lóo-la̍t,,duplicate
lóo-la̍t,,duplicate
lóo-liāu,滷料,duplicate
lóo-pan-tshioh,魯班尺,duplicate
lóo-pan-tshioh,魯班尺,duplicate
lôo,爐,duplicate
lôo-á,爐仔,duplicate
lôo-tsâi,奴才,duplicate
lôo-tshue,爐炊,duplicate
lôo-tsî,鸕鶿,duplicate
lôo-tsî,鸕鶿,duplicate
lôo-tsî-kha,鸕鶿腳,duplicate
lôo-huē,蘆薈,duplicate
lôo-muâ,鱸鰻,duplicate
lôo-muâ,鱸鰻,duplicate
lôo-muâ,鱸鰻,duplicate
lôo-muâ-khuì,鱸鰻氣,duplicate
lôo-muâ-kiánn,鱸鰻囝,duplicate
lôo-muâ-kiánn,鱸鰻囝,duplicate
lôo-si-bó,螺絲母,duplicate
lôo-si-ká,螺絲絞,duplicate
lôo-si-ká,螺絲絞,duplicate
lôo-sué,蘆黍,duplicate
lôo-sué,蘆黍,duplicate
lôo-sué,蘆黍,duplicate
lôo-sún,蘆筍,duplicate
lôo-tan,爐丹,duplicate
lôo-tîn,蘆藤,duplicate
lōo,路,duplicate
lōo-bīn,露面,duplicate
lōo-bué,路尾,duplicate
lōo-bué,路尾,duplicate
lōo-bué-tshiú,路尾手,duplicate
lōo-tse̍h,陋絕,duplicate
lōo-tsiòng,路障,duplicate
lōo-tsuí,露水,duplicate
lōo-īng,路用,duplicate
lōo-īng,路用,duplicate
lōo-īng,路用,duplicate
lōo-īng,路用,duplicate
lōo-huì,路費,duplicate
lōo-huì,路費,duplicate
lōo-huì,路費,duplicate
lōo-iânn,露營,duplicate
lōo-iōng,路用,duplicate
lōo-iōng,路用,duplicate
lōo-iōng,路用,duplicate
lōo-iōng,路用,duplicate
lōo-iōng,路用,duplicate
lōo-iōng,路用,duplicate
lōo-kháu,路口,duplicate
lōo-kiō,蕗蕎,duplicate
lōo-kiō-tshang,蕗蕎蔥,duplicate
lōo-lê,露螺,duplicate
lōo-lōo-hián,,duplicate
lōo-pông-si,路旁屍,duplicate
lōo-pông-si,路旁屍,duplicate
lōo-sái,路使,duplicate
lōo-thâu,路頭,duplicate
lōo-thâu,路頭,duplicate
lōo-thâu,路頭,duplicate
lōo-tôo,路途,duplicate
lu,,duplicate
lú,愈,duplicate
lú,愈,duplicate
lú,愈,duplicate
lú,愈,duplicate
lú-kang,女工,duplicate
lù,,duplicate
lù,,duplicate
lù-phuà-phuê,,duplicate
lû-bé-bé,茹馬馬,duplicate
lû-bé-bé,茹馬馬,duplicate
lû-bé-bé,茹馬馬,duplicate
lû-tshiáng-tshiáng,,duplicate
lû-tshiáng-tshiáng,,duplicate
lû-tshiáng-tshiáng,,duplicate
lû-tshiáng-tshiáng,,duplicate
lû-sô,,duplicate
lû-sô,,duplicate
lû-thâu-sàm-kè,茹頭鬖髻,duplicate
lui,癗,duplicate
luí,,duplicate
luí,蕊,duplicate
luí-tshuì,累碎,duplicate
luí-tshuì,累碎,duplicate
luí-luí-tshuì-tshuì,累累碎碎,duplicate
luî,擂,duplicate
luî-kong-bīn,雷公面,duplicate
luî-kong-bīn,雷公面,duplicate
luî-kong-hōo,雷公雨,duplicate
luî-kong-sìng,雷公性,duplicate
luî-kong-sìng,雷公性,duplicate
luî-phûn,擂盆,duplicate
luī,縋,duplicate
luī-á,縋仔,duplicate
luī-kî,縋旗,duplicate
luī-sū,類似,duplicate
luī-tuī,累墜,duplicate
lui-tui,癗堆,duplicate
lui-tui,癗堆,duplicate
lun,,duplicate
lún,忍,duplicate
lún,忍,duplicate
lún,碖,duplicate
lún,懍,duplicate
lún-tshuì,忍嘴,duplicate
lún-tshuì,忍嘴,duplicate
lún-tsio̍h,碖石,duplicate
lún-tsio̍h,碖石,duplicate
lún-khì,忍氣,duplicate
lún-khì,忍氣,duplicate
lún-liap,懍懾,duplicate
lún-lún,懍懍,duplicate
lún-neh,懍懾,duplicate
lún-neh,懍懾,duplicate
lún-neh,懍懾,duplicate
lún-neh,懍懾,duplicate
lùn,蠕,duplicate
lûn-á,崙仔,duplicate
lûn-khau,輪鬮,duplicate
lûn-liû,輪流,duplicate
lûn-thai,輪胎,duplicate
lūn,韌,duplicate
lūn,韌,duplicate
lūn,潤,duplicate
lūn-á,崙仔,duplicate
lūn-á,崙仔,duplicate
lūn-á,崙仔,duplicate
lūn-á,崙仔,duplicate
lūn-á,崙仔,duplicate
lūn-á,崙仔,duplicate
lūn-tsin,論真,duplicate
lūn-tsin,論真,duplicate
lūn-miā,韌命,duplicate
lūn-piánn,潤餅,duplicate
lūn-sǹg,論算,duplicate
lun-tsáu,圇走,duplicate
lu-pênn,攄平,duplicate
lut,甪,duplicate
lut,甪,duplicate
lut,甪,duplicate
lut,甪,duplicate
lut,黜,duplicate
lu̍t,,duplicate
lu̍t,,duplicate
lut-á,甪仔,duplicate
lut-á,甪仔,duplicate
lut-á,黜仔,duplicate
lut-á,黜仔,duplicate
lut-á-tshuì,甪仔嘴,duplicate
lut-tsit,黜職,duplicate
lut-tsit,黜職,duplicate
lut-tsit,黜職,duplicate
lut-tsit,黜職,duplicate
lut-tsit,黜職,duplicate
lut-tsit,黜職,duplicate
lut-tsit,黜職,duplicate
lut-jīm,黜任,duplicate
lut-kè,黜價,duplicate
lut-khì,甪去,duplicate
lut-khì,甪去,duplicate
lut-lûn,黜輪,duplicate
lut-mn̂g,甪毛,duplicate
ḿ-pô,姆婆,duplicate
m̂,莓,duplicate
m̂-á-piánn,梅仔餅,duplicate
m̄,,duplicate
m̄,,duplicate
m̄-ài,,duplicate
m̄-bat,,duplicate
m̄-bat,,duplicate
m̄-bat,,duplicate
m̄-bat,,duplicate
m̄-bat,,duplicate
m̄-bat,,duplicate
m̄-bián,,duplicate
m̄-bián,,duplicate
m̄-bián,,duplicate
m̄-bián,,duplicate
m̄-bián,,duplicate
m̄-bô,,duplicate
m̄-bô,,duplicate
m̄-tsai-tshénn,,duplicate
m̄-tsí,,duplicate
m̄-tsí,,duplicate
m̄-tsiânn,,duplicate
m̄-tsiânn,,duplicate
m̄-tsiânn-lâng,,duplicate
m̄-tsún,,duplicate
m̄-tsún,,duplicate
m̄-tsún,,duplicate
m̄-guān,,duplicate
m̄-guān,,duplicate
m̄-guān,,duplicate
m̄-hān-tiānn,,duplicate
m̄-hān-tiānn,,duplicate
m̄-hó,,duplicate
m̄-hó-khuànn,,duplicate
m̄-hó-sì,,duplicate
m̄-jīn,,duplicate
m̄-kam,,duplicate
m̄-kam,,duplicate
m̄-kam,,duplicate
m̄-kam,,duplicate
m̄-kánn-tng,,duplicate
m̄-khíng,,duplicate
m̄-kò,,duplicate
m̄-kuán,,duplicate
m̄-koh,,duplicate
m̄-koh,,duplicate
m̄-koh,,duplicate
m̄-koh,,duplicate
m̄-kú,,duplicate
m̄-kuh,,duplicate
m̄-kuh,,duplicate
m̄-nā,,duplicate
m̄-nā,,duplicate
m̄-nā,,duplicate
m̄-nā,,duplicate
m̄-nā,,duplicate
m̄-nā,,duplicate
m̄-nā,,duplicate
m̄-nā,,duplicate
m̄-nā,,duplicate
m̄-nā,,duplicate
m̄-nā,,duplicate
m̄-pàng-i-suah,,duplicate
m̄-pat,,duplicate
m̄-sái,,duplicate
m̄-sī-khang,,duplicate
m̄-thang,,duplicate
m̄-ti̍h,,duplicate
m̄-tio̍h,,duplicate
m̄-tio̍h,,duplicate
m̄-tio̍h,,duplicate
m̄-tio̍h,,duplicate
m̄-tio̍h,,duplicate
má,媽,duplicate
má-tsóo,媽祖,duplicate
má-hu,馬虎,duplicate
má-î,媽姨,duplicate
má-king,媽宮,duplicate
má-lîng-tsî,馬鈴薯,duplicate
má-siāng,馬上,duplicate
mà-mà-háu,哞哞哮,duplicate
mā-koh,嘛閣,duplicate
mā-sī,,duplicate
mā-sī,嘛是,duplicate
mái-tsiok,買囑,duplicate
mài,,duplicate
mài,,duplicate
mài,,duplicate
mài,,duplicate
mài-kóng,,duplicate
mài-kóng,,duplicate
mau,,duplicate
mau,,duplicate
mâu,茅,duplicate
mauh,,duplicate
mauh,,duplicate
me,,duplicate
mé,,duplicate
mé-tshénn,猛醒,duplicate
mé-tshénn,猛醒,duplicate
mé-tshénn,猛醒,duplicate
mé-tshénn,猛醒,duplicate
mé-hué,猛火,duplicate
mé-lia̍h,,duplicate
mé-lia̍h,,duplicate
mê,暝,duplicate
mê,糜,duplicate
mê-bué,暝尾,duplicate
mê-bué,暝尾,duplicate
mê-tshim,暝深,duplicate
mê-hng,暝昏,duplicate
mê-ji̍t,暝日,duplicate
mê-ji̍t,暝日,duplicate
mê-ji̍t,暝日,duplicate
mê-ji̍t,暝日,duplicate
mê-ji̍t,暝日,duplicate
mê-kak,鋩角,duplicate
mê-kak,鋩角,duplicate
mê-kak,鋩角,duplicate
mê-kak,鋩角,duplicate
mê-kak,鋩角,duplicate
mê-kak,鋩角,duplicate
mê-kang,暝工,duplicate
mê-nî,明年,duplicate
mê-pan,暝班,duplicate
mê-puànn,暝半,duplicate
mê-puànn,暝半,duplicate
mê-sî,暝時,duplicate
mê-sî,暝時,duplicate
mê--sî,暝時,duplicate
mê--sî,暝時,duplicate
mê--sî,暝時,duplicate
mê-thâu,暝頭,duplicate
mê-thâu,暝頭,duplicate
mē,罵,duplicate
me̍h,脈,duplicate
me̍h,脈,duplicate
mi,,duplicate
mî,棉,duplicate
mî,綿,duplicate
mî,綿,duplicate
mî-á-tsuá,棉仔紙,duplicate
mî-á-tsuá,棉仔紙,duplicate
mî-á-tsuá,綿仔紙,duplicate
mî-á-tsuá,綿仔紙,duplicate
mî-tsinn,綿精,duplicate
mî-tsinn,綿精,duplicate
mî-tsioh,,duplicate
mî-tsioh,,duplicate
mî-tsioh,,duplicate
mî-hiû-kong,棉裘公,duplicate
mî-nuā,綿爛,duplicate
mî-nuā,綿爛,duplicate
mî-nuā,綿爛,duplicate
mî-nuā,綿爛,duplicate
mî-nuā,綿爛,duplicate
mî-phàu,棉袍,duplicate
mî-sái,棉屎,duplicate
mî-thai,棉胎,duplicate
mī,,duplicate
mī,麵,duplicate
mī-tsià,麵炙,duplicate
mī-hún,麵粉,duplicate
mī-hún-tsó,麵粉藻,duplicate
mī-suànn,麵線,duplicate
mī-suànn,麵線,duplicate
mī-suànn-tshi,麵線蛆,duplicate
mī-suànn-tshin,麵線親,duplicate
mī-suànn-tshin,麵線親,duplicate
mī-suànn-uē,麵線話,duplicate
mī-tê,麵茶,duplicate
mī-tê,麵茶,duplicate
mī-thi,麵黐,duplicate
mī-thng,麵湯,duplicate
mī-tiâu,麵條,duplicate
miâ,名,duplicate
miâ-tsheh,名冊,duplicate
miâ-phōo,名簿,duplicate
miâ-siann,名聲,duplicate
miâ-siann,名聲,duplicate
miâ-siann,名聲,duplicate
miâ-siann-tháu,名聲敁,duplicate
miâ-siann-tháu,名聲敁,duplicate
miâ-siann-tháu,名聲敁,duplicate
miâ-siann-tháu,名聲透,duplicate
miâ-thâu,名頭,duplicate
mih,,duplicate
mih,,duplicate
mi̍h,物,duplicate
mi̍h-tsia̍h,物食,duplicate
mi̍h-kiānn,物件,duplicate
mi̍h-kiānn,物件,duplicate
mi̍h-kiānn,物件,duplicate
mi̍h-kiānn,物件,duplicate
mi̍h-phuè,物配,duplicate
mi̍h-phuè,物配,duplicate
mi̍h-phuè,物配,duplicate
mi̍h-phuè,物配,duplicate
mi̍h-phuè,物配,duplicate
mi̍h-phuè,物配,duplicate
mi̍h-phuè,物配,duplicate
mi̍h-phuè,物配,duplicate
mi̍h-phuè-kiâm,物配鹹,duplicate
mi̍h-phuè-kiâm,物配鹹,duplicate
mih-tāi,乜代,duplicate
mih-tāi,乜代,duplicate
mih-tāi,物代,duplicate
mih-tāi,物代,duplicate
mńg-poo,晚晡,duplicate
mńg-tang,晚冬,duplicate
mǹg-sǹg,魍魎,duplicate
mn̂g-tsháu,毛草,duplicate
mn̂g-tsháu,毛草,duplicate
mn̂g-tsháu,毛草,duplicate
mn̂g-tshuànn,門閂,duplicate
mn̂g-tshuànn,門閂,duplicate
mn̂g-tshuì-kháu,門嘴口,duplicate
mn̂g-tsiang-kun,毛將軍,duplicate
mn̂g-hong,門風,duplicate
mn̂g-hōo-khū,門戶臼,duplicate
mn̂g-kha,毛腳,duplicate
mn̂g-kha-kháu,門腳口,duplicate
mn̂g-kháu-kong,門口公,duplicate
mn̂g-kháu-tiânn,門口埕,duplicate
mn̂g-kháu-tiânn,門口埕,duplicate
mn̂g-kháu-tiânn,門口埕,duplicate
mn̂g-khī,毛柿,duplicate
mn̂g-khiā,門徛,duplicate
mn̂g-khian,門牽,duplicate
mn̂g-khian,門牽,duplicate
mn̂g-khuân,門環,duplicate
mn̂g-khū,門臼,duplicate
mn̂g-kńg,毛管,duplicate
mn̂g-kńg-tsìnn,毛管箭,duplicate
mn̂g-kńg-tsìnn,毛管箭,duplicate
mn̂g-liân,門聯,duplicate
mn̂g-liú-á,門鈕仔,duplicate
mn̂g-lōo,門路,duplicate
mn̂g-lōo,門路,duplicate
mn̂g-lōo,門路,duplicate
mn̂g-lōo,門路,duplicate
mn̂g-mn̂g-á-hōo,毛毛仔雨,duplicate
mn̂g-sì-bué,門世尾,duplicate
mn̂g-sìnn,門扇,duplicate
mn̂g-sìnn,門扇,duplicate
mn̂g-sìnn-pán,門扇板,duplicate
mn̂g-sìnn-pán,門扇板,duplicate
mn̂g-sui,毛|髟,duplicate
mn̂g-táu,門斗,duplicate
mn̂g-tiânn,門埕,duplicate
mn̂g-tiânn,門埕,duplicate
mn̂g-tuì,門對,duplicate
mn̄g-bāi,問覓,duplicate
mua,,duplicate
mua,,duplicate
mua,,duplicate
mua,,duplicate
muá-gue̍h,滿月,duplicate
muá-kînn,滿,duplicate
muá-la̍k-bān,滿六萬,duplicate
muá-la̍k-bān,滿六萬,duplicate
muá-la̍k-bān,滿六萬,duplicate
muá-la̍k-bān,滿六萬,duplicate
muá-la̍k-bān,滿六萬,duplicate
muá-la̍k-bān,滿六萬,duplicate
muá-muá,滿滿,duplicate
muá-muá-sī,滿滿是,duplicate
muá-muá-sī,滿滿是,duplicate
muá-pak,滿腹,duplicate
muá-sì-kè,滿四界,duplicate
muá-sì-kè,滿四界,duplicate
muá-sì-kè,滿四界,duplicate
muá-sì-kè,滿四界,duplicate
muá-sì-kè,滿四界,duplicate
muá-sì-kè,滿四界,duplicate
muá-sì-kè,滿四界,duplicate
muá-sì-kè,滿四界,duplicate
muá-sin,滿身,duplicate
muá-suann-âng,滿山紅,duplicate
muá-suann-phiânn,滿山坪,duplicate
muá-thinn,滿天,duplicate
muá-thinn-tshenn,滿天星,duplicate
muâ,鰻,duplicate
muâ-hî,鰻魚,duplicate
muâ-hî,鰻魚,duplicate
muâ-ho̍k,麻服,duplicate
muâ-ho̍k,麻服,duplicate
muâ-hông,麻黃,duplicate
muâ-iû,麻油,duplicate
muâ-iû,麻油,duplicate
muâ-khàm,,duplicate
muâ-khàm,瞞勘,duplicate
muâ-khǹg,,duplicate
muâ-phiàn,瞞騙,duplicate
muâ-phiàn,瞞騙,duplicate
muâ-sann,麻衫,duplicate
muâ-sann,麻衫,duplicate
muâ-sann,麻衫,duplicate
muâ-sann,麻衫,duplicate
muâ-sann,麻衫,duplicate
muâ-soh,麻索,duplicate
muâi,糜,duplicate
muâi-lâng-tsí,媒人姊,duplicate
muâi-lâng-pô,媒人婆,duplicate
muâi-pn̄g,糜飯,duplicate
môo-hē,毛蟹,duplicate
môo-hē-í,毛蟹椅,duplicate
môo-huē,毛蟹,duplicate
môo-khî,毛蜞,duplicate
môo-khî-á,毛蜞仔,duplicate
môo-ki,毛萁,duplicate
môo-kìn,毛茛,duplicate
môo-kong,魔公,duplicate
môo-kong,魔公,duplicate
môo-kong,魔公,duplicate
môo-lâm,毛藍,duplicate
môo-liāu,毛料,duplicate
môo-liāu,毛料,duplicate
môo-sîn,魔神,duplicate
môo-sîn,魔神,duplicate
môo-sîn,魔神,duplicate
môo-sîn,魔神,duplicate
môo-sîn,魔神,duplicate
môo-sîn-á,魔神仔,duplicate
môo-sîn-á,魔神仔,duplicate
môo-sîn-á,魔神仔,duplicate
môo-sîn-á,魔神仔,duplicate
môo-sui,毛蓑,duplicate
môo-sui,毛蓑,duplicate
môo-sui,毛蓑,duplicate
môo-tik,毛竹,duplicate
mōo-liap,冒捏,duplicate
mōo-liap,冒捏,duplicate
mōo-liap,冒攝,duplicate
mooh,,duplicate
mooh,,duplicate
mooh,,duplicate
mo̍oh-me̍h,膜脈,duplicate
mo̍oh-mo̍oh,漠漠,duplicate
mo̍oh-mo̍oh,漠漠,duplicate
moo-hē,毛蟹,duplicate
moo-hē,毛蟹,duplicate
mooh-mooh,,duplicate
mooh-phīnn-á,抈鼻仔,duplicate
mooh-piah-kuí,,duplicate
mooh-piah-kuí,抈壁鬼,duplicate
mooh-piah-kuí,抈壁鬼,duplicate
moo-hui,摸飛,duplicate
moo-hui,摸飛,duplicate
moo-kńg-khang,毛管孔,duplicate
moo-kńg-khang,毛管孔,duplicate
moo-moo-khùn,哞哞睏,duplicate
muî,煤,duplicate
muî-á-tshiū,梅仔樹,duplicate
muî-kuì,玫瑰,duplicate
ná,,duplicate
ná,,duplicate
ná,那,duplicate
ná,那,duplicate
ná,哪,duplicate
ná-tsai,那知,duplicate
ná-tshin-tshiūnn,那親像,duplicate
ná-tshin-tshiūnn,那親像,duplicate
ná-tshiūnn,那像,duplicate
ná-tshiūnn,那像,duplicate
ná-tshiūnn,若像,duplicate
ná-tshiūnn,若像,duplicate
ná-ē,那會,duplicate
ná-ē,那會,duplicate
ná-thang,那通,duplicate
ná-tio̍h,那著,duplicate
ná-tio̍h,那著,duplicate
ná-tio̍h,那著,duplicate
ná-tio̍h,那著,duplicate
nà,爁,duplicate
nà,爁,duplicate
nà,爁,duplicate
nà,爁,duplicate
nà-kng,爁光,duplicate
nâ-á,籃仔,duplicate
nâ-âu,嚨喉,duplicate
nâ-âu,嚨喉,duplicate
nâ-âu-khang,嚨喉空,duplicate
nâ-âu-kńg,嚨喉管,duplicate
nâ-âu-kńg,嚨喉管,duplicate
nâ-tsân,籃層,duplicate
nâ-tsân,籃層,duplicate
nâ-giâ,螂蜈,duplicate
nâ-giâ,螂蜈,duplicate
nâ-giâ-í,螂蜈椅,duplicate
nâ-pôo,林苞,duplicate
nâ-tâu-ke,林投雞,duplicate
nā,,duplicate
nā,若,duplicate
nā-beh,若欲,duplicate
nā-beh-sī,若欲是,duplicate
nā-bô,若無,duplicate
nā-bô,若無,duplicate
nā-bô,若無,duplicate
nā-bô,若無,duplicate
nā-bô,若無,duplicate
nā-bô,若無,duplicate
nā-bô,若無,duplicate
nā-bô,若無,duplicate
nā-tsún,若準,duplicate
nā-tsún,若準,duplicate
nā-m̄,,duplicate
nā-m̄,,duplicate
nā-m̄-sī,,duplicate
nà,爁,duplicate
nā-sī,若是,duplicate
nā-sī,若是,duplicate
nā-sī,若是,duplicate
nā-sī,若是,duplicate
nā-sī,若是,duplicate
nā-ū,若有,duplicate
nah,,duplicate
nah-io,凹腰,duplicate
nah-io,凹腰,duplicate
nah-liâng,納涼,duplicate
nah-nng-nah-nng,,duplicate
naih-lo̍h-khì,凹落去,duplicate
naih-phīnn-á,凹鼻仔,duplicate
naih-phīnn-á,凹鼻仔,duplicate
náu,腦,duplicate
náu-āu,腦後,duplicate
náu-tshiong-hiat,腦充血,duplicate
náu-tshiong-hiat,腦充血,duplicate
nāu-tâi,鬧台,duplicate
nāu-tâi,鬧台,duplicate
nāu-tâi,鬧台,duplicate
nauh,,duplicate
ne,奶,duplicate
nè,躡,duplicate
nè-kha-bué,躡腳尾,duplicate
nê,,duplicate
nê,,duplicate
neh,,duplicate
ne̍h,,duplicate
ne̍h,,duplicate
ng,,duplicate
ng,,duplicate
ǹg,向,duplicate
ǹg,向,duplicate
ǹg,向,duplicate
ǹg,向,duplicate
ǹg-bāng,向望,duplicate
ǹg-bāng,向望,duplicate
ǹg-bāng,向望,duplicate
ǹg-bāng,向望,duplicate
ǹg-bāng,向望,duplicate
ǹg-bāng,向望,duplicate
ǹg-bāng,向望,duplicate
ǹg-bāng,向望,duplicate
ǹg-bāng,向望,duplicate
ǹg-bāng,向望,duplicate
ǹg-bāng,向望,duplicate
ǹg-gû,向牛,duplicate
ǹg-iûnn,向羊,duplicate
ǹg-pak,向北,duplicate
ǹg-tǹg,怏忳,duplicate
ǹg-tǹg,怏忳,duplicate
n̂g-ing,黃鶯,duplicate
n̂g-ing,黃鶯,duplicate
n̂g-hî,黃魚,duplicate
n̂g-hî,黃魚,duplicate
n̂g-hio̍h-niau,黃葉貓,duplicate
n̂g-hue-tsháu,黃花草,duplicate
n̂g-hue-hî,黃花魚,duplicate
n̂g-iûnn,黃楊,duplicate
n̂g-kháu,黃口,duplicate
n̂g-kue,黃瓜,duplicate
n̂g-kue,黃瓜,duplicate
n̂g-muâ,黃麻,duplicate
n̂g-sik,黃色,duplicate
n̂g-sim-á,黃心仔,duplicate
n̂g-sim-á,黃心仔,duplicate
n̂g-si̍t-á,黃翅仔,duplicate
n̂g-sng,黃酸,duplicate
n̂g-sng,黃酸,duplicate
n̂g-sng-thán,黃痠疸,duplicate
n̂g-sng-tháng,黃痠桶,duplicate
n̂g-sūn,黃順,duplicate
n̂g-thôo,黃土,duplicate
n̂g-thôo,黃土,duplicate
ngá-khì,雅氣,duplicate
ngá-khì,雅氣,duplicate
ngá-khì,雅氣,duplicate
ngāi-gio̍h,礙虐,duplicate
ngâu-ngâu-liām,嗷嗷念,duplicate
ngāu-tsat,藕節,duplicate
ngē,硬,duplicate
ngē-áu,硬拗,duplicate
ngē-áu,硬拗,duplicate
ngē-áu,硬拗,duplicate
ngē-áu,硬拗,duplicate
ngē-áu,硬拗,duplicate
ngē-beh,硬欲,duplicate
ngē-tshâ,硬柴,duplicate
ngē-tsuí,硬水,duplicate
ngē-tsuí,硬水,duplicate
ngē-gia̍h,硬額,duplicate
ngē-gia̍h,硬額,duplicate
ngē-gia̍h,硬額,duplicate
ngē-kak,硬角,duplicate
ngē-kak,硬角,duplicate
ngē-khì,硬氣,duplicate
ngē-liâu,硬繚,duplicate
ngē-liâu,硬繚,duplicate
ngē-liâu,硬繚,duplicate
ngē-liâu,硬繚,duplicate
ngē-phīnn,硬鼻,duplicate
ngē-sìng,硬性,duplicate
ngē-sìng,硬性,duplicate
ngē-sìng,硬性,duplicate
ngē-sìng,硬性,duplicate
ngē-sìng,硬性,duplicate
ngē-sí,硬死,duplicate
ngē-sí,硬死,duplicate
ngē-sí-siú,硬死守,duplicate
ngē-sí-siú,硬死守,duplicate
ngē-sim,硬心,duplicate
ngē-sim,硬心,duplicate
ngē-sim-kuann,硬心肝,duplicate
ngē-sim-tn̂g,硬心腸,duplicate
ngē-siú,硬守,duplicate
ngē-siú,硬守,duplicate
ngē-suànn,硬線,duplicate
ngē-táu,硬斗,duplicate
ngē-táu,硬斗,duplicate
ngē-táu,硬斗,duplicate
ngē-táu,硬倒,duplicate
ngē-táu,硬倒,duplicate
ngē-táu,硬倒,duplicate
ngē-táu,硬倒,duplicate
ngē-táu,硬倒,duplicate
ngē-tàu,硬鬥,duplicate
ngē-tìnn,,duplicate
ngē-ti̍t,硬直,duplicate
ngē-ti̍t,硬直,duplicate
ngē-ti̍t,硬直,duplicate
ngē-ti̍t,硬直,duplicate
ngē-ti̍t,硬直,duplicate
nge̍h,,duplicate
ngeh-á,鋏仔,duplicate
ngiâ-tshiánn,迎請,duplicate
ngiâ-tshun-hue,迎春花,duplicate
ng-iap,,duplicate
ng-iap,,duplicate
ng-iap,,duplicate
ng-iap,掩揜,duplicate
ng-iap,掩揜,duplicate
ng-iap,掩揜,duplicate
ngiau,,duplicate
ngiau,撓,duplicate
ngiau,蟯,duplicate
ngiáu,撓,duplicate
ngiau-tsiūnn,蟯癢,duplicate
ngiauh,,duplicate
ngiauh,,duplicate
ngiauh,,duplicate
ngia̍uh-ngia̍uh-suan,,duplicate
ngiauh-khí-lâi,撠起來,duplicate
ngiauh-siâu,,duplicate
ngiauh-siâu,,duplicate
ngiauh-tái,蟯歹,duplicate
ngiauh-than,撠蟶,duplicate
ngiauh-than,撠蟶,duplicate
ngiauh-than,蟯蟶,duplicate
ngiauh-than,蟯蟶,duplicate
ngiau-kha-tshng,撓尻川,duplicate
ngiau-ngiau-tāng,蟯蟯動,duplicate
ngiau-ti,,duplicate
ngiú,,duplicate
ng-khàm,,duplicate
ng-khǹg,,duplicate
ng-khoo-ke,,duplicate
ngóo-á-hî,午仔魚,duplicate
ngóo-gi̍k,忤逆,duplicate
ngóo-gi̍k,忤逆,duplicate
ngóo-ho̍k-lāi,五服內,duplicate
ngóo-hóo-lāi,五虎利,duplicate
ngóo-iā,午夜,duplicate
ngóo-kok,五穀,duplicate
ngóo-lōo,五路,duplicate
ngóo-lōo,五路,duplicate
ngóo-lōo,五路,duplicate
ngóo-lōo-lâng,五路人,duplicate
ngóo-lōo-lâng,五路人,duplicate
ngôo-khî,蜈蜞,duplicate
ngôo-khî,蜈蜞,duplicate
ngôo-khî,蜈蜞,duplicate
ni,奶,duplicate
ni,奶,duplicate
ni,奶,duplicate
ní-bo̍k,耳目,duplicate
ní-pòo-tsiáu,染布鳥,duplicate
nì-sìnn,吝嗇,duplicate
nì-sìnn,吝嗇,duplicate
nì-sìnn,吝嗇,duplicate
nî,年,duplicate
nî,呢,duplicate
nî,呢,duplicate
nî,簾,duplicate
nî-á,,duplicate
nî-bué,年尾,duplicate
