hanzi,tl,frequency,poj,tl_num,poj_num,tps_num,tl_notone,poj_notone,tps_notone,tl_abbrev,poj_abbrev,tps_abbrev,stti,is_variant
根部,kin-pōo,25,kin-pō͘,kin1poo7,kin1poo7,ㄍㄧㄣㄅㆦ˫,kinpoo,kinpoo,ㄍㄧㄣㄅㆦ,kp,kp,ㄍㄅ,True,False
格言,kik-giân,25,kek-giân,kik4gian5,kek4gian5,ㄍㄧㆻㆣㄧㄢˊ,kikgian,kekgian,ㄍㄧㆻㆣㄧㄢ,kg,kg,ㄍㆣ,True,False
栽水,tsai-tsuí,25,chai-chúi,tsai1tsui2,chai1chui2,ㄗㄞㄗㄨㄧˋ,tsaitsui,chaichui,ㄗㄞㄗㄨㄧ,tt,cc,ㄗㄗ,True,False
桌布,toh-pòo,25,toh-pò͘,toh4poo3,toh4poo3,ㄉㄛㆷㄅㆦ˪,tohpoo,tohpoo,ㄉㄛㆷㄅㆦ,tp,tp,ㄉㄅ,True,True
桌球,toh-kiû,25,toh-kiû,toh4kiu5,toh4kiu5,ㄉㄛㆷㄍㄧㄨˊ,tohkiu,tohkiu,ㄉㄛㆷㄍㄧㄨ,tk,tk,ㄉㄍ,True,False
梁柱,niû-thiāu,25,niû-thiāu,niu5thiau7,niu5thiau7,ㄋㄧㄨˊㄊㄧㄠ˫,niuthiau,niuthiau,ㄋㄧㄨㄊㄧㄠ,nt,nt,ㄋㄊ,True,False
梆笛,pang-ti̍k,25,pang-te̍k,pang1tik8,pang1tek8,ㄅㄤㄉㄧㆻ̇,pangtik,pangtek,ㄅㄤㄉㄧㆻ,pt,pt,ㄅㄉ,True,False
條約,tiâu-iok,25,tiâu-iok,tiau5iok4,tiau5iok4,ㄉㄧㄠˊㄧㆦㆻ,tiauiok,tiauiok,ㄉㄧㄠㄧㆦㆻ,ti,ti,ㄉㄧ,True,False
梯形,thui-hîng,25,thui-hêng,thui1hing5,thui1heng5,ㄊㄨㄧㄏㄧㄥˊ,thuihing,thuiheng,ㄊㄨㄧㄏㄧㄥ,th,th,ㄊㄏ,True,False
械鬥,hāi-tàu,25,hāi-tàu,hai7tau3,hai7tau3,ㄏㄞ˫ㄉㄠ˪,haitau,haitau,ㄏㄞㄉㄠ,ht,ht,ㄏㄉ,True,False
棄嬰,khì-ing,25,khì-eng,khi3ing1,khi3eng1,ㄎㄧ˪ㄧㄥ,khiing,khieng,ㄎㄧㄧㄥ,ki,ke,ㄎㄧ,True,False
棋藝,kî-gē,25,kî-gē,ki5ge7,ki5ge7,ㄍㄧˊㆣㆤ˫,kige,kige,ㄍㄧㆣㆤ,kg,kg,ㄍㆣ,True,False
棒球,pāng-kiû,25,pāng-kiû,pang7kiu5,pang7kiu5,ㄅㄤ˫ㄍㄧㄨˊ,pangkiu,pangkiu,ㄅㄤㄍㄧㄨ,pk,pk,ㄅㄍ,True,False
棕色,tsang-sik,25,chang-sek,tsang1sik4,chang1sek4,ㄗㄤㄒㄧㆻ,tsangsik,changsek,ㄗㄤㄒㄧㆻ,ts,cs,ㄗㄒ,True,False
棧房,tsàn-pâng,25,chàn-pâng,tsan3pang5,chan3pang5,ㄗㄢ˪ㄅㄤˊ,tsanpang,chanpang,ㄗㄢㄅㄤ,tp,cp,ㄗㄅ,True,False
棧間,tsàn-king,25,chàn-keng,tsan3king1,chan3keng1,ㄗㄢ˪ㄍㄧㄥ,tsanking,chankeng,ㄗㄢㄍㄧㄥ,tk,ck,ㄗㄍ,True,False
極地,ki̍k-tē,25,ke̍k-tē,kik8te7,kek8te7,ㄍㄧㆻ̇ㄉㆤ˫,kikte,kekte,ㄍㄧㆻㄉㆤ,kt,kt,ㄍㄉ,True,False
楷書,khái-su,25,khái-su,khai2su1,khai2su1,ㄎㄞˋㄙㄨ,khaisu,khaisu,ㄎㄞㄙㄨ,ks,ks,ㄎㄙ,True,False
楷模,khái-bôo,25,khái-bô͘,khai2boo5,khai2boo5,ㄎㄞˋㆠㆦˊ,khaiboo,khaiboo,ㄎㄞㆠㆦ,kb,kb,ㄎㆠ,True,False
概數,khài-sòo,25,khài-sò͘,khai3soo3,khai3soo3,ㄎㄞ˪ㄙㆦ˪,khaisoo,khaisoo,ㄎㄞㄙㆦ,ks,ks,ㄎㄙ,True,False
槓桿,kǹg-kuáinn,25,kǹg-koáiⁿ,kng3kuainn2,kng3koainn2,ㄍㆭ˪ㄍㄨㆮˋ,kngkuainn,kngkoainn,ㄍㆭㄍㄨㆮ,kk,kk,ㄍㄍ,True,False
樂器,ga̍k-khì,25,ga̍k-khì,gak8khi3,gak8khi3,ㆣㄚㆻ̇ㄎㄧ˪,gakkhi,gakkhi,ㆣㄚㆻㄎㄧ,gk,gk,ㆣㄎ,True,False
樂團,ga̍k-thuân,25,ga̍k-thoân,gak8thuan5,gak8thoan5,ㆣㄚㆻ̇ㄊㄨㄢˊ,gakthuan,gakthoan,ㆣㄚㆻㄊㄨㄢ,gt,gt,ㆣㄊ,True,False
樂曲,ga̍k-khik,25,ga̍k-khek,gak8khik4,gak8khek4,ㆣㄚㆻ̇ㄎㄧㆻ,gakkhik,gakkhek,ㆣㄚㆻㄎㄧㆻ,gk,gk,ㆣㄎ,True,False
樂段,ga̍k-tuānn,25,ga̍k-tōaⁿ,gak8tuann7,gak8toann7,ㆣㄚㆻ̇ㄉㄨㆩ˫,gaktuann,gaktoann,ㆣㄚㆻㄉㄨㆩ,gt,gt,ㆣㄉ,True,False
樂章,ga̍k-tsiong,25,ga̍k-chiong,gak8tsiong1,gak8chiong1,ㆣㄚㆻ̇ㄐㄧㆲ,gaktsiong,gakchiong,ㆣㄚㆻㄐㄧㆲ,gt,gc,ㆣㄐ,True,False
樂音,ga̍k-im,25,ga̍k-im,gak8im1,gak8im1,ㆣㄚㆻ̇ㄧㆬ,gakim,gakim,ㆣㄚㆻㄧㆬ,gi,gi,ㆣㄧ,True,False
標題,piau-tê,25,piau-tê,piau1te5,piau1te5,ㄅㄧㄠㄉㆤˊ,piaute,piaute,ㄅㄧㄠㄉㆤ,pt,pt,ㄅㄉ,True,False
機械,ki-hāi,25,ki-hāi,ki1hai7,ki1hai7,ㄍㄧㄏㄞ˫,kihai,kihai,ㄍㄧㄏㄞ,kh,kh,ㄍㄏ,True,False
機械,ki-kài,25,ki-kài,ki1kai3,ki1kai3,ㄍㄧㄍㄞ˪,kikai,kikai,ㄍㄧㄍㄞ,kk,kk,ㄍㄍ,True,False
橫式,huâinn-sik,25,hoâiⁿ-sek,huainn5sik4,hoainn5sek4,ㄏㄨㆮˊㄒㄧㆻ,huainnsik,hoainnsek,ㄏㄨㆮㄒㄧㆻ,hs,hs,ㄏㄒ,True,False
橫箍,huâinn-khoo,25,hoâiⁿ-kho͘,huainn5khoo1,hoainn5khoo1,ㄏㄨㆮˊㄎㆦ,huainnkhoo,hoainnkhoo,ㄏㄨㆮㄎㆦ,hk,hk,ㄏㄎ,True,False
欠血,khiàm-hueh,25,khiàm-hoeh,khiam3hueh4,khiam3hoeh4,ㄎㄧㆰ˪ㄏㄨㆤㆷ,khiamhueh,khiamhoeh,ㄎㄧㆰㄏㄨㆤㆷ,kh,kh,ㄎㄏ,True,False
欣賞,him-sióng,25,him-sióng,him1siong2,him1siong2,ㄏㄧㆬㄒㄧㆲˋ,himsiong,himsiong,ㄏㄧㆬㄒㄧㆲ,hs,hs,ㄏㄒ,True,False
歇寒,hioh-kuânn,25,hioh-kôaⁿ,hioh4kuann5,hioh4koann5,ㄏㄧㄛㆷㄍㄨㆩˊ,hiohkuann,hiohkoann,ㄏㄧㄛㆷㄍㄨㆩ,hk,hk,ㄏㄍ,True,False
歇熱,hioh-jua̍h,25,hioh-joa̍h,hioh4juah8,hioh4joah8,ㄏㄧㄛㆷㆡㄨㄚㆷ̇,hiohjuah,hiohjoah,ㄏㄧㄛㆷㆡㄨㄚㆷ,hj,hj,ㄏㆡ,True,False
歌謠,kua-iâu,25,koa-iâu,kua1iau5,koa1iau5,ㄍㄨㄚㄧㄠˊ,kuaiau,koaiau,ㄍㄨㄚㄧㄠ,ki,ki,ㄍㄧ,True,False
歐盟,au-bîng,25,au-bêng,au1bing5,au1beng5,ㄠㆠㄧㄥˊ,aubing,aubeng,ㄠㆠㄧㄥ,ab,ab,ㄠㆠ,True,False
歕空,pûn-khang,25,pûn-khang,pun5khang1,pun5khang1,ㄅㄨㄣˊㄎㄤ,punkhang,punkhang,ㄅㄨㄣㄎㄤ,pk,pk,ㄅㄎ,True,False
歡唱,huan-tshiùnn,25,hoan-chhiùⁿ,huan1tshiunn3,hoan1chhiunn3,ㄏㄨㄢㄑㄧㆫ˪,huantshiunn,hoanchhiunn,ㄏㄨㄢㄑㄧㆫ,ht,hc,ㄏㄑ,True,False
止血,tsí-hueh,25,chí-hoeh,tsi2hueh4,chi2hoeh4,ㄐㄧˋㄏㄨㆤㆷ,tsihueh,chihoeh,ㄐㄧㄏㄨㆤㆷ,th,ch,ㄐㄏ,True,False
正廳,tsiànn-thian,25,chiàⁿ-thian,tsiann3thian1,chiann3thian1,ㄐㄧㆩ˪ㄊㄧㄢ,tsiannthian,chiannthian,ㄐㄧㆩㄊㄧㄢ,tt,ct,ㄐㄊ,True,False
正拳,tsiànn-kûn,25,chiàⁿ-kûn,tsiann3kun5,chiann3kun5,ㄐㄧㆩ˪ㄍㄨㄣˊ,tsiannkun,chiannkun,ㄐㄧㆩㄍㄨㄣ,tk,ck,ㄐㄍ,True,False
正文,tsiànn-bûn,25,chiàⁿ-bûn,tsiann3bun5,chiann3bun5,ㄐㄧㆩ˪ㆠㄨㄣˊ,tsiannbun,chiannbun,ㄐㄧㆩㆠㄨㄣ,tb,cb,ㄐㆠ,True,False
正極,tsiànn-ki̍k,25,chiàⁿ-ke̍k,tsiann3kik8,chiann3kek8,ㄐㄧㆩ˪ㄍㄧㆻ̇,tsiannkik,chiannkek,ㄐㄧㆩㄍㄧㆻ,tk,ck,ㄐㄍ,True,False
正楷,tsiànn-khái,25,chiàⁿ-khái,tsiann3khai2,chiann3khai2,ㄐㄧㆩ˪ㄎㄞˋ,tsiannkhai,chiannkhai,ㄐㄧㆩㄎㄞ,tk,ck,ㄐㄎ,True,False
正比,tsìng-pí,25,chèng-pí,tsing3pi2,cheng3pi2,ㄐㄧㄥ˪ㄅㄧˋ,tsingpi,chengpi,ㄐㄧㄥㄅㄧ,tp,cp,ㄐㄅ,True,False
武術,bú-su̍t,25,bú-su̍t,bu2sut8,bu2sut8,ㆠㄨˋㄙㄨㆵ̇,busut,busut,ㆠㄨㄙㄨㆵ,bs,bs,ㆠㄙ,True,False
歹菌,pháinn-khún,25,pháiⁿ-khún,phainn2khun2,phainn2khun2,ㄆㆮˋㄎㄨㄣˋ,phainnkhun,phainnkhun,ㄆㆮㄎㄨㄣ,pk,pk,ㄆㄎ,True,False
殕色,phú-sik,25,phú-sek,phu2sik4,phu2sek4,ㄆㄨˋㄒㄧㆻ,phusik,phusek,ㄆㄨㄒㄧㆻ,ps,ps,ㄆㄒ,True,False
段落,tuānn-lo̍h,25,tōaⁿ-lo̍h,tuann7loh8,toann7loh8,ㄉㄨㆩ˫ㄌㄛㆷ̇,tuannloh,toannloh,ㄉㄨㆩㄌㄛㆷ,tl,tl,ㄉㄌ,True,False
母數,bó-sòo,25,bó-sò͘,bo2soo3,bo2soo3,ㆠㄛˋㄙㆦ˪,bosoo,bosoo,ㆠㄛㄙㆦ,bs,bs,ㆠㄙ,True,False
母數,bú-sòo,25,bú-sò͘,bu2soo3,bu2soo3,ㆠㄨˋㄙㆦ˪,busoo,busoo,ㆠㄨㄙㆦ,bs,bs,ㆠㄙ,True,True
母花,bó-hue,25,bó-hoe,bo2hue1,bo2hoe1,ㆠㄛˋㄏㄨㆤ,bohue,bohoe,ㆠㄛㄏㄨㆤ,bh,bh,ㆠㄏ,True,False
母花,bú-hue,25,bú-hoe,bu2hue1,bu2hoe1,ㆠㄨˋㄏㄨㆤ,buhue,buhoe,ㆠㄨㄏㄨㆤ,bh,bh,ㆠㄏ,True,True
毒品,to̍k-phín,25,to̍k-phín,tok8phin2,tok8phin2,ㄉㆦㆻ̇ㄆㄧㄣˋ,tokphin,tokphin,ㄉㆦㆻㄆㄧㄣ,tp,tp,ㄉㄆ,True,False
比值,pí-ta̍t,25,pí-ta̍t,pi2tat8,pi2tat8,ㄅㄧˋㄉㄚㆵ̇,pitat,pitat,ㄅㄧㄉㄚㆵ,pt,pt,ㄅㄉ,True,False
比率,pí-lu̍t,25,pí-lu̍t,pi2lut8,pi2lut8,ㄅㄧˋㄌㄨㆵ̇,pilut,pilut,ㄅㄧㄌㄨㆵ,pl,pl,ㄅㄌ,True,False
比重,pí-tāng,25,pí-tāng,pi2tang7,pi2tang7,ㄅㄧˋㄉㄤ˫,pitang,pitang,ㄅㄧㄉㄤ,pt,pt,ㄅㄉ,True,False
毛重,môo-tāng,25,mô͘-tāng,moo5tang7,moo5tang7,ㄇㆦˊㄉㄤ˫,mootang,mootang,ㄇㆦㄉㄤ,mt,mt,ㄇㄉ,True,False
毫升,hô-tsin,25,hô-chin,ho5tsin1,ho5chin1,ㄏㄛˊㄐㄧㄣ,hotsin,hochin,ㄏㄛㄐㄧㄣ,ht,hc,ㄏㄐ,True,False
毽子,kiàn-tsí,25,kiàn-chí,kian3tsi2,kian3chi2,ㄍㄧㄢ˪ㄐㄧˋ,kiantsi,kianchi,ㄍㄧㄢㄐㄧ,kt,kc,ㄍㄐ,True,False
毽球,kiàn-kiû,25,kiàn-kiû,kian3kiu5,kian3kiu5,ㄍㄧㄢ˪ㄍㄧㄨˊ,kiankiu,kiankiu,ㄍㄧㄢㄍㄧㄨ,kk,kk,ㄍㄍ,True,False
民歌,bîn-kua,25,bîn-koa,bin5kua1,bin5koa1,ㆠㄧㄣˊㄍㄨㄚ,binkua,binkoa,ㆠㄧㄣㄍㄨㄚ,bk,bk,ㆠㄍ,True,False
民謠,bîn-iâu,25,bîn-iâu,bin5iau5,bin5iau5,ㆠㄧㄣˊㄧㄠˊ,biniau,biniau,ㆠㄧㄣㄧㄠ,bi,bi,ㆠㄧ,True,False
民變,bîn-piàn,25,bîn-piàn,bin5pian3,bin5pian3,ㆠㄧㄣˊㄅㄧㄢ˪,binpian,binpian,ㆠㄧㄣㄅㄧㄢ,bp,bp,ㆠㄅ,True,False
氣團,khì-thuân,25,khì-thoân,khi3thuan5,khi3thoan5,ㄎㄧ˪ㄊㄨㄢˊ,khithuan,khithoan,ㄎㄧㄊㄨㄢ,kt,kt,ㄎㄊ,True,False
氣壓,khì-ap,25,khì-ap,khi3ap4,khi3ap4,ㄎㄧ˪ㄚㆴ,khiap,khiap,ㄎㄧㄚㆴ,ka,ka,ㄎㄚ,True,False
氣室,khì-sik,25,khì-sek,khi3sik4,khi3sek4,ㄎㄧ˪ㄒㄧㆻ,khisik,khisek,ㄎㄧㄒㄧㆻ,ks,ks,ㄎㄒ,True,False
氣態,khì-thài,25,khì-thài,khi3thai3,khi3thai3,ㄎㄧ˪ㄊㄞ˪,khithai,khithai,ㄎㄧㄊㄞ,kt,kt,ㄎㄊ,True,False
氣流,khì-liû,25,khì-liû,khi3liu5,khi3liu5,ㄎㄧ˪ㄌㄧㄨˊ,khiliu,khiliu,ㄎㄧㄌㄧㄨ,kl,kl,ㄎㄌ,True,False
氣溫,khì-un,25,khì-un,khi3un1,khi3un1,ㄎㄧ˪ㄨㄣ,khiun,khiun,ㄎㄧㄨㄣ,ku,ku,ㄎㄨ,True,False
氣空,khì-khang,25,khì-khang,khi3khang1,khi3khang1,ㄎㄧ˪ㄎㄤ,khikhang,khikhang,ㄎㄧㄎㄤ,kk,kk,ㄎㄎ,True,False
氣門,khì-mn̂g,25,khì-mn̂g,khi3mng5,khi3mng5,ㄎㄧ˪ㄇㆭˊ,khimng,khimng,ㄎㄧㄇㆭ,km,km,ㄎㄇ,True,False
氣體,khì-thé,25,khì-thé,khi3the2,khi3the2,ㄎㄧ˪ㄊㆤˋ,khithe,khithe,ㄎㄧㄊㆤ,kt,kt,ㄎㄊ,True,False
氧化,ióng-huà,25,ióng-hòa,iong2hua3,iong2hoa3,ㄧㆲˋㄏㄨㄚ˪,ionghua,ionghoa,ㄧㆲㄏㄨㄚ,ih,ih,ㄧㄏ,True,False
水份,tsuí-hūn,25,chúi-hūn,tsui2hun7,chui2hun7,ㄗㄨㄧˋㄏㄨㄣ˫,tsuihun,chuihun,ㄗㄨㄧㄏㄨㄣ,th,ch,ㄗㄏ,True,False
水位,tsuí-uī,25,chúi-ūi,tsui2ui7,chui2ui7,ㄗㄨㄧˋㄨㄧ˫,tsuiui,chuiui,ㄗㄨㄧㄨㄧ,tu,cu,ㄗㄨ,True,False
水力,tsuí-li̍k,25,chúi-le̍k,tsui2lik8,chui2lek8,ㄗㄨㄧˋㄌㄧㆻ̇,tsuilik,chuilek,ㄗㄨㄧㄌㄧㆻ,tl,cl,ㄗㄌ,True,False
水印,tsuí-ìn,25,chúi-ìn,tsui2in3,chui2in3,ㄗㄨㄧˋㄧㄣ˪,tsuiin,chuiin,ㄗㄨㄧㄧㄣ,ti,ci,ㄗㄧ,True,False
水圳,tsuí-tsùn,25,chúi-chùn,tsui2tsun3,chui2chun3,ㄗㄨㄧˋㄗㄨㄣ˪,tsuitsun,chuichun,ㄗㄨㄧㄗㄨㄣ,tt,cc,ㄗㄗ,True,False
水域,tsuí-hi̍k,25,chúi-he̍k,tsui2hik8,chui2hek8,ㄗㄨㄧˋㄏㄧㆻ̇,tsuihik,chuihek,ㄗㄨㄧㄏㄧㆻ,th,ch,ㄗㄏ,True,False
水域,tsuí-i̍k,25,chúi-e̍k,tsui2ik8,chui2ek8,ㄗㄨㄧˋㄧㆻ̇,tsuiik,chuiek,ㄗㄨㄧㄧㆻ,ti,ce,ㄗㄧ,True,False
水塔,tsuí-thah,25,chúi-thah,tsui2thah4,chui2thah4,ㄗㄨㄧˋㄊㄚㆷ,tsuithah,chuithah,ㄗㄨㄧㄊㄚㆷ,tt,ct,ㄗㄊ,True,False
水墨,tsuí-ba̍k,25,chúi-ba̍k,tsui2bak8,chui2bak8,ㄗㄨㄧˋㆠㄚㆻ̇,tsuibak,chuibak,ㄗㄨㄧㆠㄚㆻ,tb,cb,ㄗㆠ,True,False
水壓,tsuí-ap,25,chúi-ap,tsui2ap4,chui2ap4,ㄗㄨㄧˋㄚㆴ,tsuiap,chuiap,ㄗㄨㄧㄚㆴ,ta,ca,ㄗㄚ,True,False
水庫,tsuí-khòo,25,chúi-khò͘,tsui2khoo3,chui2khoo3,ㄗㄨㄧˋㄎㆦ˪,tsuikhoo,chuikhoo,ㄗㄨㄧㄎㆦ,tk,ck,ㄗㄎ,True,False
水彩,tsuí-tshái,25,chúi-chhái,tsui2tshai2,chui2chhai2,ㄗㄨㄧˋㄘㄞˋ,tsuitshai,chuichhai,ㄗㄨㄧㄘㄞ,tt,cc,ㄗㄘ,True,False
水氣,tsuí-khì,25,chúi-khì,tsui2khi3,chui2khi3,ㄗㄨㄧˋㄎㄧ˪,tsuikhi,chuikhi,ㄗㄨㄧㄎㄧ,tk,ck,ㄗㄎ,True,False
水流,tsuí-liû,25,chúi-liû,tsui2liu5,chui2liu5,ㄗㄨㄧˋㄌㄧㄨˊ,tsuiliu,chuiliu,ㄗㄨㄧㄌㄧㄨ,tl,cl,ㄗㄌ,True,False
水溫,tsuí-un,25,chúi-un,tsui2un1,chui2un1,ㄗㄨㄧˋㄨㄣ,tsuiun,chuiun,ㄗㄨㄧㄨㄣ,tu,cu,ㄗㄨ,True,False
水煙,tsuí-ian,25,chúi-ian,tsui2ian1,chui2ian1,ㄗㄨㄧˋㄧㄢ,tsuiian,chuiian,ㄗㄨㄧㄧㄢ,ti,ci,ㄗㄧ,True,False
水珠,tsuí-tsu,25,chúi-chu,tsui2tsu1,chui2chu1,ㄗㄨㄧˋㄗㄨ,tsuitsu,chuichu,ㄗㄨㄧㄗㄨ,tt,cc,ㄗㄗ,True,False
水疱,tsuí-phā,25,chúi-phā,tsui2pha7,chui2pha7,ㄗㄨㄧˋㄆㄚ˫,tsuipha,chuipha,ㄗㄨㄧㄆㄚ,tp,cp,ㄗㄆ,True,False
水蛆,tsuí-tshi,25,chúi-chhi,tsui2tshi1,chui2chhi1,ㄗㄨㄧˋㄑㄧ,tsuitshi,chuichhi,ㄗㄨㄧㄑㄧ,tt,cc,ㄗㄑ,True,False
水質,tsuí-tsit,25,chúi-chit,tsui2tsit4,chui2chit4,ㄗㄨㄧˋㄐㄧㆵ,tsuitsit,chuichit,ㄗㄨㄧㄐㄧㆵ,tt,cc,ㄗㄐ,True,False
水跡,tsuí-jiah,25,chúi-jiah,tsui2jiah4,chui2jiah4,ㄗㄨㄧˋㆢㄧㄚㆷ,tsuijiah,chuijiah,ㄗㄨㄧㆢㄧㄚㆷ,tj,cj,ㄗㆢ,True,False
水量,tsuí-liōng,25,chúi-liōng,tsui2liong7,chui2liong7,ㄗㄨㄧˋㄌㄧㆲ˫,tsuiliong,chuiliong,ㄗㄨㄧㄌㄧㆲ,tl,cl,ㄗㄌ,True,False
水面,tsuí-biān,25,chúi-biān,tsui2bian7,chui2bian7,ㄗㄨㄧˋㆠㄧㄢ˫,tsuibian,chuibian,ㄗㄨㄧㆠㄧㄢ,tb,cb,ㄗㆠ,True,False
水面,tsuí-bīn,25,chúi-bīn,tsui2bin7,chui2bin7,ㄗㄨㄧˋㆠㄧㄣ˫,tsuibin,chuibin,ㄗㄨㄧㆠㄧㄣ,tb,cb,ㄗㆠ,True,False
水韭,tsuí-kú,25,chúi-kú,tsui2ku2,chui2ku2,ㄗㄨㄧˋㄍㄨˋ,tsuiku,chuiku,ㄗㄨㄧㄍㄨ,tk,ck,ㄗㄍ,True,False
永夜,íng-iā,25,éng-iā,ing2ia7,eng2ia7,ㄧㄥˋㄧㄚ˫,ingia,engia,ㄧㄥㄧㄚ,ii,ei,ㄧㄧ,True,False
永晝,íng-tiù,25,éng-tiù,ing2tiu3,eng2tiu3,ㄧㄥˋㄉㄧㄨ˪,ingtiu,engtiu,ㄧㄥㄉㄧㄨ,it,et,ㄧㄉ,True,False
汙染,u-jiám,25,u-jiám,u1jiam2,u1jiam2,ㄨㆢㄧㆰˋ,ujiam,ujiam,ㄨㆢㄧㆰ,uj,uj,ㄨㆢ,True,False
汙染,ù-jiám,25,ù-jiám,u3jiam2,u3jiam2,ㄨ˪ㆢㄧㆰˋ,ujiam,ujiam,ㄨㆢㄧㆰ,uj,uj,ㄨㆢ,True,False
池仔,tî-á,25,tî-á,ti5a2,ti5a2,ㄉㄧˊㄚˋ,tia,tia,ㄉㄧㄚ,ta,ta,ㄉㄚ,True,False
決賽,kuat-sài,25,koat-sài,kuat4sai3,koat4sai3,ㄍㄨㄚㆵㄙㄞ˪,kuatsai,koatsai,ㄍㄨㄚㆵㄙㄞ,ks,ks,ㄍㄙ,True,False
汽油,khì-iû,25,khì-iû,khi3iu5,khi3iu5,ㄎㄧ˪ㄧㄨˊ,khiiu,khiiu,ㄎㄧㄧㄨ,ki,ki,ㄎㄧ,True,False
汽艇,khì-thíng,25,khì-théng,khi3thing2,khi3theng2,ㄎㄧ˪ㄊㄧㄥˋ,khithing,khitheng,ㄎㄧㄊㄧㄥ,kt,kt,ㄎㄊ,True,False
沉底,tiâm-té,25,tiâm-té,tiam5te2,tiam5te2,ㄉㄧㆰˊㄉㆤˋ,tiamte,tiamte,ㄉㄧㆰㄉㆤ,tt,tt,ㄉㄉ,True,False
沉底,tîm-té,25,tîm-té,tim5te2,tim5te2,ㄉㄧㆬˊㄉㆤˋ,timte,timte,ㄉㄧㆬㄉㆤ,tt,tt,ㄉㄉ,True,False
沖浴,tshiâng-i̍k,25,chhiâng-e̍k,tshiang5ik8,chhiang5ek8,ㄑㄧㄤˊㄧㆻ̇,tshiangik,chhiangek,ㄑㄧㄤㄧㆻ,ti,ce,ㄑㄧ,True,False
沖積,tshiong-tsik,25,chhiong-chek,tshiong1tsik4,chhiong1chek4,ㄑㄧㆲㄐㄧㆻ,tshiongtsik,chhiongchek,ㄑㄧㆲㄐㄧㆻ,tt,cc,ㄑㄐ,True,False
沙岸,sua-gān,25,soa-gān,sua1gan7,soa1gan7,ㄙㄨㄚㆣㄢ˫,suagan,soagan,ㄙㄨㄚㆣㄢ,sg,sg,ㄙㆣ,True,False
沙岸,sua-huānn,25,soa-hōaⁿ,sua1huann7,soa1hoann7,ㄙㄨㄚㄏㄨㆩ˫,suahuann,soahoann,ㄙㄨㄚㄏㄨㆩ,sh,sh,ㄙㄏ,True,False
沙池,sua-tî,25,soa-tî,sua1ti5,soa1ti5,ㄙㄨㄚㄉㄧˊ,suati,soati,ㄙㄨㄚㄉㄧ,st,st,ㄙㄉ,True,False
沙線,sua-suànn,25,soa-sòaⁿ,sua1suann3,soa1soann3,ㄙㄨㄚㄙㄨㆩ˪,suasuann,soasoann,ㄙㄨㄚㄙㄨㆩ,ss,ss,ㄙㄙ,True,False
沙鈴,sua-lîng,25,soa-lêng,sua1ling5,soa1leng5,ㄙㄨㄚㄌㄧㄥˊ,sualing,soaleng,ㄙㄨㄚㄌㄧㄥ,sl,sl,ㄙㄌ,True,False
沙雕,sua-tiau,25,soa-tiau,sua1tiau1,soa1tiau1,ㄙㄨㄚㄉㄧㄠ,suatiau,soatiau,ㄙㄨㄚㄉㄧㄠ,st,st,ㄙㄉ,True,False
河床,hô-tshn̂g,25,hô-chhn̂g,ho5tshng5,ho5chhng5,ㄏㄛˊㄘㆭˊ,hotshng,hochhng,ㄏㄛㄘㆭ,ht,hc,ㄏㄘ,True,False
河流,hô-liû,25,hô-liû,ho5liu5,ho5liu5,ㄏㄛˊㄌㄧㄨˊ,holiu,holiu,ㄏㄛㄌㄧㄨ,hl,hl,ㄏㄌ,True,False
河谷,hô-kok,25,hô-kok,ho5kok4,ho5kok4,ㄏㄛˊㄍㆦㆻ,hokok,hokok,ㄏㄛㄍㆦㆻ,hk,hk,ㄏㄍ,True,False
河道,hô-tō,25,hô-tō,ho5to7,ho5to7,ㄏㄛˊㄉㄛ˫,hoto,hoto,ㄏㄛㄉㄛ,ht,ht,ㄏㄉ,True,False
油彩,iû-tshái,25,iû-chhái,iu5tshai2,iu5chhai2,ㄧㄨˊㄘㄞˋ,iutshai,iuchhai,ㄧㄨㄘㄞ,it,ic,ㄧㄘ,True,False
油畫,iû-uē,25,iû-ōe,iu5ue7,iu5oe7,ㄧㄨˊㄨㆤ˫,iuue,iuoe,ㄧㄨㄨㆤ,iu,io,ㄧㄨ,True,False
油脂,iû-tsi,25,iû-chi,iu5tsi1,iu5chi1,ㄧㄨˊㄐㄧ,iutsi,iuchi,ㄧㄨㄐㄧ,it,ic,ㄧㄐ,True,False
油跡,iû-jiah,25,iû-jiah,iu5jiah4,iu5jiah4,ㄧㄨˊㆢㄧㄚㆷ,iujiah,iujiah,ㄧㄨㆢㄧㄚㆷ,ij,ij,ㄧㆢ,True,False
泄尿,tshuā-jiō,25,chhōa-jiō,tshua7jio7,chhoa7jio7,ㄘㄨㄚ˫ㆢㄧㄛ˫,tshuajio,chhoajio,ㄘㄨㄚㆢㄧㄛ,tj,cj,ㄘㆢ,True,False
法治,huat-tī,25,hoat-tī,huat4ti7,hoat4ti7,ㄏㄨㄚㆵㄉㄧ˫,huatti,hoatti,ㄏㄨㄚㆵㄉㄧ,ht,ht,ㄏㄉ,True,False
法規,huat-kui,25,hoat-kui,huat4kui1,hoat4kui1,ㄏㄨㄚㆵㄍㄨㄧ,huatkui,hoatkui,ㄏㄨㄚㆵㄍㄨㄧ,hk,hk,ㄏㄍ,True,False
