hanzi,tl,frequency,poj,tl_num,poj_num,tps_num,tl_notone,poj_notone,tps_notone,tl_abbrev,poj_abbrev,tps_abbrev,stti,is_variant
天地會,thian-tī-huē,16,thian-tī-hōe,thian1ti7hue7,thian1ti7hoe7,ㄊㄧㄢㄉㄧ˫ㄏㄨㆤ˫,thiantihue,thiantihoe,ㄊㄧㄢㄉㄧㄏㄨㆤ,tth,tth,ㄊㄉㄏ,True,False
天地會,thinn-tē-huē,16,thiⁿ-tē-hōe,thinn1te7hue7,thinn1te7hoe7,ㄊㆪㄉㆤ˫ㄏㄨㆤ˫,thinntehue,thinntehoe,ㄊㆪㄉㆤㄏㄨㆤ,tth,tth,ㄊㄉㄏ,True,False
天地會,thinn-tī-huē,16,thiⁿ-tī-hōe,thinn1ti7hue7,thinn1ti7hoe7,ㄊㆪㄉㄧ˫ㄏㄨㆤ˫,thinntihue,thinntihoe,ㄊㆪㄉㄧㄏㄨㆤ,tth,tth,ㄊㄉㄏ,True,False
天文台,thian-bûn-tâi,16,thian-bûn-tâi,thian1bun5tai5,thian1bun5tai5,ㄊㄧㄢㆠㄨㄣˊㄉㄞˊ,thianbuntai,thianbuntai,ㄊㄧㄢㆠㄨㄣㄉㄞ,tbt,tbt,ㄊㆠㄉ,True,False
天氣圖,thinn-khì-tôo,16,thiⁿ-khì-tô͘,thinn1khi3too5,thinn1khi3too5,ㄊㆪㄎㄧ˪ㄉㆦˊ,thinnkhitoo,thinnkhitoo,ㄊㆪㄎㄧㄉㆦ,tkt,tkt,ㄊㄎㄉ,True,False
天津四,thian-tin-sì,16,thian-tin-sì,thian1tin1si3,thian1tin1si3,ㄊㄧㄢㄉㄧㄣㄒㄧ˪,thiantinsi,thiantinsi,ㄊㄧㄢㄉㄧㄣㄒㄧ,tts,tts,ㄊㄉㄒ,True,False
天然氣,thian-jiân-khì,16,thian-jiân-khì,thian1jian5khi3,thian1jian5khi3,ㄊㄧㄢㆢㄧㄢˊㄎㄧ˪,thianjiankhi,thianjiankhi,ㄊㄧㄢㆢㄧㄢㄎㄧ,tjk,tjk,ㄊㆢㄎ,True,False
天狼星,thian-lông-tshenn,16,thian-lông-chheⁿ,thian1long5tshenn1,thian1long5chhenn1,ㄊㄧㄢㄌㆲˊㄘㆥ,thianlongtshenn,thianlongchhenn,ㄊㄧㄢㄌㆲㄘㆥ,tlt,tlc,ㄊㄌㄘ,True,False
天琴座,thian-khîm-tsō,16,thian-khîm-chō,thian1khim5tso7,thian1khim5cho7,ㄊㄧㄢㄎㄧㆬˊㄗㄛ˫,thiankhimtso,thiankhimcho,ㄊㄧㄢㄎㄧㆬㄗㄛ,tkt,tkc,ㄊㄎㄗ,True,False
天竺葵,thian-tiok-khuê,16,thian-tiok-khôe,thian1tiok4khue5,thian1tiok4khoe5,ㄊㄧㄢㄉㄧㆦㆻㄎㄨㆤˊ,thiantiokkhue,thiantiokkhoe,ㄊㄧㄢㄉㄧㆦㆻㄎㄨㆤ,ttk,ttk,ㄊㄉㄎ,True,False
天蠍座,thian-giat-tsō,16,thian-giat-chō,thian1giat4tso7,thian1giat4cho7,ㄊㄧㄢㆣㄧㄚㆵㄗㄛ˫,thiangiattso,thiangiatcho,ㄊㄧㄢㆣㄧㄚㆵㄗㄛ,tgt,tgc,ㄊㆣㄗ,True,False
天鵝座,thinn-gô-tsō,16,thiⁿ-gô-chō,thinn1go5tso7,thinn1go5cho7,ㄊㆪㆣㄛˊㄗㄛ˫,thinngotso,thinngocho,ㄊㆪㆣㄛㄗㄛ,tgt,tgc,ㄊㆣㄗ,True,False
天鷹座,thian-ing-tsō,16,thian-eng-chō,thian1ing1tso7,thian1eng1cho7,ㄊㄧㄢㄧㄥㄗㄛ˫,thianingtso,thianengcho,ㄊㄧㄢㄧㄥㄗㄛ,tit,tec,ㄊㄧㄗ,True,False
太極拳,thài-ki̍k-kûn,16,thài-ke̍k-kûn,thai3kik8kun5,thai3kek8kun5,ㄊㄞ˪ㄍㄧㆻ̇ㄍㄨㄣˊ,thaikikkun,thaikekkun,ㄊㄞㄍㄧㆻㄍㄨㄣ,tkk,tkk,ㄊㄍㄍ,True,False
太空人,thài-khong-jîn,16,thài-khong-jîn,thai3khong1jin5,thai3khong1jin5,ㄊㄞ˪ㄎㆲㆢㄧㄣˊ,thaikhongjin,thaikhongjin,ㄊㄞㄎㆲㆢㄧㄣ,tkj,tkj,ㄊㄎㆢ,True,False
太空船,thài-khong-tsûn,16,thài-khong-chûn,thai3khong1tsun5,thai3khong1chun5,ㄊㄞ˪ㄎㆲㄗㄨㄣˊ,thaikhongtsun,thaikhongchun,ㄊㄞㄎㆲㄗㄨㄣ,tkt,tkc,ㄊㄎㄗ,True,False
太陽能,thài-iông-lîng,16,thài-iông-lêng,thai3iong5ling5,thai3iong5leng5,ㄊㄞ˪ㄧㆲˊㄌㄧㄥˊ,thaiiongling,thaiiongleng,ㄊㄞㄧㆲㄌㄧㄥ,til,til,ㄊㄧㄌ,True,False
夾注號,kiap-tsù-hō,16,kiap-chù-hō,kiap4tsu3ho7,kiap4chu3ho7,ㄍㄧㄚㆴㄗㄨ˪ㄏㄛ˫,kiaptsuho,kiapchuho,ㄍㄧㄚㆴㄗㄨㄏㄛ,kth,kch,ㄍㄗㄏ,True,False
女低音,lí-kē-im,16,lí-kē-im,li2ke7im1,li2ke7im1,ㄌㄧˋㄍㆤ˫ㄧㆬ,likeim,likeim,ㄌㄧㄍㆤㄧㆬ,lki,lki,ㄌㄍㄧ,True,False
女高音,lí-ko-im,16,lí-ko-im,li2ko1im1,li2ko1im1,ㄌㄧˋㄍㄛㄧㆬ,likoim,likoim,ㄌㄧㄍㄛㄧㆬ,lki,lki,ㄌㄍㄧ,True,False
奶酸菌,lin-sng-khún,16,lin-sng-khún,lin1sng1khun2,lin1sng1khun2,ㄌㄧㄣㄙㆭㄎㄨㄣˋ,linsngkhun,linsngkhun,ㄌㄧㄣㄙㆭㄎㄨㄣ,lsk,lsk,ㄌㄙㄎ,True,False
奶酸菌,ling-sng-khún,16,leng-sng-khún,ling1sng1khun2,leng1sng1khun2,ㄌㄧㄥㄙㆭㄎㄨㄣˋ,lingsngkhun,lengsngkhun,ㄌㄧㄥㄙㆭㄎㄨㄣ,lsk,lsk,ㄌㄙㄎ,True,False
好朋友,hó-pîng-iú,16,hó-pêng-iú,ho2ping5iu2,ho2peng5iu2,ㄏㄛˋㄅㄧㄥˊㄧㄨˋ,hopingiu,hopengiu,ㄏㄛㄅㄧㄥㄧㄨ,hpi,hpi,ㄏㄅㄧ,True,False
子午針,tsú-ngóo-tsiam,16,chú-ngó͘-chiam,tsu2ngoo2tsiam1,chu2ngoo2chiam1,ㄗㄨˋㄫㆦˋㄐㄧㆰ,tsungootsiam,chungoochiam,ㄗㄨㄫㆦㄐㄧㆰ,tnt,cnc,ㄗㄫㄐ,True,False
子宮頭,tsú-kiong-thâu,16,chú-kiong-thâu,tsu2kiong1thau5,chu2kiong1thau5,ㄗㄨˋㄍㄧㆲㄊㄠˊ,tsukiongthau,chukiongthau,ㄗㄨㄍㄧㆲㄊㄠ,tkt,ckt,ㄗㄍㄊ,True,False
字劃數,jī-ue̍h-sòo,16,jī-oe̍h-sò͘,ji7ueh8soo3,ji7oeh8soo3,ㆢㄧ˫ㄨㆤㆷ̇ㄙㆦ˪,jiuehsoo,jioehsoo,ㆢㄧㄨㆤㆷㄙㆦ,jus,jos,ㆢㄨㄙ,True,False
字條仔,jī-tiâu-á,16,jī-tiâu-á,ji7tiau5a2,ji7tiau5a2,ㆢㄧ˫ㄉㄧㄠˊㄚˋ,jitiaua,jitiaua,ㆢㄧㄉㄧㄠㄚ,jta,jta,ㆢㄉㄚ,True,False
孢子囊,pau-tsí-lông,16,pau-chí-lông,pau1tsi2long5,pau1chi2long5,ㄅㄠㄐㄧˋㄌㆲˊ,pautsilong,pauchilong,ㄅㄠㄐㄧㄌㆲ,ptl,pcl,ㄅㄐㄌ,True,False
守門員,siú-mn̂g-uân,16,siú-mn̂g-oân,siu2mng5uan5,siu2mng5oan5,ㄒㄧㄨˋㄇㆭˊㄨㄢˊ,siumnguan,siumngoan,ㄒㄧㄨㄇㆭㄨㄢ,smu,smo,ㄒㄇㄨ,True,False
安山岩,an-san-giâm,16,an-san-giâm,an1san1giam5,an1san1giam5,ㄢㄙㄢㆣㄧㆰˊ,ansangiam,ansangiam,ㄢㄙㄢㆣㄧㆰ,asg,asg,ㄢㄙㆣ,True,False
安山岩,an-san-gâm,16,an-san-gâm,an1san1gam5,an1san1gam5,ㄢㄙㄢㆣㆰˊ,ansangam,ansangam,ㄢㄙㄢㆣㆰ,asg,asg,ㄢㄙㆣ,True,False
宋江陣,siòng-kang-tīn,16,siòng-kang-tīn,siong3kang1tin7,siong3kang1tin7,ㄒㄧㆲ˪ㄍㄤㄉㄧㄣ˫,siongkangtin,siongkangtin,ㄒㄧㆲㄍㄤㄉㄧㄣ,skt,skt,ㄒㄍㄉ,True,False
宋江陣,sòng-kang-tīn,16,sòng-kang-tīn,song3kang1tin7,song3kang1tin7,ㄙㆲ˪ㄍㄤㄉㄧㄣ˫,songkangtin,songkangtin,ㄙㆲㄍㄤㄉㄧㄣ,skt,skt,ㄙㄍㄉ,True,False
完全數,uân-tsuân-sòo,16,oân-choân-sò͘,uan5tsuan5soo3,oan5choan5soo3,ㄨㄢˊㄗㄨㄢˊㄙㆦ˪,uantsuansoo,oanchoansoo,ㄨㄢㄗㄨㄢㄙㆦ,uts,ocs,ㄨㄗㄙ,True,False
完美數,uân-bí-sòo,16,oân-bí-sò͘,uan5bi2soo3,oan5bi2soo3,ㄨㄢˊㆠㄧˋㄙㆦ˪,uanbisoo,oanbisoo,ㄨㄢㆠㄧㄙㆦ,ubs,obs,ㄨㆠㄙ,True,False
宗親會,tsong-tshin-huē,16,chong-chhin-hōe,tsong1tshin1hue7,chong1chhin1hoe7,ㄗㆲㄑㄧㄣㄏㄨㆤ˫,tsongtshinhue,chongchhinhoe,ㄗㆲㄑㄧㄣㄏㄨㆤ,tth,cch,ㄗㄑㄏ,True,False
定位枋,tīng-uī-pang,16,tēng-ūi-pang,ting7ui7pang1,teng7ui7pang1,ㄉㄧㄥ˫ㄨㄧ˫ㄅㄤ,tinguipang,tenguipang,ㄉㄧㄥㄨㄧㄅㄤ,tup,tup,ㄉㄨㄅ,True,False
定滑輪,tīng-ku̍t-lûn,16,tēng-ku̍t-lûn,ting7kut8lun5,teng7kut8lun5,ㄉㄧㄥ˫ㄍㄨㆵ̇ㄌㄨㄣˊ,tingkutlun,tengkutlun,ㄉㄧㄥㄍㄨㆵㄌㄨㄣ,tkl,tkl,ㄉㄍㄌ,True,False
定音鼓,tīng-im-kóo,16,tēng-im-kó͘,ting7im1koo2,teng7im1koo2,ㄉㄧㄥ˫ㄧㆬㄍㆦˋ,tingimkoo,tengimkoo,ㄉㄧㄥㄧㆬㄍㆦ,tik,tik,ㄉㄧㄍ,True,False
客家人,kheh-ka-lâng,16,kheh-ka-lâng,kheh4ka1lang5,kheh4ka1lang5,ㄎㆤㆷㄍㄚㄌㄤˊ,khehkalang,khehkalang,ㄎㆤㆷㄍㄚㄌㄤ,kkl,kkl,ㄎㄍㄌ,True,False
室內樂,sik-lāi-ga̍k,16,sek-lāi-ga̍k,sik4lai7gak8,sek4lai7gak8,ㄒㄧㆻㄌㄞ˫ㆣㄚㆻ̇,siklaigak,seklaigak,ㄒㄧㆻㄌㄞㆣㄚㆻ,slg,slg,ㄒㄌㆣ,True,False
室女座,sik-lú-tsō,16,sek-lú-chō,sik4lu2tso7,sek4lu2cho7,ㄒㄧㆻㄌㄨˋㄗㄛ˫,siklutso,seklucho,ㄒㄧㆻㄌㄨㄗㄛ,slt,slc,ㄒㄌㄗ,True,False
室宿一,sik-siù-it,16,sek-siù-it,sik4siu3it4,sek4siu3it4,ㄒㄧㆻㄒㄧㄨ˪ㄧㆵ,siksiuit,seksiuit,ㄒㄧㆻㄒㄧㄨㄧㆵ,ssi,ssi,ㄒㄒㄧ,True,False
室宿二,sik-siù-jī,16,sek-siù-jī,sik4siu3ji7,sek4siu3ji7,ㄒㄧㆻㄒㄧㄨ˪ㆢㄧ˫,siksiuji,seksiuji,ㄒㄧㆻㄒㄧㄨㆢㄧ,ssj,ssj,ㄒㄒㆢ,True,False
宮廷舞,kiong-tîng-bú,16,kiong-têng-bú,kiong1ting5bu2,kiong1teng5bu2,ㄍㄧㆲㄉㄧㄥˊㆠㄨˋ,kiongtingbu,kiongtengbu,ㄍㄧㆲㄉㄧㄥㆠㄨ,ktb,ktb,ㄍㄉㆠ,True,False
宮調式,kiong-tiāu-sik,16,kiong-tiāu-sek,kiong1tiau7sik4,kiong1tiau7sek4,ㄍㄧㆲㄉㄧㄠ˫ㄒㄧㆻ,kiongtiausik,kiongtiausek,ㄍㄧㆲㄉㄧㄠㄒㄧㆻ,kts,kts,ㄍㄉㄒ,True,False
密密生,ba̍t-ba̍t-senn,16,ba̍t-ba̍t-seⁿ,bat8bat8senn1,bat8bat8senn1,ㆠㄚㆵ̇ㆠㄚㆵ̇ㄙㆥ,batbatsenn,batbatsenn,ㆠㄚㆵㆠㄚㆵㄙㆥ,bbs,bbs,ㆠㆠㄙ,True,False
寒人,kuânn--lâng,16,kôaⁿ--lâng,kuann5lang5,koann5lang5,ㄍㄨㆩˊㄌㄤˊ,kuannlang,koannlang,ㄍㄨㆩㄌㄤ,kl,kl,ㄍㄌ,True,False
寒著,kuânn--tio̍h,16,kôaⁿ--tio̍h,kuann5tioh8,koann5tioh8,ㄍㄨㆩˊㄉㄧㄛㆷ̇,kuanntioh,koanntioh,ㄍㄨㆩㄉㄧㄛㆷ,kt,kt,ㄍㄉ,True,False
實驗室,si̍t-giām-sik,16,si̍t-giām-sek,sit8giam7sik4,sit8giam7sek4,ㄒㄧㆵ̇ㆣㄧㆰ˫ㄒㄧㆻ,sitgiamsik,sitgiamsek,ㄒㄧㆵㆣㄧㆰㄒㄧㆻ,sgs,sgs,ㄒㆣㄒ,True,False
實驗組,si̍t-giām-tsoo,16,si̍t-giām-cho͘,sit8giam7tsoo1,sit8giam7choo1,ㄒㄧㆵ̇ㆣㄧㆰ˫ㄗㆦ,sitgiamtsoo,sitgiamchoo,ㄒㄧㆵㆣㄧㆰㄗㆦ,sgt,sgc,ㄒㆣㄗ,True,False
專名號,tsuan-bîng-hō,16,choan-bêng-hō,tsuan1bing5ho7,choan1beng5ho7,ㄗㄨㄢㆠㄧㄥˊㄏㄛ˫,tsuanbingho,choanbengho,ㄗㄨㄢㆠㄧㄥㄏㄛ,tbh,cbh,ㄗㆠㄏ,True,False
專名號,tsuan-miâ-hō,16,choan-miâ-hō,tsuan1mia5ho7,choan1mia5ho7,ㄗㄨㄢㄇㄧㄚˊㄏㄛ˫,tsuanmiaho,choanmiaho,ㄗㄨㄢㄇㄧㄚㄏㄛ,tmh,cmh,ㄗㄇㄏ,True,False
專業化,tsuan-gia̍p-huà,16,choan-gia̍p-hòa,tsuan1giap8hua3,choan1giap8hoa3,ㄗㄨㄢㆣㄧㄚㆴ̇ㄏㄨㄚ˪,tsuangiaphua,choangiaphoa,ㄗㄨㄢㆣㄧㄚㆴㄏㄨㄚ,tgh,cgh,ㄗㆣㄏ,True,False
對半分,tuì-puànn-pun,16,tùi-pòaⁿ-pun,tui3puann3pun1,tui3poann3pun1,ㄉㄨㄧ˪ㄅㄨㆩ˪ㄅㄨㄣ,tuipuannpun,tuipoannpun,ㄉㄨㄧㄅㄨㆩㄅㄨㄣ,tpp,tpp,ㄉㄅㄅ,True,False
對反詞,tuì-huán-sû,16,tùi-hoán-sû,tui3huan2su5,tui3hoan2su5,ㄉㄨㄧ˪ㄏㄨㄢˋㄙㄨˊ,tuihuansu,tuihoansu,ㄉㄨㄧㄏㄨㄢㄙㄨ,ths,ths,ㄉㄏㄙ,True,False
對應角,tuì-ìng-kak,16,tùi-èng-kak,tui3ing3kak4,tui3eng3kak4,ㄉㄨㄧ˪ㄧㄥ˪ㄍㄚㆻ,tuiingkak,tuiengkak,ㄉㄨㄧㄧㄥㄍㄚㆻ,tik,tek,ㄉㄧㄍ,True,False
對應邊,tuì-ìng-pinn,16,tùi-èng-piⁿ,tui3ing3pinn1,tui3eng3pinn1,ㄉㄨㄧ˪ㄧㄥ˪ㄅㆪ,tuiingpinn,tuiengpinn,ㄉㄨㄧㄧㄥㄅㆪ,tip,tep,ㄉㄧㄅ,True,False
對應點,tuì-ìng-tiám,16,tùi-èng-tiám,tui3ing3tiam2,tui3eng3tiam2,ㄉㄨㄧ˪ㄧㄥ˪ㄉㄧㆰˋ,tuiingtiam,tuiengtiam,ㄉㄨㄧㄧㄥㄉㄧㆰ,tit,tet,ㄉㄧㄉ,True,False
對拗剪,tuì-áu-tsián,16,tùi-áu-chián,tui3au2tsian2,tui3au2chian2,ㄉㄨㄧ˪ㄠˋㄐㄧㄢˋ,tuiautsian,tuiauchian,ㄉㄨㄧㄠㄐㄧㄢ,tat,tac,ㄉㄠㄐ,True,False
對比色,tuì-pí-sik,16,tùi-pí-sek,tui3pi2sik4,tui3pi2sek4,ㄉㄨㄧ˪ㄅㄧˋㄒㄧㆻ,tuipisik,tuipisek,ㄉㄨㄧㄅㄧㄒㄧㆻ,tps,tps,ㄉㄅㄒ,True,False
對照組,tuì-tsiàu-tsoo,16,tùi-chiàu-cho͘,tui3tsiau3tsoo1,tui3chiau3choo1,ㄉㄨㄧ˪ㄐㄧㄠ˪ㄗㆦ,tuitsiautsoo,tuichiauchoo,ㄉㄨㄧㄐㄧㄠㄗㆦ,ttt,tcc,ㄉㄐㄗ,True,False
對照表,tuì-tsiàu-pió,16,tùi-chiàu-pió,tui3tsiau3pio2,tui3chiau3pio2,ㄉㄨㄧ˪ㄐㄧㄠ˪ㄅㄧㄛˋ,tuitsiaupio,tuichiaupio,ㄉㄨㄧㄐㄧㄠㄅㄧㄛ,ttp,tcp,ㄉㄐㄅ,True,False
對稱角,tuì-tshìng-kak,16,tùi-chhèng-kak,tui3tshing3kak4,tui3chheng3kak4,ㄉㄨㄧ˪ㄑㄧㄥ˪ㄍㄚㆻ,tuitshingkak,tuichhengkak,ㄉㄨㄧㄑㄧㄥㄍㄚㆻ,ttk,tck,ㄉㄑㄍ,True,False
對稱邊,tuì-tshìng-pinn,16,tùi-chhèng-piⁿ,tui3tshing3pinn1,tui3chheng3pinn1,ㄉㄨㄧ˪ㄑㄧㄥ˪ㄅㆪ,tuitshingpinn,tuichhengpinn,ㄉㄨㄧㄑㄧㄥㄅㆪ,ttp,tcp,ㄉㄑㄅ,True,False
對稱點,tuì-tshìng-tiám,16,tùi-chhèng-tiám,tui3tshing3tiam2,tui3chheng3tiam2,ㄉㄨㄧ˪ㄑㄧㄥ˪ㄉㄧㆰˋ,tuitshingtiam,tuichhengtiam,ㄉㄨㄧㄑㄧㄥㄉㄧㆰ,ttt,tct,ㄉㄑㄉ,True,False
對角線,tuì-kak-suànn,16,tùi-kak-sòaⁿ,tui3kak4suann3,tui3kak4soann3,ㄉㄨㄧ˪ㄍㄚㆻㄙㄨㆩ˪,tuikaksuann,tuikaksoann,ㄉㄨㄧㄍㄚㆻㄙㄨㆩ,tks,tks,ㄉㄍㄙ,True,False
對頂角,tuì-tíng-kak,16,tùi-téng-kak,tui3ting2kak4,tui3teng2kak4,ㄉㄨㄧ˪ㄉㄧㄥˋㄍㄚㆻ,tuitingkak,tuitengkak,ㄉㄨㄧㄉㄧㄥㄍㄚㆻ,ttk,ttk,ㄉㄉㄍ,True,False
小作家,sió-tsok-ka,16,sió-chok-ka,sio2tsok4ka1,sio2chok4ka1,ㄒㄧㄛˋㄗㆦㆻㄍㄚ,siotsokka,siochokka,ㄒㄧㄛㄗㆦㆻㄍㄚ,stk,sck,ㄒㄗㄍ,True,False
小前鋒,sió-tsiân-hong,16,sió-chiân-hong,sio2tsian5hong1,sio2chian5hong1,ㄒㄧㄛˋㄐㄧㄢˊㄏㆲ,siotsianhong,siochianhong,ㄒㄧㄛㄐㄧㄢㄏㆲ,sth,sch,ㄒㄐㄏ,True,False
小喇叭,sió-lá-pah,16,sió-lá-pah,sio2la2pah4,sio2la2pah4,ㄒㄧㄛˋㄌㄚˋㄅㄚㆷ,siolapah,siolapah,ㄒㄧㄛㄌㄚㄅㄚㆷ,slp,slp,ㄒㄌㄅ,True,False
小學校,sió-ha̍k-hāu,16,sió-ha̍k-hāu,sio2hak8hau7,sio2hak8hau7,ㄒㄧㄛˋㄏㄚㆻ̇ㄏㄠ˫,siohakhau,siohakhau,ㄒㄧㄛㄏㄚㆻㄏㄠ,shh,shh,ㄒㄏㄏ,True,False
小快板,sió-khuài-pán,16,sió-khoài-pán,sio2khuai3pan2,sio2khoai3pan2,ㄒㄧㄛˋㄎㄨㄞ˪ㄅㄢˋ,siokhuaipan,siokhoaipan,ㄒㄧㄛㄎㄨㄞㄅㄢ,skp,skp,ㄒㄎㄅ,True,False
小提琴,sió-thê-khîm,16,sió-thê-khîm,sio2the5khim5,sio2the5khim5,ㄒㄧㄛˋㄊㆤˊㄎㄧㆬˊ,siothekhim,siothekhim,ㄒㄧㄛㄊㆤㄎㄧㆬ,stk,stk,ㄒㄊㄎ,True,False
小數倍,sió-sòo-puē,16,sió-sò͘-pōe,sio2soo3pue7,sio2soo3poe7,ㄒㄧㄛˋㄙㆦ˪ㄅㄨㆤ˫,siosoopue,siosoopoe,ㄒㄧㄛㄙㆦㄅㄨㆤ,ssp,ssp,ㄒㄙㄅ,True,False
小數點,sió-sòo-tiám,16,sió-sò͘-tiám,sio2soo3tiam2,sio2soo3tiam2,ㄒㄧㄛˋㄙㆦ˪ㄉㄧㆰˋ,siosootiam,siosootiam,ㄒㄧㄛㄙㆦㄉㄧㆰ,sst,sst,ㄒㄙㄉ,True,False
小朋友,sió-pîng-iú,16,sió-pêng-iú,sio2ping5iu2,sio2peng5iu2,ㄒㄧㄛˋㄅㄧㄥˊㄧㄨˋ,siopingiu,siopengiu,ㄒㄧㄛㄅㄧㄥㄧㄨ,spi,spi,ㄒㄅㄧ,True,False
小熊座,siáu-hîm-tsō,16,siáu-hîm-chō,siau2him5tso7,siau2him5cho7,ㄒㄧㄠˋㄏㄧㆬˊㄗㄛ˫,siauhimtso,siauhimcho,ㄒㄧㄠㄏㄧㆬㄗㄛ,sht,shc,ㄒㄏㄗ,True,False
小熊座,sió-hîm-tsō,16,sió-hîm-chō,sio2him5tso7,sio2him5cho7,ㄒㄧㄛˋㄏㄧㆬˊㄗㄛ˫,siohimtso,siohimcho,ㄒㄧㄛㄏㄧㆬㄗㄛ,sht,shc,ㄒㄏㄗ,True,False
小犬座,siáu-khián-tsō,16,siáu-khián-chō,siau2khian2tso7,siau2khian2cho7,ㄒㄧㄠˋㄎㄧㄢˋㄗㄛ˫,siaukhiantso,siaukhiancho,ㄒㄧㄠㄎㄧㄢㄗㄛ,skt,skc,ㄒㄎㄗ,True,False
小琉球,sió-liû-kiû,16,sió-liû-kiû,sio2liu5kiu5,sio2liu5kiu5,ㄒㄧㄛˋㄌㄧㄨˊㄍㄧㄨˊ,sioliukiu,sioliukiu,ㄒㄧㄛㄌㄧㄨㄍㄧㄨ,slk,slk,ㄒㄌㄍ,True,False
小白菜,sió-pe̍h-tshài,16,sió-pe̍h-chhài,sio2peh8tshai3,sio2peh8chhai3,ㄒㄧㄛˋㄅㆤㆷ̇ㄘㄞ˪,siopehtshai,siopehchhai,ㄒㄧㄛㄅㆤㆷㄘㄞ,spt,spc,ㄒㄅㄘ,True,False
小節線,sió-tsiat-suànn,16,sió-chiat-sòaⁿ,sio2tsiat4suann3,sio2chiat4soann3,ㄒㄧㄛˋㄐㄧㄚㆵㄙㄨㆩ˪,siotsiatsuann,siochiatsoann,ㄒㄧㄛㄐㄧㄚㆵㄙㄨㆩ,sts,scs,ㄒㄐㄙ,True,False
小蘇打,sió-soo-tánn,16,sió-so͘-táⁿ,sio2soo1tann2,sio2soo1tann2,ㄒㄧㄛˋㄙㆦㄉㆩˋ,siosootann,siosootann,ㄒㄧㄛㄙㆦㄉㆩ,sst,sst,ㄒㄙㄉ,True,False
小蘇打,sió-sooh-tah,16,sió-so͘h-tah,sio2sooh4tah4,sio2sooh4tah4,ㄒㄧㄛˋㄙㆦㆷㄉㄚㆷ,siosoohtah,siosoohtah,ㄒㄧㄛㄙㆦㆷㄉㄚㆷ,sst,sst,ㄒㄙㄉ,True,False
小行板,sió-hîng-pán,16,sió-hêng-pán,sio2hing5pan2,sio2heng5pan2,ㄒㄧㄛˋㄏㄧㄥˊㄅㄢˋ,siohingpan,siohengpan,ㄒㄧㄛㄏㄧㄥㄅㄢ,shp,shp,ㄒㄏㄅ,True,False
小說家,siáu-suat-ka,16,siáu-soat-ka,siau2suat4ka1,siau2soat4ka1,ㄒㄧㄠˋㄙㄨㄚㆵㄍㄚ,siausuatka,siausoatka,ㄒㄧㄠㄙㄨㄚㆵㄍㄚ,ssk,ssk,ㄒㄙㄍ,True,False
小說家,sió-suat-ka,16,sió-soat-ka,sio2suat4ka1,sio2soat4ka1,ㄒㄧㄛˋㄙㄨㄚㆵㄍㄚ,siosuatka,siosoatka,ㄒㄧㄛㄙㄨㄚㆵㄍㄚ,ssk,ssk,ㄒㄙㄍ,True,False
小雨燕,sió-ú-iàn,16,sió-ú-iàn,sio2u2ian3,sio2u2ian3,ㄒㄧㄛˋㄨˋㄧㄢ˪,siouian,siouian,ㄒㄧㄛㄨㄧㄢ,sui,sui,ㄒㄨㄧ,True,False
少囝化,tsió-kiánn-huà,16,chió-kiáⁿ-hòa,tsio2kiann2hua3,chio2kiann2hoa3,ㄐㄧㄛˋㄍㄧㆩˋㄏㄨㄚ˪,tsiokiannhua,chiokiannhoa,ㄐㄧㄛㄍㄧㆩㄏㄨㄚ,tkh,ckh,ㄐㄍㄏ,True,False
少子化,siáu-tsú-huà,16,siáu-chú-hòa,siau2tsu2hua3,siau2chu2hoa3,ㄒㄧㄠˋㄗㄨˋㄏㄨㄚ˪,siautsuhua,siauchuhoa,ㄒㄧㄠㄗㄨㄏㄨㄚ,sth,sch,ㄒㄗㄏ,True,False
尖仔尾,tsiam-á-bué,16,chiam-á-bóe,tsiam1a2bue2,chiam1a2boe2,ㄐㄧㆰㄚˋㆠㄨㆤˋ,tsiamabue,chiamaboe,ㄐㄧㆰㄚㆠㄨㆤ,tab,cab,ㄐㄚㆠ,True,False
尪仔仁,ang-á-jîn,16,ang-á-jîn,ang1a2jin5,ang1a2jin5,ㄤㄚˋㆢㄧㄣˊ,angajin,angajin,ㄤㄚㆢㄧㄣ,aaj,aaj,ㄤㄚㆢ,True,False
尪仔冊,ang-á-tsheh,16,ang-á-chheh,ang1a2tsheh4,ang1a2chheh4,ㄤㄚˋㄘㆤㆷ,angatsheh,angachheh,ㄤㄚㄘㆤㆷ,aat,aac,ㄤㄚㄘ,True,False
尪仔頭,ang-á-thâu,16,ang-á-thâu,ang1a2thau5,ang1a2thau5,ㄤㄚˋㄊㄠˊ,angathau,angathau,ㄤㄚㄊㄠ,aat,aat,ㄤㄚㄊ,True,False
屈尺角,khut-tshioh-kak,16,khut-chhioh-kak,khut4tshioh4kak4,khut4chhioh4kak4,ㄎㄨㆵㄑㄧㄛㆷㄍㄚㆻ,khuttshiohkak,khutchhiohkak,ㄎㄨㆵㄑㄧㄛㆷㄍㄚㆻ,ktk,kck,ㄎㄑㄍ,True,False
山坡地,suann-pho-tē,16,soaⁿ-pho-tē,suann1pho1te7,soann1pho1te7,ㄙㄨㆩㄆㄛㄉㆤ˫,suannphote,soannphote,ㄙㄨㆩㄆㄛㄉㆤ,spt,spt,ㄙㄆㄉ,True,False
