hanzi,tl
店,tirìnn
店,tuìnn
店,tàinn
𠕇,tirīnn
𠕇,tuīnn
橂,tirǐnn
橂,tuǐnn
橂,tirīnn
橂,tuīnn
殿,tirīnn
殿,tuīnn
佃,tirīnn
佃,tuīnn
佃,tāinn
典,tirínn
典,tuínn
千,tshirinn
千,tshuinn
千,tshainn
千,tshan
仟,tshirinn
仟,tshuinn
仟,tshainn
仟,tshan
清,tshirinn
筅,tshirínn
筅,tshuínn
惝,tshirínn
惝,tshuínn
惝,tsháinn
蠶,tshirînn
蠶,tshuînn
蠶,tshâinn
蠶,tshîng
怎,tsirínn
怎,tsuínn
怎,tsérm
前,tsirînn
前,tsuînn
歬,tsirînn
歬,tsuînn
歬,tsîng
歬,tsiân
歬,tsâinn
歬,tsân
指,tsirínn
硏,nguí
硏,gián
眼,nguí
龍,nguî
蓮,nuî
荔,nuī
荔,liān
碾,nuí
輾,nuí
楝,nuī
鴒,nuī
會,erě
會,uě
會,hēr
劃,ere̍h
畫,ere̍h
畫,ue̍h
諧,erê
諧,uê
倪,gerê
藝,gerē
蟹,herě
蟹,herē
蟹,hǎi
改,keré
界,kerè
解,keré
解,kerè
解,hǎi
解,hāi
解,kài
鷄,kere
鷄,kue
基,kere
基,kue
階,kere
階,kue
鍥,kereh
鐑,kereh
鐑,kueh
鐑,keh
鐑,khiat
挾,kere̍h
挾,kue̍h
挾,ngere̍h
齧,kherè
𤲍,khereh
篋,khereh
篋,khueh
篱,lerě
篱,lerē
鱱,lerē
鱱,luē
滷,lerě
滷,lerē
滷,luě
滷,luē
滷,lǒo
滷,lōo
莢,ngereh
夾,ngereh
蔬,sere
疏,sere
疎,sere
疎,sue
疎,soo
棲,sere
棲,sue
掃,serè
掃,suè
第,terē
鍗,terê
鍗,tuê
荑,terê
荑,tuê
荑,î
釵,there
體,theré
剾,there
提,there̍h
截,tsere̍h
妻,tshere
啜,tshereh
啜,tshueh
啜,tsherh
啜,tsheh
啜,tshn̍gh
嚽,tshereh
嚽,tshueh
嚽,tsherh
嚽,tsheh
切,tshereh
切,tshueh
禍,ěr
禍,ēr
禍,hǒo
渦,er
渦,e
堝,er
堝,e
窩,er
窩,e
倭,er
囮,bêr
美,bér
微,bêr
微,bê
㤉,gêr
薈,hēr
咊,hêr
咊,hê
咊,hôo
咊,hōo
盻,her
盻,he
賄,hér
賄,hé
穢,hèr
穢,hè
歳,hèr
歳,hè
歳,suè
嵗,hèr
嵗,hè
嵗,suè
𡻕,hèr
亗,hèr
亗,hè
亗,suè
灬,hér
灬,hé
灬,hónn
灬,hué
藿,herh
藿,heh
豁,herh
豁,heh
菓,kér
菓,ké
餜,kér
餜,ké
餜,kóo
詼,kher
科,kher
蝌,kher
蝌,khe
稞,kher
稞,khe
窠,kher
窠,khe
薖,kher
薖,khe
葵,khêr
葵,khê
葵,khe
戛,khiak
腡,lêr
儡,lér
驘,lêr
驘,lê
裡,lér
裡,lín
裡,ní
裡,nńg
得,lèr
得,lè
捋,lerh
捋,leh
咧,lerh
咧,terh
咧,lirh
咧,eh
佩,pēr
佩,pē
背,pēr
背,pē
褙,pèr
培,pēr
培,pē
壩,pèr
垻,pèr
垻,pè
坯,pher
嫖,phe̍rh
嫖,phe̍h
堛,phe̍rh
堛,phe̍h
賽,sèr
垂,sêr
墜,sēr
墜,sē
旋,ser
旋,se
涗,sèr
細,sèr
鱈,serh
鱈,seh
刷,serh
刷,seh
代,tēr
貸,tèr
貸,tè
埭,tēr
逗,tēr
逗,tē
逗,tiō
逗,tāu
奪,te̍rh
奪,te̍h
嗲,terh
嗲,te̍rh
替,thèr
替,thuì
痥,thêr
痥,thê
罪,tsěr
罪,tsēr
罪,tsuě
灾,tser
灾,tse
灾,tsai
債,tsèr
債,tserh
債,tseh
拭,tserh
拭,tseh
撮,tserh
撮,tseh
撮,tsherh
撮,tsheh
紪,tshér
扯,tshér
歠,tsherh
歠,tsheh
也,ǎ
也,iǎ
顄,ǎm
顄,ām
限,ǎn
限,hǎn
網,bǎng
网,bǎng
网,bāng
罒,bǎng
罒,bāng
罒,bóng
𣍐,buě
𣍐,buē
𣍐,bē
廈,ě
廈,ē
廈,hǎ
丅,ě
丅,ē
丅,hǎ
丅,hā
丅,hě
丅,hē
丅,khě
丅,khē
硬,gǐng
硬,ngiǎ
硬,ngiā
藠,giǒ
藠,giō
伍,gǒo
伍,gōo
下,hǎ
下,hě
下,khě
下,khē
懈,hǎi
獬,hǎi
澥,hǎi
嶰,hǎi
亥,hǎi
氦,hǎi
氦,hāi
閡,hǎi
絯,hǎi
絯,hāi
絯,kai
駭,hǎi
駭,hāi
駴,hǎi
駴,hāi
菡,hǎm
菡,hām
淊,hǎm
淊,hām
蜭,hǎm
蜭,hām
撖,hǎm
撖,hām
轞,hǎm
轞,hām
壏,hǎm
壏,hām
懢,hǎm
懢,hām
豏,hǎm
豏,hām
旱,hǎn
旱,uǎnn
晘,hǎn
晘,hān
皔,hǎn
皔,hān
睅,hǎn
僩,hǎn
僩,hān
憪,hǎn
憪,hân
橌,hǎn
橌,hān
撊,hǎn
硍,hǎn
項,hǎng
缿,hǎng
暇,hě
匸,hě
匸,hē
鉺,hǐ
鉺,hī
鉺,jī
鉺,lī
鉺,ní
喏,hiǎ
喏,hiā
喏,liá
鼸,hiǎm
鼸,hiām
泫,hiǎn
泫,hiān
鉉,hiǎn
鉉,hiān
琄,hiǎn
琄,hiān
埍,hiǎn
埍,hiān
鞙,hiǎn
鞙,hiān
哯,hiǎn
誢,hiǎn
誢,hiān
鋧,hiǎn
垷,hiǎn
峴,hiǎn
峴,hiān
晛,hiǎn
睍,hiǎn
俔,hiǎn
俔,hiān
俔,kiàn
娊,hiǎn
娊,hiān
臔,hiǎn
臔,hiān
杏,hǐng
莕,hǐng
荇,hǐng
幸,hǐng
倖,hǐng
倖,sǐng
悻,hǐng
悻,hīng
婞,hǐng
緈,hǐng
緈,hīng
涬,hǐng
涬,hīng
鋞,hǐng
鋞,hīng
撔,hǐng
撔,hīng
澋,hǐng
澋,hīng
厚,hiǒ
垕,hiǒ
垕,hiō
后,hiǒ
郈,hiǒ
郈,hiō
逺,hňg
逺,hn̄g
逺,uán
淏,hǒ
昊,hǒ
昦,hǒ
昦,hō
夰,hǒ
夰,hō
顥,hǒ
灝,hǒ
澔,hǒ
浩,hǒ
悎,hǒ
聕,hǒ
聕,hō
晧,hǒ
皓,hǒ
暤,hǒ
暤,hō
皞,hǒ
暭,hǒ
暭,hō
皡,hǒ
暠,hǒ
皜,hǒ
皜,hō
鎬,hǒ
傐,hǒ
傐,hō
鰝,hǒ
鰝,hō
鄗,hǒ
滈,hǒ
薃,hǒ
薃,hō
碋,hǒ
碋,hō
荷,hǒ
奉,hǒng
烘,hǒng
洸,hǒng
洸,hōng
晃,hǒng
晃,hōng
晃,huáng
滉,hǒng
滉,hōng
幌,hǒng
幌,hōng
愰,hǒng
愰,hōng
榥,hǒng
榥,hōng
皩,hǒng
皩,hōng
皝,hǒng
皝,hōng
汞,hǒng
銾,hǒng
銾,hōng
沆,hǒng
沆,hōng
骯,hǒng
骯,hōng
骯,ong
唪,hǒng
唪,hōng
桻,hǒng
桻,hōng
桻,hong
櫎,hǒng
櫎,hōng
櫎,kòng
怙,hǒo
怙,kǒo
祜,hǒo
岵,hǒo
楛,hǒo
芐,hǒo
芦,hǒo
芦,hōo
昈,hǒo
昈,hōo
帍,hǒo
帍,hōo
鳸,hǒo
鳸,hōo
扈,hǒo
滬,hǒo
滬,hiō
熩,hǒo
熩,hōo
槴,hǒo
蔰,hǒo
蔰,hōo
簄,hǒo
簄,hōo
鄠,hǒo
旤,hǒo
旤,hōo
負,hǔ
媍,hǔ
媍,pǔ
媍,pū
偩,hǔ
萯,hǔ
萯,hū
蝜,hǔ
蝜,hū
蚥,hǔ
蚥,hū
蚥,hú
父,hǔ
阝,hǔ
阜,hǔ
峊,hǔ
峊,hū
蛗,hǔ
蛗,hū
鬴,hǔ
鬴,hū
踝,huǎ
踝,huā
輠,huǎ
輠,huā
觟,huǎ
觟,huā
范,huǎn
笵,huǎn
笵,huān
睆,huǎn
睆,huān
軓,huǎn
軬,huǎn
軬,huān
軬,pǔn
軬,pūn
溾,huě
溾,huē
渾,hǔn
