tl,hanzi,frequency,poj
tn̂g-ki-á,長枝仔,16,tn̂g-ki-á
khui-pî-tsháu,開脾草,16,khui-pî-chháu
kuan-to-tāu,關刀豆,16,koan-to-tāu
a-lí-sim,阿里參,16,a-lí-sim
sang-bīn-tshì,雙面刺,16,sang-bīn-chhì
hōo-suànn-á,雨傘仔,16,hō͘-sòaⁿ-á
hōo-suànn-á,雨傘子,16,hō͘-sòaⁿ-á
luî-kong-tshìng,雷公銃,16,lûi-kong-chhèng
tshinn-ba̍k-hiunn,青木香,16,chhiⁿ-ba̍k-hiuⁿ
tshinn-phê-tāu,青皮豆,16,chhiⁿ-phê-tāu
tshinn-o-tsháu,青萵草,16,chhiⁿ-o-chháu
bîn-thâu-ké,面頭菓,16,bîn-thâu-ké
bīn-thâu-ké,面頭菓,16,bīn-thâu-ké
ām-sê-tāu,頷垂豆,16,ām-sê-tāu
hong-put-tōng,風不動,16,hong-put-tōng
hong-thai-tsháu,風颱草,16,hong-thai-chháu
bé-kháu-tshiū,馬口樹,16,bé-kháu-chhiū
bé-bé-si,馬尾絲,16,bé-bé-si
bé-tê-kim,馬蹄金,16,bé-tê-kim
bé-uann-tîn,馬鞍藤,16,bé-oaⁿ-tîn
bé-pinn-tsháu,馬鞭草,16,bé-piⁿ-chháu
bé-khí-tāu,馬齒豆,16,bé-khí-tāu
kut-tshuì-pòo,骨碎補,16,kut-chhùi-pò͘
kuâinn-tshiûnn-iū,高墻柚,16,koâiⁿ-chhiûⁿ-iū
kuí-liú-kun,鬼柳根,16,kúi-liú-kun
hî-tsho-tsháu,魚臊草,16,hî-chho-chháu
hî-tsiam-tsháu,魚針草,16,hî-chiam-chháu
hî-liu-tsháu,魚鰌草,16,hî-liu-chháu
lóo-huà-tshiū,魯化樹,16,ló͘-hòa-chhiū
tsit-á-tánn,鯽仔膽,16,chit-á-táⁿ
tsit-hî-tánn,鯽魚膽,16,chit-hî-táⁿ
hau-khak-tshì,鱟壳刺,16,hau-khak-chhì
hāu-khak-tshì,鱟壳刺,16,hāu-khak-chhì
hāu-khak-tîn,鱟壳藤,16,hāu-khak-tîn
tsiáu-á-hue,鳥仔花,16,chiáu-á-hoe
tsiáu-á-tāu,鳥仔豆,16,chiáu-á-tāu
tsiáu-sái-tshîng,鳥屎榕,16,chiáu-sái-chhêng
tsiáu-kiān-hue,鳥腱花,16,chiáu-kiān-hoe
tsiáu-ta̍h-tshì,鳥踏刺,16,chiáu-ta̍h-chhì
hōng-bé-tik,鳳尾竹,16,hōng-bé-tek
hōng-bé-pit,鳳尾筆,16,hōng-bé-pit
hōng-bé-tsháu,鳳尾草,16,hōng-bé-chháu
hōng-bé-hông,鳳尾黃,16,hōng-bé-hông
ah-tshuì-hông,鴨嘴黃,16,ah-chhùi-hông
ap-bú-tshiū,鴨母樹,16,ap-bú-chhiū
ah-bú-tsu,鴨母珠,16,ah-bú-chu
ah-bú-tsháu,鴨母草,16,ah-bú-chháu
ah-kiān-tîn,鴨腱藤,16,ah-kiān-tîn
ah-kha-pê,鴨腳筢,16,ah-kha-pê
ah-kha-sué,鴨腳黍,16,ah-kha-sóe
ah-tsi̍h-tsháu,鴨舌草,16,ah-chi̍h-chháu
ah-chi̍h-hông,鴨舌黃,16,ah-chi̍h-hông
ah-tsih-hông,鴨舌黃,16,ah-chih-hông
ah-tsi̍h-hông,鴨舌黃,16,ah-chi̍h-hông
ah-tuê-tsháu,鴨蹄草,16,ah-tôe-chháu
ap-mâ-kua̍t,鴨麻瓜,16,ap-mâ-koa̍t
giâ-á-tsháu,鵞仔草,16,giâ-á-chháu
giâ-á-tshài,鵞仔菜,16,giâ-á-chhài
keh-tsiáu-hue,鵲鳥花,16,keh-chiáu-hoe
ing-jiáu-thô,鶯爪桃,16,eng-jiáu-thô
kue-kè-hue,鷄冠花,16,koe-kè-hoe
kue-sái-tîn,鷄屎藤,16,koe-sái-tîn
kue-bú-tsú,鷄母子,16,koe-bú-chú
kue-bú-tsu,鷄母珠,16,koe-bú-chu
kue-jiáu-lân,鷄爪蘭,16,koe-jiáu-lân
kue-kha-tsháu,鷄脚草,16,koe-kha-chháu
kue-kha-lân,鷄脚蘭,16,koe-kha-lân
kue-tn̂g-tsháu,鷄腸草,16,koe-tn̂g-chháu
kue-tsih-hông,鷄舌黃,16,koe-chih-hông
kue-tsi̍h-hông,鷄舌黃,16,koe-chi̍h-hông
kue-phang-tîn,鷄香藤,16,koe-phang-tîn
kue-kut-hông,鷄骨癀,16,koe-kut-hông
kue-kak-kong,鷄鵤公,16,koe-kak-kong
ing-hio̍h-tshì,鷹葉刺,16,eng-hio̍h-chhì
iâm-tang-hue,鹽東花,16,iâm-tang-hoe
iâm-sng-á,鹽桑仔,16,iâm-sng-á
iâm-sng-tsháu,鹽酸草,16,iâm-sng-chháu
lo̍k-á-tshiū,鹿仔樹,16,lo̍k-á-chhiū
lo̍k-á-tshài,鹿仔菜,16,lo̍k-á-chhài
lo̍k-jiông-tshàu,鹿茸草,16,lo̍k-jiông-chhàu
beh-suī-hong,麥穗黃,16,beh-sūi-hong
bi̍k-bûn-tong,麥門冬,16,be̍k-bûn-tong
n̂g-sim-á,黃心仔,16,n̂g-sim-á
n̂g-tsuí-kiô,黃水茄,16,n̂g-chúi-kiô
n̂g-ba̍k-tsí,黃目子,16,n̂g-ba̍k-chí
n̂g-bah-tshiū,黃肉樹,16,n̂g-bah-chhiū
n̂g-ôo-ia̍p,黃蝴蝶,16,n̂g-ô͘-ia̍p
n̂g-kim-kuì,黃金桂,16,n̂g-kim-kùi
oo-ba̍k-á,黑目仔,16,o͘-ba̍k-á
pih-á-tsháu,鼈仔草,16,pih-á-chháu
tiann-tshuè-tîn,鼎刷藤,16,tiaⁿ-chhòe-tîn
tiann-tshe-tîn,鼎炊藤,16,tiaⁿ-chhe-tîn
tshú-bé-hông,鼠尾紅,16,chhú-bé-hông
tsháu-bé-hông,鼠尾黃,16,chháu-bé-hông
tshú-bé-hông,鼠尾黃,16,chhú-bé-hông
tshú-kun-hông,鼠筋黃,16,chhú-kun-hông
tshú-khak-tsháu,鼠麴草,16,chhú-khak-chháu
lîng-thòo-tsu,龍吐珠,16,lêng-thò͘-chu
lîng-tsi̍h-hông,龍舌黃,16,lêng-chi̍h-hông
lîng-tsûn-hue,龍船花,16,lêng-chûn-hoe
lîng-tshiu-tîn,龍鬚藤,16,lêng-chhiu-tîn
lîng-lân-tsháu,龍麟草,16,lêng-lân-chháu
tsu̍t-bí-tsháu,𥟇米草,16,chu̍t-bí-chháu
tāi-hî-lân,𩻸魚鱗,16,tāi-hî-lân
sann-hīnn-á-tsháu,三硯仔草,12,saⁿ-hīⁿ-á-chháu
sann-kha-bé-á,三脚馬仔,12,saⁿ-kha-bé-á
sann-kak-iâm-sng,三角鹽酸,12,saⁿ-kak-iâm-sng
sann-kha-pih-tsháu,三角鼈草,12,saⁿ-kha-pih-chháu
káu-lê-á-hue,九螺仔花,12,káu-lê-á-hoe
gōo-tsiúnn-lâm-á,五掌楠仔,12,gō͘-chiúⁿ-lâm-á
góo-jiáu-hún-tîn,五爪粉藤,12,gó͘-jiáu-hún-tîn
gōo-hio̍h-lâm-á,五葉楠仔,12,gō͘-hio̍h-lâm-á
hu̍t-siú-hiunn-kam,佛手香柑,12,hu̍t-siú-hiuⁿ-kam
tó-tuē-giâ-kang,倒地蜈蚣,12,tó-tōe-giâ-kang
tó-té-giâ-kang,倒地蜈蚣,12,tó-té-giâ-kang
lâi-tang-tsí-lâm,內冬子楠,12,lâi-tang-chí-lâm
luē-tē-tsio̍h-liú,內地石柳,12,lōe-tē-chio̍h-liú
lāi-thuànn-tsí-lâm,內炭子楠,12,lāi-thòaⁿ-chí-lâm
to-pán-jîn-tāu,刀板仁豆,12,to-pán-jîn-tāu
lâm-ngóo-bī-tsí,南五味子,12,lâm-ngó͘-bī-chí
lâm-tâu-ngôo-tông,南投梧桐,12,lâm-tâu-ngô͘-tông
kńg-sim-pe̍h-tshài,卷心白菜,12,kńg-sim-pe̍h-chhài
ham-khah-tsînn-tsháu,含殼錢草,12,ham-khah-chîⁿ-chháu
sù-kuì-n̂g-ki,四季黃枝,12,sù-kùi-n̂g-ki
sì-hio̍h-tsí-soo,四葉紫蘇,12,sì-hio̍h-chí-so͘
tē-lōo-giâ-kang,地路蜈蚣,12,tē-lō͘-giâ-kang
tuā-pe̍h-hio̍h-á,大白葉仔,12,tōa-pe̍h-hio̍h-á
tuā-âng-thun-tshiū,大紅椿樹,12,tōa-âng-thun-chhiū
tuā-hio̍h-tshì-tshang,大葉刺葱,12,tōa-hio̍h-chhì-chhang
tuā-hio̍h-tōo-á,大葉杜仔,12,tōa-hio̍h-tō͘-á
tuā-hio̍h-káu-la̍t,大葉校栗,12,tōa-hio̍h-káu-la̍t
tuā-hio̍h-pe̍h-mn̂g,大葉白門,12,tōa-hio̍h-pe̍h-mn̂g
tuā-tiam-ú-sam,大點雨杉,12,tōa-tiam-ú-sam
thian-hông-tsháu-kū,天紅草舅,12,thian-hông-chháu-kū
sió-iûnn-kak-tāu,小羊角豆,12,sió-iûⁿ-kak-tāu
sió-tshú-bé-hông,小鼠尾黃,12,sió-chhú-bé-hông
suann-poo-lûn-á,山埔崙仔,12,soaⁿ-po͘-lûn-á
suann-huan-á-hun,山蕃仔煙,12,soaⁿ-hoan-á-hun
pòo-pòo-oo-tshiū,布布烏樹,12,pò͘-pò͘-o͘-chhiū
bō-á-tùn-tsháu,帽仔盾草,12,bō-á-tùn-chháu
kńg-tang-iû-tông,廣東油桐,12,kńg-tang-iû-tông
phah-puà-uánn-hue,打破碗花,12,phah-pòa-óaⁿ-hoe
liam-la̍t-á-tsháu,拈力仔草,12,liam-la̍t-á-chháu
pua̍t-á-kue-iû,拔仔雞油,12,poa̍t-á-koe-iû
ji̍t-pún-han-tsû,日本番薯,12,ji̍t-pún-han-chû
sî-pió-á-hue,時錶仔花,12,sî-pió-á-hoe
ū-tshì-tshiah-lân,有刺赤蘭,12,ū-chhì-chhiah-lân
bo̍k-kua-king-tsio,木瓜芎蕉,12,bo̍k-koa-keng-chio
tsuí-sian-hue-tsháu,水仙花草,12,chúi-sian-hoe-chháu
tsuí-ting-sim-tsháu,水燈心草,12,chúi-teng-sim-chháu
tsuí-luê-piah-tsháu,水犁壁草,12,chúi-lôe-piah-chháu
tsuí-âng-kut-tsuâ,水紅骨蛇,12,chúi-âng-kut-chôa
tsuí-ti-bú-lin,水豬母乳,12,chúi-ti-bú-lin
tsuí-piàn-tē-gím,水遍地錦,12,chúi-piàn-tē-gím
iû-hio̍h-tōo-á,油葉杜仔,12,iû-hio̍h-tō͘-á
phû-tsuí-liân-hue,浮水蓮花,12,phû-chúi-liân-hoe
hái-tsuá-tsînn-lóo,海紙錢魯,12,hái-chóa-chîⁿ-ló͘
muá-tiánn-kôo-tsháu,滿鼎糊草,12,móa-tiáⁿ-kô͘-chháu
hé-thuànn-lâm-á,火炭楠仔,12,hé-thòaⁿ-lâm-á
oo-á-ba̍k-tsháu,烏仔目草,12,o͘-á-ba̍k-chháu
oo-tsí-á-tsháu,烏子仔草,12,o͘-chí-á-chháu
oo-tsí-á-tshài,烏子仔菜,12,o͘-chí-á-chhài
oo-phê-kiú-kiong,烏皮九芎,12,o͘-phê-kiú-kiong
oo-phê-tsio̍h-lîng,烏皮石柃,12,o͘-phê-chio̍h-lêng
bô-thâu-thôo-hiunn,無頭土香,12,bô-thâu-thô͘-hiuⁿ
gû-kut-á-tshiū,牛骨仔樹,12,gû-kut-á-chhiū
káu-thâu-phû-iông,狗頭芙蓉,12,káu-thâu-phû-iông
ti-bú-lin-kū,猪母乳舅,12,ti-bú-lin-kū
ông-put-liû-hîng,王不留行,12,ông-put-liû-hêng
pan-tik-siunn-si,班竹相思,12,pan-tek-siuⁿ-si
sinn-mn̂g-tsiong-kun,生毛將軍,12,siⁿ-mn̂g-chiong-kun
tshân-oo-á-tsháu,田烏仔草,12,chhân-o͘-á-chháu
tshân-gō-á-tsháu,田臥仔草,12,chhân-gō-á-chháu
huan-á-bo̍k-kua,番仔木瓜,12,hoan-á-bo̍k-koa
pe̍h-koo-soo-hue,白古蘇花,12,pe̍h-ko͘-so͘-hoe
pe̍h-bé-ia̍h-hue,白尾蝶花,12,pe̍h-bé-ia̍h-hoe
pe̍h-suann-han-tsû,白山蕃薯,12,pe̍h-soaⁿ-han-chû
pe̍h-kuì-kiok-hue,白桂菊花,12,pe̍h-kùi-kiok-hoe
pe̍h-tsuí-gím-hue,白水錦花,12,pe̍h-chúi-gím-hoe
pe̍h-ting-khiā-u,白登竪杇,12,pe̍h-teng-khiā-u
pe̍h-ah-bé-tsháu,白益母草,12,pe̍h-ah-bé-chháu
pe̍h-tik-á-tshài,白竹仔菜,12,pe̍h-tek-á-chhài
pe̍h-tshoo-khng-á,白粗糠仔,12,pe̍h-chho͘-khng-á
pe̍h-hue-á-tsháu,白花仔草,12,pe̍h-hoe-á-chháu
pe̍h-hue-á-tshài,白花仔菜,12,pe̍h-hoe-á-chhài
pe̍h-kue-sái-tîn,白鷄屎藤,12,pe̍h-koe-sái-tîn
pe̍h-kue-iû-kū,白鷄油舅,12,pe̍h-koe-iû-kū
pe̍h-lîng-tsûn-hue,白龍船花,12,pe̍h-lêng-chûn-hoe
gíng-á-tún-tsháu,研仔盾草,12,géng-á-tún-chháu
kî-puânn-kha-tshiū,碁盤脚樹,12,kî-pôaⁿ-kha-chhiū
bō-á-tún-tsháu,磨仔盾草,12,bō-á-tún-chháu
âng-sam-tshit-tsháu,紅三七草,12,âng-sam-chhit-chháu
âng-bé-á-tsháu,紅尾仔草,12,âng-bé-á-chháu
âng-bé-ia̍h-hue,紅尾蝶花,12,âng-bé-ia̍h-hoe
âng-kun-á-tsháu,紅根仔草,12,âng-kun-á-chháu
âng-tsu-á-thâu,紅珠仔頭,12,âng-chu-á-thâu
âng-tshân-oo-tsháu,紅田烏草,12,âng-chhân-o͘-chháu
âng-ting-khiā-u,紅登竪杇,12,âng-teng-khiā-u
âng-tik-á-tshài,紅竹仔菜,12,âng-tek-á-chhài
âng-hī-á-tshù,紅耳仔厝,12,âng-hī-á-chhù
âng-hī-á-bi̍t,紅耳仔蜜,12,âng-hī-á-bi̍t
âng-hue-bi̍t-tshài,紅花蜜菜,12,âng-hoe-bi̍t-chhài
âng-tîn-á-tsháu,紅藤仔草,12,âng-tîn-á-chháu
sò-sim-kuann-lân,素心菅蘭,12,sò-sim-koaⁿ-lân
suè-hio̍h-tsuí-tsháu,細葉水草,12,sòe-hio̍h-chúi-chháu
suè-hio̍h-siap-hio̍h,細葉澁葉,12,sòe-hio̍h-siap-hio̍h
suè-hio̍h-pe̍h-mn̂g,細葉白門,12,sòe-hio̍h-pe̍h-mn̂g
suè-hōo-tshì-tshang,細號刺葱,12,sòe-hō͘-chhì-chhang
bián-tiān-hap-huan,緬甸合歡,12,bián-tiān-hap-hoan
iûnn-kak-sam-kiàm,羊角三劍,12,iûⁿ-kak-sam-kiàm
hī-khang-á-tîn,耳空仔藤,12,hī-khang-á-tîn
puî-ti-á-tāu,肥猪仔豆,12,pûi-ti-á-tāu
hue-lê-tshiū-tāu,花螺樹豆,12,hoe-lê-chhiū-tāu
khóo-tiau-á-tsháu,苦柱仔草,12,khó͘-tiau-á-chháu
tsiúnn-tsháu-sim-tsháu,蔣草心草,12,chiúⁿ-chháu-sim-chháu
huan-á-sàu-tshiú,蕃仔掃箒,12,hoan-á-sàu-chhiú
huan-á-nâ-tâu,蕃仔林投,12,hoan-á-nâ-tâu
huan-á-láu-hio̍h,蕃仔荖葉,12,hoan-á-láu-hio̍h
huan-á-han-tsû,蕃仔蕃薯,12,hoan-á-han-chû
huan-á-phang-tsháu,蕃仔香草,12,hoan-á-phang-chháu
huân-á-gîng-gíng,蕃仔龍眼,12,hoân-á-gêng-géng
sat-bú-tsí-tsháu,虱母子草,12,sat-bú-chí-chháu
báng-á-hun-tsháu,蚊仔煙草,12,báng-á-hun-chháu
ham-khah-á-tsháu,蚶壳仔草,12,ham-khah-á-chháu
niû-á-hio̍h-tshiū,蠶仔葉樹,12,niû-á-hio̍h-chhiū
tshiah-phê-tōo-á,赤皮杜仔,12,chhiah-phê-tō͘-á
kè-lo-giâ-kang,過路蜈蚣,12,kè-lo-giâ-kang
kè-lōo-giâ-kang,過路蜈蚣,12,kè-lō͘-giâ-kang
kim-káu-á-mn̂g,金狗仔毛,12,kim-káu-á-mn̂g
kim-tshînn-po̍h-ho,金錢薄荷,12,kim-chhîⁿ-po̍h-ho
kim-tsînn-po̍h-ho,金錢薄荷,12,kim-chîⁿ-po̍h-ho
tìng-tuē-giâ-kang,釘地蜈蚣,12,tèng-tōe-giâ-kang
thih-gû-ji̍p-tsio̍h,鐵牛入石,12,thih-gû-ji̍p-chio̍h
tn̂g-ki-á-tik,長枝仔竹,12,tn̂g-ki-á-tek
tshinn-kâu-kong-tshiū,青猴公樹,12,chhiⁿ-kâu-kong-chhiū
hong-put-tōng-tîn,風不動藤,12,hong-put-tōng-tîn
kuâinn-tshiûnn-tháng-kam,高墻桶柑,12,koâiⁿ-chhiûⁿ-tháng-kam
kue-bû-tsin-tsu,鷄母真珠,12,koe-bû-chin-chu
iâm-sng-á-tsháu,鹽酸仔草,12,iâm-sng-á-chháu
muâ-tāu-bûn-tàn,麻豆文旦,12,môa-tāu-bûn-tàn
muâ-tāu-pe̍h-iū,麻豆白柚,12,môa-tāu-pe̍h-iū
n̂g-hue-á-tsháu,黃花仔草,12,n̂g-hoe-á-chháu
poo-iâm,埔鹽,11,po͘-iâm
ka-tang,茄苳,11,ka-tang
lôo-tik,蘆竹,11,lô͘-tek
káu-tsàn-thah,九層塔,10,káu-chàn-thah
sian-tan,仙丹,10,sian-tan
sian-tsháu,仙草,10,sian-chháu
hâm-siàu,含笑,10,hâm-siàu
thôo-tāu,土豆,10,thô͘-tāu
bûn-tàn,文旦,10,bûn-tàn
tshîng-peh,松柏,10,chhêng-peh
nâ-tâu,林投,10,nâ-tâu
iū-á,柚仔,10,iū-á
khī-á,柿仔,10,khī-á
la̍t-tsí,栗子,10,la̍t-chí
thô-á,桃仔,10,thô-á
muî-á,梅仔,10,mûi-á
lâi-á,梨仔,10,lâi-á
suāinn-á,檨仔,10,soāiⁿ-á
tsuí-phiô,水萍,10,chúi-phiô
oo-tinn,烏甜,10,o͘-tiⁿ
oo-tinn-á,烏甜仔,10,o͘-tiⁿ-á
gio̍k-lân,玉蘭,10,gio̍k-lân
kam-tsià,甘蔗,10,kam-chià
pe̍h-tshài,白菜,10,pe̍h-chhài
tiū-á,稻仔,10,tiū-á
âng-khī,紅柿,10,âng-khī
âng-tshài,紅菜,10,âng-chhài
âng-tshài-thâu,紅菜頭,10,âng-chhài-thâu
li̍k-tāu,綠豆,10,le̍k-tāu
jio̍k-kuì,肉桂,10,jio̍k-kùi
ōo-á,芋仔,10,ō͘-á
king-tsio,芎蕉,10,keng-chio
kuà-tshài,芥菜,10,kòa-chhài
khóo-kue,苦瓜,10,khó͘-koe
nāi-tsi,荔枝,10,nāi-chi
tshài-kue,菜瓜,10,chhài-koe
phû-tô,葡萄,10,phû-tô
tshang-á,葱仔,10,chhang-á
suàn-á,蒜仔,10,soàn-á
si-kue,西瓜,10,si-koe
tāu-tshài,豆菜,10,tāu-chhài
kiō-kǹg-tik,轎槓竹,10,kiō-kǹg-tek
kim-kue,金瓜,10,kim-koe
kú-tshài,韮菜,10,kú-chhài
ko-lê-tshài,高麗菜,10,ko-lê-chhài
gîng-gíng,龍眼,10,gêng-géng
n̂g-ki,黃枝,9,n̂g-ki
pua̍t-á,拔仔,5,poa̍t-á
khûn-tshài,芹菜,5,khûn-chhài
han-tsû,蕃薯,5,han-chû
gî-pê,枇杷,2,gî-pê
pû-á,匏仔,1,pû-á
hiòng-ji̍t-kuî,向日葵,1,hiòng-ji̍t-kûi
kā-lâng-káu,咬人狗,1,kā-lâng-káu
poo-kiunn,埔姜,1,po͘-kiuⁿ
suann-n̂g-ki,山黃枝,1,soaⁿ-n̂g-ki
tah-bah-tshì,搭肉刺,1,tah-bah-chhì
phoh-á,朴仔,1,phoh-á
sam-á,杉仔,1,sam-á
kóo-kí,枸杞,1,kó͘-kí
png-á,楓仔,1,png-á
tshiū-m̂,樹梅,1,chhiū-m̂
tshiū-tsû,樹薯,1,chhiū-chû
kann-ná,橄欖,1,kaⁿ-ná
tsuí-lâi,水梨,1,chúi-lâi
tsuí-tshat,水漆,1,chúi-chhat
tsuí-pit,水筆,1,chúi-pit
iû-tông,油桐,1,iû-tông
pho-lô-bi̍t,波羅蜜,1,pho-lô-bi̍t
pe̍h-jîn,白仁,1,pe̍h-jîn
pe̍h-sua,白沙,1,pe̍h-soa
siunn-si-á,相思仔,1,siuⁿ-si-á
âng-kue-iû,紅鷄油,1,âng-koe-iû
tsí-soo,紫蘇,1,chí-so͘
phû-iông,芙蓉,1,phû-iông
tuē-á,苧仔,1,tōe-á
kiô-á,茄仔,1,kiô-á
hm̂-á,茅仔,1,hm̂-á
hm̂-tsháu,茅草,1,hm̂-chháu
láu-tîn,荖藤,1,láu-tîn
tshinn-á,菁仔,1,chhiⁿ-á
kiok-á,菊仔,1,kiok-á
kiok-hue,菊花,1,kiok-hoe
e-á-tshài,萵仔菜,1,e-á-chhài
tshang-thâu,葱頭,1,chhang-thâu
liân-hue,蓮花,1,liân-hoe
lōo-giō,蕗蕎,1,lō͘-giō
tsû-nn̂g,薯榔,1,chû-nn̂g
lôo-hē,蘆薈,1,lô͘-hē
giâ-kang-tsháu,蜈蚣草,1,giâ-kang-chháu
ia̍h-á-tsháu,蝶仔草,1,ia̍h-á-chháu
hiunn-înn,香圓,1,hiuⁿ-îⁿ
hiang-hm̂,香茅,1,hiang-hm̂
kue-jiû,鷄柔,1,koe-jiû
n̂g-ki-hue,黃枝花,1,n̂g-ki-hoe
