tl,hanzi,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,kautian
put-hàu-tsú,不孝子,16,put-hàu-chú,puthau3tsu2,puthau3chu2,puthautsu,puthauchu,pht,phc,True
put-tik-liáu,不得了,16,put-tek-liáu,puttikliau2,puttekliau2,puttikliau,puttekliau,ptl,ptl,True
put-tit-liáu,不得了,16,put-tit-liáu,puttitliau2,puttitliau2,puttitliau,puttitliau,ptl,ptl,True
put-tik-í,不得已,16,put-tek-í,puttiki2,putteki2,puttiki,putteki,pti,pti,True
put-tit-í,不得已,16,put-tit-í,puttiti2,puttiti2,puttiti,puttiti,pti,pti,True
put-kám-tong,不敢當,16,put-kám-tong,putkam2tong,putkam2tong,putkamtong,putkamtong,pkt,pkt,True
put-tsí-á,不止仔,16,put-chí-á,puttsi2a2,putchi2a2,puttsia,putchia,pta,pca,True
put-sú-kuí,不死鬼,16,put-sú-kúi,putsu2kui2,putsu2kui2,putsukui,putsukui,psk,psk,True
put-kiû-jîn,不求人,16,put-kiû-jîn,putkiu5jin5,putkiu5jin5,putkiujin,putkiujin,pkj,pkj,True
put-kiû-lîn,不求人,16,put-kiû-lîn,putkiu5lin5,putkiu5lin5,putkiulin,putkiulin,pkl,pkl,True
put-kuán-sî,不管時,16,put-koán-sî,putkuan2si5,putkoan2si5,putkuansi,putkoansi,pks,pks,True
put-jî-kò,不而過,16,put-jî-kò,putji5ko3,putji5ko3,putjiko,putjiko,pjk,pjk,True
put-lî-kò,不而過,16,put-lî-kò,putli5ko3,putli5ko3,putliko,putliko,plk,plk,True
put-siàu-tsú,不肖子,16,put-siàu-chú,putsiau3tsu2,putsiau3chu2,putsiautsu,putsiauchu,pst,psc,True
sè-sio̍k-lâng,世俗人,16,sè-sio̍k-lâng,se3siok8lang5,se3siok8lang5,sesioklang,sesioklang,ssl,ssl,True
sè-kan-lâng,世間人,16,sè-kan-lâng,se3kanlang5,se3kanlang5,sekanlang,sekanlang,skl,skl,True
tiong-lâm-hái,中南海,16,tiong-lâm-hái,tionglam5hai2,tionglam5hai2,tionglamhai,tionglamhai,tlh,tlh,True
tiong-lâm-bí,中南美,16,tiong-lâm-bí,tionglam5bi2,tionglam5bi2,tionglambi,tionglambi,tlb,tlb,True
tiong-lâm-pōo,中南部,16,tiong-lâm-pō͘,tionglam5poo7,tionglam5poo7,tionglampoo,tionglampoo,tlp,tlp,True
tiong-hô-khu,中和區,16,tiong-hô-khu,tiongho5khu,tiongho5khu,tionghokhu,tionghokhu,thk,thk,True
tiong-poo-hiong,中埔鄉,16,tiong-po͘-hiong,tiongpoohiong,tiongpoohiong,tiongpoohiong,tiongpoohiong,tph,tph,True
tiong-li̍k-khu,中壢區,16,tiong-le̍k-khu,tionglik8khu,tionglek8khu,tionglikkhu,tionglekkhu,tlk,tlk,True
tiong-liâu-hiong,中寮鄉,16,tiong-liâu-hiong,tiongliau5hiong,tiongliau5hiong,tiongliauhiong,tiongliauhiong,tlh,tlh,True
tiong-san-khu,中山區,16,tiong-san-khu,tiongsankhu,tiongsankhu,tiongsankhu,tiongsankhu,tsk,tsk,True
tiong-tàu-sim,中晝心,16,tiong-tàu-sim,tiongtau3sim,tiongtau3sim,tiongtausim,tiongtausim,tts,tts,True
tiong-tàu-sî,中晝時,16,tiong-tàu-sî,tiongtau3si5,tiongtau3si5,tiongtausi,tiongtausi,tts,tts,True
tiong-tàu-tǹg,中晝頓,16,tiong-tàu-tǹg,tiongtau3tng3,tiongtau3tng3,tiongtautng,tiongtautng,ttt,ttt,True
tiong-tàu-pn̄g,中晝飯,16,tiong-tàu-pn̄g,tiongtau3png7,tiongtau3png7,tiongtaupng,tiongtaupng,ttp,ttp,True
tiong-tsìng-khu,中正區,16,tiong-chèng-khu,tiongtsing3khu,tiongcheng3khu,tiongtsingkhu,tiongchengkhu,ttk,tck,True
tiong-káng-khe,中港溪,16,tiong-káng-khe,tiongkang2khe,tiongkang2khe,tiongkangkhe,tiongkangkhe,tkk,tkk,True
tiong-sing-tāi,中生代,16,tiong-seng-tāi,tiongsingtai7,tiongsengtai7,tiongsingtai,tiongsengtai,tst,tst,True
tiong-gián-īnn,中研院,16,tiong-gián-īⁿ,tionggian2inn7,tionggian2inn7,tionggianinn,tionggianinn,tgi,tgi,True
tiong-tshiu-tseh,中秋節,16,tiong-chhiu-cheh,tiongtshiutseh,tiongchhiucheh,tiongtshiutseh,tiongchhiucheh,ttt,tcc,True
tiong-tshiu-tsueh,中秋節,16,tiong-chhiu-choeh,tiongtshiutsueh,tiongchhiuchoeh,tiongtshiutsueh,tiongchhiuchoeh,ttt,tcc,True
tiong-tshiu-piánn,中秋餅,16,tiong-chhiu-piáⁿ,tiongtshiupiann2,tiongchhiupiann2,tiongtshiupiann,tiongchhiupiann,ttp,tcp,True
tiong-tsit-ênn,中脊楹,16,tiong-chit-êⁿ,tiongtsitenn5,tiongchitenn5,tiongtsitenn,tiongchitenn,tte,tce,True
tiong-tsit-înn,中脊楹,16,tiong-chit-îⁿ,tiongtsitinn5,tiongchitinn5,tiongtsitinn,tiongchitinn,tti,tci,True
tiong-io̍h-tiàm,中藥店,16,tiong-io̍h-tiàm,tiongioh8tiam3,tiongioh8tiam3,tiongiohtiam,tiongiohtiam,tit,tit,True
tiong-se-khu,中西區,16,tiong-se-khu,tiongsekhu,tiongsekhu,tiongsekhu,tiongsekhu,tsk,tsk,True
tiong-suán-huē,中選會,16,tiong-soán-hōe,tiongsuan2hue7,tiongsoan2hoe7,tiongsuanhue,tiongsoanhoe,tsh,tsh,True
tan-tuā-suann,丹大山,16,tan-tōa-soaⁿ,tantua7suann,tantoa7soann,tantuasuann,tantoasoann,tts,tts,True
tan-tāi-suann,丹大山,16,tan-tāi-soaⁿ,tantai7suann,tantai7soann,tantaisuann,tantaisoann,tts,tts,True
tsú-ki-pán,主機板,16,chú-ki-pán,tsu2kipan2,chu2kipan2,tsukipan,chukipan,tkp,ckp,True
tsú-kòo-kheh,主顧客,16,chú-kò͘-kheh,tsu2koo3kheh,chu2koo3kheh,tsukookheh,chukookheh,tkk,ckk,True
kú--lâi,久來,16,kú--lâi,ku2lai5,ku2lai5,kulai,kulai,kl,kl,True
kú-tn̂g-pēnn,久長病,16,kú-tn̂g-pēⁿ,ku2tng5penn7,ku2tng5penn7,kutngpenn,kutngpenn,ktp,ktp,True
kú-tn̂g-pīnn,久長病,16,kú-tn̂g-pīⁿ,ku2tng5pinn7,ku2tng5pinn7,kutngpinn,kutngpinn,ktp,ktp,True
phīn-phōng-siû,乒乓泅,16,phīn-phōng-siû,phin7phong7siu5,phin7phong7siu5,phinphongsiu,phinphongsiu,pps,pps,True
káu-tè-tshù,九塊厝,16,káu-tè-chhù,kau2te3tshu3,kau2te3chhu3,kautetshu,kautechhu,ktt,ktc,True
kiú-jû-hiong,九如鄉,16,kiú-jû-hiong,kiu2ju5hiong,kiu2ju5hiong,kiujuhiong,kiujuhiong,kjh,kjh,True
káu-tsàn-thah,九層塔,16,káu-chàn-thah,kau2tsan3thah,kau2chan3thah,kautsanthah,kauchanthah,ktt,kct,True
káu-tsàn-tshah,九層塔,16,káu-chàn-chhah,kau2tsan3tshah,kau2chan3chhah,kautsantshah,kauchanchhah,ktt,kcc,True
káu-tiunn-lê,九張犁,16,káu-tiuⁿ-lê,kau2tiunnle5,kau2tiunnle5,kautiunnle,kautiunnle,ktl,ktl,True
kiú-khiok-tông,九曲堂,16,kiú-khiok-tông,kiu2khioktong5,kiu2khioktong5,kiukhioktong,kiukhioktong,kkt,kkt,True
káu-khang-á,九空仔,16,káu-khang-á,kau2khanga2,kau2khanga2,kaukhanga,kaukhanga,kka,kka,True
kiú-kiong-á,九芎仔,16,kiú-kiong-á,kiu2kionga2,kiu2kionga2,kiukionga,kiukionga,kka,kka,True
kiú-kiong-nâ,九芎林,16,kiú-kiong-nâ,kiu2kiongna5,kiu2kiongna5,kiukiongna,kiukiongna,kkn,kkn,True
káu-tsàn-thâu,九讚頭,16,káu-chàn-thâu,kau2tsan3thau5,kau2chan3thau5,kautsanthau,kauchanthau,ktt,kct,True
káu-kàng-hong,九降風,16,káu-kàng-hong,kau2kang3hong,kau2kang3hong,kaukanghong,kaukanghong,kkh,kkh,True
khit--ê,乞的,16,khit--ê,khite5,khite5,khite,khite,ke,ke,True
khit-tsia̍h-miā,乞食命,16,khit-chia̍h-miā,khittsiah8mia7,khitchiah8mia7,khittsiahmia,khitchiahmia,ktm,kcm,True
khit-tsia̍h-khîm,乞食琴,16,khit-chia̍h-khîm,khittsiah8khim5,khitchiah8khim5,khittsiahkhim,khitchiahkhim,ktk,kck,True
khit-tsia̍h-thâu,乞食頭,16,khit-chia̍h-thâu,khittsiah8thau5,khitchiah8thau5,khittsiahthau,khitchiahthau,ktt,kct,True
kan-á-sun,乾仔孫,16,kan-á-sun,kana2sun,kana2sun,kanasun,kanasun,kas,kas,True
luān-tshau-tshau,亂操操,16,loān-chhau-chhau,luan7tshautshau,loan7chhauchhau,luantshautshau,loanchhauchhau,ltt,lcc,True
luān-tsing-á,亂鐘仔,16,loān-cheng-á,luan7tsinga2,loan7chenga2,luantsinga,loanchenga,lta,lca,True
liáu-put-khí,了不起,16,liáu-put-khí,liau2putkhi2,liau2putkhi2,liauputkhi,liauputkhi,lpk,lpk,True
liáu--khìr,了去,16,liáu--khìr,liau2khir3,liau2khir3,liaukhir,liaukhir,lk,lk,True
hōng-n̂g-tsior,予人招,16,hōng-n̂g-chior,hong7ng5tsior,hong7ng5chior,hongngtsior,hongngchior,hnt,hnc,True
hōo-n̂g-tsio,予人招,16,hō͘-n̂g-chio,hoo7ng5tsio,hoo7ng5chio,hoongtsio,hoongchio,hnt,hnc,True
hǒo-lâng-tsio,予人招,16,hǒ͘-lâng-chio,hoo6lang5tsio,hoo6lang5chio,hoolangtsio,hoolangchio,hlt,hlc,True
sū-bū-sóo,事務所,16,sū-bū-só͘,su7bu7soo2,su7bu7soo2,subusoo,subusoo,sbs,sbs,True
jī-káu-mê,二九暝,16,jī-káu-mê,ji7kau2me5,ji7kau2me5,jikaume,jikaume,jkm,jkm,True
lī-káu-mî,二九暝,16,lī-káu-mî,li7kau2mi5,li7kau2mi5,likaumi,likaumi,lkm,lkm,True
jī-jîn-khe,二仁溪,16,jī-jîn-khe,ji7jin5khe,ji7jin5khe,jijinkhe,jijinkhe,jjk,jjk,True
jī--á,二仔,16,jī--á,ji7a2,ji7a2,jia,jia,ja,ja,True
jī-á-peh,二仔八,16,jī-á-peh,ji7a2peh,ji7a2peh,jiapeh,jiapeh,jap,jap,True
jī-á-pueh,二仔八,16,jī-á-poeh,ji7a2pueh,ji7a2poeh,jiapueh,jiapoeh,jap,jap,True
lī-á-pueh,二仔八,16,lī-á-poeh,li7a2pueh,li7a2poeh,liapueh,liapoeh,lap,lap,True
lǐ-á-pueh,二仔八,16,lǐ-á-poeh,li6a2pueh,li6a2poeh,liapueh,liapoeh,lap,lap,True
jī-pat-tsuí,二八水,16,jī-pat-chúi,ji7pattsui2,ji7patchui2,jipattsui,jipatchui,jpt,jpc,True
jī-lūn-á,二崙仔,16,jī-lūn-á,ji7lun7a2,ji7lun7a2,jiluna,jiluna,jla,jla,True
jī-lūn-hiong,二崙鄉,16,jī-lūn-hiong,ji7lun7hiong,ji7lun7hiong,jilunhiong,jilunhiong,jlh,jlh,True
jī-tshiú-huè,二手貨,16,jī-chhiú-hòe,ji7tshiu2hue3,ji7chhiu2hoe3,jitshiuhue,jichhiuhoe,jth,jch,True
lī-tshiú-hè,二手貨,16,lī-chhiú-hè,li7tshiu2he3,li7chhiu2he3,litshiuhe,lichhiuhe,lth,lch,True
jī-lîm-tìn,二林鎮,16,jī-lîm-tìn,ji7lim5tin3,ji7lim5tin3,jilimtin,jilimtin,jlt,jlt,True
jī-tsuí-hiong,二水鄉,16,jī-chúi-hiong,ji7tsui2hiong,ji7chui2hiong,jitsuihiong,jichuihiong,jth,jch,True
jī-tik-uî,二竹圍,16,jī-tek-ûi,ji7tikui5,ji7tekui5,jitikui,jitekui,jtu,jtu,True
jī-bān-pênn,二萬坪,16,jī-bān-pêⁿ,ji7ban7penn5,ji7ban7penn5,jibanpenn,jibanpenn,jbp,jbp,True
gōo-hun-tshia,五分車,16,gō͘-hun-chhia,goo7huntshia,goo7hunchhia,goohuntshia,goohunchhia,ght,ghc,True
ngóo-ka-pî,五加皮,16,ngó͘-ka-pî,ngoo2kapi5,ngoo2kapi5,ngookapi,ngookapi,nkp,nkp,True
gōo-sì-sann,五四三,16,gō͘-sì-saⁿ,goo7si3sann,goo7si3sann,goosisann,goosisann,gss,gss,True
gōo-siânn-pó,五城堡,16,gō͘-siâⁿ-pó,goo7siann5po2,goo7siann5po2,goosiannpo,goosiannpo,gsp,gsp,True
gōo-tè-tshù,五塊厝,16,gō͘-tè-chhù,goo7te3tshu3,goo7te3chhu3,gootetshu,gootechhu,gtt,gtc,True
gōo-jí-ti̍t,五子直,16,gō͘-jí-ti̍t,goo7ji2tit8,goo7ji2tit8,goojitit,goojitit,gjt,gjt,True
gōo-lí-ti̍t,五子直,16,gō͘-lí-ti̍t,goo7li2tit8,goo7li2tit8,goolitit,goolitit,glt,glt,True
ngóo-hong-hiong,五峰鄉,16,ngó͘-hong-hiong,ngoo2honghiong,ngoo2honghiong,ngoohonghiong,ngoohonghiong,nhh,nhh,True
ngóo-tsí-suann,五指山,16,ngó͘-chí-soaⁿ,ngoo2tsi2suann,ngoo2chi2soann,ngootsisuann,ngoochisoann,nts,ncs,True
ngóo-tsáng-thâu,五摠頭,16,ngó͘-cháng-thâu,ngoo2tsang2thau5,ngoo2chang2thau5,ngootsangthau,ngoochangthau,ntt,nct,True
gōo-ji̍t-tseh,五日節,16,gō͘-ji̍t-cheh,goo7jit8tseh,goo7jit8cheh,goojittseh,goojitcheh,gjt,gjc,True
gōo-li̍t-tsueh,五日節,16,gō͘-li̍t-choeh,goo7lit8tsueh,goo7lit8choeh,goolittsueh,goolitchoeh,glt,glc,True
gōo-sing-kip,五星級,16,gō͘-seng-kip,goo7singkip,goo7sengkip,goosingkip,goosengkip,gsk,gsk,True
gōo-tshenn-kip,五星級,16,gō͘-chheⁿ-kip,goo7tshennkip,goo7chhennkip,gootshennkip,goochhennkip,gtk,gck,True
gōo-tshinn-kip,五星級,16,gō͘-chhiⁿ-kip,goo7tshinnkip,goo7chhinnkip,gootshinnkip,goochhinnkip,gtk,gck,True
gōo-ge̍h-tsueh,五月節,16,gō͘-ge̍h-choeh,goo7geh8tsueh,goo7geh8choeh,googehtsueh,googehchoeh,ggt,ggc,True
gōo-ge̍rh-tsueh,五月節,16,gō͘-ge̍rh-choeh,goo7gerh8tsueh,goo7gerh8choeh,googerhtsueh,googerhchoeh,ggt,ggc,True
gōo-gue̍h-tseh,五月節,16,gō͘-goe̍h-cheh,goo7gueh8tseh,goo7goeh8cheh,googuehtseh,googoehcheh,ggt,ggc,True
gōo-gēr-tsereh,五月節,16,gō͘-gēr-chereh,goo7ger7tsereh,goo7ger7chereh,googertsereh,googerchereh,ggt,ggc,True
ngóo-liú-ki,五柳居,16,ngó͘-liú-ki,ngoo2liu2ki,ngoo2liu2ki,ngooliuki,ngooliuki,nlk,nlk,True
ngóo-liú-ku,五柳居,16,ngó͘-liú-ku,ngoo2liu2ku,ngoo2liu2ku,ngooliuku,ngooliuku,nlk,nlk,True
gōo-jiáu-á,五爪仔,16,gō͘-jiáu-á,goo7jiau2a2,goo7jiau2a2,goojiaua,goojiaua,gja,gja,True
ngóo-hok-kiong,五福宮,16,ngó͘-hok-kiong,ngoo2hokkiong,ngoo2hokkiong,ngoohokkiong,ngoohokkiong,nhk,nhk,True
gōo-kin-kê,五筋膎,16,gō͘-kin-kê,goo7kinke5,goo7kinke5,gookinke,gookinke,gkk,gkk,True
gōo-kirn-kerê,五筋膎,16,gō͘-kirn-kêre,goo7kirnkere5,goo7kirnkere5,gookirnkere,gookirnkere,gkk,gkk,True
gōo-kun-kuê,五筋膎,16,gō͘-kun-kôe,goo7kunkue5,goo7kunkoe5,gookunkue,gookunkoe,gkk,gkk,True
gǒo-kun-kuê,五筋膎,16,gǒ͘-kun-kôe,goo6kunkue5,goo6kunkoe5,gookunkue,gookunkoe,gkk,gkk,True
gōo-kiat-hiong,五結鄉,16,gō͘-kiat-hiong,goo7kiathiong,goo7kiathiong,gookiathiong,gookiathiong,gkh,gkh,True
gōo-kóo-khu,五股區,16,gō͘-kó͘-khu,goo7koo2khu,goo7koo2khu,gookookhu,gookookhu,gkk,gkk,True
gōo-kóo-khenn,五股坑,16,gō͘-kó͘-kheⁿ,goo7koo2khenn,goo7koo2khenn,gookookhenn,gookookhenn,gkk,gkk,True
gōo-kóo-khinn,五股坑,16,gō͘-kó͘-khiⁿ,goo7koo2khinn,goo7koo2khinn,gookookhinn,gookookhinn,gkk,gkk,True
gōo-kha-khì,五跤氣,16,gō͘-kha-khì,goo7khakhi3,goo7khakhi3,gookhakhi,gookhakhi,gkk,gkk,True
ngóo-kim-hâng,五金行,16,ngó͘-kim-hâng,ngoo2kimhang5,ngoo2kimhang5,ngookimhang,ngookimhang,nkh,nkh,True
gōo-king-tshù,五間厝,16,gō͘-keng-chhù,goo7kingtshu3,goo7kengchhu3,gookingtshu,gookengchhu,gkt,gkc,True
a-iân-suànn,亞鉛線,16,a-iân-sòaⁿ,aian5suann3,aian5soann3,aiansuann,aiansoann,ais,ais,True
a-iân-phiánn,亞鉛鉼,16,a-iân-phiáⁿ,aian5phiann2,aian5phiann2,aianphiann,aianphiann,aip,aip,True
ka-li̍k-pênn,交力坪,16,ka-le̍k-pêⁿ,kalik8penn5,kalek8penn5,kalikpenn,kalekpenn,klp,klp,True
kau-li̍k-pênn,交力坪,16,kau-le̍k-pêⁿ,kaulik8penn5,kaulek8penn5,kaulikpenn,kaulekpenn,klp,klp,True
ka-líng-sún,交懍恂,16,ka-léng-sún,kaling2sun2,kaleng2sun2,kalingsun,kalengsun,kls,kls,True
ka-lún-sún,交懍恂,16,ka-lún-sún,kalun2sun2,kalun2sun2,kalunsun,kalunsun,kls,kls,True
ka-nńg-sún,交懍恂,16,ka-nńg-sún,kanng2sun2,kanng2sun2,kanngsun,kanngsun,kns,kns,True
ka-nńg-sńg,交懍恂,16,ka-nńg-sńg,kanng2sng2,kanng2sng2,kanngsng,kanngsng,kns,kns,True
ka-la̍uh-tsím,交落枕,16,ka-lau̍h-chím,kalauh8tsim2,kalauh8chim2,kalauhtsim,kalauhchim,klt,klc,True
ka-la̍uh-sin,交落身,16,ka-lau̍h-sin,kalauh8sin,kalauh8sin,kalauhsin,kalauhsin,kls,kls,True
kau-hiáng-khik,交響曲,16,kau-hiáng-khek,kauhiang2khik,kauhiang2khek,kauhiangkhik,kauhiangkhek,khk,khk,True
kau-hióng-khik,交響曲,16,kau-hióng-khek,kauhiong2khik,kauhiong2khek,kauhiongkhik,kauhiongkhek,khk,khk,True
kau-hiáng-ga̍k,交響樂,16,kau-hiáng-ga̍k,kauhiang2gak8,kauhiang2gak8,kauhianggak,kauhianggak,khg,khg,True
kau-hióng-ga̍k,交響樂,16,kau-hióng-ga̍k,kauhiong2gak8,kauhiong2gak8,kauhionggak,kauhionggak,khg,khg,True
tîng-á-kha,亭仔跤,16,têng-á-kha,ting5a2kha,teng5a2kha,tingakha,tengakha,tak,tak,True
jîn-tiong-khí,人中齒,16,jîn-tiong-khí,jin5tiongkhi2,jin5tiongkhi2,jintiongkhi,jintiongkhi,jtk,jtk,True
jîn-sū-kio̍k,人事局,16,jîn-sū-kio̍k,jin5su7kiok8,jin5su7kiok8,jinsukiok,jinsukiok,jsk,jsk,True
lîn-sū-kio̍k,人事局,16,lîn-sū-kio̍k,lin5su7kiok8,lin5su7kiok8,linsukiok,linsukiok,lsk,lsk,True
lâng--á,人仔,16,lâng--á,lang5a2,lang5a2,langa,langa,la,la,True
lâng-á-tsir,人仔書,16,lâng-á-chir,lang5a2tsir,lang5a2chir,langatsir,langachir,lat,lac,True
jîn-kang-kóo,人公鼓,16,jîn-kang-kó͘,jin5kangkoo2,jin5kangkoo2,jinkangkoo,jinkangkoo,jkk,jkk,True
jîn-sim-á,人參仔,16,jîn-sim-á,jin5sima2,jin5sima2,jinsima,jinsima,jsa,jsa,True
jîn-tsîng-bī,人情味,16,jîn-chêng-bī,jin5tsing5bi7,jin5cheng5bi7,jintsingbi,jinchengbi,jtb,jcb,True
lîn-tsîng-bī,人情味,16,lîn-chêng-bī,lin5tsing5bi7,lin5cheng5bi7,lintsingbi,linchengbi,ltb,lcb,True
jîn-jîn-jîn,仁仁仁,16,jîn-jîn-jîn,jin5jin5jin5,jin5jin5jin5,jinjinjin,jinjinjin,jjj,jjj,True
lîn-lîn-lîn,仁仁仁,16,lîn-lîn-lîn,lin5lin5lin5,lin5lin5lin5,linlinlin,linlinlin,lll,lll,True
jîn-hô-kiong,仁和宮,16,jîn-hô-kiong,jin5ho5kiong,jin5ho5kiong,jinhokiong,jinhokiong,jhk,jhk,True
jîn-tik-khu,仁德區,16,jîn-tek-khu,jin5tikkhu,jin5tekkhu,jintikkhu,jintekkhu,jtk,jtk,True
jîn-ài-khu,仁愛區,16,jîn-ài-khu,jin5ai3khu,jin5ai3khu,jinaikhu,jinaikhu,jak,jak,True
jîn-ài-hiong,仁愛鄉,16,jîn-ài-hiong,jin5ai3hiong,jin5ai3hiong,jinaihiong,jinaihiong,jah,jah,True
jîn-bú-khu,仁武區,16,jîn-bú-khu,jin5bu2khu,jin5bu2khu,jinbukhu,jinbukhu,jbk,jbk,True
kin-á-ji̍t,今仔日,16,kin-á-ji̍t,kina2jit8,kina2jit8,kinajit,kinajit,kaj,kaj,True
kin-á-li̍t,今仔日,16,kin-á-li̍t,kina2lit8,kina2lit8,kinalit,kinalit,kal,kal,True
ta-lí-bū,他里霧,16,ta-lí-bū,tali2bu7,tali2bu7,talibu,talibu,tlb,tlb,True
sian-kong-biō,仙公廟,16,sian-kong-biō,siankongbio7,siankongbio7,siankongbio,siankongbio,skb,skb,True
sian-piànn-sian,仙拚仙,16,sian-piàⁿ-sian,sianpiann3sian,sianpiann3sian,sianpiannsian,sianpiannsian,sps,sps,True
sian--ê,仙的,16,sian--ê,siane5,siane5,siane,siane,se,se,True
kāng-pâng-thâu,仝房頭,16,kāng-pâng-thâu,kang7pang5thau5,kang7pang5thau5,kangpangthau,kangpangthau,kpt,kpt,True
tāi-bîng-sû,代名詞,16,tāi-bêng-sû,tai7bing5su5,tai7beng5su5,taibingsu,taibengsu,tbs,tbs,True
tè-thian-hú,代天府,16,tè-thian-hú,te3thianhu2,te3thianhu2,tethianhu,tethianhu,tth,tth,True
tāi-thian-hú,代天府,16,tāi-thian-hú,tai7thianhu2,tai7thianhu2,taithianhu,taithianhu,tth,tth,True
tāi-giân-jîn,代言人,16,tāi-giân-jîn,tai7gian5jin5,tai7gian5jin5,taigianjin,taigianjin,tgj,tgj,True
tāi-giân-lîn,代言人,16,tāi-giân-lîn,tai7gian5lin5,tai7gian5lin5,taigianlin,taigianlin,tgl,tgl,True
hūn-huē-á,份會仔,16,hūn-hōe-á,hun7hue7a2,hun7hoe7a2,hunhuea,hunhoea,hha,hha,True
hūn-hē-á,份會仔,16,hūn-hē-á,hun7he7a2,hun7he7a2,hunhea,hunhea,hha,hha,True
hóng-á-ke,仿仔雞,16,hóng-á-ke,hong2a2ke,hong2a2ke,hongake,hongake,hak,hak,True
hóng-á-kue,仿仔雞,16,hóng-á-koe,hong2a2kue,hong2a2koe,hongakue,hongakoe,hak,hak,True
hóng--ê,仿的,16,hóng--ê,hong2e5,hong2e5,honge,honge,he,he,True
pit-lô-á,伯勞仔,16,pit-lô-á,pitlo5a2,pitlo5a2,pitloa,pitloa,pla,pla,True
pit-lôr-á,伯勞仔,16,pit-lôr-á,pitlor5a2,pitlor5a2,pitlora,pitlora,pla,pla,True
sin-káng-hiong,伸港鄉,16,sin-káng-hiong,sinkang2hiong,sinkang2hiong,sinkanghiong,sinkanghiong,skh,skh,True
tshun-tn̂g-tshiú,伸長手,16,chhun-tn̂g-chhiú,tshuntng5tshiu2,chhuntng5chhiu2,tshuntngtshiu,chhuntngchhiu,ttt,ctc,True
pòo-tshân-kóng,佈田管,16,pò͘-chhân-kóng,poo3tshan5kong2,poo3chhan5kong2,pootshankong,poochhankong,ptk,pck,True
pòo-tshân-hue,佈田花,16,pò͘-chhân-hoe,poo3tshan5hue,poo3chhan5hoe,pootshanhue,poochhanhoe,pth,pch,True
pòo-tiū-á,佈稻仔,16,pò͘-tiū-á,poo3tiu7a2,poo3tiu7a2,pootiua,pootiua,pta,pta,True
kē-tshù-á,低厝仔,16,kē-chhù-á,ke7tshu3a2,ke7chhu3a2,ketshua,kechhua,kta,kca,True
kē-lōo-sai,低路師,16,kē-lō͘-sai,ke7loo7sai,ke7loo7sai,keloosai,keloosai,kls,kls,True
hô-mí-khóo,何乜苦,16,hô-mí-khó͘,ho5mi2khoo2,ho5mi2khoo2,homikhoo,homikhoo,hmk,hmk,True
tó-tsi̍t-ê,佗一个,16,tó-chi̍t-ê,to2tsit8e5,to2chit8e5,totsite,tochite,tte,tce,True
tá-uī-á,佗位仔,16,tá-ūi-á,ta2ui7a2,ta2ui7a2,tauia,tauia,tua,tua,True
hu̍t-kong-san,佛光山,16,hu̍t-kong-san,hut8kongsan,hut8kongsan,hutkongsan,hutkongsan,hks,hks,True
hu̍t-siú-kam,佛手柑,16,hu̍t-siú-kam,hut8siu2kam,hut8siu2kam,hutsiukam,hutsiukam,hsk,hsk,True
hu̍t-tshiú-kam,佛手柑,16,hu̍t-chhiú-kam,hut8tshiu2kam,hut8chhiu2kam,huttshiukam,hutchhiukam,htk,hck,True
hu̍t-tshiú-kue,佛手瓜,16,hu̍t-chhiú-koe,hut8tshiu2kue,hut8chhiu2koe,huttshiukue,hutchhiukoe,htk,hck,True
pu̍t-tshiú-kue,佛手瓜,16,pu̍t-chhiú-koe,put8tshiu2kue,put8chhiu2koe,puttshiukue,putchhiukoe,ptk,pck,True
hu̍t-tsóo-senn,佛祖生,16,hu̍t-chó͘-seⁿ,hut8tsoo2senn,hut8choo2senn,huttsoosenn,hutchoosenn,hts,hcs,True
hu̍t-tsóo-sinn,佛祖生,16,hu̍t-chó͘-siⁿ,hut8tsoo2sinn,hut8choo2sinn,huttsoosinn,hutchoosinn,hts,hcs,True
pu̍t-tsóo-senn,佛祖生,16,pu̍t-chó͘-seⁿ,put8tsoo2senn,put8choo2senn,puttsoosenn,putchoosenn,pts,pcs,True
pu̍t-tsóo-sinn,佛祖生,16,pu̍t-chó͘-siⁿ,put8tsoo2sinn,put8choo2sinn,puttsoosinn,putchoosinn,pts,pcs,True
tsoh-tshân-lâng,作田人,16,choh-chhân-lâng,tsohtshan5lang5,chohchhan5lang5,tsohtshanlang,chohchhanlang,ttl,ccl,True
tsoh-sit-lâng,作穡人,16,choh-sit-lâng,tsohsitlang5,chohsitlang5,tsohsitlang,chohsitlang,tsl,csl,True
láu--á,佬仔,16,láu--á,lau2a2,lau2a2,laua,laua,la,la,True
tènn-m̄-tsai,佯毋知,16,tèⁿ-m̄-chai,tenn3m7tsai,tenn3m7chai,tennmtsai,tennmchai,tmt,tmc,True
tìnn-m̄-tsai,佯毋知,16,tìⁿ-m̄-chai,tinn3m7tsai,tinn3m7chai,tinnmtsai,tinnmchai,tmt,tmc,True
ka-tang-hiong,佳冬鄉,16,ka-tang-hiong,katanghiong,katanghiong,katanghiong,katanghiong,kth,kth,True
ka-lí-khu,佳里區,16,ka-lí-khu,kali2khu,kali2khu,kalikhu,kalikhu,klk,klk,True
