"DictWordID","PojUnicode","PojInput","HanLoTaibunPoj","HanbunImPojUnicode","HanbunImPojInput","KaisoehPoj","KaisoehHanLoPoj","KipUnicode","KipInput","HanbunImKipUnicode","HanbunImKipInput","KaisoehKip","PageNumber"
"781","bó͘","boo2","妻","Chhe","Chhe","chhōa-bó͘, ang-bó͘, bó͘-kiáⁿ, bô ang-bó͘-chêng.","娶bó͘, 翁bó͘, bó͘-kiáⁿ, 無 翁bó͘情.","bóo","boo2","Tshe","Tshe","tshuā-bóo, ang-bóo, bóo-kiánn, bô ang-bóo-tsîng.","26"
"782","Bô͘","Boo5","謀","","","gī-lūn, phah-sǹg, siat-kè, sim-lāi siūⁿ, khòa-lū; kè-bô͘; bô͘-sū.","議論, phah 算, 設計, 心內 想, 掛慮; 計謀; 謀士.","Bôo","Boo5","","","gī-lūn, phah-sǹg, siat-kè, sim-lāi siūnn, khuà-lū; kè-bôo; bôo-sū.","26"
"783","Bô͘","Boo5","謨","","","siông-sè gī-lūn tiāⁿ-tio̍h; kè-chhek, hoat-tō͘, pún-sū; pe̍h-chha̍t.","詳細 議論 定tio̍h; 計策, 法度, 本事; 白賊.","Bôo","Boo5","","","siông-sè gī-lūn tiānn-tio̍h; kè-tshik, huat-tōo, pún-sū; pe̍h-tsha̍t.","26"
"784","Bô͘","Boo5","?","","","siông-sè gī-lūn tiāⁿ-tio̍h; kè-chhek, hoat-tō͘, pún-sū; pe̍h-chha̍t.","詳細 議論 定tio̍h; 計策, 法度, 本事; 白賊.","Bôo","Boo5","","","siông-sè gī-lūn tiānn-tio̍h; kè-tshik, huat-tōo, pún-sū; pe̍h-tsha̍t.","27"
"785","Bô͘","Boo5","牟","","","tóe gō͘-kak ê khì-kū; thiàⁿ-sioh; gû háu ê siaⁿ; kè-thâu, têng-pē.","貯 五穀 ê 器具; 疼惜; 牛 哮 ê 聲; 過頭, 重倍.","Bôo","Boo5","","","tué gōo-kak ê khì-kū; thiànn-sioh; gû háu ê siann; kè-thâu, tîng-pē.","27"
"786","Bô͘","Boo5","侔","","","chhin-chhiūⁿ, pîⁿ-pîⁿ saⁿ-tâng-lūi, sio-siāng-khoán.","親像, 平平 相同類, 相像款.","Bôo","Boo5","","","tshin-tshiūnn, pînn-pînn sann-tâng-luī, sio-siāng-khuán.","27"
"787","Bô͘","Boo5","眸","","","lâng ba̍k-chiu lāi-bīn ê tông-chú, ōe hun-piat ta̍k-hāng mi̍h.","人 目睭 內面 ê 瞳子, 會 分別 ta̍k項 物.","Bôo","Boo5","","","lâng ba̍k-tsiu lāi-bīn ê tông-tsú, uē hun-piat ta̍k-hāng mi̍h.","27"
"788","Bô͘","Boo5","蛑","","","sio̍k tī chîm ê lūi, chhin-chhiūⁿ mô͘-hōe, mô͘-khî-á.","屬 tī 蟳 ê 類, 親像 毛蟹, 毛蜞á.","Bôo","Boo5","","","sio̍k tī tsîm ê luī, tshin-tshiūnn môo-huē, môo-khî-á.","27"
"789","Bô͘","Boo5","麰","","","hoat-kàⁿ ê khak; tōa-be̍h, be̍h-gê.","屬 tī 蟳 ê 類, 親像 毛蟹, 毛蜞á.","Bôo","Boo5","","","huat-kànn ê khak; tuā-be̍h, be̍h-gê.","27"
"790","Bô͘","Boo5","模","","","ēng chhâ chòe kui-kú; chhiū-miâ; hoat-tō͘, khoán-sit, bô͘-iūⁿ.","用 柴 做 規矩; 樹名; 法度, 款式, 模樣.","Bôo","Boo5","","","īng tshâ tsuè kui-kú; tshiū-miâ; huat-tōo, khuán-sit, bôo-iūnn.","27"
"791","Bô͘","Boo5","橅","","","ēng chhâ chòe kui-kú; chhiū-miâ; hoat-tō͘, khoán-sit, bô͘-iūⁿ.","用 柴 做 規矩; 樹名; 法度, 款式, 模樣.","Bôo","Boo5","","","īng tshâ tsuè kui-kú; tshiū-miâ; huat-tōo, khuán-sit, bôo-iūnn.","27"
"792","Bô͘","Boo5","?","","","kha-chiah-chit, kha-chiah āu ê bah.","尻脊chit, 尻脊 後 ê 肉.","Bôo","Boo5","","","kha-tsiah-tsit, kha-tsiah āu ê bah.","27"
"793","Bô͘","Boo5","蝥","","","thâng ê miâ, ōe chia̍h chháu-á kun; ku-á ōe chòe phòng-phā ê io̍h; chiū-sī hō-chòe pan-bâ.","蟲 ê 名, 會 食 草á 根; 龜á 會 做 膨皰 ê 藥; 就是 號做 斑蝥.","Bôo","Boo5","","","thâng ê miâ, uē tsia̍h tsháu-á kun; ku-á uē tsuè phòng-phā ê io̍h; tsiū-sī hō-tsuè pan-bâ.","27"
"794","Bô͘","Boo5","?","","","thâng ê miâ, ōe chia̍h chháu-á kun; ku-á ōe chòe phòng-phā ê io̍h; chiū-sī hō-chòe pan-bâ.","蟲 ê 名, 會 食 草á 根; 龜á 會 做 膨皰 ê 藥; 就是 號做 斑蝥.","Bôo","Boo5","","","thâng ê miâ, uē tsia̍h tsháu-á kun; ku-á uē tsuè phòng-phā ê io̍h; tsiū-sī hō-tsuè pan-bâ.","27"
"795","Bô͘","Boo5","獏","","","khîm-siù chhin-chhiūⁿ hîm; ū o͘ kap pe̍h ê mn̂g.","禽獸 親像 熊; 有 烏 kap 白 ê 毛.","Bôo","Boo5","","","khîm-siù tshin-tshiūnn hîm; ū oo kap pe̍h ê mn̂g.","27"
"796","Bô͘","Boo5","譕","","","khúi-khiat ê bīn-sek; bô, m̄-sī; kap chi̍t-ji7謀 sio-siāng.","詭譎 ê 面色; 無, m̄是; kap chit字 謀 相像.","Bôo","Boo5","","","khuí-khiat ê bīn-sik; bô, m̄-sī; kap tsi̍t-ji7謀 sio-siāng.","27"
"797","Bô͘","Boo5","?","","","ām-ām ê chhì-phè; chiū-sī khah-sòe ê chhiū-á.","ām-ām ê 刺phè; 就是 khah細 ê 樹á.","Bôo","Boo5","","","ām-ām ê tshì-phè; tsiū-sī khah-suè ê tshiū-á.","27"
"798","Bô͘","Boo5","漠","","","chúi ê miâ; iù-iù ê soa teh pe; thiām-chēng, léng-tām.","水 ê 名; 幼幼 ê 沙 teh 飛; 湛靜, 冷淡.","Bôo","Boo5","","","tsuí ê miâ; iù-iù ê sua teh pe; thiām-tsīng, líng-tām.","27"
"799","Bô͘","Boo5","蟆","","","hê ê lūi; báng ê miâ, súi-koe ê khoán-sit; o͘-su-báng.","蝦 ê 類; 蚊 ê 名, 水蛙 ê 款式; 烏斯蚊.","Bôo","Boo5","","","hê ê luī; báng ê miâ, suí-kue ê khuán-sit; oo-su-báng.","27"
"800","Bô͘","Boo5","蟇","","","hê ê lūi; báng ê miâ, súi-koe ê khoán-sit; o͘-su-báng.","蝦 ê 類; 蚊 ê 名, 水蛙 ê 款式; 烏斯蚊.","Bôo","Boo5","","","hê ê luī; báng ê miâ, suí-kue ê khuán-sit; oo-su-báng.","27"
"801","Bô͘","Boo5","摸","","","chhiú-bong; ēng chhiú lâi chhâ; ēng chhiú lia̍p; bong khòaⁿ.","手摸; 用 手 來 查; 用 手 捏; 摸 看.","Bôo","Boo5","","","tshiú-bong; īng tshiú lâi tshâ; īng tshiú lia̍p; bong khuànn.","27"
"802","Bô͘","Boo5","摹","","","hóng-bô͘; o̍h khoán-sit; chiàu kui-kí; tò͘-jī, biô-jī.","倣模; 學 款式; 照 規矩; 鬥字, 描字.","Bôo","Boo5","","","hóng-bôo; o̍h khuán-sit; tsiàu kui-kí; tòo-jī, biô-jī.","27"
"803","Bô͘","Boo5","膜","","","ip-lóe; kūi-pài; chhin-chhiūⁿ pài-ip.","揖禮; 跪拜; 親像 拜揖.","Bôo","Boo5","","","ip-lué; kuī-pài; tshin-tshiūnn pài-ip.","27"
"804","Bô͘","Boo5","栂","","","chi̍t-hō chhiū ê chhâ; i ê chhâ ōe chòe-tit chin-hó ê kiⁿ.","一號 樹 ê 柴; 伊 ê 柴 會 做得 真好 ê 弓.","Bôo","Boo5","","","tsi̍t-hō tshiū ê tshâ; i ê tshâ uē tsuè-tit tsin-hó ê kinn.","27"
"805","Bô͘","Boo5","嫫","","","Bô͘-bú, Chiu-tiâu Hông-tè tē-sì-ê khiap-sì ê phian-keng.","嫫母, 周朝 皇帝 第四ê 怯勢 ê 偏宮.","Bôo","Boo5","","","Bôo-bú, Tsiu-tiâu Hông-tè tē-sì-ê khiap-sì ê phian-king.","27"
"806","Bô͘","Boo5","?","","","Bô͘-bú, Chiū-tiâu Hông-tè tē-sì-ê khiap-sì ê phian-keng.","嫫母, 周朝 皇帝 第四ê 怯勢 ê 偏宮.","Bôo","Boo5","","","Bôo-bú, Tsiū-tiâu Hông-tè tē-sì-ê khiap-sì ê phian-king.","27"
"807","Bô͘","Boo5","鍪","","","sio-thâi ê bō, thâu-khoe; thih-tiáⁿ ê khoán-sit, thâu-mâu.","相刣 ê 帽, 頭盔; 鐵鼎 ê 款式, 頭鍪.","Bôo","Boo5","","","sio-thâi ê bō, thâu-khue; thih-tiánn ê khuán-sit, thâu-mâu.","27"
"808","Bô͘","Boo5","髳","","","Hûn-lâm séng chi̍t só͘-chāi ê miâ.","雲南 省 一 所在 ê 名.","Bôo","Boo5","","","Hûn-lâm síng tsi̍t sóo-tsāi ê miâ.","27"
"809","Bô͘","Boo5","毋","","","o͘-pò͘ ê bō; kìm-chí ê ì-sù, chhin-chhiūⁿ m̄-thang, bo̍h-tit.","烏布 ê 帽; 禁止 ê 意思, 親像 m̄-thang, 莫得.","Bôo","Boo5","","","oo-pòo ê bō; kìm-tsí ê ì-sù, tshin-tshiūnn m̄-thang, bo̍h-tit.","27"
"810","bô͘","boo5","宀","Biân","Bian5","phak-bô͘, chhin-chhiūⁿ sì-cha̍p jī-pō͘ ê miâ.","覆模, 親像 四十 字部 ê 名.","bôo","boo5","Biân","Bian5","phak-bôo, tshin-tshiūnn sì-tsa̍p jī-pōo ê miâ.","27"
"811","bô͘","boo5","?","Bông","Bong5","bū-bū ê ì-sù, chhin-chhiūⁿ tàu-bô͘, tà-bô͘, kauh-bô͘.","霧霧 ê 意思, 親像 罩雺, 罩雺, kauh雺.","bôo","boo5","Bông","Bong5","bū-bū ê ì-sù, tshin-tshiūnn tàu-bôo, tà-bôo, kauh-bôo.","27"
"812","Bō͘","Boo7","戊","","","hó chō-hòa ê ì-sù; bō͘-sēng; thian-kan ê tē-gō͘ jī.","好 造化 ê 意思; 茂盛; 天干 ê 第五 字.","Bōo","Boo7","","","hó tsō-huà ê ì-sù; bōo-sīng; thian-kan ê tē-gōo jī.","27"
"813","Bō͘","Boo7","募","","","chio lâng, kiò peh-sìⁿ tàu pang-chān; khó-chhú, chio-bō͘.","招 人, 叫 百姓 鬥 幫贊; 可取, 招募.","Bōo","Boo7","","","tsio lâng, kiò peh-sìnn tàu pang-tsān; khó-tshú, tsio-bōo.","27"
"814","Bō͘","Boo7","慕","","","him-bō͘; ài; siàu-liām; loân-bō͘, sim-koaⁿ ài ê ì-sù.","欣慕; 愛; 數念; 戀慕, 心肝 愛 ê 意思.","Bōo","Boo7","","","him-bōo; ài; siàu-liām; luân-bōo, sim-kuann ài ê ì-sù.","28"
"815","Bō͘","Boo7","茂","","","se̍k ê gō͘-kak; chhó-bo̍k, chhiong-sēng, chōe-chōe, súi, bián-lē.","熟 ê 五穀; 草木, 充盛, 濟濟, 媠, 勉勵.","Bōo","Boo7","","","si̍k ê gōo-kak; tshó-bo̍k, tshiong-sīng, tsuē-tsuē, suí, bián-lē.","28"
"816","Bō͘","Boo7","暮","","","ji̍t-thâu beh lo̍h-soaⁿ; pòaⁿ-po͘; ji̍t-àm, ē-hng, òaⁿ, lāu.","日頭 beh 落山; 半晡; 日暗, 下昏, 晏, 老.","Bōo","Boo7","","","ji̍t-thâu beh lo̍h-suann; puànn-poo; ji̍t-àm, ē-hng, uànn, lāu.","28"
"817","Bō͘","Boo7","袤","","","lâm kàu pak ê tn̂g; io-tòa téng-bīn ê saⁿ, kah-á, tn̂g-saⁿ.","南 到 北 ê 長; 腰帶 頂面 ê 衫, 裌á, 長衫.","Bōo","Boo7","","","lâm kàu pak ê tn̂g; io-tuà tíng-bīn ê sann, kah-á, tn̂g-sann.","28"
"818","Bō͘","Boo7","懋","","","sim-koaⁿ tì-ì; him-bō͘, bián-lē, tōa; bō͘-sēng.","心肝 致意; 欣慕, 勉勵, 大; 茂盛.","Bōo","Boo7","","","sim-kuann tì-ì; him-bōo, bián-lē, tuā; bōo-sīng.","28"
"819","Bō͘","Boo7","?","","","khiû, kiâm-siap; kian-līn; khiām-phak.","khiû, 鹹澀; 堅吝; 儉樸.","Bōo","Boo7","","","khiû, kiâm-siap; kian-līn; khiām-phak.","28"
"820","Bō͘","Boo7","楙","","","bō͘-sēng chhin-chhiūⁿ chhiū-nâ; bo̍k-koa, ké-chí ê kó͘-chá miâ.","茂盛 親像 樹林; 木瓜, 果子 ê 古早 名.","Bōo","Boo7","","","bōo-sīng tshin-tshiūnn tshiū-nâ; bo̍k-kua, ké-tsí ê kóo-tsá miâ.","28"
"821","Bō͘","Boo7","鄮","","","Lêng-pho-hú ê miâ; tī Hàn-tiâu ê sî-chūn.","寧波府 ê 名; tī 漢朝 ê 時陣.","Bōo","Boo7","","","Lîng-pho-hú ê miâ; tī Hàn-tiâu ê sî-tsūn.","28"
"822","Bō͘","Boo7","貿","","","bóe-bōe ba̍uh; ōaⁿ châi-bu̍t, tó͘-ba̍uh; ba̍uh-kang; bō͘-e̍k.","買賣 貿; 換 財物, 賭貿; 貿工; 貿易.","Bōo","Boo7","","","bué-buē ba̍uh; uānn tsâi-bu̍t, tóo-ba̍uh; ba̍uh-kang; bōo-i̍k.","28"
"823","Bō͘","Boo7","幕","","","chiong-kun-tiùⁿ; pò͘-pîⁿ ûi-tiùⁿ; peng-teng pó-hō͘ kha-kut ê pò͘.","將軍帳; 布棚 帷帳; 兵丁 保護 腳骨 ê 布.","Bōo","Boo7","","","tsiong-kun-tiùnn; pòo-pînn uî-tiùnn; ping-ting pó-hōo kha-kut ê pòo.","28"
"824","Bō͘","Boo7","幙","","","chiong-kun-tiùⁿ; pò͘-pîⁿ ûi-tiùⁿ; peng-teng pó-hō͘ kha-kut ê pò͘.","將軍帳; 布棚 帷帳; 兵丁 保護 腳骨 ê 布.","Bōo","Boo7","","","tsiong-kun-tiùnn; pòo-pînn uî-tiùnn; ping-ting pó-hōo kha-kut ê pòo.","28"
"825","Bō͘","Boo7","摹","","","hóng-bô͘; thàn-iūⁿ khek-ìn ê bô͘; chòe-hé.","倣模; 趁樣 刻印 ê 模; 做伙.","Bōo","Boo7","","","hóng-bôo; thàn-iūnn khik-ìn ê bôo; tsuè-hé.","28"
"826","Bō͘","Boo7","墓","","","bâi-chòng ê só͘-chāi; tâi sin-si ê tōe; soaⁿ-á, hûn-bōng.","埋葬 ê 所在; tâi 身屍 ê 地; 山á, 墳墓.","Bōo","Boo7","","","bâi-tsòng ê sóo-tsāi; tâi sin-si ê tuē; suann-á, hûn-bōng.","28"
"827","Bō͘","Boo7","慔","","","khûn-khûn chhut-la̍t tha̍k.","勤勤 出力 讀.","Bōo","Boo7","","","khûn-khûn tshut-la̍t tha̍k.","28"
"828","Bō͘","Boo7","瞀","","","chim-chiok khòaⁿ; àⁿ-thâu teh kiâⁿ, bū-bū, phah-sòaⁿ, gû-chhún.","斟酌 看; àⁿ頭 teh 行, 霧霧, phah 散, 愚蠢.","Bōo","Boo7","","","tsim-tsiok khuànn; ànn-thâu teh kiânn, bū-bū, phah-suànn, gû-tshún.","28"
"829","Bō͘","Boo7","莫","","","chhài ê miâ; àm-àm, bô-kng; ām-ām, chēng-chēng.","菜 ê 名; 暗暗, 無光; ām-ām, 靜靜.","Bōo","Boo7","","","tshài ê miâ; àm-àm, bô-kng; ām-ām, tsīng-tsīng.","28"
"830","bō͘","boo7","候","Hō͘","Hoo7","chêng sî-chūn ê ì-sù, chhin-chhiūⁿ cha-bō͘-ji̍t, cha-bō͘ ē-hng.","前 時陣 ê 意思, 親像 昨暮日, 昨暮 下昏.","bōo","boo7","Hōo","Hoo7","tsîng sî-tsūn ê ì-sù, tshin-tshiūnn tsa-bōo-ji̍t, tsa-bōo ē-hng.","28"
"831","bō͘","boo7","?","Hō͘","Hoo7","chêng sî-chūn ê ì-sù chhin-chhiūⁿ, cha-bō͘-ji̍t, cha-bō͘ ē-hng.","前 時陣 ê 意思 親像, 昨暮日, 昨暮 下昏.","bōo","boo7","Hōo","Hoo7","tsîng sî-tsūn ê ì-sù tshin-tshiūnn, tsa-bōo-ji̍t, tsa-bōo ē-hng.","28"
"832","bō͘","boo7","-","","","bō͘-pit, chhin-chhiūⁿ ùn-pit chiah lâi bō͘, á-sī boah.","摹筆, 親像 搵筆 才 來 摹, 抑是 抹.","bōo","boo7","","","bōo-pit, tshin-tshiūnn ùn-pit tsiah lâi bōo, á-sī buah.","28"
"833","bôa","boa5","磨","Mô͘","Moo5","bôa to; bôa ba̍k; bôa kiàⁿ; bôa chio̍h; bôa kim.","磨 刀; 磨 墨; 磨 鏡; 磨 石; 磨 金.","buâ","bua5","Môo","Moo5","buâ to; buâ ba̍k; buâ kiànn; buâ tsio̍h; buâ kim.","28"
"834","bôa","boa5","勞","Lô","Lo5","tio̍h-bôa, siū-bôa, thoa-bôa; thoa-sin bôa-miā.","tio̍h磨, 受磨, 拖磨; 拖身 磨命.","buâ","bua5","Lô","Lo5","tio̍h-buâ, siū-buâ, thua-buâ; thua-sin buâ-miā.","28"
"835","bôa","boa5","劳","Lô","Lo5","tio̍h-bôa, siū-bôa, thoa-bôa; thoa-sin bôa-miā.","tio̍h磨, 受磨, 拖磨; 拖身 磨命.","buâ","bua5","Lô","Lo5","tio̍h-buâ, siū-buâ, thua-buâ; thua-sin buâ-miā.","28"
"836","bôa","boa5","僗","Lô","Lo5","tio̍h-bôa, siū-bôa, thoa-bôa; thoa-sin bôa-miā.","tio̍h磨, 受磨, 拖磨; 拖身 磨命.","buâ","bua5","Lô","Lo5","tio̍h-buâ, siū-buâ, thua-buâ; thua-sin buâ-miā.","28"
"837","boah","boah","末","Boa̍t","Boat8","iù-boah-boah, chhin-chhiūⁿ koe-á á-sī siàu-liân-lâng ê phê iù-iù ê hún.","幼末末, 親像 瓜á 抑是 少年人 ê 皮 幼幼 ê 粉.","buah","buah","Bua̍t","Buat8","iù-buah-buah, tshin-tshiūnn kue-á á-sī siàu-liân-lâng ê phê iù-iù ê hún.","28"
"838","boah","boah","抹","Boat","Boat","it-jī boah=pâi-lia̍t pîⁿ-pîⁿ chhin-chhiūⁿ chheh hē tī toh-téng.","一字 抹=排列 平平 親像 冊 hē tī 桌頂.","buah","buah","Buat","Buat","it-jī buah=pâi-lia̍t pînn-pînn tshin-tshiūnn tsheh hē tī toh-tíng.","28"
"839","boa̍h","boah8","末","Boa̍t","Boat8","iù-boa̍h-boa̍h; hiuⁿ-boa̍h; tê-boa̍h; sio-hu, 
géng-boa̍h.","幼末末; 香末; 茶末; 燒灰, 研末.","bua̍h","buah8","Bua̍t","Buat8","iù-bua̍h-bua̍h; hiunn-bua̍h; tê-bua̍h; sio-hu, 
gíng-bua̍h.","28"
"840","boa̍h","boah8","薘","Ta̍t","Tat8","ka(=kā)-boa̍h chhài, chiū-sī chhiⁿ-chhài, á-sī chhài-thâu.","茄茉菜, 就是 青菜, 抑是 菜頭.","bua̍h","buah8","Ta̍t","Tat8","ka(=kā)-bua̍h tshài, tsiū-sī tshinn-tshài, á-sī tshài-thâu.","28"
"841","boa̍h","boah8","-","","","boa̍h kè-khì=ēng chhiú-ńg lâi boa̍h, chiah bô siong-hāi.","抹 過去=用 手袂 來 抹, 才 無 傷害.","bua̍h","buah8","","","bua̍h kè-khì=īng tshiú-ńg lâi bua̍h, tsiah bô siong-hāi.","28"
"842","boa̍h","boah8","-","","","boa̍h-hio̍h chiū-sī bā-hio̍h ê ì-sù.","bo̍ah-hio̍h 就是 bā-hio̍h ê 意思.","bua̍h","buah8","","","bua̍h-hio̍h tsiū-sī bā-hio̍h ê ì-sù.","28"
"843","boa̍h","boah8","-","","","chhin-chhiūⁿ bā-hio̍h teh boa̍h koe ê khoán-sit; ín-iú, bê-he̍k ê ì-sù.","親像 bā-hio̍h teh bo̍ah雞 ê 款式; 引誘, 迷惑 ê 意思.","bua̍h","buah8","","","tshin-tshiūnn bā-hio̍h teh bua̍h kue ê khuán-sit; ín-iú, bê-hi̍k ê ì-sù.","28"
"844","boa̍h","boah8","-","","","boa̍h-á chiū-sī go̍k-hî; boa̍h-á khí=i ê chhùi-khí.","bo̍ah-á 就是 鱷魚; bo̍ah-á 齒=伊 ê 嘴齒.","bua̍h","buah8","","","bua̍h-á tsiū-sī go̍k-hî; bua̍h-á khí=i ê tshuì-khí.","29"
"845","boa̍h","boah8","-","","","Sù-lí-boa̍h chiū-sī Hô-lân kok sio̍k ê Ka-lâ-pa chi̍t ê siâⁿ-miâ.","Sù-lí-bo̍ah 就是 荷蘭 國 屬 ê 加勞巴 一個城名.","bua̍h","buah8","","","Sù-lí-bua̍h tsiū-sī Hô-lân kok sio̍k ê Ka-lâ-pa tsi̍t ê siânn-miâ.","29"
"846","Boán","Boan2","晚","","","ji̍t beh-àm, ē-po͘, ē-hng, khah-òaⁿ, āu-bīn, mńg-po͘; boán-chhan.","日 beh暗, 下晡, 下昏, khah晏, 後面, 晚晡; 晚餐.","Buán","Buan2","","","ji̍t beh-àm, ē-poo, ē-hng, khah-uànn, āu-bīn, mńg-poo; buán-tshan.","29"
"847","Boán","Boan2","輓","","","pa̍k koaⁿ-chhâ ê soh, ēng soh thoa-chhia, sàng-chòng ê
koa.","縛 棺柴 ê 索, 用 索 拖車, 送葬 ê 歌.","Buán","Buan2","","","pa̍k kuann-tshâ ê soh, īng soh thua-tshia, sàng-tsòng ê
kua.","29"
"848","Boán","Boan2","?","","","kè-mî ê chiú; sin kek ê chiú; chiú tùi khah-pháiⁿ ê ngó͘-kok.","過暝 ê 酒; 新 激 ê 酒; 酒 對 khah pháiⁿ ê 五穀.","Buán","Buan2","","","kè-mî ê tsiú; sin kik ê tsiú; tsiú tuì khah-pháinn ê ngóo-kok.","29"
"849","Boán","Boan2","?","","","chiâⁿ ê; pháiⁿ chō-hòa, chiū-sī m̄-hó ê ì-sù.","成 ê; pháiⁿ 造化, 就是 m̄好 ê 意思.","Buán","Buan2","","","tsiânn ê; pháinn tsō-huà, tsiū-sī m̄-hó ê ì-sù.","29"
"850","Boán","Boan2","梚","","","chi̍t khoán chhiū ê miâ; chhiū khui ê chhe.","一 款 樹 ê 名; 樹 開 ê 叉.","Buán","Buan2","","","tsi̍t khuán tshiū ê miâ; tshiū khui ê tshe.","29"
"851","Boán","Boan2","?","","","iok-sok, khu-sok, kìm-chí, chiū-sī chó͘-chí ê ì-sù.","約束, 拘束, 禁止, 就是 阻止 ê 意思.","Buán","Buan2","","","iok-sok, khu-sok, kìm-tsí, tsiū-sī tsóo-tsí ê ì-sù.","29"
"852","Boán","Boan2","鏝","","","boah piah ê he-sí; kap chit-jī 墁sio-siāng.","抹 壁 ê 灰水; kap chit字 墁 相像.","Buán","Buan2","","","buah piah ê he-sí; kap tsit-jī 墁sio-siāng.","29"
"853","Boán","Boan2","滿","","","chhiong-móa, móa-móa; tīⁿ kàu ek chhut-lâi; Boán-chiu.","充滿, 滿滿; 滇 到 溢 出來; 滿洲.","Buán","Buan2","","","tshiong-muá, muá-muá; tīnn kàu ik tshut-lâi; Buán-tsiu.","29"
"854","Boán","Boan2","娩","","","hô-sūn, oán-choán thiám-bī, thiám-mī.","和順, 婉轉 諂媚, 諂媚.","Buán","Buan2","","","hô-sūn, uán-tsuán thiám-bī, thiám-mī.","29"
"855","Boán","Boan2","鞔","","","khang-khang ê ôe; phê ê bé-soh; khó-lîn; kap 憫 sio-siāng.","空空 ê 鞋; 皮 ê 馬索; 可憐; kap 憫 相像.","Buán","Buan2","","","khang-khang ê uê; phê ê bé-soh; khó-lîn; kap 憫 sio-siāng.","29"
"856","Boán","Boan2","懣","","","iu-būn, sim-koaⁿ, bōe pêng-an, kiáu-jiáu ê ì-sù.","憂悶, 心肝, bōe 平安, 攪擾 ê 意思.","Buán","Buan2","","","iu-būn, sim-kuann, buē pîng-an, kiáu-jiáu ê ì-sù.","29"
"857","Boán","Boan2","挽","","","khan koaⁿ-chhâ ê soh; chhiú the̍h mi̍h, pu̍ih, lâu-teh.","牽 棺柴 ê 索; 手 the̍h物, 拔, 留teh.","Buán","Buan2","","","khan kuann-tshâ ê soh; tshiú the̍h mi̍h, pui̍h, lâu-teh.","29"
"858","boán","boan2","捲","Hoán","Hoan2","chi̍t-hō chìⁿ-iû ê ké; boán-chian-ké,
boán-chian-ko.","一號 煎油 ê 粿; 滿煎粿, 滿煎糕.","buán","buan2","Huán","Huan2","tsi̍t-hō tsìnn-iû ê ké; buán-tsian-ké,
buán-tsian-ko.","29"
"859","Boân","Boan5","瞞","","","ba̍k-chiu pàng sù-báng, ba̍k-chiu bô thò͘ bô thap; khòaⁿ bô-bêng.","目睭 放 絮蚊, 目睭 無 吐 無 塌; 看 無明.","Buân","Buan5","","","ba̍k-tsiu pàng sù-báng, ba̍k-tsiu bô thòo bô thap; khuànn bô-bîng.","29"
"860","Boân","Boan5","慲","","","bōe-kì-tit; sim-koaⁿ hong-bông phah sit-lo̍h.","bōe記得; 心肝 慌忙 phah  失落.","Buân","Buan5","","","buē-kì-tit; sim-kuann hong-bông phah sit-lo̍h.","29"
"861","Boân","Boan5","?","","","ám-bê koh-chài thn̄g-sio tì-kàu kiân-kiân.","泔糜 koh再 thn̄g燒 致到 凝凝.","Buân","Buan5","","","ám-bê koh-tsài thn̄g-sio tì-kàu kiân-kiân.","29"
"862","Boân","Boan5","顢","","","bīn tōa; pá-tīⁿ, îⁿ-îⁿ ê ì-sù; kāu bīn-phê; gâu-sô; thoa-thi̍h.","面 大; 飽滇, 圓圓 ê 意思; 厚 面皮; gâu趖; 拖喋.","Buân","Buan5","","","bīn tuā; pá-tīnn, înn-înn ê ì-sù; kāu bīn-phê; gâu-sô; thua-thi̍h.","29"
"863","Boân","Boan5","璊","","","ēng thô͘ lâi khàm; thih-sian; pho͘-chng.","用 土 來 khàm; 鐵鉎; 鋪磚.","Buân","Buan5","","","īng thôo lâi khàm; thih-sian; phoo-tsng.","29"
"864","Boân","Boan5","悗","","","kiaⁿ-hiâⁿ; giâu-gî; gông-ngia̍h; kan-ta chi̍t ê, bô
phōaⁿ ê ì-sù.","驚惶; 僥疑; 昂愕; 干單 一 ê, 無 伴 ê 意思.","Buân","Buan5","","","kiann-hiânn; giâu-gî; gông-ngia̍h; kan-ta tsi̍t ê, bô
phuānn ê ì-sù.","29"
"865","Boân","Boan5","樠","","","chi̍t-hō ê chhêng-peh chhiū; i lāi-sim ê chhâ; tùi i lâu-chhut chi̍t-lia̍p ê ka.","一號 ê 松柏 樹; 伊 內心 ê 柴; 對 伊 流出 一粒 ê 膠.","Buân","Buan5","","","tsi̍t-hō ê tshîng-peh tshiū; i lāi-sim ê tshâ; tuì i lâu-tshut tsi̍t-lia̍p ê ka.","29"
"866","Boân","Boan5","鞔","","","khang-khang ê ôe; phê ê bé-soh; khó-lîn; kap 憫 sio-siāng.","空空 ê 鞋; 皮 ê 馬索; 可憐; kap 憫 相像.","Buân","Buan5","","","khang-khang ê uê; phê ê bé-soh; khó-lîn; kap 憫 sio-siāng.","29"
"867","Boân","Boan5","蹣","","","thiàu kè-khì, chhin-chhiūⁿ thiàu-kè chhiûⁿ.","跳 過去, 親像 跳過 牆.","Buân","Buan5","","","thiàu kè-khì, tshin-tshiūnn thiàu-kè tshiûnn.","29"
