"DictWordID","PojUnicode","PojInput","HanLoTaibunPoj","HanbunImPojUnicode","HanbunImPojInput","KaisoehPoj","KaisoehHanLoPoj","KipUnicode","KipInput","HanbunImKipUnicode","HanbunImKipInput","KaisoehKip","PageNumber"
"92","Ak","Ak","幄","","","pò͘-pîⁿ; ûi-tiùⁿ; ûi toh ê pò͘; jia-khàm, jia-cha̍h.","布棚; 帷帳; 圍 桌 ê 布; 遮khàm, 遮閘.","Ak","Ak","","","pòo-pînn; uî-tiùnn; uî toh ê pòo; jia-khàm, jia-tsa̍h.","4"
"93","Ak","Ak","渥","","","chúi-miâ, sip-tâm, pûi; tōa si-un; ní-sek.","水名, 濕澹, 肥; 大 施恩; 染色.","Ak","Ak","","","tsuí-miâ, sip-tâm, puî; tuā si-un; ní-sik.","4"
"94","Ak","Ak","鷽","","","chi̍t-hō sòe-chiah chiáu ê miâ, i ê kha sī sio̍k âng ê sek.","一號 細隻 鳥 ê 名, 伊 ê 腳 是 屬 紅 ê 色.","Ak","Ak","","","tsi̍t-hō suè-tsiah tsiáu ê miâ, i ê kha sī sio̍k âng ê sik.","4"
"95","Ak","Ak","齷","","","chhùi-khí sio-ha̍p ê siaⁿ; sòe, ba̍t, ak-chak, u-khu, lâ-sâm.","嘴齒 相合 ê 聲; 細, 密, 偓促, 迂拘, lâ-sâm.","Ak","Ak","","","tshuì-khí sio-ha̍p ê siann; suè, ba̍t, ak-tsak, u-khu, lâ-sâm.","4"
"96","Ak","Ak","鋈","","","gûn ê lūi á-sī pa̍t-mi̍h, ēng kim lâi siuⁿ ê ì-sù.","銀 ê 類 抑是 別物, 用 金 來 鑲 ê 意思.","Ak","Ak","","","gûn ê luī á-sī pa̍t-mi̍h, īng kim lâi siunn ê ì-sù.","4"
"97","Ak","Ak","嗌","","","chhiò ê siaⁿ, nâ-âu, kho͘-eh, chiū-sī kap phah-eh sio-siāng.","笑 ê 聲, 嚨喉, 呼噫, 就是 kap phah 噎 相像.","Ak","Ak","","","tshiò ê siann, nâ-âu, khoo-eh, tsiū-sī kap phah-eh sio-siāng.","4"
"98","Ak","Ak","握","","","chhú-liām, chi̍t-liām; gîm, the̍h, tùn-chhiú; tām-po̍h.","取捻, 一捻; gîm, the̍h, 頓手; 淡薄.","Ak","Ak","","","tshú-liām, tsi̍t-liām; gîm, the̍h, tùn-tshiú; tām-po̍h.","4"
"99","Ak","Ak","喔","","","koe ê siaⁿ, koe-thî, khok-khok-háu.","雞 ê 聲, 雞啼, khok-khok哮.","Ak","Ak","","","kue ê siann, kue-thî, khok-khok-háu.","4"
"100","Ak","Ak","䠎","","","chhùi-khí sio-ha̍p; chì-bî-sòe; sim-koaⁿ oe̍h-toe̍h.","嘴齒 相合; 至微細; 心肝 狹窄.","Ak","Ak","","","tshuì-khí sio-ha̍p; tsì-bî-suè; sim-kuann ue̍h-tue̍h.","4"
"101","ak","ak","屋","Ok","Ok","gōa-mn̂g, á-sī , chiū-sī kiò-chòe mn̂g-ak.","外門, 抑是 兩廊, 就是 叫做 門屋.","ak","ak","Ok","Ok","guā-mn̂g, á-sī , tsiū-sī kiò-tsuè mn̂g-ak.","4"
"102","ak","ak","-","","","chhài ê miâ, chhin-chhiūⁿ ak-á-chhài.","菜 ê 名, 親像 ak-á菜.","ak","ak","","","tshài ê miâ, tshin-tshiūnn ak-á-tshài.","4"
"103","A̍k","Ak8","篗","","","lâng teh pháng-soe, teh tîⁿ soe-sòaⁿ ê soe-chiam.","人 teh 紡紗, teh 纏 紗線 ê 紗針.","A̍k","Ak8","","","lâng teh pháng-sue, teh tînn sue-suànn ê sue-tsiam.","4"
"104","a̍k","ak8","籰","O̍k","Ok8","a̍k-á, se-a̍k, si-sòaⁿ-a̍k, chiū-sī sì-bīn sì-kak thang tîⁿ soe-sòaⁿ.","絞á, 紗絞, 絲線籰, 就是 四面 四角 通 纏 紗線.","a̍k","ak8","O̍k","Ok8","a̍k-á, se-a̍k, si-suànn-a̍k, tsiū-sī sì-bīn sì-kak thang tînn sue-suànn.","4"
"105","Am","Am","庵","","","hê-siūⁿ, nî-ko͘ ê keng, am-īⁿ; îⁿ ê chhù, liâu-á.","和尚, 尼姑 ê 宮, 庵院; 圓 ê 厝, 寮á.","Am","Am","","","hê-siūnn, nî-koo ê king, am-īnn; înn ê tshù, liâu-á.","4"
"106","Am","Am","諳","","","bat, láu-liān, kì-tit, hiáu-tit, bêng-pe̍k-chai; chhiùⁿ-liām; lóng-chóng.","bat, 老練, 記得, 曉得, 明白知; 唱唸; lóng總.","Am","Am","","","bat, láu-liān, kì-tit, hiáu-tit, bîng-pi̍k-tsai; tshiùnn-liām; lóng-tsóng.","4"
"107","Am","Am","痷","","","pīⁿ ê miâ, chiū-sī oh-tit táⁿ-tia̍p ê pīⁿ.","病 ê 名, 就是 oh得 打揲 ê 病.","Am","Am","","","pīnn ê miâ, tsiū-sī oh-tit tánn-tia̍p ê pīnn.","4"
"108","Am","Am","腤","","","sa̍h bah chòe thng; lâ-sâm; iā-sī pháiⁿ ê hū-jîn-lâng.","煠 肉 做 湯; lâ-sâm; 也是 pháiⁿ ê 婦人人.","Am","Am","","","sa̍h bah tsuè thng; lâ-sâm; iā-sī pháinn ê hū-jîn-lâng.","4"
"109","Am","Am","堷","","","pha-hng bô chèng-choh ê tōe; thang chòe sòng-hiong lâng bâi-chòng ê só͘-chāi.","拋荒 無 種作 ê 地; thang 做 sòng-hiong人 埋葬 ê 所在.","Am","Am","","","pha-hng bô tsìng-tsoh ê tuē; thang tsuè sòng-hiong lâng bâi-tsòng ê sóo-tsāi.","4"
"110","Am","Am","唵","","","ēng chhiú the̍h-khí-lâi chia̍h; kâm mi̍h tī chhùi-ni̍h.","用 手 the̍h起來 食; 含 物 tī 嘴裡.","Am","Am","","","īng tshiú the̍h-khí-lâi tsia̍h; kâm mi̍h tī tshuì-ni̍h.","4"
"111","Am","Am","菴","","","chháu ê miâ, liâu-á, am-biō, chiū-sī hê-siūⁿ teh tòa ê só͘-chāi.","草 ê 名, 寮á, 庵廟, 就是 和尚 teh toà ê 所在.","Am","Am","","","tsháu ê miâ, liâu-á, am-biō, tsiū-sī hê-siūnn teh tuà ê sóo-tsāi.","4"
"112","Am","Am","㛺","","","ù-òe kan-îm ê hū-jîn-lâng, chiū-sī pháiⁿ ê hū-jîn-lâng.","污穢 姦淫 ê 婦人人, 就是 pháiⁿ ê 婦人人.","Am","Am","","","ù-uè kan-îm ê hū-jîn-lâng, tsiū-sī pháinn ê hū-jîn-lâng.","4"
"113","Am","Am","掊","","","ēng chhiú loa̍h, ēng chhiú tah; jia-iám, iám-ba̍t.","用 手 捋, 用 手 搭; 遮掩, 掩密.","Am","Am","","","īng tshiú lua̍h, īng tshiú tah; jia-iám, iám-ba̍t.","4"
"114","Am","Am","盫","","","saⁿ-kha tiáⁿ; óaⁿ, á-sī au-á ê kòa, chhin-chhiūⁿ hip-au ê khoán.","三腳 鼎; 碗, 抑是 甌á ê 蓋, 親像 翕甌 ê 款.","Am","Am","","","sann-kha tiánn; uánn, á-sī au-á ê kuà, tshin-tshiūnn hip-au ê khuán.","4"
"115","Am","Am","盦","","","saⁿ-kha tiáⁿ; óaⁿ, á-sī au-á ê kòa, chhin-chhiūⁿ hip-au ê khoán.","三腳 鼎; 碗, 抑是 甌á ê 蓋, 親像 翕甌 ê 款.","Am","Am","","","sann-kha tiánn; uánn, á-sī au-á ê kuà, tshin-tshiūnn hip-au ê khuán.","4"
"116","Am","Am","䤃","","","chiú-chùi lâng ê kiáu-jiáu; kòa khàm khaⁿ hō͘ bī bōe chhut.","酒醉 人 ê 攪擾; 蓋 khàm 坩 hō͘ 味 bōe 出.","Am","Am","","","tsiú-tsuì lâng ê kiáu-jiáu; kuà khàm khann hōo bī buē tshut.","4"
"117","Am","Am","闇","","","koaiⁿ-mn̂g m̄ kau-pôe lâng; ē-hng sî; o͘-àm, bô bêng; mî-sî.","關門 m̄ 交陪 人; 下昏 時; 烏暗, 無 明; 暝時.","Am","Am","","","kuainn-mn̂g m̄ kau-puê lâng; ē-hng sî; oo-àm, bô bîng; mî-sî.","4"
"118","Am","Am","腌","","","mi̍h sīⁿ iâm; lâ-sâm, am-cham, chiū-sī kiaⁿ-lâng ê ì-sù.","物 豉 鹽; lâ-sâm, 腌臢, 就是 驚人 ê 意思.","Am","Am","","","mi̍h sīnn iâm; lâ-sâm, am-tsam, tsiū-sī kiann-lâng ê ì-sù.","4"
"119","Am","Am","鵪","","","chiáu ê miâ; ian-chhun, chiū-sī chit-hō chiáu ê miâ.","鳥 ê 名; 鵪鶉, 就是 chit號 鳥 ê 名.","Am","Am","","","tsiáu ê miâ; ian-tshun, tsiū-sī tsit-hō tsiáu ê miâ.","4"
"120","am","am","-","","","un-thun; am-khám; am-tham, chiū-sī gōng ê ì-sù.","溫吞; 闇憨; 闇貪, 就是 戇 ê 意思.","am","am","","","un-thun; am-khám; am-tham, tsiū-sī gōng ê ì-sù.","4"
"121","am","am","-","","","am-lam, am-teh, am-lâi am-khì, chiū-sī saⁿ-chham ê ì-sù.","掩lam, 掩teh, 掩來 掩去, 就是 相參 ê 意思.","am","am","","","am-lam, am-teh, am-lâi am-khì, tsiū-sī sann-tsham ê ì-sù.","5"
"122","am","am","-","","","koe ê miâ, chiū-sī am-koe, lâng chai kui-khu tī hn̂g-ni̍h.","瓜 ê 名, 就是 醃瓜, 人 栽 規坵 tī 園裡.","am","am","","","kue ê miâ, tsiū-sī am-kue, lâng tsai kui-khu tī hn̂g-ni̍h.","5"
"123","am","am","-","","","koe-am, chiū-sī koaiⁿ koe hō͘ i bōe chhut-lâi ê khì-kū.","雞掩, 就是 關 雞 hō͘ 伊 bōe 出來 ê 器具.","am","am","","","kue-am, tsiū-sī kuainn kue hōo i buē tshut-lâi ê khì-kū.","5"
"124","Ám","Am2","黯","","","iu-būn ê bīn-sek, siong-sim; o͘-àm, bak-o͘, kek-o͘.","憂悶 ê 面色, 傷心; 烏暗, 沐烏, 激烏.","Ám","Am2","","","iu-būn ê bīn-sik, siong-sim; oo-àm, bak-oo, kik-oo.","5"
"125","Ám","Am2","隌","","","ji̍t ū hûn jia, ki-bi̍t, bô kng, o͘-àm, àm-chīⁿ.","日 有 雲 遮, 機密, 無 光, 烏暗, 暗靜.","Ám","Am2","","","ji̍t ū hûn jia, ki-bi̍t, bô kng, oo-àm, àm-tsīnn.","5"
"126","Ám","Am2","揞","","","ēng chhiú tah, ēng chhiú loa̍h; jia-iám, iám-ba̍t.","用 手 搭, 用 手 捋; 遮掩, 掩密.","Ám","Am2","","","īng tshiú tah, īng tshiú lua̍h; jia-iám, iám-ba̍t.","5"
"127","Ám","Am2","晻","","","hûn jia ji̍t-thâu; ē-hng sî ê hûn bū-bū bô bêng.","雲 遮 日頭; 下昏 時 ê 雲 霧霧 無 明.","Ám","Am2","","","hûn jia ji̍t-thâu; ē-hng sî ê hûn bū-bū bô bîng.","5"
"128","ám","am2","淊","Hám","Ham2","ám-bê, thô͘-bê. chúi móa ê khoán-sit, tiàm-lo̍h-khì.","泔糜, 土糜. 水 滿 ê 款式, 踮落去.","ám","am2","Hám","Ham2","ám-bê, thôo-bê. tsuí muá ê khuán-sit, tiàm-lo̍h-khì.","5"
"129","ám","am2","菡","Hâm","Ham5","ám-tām-hio̍h, chiū-sī chham tī tê-sim lâi bōe khah-sio̍k.","菡萏葉, 就是 摻 tī 茶心 來 賣 khah俗.","ám","am2","Hâm","Ham5","ám-tām-hio̍h, tsiū-sī tsham tī tê-sim lâi buē khah-sio̍k.","5"
"130","ám","am2","泔","Ham","Ham","ám-bê, ám-ám, ám-chiuⁿ, phun-ám, pn̄g-ám.","泔糜, 泔泔, 泔漿, 潘泔, 飯泔.","ám","am2","Ham","Ham","ám-bê, ám-ám, ám-tsiunn, phun-ám, pn̄g-ám.","5"
"131","ám","am2","-","","","ám-pêng-súi-khang, chiū-sī chûn-téng ê khang hō͘ chúi lâu-chhut.","湆爿水空, 就是 船頂 ê 空 hō͘ 水 流出.","ám","am2","","","ám-pîng-suí-khang, tsiū-sī tsûn-tíng ê khang hōo tsuí lâu-tshut.","5"
"132","Àm","Am3","暗","","","ji̍t ū hûn jia, ki-bi̍t, àm-chīⁿ, bô kng, àm-sî.","日 有 雲 遮, 機密, 暗靜, 無 光, 暗時.","Àm","Am3","","","ji̍t ū hûn jia, ki-bi̍t, àm-tsīnn, bô kng, àm-sî.","5"
"133","Àm","Am3","䬓","","","chhiⁿ-chin hut-jiân kè ê tōa-hong; hong-thai.","生瞋 忽然 過 ê 大風; 風颱.","Àm","Am3","","","tshinn-tsin hut-jiân kè ê tuā-hong; hong-thai.","5"
"134","Àm","Am3","闇","","","koaiⁿ-mn̂g ka-kī tòa; àm-àm, ē-hng sî, mî-sî.","關門 家己 toà; 暗暗, 下昏 時, 暝時.","Àm","Am3","","","kuainn-mn̂g ka-kī tuà; àm-àm, ē-hng sî, mî-sî.","5"
"135","àm","am3","-","","","àm-kiàm siong-hông, chiū-sī nn̄g ê saⁿ tí-te̍k ê ì-sù.","暗劍 相逢, 就是 兩 ê 相 抵敵 ê 意思.","àm","am3","","","àm-kiàm siong-hông, tsiū-sī nn̄g ê sann tí-ti̍k ê ì-sù.","5"
"136","âm","am5","㼨","Hâm","Ham5","chúi-âm, kau-âm, âm-khang, chiū-sī teh lâu chúi ê só͘-chāi.","水涵, 溝涵, 涵空, 就是 teh 流 水 ê 所在.","âm","am5","Hâm","Ham5","tsuí-âm, kau-âm, âm-khang, tsiū-sī teh lâu tsuí ê sóo-tsāi.","5"
"137","ām","am7","蝦","Hâ","Ha5","ām-bôe, ām-mûi, chiū-sī sòe ê chhân-kap-á, á-sī chúi-koe.","ām-bôe, ām-mûi, 就是 細 ê 田蛤á, 抑是 水蛙.","ām","am7","Hâ","Ha5","ām-buê, ām-muî, tsiū-sī suè ê tshân-kap-á, á-sī tsuí-kue.","5"
"138","ām","am7","頷","Hâm","Ham5","ām-kún, ē-ām, ām-sê, oan-ām, ām-kún-kut.","頷頸, 下頷, 頷垂, 彎頷, 頷頸骨.","ām","am7","Hâm","Ham5","ām-kún, ē-ām, ām-sê, uan-ām, ām-kún-kut.","5"
"139","ām","am7","艷","Iām","Iam7","súi, hó-khòaⁿ, kng-iām, chháu-á, á-sī chhì-phè ê.","媠, 好看, 光艷, 草á, 抑是 刺phè ê.","ām","am7","Iām","Iam7","suí, hó-khuànn, kng-iām, tsháu-á, á-sī tshì-phè ê.","5"
"140","ām","am7","艶","Iām","Iam7","chhiong-sēng; ām-ām, chhin-chhiūⁿ ām-sà-sà, chiū-sī chhì-á hoat kàu chōe-chōe ê ì-sù.","充盛; ām-ām, 親像 ām-sà-sà, 就是 刺á 發 到 濟濟 ê 意思.","ām","am7","Iām","Iam7","tshiong-sīng; ām-ām, tshin-tshiūnn ām-sà-sà, tsiū-sī tshì-á huat kàu tsuē-tsuē ê ì-sù.","5"
"141","ām","am7","豔","Iām","Iam7","chhiong-sēng; ām-ām, chhin-chhiūⁿ ām-sà-sà, chiū-sī chhì-á hoat kàu chōe-chōe ê ì-sù.","充盛; ām-ām, 親像 ām-sà-sà, 就是 刺á 發 到 濟濟 ê 意思.","ām","am7","Iām","Iam7","tshiong-sīng; ām-ām, tshin-tshiūnn ām-sà-sà, tsiū-sī tshì-á huat kàu tsuē-tsuē ê ì-sù.","5"
"142","ām","am7","豓","Iām","Iam7","chhiong-sēng; ām-ām, chhin-chhiūⁿ ām-sà-sà, chiū-sī chhì-á hoat kàu chōe-chōe ê ì-sù.","充盛; ām-ām, 親像 ām-sà-sà, 就是 刺á 發 到 濟濟 ê 意思.","ām","am7","Iām","Iam7","tshiong-sīng; ām-ām, tshin-tshiūnn ām-sà-sà, tsiū-sī tshì-á huat kàu tsuē-tsuē ê ì-sù.","5"
"143","An","An","安","","","ún-tàng, tiāⁿ-tiāⁿ, tiàm, chēng-chēng, cháiⁿ-iūⁿ, tah-lo̍h, pêng-an, an-sim.","穩當, 定定, 踮, 靜靜, 怎樣, 貼落, 平安, 安心.","An","An","","","ún-tàng, tiānn-tiānn, tiàm, tsīng-tsīng, tsáinn-iūnn, tah-lo̍h, pîng-an, an-sim.","5"
"144","An","An","侒","","","êng-êng, pîn-tōaⁿ, bô thâu-lō͘, chiū-sī bô chòe sím-mi̍h.","閒閒, 貧惰, 無 頭路, 就是 無 做 甚物.","An","An","","","îng-îng, pîn-tuānn, bô thâu-lōo, tsiū-sī bô tsuè sím-mi̍h.","5"
"145","An","An","垵","","","oaⁿ-ù, chûn tī hái--ni̍h pha-tiàⁿ ê só͘-chāi.","垵澳, 船 tī 海裡 拋錠 ê 所在.","An","An","","","uann-ù, tsûn tī hái--ni̍h pha-tiànn ê sóo-tsāi.","5"
"146","An","An","鞍","","","bé-oaⁿ, chiū-sī teh hō͘ lâng khiâ bé ê khì-kū.","馬鞍, 就是 teh hō͘ 人 騎 馬 ê 器具.","An","An","","","bé-uann, tsiū-sī teh hōo lâng khiâ bé ê khì-kū.","5"
"147","an","an","按","Àn","An3","chhiú-hōaⁿ; an-khang, chiū-sī pûn phín-á, an phín-á khang.","手hoāⁿ; an孔, 就是 pûn phín-á, an phín-á 孔.","an","an","Àn","An3","tshiú-huānn; an-khang, tsiū-sī pûn phín-á, an phín-á khang.","5"
"148","án","an2","阿","O","O","seng-tì ê jī, chhin-chhiūⁿ án-koaⁿ, án-niû, án-gū.","先置 ê 字, 親像 俺官, 俺娘, 俺寓.","án","an2","O","O","sing-tì ê jī, tshin-tshiūnn án-kuann, án-niû, án-gū.","5"
"149","Àn","An3","案","","","phòaⁿ-toàn sím-mn̄g ê toh, i-óa ê toh, kài-hān, àn-kiāⁿ; hiuⁿ-òaⁿ.","判斷 審問 ê 桌, 依oá ê 桌, 界限, 案件; 香案.","Àn","An3","","","phuànn-tuàn sím-mn̄g ê toh, i-uá ê toh, kài-hān, àn-kiānn; hiunn-uànn.","5"
"150","Àn","An3","晏","","","thiⁿ chheng-chheng, chēng-chēng, an-jiân; hô-hó, mńg-po͘; sî-òaⁿ, khah-òaⁿ.","天 清清, 靜靜, 安然; 和好, 晚晡; 時晏, khah晏.","Àn","An3","","","thinn tshing-tshing, tsīng-tsīng, an-jiân; hô-hó, mńg-poo; sî-uànn, khah-uànn.","5"
"151","Àn","An3","按","","","bong, khîⁿ; tiāⁿ-tio̍h, soah, chhâ-si̍t; chhiú hōaⁿ, hōaⁿ-tiāⁿ.","摸, 拑; 定tio̍h, soah, 查實; 手扞, 扞定.","Àn","An3","","","bong, khînn; tiānn-tio̍h, suah, tshâ-si̍t; tshiú huānn, huānn-tiānn.","6"
"152","Àn","An3","鷃","","","sòe-chiah ê chiáu-á, put-sî tòa tī tōe--ni̍h, bô hioh tī chhiū-téng.","細隻 ê 鳥á, 不時 toà tī 地裡, 無 歇 tī 樹頂.","Àn","An3","","","suè-tsiah ê tsiáu-á, put-sî tuà tī tuē--ni̍h, bô hioh tī tshiū-tíng.","6"
"153","Àn","An3","鴳","","","sòe-chiah chiáu-á chhin-chhiūⁿ ian-chhun, sî-sî tī tōe--ni̍h.","細隻 鳥á 親像 鵪鶉, 時時 tī 地裡.","Àn","An3","","","suè-tsiah tsiáu-á tshin-tshiūnn ian-tshun, sî-sî tī tuē--ni̍h.","6"
"154","Àn","An3","咹","","","soah, kóng-ōe sòe-sòe siaⁿ, kóng-ōe bêng-pe̍k, siaⁿ-soah.","soah, 講話 細細 聲, 講話 明白, 聲soah.","Àn","An3","","","suah, kóng-uē suè-suè siann, kóng-uē bîng-pi̍k, siann-suah.","6"
"155","àn","an3","安","An","An","àn-sek-hiuⁿ, chiū-sī chi̍t chéng ê ka ê io̍h-miâ.","案室香, 就是 一 種 ê 膠 ê 藥名.","àn","an3","An","An","àn-sik-hiunn, tsiū-sī tsi̍t tsíng ê ka ê io̍h-miâ.","6"
"156","àn","an3","宴","Iàn","Ian3","àn-chhài, chiū-sī pān chhiáⁿ lâng-kheh ê mi̍h.","宴菜, 就是 辦 請 人客 ê 物.","àn","an3","Iàn","Ian3","àn-tshài, tsiū-sī pān tshiánn lâng-kheh ê mi̍h.","6"
"157","Ân","An5","?","","","pa̍k-ân, chiū-sī ēng soh-á pa̍k-ân ê ì-sù.","縛ân, 就是 用 索á 縛ân ê 意思.","Ân","An5","","","pa̍k-ân, tsiū-sī īng soh-á pa̍k-ân ê ì-sù.","6"
"158","ân","an5","緊","Hín","Hin2","pa̍k-ân; pek-ân; siaⁿ ân-tan; ân-sò, chiū-sī bô-chîⁿ ê ì-sù.","縛ân; 逼ân; 聲 ân癉; ân燥, 就是 無錢 ê 意思.","ân","an5","Hín","Hin2","pa̍k-ân; pik-ân; siann ân-tan; ân-sò, tsiū-sī bô-tsînn ê ì-sù.","6"
"159","ān","an7","限","Hān","Han7","ān-chè; khoan-ān; ān tī-sî; bô kài-ān, chiū-sī bô hun-piat.","限制; 寬限; 限 tī時; 無 界限, 就是 無 分別.","ān","an7","Hān","Han7","ān-tsè; khuan-ān; ān tī-sî; bô kài-ān, tsiū-sī bô hun-piat.","6"
"160","ang","ang","汪","Ong","Ong","ang-iông chiū-sī khoah-tōa ê tōa-hái; jī-sìⁿ.","汪洋 就是 闊大 ê 大海; 字姓.","ang","ang","Ong","Ong","ang-iông tsiū-sī khuah-tuā ê tuā-hái; jī-sìnn.","6"
"161","ang","ang","翁","Ong","Ong","chiáu-á ê miâ, chhin-chhiūⁿ tiò-hî-ang; á-sī lāu-lâng; tiò-hî ê lāu-lâng ê siōng.","鳥á ê 名, 親像 釣魚翁; 抑是 老人; 釣魚 ê 老人 ê 像.","ang","ang","Ong","Ong","tsiáu-á ê miâ, tshin-tshiūnn tiò-hî-ang; á-sī lāu-lâng; tiò-hî ê lāu-lâng ê siōng.","6"
"162","ang","ang","𩔚","Ong","Ong","chiáu-á ê miâ, chhin-chhiūⁿ tiò-hî-ang; á-sī lāu-lâng; tiò-hî ê lāu-lâng ê siōng.","鳥á ê 名, 親像 釣魚翁; 抑是 老人; 釣魚 ê 老人 ê 像.","ang","ang","Ong","Ong","tsiáu-á ê miâ, tshin-tshiūnn tiò-hî-ang; á-sī lāu-lâng; tiò-hî ê lāu-lâng ê siōng.","6"
"163","ang","ang","尫","Ong","Ong","ang-î; ang-sîn; ang-á; ang-kong-chó͘; pài-ang.","尪姨; 尪神; 尪á; 尪公祖; 拜尪.","ang","ang","Ong","Ong","ang-î; ang-sîn; ang-á; ang-kong-tsóo; pài-ang.","6"
"164","ang","ang","尩","Ong","Ong","giâ-ang, chiū-sī teh giâ-pu̍t, iā-sī pu̍t-miâ.","giâ尪, 就是 teh giâ佛, 也是 佛名.","ang","ang","Ong","Ong","giâ-ang, tsiū-sī teh giâ-pu̍t, iā-sī pu̍t-miâ.","6"
"165","ang","ang","?","Ong","Ong","giâ-ang, chiū-sī teh giâ-pu̍t, iā-sī pu̍t-miâ.","giâ尪, 就是 teh giâ佛, 也是 佛名.","ang","ang","Ong","Ong","giâ-ang, tsiū-sī teh giâ-pu̍t, iā-sī pu̍t-miâ.","6"
"166","ang","ang","公","Hong","Hong","ang-bó͘, kè-ang, ang-pô, bô ang-bó͘-chêng.","翁bó͘, 嫁翁, 翁婆, 無 翁bó͘情.","ang","ang","Hong","Hong","ang-bóo, kè-ang, ang-pô, bô ang-bóo-tsîng.","6"
"167","ang","ang","-","","","tōa-bé hî ê miâ, chhin-chhiūⁿ hái-ang.","大尾 魚 ê 名, 親像 海翁.","ang","ang","","","tuā-bé hî ê miâ, tshin-tshiūnn hái-ang.","6"
"168","Áng","Ang2","傟","","","áng-láng, áng-láng siūⁿ, áng-láng pháiⁿ, áng-láng ok.","áng籠, áng籠 想, áng籠 pháiⁿ, áng籠 惡.","Áng","Ang2","","","áng-láng, áng-láng siūnn, áng-láng pháinn, áng-láng ok.","6"
"169","Àng","Ang3","塕","","","siâⁿ-mn̂g lāi-gōa mn̂g ê khàng-tōe, chiū-sī lāi-bīn ê khàng-tōe.","城門 內外 門 ê 曠地, 就是 內面 ê 空地.","Àng","Ang3","","","siânn-mn̂g lāi-guā mn̂g ê khàng-tuē, tsiū-sī lāi-bīn ê khàng-tuē.","6"
"170","àng","ang3","齆","Òng","Ong3","àng-àng, hī-khang àng-àng, àng-hī.","齆齆, 耳孔 齆齆, 齆耳.","àng","ang3","Òng","Ong3","àng-àng, hī-khang àng-àng, àng-hī.","6"
"171","àng","ang3","甕","Òng","Ong3","gín-á chia̍h bi̍t-àng, chúi-àng, kān phê-àng.","gín-á 食 蜜甕, 水甕, kān 皮齆.","àng","ang3","Òng","Ong3","gín-á tsia̍h bi̍t-àng, tsuí-àng, kān phê-àng.","6"
"172","àng","ang3","?","Òng","Ong3","be̍h-àng, chiū-sī be̍h ê be̍h-chhiûⁿ, sī be̍h-tóe téng-bīn ê be̍h-chhiûⁿ.","襪甕, 就是 襪 ê 襪牆, 是 襪底 頂面 ê 襪牆.","àng","ang3","Òng","Ong3","be̍h-àng, tsiū-sī be̍h ê be̍h-tshiûnn, sī be̍h-tué tíng-bīn ê be̍h-tshiûnn.","6"
"173","àng","ang3","?","Òng","Ong3","hia-àng, chiū-sī hia ê hia-kóng, sī ôe-tóe téng-bīn ê hia-kóng.","靴甕, 就是 靴 ê 靴管, 是 鞋底 頂面 ê 靴管.","àng","ang3","Òng","Ong3","hia-àng, tsiū-sī hia ê hia-kóng, sī uê-tué tíng-bīn ê hia-kóng.","6"
"174","âng","ang5","洪","Hông","Hong5","Thài-pêng-ông ê miâ; chiū-sī tn̂g-thâu-mn̂g thâu-lâng ê miâ.","太平王 ê 名; 就是 長頭毛 頭人 ê 名.","âng","ang5","Hông","Hong5","Thài-pîng-ông ê miâ; tsiū-sī tn̂g-thâu-mn̂g thâu-lâng ê miâ.","6"
"175","âng","ang5","紅","Hông","Hong5","âng-chó, âng-mn̂g, âng-îⁿ, âng-hoe, âng-khī; âng-bō-iaⁿ.","紅棗, 紅毛, 紅圓, 紅花, 紅柿; 紅帽纓.","âng","ang5","Hông","Hong5","âng-tsó, âng-mn̂g, âng-înn, âng-hue, âng-khī; âng-bō-iann.","6"
"176","âng","ang5","𧌄","Iam","Iam","âng-le̍k-kôe, chiū-sī pak-pō͘ kak-khak lūi ê bah lâi sīⁿ-iâm ê.","紅綠鮭, 就是 北部 穀麴 類 ê 肉 來 豉鹽 ê.","âng","ang5","Iam","Iam","âng-li̍k-kuê, tsiū-sī pak-pōo kak-khak luī ê bah lâi sīnn-iâm ê.","6"
"177","Ap","Ap","匎","","","khàm-ba̍t, bih-teh; bô chhia-chhí, chiū-sī bô lām-sám chòe.","khàm密, bih-teh; 無 奢侈, 就是 無 濫糝 做.","Ap","Ap","","","khàm-ba̍t, bih-teh; bô tshia-tshí, tsiū-sī bô lām-sám tsuè.","6"
"178","Ap","Ap","鴨","","","ah, ah-bú; ah-kak, ah ê kang ê, iā ū lâng kóng ah-heng-á.","鴨, 鴨母; 鴨鵤, 鴨 ê 公 ê, 也 有 人 講 鴨興á.","Ap","Ap","","","ah, ah-bú; ah-kak, ah ê kang ê, iā ū lâng kóng ah-hing-á.","6"
"179","Ap","Ap","押","","","gê-mn̂g; hōaⁿ-tiāⁿ, khu-sok, siú-kò͘, ké-sàng, chè-ap, koaiⁿ-teh.","衙門; 扞定, 拘束, 守顧, 解送, 制壓, 關teh.","Ap","Ap","","","gê-mn̂g; huānn-tiānn, khu-sok, siú-kòo, ké-sàng, tsè-ap, kuainn-teh.","6"
