hanzi,reading_count,tl,poj,frequency,is_variant,_sources
寬,4,khuann,khoaⁿ,250,False,"kautian,taihoa,taijit"
寬,4,khuànn,khòaⁿ,50,False,taijit
寬,4,ling,leng,50,False,taijit
稰,4,sir,sir,50,False,khpoo
稰,4,su,su,50,False,khpoo
稰,4,sír,sír,50,False,khpoo
稰,4,sú,sú,50,False,khpoo
遠近,4,hn̄g-kīn,hn̄g-kīn,25,False,taihoa
遠近,4,hn̄g-kūn,hn̄g-kūn,25,False,taijit
遠近,4,uán-kīn,oán-kīn,25,False,taihoa
遠近,4,uán-kūn,oán-kūn,25,False,taijit
種,4,tsíng,chéng,3740,False,"kautian,taihoa,taijit"
種,4,tsióng,chióng,2362,False,"kautian,taihoa,taijit"
種,4,tsìng,chèng,984,False,"kautian,taihoa,taijit"
種,4,tsiòng,chiòng,1,False,kautian
下下,4,huê-huê,hôe-hôe,25,False,taijit
下下,4,hê-hê,hê-hê,25,False,taijit
下下,4,hā-hā,hā-hā,25,False,taijit
下下,4,hē-hē,hē-hē,25,False,taijit
地獄,4,tē-ga̍k,tē-ga̍k,10,False,"kautian,taihoa,taijit"
地獄,4,tuē-ga̍k,tōe-ga̍k,1,False,kautian
地獄,4,tuē-gi̍k,tōe-ge̍k,1,False,taijit
地獄,4,tē-gi̍k,tē-ge̍k,1,False,taihoa
程,4,tîng,têng,2043,False,kautian
程,4,thîng,thêng,601,False,"kautian,taijit"
程,4,thiânn,thiâⁿ,1,False,"kautian,taijit"
程,4,tiânn,tiâⁿ,1,False,
鬥鬧熱,4,tàu-lāu-jia̍t,tàu-lāu-jia̍t,16,False,"kautian,taihoa,taijit"
鬥鬧熱,4,tàu-lāu-lia̍t,tàu-lāu-lia̍t,16,False,kautian
鬥鬧熱,4,tàu-nāu-jia̍t,tàu-nāu-jia̍t,16,False,kautian
鬥鬧熱,4,tàu-nāu-lia̍t,tàu-nāu-lia̍t,16,False,kautian
盍,4,khah,khah,50,False,kautian
盍,4,kha̍p,kha̍p,10,False,
盍,4,a̍p,a̍p,1,False,"kautian,taijit"
盍,4,ha̍p,ha̍p,0,False,
但,4,tān,tān,2284,False,"kautian,itaigi,taijit"
但,4,nā,nā,1142,False,"kautian,taihoa,taijit"
但,4,niā,niā,50,False,kautian
但,4,tǎn,tǎn,50,False,khpoo
佃,4,tiān,tiān,200,False,"kautian,taijit"
佃,4,tirīnn,tīriⁿ,50,False,khpoo
佃,4,tuīnn,tūiⁿ,50,False,khpoo
佃,4,tāinn,tāiⁿ,0,False,khpoo
科扇,4,khue-sìnn,khoe-sìⁿ,10,False,
科扇,4,khe-sìnn,khe-sìⁿ,5,False,
科扇,4,khuê-sìnn,khôe-sìⁿ,1,False,
科扇,4,khê-sìnn,khê-sìⁿ,1,False,
涼,4,liâng,liâng,500,False,"kautian,taihoa,taijit"
涼,4,niû,niû,100,False,kautian
涼,4,niôo,niô͘,50,False,kautian
涼,4,liông,liông,10,False,"kautian,taihoa,taijit"
湯,4,thng,thng,850,False,"kautian,taihoa,taijit"
湯,4,thong,thong,174,False,"kautian,taihoa"
湯,4,thǹg,thǹg,101,False,
湯,4,thn̄g,thn̄g,1,False,
清明,4,tshuinn-miâ,chhuiⁿ-miâ,25,False,kautian
清明,4,tshing-bîng,chheng-bêng,10,False,"kautian,itaigi,taihoa,taijit,stti"
清明,4,tshenn-miâ,chheⁿ-miâ,5,False,
清明,4,tshinn-miâ,chhiⁿ-miâ,5,False,"kautian,taijit,stti"
済,4,tse,che,1268,False,
済,4,tsé,ché,50,False,
済,4,tsè,chè,10,False,
済,4,tsê,chê,0,False,
爈,4,lîr,lîr,50,False,khpoo
爈,4,lû,lû,50,False,khpoo
爈,4,līr,līr,50,False,khpoo
爈,4,lū,lū,50,False,khpoo
如來佛,4,jîr-lâi-hu̍t,jîr-lâi-hu̍t,16,False,khpoo
如來佛,4,jû-lâi-hu̍t,jû-lâi-hu̍t,16,False,"taijit,khpoo"
如來佛,4,lîr-lâi-hu̍t,lîr-lâi-hu̍t,16,False,khpoo
如來佛,4,lû-lâi-hu̍t,lû-lâi-hu̍t,16,False,khpoo
如來佛祖,4,jû-lâi-hu̍t-tsóo,jû-lâi-hu̍t-chó͘,12,False,kautian
如來佛祖,4,jû-lâi-pu̍t-tsóo,jû-lâi-pu̍t-chó͘,12,False,kautian
如來佛祖,4,lû-lâi-hu̍t-tsóo,lû-lâi-hu̍t-chó͘,12,False,kautian
如來佛祖,4,lû-lâi-pu̍t-tsóo,lû-lâi-pu̍t-chó͘,12,False,kautian
渝,4,jî,jî,50,False,kautian
渝,4,jû,jû,50,False,kautian
渝,4,lû,lû,50,False,kautian
渝,4,û,û,50,False,kautian
渦,4,e,e,50,False,khpoo
渦,4,er,er,50,False,khpoo
渦,4,ko,ko,50,False,kautian
渦,4,o,o,50,False,taijit
祟,4,sui,sui,50,False,kautian
祟,4,tsōng,chōng,50,False,taijit
祟,4,suī,sūi,1,False,taihoa
祟,4,suì,sùi,0,False,
爆,4,po̍k,po̍k,100,False,"kautian,taihoa"
爆,4,piak,piak,50,False,taijit
爆,4,pia̍k,pia̍k,50,False,taijit
爆,4,pho̍k,pho̍k,10,False,
爁日,4,nah-ji̍t,nah-ji̍t,25,False,kautian
爁日,4,nah-li̍t,nah-li̍t,25,False,kautian
爁日,4,nà-ji̍t,nà-ji̍t,25,False,kautian
爁日,4,nà-li̍t,nà-li̍t,25,False,kautian
如夫人,4,jîr-hu-jîn,jîr-hu-jîn,16,False,khpoo
如夫人,4,jû-hu-jîn,jû-hu-jîn,16,False,"kautian,taijit"
如夫人,4,lîr-hu-lîn,lîr-hu-lîn,16,False,khpoo
如夫人,4,lû-hu-lîn,lû-hu-lîn,16,False,kautian
透過,4,thàu-kèr,thàu-kèr,25,False,khpoo
透過,4,thàu--kuè,thàu--kòe,16,False,taihoa
透過,4,thàu-kuè,thàu-kòe,11,False,"kautian,taihoa"
透過,4,thàu-kè,thàu-kè,6,False,"kautian,taijit"
燥,4,sò,sò,150,False,"kautian,taihoa,taijit"
燥,4,phoo,pho͘,50,False,taijit
燥,4,sòr,sòr,50,False,kautian
燥,4,sòo,sò͘,0,False,kautian
坋,4,hun,hun,409,False,kautian
坋,4,hūn,hūn,50,False,khpoo
坋,4,hǔn,hǔn,50,False,khpoo
坋,4,hún,hún,1,False,kautian
不定,4,put-tīng,put-tēng,25,False,"taihoa,taijit"
不定,4,m̄-niā,m̄-niā,10,False,
不定,4,m̄-tiānn,m̄-tiāⁿ,10,False,
不定,4,m̄-tānn,m̄-tāⁿ,10,False,
燙,4,thǹg,thǹg,100,False,"kautian,taihoa,taijit"
燙,4,thn̄g,thn̄g,50,False,taijit
燙,4,tōng,tōng,50,False,kautian
燙,4,tǹg,tǹg,50,False,taijit
盯目,4,thìnn-ba̍k,thìⁿ-ba̍k,25,False,taihoa
盯目,4,tènn-ba̍k,tèⁿ-ba̍k,25,False,taihoa
盯目,4,tìng-ba̍k,tèng-ba̍k,25,False,taihoa
盯目,4,tìnn-ba̍k,tìⁿ-ba̍k,25,False,taijit
仡,4,git,git,50,False,kautian
仡,4,gut,gut,50,False,kautian
仡,4,gu̍t,gu̍t,50,False,kautian
仡,4,kit,kit,50,False,taihoa
坎,4,khám,khám,500,False,"kautian,taihoa,taijit"
坎,4,khàm,khàm,11,False,
坎,4,gám,gám,1,False,taijit
坎,4,khâm,khâm,0,False,
如數,4,jîr-sòo,jîr-sò͘,25,False,khpoo
如數,4,jû-sòo,jû-sò͘,25,False,"taijit,khpoo"
如數,4,lîr-sòo,lîr-sò͘,25,False,khpoo
如數,4,lû-sòo,lû-sò͘,25,False,khpoo
黍仔,4,sik-á,sek-á,25,False,kautian
黍仔,4,sué-á,sóe-á,25,False,"kautian,sitbut,taihoa,taijit"
黍仔,4,sé-á,sé-á,25,False,"kautian,taihoa"
黍仔,4,sué--á,sóe--á,16,False,kautian
盲腸,4,bông-tn̂g,bông-tn̂g,25,False,taihoa
盲腸,4,bōng-tiông,bōng-tiông,25,False,taijit
盲腸,4,mōo-tn̂g,mō͘-tn̂g,25,False,taihoa
盲腸,4,môo-tn̂g,mô͘-tn̂g,1,False,kautian
湑,4,sir,sir,50,False,khpoo
湑,4,su,su,50,False,kautian
湑,4,sír,sír,50,False,khpoo
湑,4,sú,sú,50,False,kautian
壓倒,4,ah-tó,ah-tó,25,False,kautian
壓倒,4,ap-tó,ap-tó,25,False,"kautian,taijit"
壓倒,4,ji̍h-tó,ji̍h-tó,25,False,taijit
壓倒,4,ūn-tó,ūn-tó,25,False,taijit
不二價,4,put-jī-kà,put-jī-kà,16,False,"taijit,khpoo"
不二價,4,put-lī-kà,put-lī-kà,16,False,khpoo
不二價,4,put-lī-kè,put-lī-kè,16,False,khpoo
不二價,4,put-jī-kè,put-jī-kè,1,False,"taihoa,khpoo"
爍,4,sih,sih,150,False,kautian
爍,4,lik,lek,50,False,kautian
爍,4,lo̍k,lo̍k,50,False,kautian
爍,4,siok,siok,50,False,kautian
盤盤,4,phuân-phuân,phoân-phoân,25,False,taijit
盤盤,4,phuânn-phuânn,phôaⁿ-phôaⁿ,25,False,taijit
盤盤,4,piânn-piânn,piâⁿ-piâⁿ,25,False,taijit
盤盤,4,puânn-puânn,pôaⁿ-pôaⁿ,25,False,taijit
件,4,kiānn,kiāⁿ,3307,False,"kautian,taihoa,taijit"
件,4,kiàn,kiàn,50,False,taijit
件,4,kiǎnn,kiǎⁿ,50,False,khpoo
件,4,kiān,kiān,1,False,"taijit,khpoo"
下晝,4,ēnn-tàu,ēⁿ-tàu,25,False,kautian
下晝,4,e-tàu,e-tàu,10,False,kautian
下晝,4,ē-tàu,ē-tàu,10,False,"kautian,itaigi,taihoa"
下晝,4,ê-tàu,ê-tàu,5,False,
片麻岩,4,phìnn-muâ-giâm,phìⁿ-môa-giâm,16,False,stti
片麻岩,4,phìnn-muâ-gâm,phìⁿ-môa-gâm,16,False,stti
片麻岩,4,phìnn-mâ-giâm,phìⁿ-mâ-giâm,16,False,stti
片麻岩,4,phìnn-mâ-gâm,phìⁿ-mâ-gâm,16,False,stti
下暗,4,enn-àm,eⁿ-àm,25,False,kautian
下暗,4,ē-àm,ē-àm,25,False,"taihoa,taijit"
下暗,4,e-àm,e-àm,10,False,kautian
下暗,4,ê-àm,ê-àm,5,False,
貧惰骨,4,pân-tuānn-kut,pân-tōaⁿ-kut,16,False,kautian
貧惰骨,4,pîn-tuānn-kut,pîn-tōaⁿ-kut,16,False,"kautian,itaigi"
貧惰骨,4,pûn-tuānn-kut,pûn-tōaⁿ-kut,16,False,kautian
貧惰骨,4,pān-tuānn-kut,pān-tōaⁿ-kut,16,False,kautian
淖,4,lāu,lāu,50,False,kautian
淖,4,nuà,nòa,50,False,taihoa
淖,4,tshiok,chhiok,50,False,kautian
淖,4,tsāu,chāu,50,False,kautian
淘,4,tô,tô,100,False,"kautian,taihoa,taijit"
淘,4,tiû,tiû,50,False,taijit
淘,4,tsuâ,chôa,50,False,taijit
淘,4,tôo,tô͘,11,False,kautian
牆,4,tshiûnn,chhiûⁿ,250,False,"kautian,taihoa,taijit"
牆,4,tshiônn,chhiôⁿ,50,False,kautian
牆,4,tshiâng,chhiâng,10,False,kautian
牆,4,tshiông,chhiông,0,False,kautian
鼓吹,4,kóo-tsher,kó͘-chher,25,False,kautian
鼓吹,4,kóo-tshue,kó͘-chhoe,10,False,"kautian,taihoa,taijit"
鼓吹,4,kóo-tshe,kó͘-chhe,5,False,kautian
鼓吹,4,kóo-tshui,kó͘-chhui,1,False,"kautian,taijit"
盪,4,tn̄g,tn̄g,100,False,"kautian,taijit"
盪,4,tňg,tňg,50,False,kautian
盪,4,tōng,tōng,50,False,"kautian,taijit"
盪,4,tǒng,tǒng,50,False,khpoo
好得加再,4,hó-tit-ka-tsài,hó-tit-ka-chài,10,False,
好得加再,4,hó-leh-ka-tsài,hó-leh-ka-chài,1,False,
好得加再,4,hó-lih-ka-tsài,hó-lih-ka-chài,1,False,
好得加再,4,hó-lí-ka-tsài,hó-lí-ka-chài,1,False,
爸仔,4,pâ--á,pâ--á,16,False,kautian
爸仔,4,pâ-á,pâ-á,11,False,
爸仔,4,pâ-ah,pâ-ah,2,False,
爸仔,4,pa-á,pa-á,1,False,
父,4,hū,hū,5148,False,"kautian,taijit"
父,4,pē,pē,3368,True,"kautian,taihoa,taijit"
父,4,hǔ,hǔ,50,False,khpoo
父,4,hú,hú,2,False,
跬,4,hua̍h,hoa̍h,50,False,taijit
跬,4,khuí,khúi,50,False,kautian
跬,4,siat,siat,50,False,kautian
跬,4,tú,tú,50,False,kautian
好額人,4,hó-giā-lâng,hó-giā-lâng,16,False,kautian
好額人,4,hór-gia̍h-lâng,hór-gia̍h-lâng,16,False,kautian
好額人,4,hór-giā-lâng,hór-giā-lâng,16,False,kautian
好額人,4,hó-gia̍h-lâng,hó-gia̍h-lâng,10,False,"kautian,itaigi,taihoa,taijit,stti"
壠,4,lâng,lâng,9502,False,
壠,4,lióng,lióng,50,False,kautian
壠,4,lóng,lóng,50,False,kautian
壠,4,lang,lang,10,False,
寄生仔,4,kià-sinn-á,kià-siⁿ-á,16,False,kautian
寄生仔,4,kiànn-senn-á,kiàⁿ-seⁿ-á,16,False,kautian
寄生仔,4,kiànn-sinn-á,kiàⁿ-siⁿ-á,16,False,kautian
寄生仔,4,kià-senn-á,kià-seⁿ-á,1,False,kautian
下顎,4,ē-gok,ē-gok,25,False,"kautian,taihoa"
下顎,4,ē-khok,ē-khok,25,False,kautian
下顎,4,ē-kok,ē-kok,25,False,"kautian,taijit"
下顎,4,ē-ko̍k,ē-ko̍k,25,False,taihoa
寄生,4,kià-senn,kià-seⁿ,25,False,taihoa
寄生,4,kià-sinn,kià-siⁿ,25,False,"kautian,taijit"
寄生,4,kiànn-sinn,kiàⁿ-siⁿ,25,False,kautian
寄生,4,kì-sing,kì-seng,25,False,taijit
禰,4,bí,bí,50,False,kautian
禰,4,jínn,jíⁿ,50,False,kautian
禰,4,lé,lé,50,False,"kautian,taijit"
禰,4,ní,ní,50,False,kautian
不,4,m̄,m̄,39475,True,"kautian,taijit"
不,4,put,put,13916,False,"kautian,taihoa,taijit"
不,4,puh,puh,183,False,kautian
不,4,tun,tun,50,False,taijit
爍爁,4,sih-nah,sih-nah,25,False,kautian
爍爁,4,sih-nà,sih-nà,25,False,kautian
爍爁,4,sinnh-nah,siⁿh-nah,25,False,kautian
爍爁,4,sinnh-nà,siⁿh-nà,25,False,kautian
貨底,4,huè-té,hòe-té,25,False,"kautian,taihoa"
貨底,4,hè-tué,hè-tóe,25,False,"kautian,taijit"
貨底,4,hèr-teré,hèr-tére,25,False,khpoo
貨底,4,hèr-tué,hèr-tóe,25,False,khpoo
坂,4,huán,hoán,0,False,
坂,4,puán,poán,0,False,
坂,4,puánn,póaⁿ,0,False,kautian
坂,4,pán,pán,0,False,kautian
皮鞋,4,phêr-erê,phêr-êre,25,False,khpoo
皮鞋,4,phêr-uê,phêr-ôe,25,False,khpoo
皮鞋,4,phuê-ê,phôe-ê,10,False,"kautian,taihoa,kungge"
皮鞋,4,phê-uê,phê-ôe,10,False,"kautian,taijit"
余楊,4,î-iônn,î-iôⁿ,25,False,kautian
余楊,4,î-iûnn,î-iûⁿ,25,False,kautian
余楊,4,û-iônn,û-iôⁿ,25,False,kautian
余楊,4,û-iûnn,û-iûⁿ,25,False,kautian
鬥,4,tàu,tàu,1921,False,"kautian,itaigi,taihoa,taijit"
鬥,4,tóo,tó͘,50,False,taijit
鬥,4,tiò,tiò,1,False,kautian
鬥,4,tòo,tò͘,1,False,"kautian,taihoa"
治,4,tī,tī,3960,False,"kautian,taihoa,taijit"
治,4,tǐ,tǐ,50,False,khpoo
治,4,tî,tî,1,False,
治,4,ti̍h,ti̍h,0,False,
豆莢,4,tāu-ngeh,tāu-ngeh,10,False,"kautian,taihoa"
豆莢,4,tāu-ngueh,tāu-ngoeh,5,False,
豆莢,4,tāu-keh,tāu-keh,1,False,
豆莢,4,tāu-kueh,tāu-koeh,1,False,taihoa
侯,4,kâu,kâu,100,False,kautian
侯,4,hôo,hô͘,50,False,"kautian,taijit"
侯,4,hâu,hâu,1,False,"kautian,taihoa,taijit"
侯,4,hiô,hiô,0,False,kautian
驢,4,lî,lî,100,False,kautian
驢,4,lû,lû,100,False,"kautian,taihoa,taijit"
驢,4,lîr,lîr,50,False,kautian
驢,4,lô,lô,50,False,taihoa
侞,4,jîr,jîr,50,False,khpoo
侞,4,jû,jû,50,False,kautian
侞,4,lîr,lîr,50,False,khpoo
侞,4,lû,lû,50,False,khpoo
狀,4,tsōng,chōng,300,False,"kautian,taijit"
狀,4,tsiōng,chiōng,200,False,kautian
狀,4,tsn̄g,chn̄g,200,False,"kautian,taihoa,taijit"
狀,4,tsuīnn,chūiⁿ,1,False,
章,4,tsiong,chiong,1521,False,"kautian,taihoa,taijit"
章,4,tsiunn,chiuⁿ,190,False,"kautian,taihoa,taijit"
章,4,tsionn,chioⁿ,50,False,kautian
章,4,tsiang,chiang,0,False,kautian
站,4,tsām,chām,1000,False,"kautian,taihoa,taijit"
站,4,tiàm,tiàm,50,False,taijit
站,4,tsǎm,chǎm,50,False,khpoo
站,4,tàm,tàm,50,False,taihoa
骯,4,hōng,hōng,50,False,khpoo
骯,4,hǒng,hǒng,50,False,khpoo
骯,4,khóng,khóng,50,False,kautian
骯,4,ong,ong,50,False,khpoo
外年,4,guā-ni̍h,gōa-ni̍h,10,False,
外年,4,guā-nī,gōa-nī,10,False,
外年,4,juā-ni̍h,jōa-ni̍h,5,False,
外年,4,juā-nī,jōa-nī,5,False,
泏,4,tsuah,choah,50,False,"kautian,taihoa,taijit"
泏,4,tsuat,choat,50,False,"kautian,taijit"
泏,4,tsuh,chuh,50,False,kautian
泏,4,tut,tut,50,False,kautian
侍,4,sī,sī,10209,False,kautian
侍,4,sāi,sāi,50,False,"kautian,taihoa"
侍,4,sīr,sīr,50,False,khpoo
侍,4,sū,sū,50,False,kautian
豈能,4,thài,thài,26,False,
豈能,4,thài-ē,thài-ē,10,False,
豈能,4,thái-ē,thái-ē,10,False,
豈能,4,thah-ē,thah-ē,1,False,
來洗,4,lâi-seré,lâi-sére,25,False,kautian
來洗,4,lâi-sué,lâi-sóe,25,False,kautian
來洗,4,lâi-sé,lâi-sé,25,False,"kautian,stti"
來洗,4,lâi-sê,lâi-sê,25,False,itaigi
遽,4,kìr,kìr,50,False,khpoo
遽,4,kù,kù,50,False,"kautian,taijit"
遽,4,kīr,kīr,50,False,khpoo
遽,4,kū,kū,50,False,khpoo
小暑,4,siáu-sí,siáu-sí,25,False,itaigi
小暑,4,siáu-sír,siáu-sír,25,False,khpoo
小暑,4,sió-sí,sió-sí,25,False,itaigi
小暑,4,siáu-sú,siáu-sú,1,False,"kautian,taihoa,taijit,stti"
豉,4,sī,sī,10209,False,"kautian,taihoa"
豉,4,sīnn,sīⁿ,300,False,"kautian,taihoa"
豉,4,sǐnn,sǐⁿ,50,False,kautian
豉,4,sînn,sîⁿ,0,False,taijit
百日紅,4,pah-ji̍t-hông,pah-ji̍t-hông,16,False,taihoa
百日紅,4,pah-ji̍t-âng,pah-ji̍t-âng,16,False,"kautian,taijit"
百日紅,4,pah-li̍t-âng,pah-li̍t-âng,16,False,kautian
百日紅,4,pik-ji̍t-hông,pek-ji̍t-hông,16,False,"taihoa,taijit"
泜,4,tsi,chi,50,False,khpoo
泜,4,tî,tî,50,False,kautian
泜,4,tī,tī,50,False,khpoo
泜,4,tǐ,tǐ,50,False,khpoo
踶,4,tê,tê,50,False,kautian
踶,4,tē,tē,50,False,kautian
踶,4,tī,tī,50,False,khpoo
踶,4,tǐ,tǐ,50,False,khpoo
泞,4,thú,thú,50,False,kautian
泞,4,tīr,tīr,50,False,khpoo
泞,4,tū,tū,50,False,khpoo
泞,4,tǐr,tǐr,50,False,khpoo
使目尾,4,sái-ba̍k-bér,sái-ba̍k-bér,16,False,kautian
使目尾,4,sái-ba̍k-tsìnn,sái-ba̍k-chìⁿ,16,False,taihoa
使目尾,4,sái-ba̍k-bué,sái-ba̍k-bóe,10,False,"kautian,taihoa"
使目尾,4,sái-ba̍k-bé,sái-ba̍k-bé,5,False,"kautian,taijit"
使用,4,sái-iōng,sái-iōng,25,False,taihoa
使用,4,sái-īng,sái-ēng,25,False,"taihoa,taijit"
使用,4,sír-iōng,sír-iōng,25,False,khpoo
使用,4,sú-iōng,sú-iōng,10,False,"kautian,taihoa,taijit"
泡泡,4,bāu-bāu,bāu-bāu,25,True,taijit
泡泡,4,phàu-phàu,phàu-phàu,25,False,taijit
泡泡,4,phū-phū,phū-phū,25,False,taijit
泡泡,4,pū-pū,pū-pū,25,False,taijit
邀請,4,hiau-tshíng,hiau-chhéng,25,False,taijit
邀請,4,iau-tshíng,iau-chhéng,25,False,taihoa
邀請,4,iau-tshiánn,iau-chhiáⁿ,10,False,"kautian,taihoa"
邀請,4,hiau-tshiánn,hiau-chhiáⁿ,1,False,
白頭鵠仔,4,pe̍h-thâu-khiat-á,pe̍h-thâu-khiat-á,12,False,kautian
白頭鵠仔,4,pē-thâu-khiat-á,pē-thâu-khiat-á,12,False,kautian
白頭鵠仔,4,pe̍h-thâu-khok--á,pe̍h-thâu-khok--á,10,False,kautian
白頭鵠仔,4,pe̍h-thâu-khok-á,pe̍h-thâu-khok-á,10,False,"kautian,stti"
將,4,tsiòng,chiòng,3441,False,"kautian,taihoa,taijit"
將,4,tsiong,chiong,2502,False,"kautian,taijit"
將,4,tsiang,chiang,0,False,"kautian,taihoa"
將,4,tsiàng,chiàng,0,False,"kautian,taihoa"
油車粿,4,iû-tshia-kué,iû-chhia-kóe,16,False,taihoa
油車粿,4,iû-tshia-ké,iû-chhia-ké,16,False,taijit
油車粿,4,iû-tsia̍h-kué,iû-chia̍h-kóe,16,True,kautian
油車粿,4,iû-tsia̍h-ké,iû-chia̍h-ké,16,True,kautian
保,4,pó,pó,5027,False,"kautian,taihoa,taijit"
保,4,pór,pór,50,False,kautian
保,4,póo,pó͘,11,False,kautian
保,4,poh,poh,2,False,
變變,4,piàn-piàn,piàn-piàn,25,False,taijit
變變,4,piàn-pìnn,piàn-pìⁿ,25,False,taihoa
變變,4,pián-pìnn,pián-pìⁿ,25,False,taihoa
變變,4,pìnn-pìnn,pìⁿ-pìⁿ,25,False,taijit
尔,4,jínn,jíⁿ,50,False,kautian
尔,4,jú,jú,50,False,kautian
尔,4,ní,ní,10,False,kautian
尔,4,jí,jí,1,False,
齦,4,gîrn,gîrn,50,False,khpoo
齦,4,gûn,gûn,50,False,kautian
齦,4,khírn,khírn,50,False,khpoo
齦,4,khún,khún,50,False,kautian
狴,4,pè,pè,50,False,kautian
狴,4,pí,pí,50,False,kautian
狴,4,pē,pē,50,False,kautian
狴,4,pě,pě,50,False,khpoo
狙,4,tshir,chhir,50,False,khpoo
狙,4,tshu,chhu,50,False,khpoo
狙,4,tshù,chhù,50,False,kautian
狙,4,tsu,chu,50,False,kautian
沉,4,tîm,tîm,350,False,kautian
沉,4,thiām,thiām,50,False,taijit
沉,4,tiâm,tiâm,50,False,kautian
沉,4,tīm,tīm,10,False,
驚,4,kiann,kiaⁿ,6862,False,"kautian,taihoa,taijit"
驚,4,king,keng,388,False,kautian
驚,4,kenn,keⁿ,228,False,kautian
驚,4,kinn,kiⁿ,50,False,kautian
狗母魚,4,káu-bó-hî,káu-bó-hî,16,False,"kautian,taihoa"
狗母魚,4,káu-bó-hû,káu-bó-hû,16,False,kautian
狗母魚,4,káu-bú-hî,káu-bú-hî,16,False,"kautian,taijit"
狗母魚,4,káu-bú-hû,káu-bú-hû,16,False,kautian
沉沉,4,thīm-thīm,thīm-thīm,25,False,taijit
沉沉,4,tiâm-tiâm,tiâm-tiâm,25,False,taijit
沉沉,4,tìm-tìm,tìm-tìm,25,False,taijit
沉沉,4,tîm-tîm,tîm-tîm,25,False,taijit
俔,4,hián,hián,50,False,kautian
俔,4,hiān,hiān,50,False,khpoo
俔,4,hiǎn,hiǎn,50,False,khpoo
俔,4,kiàn,kiàn,50,False,khpoo
沉積岩,4,tiâm-tsik-giâm,tiâm-chek-giâm,16,False,itaigi
沉積岩,4,tiâm-tsik-gâm,tiâm-chek-gâm,16,False,itaigi
沉積岩,4,tîm-tsik-giâm,tîm-chek-giâm,16,False,"itaigi,stti"
沉積岩,4,tîm-tsik-gâm,tîm-chek-gâm,16,False,"itaigi,stti"
沒落,4,bi̍t-lo̍h,bi̍t-lo̍h,25,False,"itaigi,taihoa"
沒落,4,bua̍t-lo̍h,boa̍t-lo̍h,25,False,taihoa
沒落,4,buē-lo̍h,bōe-lo̍h,25,False,taijit
沒落,4,bu̍t-lo̍h,bu̍t-lo̍h,25,False,itaigi
沓,4,ta̍p,ta̍p,513,False,kautian
沓,4,ta̍uh,tau̍h,513,False,"kautian,taihoa"
沓,4,tha̍h,tha̍h,200,True,kautian
沓,4,tap,tap,50,False,taijit
笑,4,tshiò,chhiò,3995,False,"kautian,taihoa,taijit"
笑,4,siàu,siàu,1089,False,"kautian,taihoa"
笑,4,tshiàu,chhiàu,363,False,kautian
笑,4,tshiòr,chhiòr,50,False,kautian
沙漠,4,sa-bo̍k,sa-bo̍k,25,False,taihoa
沙漠,4,sa-bôo,sa-bô͘,25,False,taihoa
沙漠,4,sua-bo̍k,soa-bo̍k,1,False,"kautian,taijit,stti"
沙漠,4,sua-bôo,soa-bô͘,1,False,"kautian,taihoa"
少,4,siàu,siàu,3010,False,"kautian,taihoa,taijit"
少,4,tsió,chió,1505,False,"kautian,taihoa,taijit,stti"
少,4,siáu,siáu,250,False,"kautian,taijit"
少,4,tsiór,chiór,50,False,kautian
沙米士,4,sa-bì-sù,sa-bì-sù,10,False,
沙米士,4,sa-bí-suh,sa-bí-suh,10,False,
沙米士,4,sa-bi-suh,sa-bi-suh,1,False,
沙米士,4,sa̋-bì-sù,să-bì-sù,1,False,
豁,4,huat,hoat,164,False,
豁,4,heh,heh,50,False,khpoo
豁,4,herh,herh,50,False,khpoo
豁,4,hat,hat,0,False,kautian
驚生份,4,kiann tshenn-hūn,kiaⁿ chheⁿ-hūn,16,False,kautian
驚生份,4,kiann tshinn-hūn,kiaⁿ chhiⁿ-hūn,16,False,kautian
驚生份,4,kiann-senn-hūn,kiaⁿ-seⁿ-hūn,16,False,kautian
驚生份,4,kiann-sinn-hūn,kiaⁿ-siⁿ-hūn,16,False,"kautian,taijit"
女士,4,lí-sū,lí-sū,25,False,"kautian,taihoa"
女士,4,lír-sīr,lír-sīr,25,False,khpoo
女士,4,lír-sǐr,lír-sǐr,25,False,khpoo
女士,4,lú-sū,lú-sū,10,False,"kautian,taijit"
齒科,4,khí-kher,khí-kher,25,False,khpoo
齒科,4,tshí-kho,chhí-kho,25,False,taijit
齒科,4,khí-kho,khí-kho,10,False,"kautian,taihoa,taijit"
齒科,4,khí-khe,khí-khe,1,False,khpoo
侶,4,lī,lī,251,False,
侶,4,līr,līr,50,False,khpoo
侶,4,lǐr,lǐr,50,False,khpoo
侶,4,lū,lū,2,False,kautian
波,4,pho,pho,550,False,"kautian,itaigi,taihoa,taijit"
波,4,po,po,50,False,kautian
波,4,phoo,pho͘,3,False,kautian
波,4,poo,po͘,1,False,
圩,4,hir,hir,50,False,khpoo
圩,4,hu,hu,50,False,khpoo
圩,4,îr,îr,50,False,khpoo
圩,4,û,û,50,False,khpoo
泥,4,nî,nî,50,False,"kautian,taihoa,taijit"
泥,4,lê,lê,3,False,taijit
泥,4,lē,lē,2,False,
泥,4,nī,nī,0,False,
注,4,tsù,chù,1968,False,"kautian,taihoa,taijit"
注,4,tù,tù,328,False,"kautian,taihoa,taijit"
注,4,tsuh,chuh,50,True,"kautian,taijit"
