hanzi,tl,poj,frequency,is_variant,kautian,taigitv,itaigi,sitbut,taihoa,taijit,kungge,stti,khpoo
打破,phah-phuà,phah-phòa,25,True,True,False,False,False,False,True,False,False,False
打砂,phah-sua,phah-soa,25,True,False,False,False,False,False,True,False,False,False
打石,phah-tsio̍h,phah-chio̍h,25,True,True,False,False,False,False,True,False,False,False
打銀,phah-gûn,phah-gûn,25,True,False,False,False,False,False,True,False,False,False
打鋪,phah-phoo,phah-pho͘,25,True,False,False,False,False,False,True,False,False,False
折花,at-hue,at-hoe,25,True,False,False,False,False,False,True,False,False,False
扱稅,khioh-suè,khioh-sòe,25,True,True,False,False,False,False,False,False,False,False
扶撑,phôo-thánn,phô͘-tháⁿ,25,True,True,False,False,False,False,False,False,False,False
扲帶,gīm-tuà,gīm-tòa,25,True,False,False,False,False,True,False,False,False,False
扱骨,khioh-kut,khioh-kut,25,True,True,False,False,False,False,False,False,False,False
扱錢,khioh-tsînn,khioh-chîⁿ,25,True,True,False,False,False,False,False,False,False,False
扱襇,khioh-kíng,khioh-kíng,25,True,True,False,False,False,False,False,False,False,False
扱著,khioh-tio̍h,khioh-tio̍h,25,True,True,False,False,False,False,False,False,False,False
扱稅,khioh-sè,khioh-sè,25,True,True,False,False,False,False,False,False,False,False
扱桷,khioh-ka̍k,khioh-ka̍k,25,True,True,False,False,False,False,False,False,False,False
扶膦,phôo-lān,phô͘-lān,25,True,False,False,False,False,True,False,False,False,False
扱柴,khioh-tshâ,khioh-chhâ,25,True,True,False,False,False,False,False,False,False,False
扱拾,khioh-si̍p,khioh-si̍p,25,True,True,False,False,False,False,False,False,False,False
扱恨,khioh-hūn,khioh-hūn,25,True,True,False,False,False,False,False,False,False,False
扱恨,khioh-hīn,khioh-hīn,25,True,True,False,False,False,False,False,False,False,False
扱客,khioh-kheh,khioh-kheh,25,True,True,False,False,False,False,False,False,False,False
扭鬃,liú-tsang,liú-chang,25,True,False,False,False,False,True,True,False,False,False
扭搙,liú-la̍k,liú-la̍k,25,True,True,False,False,False,False,False,False,False,False
扶腳,phôo-kha,phô͘-kha,25,True,False,False,False,False,True,False,False,False,False
批仔,phi-á,phi-á,25,True,True,False,True,False,False,False,False,False,False
打錢,phah-tsînn,phah-chîⁿ,25,True,False,False,False,False,False,True,False,False,False
抓布,jiàu-pòo,jiàu-pò͘,25,True,False,False,False,False,False,True,False,False,False
折直,at-ti̍t,at-ti̍t,25,True,False,False,False,False,False,True,False,False,False
折曲,at-khiau,at-khiau,25,True,False,False,False,False,False,True,False,False,False
折指,at-tsí,at-tsí,25,True,False,False,False,False,False,True,False,False,False
折指,at-kí,at-kí,25,True,False,False,False,False,False,True,False,False,False
折折,at-lat,at-lat,25,True,False,False,False,False,False,True,False,False,False
折折,at-at,at-at,25,True,False,False,False,False,False,True,False,False,False
抓布,niàu-pòo,niàu-pò͘,25,True,False,False,False,False,False,True,False,False,False
抓仔,niáu-á,niáu-á,25,True,True,False,False,False,False,False,False,False,False
批腳,phue-kha,phoe-kha,25,True,False,False,False,False,False,True,False,False,False
抓仔,jiáu-á,jiáu-á,25,True,True,False,False,False,False,False,False,False,False
抈鼻,mooh-phīnn,mo͘h-phīⁿ,25,True,True,False,False,False,False,False,False,False,False
抄賬,tshau-siàu,chhau-siàu,25,True,False,False,False,False,False,True,False,False,False
抄找,tshiau-tshuē,chhiau-chhōe,25,True,False,False,False,False,True,False,False,False,False
抄封,tshau-hong,chhau-hong,25,True,False,False,False,False,False,True,False,False,False
抄家,tshiau-ke,chhiau-ke,25,True,False,False,False,False,True,False,False,False,False
抁抁,ńg-ńg,ńg-ńg,25,True,False,False,False,False,False,True,False,False,False
扭扭,khiú-khiú,khiú-khiú,25,True,False,False,False,False,False,True,False,False,False
扭倒,khiú-tó,khiú-tó,25,True,False,False,False,False,False,True,False,False,False
扣油,khà-iû,khà-iû,25,True,True,False,False,False,False,False,False,False,False
打靶,phah-pé,phah-pé,25,True,False,False,False,False,False,True,False,False,False
打鬆,phah-sang,phah-sang,25,True,False,False,False,False,False,True,False,False,False
打骿,phah-phiann,phah-phiaⁿ,25,True,False,False,False,False,False,True,False,False,False
打骰,phah-tâu,phah-tâu,25,True,False,False,False,False,False,True,False,False,False
打驚,phah-kiann,phah-kiaⁿ,25,True,False,False,False,False,False,True,False,False,False
打騙,phah-phiàn,phah-phiàn,25,True,False,False,False,False,False,True,False,False,False
打餉,phah-hiòng,phah-hiòng,25,True,False,False,False,False,False,True,False,False,False
打頭,phah-thâu,phah-thâu,25,True,False,False,False,False,False,True,False,False,False
打革,phah-kik,phah-kek,25,True,False,False,False,False,False,True,False,False,False
扞賬,huānn-siàu,hōaⁿ-siàu,25,True,True,False,False,False,False,False,False,False,False
打面,phah-bīn,phah-bīn,25,True,False,False,False,False,False,True,False,False,False
打隊,phah-tuī,phah-tūi,25,True,False,False,False,False,False,True,False,False,False
打長,phah-tn̂g,phah-tn̂g,25,True,False,False,False,False,False,True,False,False,False
打鑽,phah-tsǹg,phah-tsǹg,25,True,False,False,False,False,False,True,False,False,False
打鑼,phah-lô,phah-lô,25,True,False,False,False,False,False,True,False,False,False
打鏨,phah-tsām,phah-chām,25,True,False,False,False,False,False,True,False,False,False
打鍾,phah-tsing,phah-cheng,25,True,False,False,False,False,False,True,False,False,False
打鱗,phah-lân,phah-lân,25,True,False,False,False,False,False,True,False,False,False
打鳥,phah-tsiáu,phah-chiáu,25,True,False,False,False,False,False,True,False,False,False
打鹵,phah-lóo,phah-ló͘,25,True,False,False,False,False,False,True,False,False,False
打鹽,phah-iâm,phah-iâm,25,True,False,False,False,False,False,True,False,False,False
托鼎,thuh-tiánn,thuh-tiáⁿ,25,True,False,False,False,False,False,True,False,False,False
托高,thuh-kuâinn,thuh-koâiⁿ,25,True,False,False,False,False,False,True,False,False,False
托醒,thuh-tshénn,thuh-chhéⁿ,25,True,False,False,False,False,True,False,False,False,False
托窗,thuh-thang,thuh-thang,25,True,False,False,False,False,False,True,False,False,False
托破,thuh-phuà,thuh-phòa,25,True,False,False,False,False,True,True,False,False,False
托燈,thuh-ting,thuh-teng,25,True,False,False,False,False,False,True,True,False,False
托椆,thuh-tiâu,thuh-tiâu,25,True,False,False,False,False,True,False,False,False,False
托托,thuh-thuh,thuh-thuh,25,True,False,False,False,False,False,True,False,False,False
托手,thuh-tshiú,thuh-chhiú,25,True,False,False,False,False,False,True,False,False,False
托屏,thuh-pîn,thuh-pîn,25,True,False,False,False,False,False,True,False,False,False
托仔,thuh-á,thuh-á,25,True,True,False,False,False,False,True,False,False,False
打鼓,phah-kóo,phah-kó͘,25,True,False,False,False,False,False,True,False,False,False
打點,phah-tiám,phah-tiám,25,True,False,False,False,False,False,True,False,False,False
打麵,phah-mī,phah-mī,25,True,False,False,False,False,False,True,False,False,False
打麟,phah-lân,phah-lân,25,True,True,False,False,False,False,False,False,False,False
掛美,kuà-suí,kòa-suí,25,True,False,False,False,False,False,True,False,False,False
掛腳,khuè-kha,khòe-kha,25,True,False,False,False,False,True,False,False,False,False
掛衫,kuì-sann,kùi-saⁿ,25,True,False,False,False,False,True,False,False,False,False
攲旁,khi-pîng,khi-pêng,25,True,False,False,False,False,False,True,False,False,False
收賬,siu-siàu,siu-siàu,25,True,True,False,False,False,False,True,False,False,False
收腳,siu-kha,siu-kha,25,True,False,False,False,False,True,True,False,False,False
收濕,siu-sip,siu-sip,25,True,False,False,False,False,True,True,False,False,False
收涎,siu-nuā,siu-nōa,25,True,True,False,False,False,False,True,False,False,False
收歸,siu-kui,siu-kui,25,True,False,False,False,False,True,False,False,False,False
收担,siu-tànn,siu-tàⁿ,25,True,True,False,False,False,False,False,False,False,False
收嘴,siu-tshuì,siu-chhùi,25,True,True,False,False,False,True,True,False,False,False
攬嘴,án-tshuì,án-chhùi,25,True,False,False,False,False,False,True,False,False,False
放孔,pàng-khang,pàng-khang,25,True,False,False,False,False,False,True,False,False,False
攤賬,thuann-siàu,thoaⁿ-siàu,25,True,False,False,False,False,False,True,False,False,False
攝襉,liap-kíng,liap-kíng,25,True,False,False,True,False,True,True,False,False,False
攙濫,tsham-lām,chham-lām,25,True,False,False,False,False,True,False,False,False,False
攕担,tshiam-tann,chhiam-taⁿ,25,True,True,False,False,False,False,False,False,False,False
攔截,nuâ-tsa̍h,nôa-cha̍h,25,True,False,False,False,False,True,False,False,False,False
攃簽,tshuah-tshiam,chhoah-chhiam,25,True,True,False,False,False,False,False,False,False,False
攃冰,tshuah-ping,chhoah-peng,25,True,True,False,False,False,False,False,False,False,False
放子,pàng-kiánn,pàng-kiáⁿ,25,True,False,False,False,False,False,True,False,False,False
放椆,pàng-tiâu,pàng-tiâu,25,True,False,False,False,False,False,True,False,False,False
散鄉,sàn-hiong,sàn-hiong,25,True,True,False,False,False,True,True,False,False,False
敕封,thik-hong,thek-hong,25,True,False,False,True,False,True,True,False,False,False
敢要,kám-beh,kám-beh,25,True,False,False,False,False,False,True,False,False,False
敢要,kiám-beh,kiám-beh,25,True,False,False,False,False,False,True,False,False,False
敢甲,kám-kah,kám-kah,25,True,False,False,False,False,True,True,False,False,False
敢不,kám-m̄,kám-m̄,25,True,False,False,False,False,False,True,False,False,False
敢不,kiám-m̄,kiám-m̄,25,True,False,False,False,False,False,True,False,False,False
教外,kàu-guā,kàu-gōa,25,True,False,False,False,False,False,True,False,False,False
敗輦,pāi-lián,pāi-lián,25,True,False,False,False,False,True,False,False,False,False
救儂,kiù-lâng,kiù-lâng,25,True,True,False,False,False,False,False,False,False,False
放紨,pàng-pôo,pàng-pô͘,25,True,False,False,False,False,True,False,False,False,False
敆嘴,kap-tshuì,kap-chhùi,25,True,False,False,False,False,True,False,False,False,False
故謙,kòo-khiam,kò͘-khiam,25,True,True,False,False,False,False,True,False,False,False
敁脫,tháu-thuah,tháu-thoah,25,True,False,False,False,False,True,False,False,False,False
敁篤,tìm-táu,tìm-táu,25,True,True,False,False,False,False,False,False,False,False
敁斗,tìm-táu,tìm-táu,25,True,True,False,False,False,False,False,False,False,False
放高,pàng-kuâinn,pàng-koâiⁿ,25,True,False,False,False,False,False,True,False,False,False
放賬,pàng-siàu,pàng-siàu,25,True,True,False,False,False,False,True,False,False,False
擼力,lóo-la̍t,ló͘-la̍t,25,True,True,False,False,False,False,False,False,False,False
擺腳,pái-kha,pái-kha,25,True,False,False,False,False,True,True,False,False,False
擺布,pái-pòo,pái-pò͘,25,True,False,False,False,False,False,True,False,False,False
撞孔,tōng-khang,tōng-khang,25,True,False,False,False,False,False,True,False,False,False
撠精,ngiauh-siâu,ngiauh-siâu,25,True,False,False,False,False,False,True,False,False,False
撠嘴,ngiauh-tshuì,ngiauh-chhùi,25,True,False,False,False,False,True,True,False,False,False
撞門,lòng-mn̂g,lòng-mn̂g,25,True,False,False,False,False,False,True,False,False,False
撞破,lòng-phuà,lòng-phòa,25,True,True,False,False,False,False,False,False,False,False
撞球,lòng-kiû,lòng-kiû,25,True,False,False,False,False,False,True,False,False,False
撞歹,lòng-pháinn,lòng-pháiⁿ,25,True,False,False,False,False,True,False,False,False,False
撞槌,lòng-thuî,lòng-thûi,25,True,False,False,False,False,False,True,False,False,False
撞價,lòng-kè,lòng-kè,25,True,False,False,False,False,False,True,False,False,False
擲腳,tǹg-kha,tǹg-kha,25,True,False,False,False,False,False,True,False,False,False
撞倒,lòng-tó,lòng-tó,25,True,False,False,False,False,True,False,False,False,False
撚布,lián-pòo,lián-pò͘,25,True,False,False,False,False,False,True,False,False,False
撚孔,lián-khang,lián-khang,25,True,False,False,False,False,False,True,False,False,False
撕票,liah-phiò,liah-phiò,25,True,False,False,False,False,True,False,False,False,False
撓土,hiau-thôo,hiau-thô͘,25,True,False,False,False,False,False,True,False,False,False
撒香,suah-phang,soah-phang,25,True,False,False,False,False,False,True,False,False,False
撒精,suah-siâu,soah-siâu,25,True,False,False,False,False,False,True,False,False,False
撥腳,puat-kha,poat-kha,25,True,False,False,False,False,True,False,False,False,False
撥開,pué-khui,póe-khui,25,True,True,False,False,False,True,False,False,False,False
撩布,liâu-pòo,liâu-pò͘,25,True,False,False,True,False,False,False,False,False,False
撫卹,hú-sut,hú-sut,25,True,False,False,False,False,True,False,False,False,False
擲印,tǹg-ìn,tǹg-ìn,25,True,True,False,False,False,False,True,False,False,False
擱較,koh-khah,koh-khah,25,True,True,False,False,False,False,False,False,False,False
擱礁,khò-ta,khò-ta,25,True,False,False,False,False,False,True,False,False,False
擧頭,gia̍h-thâu,gia̍h-thâu,25,True,True,False,False,False,False,False,False,False,False
擧手,gia̍h-tshiú,gia̍h-chhiú,25,True,True,False,False,False,False,False,False,False,False
擧懸,gia̍h-kuân,gia̍h-koân,25,True,True,False,False,False,False,False,False,False,False
擦賬,tshat-siàu,chhat-siàu,25,True,False,False,False,False,False,True,False,False,False
擘開,pué-khui,póe-khui,25,True,True,False,False,False,False,False,False,False,False
擗土,phia̍k-thôo,phia̍k-thô͘,25,True,False,False,False,False,True,False,False,False,False
擒帶,khîm-tuà,khîm-tòa,25,True,False,False,False,False,True,True,False,False,False
擂椎,luî-thuî,lûi-thûi,25,True,False,False,False,False,True,False,False,False,False
撼撼,hián-hián,hián-hián,25,True,False,False,False,False,False,True,False,False,False
撫遠,hú-uán,hú-oán,25,True,False,False,False,False,True,False,False,False,False
撫育,hú-io̍k,hú-io̍k,25,True,False,False,False,False,True,False,False,False,False
撫平,hú-pîng,hú-pêng,25,True,False,False,False,False,True,False,False,False,False
散布,sàn-pòo,sàn-pò͘,25,True,False,False,False,False,True,False,False,False,False
散雄,suànn-hîng,sòaⁿ-hêng,25,True,True,False,False,False,True,False,False,False,False
掞掉,tàn-tiāu,tàn-tiāu,25,True,False,False,False,False,True,False,False,False,False
暗淀,àm-tīnn,àm-tīⁿ,25,True,False,False,False,False,True,True,False,False,False
曝布,pha̍k-pòo,pha̍k-pò͘,25,True,False,False,False,False,False,True,False,False,False
曝凋,pha̍k-ta,pha̍k-ta,25,True,False,False,False,False,True,False,False,False,False
曝乾,pha̍k-ta,pha̍k-ta,25,True,False,False,False,False,False,True,False,False,False
暴芽,pok-ínn,pok-ínn,25,True,True,False,False,False,False,False,False,False,False
暴憑,pōo-pîn,pō͘-pîn,25,True,True,False,False,False,True,True,False,False,False
暗醭,àm-phú,àm-phú,25,True,True,False,False,False,False,False,False,False,False
暗礁,àm-ta,àm-ta,25,True,False,False,False,False,True,True,False,False,False
暗念,àm-liām,àm-liām,25,True,False,False,False,False,False,True,False,False,False
曠字,làng-jī,làng-jī,25,True,False,False,False,False,False,True,False,False,False
暗分,àm-hūn,àm-hūn,25,True,False,False,False,False,True,False,False,False,False
暗冥,àm-mî,àm-mî,25,True,True,False,False,False,False,False,False,False,False
暗冥,àm-mê,àm-mê,25,True,True,False,False,False,False,False,False,False,False
暗䀟,àm-phú,àm-phú,25,True,True,False,False,False,False,False,False,False,False
暈迷,hūn-bê,hūn-bê,25,True,True,False,False,False,False,False,False,False,False
暈暈,hūn-hūn,hūn-hūn,25,True,False,False,False,False,False,True,False,False,False
暈去,hūn-khì,hūn-khì,25,True,False,False,False,False,True,False,False,False,False
曠孔,làng-khang,làng-khang,25,True,False,False,False,False,False,True,False,False,False
曠工,làng-kang,làng-kang,25,True,True,False,False,False,False,True,False,False,False
敨喟,tháu-khuì,tháu-khùi,25,True,True,False,False,False,False,False,False,False,False
曠開,làng-khui,làng-khui,25,True,False,False,False,False,False,True,False,False,False
天旁,thian-pîng,thian-pêng,25,True,False,False,False,False,True,True,False,False,False
更較,koh-khah,koh-khah,25,True,True,False,False,False,False,True,False,False,False
更歸,koh-kui,koh-kui,25,True,False,False,False,False,False,True,False,False,False
更布,kinn-pòo,kiⁿ-pò͘,25,True,False,False,False,False,True,False,False,False,False
更加,koh-ka,koh-ka,25,True,False,False,False,False,False,True,False,False,False
曲腳,khiau-kha,khiau-kha,25,True,False,False,False,False,False,True,False,False,False
曠雲,làng-hûn,làng-hûn,25,True,False,False,False,False,False,True,False,False,False
曠通,làng-thàng,làng-thàng,25,True,False,False,False,False,False,True,False,False,False
曠日,làng-ji̍t,làng-ji̍t,25,True,False,False,False,False,False,True,False,False,False
曠腳,làng-kha,làng-kha,25,True,False,False,False,False,False,True,False,False,False
曠縫,làng-phāng,làng-phāng,25,True,True,False,False,False,False,True,False,False,False
曠站,làng-tsām,làng-chām,25,True,True,False,False,False,False,False,False,False,False
曠礦,làng-làng,làng-làng,25,True,False,False,False,False,False,True,False,False,False
曠月,làng-gue̍h,làng-goe̍h,25,True,True,False,False,False,False,False,False,False,False
曠月,làng-ge̍h,làng-ge̍h,25,True,True,False,False,False,False,False,False,False,False
曠晝,làng-tàu,làng-tàu,25,True,False,False,False,False,False,True,False,False,False
暈倒,hūn-tó,hūn-tó,25,True,False,False,False,False,True,True,False,False,False
普度,phóo-tōo,phó͘-tō͘,25,True,True,False,False,False,True,True,False,False,False
時尚,sî-siōng,sî-siōng,25,True,False,False,False,False,True,False,False,False,False
斂嘴,liàm-tshuì,liàm-chhùi,25,True,False,False,False,False,True,False,False,False,False
斷乳,tn̄g-ni,tn̄g-ni,25,True,True,False,False,False,False,False,False,False,False
斷乳,tn̄g-ling,tn̄g-leng,25,True,True,False,False,False,False,True,False,False,False
新腳,sin-kha,sin-kha,25,True,False,False,False,False,False,True,False,False,False
斜嘴,tshiâ-tshuì,chhiâ-chhùi,25,True,False,False,False,False,False,True,False,False,False
斗母,táu-bú,táu-bú,25,True,False,False,False,False,False,True,False,False,False
斑甲,pan-kah,pan-kah,25,True,True,False,False,False,False,False,False,False,False
文旁,bûn-pîng,bûn-pêng,25,True,False,False,False,False,True,False,False,False,False
敷被,tshu-phē,chhu-phē,25,True,True,False,False,False,False,True,False,False,False
是賬,sī-siàu,sī-siàu,25,True,False,False,False,False,False,True,False,False,False
敷被,tshu-phuē,chhu-phōe,25,True,True,False,False,False,False,False,False,False,False
敷蓆,tshu-tshio̍h,chhu-chhio̍h,25,True,False,False,False,False,False,True,False,False,False
敷腳,tshu-kha,chhu-kha,25,True,False,False,False,False,False,True,False,False,False
敷枋,tshu-pang,chhu-pang,25,True,False,False,False,False,False,True,False,False,False
敷敷,tshu-tshu,chhu-chhu,25,True,False,False,False,False,False,True,False,False,False
整徼,tsíng-kiáu,tsíng-kiáu,25,True,True,False,False,False,False,False,False,False,False
整儌,tsíng-kiáu,tsíng-kiáu,25,True,True,False,False,False,False,False,False,False,False
斷臍,tńg-tsâi,tńg-châi,25,True,True,False,False,False,False,True,False,False,False
斷青,tn̄g-tshinn,tn̄g-chhiⁿ,25,True,False,False,False,False,False,True,False,False,False
方板,hong-pang,hong-pang,25,True,False,False,False,False,False,True,False,False,False
施加,si-ka,si-ka,25,True,False,False,False,False,True,False,False,False,False
是嘴,sī-tshuì,sī-chhùi,25,True,False,False,False,False,True,True,False,False,False
明歲,mê-tsè,mê-chè,25,True,False,False,False,False,False,True,False,False,False
旺椆,ōng-tiâu,ōng-tiâu,25,True,False,False,False,False,False,True,False,False,False
早淀,tsá-tīnn,chá-tīⁿ,25,True,False,False,False,False,True,True,False,False,False
旦才,tann-tsiah,taⁿ-chiah,25,True,False,False,False,False,True,False,False,False,False
旦即,tann-tsiah,taⁿ-chiah,25,True,False,False,False,False,True,False,False,False,False
日虎,ji̍t-hóo,ji̍t-hó͘,25,True,False,False,False,False,False,True,False,False,False
日腳,li̍t-kha,li̍t-kha,25,True,False,False,False,False,True,False,False,False,False
日腳,ji̍t-kha,ji̍t-kha,25,True,False,False,False,False,True,True,False,False,False
日罩,ji̍t-tàu,ji̍t-tàu,25,True,False,False,False,False,False,True,False,False,False
旗帶,kî-tuà,kî-tòa,25,True,False,False,False,False,False,True,False,False,False
旋螺,se̍h-lê,se̍h-lê,25,True,False,False,False,False,False,True,False,False,False
旋精,suan-siâu,soan-siâu,25,True,False,False,False,False,False,True,False,False,False
旋精,se̍h-siâu,se̍h-siâu,25,True,False,False,False,False,False,True,False,False,False
斾鍊,phua̍h-liān,phoa̍h-liān,25,True,True,False,False,False,False,False,False,False,False
撑高,thìnn-kuâinn,thìⁿ-koâiⁿ,25,True,False,False,False,False,False,True,False,False,False
撐高,thènn-kuân,thèⁿ-koân,25,True,True,False,False,False,False,False,False,False,False
撐高,thánn-kuân,tháⁿ-koân,25,True,False,False,False,False,False,True,False,False,False
搓草,so-tsháu,so-chháu,25,True,True,False,False,False,True,False,False,False,False
搔油,so-iû,so-iû,25,True,False,False,False,False,False,True,False,False,False
搔搔,so-so,so-so,25,True,False,False,False,False,False,True,False,False,False
搔捋,so-lua̍h,so-loa̍h,25,True,False,False,False,False,True,True,False,False,False
搔手,so-tshiú,so-chhiú,25,True,False,False,False,False,True,True,False,False,False
搔圓,so-înn,so-îⁿ,25,True,False,False,False,False,False,True,False,False,False
搔光,so-kng,so-kng,25,True,False,False,False,False,False,True,False,False,False
搓鹽,so-iâm,so-iâm,25,True,True,False,False,False,False,False,False,False,False
搓手,so-tshiú,so-chhiú,25,True,False,False,False,False,True,False,False,False,False
搔粉,so-hún,so-hún,25,True,False,False,False,False,False,True,False,False,False
搓圓,so-înn,so-îⁿ,25,True,True,False,False,False,True,False,False,False,False
搏拊,phok-hú,phok-hú,25,True,False,False,True,False,False,True,False,False,False
搏土,tshiau-thôo,chhiau-thô͘,25,True,False,False,False,False,False,True,False,False,False
損盪,sńg-tn̄g,sńg-tn̄g,25,True,True,False,False,False,False,False,False,False,False
揳錢,seh-tsînn,seh-chîⁿ,25,True,False,False,False,False,True,False,False,False,False
揳縫,seh-phāng,seh-phāng,25,True,True,False,False,False,False,False,False,False,False
揳空,seh-khang,seh-khang,25,True,True,False,False,False,False,False,False,False,False
搔癢,so-tsiūnn,so-chiūⁿ,25,True,False,False,False,False,True,True,False,False,False
搔線,so-suànn,so-sòaⁿ,25,True,False,False,False,False,False,True,False,False,False
撐頷,thènn-ām,thèⁿ-ām,25,True,False,False,False,False,True,False,False,False,False
搨腳,thap-kha,thap-kha,25,True,True,False,False,False,False,False,False,False,False
搭客,tah-kheh,tah-kheh,25,True,False,False,False,False,True,True,False,False,False
搭壁,tah-piah,tah-piah,25,True,False,False,False,False,True,True,False,False,False
搭土,tah-thôo,tah-thô͘,25,True,False,False,False,False,False,True,False,False,False
搭倚,tah-uá,tah-óa,25,True,False,False,False,False,True,False,False,False,False
搬嘴,puann-tshuì,poaⁿ-chhùi,25,True,False,False,False,False,True,False,False,False,False
搬嘴,puan-tshuì,poan-chhùi,25,True,False,False,False,False,False,True,False,False,False
搨骹,thap-kha,thap-kha,25,True,True,False,False,False,False,False,False,False,False
搧紨,siàn-pôo,siàn-pô͘,25,True,False,False,False,False,True,False,False,False,False
搔草,so-tsháu,so-chháu,25,True,True,False,False,False,True,True,False,False,False
搥布,tuî-pòo,tûi-pò͘,25,True,False,False,False,False,False,True,False,False,False
搤孔,iah-khang,iah-khang,25,True,True,False,False,False,False,False,False,False,False
搢話,tsiàm-uē,chiàm-ōe,25,True,True,False,False,False,False,False,False,False,False
搡走,sak-tsáu,sak-cháu,25,True,True,False,False,False,False,False,False,False,False
搙權,la̍k-khuân,la̍k-khoân,25,True,True,False,False,False,False,False,False,False,False
搖腳,iô-kha,iô-kha,25,True,False,False,False,False,False,True,False,False,False
搔頭,so-thâu,so-thâu,25,True,False,False,False,False,True,False,False,False,False
揳孔,seh-khang,seh-khang,25,True,True,False,False,False,False,False,False,False,False
揪錠,tshiû-tiànn,chhiû-tiàⁿ,25,True,False,False,False,False,True,False,False,False,False
揪話,tshiû-uē,chhiû-ōe,25,True,False,False,False,False,True,True,False,False,False
推搡,the-sak,the-sak,25,True,True,False,False,False,False,False,False,False,False
掩攔,am-ânn,am-âⁿ,25,True,False,False,False,False,True,True,False,False,False
掩掩,am-am,am-am,25,True,False,False,False,False,False,True,False,False,False
掩戇,am-gōng,am-gōng,25,True,False,False,False,False,False,True,False,False,False
掩憨,am-khám,am-khám,25,True,False,False,False,False,False,True,False,False,False
掩壺,am-ôo,am-ô͘,25,True,False,False,False,False,False,True,False,False,False
掩嘴,ng-tshuì,ng-chhùi,25,True,False,False,False,False,False,True,False,False,False
推腳,thui-kha,thui-kha,25,True,False,False,False,False,True,False,False,False,False
接骹,tsiap-kha,chiap-kha,25,True,True,False,False,False,False,False,False,False,False
揪碇,tshiû-tiānn,chhiû-tiāⁿ,25,True,False,False,False,False,True,False,False,False,False
接腳,tsiap-kha,chiap-kha,25,True,True,False,False,False,True,True,False,False,False
接嘴,tsiap-tshuì,chiap-chhùi,25,True,True,False,False,False,True,True,False,False,False
掠餓,lia̍h-iau,lia̍h-iau,25,True,True,False,False,False,False,False,False,False,False
掠飢,lia̍h-iau,lia̍h-iau,25,True,True,False,False,False,False,False,False,False,False
掠賬,lia̍h-siàu,lia̍h-siàu,25,True,False,False,False,False,False,True,False,False,False
掠蝨,lia̍h-sat,lia̍h-sat,25,True,False,False,False,False,False,True,False,False,False
掠虎,lia̍h-hóo,lia̍h-hó͘,25,True,False,False,False,False,False,True,False,False,False
掩湖,am-ôo,am-ô͘,25,True,False,False,False,False,False,True,False,False,False
掩缸,am-kng,am-kng,25,True,False,False,False,False,False,True,False,False,False
掩胡,am-ôo,am-ô͘,25,True,False,False,False,False,True,False,False,False,False
掩蓋,am-khàm,am-khàm,25,True,True,False,False,False,False,True,False,False,False
揜塞,iap-siap,iap-siap,25,True,False,False,False,False,True,False,False,False,False
換甲,uānn-kah,ōaⁿ-kah,25,True,False,False,False,False,False,True,False,False,False
換嘴,uānn-tshuì,ōaⁿ-chhùi,25,True,True,False,False,False,True,True,False,False,False
插腳,tshah-kha,chhah-kha,25,True,False,False,False,False,True,False,False,False,False
插嘴,tshap-tshuì,chhap-chhùi,25,True,True,False,False,False,True,True,False,False,False
插嘴,tshah-tshuì,chhah-chhùi,25,True,False,False,False,False,True,False,False,False,False
揉死,juê-sí,jôe-sí,25,True,False,False,False,False,True,False,False,False,False
揉揉,juê-luê,jôe-lôe,25,True,False,False,False,False,False,True,False,False,False
揉揉,juê-juê,jôe-jôe,25,True,False,False,False,False,False,True,False,False,False
掽丁,phòng-ting,phòng-teng,25,True,True,False,False,False,False,False,False,False,False
掰嘴,pué-tshuì,póe-chhùi,25,True,False,False,False,False,True,False,False,False,False
掩鼻,am-phīnn,am-phīⁿ,25,True,False,False,False,False,True,False,False,False,False
掩面,am-bīn,am-bīn,25,True,False,False,True,False,False,False,False,False,False
掩貪,am-tham,am-tham,25,True,False,False,False,False,True,True,False,False,False
掩蔭,am-ìm,am-ìm,25,True,False,False,False,False,False,True,False,False,False
搭密,tah-bā,tah-bā,25,True,False,False,False,False,True,True,False,False,False
搭寮,tah-liâu,tah-liâu,25,True,False,False,False,False,False,True,False,False,False
搭岸,tah-huānn,tah-hōaⁿ,25,True,False,False,False,False,True,True,False,False,False
摔拆,sut-kho̍k,sut-kho̍k,25,True,False,False,False,False,False,True,False,False,False
摝喙,lo̍k-tshuì,lo̍k-chhùi,25,True,True,False,False,False,False,False,False,False,False
摔路,sut-lōo,sut-lō͘,25,True,False,False,False,False,False,True,False,False,False
摔角,sut-kak,sut-kak,25,True,False,False,False,False,True,False,False,False,False
摔繩,sut-tsîn,sut-chîn,25,True,True,False,False,False,False,False,False,False,False
摔目,sut-ba̍k,sut-ba̍k,25,True,False,False,False,False,True,True,False,False,False
摔摔,sut-sut,sut-sut,25,True,False,False,False,False,False,True,False,False,False
摔指,sut-kí,sut-kí,25,True,False,False,False,False,False,True,False,False,False
摔仔,sut-á,sut-á,25,True,True,False,False,False,True,True,False,False,False
搭題,tah-tuê,tah-tôe,25,True,False,False,False,False,False,True,False,False,False
摒蕩,piànn-tn̄g,piàⁿ-tn̄g,25,True,True,False,False,False,True,False,False,False,False
