tl,hanzi,frequency,poj
nâ-gâ-ku̍t-tshí,藍牙滑鼠,12,nâ-gâ-ku̍t-chhí
tsông-kiànn-gîn-hâng,藏鏡銀行,12,chông-kiàⁿ-gîn-hâng
gē-bûn-ua̍h-tāng,藝文活動,12,gē-bûn-oa̍h-tāng
io̍h-uân-ka-pi,藥丸咖啡,12,io̍h-oân-ka-pi
lôo-tik-á-tsiáu,蘆荻仔鳥,12,lô͘-tek-á-chiáu
phōng-kó-ji̍t-pò,蘋果日報,12,phōng-kó-ji̍t-pò
phōng-kó-tiān-náu,蘋果電腦,12,phōng-kó-tiān-náu
hóo-khiā-niau-tīn,虎徛貓陣,12,hó͘-khiā-niau-tīn
hir-tsîng-ké-ì,虛情假意,12,hir-chêng-ké-ì
hi-gí-si̍t-siōng,虛擬實像,12,hi-gí-si̍t-siōng
sat-ba̍k-hî-tōo,虱目魚肚,12,sat-ba̍k-hî-tō͘
phang-bi̍t-lê-bóng,蜂蜜檸檬,12,phang-bi̍t-lê-bóng
ngôo-khî-kā-kap,蜈蜞咬蛤,12,ngô͘-khî-kā-kap
ti-tu-kat-bāng,蜘蛛結網,12,ti-tu-kat-bāng
bi̍t-phang-oo-liông,蜜芳烏龍,12,bi̍t-phang-o͘-liông
lê-á-tsuí-ke,螺仔水雞,12,lê-á-chúi-ke
lê-á-tōo-kui,螺仔肚胿,12,lê-á-tō͘-kui
báng-á-teh-pe,蠓仔咧飛,12,báng-á-teh-pe
báng-á-teh-pue,蠓仔咧飛,12,báng-á-teh-poe
báng-á-hiunn-kun,蠓仔香君,12,báng-á-hiuⁿ-kun
hîng-tōng-kho-ki,行動科技,12,hêng-tōng-kho-ki
kiânn--khì-ah,行去矣,12,kiâⁿ--khì-ah
hîng-tsìng-īnn-tiúnn,行政院長,12,hêng-chèng-īⁿ-tiúⁿ
kiânn-kánn-ná-pe,行敢若飛,12,kiâⁿ-káⁿ-ná-pe
kiânn-kánn-ná-pue,行敢若飛,12,kiâⁿ-káⁿ-ná-poe
kiânn-m̄-tsai-lōo,行毋知路,12,kiâⁿ-m̄-chai-lō͘
kiânn-m̄-tio̍h-lōo,行毋著路,12,kiâⁿ-m̄-tio̍h-lō͘
kiânn-bē-khui-kha,行袂開跤,12,kiâⁿ-bē-khui-kha
kiânn-ta̍h-tsiat-bo̍k,行踏節目,12,kiâⁿ-ta̍h-chiat-bo̍k
ke-thâu-gē-jîn,街頭藝人,12,ke-thâu-gē-jîn
kue-thâu-gē-lîn,街頭藝人,12,koe-thâu-gē-lîn
tshiong-phuà-tōng-tu̍t,衝破撞突,12,chhiong-phòa-tōng-tu̍t
piáu-tsîng-bûn-jī,表情文字,12,piáu-chêng-bûn-jī
piáu-tsîng-hû-hō,表情符號,12,piáu-chêng-hû-hō
sann-khòo-king-á,衫褲弓仔,12,saⁿ-khò͘-keng-á
sue-bué-tō-jîn,衰尾道人,12,soe-bóe-tō-jîn
bē-o-ló-tit,袂呵咾得,12,bē-o-ló-tit
buē-kham-tit-khì,袂堪得氣,12,bōe-kham-tit-khì
bē-kham-tit-huân,袂堪得煩,12,bē-kham-tit-hoân
bē-hàu-koo-tit,袂孝孤得,12,bē-hàu-ko͘-tit
bē-áu-bân-tit,袂拗蠻得,12,bē-áu-bân-tit
bē-thàm-thiann-tit,袂探聽得,12,bē-thàm-thiaⁿ-tit
bē-tshiânn-kà-tit,袂晟教得,12,bē-chhiâⁿ-kà-tit
bē-hiáu-kiàn-siàu,袂曉見笑,12,bē-hiáu-kiàn-siàu
bē-hiáu-kóng-uē,袂曉講話,12,bē-hiáu-kóng-ōe
buē-hiáu-tńg-uan,袂曉轉彎,12,bōe-hiáu-tńg-oan
bē-hiáu-thang-sue,袂曉通衰,12,bē-hiáu-thang-soe
bē-sí-bē-ua̍h,袂死袂活,12,bē-sí-bē-oa̍h
bē-tàng-siu-suann,袂當收山,12,bē-tàng-siu-soaⁿ
bē-tàng-bô-ài,袂當無愛,12,bē-tàng-bô-ài
bē-tàng-suìnn-pái,袂當算擺,12,bē-tàng-sùiⁿ-pái
bē-khuànn-kháu-tit,袂看口得,12,bē-khòaⁿ-kháu-tit
bē-lo̍h-lâu-thui,袂落樓梯,12,bē-lo̍h-lâu-thui
bē-kìnn-tsìng-tit,袂見眾得,12,bē-kìⁿ-chèng-tit
bē-kiàn-bē-siàu,袂見袂笑,12,bē-kiàn-bē-siàu
bē-kóng-bē-tànn,袂講袂呾,12,bē-kóng-bē-tàⁿ
tshâi-uan-lia̍h-ti̍t,裁彎掠直,12,chhâi-oan-lia̍h-ti̍t
li̍h-lông-sàn-kah,裂 囊 散甲,12,li̍h-lông-sàn-kah
li̍h-lông-sàn-kah,裂囊散甲,12,li̍h-lông-sàn-kah
li̍h-hing-sàn-kah,裂胸散甲,12,li̍h-heng-sàn-kah
tsng-siáu--ê,裝痟的,12,chng-siáu--ê
thǹg-sann-thǹg-khòo,褪衫褪褲,12,thǹg-saⁿ-thǹg-khò͘
thǹg-khòo-pàng-phuì,褪褲放屁,12,thǹg-khò͘-pàng-phùi
luí-luí-tshuì-tshuì,褸褸碎碎,12,lúi-lúi-chhùi-chhùi
kíng-jiông-á-hue,襉絨仔花,12,kéng-jiông-á-hoe
se-kok-tshài-iàn,西國菜燕,12,se-kok-chhài-iàn
se-iûnn-kuí-tseh,西洋鬼節,12,se-iûⁿ-kúi-cheh
se-siang-pán-la̍p,西雙版納,12,se-siang-pán-la̍p
phak-tē-king-sin,覆地弓身,12,phak-tē-keng-sin
hok-tsuí-lân-siu,覆水難收,12,hok-chúi-lân-siu
kiàn-lâng-o-ló,見人呵咾,12,kiàn-lâng-o-ló
kìnn-oo-tio̍h-tak,見烏著觸,12,kìⁿ-o͘-tio̍h-tak
kiàn-siàu-bô-té,見笑無底,12,kiàn-siàu-bô-té
kui-uang-kui-tóng,規嚾規黨,12,kui-oang-kui-tóng
kui-ke-hué-á,規家伙仔,12,kui-ke-hóe-á
kui-thua-kui-kô,規拖規膏,12,kui-thoa-kui-kô
kui-thua-kui-kô,規拖退膏,12,kui-thoa-kui-kô
kui-bôo-king-tsè,規模經濟,12,kui-bô͘-keng-chè
kui-sin-khu-kuānn,規身軀汗,12,kui-sin-khu-kōaⁿ
bā-tah-bā-tah,覓搭覓搭,12,bā-tah-bā-tah
tshin-ài--ê,親愛的,12,chhin-ài--ê
kak-tshé́nn-tshing-liân,覺醒青年,12,kak-chhéⁿ-chheng-liân
kak-tshínn-tshing-liân,覺醒青年,12,kak-chhíⁿ-chheng-liân
kuan-im-hu̍t-tsóo,觀音佛祖,12,koan-im-hu̍t-chó͘
kuan-im-tāi-sū,觀音大士,12,koan-im-tāi-sū
kuan-im-phôo-sat,觀音菩薩,12,koan-im-phô͘-sat
kak-ka-sok-tōo,角加速度,12,kak-ka-sok-tō͘
kak-ūn-tōng-liōng,角運動量,12,kak-ūn-tōng-liōng
kái-bûn-seh-lī,解文說字,12,kái-bûn-seh-lī
kái-bûn-sueh-jī,解文說字,12,kái-bûn-soeh-jī
kì-tî-sio̍k-pháng,記持俗麭,12,kì-tî-sio̍k-pháng
khóo-táng--ê,許董的,12,khó͘-táng--ê
tsà-phiàn-tsi̍p-thuân,詐騙集團,12,chà-phiàn-chi̍p-thoân
phîng-phuànn-sin-senn,評判先生,12,phêng-phòaⁿ-sin-seⁿ
phîng-sím-lāu-su,評審老師,12,phêng-sím-lāu-su
uē-sái-liáu-liáu,話屎了了,12,ōe-sái-liáu-liáu
uē-gí-tsi-tiong,話語之中,12,ōe-gí-chi-tiong
gí-sòo-bûn-jī,語素文字,12,gí-sò͘-bûn-jī
gí-giân-tī-liâu,語言治療,12,gí-giân-tī-liâu
tsiânn-piànn--leh,誠拚咧,12,chiâⁿ-piàⁿ--leh
tsiânn-bô-kán-tan,誠無簡單,12,chiâⁿ-bô-kán-tan
seh-bûn-kái-lī,說文解字,12,seh-bûn-kái-lī
sueh-bûn-kái-jī,說文解字,12,soeh-bûn-kái-jī
thâu-king-á-tshài,調羹仔菜,12,thâu-keng-á-chhài
tshiánn-kuí-i-pēnn,請鬼醫病,12,chhiáⁿ-kúi-i-pēⁿ
kóng-tshing-kóng-bān,講千講萬,12,kóng-chheng-kóng-bān
kóng-kúi-kù-uē,講幾句話,12,kóng-kúi-kù-ōe
kóng-lóng-bē-liáu,講攏袂了,12,kóng-lóng-bē-liáu
kóng-pe̍h-tsha̍t-uē,講白賊話,12,kóng-pe̍h-chha̍t-ōe
kóng-sè-siann-uē,講細聲話,12,kóng-sè-siaⁿ-ōe
kóng-kín-tsuè-oh,講緊做僫,12,kóng-kín-chòe-oh
kóng-kín-tsò-oh,講緊做僫,12,kóng-kín-chò-oh
kóng-bān-kóo-tāi,講萬古代,12,kóng-bān-kó͘-tāi
kóng-tsuâ-tio̍h-suà,講蛇著紲,12,kóng-chôa-tio̍h-sòa
kóng-bē-tshun-tshia,講袂伸奢,12,kóng-bē-chhun-chhia
kóng-bē-tshun-tshia,講袂伸捙,12,kóng-bē-chhun-chhia
kóng-bē-huan-tshia,講袂翻捙,12,kóng-bē-hoan-chhia
kóng-hong-thâu-uē,講風頭話,12,kóng-hong-thâu-ōe
kín-kì-tsāi-sim,謹記在心,12,kín-kì-chāi-sim
hàm-hóng-tsin-si̍t,譀仿真實,12,hàm-hóng-chin-si̍t
pìnn-siánn-mih-báng,變啥物魍,12,pìⁿ-siáⁿ-mih-báng
piàn-sik-tōo-tīng,變色杜定,12,piàn-sek-tō͘-tēng
piàn-pîn-líng-khì,變頻冷氣,12,piàn-pîn-léng-khì
tāu-kuann-tsìnn-luân,豆乾糋戀,12,tāu-koaⁿ-chìⁿ-loân
tāu-tshài-té-ê,豆菜底的,12,tāu-chhài-té-ê
tāu-pôo-tshut-gê,豆酺出芽,12,tāu-pô͘-chhut-gê
ti-káu-khîm-siù,豬狗禽獸,12,ti-káu-khîm-siù
ti-kha-tsînn-á,豬跤錢仔,12,ti-kha-chîⁿ-á
niau-á-sai-nai,貓仔司奶,12,niau-á-sai-nai
niau-khang-lám-tshia,貓空纜車,12,niau-khang-lám-chhia
bâ-bū-á-kng,貓霧仔光,12,bâ-bū-á-kng
tsâi-thuân-huat-jîn,財團法人,12,châi-thoân-hoat-jîn
tsâi-sán-tsìng-bîng,財產證明,12,châi-sán-chèng-bêng
pân-tuānn-thun-nuā,貧惰吞瀾,12,pân-tōaⁿ-thun-nōa
pîn-tuānn-hô-bé,貧惰河馬,12,pîn-tōaⁿ-hô-bé
huè-bu̍t-á-tshia,貨物仔車,12,hòe-bu̍t-á-chhia
hè-bu̍t-á-tshia,貨物仔車,12,hè-bu̍t-á-chhia
mái-it-sòng-it,買一送一,12,mái-it-sòng-it
huì-khì-huì-tak,費氣費觸,12,hùi-khì-hùi-tak
tah-sim-á-hiann,貼心仔兄,12,tah-sim-á-hiaⁿ
tah-ba̍k-kiànn-jîn,貼目鏡仁,12,tah-ba̍k-kiàⁿ-jîn
tsu-liāu-a̍p-á,資料匣仔,12,chu-liāu-a̍p-á
tsu-liāu-nge̍h-á,資料挾仔,12,chu-liāu-nge̍h-á
pin-tsú-tsīn-huan,賓主盡歡,12,pin-chú-chīn-hoan
hiân-tshe-liông-bió,賢妻良母,12,hiân-chhe-liông-bió
buē-tshài--ê,賣菜的,12,bōe-chhài--ê
bē-tshài--ê,賣菜的,12,bē-chhài--ê
sài-phóo-li̍k-su,賽普勒斯,12,sài-phó͘-le̍k-su
tshiah-kah-ji̍p-jiông,赤甲入茸,12,chhiah-kah-ji̍p-jiông
tshiah-kha-sian-á,赤跤仙仔,12,chhiah-kha-sian-á
tshiah-kha-lô-hàn,赤跤羅漢,12,chhiah-kha-lô-hàn
tshiah-sin--ê,赤身的,12,chhiah-sin--ê
tsáu-kánn-ná-pe,走敢若飛,12,cháu-káⁿ-ná-pe
tsáu-kánn-ná-pue,走敢若飛,12,cháu-káⁿ-ná-poe
tsâu-hué-ji̍p-mô͘,走火入魔,12,châu-hóe-ji̍p-mô͘
tsáu-tshia-li̍k-lōo,走車碌路,12,cháu-chhia-le̍k-lō͘
khí-ka-lún-sún,起交懍恂,12,khí-ka-lún-sún
khí-sìng-la̍k-tē,起性搦地,12,khí-sèng-la̍k-tē
khí-tsheh-kàu-tè,起慼到地,12,khí-chheh-kàu-tè
khí-mo͘-lia̍p-á,起毛粒仔,12,khí-mo͘-lia̍p-á
khí-tn̂g-tōo-am,起腸肚庵,12,khí-tn̂g-tō͘-am
khí-khí-tó-tó,起起倒倒,12,khí-khí-tó-tó
khí-khí-lo̍h-lo̍h,起起落落,12,khí-khí-lo̍h-lo̍h
khí-kha-tāng-tshiú,起跤動手,12,khí-kha-tāng-chhiú
khí-kha-bok-sin,起跤揍身,12,khí-kha-bok-sin
khí-ke-bó-phuê,起雞母皮,12,khí-ke-bó-phôe
khí-kue-bó-phê,起雞母皮,12,khí-koe-bó-phê
khí-ke-môo-kâu,起雞毛猴,12,khí-ke-mô͘-kâu
khí-kue-mn̂g-kâu,起雞毛猴,12,khí-koe-mn̂g-kâu
thàn-bô-kàu-īng,趁無夠用,12,thàn-bô-kàu-ēng
thàn-tsia̍h-bâ-á,趁食媌仔,12,thàn-chia̍h-bâ-á
tshiau-kip-tshī-tiûnn,超級市場,12,chhiau-kip-chhī-tiûⁿ
tshiau-im-bi̍t-pô,超音密婆,12,chhiau-im-bi̍t-pô
tiô-kha-tǹg-tê,趒跤頓蹄,12,tiô-kha-tǹg-tê
kuánn-iûnn-á-káu,趕羊仔狗,12,kóaⁿ-iûⁿ-á-káu
kuánn-kuánn-kín-kín,趕趕緊緊,12,kóaⁿ-kóaⁿ-kín-kín
sô-kha-sô-tshiú,趖跤趖手,12,sô-kha-sô-chhiú
gìm-ku-gìm-ku,趛痀趛痀,12,gìm-ku-gìm-ku
tshu-pang-á-tshia,趨枋仔車,12,chhu-pang-á-chhia
tsiok-kú-bô-khuànn,足久無看,12,chiok-kú-bô-khòaⁿ
tsiok-m̄-kam-guān,足毋甘願,12,chiok-m̄-kam-goān
tsiok-hàm--ê,足譀的,12,chiok-hàm--ê
tsiok-tsán--ê,足讚的,12,chiok-chán--ê
pua̍h-i-ē-lak,跋伊會落,12,poa̍h-i-ē-lak
pháu-tshia-li̍k-lōo,跑車碌路,12,pháu-chhia-le̍k-lō͘
liam-kha-bih-tshiú,跕跤覕手,12,liam-kha-bih-chhiú
liam-kha-neh-tshiú,跕跤跕手,12,liam-kha-neh-chhiú
kha-āu-tóo-jîn,跤後肚仁,12,kha-āu-tó͘-jîn
kha-tshiú-hōo-liâm,跤手互連,12,kha-chhiú-hō͘-liâm
kha-tshiú-tsa̍p-tsiok,跤手十足,12,kha-chhiú-cha̍p-chiok
kha-tsíng-thâu-á,跤指頭仔,12,kha-chéng-thâu-á
kha-tsíng-thâu-kong,跤指頭公,12,kha-chéng-thâu-kong
kha-sau--ê,跤梢的,12,kha-sau--ê
kha-pōo-tshiú-lōo,跤步手路,12,kha-pō͘-chhiú-lō͘
kha-pōo-ta̍h-tsha,跤步踏差,12,kha-pō͘-ta̍h-chha
kha-ta-tshiú-ta,跤焦手焦,12,kha-ta-chhiú-ta
kha-kông-tshiú-luān,跤狂手亂,12,kha-kông-chhiú-loān
kha-khuê-tshiú-tsi̍h,跤瘸手折,12,kha-khôe-chhiú-chi̍h
kha-khê-tshiú-tsi̍h,跤瘸手折,12,kha-khê-chhiú-chi̍h
kha-ba̍k-oo-àm,跤目烏暗,12,kha-ba̍k-o͘-àm
kha-ta̍h-si̍t-tē,跤踏實地,12,kha-ta̍h-si̍t-tē
kha-ta̍h-tshia-á,跤踏車仔,12,kha-ta̍h-chhia-á
kha-thâu-u-ē,跤頭趺下,12,kha-thâu-u-ē
kha-thâu-u-uánn,跤頭趺碗,12,kha-thâu-u-óaⁿ
kha-thâu-u-kut,跤頭趺骨,12,kha-thâu-u-kut
khuà-hái-tuā-kiô,跨海大橋,12,khòa-hái-tōa-kiô
tsuāi-lâi-tsuāi-khì,跩來跩去,12,choāi-lâi-choāi-khì
tsuāi-lâi-tsuāinn-khì,跩來跩去,12,choāi-lâi-choāiⁿ-khì
kuī-kuī-kha̍p-kha̍p,跪跪磕磕,12,kūi-kūi-kha̍p-kha̍p
lōo-kau-á-bê,路溝仔糜,12,lō͘-kau-á-bê
lōo-kôo-muê-á,路糊糜仔,12,lō͘-kô͘-môe-á
lōo-pinn-siau-sik,路邊消息,12,lō͘-piⁿ-siau-sek
thiàu-tshiûnn-tháng-á,跳牆桶仔,12,thiàu-chhiûⁿ-tháng-á
thiàu-bú--ê,跳舞--的,12,thiàu-bú--ê
se̍h-înn-khoo-á,踅圓箍仔,12,se̍h-îⁿ-kho͘-á
se̍h-sai-bué-lê,踅獅尾螺,12,se̍h-sai-bóe-lê
se̍h-tshài-tshī-á,踅菜市仔,12,se̍h-chhài-chhī-á
ta̍h-kan-á-tsînn,踏矸仔錢,12,ta̍h-kan-á-chîⁿ
ta̍h-khui-kha-pōo,踏開跤步,12,ta̍h-khui-kha-pō͘
tiàm-tshù-tsuè-sit,踮厝作穡,12,tiàm-chhù-chòe-sit
tiàm-tshù-tsò-sit,踮厝作穡,12,tiàm-chhù-chò-sit
tiàm-suann-thâu-ke,踮山頭家,12,tiàm-soaⁿ-thâu-ke
tiàm-kha-tsa-bóo,踮跤查某,12,tiàm-kha-cha-bó͘
tiû-tû-tùn-tenn,躊躇頓蹬,12,tiû-tû-tùn-teⁿ
sin-sim-tsiòng-gāi,身心障礙,12,sin-sim-chiòng-gāi
sin-khóo-pēnn-thiànn,身苦病疼,12,sin-khó͘-pēⁿ-thiàⁿ
sin-tn̂g-miā-té,身長命短,12,sin-tn̂g-miā-té
sin-thé-kiān-khong,身體健康,12,sin-thé-kiān-khong
sin-thé-ióng-kiānn,身體勇件,12,sin-thé-ióng-kiāⁿ
sin-thé-kok-iūnn,身體各樣,12,sin-thé-kok-iūⁿ
lò-iâ-é-iâ,躼爺矮爺,12,lò-iâ-é-iâ
nuì-huat-lu̍t-phāng,軁法律縫,12,nùi-hoat-lu̍t-phāng
nǹg-huat-lu̍t-phāng,軁法律縫,12,nǹg-hoat-lu̍t-phāng
tshia-puann-iô-iô,車搬搖搖,12,chhia-poaⁿ-iô-iô
tshia-thang-kòng-thuî,車窗摃槌,12,chhia-thang-kòng-thûi
tshia-lián-kî-á,車輪旗仔,12,chhia-lián-kî-á
tshia-lián-kóng-piánn,車輪管餅,12,chhia-lián-kóng-piáⁿ
kun-sū-tsu-liāu,軍事資料,12,kun-sū-chu-liāu
nńg-thôo-tshim-ku̍t,軟塗深掘,12,nńg-thô͘-chhim-ku̍t
khah-bān--leh,較慢咧,12,khah-bān--leh
kah-piànn--leh,較拚咧,12,kah-piàⁿ--leh
khah-huâinn-tshuà-khan,較橫蔡牽,12,khah-hoâiⁿ-chhòa-khan
khah-tán--leh,較等咧,12,khah-tán--leh
khah-kín-tsi̍t-ē,較緊一下,12,khah-kín-chi̍t-ē
khah-kín--leh,較緊咧,12,khah-kín--leh
khing-biâu-tān-siá,輕描淡寫,12,kheng-biâu-tān-siá
khin-ku-bōng-tōng,輕舉妄動,12,khin-ku-bōng-tōng
lûn-pan-tshenn-jîn,輪班星人,12,lûn-pan-chheⁿ-jîn
lûn-pan-tshinn-jîn,輪班星人,12,lûn-pan-chhiⁿ-jîn
lián-kóo-tshia-á,輪鼓車仔,12,lián-kó͘-chhia-á
su-kah-tah-tah,輸甲貼貼,12,su-kah-tah-tah
tuínn--khì-ah,轉去矣,12,túiⁿ--khì-ah
tuínn-khí-tuínn-tó,轉去轉倒,12,túiⁿ-khí-túiⁿ-tó
tńg-hiān-kim-lu̍t,轉現金率,12,tńg-hiān-kim-lu̍t
tuínn-khí-tuínn-tó,轉起轉倒,12,túiⁿ-khí-túiⁿ-tó
tuínn-thâu-uat-kak,轉頭斡角,12,túiⁿ-thâu-oat-kak
sin-khóo-pēnn-thiànn,辛苦病疼,12,sin-khó͘-pēⁿ-thiàⁿ
ngiâ-sin-sàng-kū,迎新送舊,12,ngiâ-sin-sàng-kū
kīn-pîng--ê,近爿的,12,kīn-pêng--ê
kīn-tuan--ê,近端的,12,kīn-toan--ê
hānn-kíng-tiān-siong,迒境電商,12,hāⁿ-kéng-tiān-siong
hānn-kài-bāng-siong,迒界網商,12,hāⁿ-kài-bāng-siong
bê-hûn-tsuí-ke,迷魂水雞,12,bê-hûn-chúi-ke
bê-hûn-tōo-kui,迷魂肚胿,12,bê-hûn-tō͘-kui
sàng-phe--ê,送批的,12,sàng-phe--ê
sàng-phue--ê,送批的,12,sàng-phoe--ê
thàu-kng-ba̍k-kiànn,透光目鏡,12,thàu-kng-ba̍k-kiàⁿ
thàu-tsá-góo-lak,透早五六,12,thàu-chá-gó͘-lak
thàu-tsá-thàu-iàu,透早透要,12,thàu-chá-thàu-iàu
thàu-lām--ê,透濫的,12,thàu-lām--ê
thàu-sin-tuā-kuānn,透身大汗,12,thàu-sin-tōa-kōaⁿ
ta̍k-hāng-ta̍k-khuán,逐項逐款,12,ta̍k-hāng-ta̍k-khoán
tsit-ê-mi̍h-kiānn,這个物件,12,chit-ê-mi̍h-kiāⁿ
tsit-táu-pué-tio̍h,這斗掰著,12,chit-táu-póe-tio̍h
tse-sī-siánn-mi̍h,這是啥物,12,che-sī-siáⁿ-mi̍h
tse-sī-gún-tau,這是阮兜,12,che-sī-gún-tau
tsit-tsióng-kha-siàu,這種跤數,12,chit-chióng-kha-siàu
tsit-má-kuí-tiám,這馬幾點,12,chit-má-kúi-tiám
thang-khì-tah-pòo,通氣貼布,12,thang-khì-tah-pò͘
thong-huè-liōng-siōng,通貨冗剩,12,thong-hòe-liōng-siōng
thong-huè-phîng-tiòng,通貨膨脹,12,thong-hòe-phêng-tiòng
thong-huè-phòng-tiòng,通貨膨脹,12,thong-hòe-phòng-tiòng
thong-huè-phòng-tiùnn,通貨膨脹,12,thong-hòe-phòng-tiùⁿ
thong-hònn-phòng-tiòng,通貨膨脹,12,thong-hòⁿ-phòng-tiòng
liân-suà-pí-kè,連紲比價,12,liân-sòa-pí-kè
liân-suànn-tiān-tōng,連線電動,12,liân-sòaⁿ-tiān-tōng
liâm-mi-tō-lâi,連鞭就來,12,liâm-mi-tō-lâi
iû-san-uán-suí,遊山玩水,12,iû-san-oán-súi
ūn-tōng-tsáu-tâi,運動走台,12,ūn-tōng-cháu-tâi
ūn-tōng-tsáu-tâi,運動走臺,12,ūn-tōng-cháu-tâi
kuè-kíng-tiān-siong,過境電商,12,kòe-kéng-tiān-siong
kuè-sit-tì-sí,過失致死,12,kòe-sit-tì-sí
kuè-nî-tshe-it,過年初一,12,kòe-nî-chhe-it
kuè-nî-tshe-sam,過年初三,12,kòe-nî-chhe-sam
kuè-nî-tshe-jī,過年初二,12,kòe-nî-chhe-jī
kuè-nî-tshe-ngóo,過年初五,12,kòe-nî-chhe-ngó͘
kuè-nî-tshe-sù,過年初四,12,kòe-nî-chhe-sù
kuè-āu-kò-gue̍h,過後個月,12,kòe-āu-kò-goe̍h
kuè-mî-kuè-kak,過鋩過角,12,kòe-mî-kòe-kak
kè-mî-kè-kak,過鋩過角,12,kè-mî-kè-kak
tō-thiann-thôo-sueh,道聽塗說,12,tō-thiaⁿ-thô͘-soeh
ta̍t-sîng-bo̍k-piau,達成目標,12,ta̍t-sêng-bo̍k-piau
iâu-put-khó-kip,遙不可及,12,iâu-put-khó-kip
uán-tong-pah-huè,遠東百貨,12,oán-tong-pah-hòe
hn̄g-pîng--ê,遠爿的,12,hn̄g-pêng--ê
hn̄g-tuan-kàu-ha̍k,遠端教學,12,hn̄g-toan-kàu-ha̍k
hn̄g-tuan--ê,遠端的,12,hn̄g-toan--ê
tsia-sī-tó-uī,遮是佗位,12,chia-sī-tó-ūi
jia-jia-iám-iám,遮遮掩掩,12,jia-jia-iám-iám
jia-hong-tsa̍h-hōo,遮風閘雨,12,jia-hong-cha̍h-hō͘
jia-hong-tsa̍h-í,遮風閘雨,12,jia-hong-cha̍h-í
tsun-siú-kui-kí,遵守規矩,12,chun-siú-kui-kí
lau-lau--ê,遶遶的,12,lau-lau--ê
pinn-á-kînn-lâng,邊仔墘人,12,piⁿ-á-kîⁿ-lâng
ná-ū-tsiòng-tsâi,那有將才,12,ná-ū-chiòng-châi
iû-kià-suán-phiò,郵寄選票,12,iû-kià-soán-phiò
iû-tsìng-ue̍h-puah,郵政劃撥,12,iû-chèng-oe̍h-poah
iû-sàng-tâu-phiò,郵送投票,12,iû-sàng-tâu-phiò
to-tshī-thuân-suat,都市傳說,12,to-chhī-thoân-soat
hiong-tshin-hū-ló,鄉親父老,12,hiong-chhin-hū-ló
pí-lî-khiap-sái,鄙厘怯屎,12,pí-lî-khiap-sái
tīng-put-lī-to,鄧不利多,12,tēng-put-lī-to
phuè-ē-lo̍h-pn̄g,配會落飯,12,phòe-ē-lo̍h-pn̄g
tsiú-āu-khui-tshia,酒後開車,12,chiú-āu-khui-chhia
tsiú-āu-sái-tshia,酒後駛車,12,chiú-āu-sái-chhia
tsiú-tsing-tiòng-to̍k,酒精中毒,12,chiú-cheng-tiòng-to̍k
sng-huà-a-iân,酸化亞鉛,12,sng-hòa-a-iân
sng-gû-ling-ko,酸牛奶膏,12,sng-gû-leng-ko
sik-hòng-lîng-liōng,釋放能量,12,sek-hòng-lêng-liōng
sik-khia-bôo-nî,釋迦牟尼,12,sek-khia-bô͘-nî
li-li-khok-khok,里里擴擴,12,li-li-khok-khok
tāng-hîng-ki-tshia,重型機車,12,tāng-hêng-ki-chhia
tiông-tō-hù-tia̍t,重蹈覆轍,12,tiông-tō-hù-tia̍t
iāng-kî-iok-á,量其約仔,12,iāng-kî-iok-á
liāng-kî-iok-á,量其約仔,12,liāng-kî-iok-á
liōng-kî-iok-á,量其約仔,12,liōng-kî-iok-á
liāng-tāi-liāng-siáu,量大量小,12,liāng-tāi-liāng-siáu
liōng-tāi-liōng-siáu,量大量小,12,liōng-tāi-liōng-siáu
liōng-tsú-li̍k-ha̍k,量子力學,12,liōng-chú-le̍k-ha̍k
kim-kong-tsìan-sū,金剛戰士,12,kim-kong-chiàn-sū
kim-tshù-khǹg-bâ,金厝囥媌,12,kim-chhù-khǹg-bâ
kim-ok-tsông-kiau,金屋藏嬌,12,kim-ok-chông-kiau
kim-siu-lâu-thiah,金收樓拆,12,kim-siu-lâu-thiah
kim-ki-gio̍k-hio̍h,金枝玉葉,12,kim-ki-gio̍k-hio̍h
kim-pńg-tuê-miâ,金榜題名,12,kim-pńg-tôe-miâ
kim-pńg-tê-miâ,金榜題名,12,kim-pńg-tê-miâ
kim-gio̍k-muá-tông,金玉滿堂,12,kim-gio̍k-móa-tông
kim-khuân-sit-ji̍t,金環失日,12,kim-khoân-sit-ji̍t
kim-tsuánn-gîn-tâi,金盞銀台,12,kim-chóaⁿ-gîn-tâi
kim-hue-tshài-nî,金花菜哖,12,kim-hoe-chhài-nî
kim-tsínn-po̍k-hô,金錢薄荷,12,kim-chíⁿ-po̍k-hô
kim-tsînn-po̍h-hô,金錢薄荷,12,kim-chîⁿ-po̍h-hô
kim-ke-ná-song,金雞那霜,12,kim-ke-ná-song
tsiam-tshuì-ngeh-á,針喙鋏仔,12,chiam-chhùi-ngeh-á
tiò-hê-á-tiûnn,釣蝦仔場,12,tiò-hê-á-tiûⁿ
iân-pit-tshat-á,鉛筆擦仔,12,iân-pit-chhat-á
iân-pit-a̍p-á,鉛筆盒仔,12,iân-pit-a̍p-á
ka-tsián-á-tsháu,鉸剪仔草,12,ka-chián-á-chháu
ká-lê-á-hong,鉸螺仔風,12,ká-lê-á-hong
tâng-tshiûnn-thih-piah,銅牆鐵壁,12,tâng-chhiûⁿ-thih-piah
