hanzi,tl,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,khpoo,is_variant
コップ,khok-puh,25,khok-puh,khok4puh4,khok4puh4,khokpuh,khokpuh,kp,kp,True,False
コート,khòo-tòo,25,khò͘-tò͘,khoo3too3,khoo3too3,khootoo,khootoo,kt,kt,True,False
サイズ,sài-sù,25,sài-sù,sai3su3,sai3su3,saisu,saisu,ss,ss,True,False
サック,sak-khuh,25,sak-khuh,sak4khuh4,sak4khuh4,sakkhuh,sakkhuh,sk,sk,True,False
シャツ,siat-tsuh,25,siat-chuh,siat4tsuh4,siat4chuh4,siattsuh,siatchuh,st,sc,True,False
ショート,siòo-tòo,25,siò͘-tò͘,sioo3too3,sioo3too3,siootoo,siootoo,st,st,True,False
ジャンパー,jiàn-bà,25,jiàn-bà,jian3ba3,jian3ba3,jianba,jianba,jb,jb,True,False
セット,siat-tooh,25,siat-to͘h,siat4tooh4,siat4tooh4,siattooh,siattooh,st,st,True,False
セーフ,sè-hù,25,sè-hù,se3hu3,se3hu3,sehu,sehu,sh,sh,True,False
ソース,sòo-sù,25,sò͘-sù,soo3su3,soo3su3,soosu,soosu,ss,ss,True,False
タイヤ,thài-ià,25,thài-ià,thai3ia3,thai3ia3,thaiia,thaiia,ti,ti,True,False
タイル,thài-lù,25,thài-lù,thai3lu3,thai3lu3,thailu,thailu,tl,tl,True,False
タンゴ,thàn-gòo,25,thàn-gò͘,than3goo3,than3goo3,thangoo,thangoo,tg,tg,True,False
チップ,tsit-puh,25,chit-puh,tsit4puh4,chit4puh4,tsitpuh,chitpuh,tp,cp,True,False
チャック,jiak-kuh,25,jiak-kuh,jiak4kuh4,jiak4kuh4,jiakkuh,jiakkuh,jk,jk,True,False
チョッキ,tsiok-kih,25,chiok-kih,tsiok4kih4,chiok4kih4,tsiokkih,chiokkih,tk,ck,True,False
ナイロン,na̋i-lóng,25,năi-lóng,nai1long2,nai9long2,nailong,nailong,nl,nl,True,False
ハイヤ,hài-ià,25,hài-ià,hai3ia3,hai3ia3,haiia,haiia,hi,hi,True,False
ハム,há-muh,25,há-muh,ha2muh4,ha2muh4,hamuh,hamuh,hm,hm,True,False
バス,bá-sirh,25,bá-sirh,ba2sirh4,ba2sirh4,basirh,basirh,bs,bs,True,False
バス,bá-suh,25,bá-suh,ba2suh4,ba2suh4,basuh,basuh,bs,bs,True,False
バター,bá-tah,25,bá-tah,ba2tah4,ba2tah4,batah,batah,bt,bt,True,False
バック,bak-kuh,25,bak-kuh,bak4kuh4,bak4kuh4,bakkuh,bakkuh,bk,bk,True,False
バッター,bat-tah,25,bat-tah,bat4tah4,bat4tah4,battah,battah,bt,bt,True,False
バンバー,bàn-bà,25,bàn-bà,ban3ba3,ban3ba3,banba,banba,bb,bb,True,False
バール,bá-luh,25,bá-luh,ba2luh4,ba2luh4,baluh,baluh,bl,bl,True,False
パンク,phàng-kù,25,phàng-kù,phang3ku3,phang3ku3,phangku,phangku,pk,pk,True,False
ビール,bì-lù,25,bì-lù,bi3lu3,bi3lu3,bilu,bilu,bl,bl,True,False
ピンポン,phi̋n-phóng,25,phĭn-phóng,phin1phong2,phin9phong2,phinphong,phinphong,pp,pp,True,False
ベット,biat-tooh,25,biat-to͘h,biat4tooh4,biat4tooh4,biattooh,biattooh,bt,bt,True,False
ペンチ,phiàn-tsih,25,phiàn-chih,phian3tsih4,phian3chih4,phiantsih,phianchih,pt,pc,True,False
ボート,bòo-tòo,25,bò͘-tò͘,boo3too3,boo3too3,bootoo,bootoo,bt,bt,True,False
ボール,bòo-lù,25,bò͘-lù,boo3lu3,boo3lu3,boolu,boolu,bl,bl,True,False
ポンプ,phòng-phù,25,phòng-phù,phong3phu3,phong3phu3,phongphu,phongphu,pp,pp,True,False
マイク,mài-kù,25,mài-kù,mai3ku3,mai3ku3,maiku,maiku,mk,mk,True,False
ミシン,mi-sín,25,mi-sín,mi1sin2,mi1sin2,misin,misin,ms,ms,True,False
メロン,me-lóng,25,me-lóng,me1long2,me1long2,melong,melong,ml,ml,True,False
モーター,mòo-tà,25,mò͘-tà,moo3ta3,moo3ta3,moota,moota,mt,mt,True,False
ライター,lài-tah,25,lài-tah,lai3tah4,lai3tah4,laitah,laitah,lt,lt,True,False
レモン,lê-bóng,25,lê-bóng,le5bong2,le5bong2,lebong,lebong,lb,lb,True,False
レース,lè-sìr,25,lè-sìr,le3sir3,le3sir3,lesir,lesir,ls,ls,True,False
ロース,lòo-suh,25,lò͘-suh,loo3suh4,loo3suh4,loosuh,loosuh,ls,ls,True,False
㤉潲,gêr-siâu,25,gêr-siâu,ger5siau5,ger5siau5,gersiau,gersiau,gs,gs,True,False
上人,siōng-jîn,25,siōng-jîn,siong7jin5,siong7jin5,siongjin,siongjin,sj,sj,True,False
上人,siōng-lîn,25,siōng-lîn,siong7lin5,siong7lin5,sionglin,sionglin,sl,sl,True,False
上尾,siōng-bér,25,siōng-bér,siong7ber2,siong7ber2,siongber,siongber,sb,sb,True,False
上師,siōng-sir,25,siōng-sir,siong7sir1,siong7sir1,siongsir,siongsir,ss,ss,True,False
上書,siōng-sir,25,siōng-sir,siong7sir1,siong7sir1,siongsir,siongsir,ss,ss,True,False
上書,siōng-su,25,siōng-su,siong7su1,siong7su1,siongsu,siongsu,ss,ss,True,False
上書,siǒng-sir,25,siǒng-sir,siong6sir1,siong6sir1,siongsir,siongsir,ss,ss,True,False
上書,tsiūnn-tsir,25,chiūⁿ-chir,tsiunn7tsir1,chiunn7chir1,tsiunntsir,chiunnchir,tt,cc,True,False
上書,tsiūnn-tsu,25,chiūⁿ-chu,tsiunn7tsu1,chiunn7chu1,tsiunntsu,chiunnchu,tt,cc,True,False
上書,tsiǔnn-tsir,25,chiǔⁿ-chir,tsiunn6tsir1,chiunn6chir1,tsiunntsir,chiunnchir,tt,cc,True,False
上等,jió-toh,25,jió-toh,jio2toh4,jio2toh4,jiotoh,jiotoh,jt,jt,True,False
不如,put-jîr,25,put-jîr,put4jir5,put4jir5,putjir,putjir,pj,pj,True,False
不如,put-lîr,25,put-lîr,put4lir5,put4lir5,putlir,putlir,pl,pl,True,False
世事,sè-sīr,25,sè-sīr,se3sir7,se3sir7,sesir,sesir,ss,ss,True,False
乾燥,kha̋n-sóo,25,khăn-só͘,khan1soo2,khan9soo2,khansoo,khansoo,ks,ks,True,False
予備,ió-bih,25,ió-bih,io2bih4,io2bih4,iobih,iobih,ib,ib,True,False
事主,sīr-tsú,25,sīr-chú,sir7tsu2,sir7chu2,sirtsu,sirchu,st,sc,True,False
事事,sīr-sīr,25,sīr-sīr,sir7sir7,sir7sir7,sirsir,sirsir,ss,ss,True,False
事理,sīr-lí,25,sīr-lí,sir7li2,sir7li2,sirli,sirli,sl,sl,True,False
事路,sīr-lōo,25,sīr-lō͘,sir7loo7,sir7loo7,sirloo,sirloo,sl,sl,True,False
事路,sū-lōo,25,sū-lō͘,su7loo7,su7loo7,suloo,suloo,sl,sl,True,False
人事,jîn-sīr,25,jîn-sīr,jin5sir7,jin5sir7,jinsir,jinsir,js,js,True,False
人事,lîn-sīr,25,lîn-sīr,lin5sir7,lin5sir7,linsir,linsir,ls,ls,True,False
人参,li̋n-jín,25,lĭn-jín,lin1jin2,lin9jin2,linjin,linjin,lj,lj,True,False
代書,tāi-sir,25,tāi-sir,tai7sir1,tai7sir1,taisir,taisir,ts,ts,True,False
代賠,tāi-puê,25,tāi-pôe,tai7pue5,tai7poe5,taipue,taipoe,tp,tp,True,False
代賠,tāi-pê,25,tāi-pê,tai7pe5,tai7pe5,taipe,taipe,tp,tp,True,False
代賠,tāi-pêr,25,tāi-pêr,tai7per5,tai7per5,taiper,taiper,tp,tp,True,False
仮名,khá-nah,25,khá-nah,kha2nah4,kha2nah4,khanah,khanah,kn,kn,True,False
休憩,khiű-khé,25,khiŭ-khé,khiu1khe2,khiu9khe2,khiukhe,khiukhe,kk,kk,True,False
何如,hô-jîr,25,hô-jîr,ho5jir5,ho5jir5,hojir,hojir,hj,hj,True,False
何如,hô-jû,25,hô-jû,ho5ju5,ho5ju5,hoju,hoju,hj,hj,True,False
何如,hô-lîr,25,hô-lîr,ho5lir5,ho5lir5,holir,holir,hl,hl,True,False
何如,hô-lû,25,hô-lû,ho5lu5,ho5lu5,holu,holu,hl,hl,True,False
佛公,pu̍t-kong,25,pu̍t-kong,put8kong1,put8kong1,putkong,putkong,pk,pk,True,False
佛字,pu̍t-jī,25,pu̍t-jī,put8ji7,put8ji7,putji,putji,pj,pj,True,False
佛字,pu̍t-lī,25,pu̍t-lī,put8li7,put8li7,putli,putli,pl,pl,True,False
使用,sír-iōng,25,sír-iōng,sir2iong7,sir2iong7,siriong,siriong,si,si,True,False
俗語,sio̍k-gír,25,sio̍k-gír,siok8gir2,siok8gir2,siokgir,siokgir,sg,sg,True,False
信士,sìn-sīr,25,sìn-sīr,sin3sir7,sin3sir7,sinsir,sinsir,ss,ss,True,False
信士,sìn-sū,25,sìn-sū,sin3su7,sin3su7,sinsu,sinsu,ss,ss,True,False
信士,sìn-sǐr,25,sìn-sǐr,sin3sir6,sin3sir6,sinsir,sinsir,ss,ss,True,False
信據,sìn-kì,25,sìn-kì,sin3ki3,sin3ki3,sinki,sinki,sk,sk,True,False
信據,sìn-kìr,25,sìn-kìr,sin3kir3,sin3kir3,sinkir,sinkir,sk,sk,True,False
信據,sìn-kù,25,sìn-kù,sin3ku3,sin3ku3,sinku,sinku,sk,sk,True,False
修飾,siu-sik,25,siu-sek,siu1sik4,siu1sek4,siusik,siusek,ss,ss,True,False
傀儡,ka-lér,25,ka-lér,ka1ler2,ka1ler2,kaler,kaler,kl,kl,True,False
傷暑,siong-sír,25,siong-sír,siong1sir2,siong1sir2,siongsir,siongsir,ss,ss,True,False
傷暑,siong-sú,25,siong-sú,siong1su2,siong1su2,siongsu,siongsu,ss,ss,True,False
僻語,phiah-gí,25,phiah-gí,phiah4gi2,phiah4gi2,phiahgi,phiahgi,pg,pg,True,False
僻語,phiah-gír,25,phiah-gír,phiah4gir2,phiah4gir2,phiahgir,phiahgir,pg,pg,True,False
僻語,phiah-gú,25,phiah-gú,phiah4gu2,phiah4gu2,phiahgu,phiahgu,pg,pg,True,False
先生,sia̋n-sé,25,siăn-sé,sian1se2,sian9se2,sianse,sianse,ss,ss,True,False
先輩,sia̋n-pái,25,siăn-pái,sian1pai2,sian9pai2,sianpai,sianpai,sp,sp,True,False
光批,kng-phue,25,kng-phoe,kng1phue1,kng1phoe1,kngphue,kngphoe,kp,kp,True,False
光批,kuinn-phe,25,kuiⁿ-phe,kuinn1phe1,kuinn1phe1,kuinnphe,kuinnphe,kp,kp,True,False
內科,lāi-khe,25,lāi-khe,lai7khe1,lai7khe1,laikhe,laikhe,lk,lk,True,False
內科,lāi-kher,25,lāi-kher,lai7kher1,lai7kher1,laikher,laikher,lk,lk,True,False
內科,lǎi-kher,25,lǎi-kher,lai6kher1,lai6kher1,laikher,laikher,lk,lk,True,False
公子,kong-tsír,25,kong-chír,kong1tsir2,kong1chir2,kongtsir,kongchir,kt,kc,True,False
兵士,ping-sīr,25,peng-sīr,ping1sir7,peng1sir7,pingsir,pengsir,ps,ps,True,False
兵士,ping-sǐr,25,peng-sǐr,ping1sir6,peng1sir6,pingsir,pengsir,ps,ps,True,False
写真,sia-sín,25,sia-sín,sia1sin2,sia1sin2,siasin,siasin,ss,ss,True,False
分會,hun-hē,25,hun-hē,hun1he7,hun1he7,hunhe,hunhe,hh,hh,True,False
分會,hun-hēr,25,hun-hēr,hun1her7,hun1her7,hunher,hunher,hh,hh,True,False
刑事,hîng-sīr,25,hêng-sīr,hing5sir7,heng5sir7,hingsir,hengsir,hs,hs,True,False
刪除,san-tîr,25,san-tîr,san1tir5,san1tir5,santir,santir,st,st,True,True
剝皮,pak-phêr,25,pak-phêr,pak4pher5,pak4pher5,pakpher,pakpher,pp,pp,True,False
割據,kat-kì,25,kat-kì,kat4ki3,kat4ki3,katki,katki,kk,kk,True,False
割據,kat-kìr,25,kat-kìr,kat4kir3,kat4kir3,katkir,katkir,kk,kk,True,False
割據,kat-kù,25,kat-kù,kat4ku3,kat4ku3,katku,katku,kk,kk,True,False
勇士,ióng-sīr,25,ióng-sīr,iong2sir7,iong2sir7,iongsir,iongsir,is,is,True,False
勇士,ióng-sǐr,25,ióng-sǐr,iong2sir6,iong2sir6,iongsir,iongsir,is,is,True,False
勘定,kha̋n-jióo,25,khăn-jió͘,khan1jioo2,khan9jioo2,khanjioo,khanjioo,kj,kj,True,False
南無,lâm-bû,25,lâm-bû,lam5bu5,lam5bu5,lambu,lambu,lb,lb,True,False
南無,nâ-môo,25,nâ-mô͘,na5moo5,na5moo5,namoo,namoo,nm,nm,True,False
博士,phok-sīr,25,phok-sīr,phok4sir7,phok4sir7,phoksir,phoksir,ps,ps,True,False
博士,phok-sǐr,25,phok-sǐr,phok4sir6,phok4sir6,phoksir,phoksir,ps,ps,True,False
古史,kóo-sír,25,kó͘-sír,koo2sir2,koo2sir2,koosir,koosir,ks,ks,True,False
古史,kóo-sú,25,kó͘-sú,koo2su2,koo2su2,koosu,koosu,ks,ks,True,False
古墓,kóo-bōo,25,kó͘-bō͘,koo2boo7,koo2boo7,kooboo,kooboo,kb,kb,True,False
古書,kóo-sir,25,kó͘-sir,koo2sir1,koo2sir1,koosir,koosir,ks,ks,True,False
古書,kóo-su,25,kó͘-su,koo2su1,koo2su1,koosu,koosu,ks,ks,True,False
古書,kóo-tsir,25,kó͘-chir,koo2tsir1,koo2chir1,kootsir,koochir,kt,kc,True,False
古語,kóo-gí,25,kó͘-gí,koo2gi2,koo2gi2,koogi,koogi,kg,kg,True,False
古語,kóo-gír,25,kó͘-gír,koo2gir2,koo2gir2,koogir,koogir,kg,kg,True,False
古語,kóo-gú,25,kó͘-gú,koo2gu2,koo2gu2,koogu,koogu,kg,kg,True,False
可以,khónn-í,25,khóⁿ-í,khonn2i2,khonn2i2,khonni,khonni,ki,ki,True,False
可傷,khó-siong,25,khó-siong,kho2siong1,kho2siong1,khosiong,khosiong,ks,ks,True,False
可傷,khónn-siong,25,khóⁿ-siong,khonn2siong1,khonn2siong1,khonnsiong,khonnsiong,ks,ks,True,False
可取,khónn-tshú,25,khóⁿ-chhú,khonn2tshu2,khonn2chhu2,khonntshu,khonnchhu,kt,kc,True,False
可惜,khónn-sioh,25,khóⁿ-sioh,khonn2sioh4,khonn2sioh4,khonnsioh,khonnsioh,ks,ks,True,False
可愛,khónn-ài,25,khóⁿ-ài,khonn2ai3,khonn2ai3,khonnai,khonnai,ka,ka,True,False
可憐,khónn-lîn,25,khóⁿ-lîn,khonn2lin5,khonn2lin5,khonnlin,khonnlin,kl,kl,True,False
可疑,khónn-gî,25,khóⁿ-gî,khonn2gi5,khonn2gi5,khonngi,khonngi,kg,kg,True,False
可見,khónn-kiàn,25,khóⁿ-kiàn,khonn2kian3,khonn2kian3,khonnkian,khonnkian,kk,kk,True,False
台詞,tâi-sîr,25,tâi-sîr,tai5sir5,tai5sir5,taisir,taisir,ts,ts,True,False
台語,tâi-gír,25,tâi-gír,tai5gir2,tai5gir2,taigir,taigir,tg,tg,True,False
史官,sír-kuann,25,sír-koaⁿ,sir2kuann1,sir2koann1,sirkuann,sirkoann,sk,sk,True,False
史官,sú-kuann,25,sú-koaⁿ,su2kuann1,su2koann1,sukuann,sukoann,sk,sk,True,False
史策,sír-tshik,25,sír-chhek,sir2tshik4,sir2chhek4,sirtshik,sirchhek,st,sc,True,False
史策,sú-tshik,25,sú-chhek,su2tshik4,su2chhek4,sutshik,suchhek,st,sc,True,False
史記,sír-kì,25,sír-kì,sir2ki3,sir2ki3,sirki,sirki,sk,sk,True,False
史記,sú-kì,25,sú-kì,su2ki3,su2ki3,suki,suki,sk,sk,True,False
司令,sir-līng,25,sir-lēng,sir1ling7,sir1leng7,sirling,sirleng,sl,sl,True,False
司機,sir-ki,25,sir-ki,sir1ki1,sir1ki1,sirki,sirki,sk,sk,True,False
司法,sir-huat,25,sir-hoat,sir1huat4,sir1hoat4,sirhuat,sirhoat,sh,sh,True,False
司空,sir-khong,25,sir-khong,sir1khong1,sir1khong1,sirkhong,sirkhong,sk,sk,True,False
司空,su-khong,25,su-khong,su1khong1,su1khong1,sukhong,sukhong,sk,sk,True,False
司長,sir-tiúnn,25,sir-tiúⁿ,sir1tiunn2,sir1tiunn2,sirtiunn,sirtiunn,st,st,True,False
司馬,sir-má,25,sir-má,sir1ma2,sir1ma2,sirma,sirma,sm,sm,True,False
名刺,mè-sì,25,mè-sì,me3si3,me3si3,mesi,mesi,ms,ms,True,False
名姓,miâ-sìnn,25,miâ-sìⁿ,mia5sinn3,mia5sinn3,miasinn,miasinn,ms,ms,True,False
味噌,mí-soh,25,mí-soh,mi2soh4,mi2soh4,misoh,misoh,ms,ms,True,False
味噌,mí-sooh,25,mí-so͘h,mi2sooh4,mi2sooh4,misooh,misooh,ms,ms,True,False
善事,siān-sīr,25,siān-sīr,sian7sir7,sian7sir7,siansir,siansir,ss,ss,True,False
善事,siǎn-sīr,25,siǎn-sīr,sian6sir7,sian6sir7,siansir,siansir,ss,ss,True,False
善書,siān-tsir,25,siān-chir,sian7tsir1,sian7chir1,siantsir,sianchir,st,sc,True,False
善書,siān-tsu,25,siān-chu,sian7tsu1,sian7chu1,siantsu,sianchu,st,sc,True,False
善書,siǎn-tsir,25,siǎn-chir,sian6tsir1,sian6chir1,siantsir,sianchir,st,sc,True,False
單據,tuann-kì,25,toaⁿ-kì,tuann1ki3,toann1ki3,tuannki,toannki,tk,tk,True,False
單據,tuann-kìr,25,toaⁿ-kìr,tuann1kir3,toann1kir3,tuannkir,toannkir,tk,tk,True,False
單據,tuann-kù,25,toaⁿ-kù,tuann1ku3,toann1ku3,tuannku,toannku,tk,tk,True,False
四季,sì-kuì,25,sì-kùi,si3kui3,si3kui3,sikui,sikui,sk,sk,True,False
四季,sìr-kuì,25,sìr-kùi,sir3kui3,sir3kui3,sirkui,sirkui,sk,sk,True,False
四常,sìr-siông,25,sìr-siông,sir3siong5,sir3siong5,sirsiong,sirsiong,ss,ss,True,False
四方,sìr-hong,25,sìr-hong,sir3hong1,sir3hong1,sirhong,sirhong,sh,sh,True,False
四時,sìr-sî,25,sìr-sî,sir3si5,sir3si5,sirsi,sirsi,ss,ss,True,False
四神,sìr-sîn,25,sìr-sîn,sir3sin5,sir3sin5,sirsin,sirsin,ss,ss,True,False
四肢,sìr-tsi,25,sìr-chi,sir3tsi1,sir3chi1,sirtsi,sirchi,st,sc,True,False
回批,hêr-phue,25,hêr-phoe,her5phue1,her5phoe1,herphue,herphoe,hp,hp,True,False
回答,hêr-tap,25,hêr-tap,her5tap4,her5tap4,hertap,hertap,ht,ht,True,False
回話,hê-uē,25,hê-ōe,he5ue7,he5oe7,heue,heoe,hu,ho,True,False
回話,hêr-uē,25,hêr-ōe,her5ue7,her5oe7,herue,heroe,hu,ho,True,False
回頭,hêr-thâu,25,hêr-thâu,her5thau5,her5thau5,herthau,herthau,ht,ht,True,False
固辭,kòo-sîr,25,kò͘-sîr,koo3sir5,koo3sir5,koosir,koosir,ks,ks,True,False
固辭,kòo-sû,25,kò͘-sû,koo3su5,koo3su5,koosu,koosu,ks,ks,True,True
國事,kok-sīr,25,kok-sīr,kok4sir7,kok4sir7,koksir,koksir,ks,ks,True,False
國史,kok-sír,25,kok-sír,kok4sir2,kok4sir2,koksir,koksir,ks,ks,True,False
國史,kok-sú,25,kok-sú,kok4su2,kok4su2,koksu,koksu,ks,ks,True,False
國師,kok-sir,25,kok-sir,kok4sir1,kok4sir1,koksir,koksir,ks,ks,True,False
國語,kok-gír,25,kok-gír,kok4gir2,kok4gir2,kokgir,kokgir,kg,kg,True,False
地動,kuē-tāng,25,kōe-tāng,kue7tang7,koe7tang7,kuetang,koetang,kt,kt,True,False
地動,kē-tāng,25,kē-tāng,ke7tang7,ke7tang7,ketang,ketang,kt,kt,True,False
地氣,terē-khì,25,tēre-khì,tere7khi3,tere7khi3,terekhi,terekhi,tk,tk,True,False
地氣,tuē-khì,25,tōe-khì,tue7khi3,toe7khi3,tuekhi,toekhi,tk,tk,True,False
地氣,tē-khì,25,tē-khì,te7khi3,te7khi3,tekhi,tekhi,tk,tk,True,False
地皮,terē-phêr,25,tēre-phêr,tere7pher5,tere7pher5,terepher,terepher,tp,tp,True,False
地皮,tuē-phêr,25,tōe-phêr,tue7pher5,toe7pher5,tuepher,toepher,tp,tp,True,False
基隆,kere-lâng,25,kere-lâng,kere1lang5,kere1lang5,kerelang,kerelang,kl,kl,True,False
基隆,kue-lâng,25,koe-lâng,kue1lang5,koe1lang5,kuelang,koelang,kl,kl,True,False
堅辭,kian-sîr,25,kian-sîr,kian1sir5,kian1sir5,kiansir,kiansir,ks,ks,True,False
堅辭,kian-sû,25,kian-sû,kian1su5,kian1su5,kiansu,kiansu,ks,ks,True,True
塗皮,thôo-phuê,25,thô͘-phôe,thoo5phue5,thoo5phoe5,thoophue,thoophoe,tp,tp,True,False
塗皮,thôo-phê,25,thô͘-phê,thoo5phe5,thoo5phe5,thoophe,thoophe,tp,tp,True,False
塗皮,thôo-phêr,25,thô͘-phêr,thoo5pher5,thoo5pher5,thoopher,thoopher,tp,tp,True,False
墓壙,bōo-khǹg,25,bō͘-khǹg,boo7khng3,boo7khng3,bookhng,bookhng,bk,bk,True,False
墓庵,bōo-am,25,bō͘-am,boo7am1,boo7am1,booam,booam,ba,ba,True,False
墓桌,bōng-toh,25,bōng-toh,bong7toh4,bong7toh4,bongtoh,bongtoh,bt,bt,True,False
墓桌,bōo-toh,25,bō͘-toh,boo7toh4,boo7toh4,bootoh,bootoh,bt,bt,True,False
墓粿,bōo-ké,25,bō͘-ké,boo7ke2,boo7ke2,booke,booke,bk,bk,True,False
墓粿,bōo-kér,25,bō͘-kér,boo7ker2,boo7ker2,booker,booker,bk,bk,True,False
士官,sīr-kuann,25,sīr-koaⁿ,sir7kuann1,sir7koann1,sirkuann,sirkoann,sk,sk,True,False
士官,sǐr-kuann,25,sǐr-koaⁿ,sir6kuann1,sir6koann1,sirkuann,sirkoann,sk,sk,True,False
士氣,sīr-khì,25,sīr-khì,sir7khi3,sir7khi3,sirkhi,sirkhi,sk,sk,True,False
士氣,sǐr-khì,25,sǐr-khì,sir6khi3,sir6khi3,sirkhi,sirkhi,sk,sk,True,False
外皮,guā-phê,25,gōa-phê,gua7phe5,goa7phe5,guaphe,goaphe,gp,gp,True,False
外皮,guā-phêr,25,gōa-phêr,gua7pher5,goa7pher5,guapher,goapher,gp,gp,True,False
外科,guā-khe,25,gōa-khe,gua7khe1,goa7khe1,guakhe,goakhe,gk,gk,True,False
外科,guā-kher,25,gōa-kher,gua7kher1,goa7kher1,guakher,goakher,gk,gk,True,False
大乘,tāi-sīng,25,tāi-sēng,tai7sing7,tai7seng7,taising,taiseng,ts,ts,True,False
大事,tuā-sīr,25,tōa-sīr,tua7sir7,toa7sir7,tuasir,toasir,ts,ts,True,False
大事,tāi-sīr,25,tāi-sīr,tai7sir7,tai7sir7,taisir,taisir,ts,ts,True,False
大士,tāi-sīr,25,tāi-sīr,tai7sir7,tai7sir7,taisir,taisir,ts,ts,True,False
大士,tāi-sǐr,25,tāi-sǐr,tai7sir6,tai7sir6,taisir,taisir,ts,ts,True,False
大師,tāi-sir,25,tāi-sir,tai7sir1,tai7sir1,taisir,taisir,ts,ts,True,False
大暑,tāi-sír,25,tāi-sír,tai7sir2,tai7sir2,taisir,taisir,ts,ts,True,False
天官,thian-kuan,25,thian-koan,thian1kuan1,thian1koan1,thiankuan,thiankoan,tk,tk,True,False
天師,thian-sir,25,thian-sir,thian1sir1,thian1sir1,thiansir,thiansir,ts,ts,True,False
天師,thian-su,25,thian-su,thian1su1,thian1su1,thiansu,thiansu,ts,ts,True,False
天干,thian-kan,25,thian-kan,thian1kan1,thian1kan1,thiankan,thiankan,tk,tk,True,False
太史,thài-sír,25,thài-sír,thai3sir2,thai3sir2,thaisir,thaisir,ts,ts,True,False
太史,thài-sú,25,thài-sú,thai3su2,thai3su2,thaisu,thaisu,ts,ts,True,False
太子,thài-tsír,25,thài-chír,thai3tsir2,thai3chir2,thaitsir,thaichir,tt,tc,True,False
太師,thài-sir,25,thài-sir,thai3sir1,thai3sir1,thaisir,thaisir,ts,ts,True,False
契據,kherè-kìr,25,khère-kìr,khere3kir3,khere3kir3,kherekir,kherekir,kk,kk,True,False
契據,khuè-kìr,25,khòe-kìr,khue3kir3,khoe3kir3,khuekir,khoekir,kk,kk,True,False
契據,khuè-kù,25,khòe-kù,khue3ku3,khoe3ku3,khueku,khoeku,kk,kk,True,False
契據,khè-kì,25,khè-kì,khe3ki3,khe3ki3,kheki,kheki,kk,kk,True,False
套語,thò-gí,25,thò-gí,tho3gi2,tho3gi2,thogi,thogi,tg,tg,True,False
套語,thò-gír,25,thò-gír,tho3gir2,tho3gir2,thogir,thogir,tg,tg,True,False
套語,thò-gú,25,thò-gú,tho3gu2,tho3gu2,thogu,thogu,tg,tg,True,False
女士,lír-sīr,25,lír-sīr,lir2sir7,lir2sir7,lirsir,lirsir,ls,ls,True,False
女士,lír-sǐr,25,lír-sǐr,lir2sir6,lir2sir6,lirsir,lirsir,ls,ls,True,False
好處,hó-tshìr,25,hó-chhìr,ho2tshir3,ho2chhir3,hotshir,hochhir,ht,hc,True,False
如今,jîr-kim,25,jîr-kim,jir5kim1,jir5kim1,jirkim,jirkim,jk,jk,True,False
如今,lîr-kim,25,lîr-kim,lir5kim1,lir5kim1,lirkim,lirkim,lk,lk,True,False
如何,jîr-hô,25,jîr-hô,jir5ho5,jir5ho5,jirho,jirho,jh,jh,True,False
如何,lîr-hô,25,lîr-hô,lir5ho5,lir5ho5,lirho,lirho,lh,lh,True,False
如來,jîr-lâi,25,jîr-lâi,jir5lai5,jir5lai5,jirlai,jirlai,jl,jl,True,False
如來,lîr-lâi,25,lîr-lâi,lir5lai5,lir5lai5,lirlai,lirlai,ll,ll,True,False
如左,jîr-tsó,25,jîr-chó,jir5tso2,jir5cho2,jirtso,jircho,jt,jc,True,False
如左,jû-tsó,25,jû-chó,ju5tso2,ju5cho2,jutso,jucho,jt,jc,True,False
如左,lîr-tsó,25,lîr-chó,lir5tso2,lir5cho2,lirtso,lircho,lt,lc,True,False
如左,lû-tsó,25,lû-chó,lu5tso2,lu5cho2,lutso,lucho,lt,lc,True,False
如常,jîr-siông,25,jîr-siông,jir5siong5,jir5siong5,jirsiong,jirsiong,js,js,True,False
如常,jû-siông,25,jû-siông,ju5siong5,ju5siong5,jusiong,jusiong,js,js,True,False
如常,lîr-siông,25,lîr-siông,lir5siong5,lir5siong5,lirsiong,lirsiong,ls,ls,True,False
如常,lû-siông,25,lû-siông,lu5siong5,lu5siong5,lusiong,lusiong,ls,ls,True,False
如意,jîr-ì,25,jîr-ì,jir5i3,jir5i3,jiri,jiri,ji,ji,True,False
如意,lîr-ì,25,lîr-ì,lir5i3,lir5i3,liri,liri,li,li,True,False
如數,jîr-sòo,25,jîr-sò͘,jir5soo3,jir5soo3,jirsoo,jirsoo,js,js,True,False
如數,jû-sòo,25,jû-sò͘,ju5soo3,ju5soo3,jusoo,jusoo,js,js,True,False
如數,lîr-sòo,25,lîr-sò͘,lir5soo3,lir5soo3,lirsoo,lirsoo,ls,ls,True,False
如數,lû-sòo,25,lû-sò͘,lu5soo3,lu5soo3,lusoo,lusoo,ls,ls,True,False
如是,jîr-sī,25,jîr-sī,jir5si7,jir5si7,jirsi,jirsi,js,js,True,False
如是,jîr-sǐ,25,jîr-sǐ,jir5si6,jir5si6,jirsi,jirsi,js,js,True,False
