hanzi,tl,frequency,poj,tl_num,poj_num
金銀箔紙,kim-gîn-po̍h-tsuá,12,kim-gîn-po̍h-chóa,kim1gin5poh8tsua2,kim1gin5poh8choa2
鉛筆盒仔,iân-pit-a̍p-á,12,iân-pit-a̍p-á,ian5pit4ap8a2,ian5pit4ap8a2
鉸刀剪仔,ka-to-tsián-á,12,ka-to-chián-á,ka1to1tsian2a2,ka1to1chian2a2
鉸鍊仔機,ka-liān-á-ki,12,ka-liān-á-ki,ka1lian7a2ki1,ka1lian7a2ki1
銀花矸仔,gîn-hue-kan-á,12,gîn-hoe-kan-á,gin5hue1kan1a2,gin5hoe1kan1a2
鋸鍊仔目,kù-liān-á-ba̍k,12,kù-liān-á-ba̍k,ku3lian7a2bak8,ku3lian7a2bak8
鑿人字甲,tsha̍k-jîn-jī-kah,12,chha̍k-jîn-jī-kah,tshak8jin5ji7kah4,chhak8jin5ji7kah4
雞鵤仔車,ke-kak-á-tshia,12,ke-kak-á-chhia,ke1kak4a2tshia1,ke1kak4a2chhia1
電子磅仔,tiān-tsú-pōng-á,12,tiān-chú-pōng-á,tian7tsu2pong7a2,tian7chu2pong7a2
電解機仔,tiān-kái-ki-á,12,tiān-kái-ki-á,tian7kai2ki1a2,tian7kai2ki1a2
面桶架仔,bīn-tháng-kè-á,12,bīn-tháng-kè-á,bin7thang2ke3a2,bin7thang2ke3a2
頭毛捋仔,thâu-moo-lua̍h-á,12,thâu-mo͘-loa̍h-á,thau5moo1luah8a2,thau5moo1loah8a2
食飯桌仔,tsia̍h-pn̄g-toh-á,12,chia̍h-pn̄g-toh-á,tsiah8png7toh4a2,chiah8png7toh4a2
香港秤仔,hiong-káng-tshìn-á,12,hiong-káng-chhìn-á,hiong1kang2tshin3a2,hiong1kang2chhin3a2
香蕉剾刀,kim-tsio-khau-to,12,kim-chio-khau-to,kim1tsio1khau1to1,kim1chio1khau1to1
魚鱗片仔,hî-lân-phìnn-á,12,hî-lân-phìⁿ-á,hi5lan5phinn3a2,hi5lan5phinn3a2
麻姑獻壽,mâ-koo hiàn-siū,12,mâ-ko͘ hiàn-siū,ma5koo1hian3siu7,ma5koo1hian3siu7
黃金染料,n̂g-kim-ní-liāu,12,n̂g-kim-ní-liāu,ng5kim1ni2liau7,ng5kim1ni2liau7
點火的,tiám-hué--ê,12,tiám-hóe--ê,tiam2hue2e5,tiam2hoe2e5
茄苳,ka-tang,11,ka-tang,ka1tang1,ka1tang1
三尺的花鐘,sann-tshioh ê hue-tsing,10,saⁿ-chhioh ê hoe-cheng,sann1tshioh4e5hue1tsing1,sann1chhioh4e5hoe1cheng1
三角溫度針,sann-kak-un-tōo-tsiam,10,saⁿ-kak-un-tō͘-chiam,sann1kak4un1too7tsiam1,sann1kak4un1too7chiam1
五尺的花鐘,gōo-tshioh ê hue-tsing,10,gō͘-chhioh ê hoe-cheng,goo7tshioh4e5hue1tsing1,goo7chhioh4e5hoe1cheng1
仿古的銅鼎,hóng-kóo ê tâng-tiánn,10,hóng-kó͘ ê tâng-tiáⁿ,hong2koo2e5tang5tiann2,hong2koo2e5tang5tiann2
切割的直尺,tshiat-kuah ê ti̍t-tshioh,10,chhiat-koah ê ti̍t-chhioh,tshiat4kuah4e5tit8tshioh4,chhiat4koah4e5tit8chhioh4
剪白鐵網剪,tsián-pe̍h-thih-bāng-tsián,10,chián-pe̍h-thih-bāng-chián,tsian2peh8thih4bang7tsian2,chian2peh8thih4bang7chian2
割圓的器具,kuah-înn ê khì-kū,10,koah-îⁿ ê khì-kū,kuah4inn5e5khi3ku7,koah4inn5e5khi3ku7
厚葉石斑木,kāu-hio̍h-tsio̍h-pan-bo̍k,10,kāu-hio̍h-chio̍h-pan-bo̍k,kau7hioh8tsioh8pan1bok8,kau7hioh8chioh8pan1bok8
古早的鎖頭,kóo-tsá ê só-thâu,10,kó͘-chá ê só-thâu,koo2tsa2e5so2thau5,koo2cha2e5so2thau5
四角柱仔跤,sì-kak thiāu-á-kha,10,sì-kak thiāu-á-kha,si3kak4thiau7a2kha1,si3kak4thiau7a2kha1
塗燒的螿蜍,thôo sio ê tsiunn-tsî,10,thô͘ sio ê chiuⁿ-chî,thoo5sio1e5tsiunn1tsi5,thoo5sio1e5chiunn1chi5
奇種茶米罐,kî-tsióng tê-bí-kuàn,10,kî-chióng tê-bí-koàn,ki5tsiong2te5bi2kuan3,ki5chiong2te5bi2koan3
小型的籠床,sió-hîng ê lâng-sn̂g,10,sió-hêng ê lâng-sn̂g,sio2hing5e5lang5sng5,sio2heng5e5lang5sng5
尪仔頭模仔,ang-á-thâu-bôo-á,10,ang-á-thâu-bô͘-á,ang1a2thau5boo5a2,ang1a2thau5boo5a2
帽仔,bō-á,10,bō-á,bo7a2,bo7a2
彎角柱仔跤,uan-kak thiāu-á-kha,10,oan-kak thiāu-á-kha,uan1kak4thiau7a2kha1,oan1kak4thiau7a2kha1
彩繪錦花仔,tshái-uē-gím-hue-á,10,chhái-ōe-gím-hoe-á,tshai2ue7gim2hue1a2,chhai2oe7gim2hoe1a2
彩色的玻璃,tshái-sik-ê po-lê,10,chhái-sek-ê po-lê,tshai2sik4e5po1le5,chhai2sek4e5po1le5
戰甲人字甲,tsiàn-kah jîn-jī-kah,10,chiàn-kah jîn-jī-kah,tsian3kah4jin5ji7kah4,chian3kah4jin5ji7kah4
手巾仔,tshiú-kin-á,10,chhiú-kin-á,tshiu2kin1a2,chhiu2kin1a2
手指,tshiú-tsí,10,chhiú-chí,tshiu2tsi2,chhiu2chi2
拍空的工具,phah-khang ê kang-kū,10,phah-khang ê kang-kū,phah4khang1e5kang1ku7,phah4khang1e5kang1ku7
挑紗的戰甲,thiàu-se ê tsiàn-kah,10,thiàu-se ê chiàn-kah,thiau3se1e5tsian3kah4,thiau3se1e5chian3kah4
捲紙的鐵筆,kńg-tsuá-ê thih-pit,10,kńg-chóa-ê thih-pit,kng2tsua2e5thih4pit4,kng2choa2e5thih4pit4
摃槌仔,kòng-thuî-á,10,kòng-thûi-á,kong3thui5a2,kong3thui5a2
斧頭,póo-thâu,10,pó͘-thâu,poo2thau5,poo2thau5
時鐘,sî-tsing,10,sî-cheng,si5tsing1,si5cheng1
晟手的二鏨,tshiânn-tshiú ê jī-tsām,10,chhiâⁿ-chhiú ê jī-chām,tshiann5tshiu2e5ji7tsam7,chhiann5chhiu2e5ji7cham7
柴做的飯坩,tshâ tsò ê pn̄g-khann,10,chhâ chò ê pn̄g-khaⁿ,tsha5tso3e5png7khann1,chha5cho3e5png7khann1
柴的敲槌仔,tshâ ê khà-thuî-á,10,chhâ ê khà-thûi-á,tsha5e5kha3thui5a2,chha5e5kha3thui5a2
柴雕的劍獅,tshâ-tiau ê kiàm-sai,10,chhâ-tiau ê kiàm-sai,tsha5tiau1e5kiam3sai1,chha5tiau1e5kiam3sai1
椅條,í-liâu,10,í-liâu,i2liau5,i2liau5
楓仔樹,png-á-tshiū,10,png-á-chhiū,png1a2tshiu7,png1a2chhiu7
樟仔柴冊櫃,tsiunn-á-tshâ tsheh-kuì,10,chiuⁿ-á-chhâ chheh-kùi,tsiunn1a2tsha5tsheh4kui3,chiunn1a2chha5chheh4kui3
泉州派牽線,tsuân-tsiu-phài khan-suànn,10,choân-chiu-phài khan-sòaⁿ,tsuan5tsiu1phai3khan1suann3,choan5chiu1phai3khan1soann3
泡棉的膠帶,phàu-mî ê ka-tuà,10,phàu-mî ê ka-tòa,phau3mi5e5ka1tua3,phau3mi5e5ka1toa3
湯匙,thng-sî,10,thng-sî,thng1si5,thng1si5
火炭的熨斗,hué-thuànn ê ut-táu,10,hóe-thòaⁿ ê ut-táu,hue2thuann3e5ut4tau2,hoe2thoann3e5ut4tau2
烏枋,oo-pang,10,o͘-pang,oo1pang1,oo1pang1
烘爐,hang-lôo,10,hang-lô͘,hang1loo5,hang1loo5
玉蘭,gio̍k-lân,10,gio̍k-lân,giok8lan5,giok8lan5
玫瑰,muî-kuì,10,mûi-kùi,mui5kui3,mui5kui3
番仔火,huan-á-hué,10,hoan-á-hóe,huan1a2hue2,hoan1a2hoe2
皮鞋,phuê-ê,10,phôe-ê,phue5e5,phoe5e5
真珠,tsin-tsu,10,chin-chu,tsin1tsu1,chin1chu1
硩紙的鐵筆,teh-tsuá-ê thih-pit,10,teh-chóa-ê thih-pit,teh4tsua2e5thih4pit4,teh4choa2e5thih4pit4
硩邊的軟墊,teh-pinn ê nńg-tiām,10,teh-piⁿ ê nńg-tiām,teh4pinn1e5nng2tiam7,teh4pinn1e5nng2tiam7
磨跳舞鍊仔,buâ-thiàu-bú-liān-á,10,bôa-thiàu-bú-liān-á,bua5thiau3bu2lian7a2,boa5thiau3bu2lian7a2
神像設計圖,sîn-siōng siat-kè-tôo,10,sîn-siōng siat-kè-tô͘,sin5siong7siat4ke3too5,sin5siong7siat4ke3too5
福州派粉線,hok-tsiu-phài hún-suànn,10,hok-chiu-phài hún-sòaⁿ,hok4tsiu1phai3hun2suann3,hok4chiu1phai3hun2soann3
秤仔,tshìn-á,10,chhìn-á,tshin3a2,chhin3a2
竹編的火籠,tik-pinn-ê hué-lang,10,tek-piⁿ-ê hóe-lang,tik4pinn1e5hue2lang1,tek4pinn1e5hoe2lang1
竹編的飯擔,tik-pinn ê pn̄g-tànn,10,tek-piⁿ ê pn̄g-tàⁿ,tik4pinn1e5png7tann3,tek4pinn1e5png7tann3
簇柴灰架子,tshok-tshâ-hu-kè-á,10,chhok-chhâ-hu-kè-á,tshok4tsha5hu1ke3a2,chhok4chha5hu1ke3a2
粗胚的大鏨,tshoo-phue ê tuā-tsām,10,chho͘-phoe ê tōa-chām,tshoo1phue1e5tua7tsam7,chhoo1phoe1e5toa7cham7
粗胚的頓槌,tshoo-phue ê tǹg-thuî,10,chho͘-phoe ê tǹg-thûi,tshoo1phue1e5tng3thui5,chhoo1phoe1e5tng3thui5
純銀的秤仔,sûn-gîn-ê tshìn-á,10,sûn-gîn-ê chhìn-á,sun5gin5e5tshin3a2,sun5gin5e5chhin3a2
茄苳入石榴,ka-tang ji̍p-tsio̍h-liû,10,ka-tang ji̍p-chio̍h-liû,ka1tang1jip8tsioh8liu5,ka1tang1jip8chioh8liu5
草鞋,tsháu-ê,10,chháu-ê,tshau2e5,chhau2e5
菜刀,tshài-to,10,chhài-to,tshai3to1,chhai3to1
調味的架仔,tiâu-bī ê kè-á,10,tiâu-bī ê kè-á,tiau5bi7e5ke3a2,tiau5bi7e5ke3a2
鉸刀,ka-to,10,ka-to,ka1to1,ka1to1
銅雕的祥獸,tâng-tiau ê siông-siù,10,tâng-tiau ê siông-siù,tang5tiau1e5siong5siu3,tang5tiau1e5siong5siu3
鋸仔,kì-á,10,kì-á,ki3a2,ki3a2
鋸齒的剪刀,kì-khí ê ka-to,10,kì-khí ê ka-to,ki3khi2e5ka1to1,ki3khi2e5ka1to1
鐵線,thih-suànn,10,thih-sòaⁿ,thih4suann3,thih4soann3
鶯歌的箸籠,ing-ko ê tī-lāng,10,eng-ko ê tī-lāng,ing1ko1e5ti7lang7,eng1ko1e5ti7lang7
枇杷,gî-pê,2,gî-pê,gi5pe5,gi5pe5
楊梅,iûnn-muî,2,iûⁿ-mûi,iunn5mui5,iunn5mui5
剪絨,tsián-jiông,1,chián-jiông,tsian2jiong5,chian2jiong5
太師椅,thài-su-í,1,thài-su-í,thai3su1i2,thai3su1i2
暗號,àm-hō,1,àm-hō,am3ho7,am3ho7
水族,tsuí-tso̍k,1,chúi-cho̍k,tsui2tsok8,chui2chok8
水晶,tsuí-tsinn,1,chúi-chiⁿ,tsui2tsinn1,chui2chinn1
洞簫,tōng-siau,1,tōng-siau,tong7siau1,tong7siau1
火炭,hué-thuànn,1,hóe-thòaⁿ,hue2thuann3,hoe2thoann3
牌匾,pâi-pián,1,pâi-pián,pai5pian2,pai5pian2
牡丹,bóo-tan,1,bó͘-tan,boo2tan1,boo2tan1
甕仔,àng-á,1,àng-á,ang3a2,ang3a2
石榴,tsio̍h-liû,1,chio̍h-liû,tsioh8liu5,chioh8liu5
石獅,tsio̍h-sai,1,chio̍h-sai,tsioh8sai1,chioh8sai1
磅子,pōng-tsí,1,pōng-chí,pong7tsi2,pong7chi2
秤錘,tshìn-thuî,1,chhìn-thûi,tshin3thui5,chhin3thui5
算盤,sǹg-puânn,1,sǹg-pôaⁿ,sng3puann5,sng3poann5
米酒,bí-tsiú,1,bí-chiú,bi2tsiu2,bi2chiu2
糊仔,kôo-á,1,kô͘-á,koo5a2,koo5a2
翼股,si̍t-kóo,1,si̍t-kó͘,sit8koo2,sit8koo2
葫蘆,hôo-lôo,1,hô͘-lô͘,hoo5loo5,hoo5loo5
葵扇,khuê-sìnn,1,khôe-sìⁿ,khue5sinn3,khoe5sinn3
薯榔,tsû-nn̂g,1,chû-nn̂g,tsu5nng5,chu5nng5
蝴蝶,ôo-tia̍p,1,ô͘-tia̍p,oo5tiap8,oo5tiap8
雞籠,ke-lang,1,ke-lang,ke1lang1,ke1lang1
風調雨順,hong-tiâu-ú-sūn,1,hong-tiâu-ú-sūn,hong1tiau5u2sun7,hong1tiau5u2sun7
飯匙,pn̄g-sî,1,pn̄g-sî,png7si5,png7si5
飯篱,pn̄g-lē,1,pn̄g-lē,png7le7,png7le7
鹿仔,lo̍k-á,1,lo̍k-á,lok8a2,lok8a2
麒麟,kî-lîn,1,kî-lîn,ki5lin5,ki5lin5
麥芽膏,be̍h-gê-ko,1,be̍h-gê-ko,beh8ge5ko1,beh8ge5ko1
麻布,muâ-pòo,1,môa-pò͘,mua5poo3,moa5poo3
𥴊壺仔,kám-ôo-á,1,kám-ô͘-á,kam2oo5a2,kam2oo5a2
