tl,hanzi,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,taihoa
se̍h-hn̄g-lōo,踅遠路,16,se̍h-hn̄g-lō͘,seh8hng7loo7,seh8hng7loo7,sehhngloo,sehhngloo,shl,shl,True
se̍h-lo̍k-kak,踅鹿角,16,se̍h-lo̍k-kak,seh8lok8kak1,seh8lok8kak1,sehlokkak,sehlokkak,slk,slk,True
ta̍h-tòng-á,踏擋仔,16,ta̍h-tòng-á,tah8tong3a2,tah8tong3a2,tahtonga,tahtonga,tta,tta,True
ta̍h-phuà-tsng,踏破磚,16,ta̍h-phòa-chng,tah8phua3tsng1,tah8phoa3chng1,tahphuatsng,tahphoachng,tpt,tpc,True
ta̍h-kha-kàu,踏腳到,16,ta̍h-kha-kàu,tah8kha1kau3,tah8kha1kau3,tahkhakau,tahkhakau,tkk,tkk,True
ta̍h-kha-pōo,踏腳步,16,ta̍h-kha-pō͘,tah8kha1poo7,tah8kha1poo7,tahkhapoo,tahkhapoo,tkp,tkp,True
ta̍h-kha-khiau,踏腳蹺,16,ta̍h-kha-khiau,tah8kha1khiau1,tah8kha1khiau1,tahkhakhiau,tahkhakhiau,tkk,tkk,True
ta̍h-tsháu-tshenn,踏草青,16,ta̍h-chháu-chheⁿ,tah8tshau2tshenn1,tah8chhau2chhenn1,tahtshautshenn,tahchhauchhenn,ttt,tcc,True
ta̍h-uē-thâu,踏話頭,16,ta̍h-ōe-thâu,tah8ue7thau5,tah8oe7thau5,tahuethau,tahoethau,tut,tot,True
ta̍h-kǹg-soh,踏鋼索,16,ta̍h-kǹg-soh,tah8kng3soh1,tah8kng3soh1,tahkngsoh,tahkngsoh,tks,tks,True
ta̍p-tshing-tsiat,踏青節,16,ta̍p-chheng-chiat,tap8tshing1tsiat1,tap8chheng1chiat1,taptshingtsiat,tapchhengchiat,ttt,tcc,True
tshia̍k-tshia̍k-tiô,踔踔趒,16,chhia̍k-chhia̍k-tiô,tshiak8tshiak8tio5,chhiak8chhiak8tio5,tshiaktshiaktio,chhiakchhiaktio,ttt,cct,True
tshia̍k-tshia̍k-thiàu,踔踔跳,16,chhia̍k-chhia̍k-thiàu,tshiak8tshiak8thiau3,chhiak8chhiak8thiau3,tshiaktshiakthiau,chhiakchhiakthiau,ttt,cct,True
lìng-khí-lâi,踜起來,16,lèng-khí-lâi,ling3khi2lai5,leng3khi2lai5,lingkhilai,lengkhilai,lkl,lkl,True
liòng--khui,踜開,16,liòng--khui,liong3khui1,liong3khui1,liongkhui,liongkhui,lk,lk,True
khû-khû-tiô,踞踞趒,16,khû-khû-tiô,khu5khu5tio5,khu5khu5tio5,khukhutio,khukhutio,kkt,kkt,True
khû-khû-tsùn,踞踞顫,16,khû-khû-chùn,khu5khu5tsun3,khu5khu5chun3,khukhutsun,khukhuchun,kkt,kkc,True
that-kan-lo̍k,踢干轆,16,that-kan-lo̍k,that1kan1lok8,that1kan1lok8,thatkanlok,thatkanlok,tkl,tkl,True
tiàm-khang-ku,踮孔龜,16,tiàm-khang-ku,tiam3khang1ku1,tiam3khang1ku1,tiamkhangku,tiamkhangku,tkk,tkk,True
tiàm-tsuí-tsûn,踮水船,16,tiàm-chúi-chûn,tiam3tsui2tsun5,tiam3chui2chun5,tiamtsuitsun,tiamchuichun,ttt,tcc,True
tshê-lo̍k-phuê,蹉鹿皮,16,chhê-lo̍k-phôe,tshe5lok8phue5,chhe5lok8phoe5,tshelokphue,chhelokphoe,tlp,clp,True
thap-thâu-tshia,蹋頭硨,16,thap-thâu-chhia,thap1thau5tshia1,thap1thau5chhia1,thapthautshia,thapthauchhia,ttt,ttc,True
tshiáng-koo-le,蹌孤le,16,chhiáng-ko͘-le,tshiang2koo1le1,chhiang2koo1le1,tshiangkoole,chhiangkoole,tkl,ckl,True
tshiāng-tú-tshiāng,蹌抵蹌,16,chhiāng-tú-chhiāng,tshiang7tu2tshiang7,chhiang7tu2chhiang7,tshiangtutshiang,chhiangtuchhiang,ttt,ctc,True
tshiáng-kha-khê,蹌腳瘸,16,chhiáng-kha-khê,tshiang2kha1khe5,chhiang2kha1khe5,tshiangkhakhe,chhiangkhakhe,tkk,ckk,True
tshiàng-kha-kiânn,蹌腳行,16,chhiàng-kha-kiâⁿ,tshiang3kha1kiann5,chhiang3kha1kiann5,tshiangkhakiann,chhiangkhakiann,tkk,ckk,True
tshiàng-kha-ke,蹌腳雞,16,chhiàng-kha-ke,tshiang3kha1ke1,chhiang3kha1ke1,tshiangkhake,chhiangkhake,tkk,ckk,True
tshiāng-kha-ke,蹌腳雞,16,chhiāng-kha-ke,tshiang7kha1ke1,chhiang7kha1ke1,tshiangkhake,chhiangkhake,tkk,ckk,True
tsàm-tsiú-ka,蹔酒家,16,chàm-chiú-ka,tsam3tsiu2ka1,cham3chiu2ka1,tsamtsiuka,chamchiuka,ttk,cck,True
khiau--khì,蹺去,16,khiau--khì,khiau1khi3,khiau1khi3,khiaukhi,khiaukhi,kk,kk,True
khiau-lîng-long,蹺玲瓏,16,khiau-lêng-long,khiau1ling5long1,khiau1leng5long1,khiaulinglong,khiaulenglong,kll,kll,True
khiau-ku-á,蹺痀仔,16,khiau-ku-á,khiau1ku1a2,khiau1ku1a2,khiaukua,khiaukua,kka,kka,True
khiau-ku-thâng,蹺痀蟲,16,khiau-ku-thâng,khiau1ku1thang5,khiau1ku1thang5,khiaukuthang,khiaukuthang,kkt,kkt,True
khiau-lê-lê,蹺螺螺,16,khiau-lê-lê,khiau1le5le5,khiau1le5le5,khiaulele,khiaulele,kll,kll,True
sò-pia̍k-pia̍k,躁嚗嚗,16,sò-pia̍k-pia̍k,so3piak8piak8,so3piak8piak8,sopiakpiak,sopiakpiak,spp,spp,True
sò-sìng-tē,躁性地,16,sò-sèng-tē,so3sing3te7,so3seng3te7,sosingte,sosengte,sst,sst,True
sò-sìng-kuí,躁性鬼,16,sò-sèng-kúi,so3sing3kui2,so3seng3kui2,sosingkui,sosengkui,ssk,ssk,True
sò-ti̍t-lâng,躁直人,16,sò-ti̍t-lâng,so3tit8lang5,so3tit8lang5,sotitlang,sotitlang,stl,stl,True
phih--tó,躄倒,16,phih--tó,phih1to2,phih1to2,phihto,phihto,pt,pt,True
phih-phak-nà,躄僕nà,16,phih-phak-nà,phih1phak1na3,phih1phak1na3,phihphakna,phihphakna,ppn,ppn,True
phih-lo̍h-khì,躄落去,16,phih-lo̍h-khì,phih1loh8khi3,phih1loh8khi3,phihlohkhi,phihlohkhi,plk,plk,True
phih-phak-ǹg,躄覆向,16,phih-phak-ǹg,phih1phak1ng3,phih1phak1ng3,phihphakng,phihphakng,ppn,ppn,True
phih-phak-hóo,躄覆虎,16,phih-phak-hó͘,phih1phak1hoo2,phih1phak1hoo2,phihphakhoo,phihphakhoo,pph,pph,True
thû-tiap-kú,躇tiap久,16,thû-tiap-kú,thu5tiap1ku2,thu5tiap1ku2,thutiapku,thutiapku,ttk,ttk,True
nih-kha-bué,躡腳尾,16,nih-kha-bóe,nih1kha1bue2,nih1kha1boe2,nihkhabue,nihkhaboe,nkb,nkb,True
nè-kha-bué,躡腳尾,16,nè-kha-bóe,ne3kha1bue2,ne3kha1boe2,nekhabue,nekhaboe,nkb,nkb,True
nì-kha-bué,躡腳尾,16,nì-kha-bóe,ni3kha1bue2,ni3kha1boe2,nikhabue,nikhaboe,nkb,nkb,True
sin-hūn-tsìng,身份證,16,sin-hūn-chèng,sin1hun7tsing3,sin1hun7cheng3,sinhuntsing,sinhuncheng,sht,shc,True
sin-hūn-tsìng,身分證,16,sin-hūn-chèng,sin1hun7tsing3,sin1hun7cheng3,sinhuntsing,sinhuncheng,sht,shc,True
sin-té-sann,身底衫,16,sin-té-saⁿ,sin1te2sann1,sin1te2sann1,sintesann,sintesann,sts,sts,True
sin-khu-pinn,身軀邊,16,sin-khu-piⁿ,sin1khu1pinn1,sin1khu1pinn1,sinkhupinn,sinkhupinn,skp,skp,True
sin-khu-tíng,身軀頂,16,sin-khu-téng,sin1khu1ting2,sin1khu1teng2,sinkhuting,sinkhuteng,skt,skt,True
sin-pinn-tau,身邊兜,16,sin-piⁿ-tau,sin1pinn1tau1,sin1pinn1tau1,sinpinntau,sinpinntau,spt,spt,True
tshia-á-tsí,車仔只,16,chhia-á-chí,tshia1a2tsi2,chhia1a2chi2,tshiaatsi,chhiaachi,tat,cac,True
tshia-á-suànn,車仔線,16,chhia-á-sòaⁿ,tshia1a2suann3,chhia1a2soann3,tshiaasuann,chhiaasoann,tas,cas,True
ki-tsiân-tsháu,車前草,16,ki-chiân-chháu,ki1tsian5tshau2,ki1chian5chhau2,kitsiantshau,kichianchhau,ktt,kcc,True
tshia-sann-tsing,車參舂,16,chhia-saⁿ-cheng,tshia1sann1tsing1,chhia1sann1cheng1,tshiasanntsing,chhiasanncheng,tst,csc,True
tshia-āu-ting,車後燈,16,chhia-āu-teng,tshia1au7ting1,chhia1au7teng1,tshiaauting,chhiaauteng,tat,cat,True
tshia-pha-lin,車拋輦,16,chhia-pha-lin,tshia1pha1lin1,chhia1pha1lin1,tshiaphalin,chhiaphalin,tpl,cpl,True
tshia-tòng-á,車擋仔,16,chhia-tòng-á,tshia1tong3a2,chhia1tong3a2,tshiatonga,chhiatonga,tta,cta,True
tshia-sng-á,車栓仔,16,chhia-sng-á,tshia1sng1a2,chhia1sng1a2,tshiasnga,chhiasnga,tsa,csa,True
tshia-sng-á,車桑仔,16,chhia-sng-á,tshia1sng1a2,chhia1sng1a2,tshiasnga,chhiasnga,tsa,csa,True
tshia-tháng-tò,車桶倒,16,chhia-tháng-tò,tshia1thang2to3,chhia1thang2to3,tshiathangto,chhiathangto,ttt,ctt,True
tshia-pùn-táu,車畚斗,16,chhia-pùn-táu,tshia1pun3tau2,chhia1pun3tau2,tshiapuntau,chhiapuntau,tpt,cpt,True
tshia-suànn-in,車線絪,16,chhia-sòaⁿ-in,tshia1suann3in1,chhia1soann3in1,tshiasuannin,chhiasoannin,tsi,csi,True
tshia-ia̍p-á,車葉仔,16,chhia-ia̍p-á,tshia1iap8a2,chhia1iap8a2,tshiaiapa,chhiaiapa,tia,cia,True
tshia-pua̍h-píng,車跋píng,16,chhia-poa̍h-péng,tshia1puah8ping2,chhia1poah8peng2,tshiapuahping,chhiapoahpeng,tpp,cpp,True
tshia-pua̍h-píng,車跋反,16,chhia-poa̍h-péng,tshia1puah8ping2,chhia1poah8peng2,tshiapuahping,chhiapoahpeng,tpp,cpp,True
tshia-tshia-kún,車車滾,16,chhia-chhia-kún,tshia1tshia1kun2,chhia1chhia1kun2,tshiatshiakun,chhiachhiakun,ttk,cck,True
tshia-tshia-tńg,車車轉,16,chhia-chhia-tńg,tshia1tshia1tng2,chhia1chhia1tng2,tshiatshiatng,chhiachhiatng,ttt,cct,True
tshia-lián-sim,車輦心,16,chhia-lián-sim,tshia1lian2sim1,chhia1lian2sim1,tshialiansim,chhialiansim,tls,cls,True
tshia-lián-tsháu,車輦草,16,chhia-lián-chháu,tshia1lian2tshau2,chhia1lian2chhau2,tshialiantshau,chhialianchhau,tlt,clc,True
tshia-lûn-tsí,車輪子,16,chhia-lûn-chí,tshia1lun5tsi2,chhia1lun5chi2,tshialuntsi,chhialunchi,tlt,clc,True
tshia-lûn-khing,車輪框,16,chhia-lûn-kheng,tshia1lun5khing1,chhia1lun5kheng1,tshialunkhing,chhialunkheng,tlk,clk,True
tshia-lûn-kènn,車輪桱,16,chhia-lûn-kèⁿ,tshia1lun5kenn3,chhia1lun5kenn3,tshialunkenn,chhialunkenn,tlk,clk,True
tshia-lûn-tshài,車輪菜,16,chhia-lûn-chhài,tshia1lun5tshai3,chhia1lun5chhai3,tshialuntshai,chhialunchhai,tlt,clc,True
tshia-bé-huì,車馬費,16,chhia-bé-hùi,tshia1be2hui3,chhia1be2hui3,tshiabehui,chhiabehui,tbh,cbh,True
tshia-kóo-lāng,車鼓弄,16,chhia-kó͘-lāng,tshia1koo2lang7,chhia1koo2lang7,tshiakoolang,chhiakoolang,tkl,ckl,True
kun-kong-kàu,軍公教,16,kun-kong-kàu,kun1kong1kau3,kun1kong1kau3,kunkongkau,kunkongkau,kkk,kkk,True
kun-iōng-káu,軍用狗,16,kun-iōng-káu,kun1iong7kau2,kun1iong7kau2,kuniongkau,kuniongkau,kik,kik,True
nńg-kô-kô,軟-手豪,16,nńg-kô-kô,nng2ko5ko5,nng2ko5ko5,nngkoko,nngkoko,nkk,nkk,True
nńg-sìm-sìm,軟gìm-gìm,16,nńg-sìm-sìm,nng2sim3sim3,nng2sim3sim3,nngsimsim,nngsimsim,nss,nss,True
nńg-sìm-tshn̂g,軟gìm床,16,nńg-sìm-chhn̂g,nng2sim3tshng5,nng2sim3chhng5,nngsimtshng,nngsimchhng,nst,nsc,True
nńg-kauh-kauh,軟kauh-kauh,16,nńg-kauh-kauh,nng2kauh1kauh1,nng2kauh1kauh1,nngkauhkauh,nngkauhkauh,nkk,nkk,True
nńg-siô-siô,軟siô-siô,16,nńg-siô-siô,nng2sio5sio5,nng2sio5sio5,nngsiosio,nngsiosio,nss,nss,True
nńg-sìm-sìm,軟sìm-sìm,16,nńg-sìm-sìm,nng2sim3sim3,nng2sim3sim3,nngsimsim,nngsimsim,nss,nss,True
nńg-sô-sô,軟sô-sô,16,nńg-sô-sô,nng2so5so5,nng2so5so5,nngsoso,nngsoso,nss,nss,True
nńg-á-tsînn,軟仔錢,16,nńg-á-chîⁿ,nng2a2tsinn5,nng2a2chinn5,nngatsinn,nngachinn,nat,nac,True
nńg-to-á,軟刀仔,16,nńg-to-á,nng2to1a2,nng2to1a2,nngtoa,nngtoa,nta,nta,True
nńg-hāinn-hāinn,軟哼哼,16,nńg-hāiⁿ-hāiⁿ,nng2hainn7hainn7,nng2hainn7hainn7,nnghainnhainn,nnghainnhainn,nhh,nhh,True
nńg-tsiuh-tsiuh,軟啁啁,16,nńg-chiuh-chiuh,nng2tsiuh1tsiuh1,nng2chiuh1chiuh1,nngtsiuhtsiuh,nngchiuhchiuh,ntt,ncc,True
nńg-suê-suê,軟垂垂,16,nńg-sôe-sôe,nng2sue5sue5,nng2soe5soe5,nngsuesue,nngsoesoe,nss,nss,True
nńg-khang-khuè,軟工課,16,nńg-khang-khòe,nng2khang1khue3,nng2khang1khoe3,nngkhangkhue,nngkhangkhoe,nkk,nkk,True
nńg-hop-hop,軟揜揜,16,nńg-hop-hop,nng2hop1hop1,nng2hop1hop1,nnghophop,nnghophop,nhh,nhh,True
nńg-bó-á,軟母仔,16,nńg-bó-á,nng2bo2a2,nng2bo2a2,nngboa,nngboa,nba,nba,True
nńg-ám-ám,軟湆湆,16,nńg-ám-ám,nng2am2am2,nng2am2am2,nngamam,nngamam,naa,naa,True
nńg-ioh-ioh,軟溢溢,16,nńg-ioh-ioh,nng2ioh1ioh1,nng2ioh1ioh1,nngiohioh,nngiohioh,nii,nii,True
nńg-io̍h-io̍h,軟溢溢,16,nńg-io̍h-io̍h,nng2ioh8ioh8,nng2ioh8ioh8,nngiohioh,nngiohioh,nii,nii,True
nńg-khiū-khiū,軟糗糗,16,nńg-khiū-khiū,nng2khiu7khiu7,nng2khiu7khiu7,nngkhiukhiu,nngkhiukhiu,nkk,nkk,True
nńg-pháng-pháng,軟紡紡,16,nńg-pháng-pháng,nng2phang2phang2,nng2phang2phang2,nngphangphang,nngphangphang,npp,npp,True
nńg-kô-kô,軟翱翱,16,nńg-kô-kô,nng2ko5ko5,nng2ko5ko5,nngkoko,nngkoko,nkk,nkk,True
nńg-kha-pēnn,軟腳病,16,nńg-kha-pēⁿ,nng2kha1penn7,nng2kha1penn7,nngkhapenn,nngkhapenn,nkp,nkp,True
nńg-kha-hê,軟腳蝦,16,nńg-kha-hê,nng2kha1he5,nng2kha1he5,nngkhahe,nngkhahe,nkh,nkh,True
nńg-siô-siô,軟苕苕,16,nńg-siô-siô,nng2sio5sio5,nng2sio5sio5,nngsiosio,nngsiosio,nss,nss,True
nńg-kiu̍h-kiu̍h,軟趜kiu̍h,16,nńg-kiu̍h-kiu̍h,nng2kiuh8kiuh8,nng2kiuh8kiuh8,nngkiuhkiuh,nngkiuhkiuh,nkk,nkk,True
nńg-lōo-sit,軟路穡,16,nńg-lō͘-sit,nng2loo7sit1,nng2loo7sit1,nngloosit,nngloosit,nls,nls,True
nńg-lōo-tsînn,軟路錢,16,nńg-lō͘-chîⁿ,nng2loo7tsinn5,nng2loo7chinn5,nnglootsinn,nngloochinn,nlt,nlc,True
nńg-kut-pēnn,軟骨病,16,nńg-kut-pēⁿ,nng2kut1penn7,nng2kut1penn7,nngkutpenn,nngkutpenn,nkp,nkp,True
nńg-sô-sô,軟,16,nńg-sô-sô,nng2so5so5,nng2so5so5,nngsoso,nngsoso,nss,nss,True
tiap-á-kú,輒仔久,16,tiap-á-kú,tiap1a2ku2,tiap1a2ku2,tiapaku,tiapaku,tak,tak,True
hù-tō-uân,輔導員,16,hù-tō-oân,hu3to7uan5,hu3to7oan5,hutouan,hutooan,htu,hto,True
hù-tō-huē,輔導會,16,hù-tō-hōe,hu3to7hue7,hu3to7hoe7,hutohue,hutohoe,hth,hth,True
hù-io̍k-īnn,輔育院,16,hù-io̍k-īⁿ,hu3iok8inn7,hu3iok8inn7,huiokinn,huiokinn,hii,hii,True
khin-báng-báng,輕báng-báng,16,khin-báng-báng,khin1bang2bang2,khin1bang2bang2,khinbangbang,khinbangbang,kbb,kbb,True
khing-piān-tshuì,輕便嘴,16,kheng-piān-chhùi,khing1pian7tshui3,kheng1pian7chhui3,khingpiantshui,khengpianchhui,kpt,kpc,True
khing-piān-tshia,輕便車,16,kheng-piān-chhia,khing1pian7tshia1,kheng1pian7chhia1,khingpiantshia,khengpianchhia,kpt,kpc,True
khin-niú-siùnn,輕兩相,16,khin-niú-siùⁿ,khin1niu2siunn3,khin1niu2siunn3,khinniusiunn,khinniusiunn,kns,kns,True
khing-kang-gia̍p,輕工業,16,kheng-kang-gia̍p,khing1kang1giap8,kheng1kang1giap8,khingkanggiap,khengkanggiap,kkg,kkg,True
khin-iô-iô,輕搖搖,16,khin-iô-iô,khin1io5io5,khin1io5io5,khinioio,khinioio,kii,kii,True
khing-khì-kiû,輕氣球,16,kheng-khì-kiû,khing1khi3kiu5,kheng1khi3kiu5,khingkhikiu,khengkhikiu,kkk,kkk,True
khin-khang-khuè,輕空課,16,khin-khang-khòe,khin1khang1khue3,khin1khang1khoe3,khinkhangkhue,khinkhangkhoe,kkk,kkk,True
khin-kha-kiânn,輕腳行,16,khin-kha-kiâⁿ,khin1kha1kiann5,khin1kha1kiann5,khinkhakiann,khinkhakiann,kkk,kkk,True
khin-po̍h-niû,輕薄娘,16,khin-po̍h-niû,khin1poh8niu5,khin1poh8niu5,khinpohniu,khinpohniu,kpn,kpn,True
khin-khin-á,輕輕仔,16,khin-khin-á,khin1khin1a2,khin1khin1a2,khinkhina,khinkhina,kka,kka,True
lìn-lìn-kō,輦輦翱,16,lìn-lìn-kō,lin3lin3ko7,lin3lin3ko7,linlinko,linlinko,llk,llk,True
lûn-ki-tiúnn,輪機長,16,lûn-ki-tiúⁿ,lun5ki1tiunn2,lun5ki1tiunn2,lunkitiunn,lunkitiunn,lkt,lkt,True
su-liáu-liáu,輸了了,16,su-liáu-liáu,su1liau2liau2,su1liau2liau2,suliauliau,suliauliau,sll,sll,True
su-thiám-thiám,輸忝忝,16,su-thiám-thiám,su1thiam2thiam2,su1thiam2thiam2,suthiamthiam,suthiamthiam,stt,stt,True
su-tah-tah,輸搭搭,16,su-tah-tah,su1tah1tah1,su1tah1tah1,sutahtah,sutahtah,stt,stt,True
su-iû-kóng,輸油管,16,su-iû-kóng,su1iu5kong2,su1iu5kong2,suiukong,suiukong,sik,sik,True
su-su-khì,輸輸去,16,su-su-khì,su1su1khi3,su1su1khi3,susukhi,susukhi,ssk,ssk,True
su-sàng-tuà,輸送帶,16,su-sàng-tòa,su1sang3tua3,su1sang3toa3,susangtua,susangtoa,sst,sst,True
lìn-kong-hn̂g,輾公園,16,lìn-kong-hn̂g,lin3kong1hng5,lin3kong1hng5,linkonghng,linkonghng,lkh,lkh,True
lìn-tshia-lûn,輾車輪,16,lìn-chhia-lûn,lin3tshia1lun5,lin3chhia1lun5,lintshialun,linchhialun,ltl,lcl,True
liàn-liàn-kô,輾輾翱,16,liàn-liàn-kô,lian3lian3ko5,lian3lian3ko5,lianlianko,lianlianko,llk,llk,True
lìn-lìn-tńg,輾輾轉,16,lìn-lìn-tńg,lin3lin3tng2,lin3lin3tng2,linlintng,linlintng,llt,llt,True
lìn-lìn-gô,輾輾遨,16,lìn-lìn-gô,lin3lin3go5,lin3lin3go5,linlingo,linlingo,llg,llg,True
tńg-tāi-tsì,轉代誌,16,tńg-tāi-chì,tng2tai7tsi3,tng2tai7chi3,tngtaitsi,tngtaichi,ttt,ttc,True
tńg--lâi,轉來,16,tńg--lâi,tng2lai5,tng2lai5,tnglai,tnglai,tl,tl,True
tsuán-pa̍t-tôo,轉別途,16,choán-pa̍t-tô͘,tsuan2pat8too5,choan2pat8too5,tsuanpattoo,choanpattoo,tpt,cpt,True
tńg--khì,轉去,16,tńg--khì,tng2khi3,tng2khi3,tngkhi,tngkhi,tk,tk,True
tńg-guā-ke,轉外家,16,tńg-gōa-ke,tng2gua7ke1,tng2goa7ke1,tngguake,tnggoake,tgk,tgk,True
tńg-tuā-lâng,轉大人,16,tńg-tōa-lâng,tng2tua7lang5,tng2toa7lang5,tngtualang,tngtoalang,ttl,ttl,True
tńg-ka-hiong,轉家鄉,16,tńg-ka-hiong,tng2ka1hiong1,tng2ka1hiong1,tngkahiong,tngkahiong,tkh,tkh,True
tńg-uan-kak,轉彎角,16,tńg-oan-kak,tng2uan1kak1,tng2oan1kak1,tnguankak,tngoankak,tuk,tok,True
tńg-sim-hue,轉心花,16,tńg-sim-hoe,tng2sim1hue1,tng2sim1hoe1,tngsimhue,tngsimhoe,tsh,tsh,True
tsuán-tâu-tsu,轉投資,16,choán-tâu-chu,tsuan2tau5tsu1,choan2tau5chu1,tsuantautsu,choantauchu,ttt,ctc,True
tsuán-pò-tsām,轉播站,16,choán-pò-chām,tsuan2po3tsam7,choan2po3cham7,tsuanpotsam,choanpocham,tpt,cpc,True
tńg-pháinn-bīn,轉歹面,16,tńg-pháiⁿ-bīn,tng2phainn2bin7,tng2phainn2bin7,tngphainnbin,tngphainnbin,tpb,tpb,True
tńg-sio-jua̍h,轉燒熱,16,tńg-sio-joa̍h,tng2sio1juah8,tng2sio1joah8,tngsiojuah,tngsiojoah,tsj,tsj,True
tńg-tshiò-bīn,轉笑面,16,tńg-chhiò-bīn,tng2tshio3bin7,tng2chhio3bin7,tngtshiobin,tngchhiobin,ttb,tcb,True
tńg-tsi̍h-kuan,轉舌關,16,tńg-chi̍h-koan,tng2tsih8kuan1,tng2chih8koan1,tngtsihkuan,tngchihkoan,ttk,tck,True
tsuán-se-hong,轉西方,16,choán-se-hong,tsuan2se1hong1,choan2se1hong1,tsuansehong,choansehong,tsh,csh,True
tńg-uē-gím,轉話錦,16,tńg-ōe-gím,tng2ue7gim2,tng2oe7gim2,tnguegim,tngoegim,tug,tog,True
tńg-uē-mn̂g,轉話門,16,tńg-ōe-mn̂g,tng2ue7mng5,tng2oe7mng5,tnguemng,tngoemng,tum,tom,True
tńg-uē-kuan,轉話關,16,tńg-ōe-koan,tng2ue7kuan1,tng2oe7koan1,tnguekuan,tngoekoan,tuk,tok,True
tńg-tsînn-khang,轉錢空,16,tńg-chîⁿ-khang,tng2tsinn5khang1,tng2chinn5khang1,tngtsinnkhang,tngchinnkhang,ttk,tck,True
tńg-hong-bīn,轉風面,16,tńg-hong-bīn,tng2hong1bin7,tng2hong1bin7,tnghongbin,tnghongbin,thb,thb,True
kiō-kǹg-tik,轎槓竹,16,kiō-kǹg-tek,kio7kng3tik1,kio7kng3tek1,kiokngtik,kiokngtek,kkt,kkt,True
hong-tsà-ki,轟炸機,16,hong-chà-ki,hong1tsa3ki1,hong1cha3ki1,hongtsaki,hongchaki,htk,hck,True
hong-hong-háu,轟轟吼,16,hong-hong-háu,hong1hong1hau2,hong1hong1hau2,honghonghau,honghonghau,hhh,hhh,True
sin-lô-tsînn,辛勞錢,16,sin-lô-chîⁿ,sin1lo5tsinn5,sin1lo5chinn5,sinlotsinn,sinlochinn,slt,slc,True
phiah-khì-tiàm,辟去站,16,phiah-khì-tiàm,phiah1khi3tiam3,phiah1khi3tiam3,phiahkhitiam,phiahkhitiam,pkt,pkt,True
lua̍h-hiam-hiam,辣hiam-hiam,16,loa̍h-hiam-hiam,luah8hiam1hiam1,loah8hiam1hiam1,luahhiamhiam,loahhiamhiam,lhh,lhh,True
lua̍h-hiam-hiam,辣薟薟,16,loa̍h-hiam-hiam,luah8hiam1hiam1,loah8hiam1hiam1,luahhiamhiam,loahhiamhiam,lhh,lhh,True
pān-bē-liáu,辦bē了,16,pān-bē-liáu,pan7be7liau2,pan7be7liau2,panbeliau,panbeliau,pbl,pbl,True
pān-bē-lâi,辦bē來,16,pān-bē-lâi,pan7be7lai5,pan7be7lai5,panbelai,panbelai,pbl,pbl,True
pān-bē-kàu,辦bē到,16,pān-bē-kàu,pan7be7kau3,pan7be7kau3,panbekau,panbekau,pbk,pbk,True
pān-bē-khì,辦bē去,16,pān-bē-khì,pan7be7khi3,pan7be7khi3,panbekhi,panbekhi,pbk,pbk,True
pān-bē-uân,辦bē完,16,pān-bē-oân,pan7be7uan5,pan7be7oan5,panbeuan,panbeoan,pbu,pbo,True
pān-bē-tit,辦bē得,16,pān-bē-tit,pan7be7tit1,pan7be7tit1,panbetit,panbetit,pbt,pbt,True
pān-bē-sîng,辦bē成,16,pān-bē-sêng,pan7be7sing5,pan7be7seng5,panbesing,panbeseng,pbs,pbs,True
pān-sū-uân,辦事員,16,pān-sū-oân,pan7su7uan5,pan7su7oan5,pansuuan,pansuoan,psu,pso,True
pān-sū-tshù,辦事處,16,pān-sū-chhù,pan7su7tshu3,pan7su7chhu3,pansutshu,pansuchhu,pst,psc,True
pān-kong-sik,辦公室,16,pān-kong-sek,pan7kong1sik1,pan7kong1sek1,pankongsik,pankongsek,pks,pks,True
pān-kong-thiann,辦公廳,16,pān-kong-thiaⁿ,pan7kong1thiann1,pan7kong1thiann1,pankongthiann,pankongthiann,pkt,pkt,True
pān-kong-toh,辦公桌,16,pān-kong-toh,pan7kong1toh1,pan7kong1toh1,pankongtoh,pankongtoh,pkt,pkt,True
pān-kong-tshù,辦公處,16,pān-kong-chhù,pan7kong1tshu3,pan7kong1chhu3,pankongtshu,pankongchhu,pkt,pkc,True
pān-kong-huì,辦公費,16,pān-kong-hùi,pan7kong1hui3,pan7kong1hui3,pankonghui,pankonghui,pkh,pkh,True
pān-tshut-īnn,辦出院,16,pān-chhut-īⁿ,pan7tshut1inn7,pan7chhut1inn7,pantshutinn,panchhutinn,pti,pci,True
pān-hí-sū,辦喜事,16,pān-hí-sū,pan7hi2su7,pan7hi2su7,panhisu,panhisu,phs,phs,True
pān-song-sū,辦喪事,16,pān-song-sū,pan7song1su7,pan7song1su7,pansongsu,pansongsu,pss,pss,True
pān-kè-tsng,辦嫁妝,16,pān-kè-chng,pan7ke3tsng1,pan7ke3chng1,panketsng,pankechng,pkt,pkc,True
pān-tsiú-tshài,辦酒菜,16,pān-chiú-chhài,pan7tsiu2tshai3,pan7chiu2chhai3,pantsiutshai,panchiuchhai,ptt,pcc,True
sî-thâu-lōo,辭頭路,16,sî-thâu-lō͘,si5thau5loo7,si5thau5loo7,sithauloo,sithauloo,stl,stl,True
piān-uē-kut,辯話骨,16,piān-ōe-kut,pian7ue7kut1,pian7oe7kut1,pianuekut,pianoekut,puk,pok,True
