hanzi,tl,frequency,poj,tl_num,poj_num,tps_num,tps_num_var,tl_notone,poj_notone,tps_notone,tps_notone_var,tl_abbrev,poj_abbrev,tps_abbrev,tps_abbrev_var,khpoo,is_variant
上師,siōng-sir,25,siōng-sir,siong7sir1,siong7sir1,ㄒㄧㆲ˫ㄙㆨ,,siongsir,siongsir,ㄒㄧㆲㄙㆨ,,ss,ss,ㄒㄙ,,True,False
上書,siōng-sir,25,siōng-sir,siong7sir1,siong7sir1,ㄒㄧㆲ˫ㄙㆨ,,siongsir,siongsir,ㄒㄧㆲㄙㆨ,,ss,ss,ㄒㄙ,,True,False
上書,siōng-su,25,siōng-su,siong7su1,siong7su1,ㄒㄧㆲ˫ㄙㄨ,,siongsu,siongsu,ㄒㄧㆲㄙㄨ,,ss,ss,ㄒㄙ,,True,False
上書,siǒng-sir,25,siǒng-sir,siong6sir1,siong6sir1,ㄒㄧㆲˇㄙㆨ,,siongsir,siongsir,ㄒㄧㆲㄙㆨ,,ss,ss,ㄒㄙ,,True,False
上書,tsiūnn-tsir,25,chiūⁿ-chir,tsiunn7tsir1,chiunn7chir1,ㄐㄧㆫ˫ㄗㆨ,,tsiunntsir,chiunnchir,ㄐㄧㆫㄗㆨ,,tt,cc,ㄐㄗ,,True,False
上書,tsiūnn-tsu,25,chiūⁿ-chu,tsiunn7tsu1,chiunn7chu1,ㄐㄧㆫ˫ㄗㄨ,,tsiunntsu,chiunnchu,ㄐㄧㆫㄗㄨ,,tt,cc,ㄐㄗ,,True,False
上書,tsiǔnn-tsir,25,chiǔⁿ-chir,tsiunn6tsir1,chiunn6chir1,ㄐㄧㆫˇㄗㆨ,,tsiunntsir,chiunnchir,ㄐㄧㆫㄗㆨ,,tt,cc,ㄐㄗ,,True,False
上等,jió-toh,25,jió-toh,jio2toh4,jio2toh4,ㆢㄧㄛˋㄉㄛㆷ,,jiotoh,jiotoh,ㆢㄧㄛㄉㄛㆷ,,jt,jt,ㆢㄉ,,True,False
不如,put-jîr,25,put-jîr,put4jir5,put4jir5,ㄅㄨㆵㆡㆨˊ,,putjir,putjir,ㄅㄨㆵㆡㆨ,,pj,pj,ㄅㆡ,,True,False
不如,put-lîr,25,put-lîr,put4lir5,put4lir5,ㄅㄨㆵㄌㆨˊ,,putlir,putlir,ㄅㄨㆵㄌㆨ,,pl,pl,ㄅㄌ,,True,False
世事,sè-sīr,25,sè-sīr,se3sir7,se3sir7,ㄙㆤ˪ㄙㆨ˫,,sesir,sesir,ㄙㆤㄙㆨ,,ss,ss,ㄙㄙ,,True,False
乾燥,kha̋n-sóo,25,khăn-só͘,khan9soo2,khan9soo2,ㄎㄢˆㄙㆦˋ,,khansoo,khansoo,ㄎㄢㄙㆦ,,ks,ks,ㄎㄙ,,True,False
予備,ió-bih,25,ió-bih,io2bih4,io2bih4,ㄧㄛˋㆠㄧㆷ,,iobih,iobih,ㄧㄛㆠㄧㆷ,,ib,ib,ㄧㆠ,,True,False
事主,sīr-tsú,25,sīr-chú,sir7tsu2,sir7chu2,ㄙㆨ˫ㄗㄨˋ,,sirtsu,sirchu,ㄙㆨㄗㄨ,,st,sc,ㄙㄗ,,True,False
事事,sīr-sīr,25,sīr-sīr,sir7sir7,sir7sir7,ㄙㆨ˫ㄙㆨ˫,,sirsir,sirsir,ㄙㆨㄙㆨ,,ss,ss,ㄙㄙ,,True,False
事理,sīr-lí,25,sīr-lí,sir7li2,sir7li2,ㄙㆨ˫ㄌㄧˋ,,sirli,sirli,ㄙㆨㄌㄧ,,sl,sl,ㄙㄌ,,True,False
事路,sīr-lōo,25,sīr-lō͘,sir7loo7,sir7loo7,ㄙㆨ˫ㄌㆦ˫,,sirloo,sirloo,ㄙㆨㄌㆦ,,sl,sl,ㄙㄌ,,True,False
事路,sū-lōo,25,sū-lō͘,su7loo7,su7loo7,ㄙㄨ˫ㄌㆦ˫,,suloo,suloo,ㄙㄨㄌㆦ,,sl,sl,ㄙㄌ,,True,False
人事,jîn-sīr,25,jîn-sīr,jin5sir7,jin5sir7,ㆢㄧㄣˊㄙㆨ˫,,jinsir,jinsir,ㆢㄧㄣㄙㆨ,,js,js,ㆢㄙ,,True,False
人事,lîn-sīr,25,lîn-sīr,lin5sir7,lin5sir7,ㄌㄧㄣˊㄙㆨ˫,,linsir,linsir,ㄌㄧㄣㄙㆨ,,ls,ls,ㄌㄙ,,True,False
人参,li̋n-jín,25,lĭn-jín,lin9jin2,lin9jin2,ㄌㄧㄣˆㆢㄧㄣˋ,,linjin,linjin,ㄌㄧㄣㆢㄧㄣ,,lj,lj,ㄌㆢ,,True,False
代書,tāi-sir,25,tāi-sir,tai7sir1,tai7sir1,ㄉㄞ˫ㄙㆨ,,taisir,taisir,ㄉㄞㄙㆨ,,ts,ts,ㄉㄙ,,True,False
代賠,tāi-puê,25,tāi-pôe,tai7pue5,tai7poe5,ㄉㄞ˫ㄅㄨㆤˊ,,taipue,taipoe,ㄉㄞㄅㄨㆤ,,tp,tp,ㄉㄅ,,True,False
代賠,tāi-pê,25,tāi-pê,tai7pe5,tai7pe5,ㄉㄞ˫ㄅㆤˊ,,taipe,taipe,ㄉㄞㄅㆤ,,tp,tp,ㄉㄅ,,True,False
代賠,tāi-pêr,25,tāi-pêr,tai7per5,tai7per5,ㄉㄞ˫ㄅㄜˊ,ㄉㄞ˫ㄅㄛˊ,taiper,taiper,ㄉㄞㄅㄜ,ㄉㄞㄅㄛ,tp,tp,ㄉㄅ,,True,False
仮名,khá-nah,25,khá-nah,kha2nah4,kha2nah4,ㄎㄚˋㄋㄚㆷ,,khanah,khanah,ㄎㄚㄋㄚㆷ,,kn,kn,ㄎㄋ,,True,False
休憩,khiű-khé,25,khiŭ-khé,khiu9khe2,khiu9khe2,ㄎㄧㄨˆㄎㆤˋ,,khiukhe,khiukhe,ㄎㄧㄨㄎㆤ,,kk,kk,ㄎㄎ,,True,False
何如,hô-jîr,25,hô-jîr,ho5jir5,ho5jir5,ㄏㄛˊㆡㆨˊ,,hojir,hojir,ㄏㄛㆡㆨ,,hj,hj,ㄏㆡ,,True,False
何如,hô-jû,25,hô-jû,ho5ju5,ho5ju5,ㄏㄛˊㆡㄨˊ,,hoju,hoju,ㄏㄛㆡㄨ,,hj,hj,ㄏㆡ,,True,False
何如,hô-lîr,25,hô-lîr,ho5lir5,ho5lir5,ㄏㄛˊㄌㆨˊ,,holir,holir,ㄏㄛㄌㆨ,,hl,hl,ㄏㄌ,,True,False
何如,hô-lû,25,hô-lû,ho5lu5,ho5lu5,ㄏㄛˊㄌㄨˊ,,holu,holu,ㄏㄛㄌㄨ,,hl,hl,ㄏㄌ,,True,False
佛公,pu̍t-kong,25,pu̍t-kong,put8kong1,put8kong1,ㄅㄨㆵ̇ㄍㆲ,,putkong,putkong,ㄅㄨㆵㄍㆲ,,pk,pk,ㄅㄍ,,True,False
佛字,pu̍t-jī,25,pu̍t-jī,put8ji7,put8ji7,ㄅㄨㆵ̇ㆢㄧ˫,,putji,putji,ㄅㄨㆵㆢㄧ,,pj,pj,ㄅㆢ,,True,False
佛字,pu̍t-lī,25,pu̍t-lī,put8li7,put8li7,ㄅㄨㆵ̇ㄌㄧ˫,,putli,putli,ㄅㄨㆵㄌㄧ,,pl,pl,ㄅㄌ,,True,False
使用,sír-iōng,25,sír-iōng,sir2iong7,sir2iong7,ㄙㆨˋㄧㆲ˫,,siriong,siriong,ㄙㆨㄧㆲ,,si,si,ㄙㄧ,,True,False
俗語,sio̍k-gír,25,sio̍k-gír,siok8gir2,siok8gir2,ㄒㄧㆦㆻ̇ㆣㆨˋ,,siokgir,siokgir,ㄒㄧㆦㆻㆣㆨ,,sg,sg,ㄒㆣ,,True,False
信士,sìn-sīr,25,sìn-sīr,sin3sir7,sin3sir7,ㄒㄧㄣ˪ㄙㆨ˫,,sinsir,sinsir,ㄒㄧㄣㄙㆨ,,ss,ss,ㄒㄙ,,True,False
信士,sìn-sū,25,sìn-sū,sin3su7,sin3su7,ㄒㄧㄣ˪ㄙㄨ˫,,sinsu,sinsu,ㄒㄧㄣㄙㄨ,,ss,ss,ㄒㄙ,,True,False
信士,sìn-sǐr,25,sìn-sǐr,sin3sir6,sin3sir6,ㄒㄧㄣ˪ㄙㆨˇ,,sinsir,sinsir,ㄒㄧㄣㄙㆨ,,ss,ss,ㄒㄙ,,True,False
信據,sìn-kì,25,sìn-kì,sin3ki3,sin3ki3,ㄒㄧㄣ˪ㄍㄧ˪,,sinki,sinki,ㄒㄧㄣㄍㄧ,,sk,sk,ㄒㄍ,,True,False
信據,sìn-kìr,25,sìn-kìr,sin3kir3,sin3kir3,ㄒㄧㄣ˪ㄍㆨ˪,,sinkir,sinkir,ㄒㄧㄣㄍㆨ,,sk,sk,ㄒㄍ,,True,False
信據,sìn-kù,25,sìn-kù,sin3ku3,sin3ku3,ㄒㄧㄣ˪ㄍㄨ˪,,sinku,sinku,ㄒㄧㄣㄍㄨ,,sk,sk,ㄒㄍ,,True,False
修飾,siu-sik,25,siu-sek,siu1sik4,siu1sek4,ㄒㄧㄨㄒㄧㆻ,,siusik,siusek,ㄒㄧㄨㄒㄧㆻ,,ss,ss,ㄒㄒ,,True,False
傀儡,ka-lér,25,ka-lér,ka1ler2,ka1ler2,ㄍㄚㄌㄜˋ,ㄍㄚㄌㄛˋ,kaler,kaler,ㄍㄚㄌㄜ,ㄍㄚㄌㄛ,kl,kl,ㄍㄌ,,True,False
傷暑,siong-sír,25,siong-sír,siong1sir2,siong1sir2,ㄒㄧㆲㄙㆨˋ,,siongsir,siongsir,ㄒㄧㆲㄙㆨ,,ss,ss,ㄒㄙ,,True,False
傷暑,siong-sú,25,siong-sú,siong1su2,siong1su2,ㄒㄧㆲㄙㄨˋ,,siongsu,siongsu,ㄒㄧㆲㄙㄨ,,ss,ss,ㄒㄙ,,True,False
僻語,phiah-gí,25,phiah-gí,phiah4gi2,phiah4gi2,ㄆㄧㄚㆷㆣㄧˋ,,phiahgi,phiahgi,ㄆㄧㄚㆷㆣㄧ,,pg,pg,ㄆㆣ,,True,False
僻語,phiah-gír,25,phiah-gír,phiah4gir2,phiah4gir2,ㄆㄧㄚㆷㆣㆨˋ,,phiahgir,phiahgir,ㄆㄧㄚㆷㆣㆨ,,pg,pg,ㄆㆣ,,True,False
僻語,phiah-gú,25,phiah-gú,phiah4gu2,phiah4gu2,ㄆㄧㄚㆷㆣㄨˋ,,phiahgu,phiahgu,ㄆㄧㄚㆷㆣㄨ,,pg,pg,ㄆㆣ,,True,False
先生,sia̋n-sé,25,siăn-sé,sian9se2,sian9se2,ㄒㄧㄢˆㄙㆤˋ,,sianse,sianse,ㄒㄧㄢㄙㆤ,,ss,ss,ㄒㄙ,,True,False
先輩,sia̋n-pái,25,siăn-pái,sian9pai2,sian9pai2,ㄒㄧㄢˆㄅㄞˋ,,sianpai,sianpai,ㄒㄧㄢㄅㄞ,,sp,sp,ㄒㄅ,,True,False
光批,kng-phue,25,kng-phoe,kng1phue1,kng1phoe1,ㄍㆭㄆㄨㆤ,,kngphue,kngphoe,ㄍㆭㄆㄨㆤ,,kp,kp,ㄍㄆ,,True,False
光批,kuinn-phe,25,kuiⁿ-phe,kuinn1phe1,kuinn1phe1,ㄍㄨㆪㄆㆤ,,kuinnphe,kuinnphe,ㄍㄨㆪㄆㆤ,,kp,kp,ㄍㄆ,,True,False
內科,lāi-khe,25,lāi-khe,lai7khe1,lai7khe1,ㄌㄞ˫ㄎㆤ,,laikhe,laikhe,ㄌㄞㄎㆤ,,lk,lk,ㄌㄎ,,True,False
內科,lāi-kher,25,lāi-kher,lai7kher1,lai7kher1,ㄌㄞ˫ㄎㄜ,ㄌㄞ˫ㄎㄛ,laikher,laikher,ㄌㄞㄎㄜ,ㄌㄞㄎㄛ,lk,lk,ㄌㄎ,,True,False
內科,lǎi-kher,25,lǎi-kher,lai6kher1,lai6kher1,ㄌㄞˇㄎㄜ,ㄌㄞˇㄎㄛ,laikher,laikher,ㄌㄞㄎㄜ,ㄌㄞㄎㄛ,lk,lk,ㄌㄎ,,True,False
公子,kong-tsír,25,kong-chír,kong1tsir2,kong1chir2,ㄍㆲㄗㆨˋ,,kongtsir,kongchir,ㄍㆲㄗㆨ,,kt,kc,ㄍㄗ,,True,False
兵士,ping-sīr,25,peng-sīr,ping1sir7,peng1sir7,ㄅㄧㄥㄙㆨ˫,,pingsir,pengsir,ㄅㄧㄥㄙㆨ,,ps,ps,ㄅㄙ,,True,False
兵士,ping-sǐr,25,peng-sǐr,ping1sir6,peng1sir6,ㄅㄧㄥㄙㆨˇ,,pingsir,pengsir,ㄅㄧㄥㄙㆨ,,ps,ps,ㄅㄙ,,True,False
写真,sia-sín,25,sia-sín,sia1sin2,sia1sin2,ㄒㄧㄚㄒㄧㄣˋ,,siasin,siasin,ㄒㄧㄚㄒㄧㄣ,,ss,ss,ㄒㄒ,,True,False
分會,hun-hē,25,hun-hē,hun1he7,hun1he7,ㄏㄨㄣㄏㆤ˫,,hunhe,hunhe,ㄏㄨㄣㄏㆤ,,hh,hh,ㄏㄏ,,True,False
分會,hun-hēr,25,hun-hēr,hun1her7,hun1her7,ㄏㄨㄣㄏㄜ˫,ㄏㄨㄣㄏㄛ˫,hunher,hunher,ㄏㄨㄣㄏㄜ,ㄏㄨㄣㄏㄛ,hh,hh,ㄏㄏ,,True,False
刑事,hîng-sīr,25,hêng-sīr,hing5sir7,heng5sir7,ㄏㄧㄥˊㄙㆨ˫,,hingsir,hengsir,ㄏㄧㄥㄙㆨ,,hs,hs,ㄏㄙ,,True,False
刪除,san-tîr,25,san-tîr,san1tir5,san1tir5,ㄙㄢㄉㆨˊ,,santir,santir,ㄙㄢㄉㆨ,,st,st,ㄙㄉ,,True,True
剝皮,pak-phêr,25,pak-phêr,pak4pher5,pak4pher5,ㄅㄚㆻㄆㄜˊ,ㄅㄚㆻㄆㄛˊ,pakpher,pakpher,ㄅㄚㆻㄆㄜ,ㄅㄚㆻㄆㄛ,pp,pp,ㄅㄆ,,True,False
割據,kat-kì,25,kat-kì,kat4ki3,kat4ki3,ㄍㄚㆵㄍㄧ˪,,katki,katki,ㄍㄚㆵㄍㄧ,,kk,kk,ㄍㄍ,,True,False
割據,kat-kìr,25,kat-kìr,kat4kir3,kat4kir3,ㄍㄚㆵㄍㆨ˪,,katkir,katkir,ㄍㄚㆵㄍㆨ,,kk,kk,ㄍㄍ,,True,False
割據,kat-kù,25,kat-kù,kat4ku3,kat4ku3,ㄍㄚㆵㄍㄨ˪,,katku,katku,ㄍㄚㆵㄍㄨ,,kk,kk,ㄍㄍ,,True,False
勇士,ióng-sīr,25,ióng-sīr,iong2sir7,iong2sir7,ㄧㆲˋㄙㆨ˫,,iongsir,iongsir,ㄧㆲㄙㆨ,,is,is,ㄧㄙ,,True,False
勇士,ióng-sǐr,25,ióng-sǐr,iong2sir6,iong2sir6,ㄧㆲˋㄙㆨˇ,,iongsir,iongsir,ㄧㆲㄙㆨ,,is,is,ㄧㄙ,,True,False
勘定,kha̋n-jióo,25,khăn-jió͘,khan9jioo2,khan9jioo2,ㄎㄢˆㆢㄧㆦˋ,,khanjioo,khanjioo,ㄎㄢㆢㄧㆦ,,kj,kj,ㄎㆢ,,True,False
南無,lâm-bû,25,lâm-bû,lam5bu5,lam5bu5,ㄌㆰˊㆠㄨˊ,,lambu,lambu,ㄌㆰㆠㄨ,,lb,lb,ㄌㆠ,,True,False
南無,nâ-môo,25,nâ-mô͘,na5moo5,na5moo5,ㄋㄚˊㄇㆦˊ,,namoo,namoo,ㄋㄚㄇㆦ,,nm,nm,ㄋㄇ,,True,False
博士,phok-sīr,25,phok-sīr,phok4sir7,phok4sir7,ㄆㆦㆻㄙㆨ˫,,phoksir,phoksir,ㄆㆦㆻㄙㆨ,,ps,ps,ㄆㄙ,,True,False
博士,phok-sǐr,25,phok-sǐr,phok4sir6,phok4sir6,ㄆㆦㆻㄙㆨˇ,,phoksir,phoksir,ㄆㆦㆻㄙㆨ,,ps,ps,ㄆㄙ,,True,False
古史,kóo-sír,25,kó͘-sír,koo2sir2,koo2sir2,ㄍㆦˋㄙㆨˋ,,koosir,koosir,ㄍㆦㄙㆨ,,ks,ks,ㄍㄙ,,True,False
古史,kóo-sú,25,kó͘-sú,koo2su2,koo2su2,ㄍㆦˋㄙㄨˋ,,koosu,koosu,ㄍㆦㄙㄨ,,ks,ks,ㄍㄙ,,True,False
古墓,kóo-bōo,25,kó͘-bō͘,koo2boo7,koo2boo7,ㄍㆦˋㆠㆦ˫,,kooboo,kooboo,ㄍㆦㆠㆦ,,kb,kb,ㄍㆠ,,True,False
古書,kóo-sir,25,kó͘-sir,koo2sir1,koo2sir1,ㄍㆦˋㄙㆨ,,koosir,koosir,ㄍㆦㄙㆨ,,ks,ks,ㄍㄙ,,True,False
古書,kóo-su,25,kó͘-su,koo2su1,koo2su1,ㄍㆦˋㄙㄨ,,koosu,koosu,ㄍㆦㄙㄨ,,ks,ks,ㄍㄙ,,True,False
古書,kóo-tsir,25,kó͘-chir,koo2tsir1,koo2chir1,ㄍㆦˋㄗㆨ,,kootsir,koochir,ㄍㆦㄗㆨ,,kt,kc,ㄍㄗ,,True,False
古語,kóo-gí,25,kó͘-gí,koo2gi2,koo2gi2,ㄍㆦˋㆣㄧˋ,,koogi,koogi,ㄍㆦㆣㄧ,,kg,kg,ㄍㆣ,,True,False
古語,kóo-gír,25,kó͘-gír,koo2gir2,koo2gir2,ㄍㆦˋㆣㆨˋ,,koogir,koogir,ㄍㆦㆣㆨ,,kg,kg,ㄍㆣ,,True,False
古語,kóo-gú,25,kó͘-gú,koo2gu2,koo2gu2,ㄍㆦˋㆣㄨˋ,,koogu,koogu,ㄍㆦㆣㄨ,,kg,kg,ㄍㆣ,,True,False
可以,khónn-í,25,khóⁿ-í,khonn2i2,khonn2i2,ㄎㆧˋㄧˋ,,khonni,khonni,ㄎㆧㄧ,,ki,ki,ㄎㄧ,,True,False
可傷,khó-siong,25,khó-siong,kho2siong1,kho2siong1,ㄎㄛˋㄒㄧㆲ,,khosiong,khosiong,ㄎㄛㄒㄧㆲ,,ks,ks,ㄎㄒ,,True,False
可傷,khónn-siong,25,khóⁿ-siong,khonn2siong1,khonn2siong1,ㄎㆧˋㄒㄧㆲ,,khonnsiong,khonnsiong,ㄎㆧㄒㄧㆲ,,ks,ks,ㄎㄒ,,True,False
可取,khónn-tshú,25,khóⁿ-chhú,khonn2tshu2,khonn2chhu2,ㄎㆧˋㄘㄨˋ,,khonntshu,khonnchhu,ㄎㆧㄘㄨ,,kt,kc,ㄎㄘ,,True,False
可惜,khónn-sioh,25,khóⁿ-sioh,khonn2sioh4,khonn2sioh4,ㄎㆧˋㄒㄧㄛㆷ,,khonnsioh,khonnsioh,ㄎㆧㄒㄧㄛㆷ,,ks,ks,ㄎㄒ,,True,False
可愛,khónn-ài,25,khóⁿ-ài,khonn2ai3,khonn2ai3,ㄎㆧˋㄞ˪,,khonnai,khonnai,ㄎㆧㄞ,,ka,ka,ㄎㄞ,,True,False
可憐,khónn-lîn,25,khóⁿ-lîn,khonn2lin5,khonn2lin5,ㄎㆧˋㄌㄧㄣˊ,,khonnlin,khonnlin,ㄎㆧㄌㄧㄣ,,kl,kl,ㄎㄌ,,True,False
可疑,khónn-gî,25,khóⁿ-gî,khonn2gi5,khonn2gi5,ㄎㆧˋㆣㄧˊ,,khonngi,khonngi,ㄎㆧㆣㄧ,,kg,kg,ㄎㆣ,,True,False
可見,khónn-kiàn,25,khóⁿ-kiàn,khonn2kian3,khonn2kian3,ㄎㆧˋㄍㄧㄢ˪,,khonnkian,khonnkian,ㄎㆧㄍㄧㄢ,,kk,kk,ㄎㄍ,,True,False
台詞,tâi-sîr,25,tâi-sîr,tai5sir5,tai5sir5,ㄉㄞˊㄙㆨˊ,,taisir,taisir,ㄉㄞㄙㆨ,,ts,ts,ㄉㄙ,,True,False
台語,tâi-gír,25,tâi-gír,tai5gir2,tai5gir2,ㄉㄞˊㆣㆨˋ,,taigir,taigir,ㄉㄞㆣㆨ,,tg,tg,ㄉㆣ,,True,False
史官,sír-kuann,25,sír-koaⁿ,sir2kuann1,sir2koann1,ㄙㆨˋㄍㄨㆩ,,sirkuann,sirkoann,ㄙㆨㄍㄨㆩ,,sk,sk,ㄙㄍ,,True,False
史官,sú-kuann,25,sú-koaⁿ,su2kuann1,su2koann1,ㄙㄨˋㄍㄨㆩ,,sukuann,sukoann,ㄙㄨㄍㄨㆩ,,sk,sk,ㄙㄍ,,True,False
史策,sír-tshik,25,sír-chhek,sir2tshik4,sir2chhek4,ㄙㆨˋㄑㄧㆻ,,sirtshik,sirchhek,ㄙㆨㄑㄧㆻ,,st,sc,ㄙㄑ,,True,False
史策,sú-tshik,25,sú-chhek,su2tshik4,su2chhek4,ㄙㄨˋㄑㄧㆻ,,sutshik,suchhek,ㄙㄨㄑㄧㆻ,,st,sc,ㄙㄑ,,True,False
史記,sír-kì,25,sír-kì,sir2ki3,sir2ki3,ㄙㆨˋㄍㄧ˪,,sirki,sirki,ㄙㆨㄍㄧ,,sk,sk,ㄙㄍ,,True,False
史記,sú-kì,25,sú-kì,su2ki3,su2ki3,ㄙㄨˋㄍㄧ˪,,suki,suki,ㄙㄨㄍㄧ,,sk,sk,ㄙㄍ,,True,False
司令,sir-līng,25,sir-lēng,sir1ling7,sir1leng7,ㄙㆨㄌㄧㄥ˫,,sirling,sirleng,ㄙㆨㄌㄧㄥ,,sl,sl,ㄙㄌ,,True,False
司機,sir-ki,25,sir-ki,sir1ki1,sir1ki1,ㄙㆨㄍㄧ,,sirki,sirki,ㄙㆨㄍㄧ,,sk,sk,ㄙㄍ,,True,False
司法,sir-huat,25,sir-hoat,sir1huat4,sir1hoat4,ㄙㆨㄏㄨㄚㆵ,,sirhuat,sirhoat,ㄙㆨㄏㄨㄚㆵ,,sh,sh,ㄙㄏ,,True,False
司空,sir-khong,25,sir-khong,sir1khong1,sir1khong1,ㄙㆨㄎㆲ,,sirkhong,sirkhong,ㄙㆨㄎㆲ,,sk,sk,ㄙㄎ,,True,False
司空,su-khong,25,su-khong,su1khong1,su1khong1,ㄙㄨㄎㆲ,,sukhong,sukhong,ㄙㄨㄎㆲ,,sk,sk,ㄙㄎ,,True,False
司長,sir-tiúnn,25,sir-tiúⁿ,sir1tiunn2,sir1tiunn2,ㄙㆨㄉㄧㆫˋ,,sirtiunn,sirtiunn,ㄙㆨㄉㄧㆫ,,st,st,ㄙㄉ,,True,False
司馬,sir-má,25,sir-má,sir1ma2,sir1ma2,ㄙㆨㄇㄚˋ,,sirma,sirma,ㄙㆨㄇㄚ,,sm,sm,ㄙㄇ,,True,False
名刺,mè-sì,25,mè-sì,me3si3,me3si3,ㄇㆤ˪ㄒㄧ˪,,mesi,mesi,ㄇㆤㄒㄧ,,ms,ms,ㄇㄒ,,True,False
名姓,miâ-sìnn,25,miâ-sìⁿ,mia5sinn3,mia5sinn3,ㄇㄧㄚˊㄒㆪ˪,,miasinn,miasinn,ㄇㄧㄚㄒㆪ,,ms,ms,ㄇㄒ,,True,False
味噌,mí-soh,25,mí-soh,mi2soh4,mi2soh4,ㄇㄧˋㄙㄛㆷ,,misoh,misoh,ㄇㄧㄙㄛㆷ,,ms,ms,ㄇㄙ,,True,False
味噌,mí-sooh,25,mí-so͘h,mi2sooh4,mi2sooh4,ㄇㄧˋㄙㆦㆷ,,misooh,misooh,ㄇㄧㄙㆦㆷ,,ms,ms,ㄇㄙ,,True,False
善事,siān-sīr,25,siān-sīr,sian7sir7,sian7sir7,ㄒㄧㄢ˫ㄙㆨ˫,,siansir,siansir,ㄒㄧㄢㄙㆨ,,ss,ss,ㄒㄙ,,True,False
善事,siǎn-sīr,25,siǎn-sīr,sian6sir7,sian6sir7,ㄒㄧㄢˇㄙㆨ˫,,siansir,siansir,ㄒㄧㄢㄙㆨ,,ss,ss,ㄒㄙ,,True,False
善書,siān-tsir,25,siān-chir,sian7tsir1,sian7chir1,ㄒㄧㄢ˫ㄗㆨ,,siantsir,sianchir,ㄒㄧㄢㄗㆨ,,st,sc,ㄒㄗ,,True,False
善書,siān-tsu,25,siān-chu,sian7tsu1,sian7chu1,ㄒㄧㄢ˫ㄗㄨ,,siantsu,sianchu,ㄒㄧㄢㄗㄨ,,st,sc,ㄒㄗ,,True,False
善書,siǎn-tsir,25,siǎn-chir,sian6tsir1,sian6chir1,ㄒㄧㄢˇㄗㆨ,,siantsir,sianchir,ㄒㄧㄢㄗㆨ,,st,sc,ㄒㄗ,,True,False
單據,tuann-kì,25,toaⁿ-kì,tuann1ki3,toann1ki3,ㄉㄨㆩㄍㄧ˪,,tuannki,toannki,ㄉㄨㆩㄍㄧ,,tk,tk,ㄉㄍ,,True,False
單據,tuann-kìr,25,toaⁿ-kìr,tuann1kir3,toann1kir3,ㄉㄨㆩㄍㆨ˪,,tuannkir,toannkir,ㄉㄨㆩㄍㆨ,,tk,tk,ㄉㄍ,,True,False
單據,tuann-kù,25,toaⁿ-kù,tuann1ku3,toann1ku3,ㄉㄨㆩㄍㄨ˪,,tuannku,toannku,ㄉㄨㆩㄍㄨ,,tk,tk,ㄉㄍ,,True,False
四季,sì-kuì,25,sì-kùi,si3kui3,si3kui3,ㄒㄧ˪ㄍㄨㄧ˪,,sikui,sikui,ㄒㄧㄍㄨㄧ,,sk,sk,ㄒㄍ,,True,False
四季,sìr-kuì,25,sìr-kùi,sir3kui3,sir3kui3,ㄙㆨ˪ㄍㄨㄧ˪,,sirkui,sirkui,ㄙㆨㄍㄨㄧ,,sk,sk,ㄙㄍ,,True,False
四常,sìr-siông,25,sìr-siông,sir3siong5,sir3siong5,ㄙㆨ˪ㄒㄧㆲˊ,,sirsiong,sirsiong,ㄙㆨㄒㄧㆲ,,ss,ss,ㄙㄒ,,True,False
四方,sìr-hong,25,sìr-hong,sir3hong1,sir3hong1,ㄙㆨ˪ㄏㆲ,,sirhong,sirhong,ㄙㆨㄏㆲ,,sh,sh,ㄙㄏ,,True,False
四時,sìr-sî,25,sìr-sî,sir3si5,sir3si5,ㄙㆨ˪ㄒㄧˊ,,sirsi,sirsi,ㄙㆨㄒㄧ,,ss,ss,ㄙㄒ,,True,False
四神,sìr-sîn,25,sìr-sîn,sir3sin5,sir3sin5,ㄙㆨ˪ㄒㄧㄣˊ,,sirsin,sirsin,ㄙㆨㄒㄧㄣ,,ss,ss,ㄙㄒ,,True,False
四肢,sìr-tsi,25,sìr-chi,sir3tsi1,sir3chi1,ㄙㆨ˪ㄐㄧ,,sirtsi,sirchi,ㄙㆨㄐㄧ,,st,sc,ㄙㄐ,,True,False
回批,hêr-phue,25,hêr-phoe,her5phue1,her5phoe1,ㄏㄜˊㄆㄨㆤ,ㄏㄛˊㄆㄨㆤ,herphue,herphoe,ㄏㄜㄆㄨㆤ,ㄏㄛㄆㄨㆤ,hp,hp,ㄏㄆ,,True,False
回答,hêr-tap,25,hêr-tap,her5tap4,her5tap4,ㄏㄜˊㄉㄚㆴ,ㄏㄛˊㄉㄚㆴ,hertap,hertap,ㄏㄜㄉㄚㆴ,ㄏㄛㄉㄚㆴ,ht,ht,ㄏㄉ,,True,False
回話,hê-uē,25,hê-ōe,he5ue7,he5oe7,ㄏㆤˊㄨㆤ˫,,heue,heoe,ㄏㆤㄨㆤ,,hu,ho,ㄏㄨ,,True,False
回話,hêr-uē,25,hêr-ōe,her5ue7,her5oe7,ㄏㄜˊㄨㆤ˫,ㄏㄛˊㄨㆤ˫,herue,heroe,ㄏㄜㄨㆤ,ㄏㄛㄨㆤ,hu,ho,ㄏㄨ,,True,False
