tl,hanzi,frequency
im-liōng,音量,25
im-hiáng,音響,25
im-hióng,音響,25
ūn-bī,韻味,25
ūn-lu̍t,韻律,25
hiáng-liāng,響亮,25
hiáng-ìng,響應,25
tíng-ē,頂下,25
tíng-tang,頂冬,25
tíng-iân,頂勻,25
tíng-ûn,頂勻,25
tíng-huê,頂回,25
tíng-poo,頂埔,25
tíng-tsiam,頂尖,25
tíng-tsàn,頂層,25
tíng-pang,頂幫,25
tíng-kuân,頂懸,25
tíng-tshiú,頂手,25
tíng-kái,頂改,25
tíng-li̍t,頂日,25
tíng-poo,頂晡,25
tíng-thuè,頂替,25
tíng-thè,頂替,25
tíng-ge̍h,頂月,25
tíng-gue̍h,頂月,25
tíng-iân,頂沿,25
tíng-khe,頂溪,25
tíng-khue,頂溪,25
tíng-lo̍h,頂落,25
tíng-kiàn,頂見,25
tíng-puè,頂輩,25
tíng-piàn,頂遍,25
tíng-kuè,頂過,25
tíng-kè,頂過,25
tíng-ham,頂𦜆,25
hāng-bo̍k,項目,25
sūn-sū,順事,25
sūn-sè,順勢,25
sūn-tsiông,順從,25
sūn-ge̍h,順月,25
sūn-gue̍h,順月,25
sūn-gán,順眼,25
sūn-suà,順紲,25
hân-bān,頇顢,25
hân-bǎn,頇顢,25
ī-pī,預備,25
ū-pī,預備,25
ī-sian,預先,25
ū-sian,預先,25
ī-kám,預感,25
ū-kám,預感,25
ī-liāu,預料,25
ū-liāu,預料,25
ī-tshik,預測,25
ū-tshik,預測,25
ī-liû,預留,25
ū-liû,預留,25
ī-ti,預知,25
ū-ti,預知,25
ī-tīng,預訂,25
ū-tīng,預訂,25
ī-siat,預設,25
ū-siat,預設,25
ī-kíng,預警,25
ū-kíng,預警,25
ī-sài,預賽,25
ū-sài,預賽,25
pan-pòo,頒佈,25
pan-tsióng,頒獎,25
pan-huat,頒發,25
tǹg-ìn,頓印,25
tùn-gōo,頓悟,25
tùn-ngōo,頓悟,25
tùn-tshiú,頓手,25
tùn-tenn,頓蹬,25
tùn-tinn,頓蹬,25
tǹg-ku,頓龜,25
tàm-kē,頕低,25
tàm-suê,頕垂,25
thìm-thâu,頕頭,25
tàm-thâu,頕頭,25
tìm-thâu,頕頭,25
líng-sū,領事,25
líng-sian,領先,25
líng-siū,領受,25
niá-siū,領受,25
líng-thóo,領土,25
líng-i̍k,領域,25
niá-kin,領巾,25
niá-kun,領巾,25
niá-tuà,領帶,25
líng-kàu,領教,25
niá-pio,領標,25
líng-hái,領海,25
niá-pan,領班,25
líng-hâng,領航,25
líng-siù,領袖,25
niá-kun,領軍,25
niá-tsînn,領錢,25
líng-tuī,領隊,25
niá-tuī,領隊,25
thâu-tshit,頭七,25
thâu-lâng,頭人,25
thâu-hiann,頭兄,25
thâu-tsâinn,頭前,25
thâu-tsân,頭前,25
thâu-miâ,頭名,25
thâu-tshuì,頭喙,25
thâu-bué,頭尾,25
thâu-bé,頭尾,25
thâu-pe̍h,頭帛,25
thâu-tshiú,頭手,25
thâu-tsáng,頭摠,25
thâu-khok,頭擴,25
thâu-kî,頭旗,25
thâu-sûn,頭旬,25
thâu-sue,頭梳,25
thâu-khak,頭殼,25
thâu-tsuí,頭水,25
thâu-tsióng,頭獎,25
thâu-phuê,頭皮,25
thâu-phê,頭皮,25
thâu-khue,頭盔,25
thâu-nóo,頭腦,25
thâu-tīn,頭陣,25
thâu-bīn,頭面,25
thâu-tíng,頭頂,25
thâu-pho,頭麩,25
thâu-phoo,頭麩,25
ām-sê,頷垂,25
ām-kin,頷巾,25
ām-kun,頷巾,25
ām-tsu,頷珠,25
ām-kui,頷胿,25
ām-tshi,頷腮,25
ām-niá,頷領,25
ām-kún,頷頸,25
ǎm-kún,頷頸,25
pîn-khuan,頻寬,25
pîn-lu̍t,頻率,25
pîn-huân,頻繁,25
pîn-pîn,頻頻,25
tuê-khòo,題庫,25
tê-khòo,題庫,25
tuê-tsâi,題材,25
tê-tsâi,題材,25
tuê-bo̍k,題目,25
tuê-iân,題緣,25
tê-iân,題緣,25
gia̍h-guā,額外,25
gia̍h-tōo,額度,25
tsuan-sun,顓孫,25
thian-tho̍h,顛倒,25
tian-hong,顛峰,25
tian-hok,顛覆,25
luī-pia̍t,類別,25
luī-kóo,類股,25
kòo-tshù,顧厝,25
kòo-kheh,顧客,25
kòo-ke,顧家,25
kòo-suann,顧山,25
kòo-lī,顧慮,25
kòo-lū,顧慮,25
kòo-mê,顧暝,25
kòo-mî,顧暝,25
kòo-kenn,顧更,25
kòo-kinn,顧更,25
kòo-mn̂g,顧門,25
tsùn-būn,顫悶,25
hián-tshut,顯出,25
hián-hiān,顯現,25
hiánn-ba̍k,顯目,25
hián-tù,顯著,25
hián-lōo,顯露,25
hiánn-thâu,顯頭,25
hong-li̍k,風力,25
hong-sè,風勢,25
hong-hiòng,風向,25
hong-tsher,風吹,25
huang-tshe,風吹,25
hú-loh,風呂,25
hú-looh,風呂,25
hong-bī,風味,25
hong-tîn,風塵,25
hong-bué,風尾,25
hong-bé,風尾,25
hong-mua,風幔,25
hong-tōo,風度,25
hong-tsîng,風情,25
hong-sìnn,風扇,25
hong-thiu,風抽,25
hong-pō,風暴,25
hong-keh,風格,25
hong-kuī,風櫃,25
hong-kuǐ,風櫃,25
hong-khì,風氣,25
hong-suí,風水,25
hong-tsuí,風水,25
hong-íng,風湧,25
hong-sip,風溼,25
hong-tiâu,風潮,25
hong-kuàn,風灌,25
hong-khîm,風琴,25
hong-thiànn,風疼,25
hong-tâng,風筒,25
hong-huān,風範,25
hong-huâ,風華,25
hong-tshang,風蔥,25
huang-tshang,風蔥,25
hong-hîng,風行,25
hong-phîng,風評,25
hong-māu,風貌,25
hong-tshia,風車,25
hong-siâ,風邪,25
hong-tshái,風采,25
hong-hiám,風險,25
hong-hûn,風雲,25
hong-luî,風雷,25
hong-thâu,風頭,25
hong-kóo,風鼓,25
huang-kóo,風鼓,25
iānn-tshik,颺粟,25
tshiûnn-tshik,颺粟,25
iānn-hong,颺風,25
tshiûnn-hong,颺風,25
phiau-iông,飄揚,25
phiau-phiat,飄撇,25
hui-an,飛安,25
hui-tuânn,飛彈,25
pue-oo,飛烏,25
hui-bú,飛舞,25
hui-hâng,飛航,25
pe-hâng,飛航,25
pue-hâng,飛航,25
per-tsûn,飛船,25
pue-tsûn,飛船,25
hui-hîng,飛行,25
hui-niáu,飛鳥,25
pue-tsiáu,飛鳥,25
pue-tshí,飛鼠,25
pue-tshú,飛鼠,25
tsia̍h-sông,食倯,25
tsia̍h-miâ,食名,25
tsia̍h-miā,食命,25
si̍t-tn̂g,食堂,25
tsia̍h-lin,食奶,25
tsia̍h-ling,食奶,25
tsia̍h-ni,食奶,25
tsia̍h-tànn,食擔,25
tsia̍h-àm,食暗,25
si̍t-tsâi,食材,25
tsia̍h-toh,食桌,25
tsia̍h-tshing,食清,25
tsia̍h-tsiunn,食漿,25
si̍t-iōng,食用,25
si̍t-liâu,食療,25
tsia̍h-tsóo,食祖,25
tsia̍h-hok,食福,25
tsia̍h-sòo,食素,25
tsiā-sòo,食素,25
tsia̍h-tsuē,食罪,25
tsia̍h-siann,食聲,25
tsia̍h-tshor,食臊,25
tsiā-tsho,食臊,25
tsia̍h-sik,食色,25
tsia̍h-tê,食茶,25
tsiā-tshài,食菜,25
tsia̍h-hun,食薰,25
tsia̍h-khui,食虧,25
si̍t-póo,食補,25
tsia̍h-póo,食補,25
tsia̍h-po,食褒,25
si̍t-giân,食言,25
tsia̍h-jīn,食認,25
tsia̍h-līn,食認,25
si̍t-phóo,食譜,25
tsia̍h-lōo,食路,25
tsia̍h-tsînn,食錢,25
tsiā-tsînn,食錢,25
tsia̍h-hong,食風,25
tsia̍h-kinn,食鹼,25
uì-tshuì,飫喙,25
pn̄g-pau,飯包,25
puīnn-sî,飯匙,25
pňg-sî,飯匙,25
pn̄g-khann,飯坩,25
pn̄g-thiann,飯廳,25
pn̄g-táu,飯斗,25
pn̄g-sia̍h,飯杓,25
pn̄g-tháng,飯桶,25
puīnn-tháng,飯桶,25
pňg-tháng,飯桶,25
pn̄g-hia,飯桸,25
pn̄g-thng,飯湯,25
pn̄g-phí,飯疕,25
puīnn-phí,飯疕,25
pňg-phí,飯疕,25
pn̄g-a̍h,飯盒,25
pn̄g-uánn,飯碗,25
puīnn-lē,飯篱,25
pňg-luě,飯篱,25
pn̄g-tshài,飯菜,25
pn̄g-luē,飯鑢,25
pn̄g-tǹg,飯頓,25
ím-phín,飲品,25
ím-iōng,飲用,25
tshī-lin,飼奶,25
tshī-ling,飼奶,25
tshī-ni,飼奶,25
tshī-liāu,飼料,25
pá-jîn,飽仁,25
pá-lîn,飽仁,25
pá-eh,飽呃,25
pá-tsuí,飽水,25
pá-lâu,飽流,25
pá-tīnn,飽滇,25
pá-buán,飽滿,25
pá-muá,飽滿,25
pá-tsiunn,飽漿,25
pá-bîn,飽眠,25
pá-suī,飽穗,25
pá-tiùnn,飽脹,25
pá-kuī,飽膭,25
pá-tsiok,飽足,25
piánn-tiàm,餅店,25
ióng-hūn,養份,25
iáng-lí,養女,25
ióng-lí,養女,25
ióng-lír,養女,25
ióng-lú,養女,25
ióng-tsú,養子,25
iúnn-tsú,養子,25
ióng-sîng,養成,25
iúnn-bó,養母,25
iúnn-bú,養母,25
iúnn-pē,養爸,25
ióng-sing,養生,25
ióng-pēnn,養病,25
ióng-pīnn,養病,25
ióng-sîn,養神,25
ióng-ló,養老,25
ióng-io̍k,養育,25
tshan-thiann,餐廳,25
tshan-huē,餐會,25
tshan-ím,餐飲,25
tshan-tiám,餐點,25
ānn-piánn,餡餅,25
kuán-tsàn,館棧,25
kuán-tiúnn,館長,25
liū-kué,餾粿,25
liū-ké,餾粿,25
bán-thâu,饅頭,25
bán-thô,饅頭,25
bán-thôr,饅頭,25
jiâu-miā,饒命,25
liâu-miā,饒命,25
jiâu-jū,饒裕,25
liâu-lū,饒裕,25
jiâu-sià,饒赦,25
liâu-sià,饒赦,25
sâi-tsia̍h,饞食,25
siú-sian,首先,25
siú-si̍k,首席,25
siú-siòng,首相,25
siú-tiúnn,首長,25
siú-ia̍h,首頁,25
siú-líng,首領,25
hiunn-înn,香櫞,25
hiang-iû,香油,25
hionn-hué,香火,25
hiunn-hué,香火,25
hiunn-hé,香火,25
hiunn-hér,香火,25
hiunn-hu,香烌,25
hiunn-ian,香煙,25
hiunn-lôo,香爐,25
hiunn-phang,香芳,25
hiunn-koo,香菇,25
hiunn-kha,香跤,25
má-siāng,馬上,25
má-siōng,馬上,25
bé-la̍t,馬力,25
bé-hì,馬戲,25
bé-tsî,馬薺,25
bé-kuà,馬褂,25
bé-lōo,馬路,25
bé-tshia,馬車,25
bé-bīn,馬面,25
bé-pinn,馬鞭,25
bé-ka,馬鮫,25
pok-huê,駁回,25
pok-hê,駁回,25
phoh-huānn,駁岸,25
poh-huānn,駁岸,25
poh-khàm,駁崁,25
tū-tsuí,駐水,25
tsù-kun,駐軍,25
tsū-kun,駐軍,25
kà-tsiàu,駕照,25
kà-sú,駕駛,25
sái-tsûn,駛船,25
lo̍k-tôr,駱駝,25
khî-sū,騎士,25
khiâ-tshia,騎車,25
khiâ-bé,騎馬,25
phiàn-tsú,騙子,25
phiàn-kio̍k,騙局,25
phiàn-su̍t,騙術,25
phiàn-kuí,騙鬼,25
thîng-sin,騰身,25
lê-á,騾仔,25
khu-tōng,驅動,25
giām siong,驗傷,25
giām-si,驗屍,25
giām-siu,驗收,25
giām-hueh,驗血,25
giām-huih,驗血,25
giām-tsìng,驗證,25
kiann-hí,驚喜,25
kiann bóo,驚某,25
lîr-á,驢仔,25
kut-tsi̍h,骨折,25
kut-kè,骨架,25
kut-khì,骨氣,25
kut-hu,骨烌,25
kut-ba̍k,骨目,25
kut-tsat,骨節,25
kut-lio̍k,骨肉,25
kut-tsit,骨質,25
kut-lûn,骨輪,25
kut-keh,骨骼,25
tāu-káu,骰九,25
kái-pinn,骱邊,25
phiann-liâu,骿條,25
thé-lāi,體內,25
thué-thak,體剔,25
thé-thak,體剔,25
thé-la̍t,體力,25
thé-hîng,體型,25
thé-liām,體念,25
thé-ngōo,體悟,25
thé-kiám,體檢,25
thé-un,體溫,25
thé-tsik,體積,25
thé-hē,體系,25
thé-thóng,體統,25
thé-io̍k,體育,25
thé-lîng,體能,25
thé-liōng,體諒,25
thé-biān,體面,25
thé-bīn,體面,25
ko-tuē,高地,25
ko-tē,高地,25
ko-ap,高壓,25
ko-lí,高女,25
ko-lú,高女,25
ko-siōng,高尚,25
ko-tsân,高層,25
ko-hong,高峰,25
ko-bîng,高明,25
ko-kè,高架,25
ko-lâu,高樓,25
ko-tòng,高檔,25
ko-tóng,高檔,25
ko-un,高溫,25
ko-tiau,高潮,25
ko-tíng,高等,25
ko-tsit,高職,25
ko-kiàn,高見,25
ko-kuì,高貴,25
ko-sok,高速,25
ko-thih,高鐵,25
kau-tshiâng,高長,25
ko-tshiâng,高長,25
ko-kai,高階,25
ko-ngá,高雅,25
ko-im,高音,25
ko-lîng,高齡,25
sang-nńg,鬆軟,25
hôo-tshiu,鬍鬚,25
pìn-sui,鬢繐,25
pìn-kak,鬢角,25
pìn-kha,鬢跤,25
tàu-kù,鬥句,25
tàu-tah,鬥搭,25
tàu-sún,鬥榫,25
tàu-khang,鬥空,25
tàu-kóo,鬥股,25
tàu-tsáu,鬥走,25
tàu-tǐn,鬥陣,25
tàu-thâu,鬥頭,25
nāu-tâi,鬧台,25
nāu-thiann,鬧廳,25
nāu-pâng,鬧房,25
lāu-lia̍t,鬧熱,25
nāu-lia̍t,鬧熱,25
ut-siong,鬱傷,25
ut-káu,鬱口,25
ut-áu,鬱拗,25
ut-áunn,鬱拗,25
ut-huè,鬱歲,25
ut-hè,鬱歲,25
ut-jua̍h,鬱熱,25
ut-lua̍h,鬱熱,25
kuí-ge̍h,鬼月,25
kuí-gue̍h,鬼月,25
kuí-sîn,鬼神,25
kuí-tsiann,鬼精,25
hûn-phik,魂魄,25
phik-li̍k,魄力,25
bī-li̍k,魅力,25
môo-li̍k,魔力,25
môo-huat,魔法,25
môo-su̍t,魔術,25
môo-kuí,魔鬼,25
hû-uân,魚丸,25
hî-kuann,魚乾,25
hû-kuann,魚乾,25
hû-tshì,魚刺,25
hû-ùn,魚塭,25
hî-tsí,魚子,25
hû-tsí,魚子,25
hî-hú,魚拊,25
hû-hú,魚拊,25
hî-tsai,魚栽,25
hû-tsai,魚栽,25
hî-tî,魚池,25
hû-tî,魚池,25
hû-tsiunn,魚漿,25
hî-tshê,魚箠,25
hîr-tshêr,魚箠,25
hî-bāng,魚網,25
hû-bāng,魚網,25
hî-kûn,魚群,25
hû-kûn,魚群,25
hû-tshì,魚翅,25
hû-póo,魚脯,25
hî-tsho,魚臊,25
hû-tsho,魚臊,25
hî-tîn,魚藤,25
hû-tîn,魚藤,25
hî-soo,魚酥,25
hû-soo,魚酥,25
hî-thâu,魚頭,25
hû-thâu,魚頭,25
hî-luī,魚類,25
hû-luī,魚類,25
hî-jī,魚餌,25
hû-lī,魚餌,25
hî-tshinn,魚鮮,25
hû-tshinn,魚鮮,25
hî-tshi,魚鰓,25
hû-tshi,魚鰓,25
hî-liu,魚鰡,25
hîr-liu,魚鰡,25
hû-liu,魚鰡,25
hî-piō,魚鰾,25
hû-piō,魚鰾,25
hû-lân,魚鱗,25
hang-hî,魟魚,25
hang-hû,魟魚,25
puánn-hî,魬魚,25
puánn-hû,魬魚,25
pau-hû,鮑魚,25
koo-tai,鮕鮘,25
tsu-kuè,鮢鱖,25
tsu-kè,鮢鱖,25
sian-i,鮮于,25
sian-u,鮮于,25
tshinn-tshioh,鮮沢,25
tshinn-hue,鮮花,25
bián-hû,鮸魚,25
lí-hîr,鯉魚,25
lí-hû,鯉魚,25
lē-hî,鯉魚,25
lě-hîr,鯉魚,25
sua-hî,鯊魚,25
sua-hû,鯊魚,25
kiang-hî,鯨魚,25
liâm-hî,鯰魚,25
liâm-hû,鯰魚,25
liû-hû,鰇魚,25
hôo-liu,鰗鰡,25
liân-hû,鰱魚,25
muâ-tsai,鰻栽,25
muâ-suànn,鰻線,25
suat-hî,鱈魚,25
suat-hû,鱈魚,25
siān-hîr,鱔魚,25
siān-hû,鱔魚,25
siǎn-hîr,鱔魚,25
siān-liu,鱔鰡,25
kuè-hî,鱖魚,25
kè-hû,鱖魚,25
hāu-hia,鱟桸,25
hǎu-phiô,鱟薸,25
go̍k-hû,鱷魚,25
kho̍k-hî,鱷魚,25
kho̍k-hû,鱷魚,25
lôo-hîr,鱸魚,25
lôo-hû,鱸魚,25
tsiáu-tok,鳥啄,25
tsiáu-tshìng,鳥銃,25
tsiáu-luī,鳥類,25
niáu-tshír,鳥鼠,25
hōng-lîm,鳳林,25
a-phiàn,鴉片,25
tô-tsiáu,鴕鳥,25
ba̍h-hio̍h,鴟鴞,25
ba̍h-hiō,鴟鴞,25
bā-hio̍h,鴟鴞,25
lā-hio̍h,鴟鴞,25
lāi-hio̍rh,鴟鴞,25
lāi-hiō,鴟鴞,25
muā-hio̍h,鴟鴞,25
na̍h-hio̍rh,鴟鴞,25
nā-hio̍h,鴟鴞,25
koo-n̂g,鴣黃,25
ah-tsiáng,鴨掌,25
ah-tsiúnn,鴨掌,25
ah-bór,鴨母,25
ah-hiàn,鴨羶,25
ah-kak,鴨角,25
ah-hîng,鴨雄,25
ah-siúnn,鴨鯗,25
ah-kak,鴨鵤,25
ka-līng,鵁鴒,25
ka-lǐng,鵁鴒,25
ing-kè,鷹架,25
lôo-tsî,鸕鶿,25
ing-kor,鸚哥,25
kiâm-nn̄g,鹹卵,25
kiâm-poo,鹹埔,25
kiâm-buê,鹹梅,25
kiâm-muê,鹹梅,25
kiâm-m̂,鹹梅,25
kiâm-tsiánn,鹹汫,25
kiâm-tuâ,鹹淘,25
kiâm-tānn,鹹淡,25
kiâm-siap,鹹澀,25
kiâm-tsàng,鹹粽,25
kiâm-kué,鹹粿,25
kiâm-ké,鹹粿,25
kiâm-kér,鹹粿,25
kiâm-kuê,鹹膎,25
kiâm-kê,鹹膎,25
kiâm-hû,鹹魚,25
kinn-sìng,鹼性,25
kinn-tsàng,鹼粽,25
iâm-hūn,鹽份,25
iâm-tsuí,鹽水,25
iâm-sng,鹽酸,25
lo̍k-liâu,鹿寮,25
lo̍k-jiông,鹿茸,25
lo̍k-liông,鹿茸,25
lo̍k-kak,鹿角,25
lo̍k-iá,鹿野,25
siā-hiunn,麝香,25
lîn-kong,麟光,25
be̍h-á,麥仔,25
be̍h-phìnn,麥片,25
mī-kuann,麵乾,25
mī-thô,麵桃,25
mī-tsià,麵炙,25
mī-kâu,麵猴,25
mǐ-hún,麵粉,25
mī-tê,麵茶,25
bīn-thâu,麵頭,25
mī thâu,麵頭,25
mī-thâu,麵頭,25
mī-thi,麵麶,25
mī-ku,麵龜,25
bâ-siā,麻射,25
muâ-iû,麻油,25
muâ-ínn,麻穎,25
muâ-tik,麻竹,25
muâ-láu,麻粩,25
muâ-soh,麻索,25
bâ-io̍h,麻藥,25
muâ-sann,麻衫,25
muâ-tē,麻袋,25
bâ-tsuì,麻醉,25
n̂g-gôo,黃吳,25
n̂g-ngôo,黃吳,25
uînn-gôo,黃吳,25
uînn-ngôo,黃吳,25
n̂g-sím,黃沈,25
uînn-sím,黃沈,25
hông-tsuân,黃泉,25
n̂g-gû,黃牛,25
n̂g-kue,黃瓜,25
n̂g-thán,黃疸,25
n̂g-sik,黃色,25
n̂g-tāu,黃豆,25
n̂g-nî,黃連,25
uînn-liân,黃連,25
uînn-nî,黃連,25
n̂g-tsiú,黃酒,25
n̂g-sng,黃酸,25
n̂g-kim,黃金,25
n̂g-hî,黃魚,25
n̂g-hû,黃魚,25
sik-á,黍仔,25
sué-á,黍仔,25
sé-á,黍仔,25
lê-bîng,黎明,25
liâm-thôo,黏塗,25
liâm-mo̍oh,黏膜,25
liâm-ka,黏膠,25
thuh-á,黜仔,25
thuh-phuà,黜破,25
thuh-tshàu,黜臭,25
tiám-miâ,點名,25
tiám-tuh,點拄,25
tiám-pò,點播,25
tiám-pòo,點播,25
tiám-kì,點痣,25
tiám-gán,點眼,25
tiám-phuà,點破,25
tiám-hia̍t,點穴,25
tiám-suán,點選,25
tiám-tshénn,點醒,25
tiám-tshínn,點醒,25
tóng-bū,黨務,25
tóng-guân,黨員,25
tóng-uân,黨員,25
tóng-thuân,黨團,25
tóng-kang,黨工,25
tóng-tsìng,黨政,25
tóng-kî,黨旗,25
tóng-phài,黨派,25
tóng-tsiong,黨章,25
tóng-tsi̍k,黨籍,25
tóng-tsit,黨職,25
tóng-pōo,黨部,25
tiánn-á,鼎仔,25
tiánn-khàm,鼎崁,25
tiánn-tshuè,鼎摖,25
tiánn-tshè,鼎摖,25
tiánn-phí,鼎疕,25
tiánn-tshíng,鼎筅,25
tiánn-kuà,鼎蓋,25
kóo-tsénn,鼓井,25
kóo-tsínn,鼓井,25
kóo-tsher,鼓吹,25
kóo-san,鼓山,25
kóo-thuî,鼓槌,25
kóo-tī,鼓箸,25
kóo-tū,鼓箸,25
bùn-tshí,鼢鼠,25
bùn-tshír,鼢鼠,25
bùn-tshú,鼢鼠,25
phī-á,鼻仔,25
phīnn-to,鼻刀,25
phīnn-iām,鼻炎,25
phīnn-khang,鼻空,25
phīnn-si̍t,鼻翼,25
phīnn-hueh,鼻血,25
phīnn-huih,鼻血,25
phīnn-sô,鼻趖,25
phīnn-im,鼻音,25
phīnn-thâu,鼻頭,25
phīnn-liông,鼻龍,25
àng-siann,齆聲,25
àng-phīnn,齆鼻,25
tsiâu-tsn̂g,齊全,25
tsiâu-ûn,齊勻,25
tsuê-sim,齊心,25
tsê-sim,齊心,25
tsiâu-thàu,齊透,25
tsê-thâu,齊頭,25
tsai-niû,齋糧,25
tsai-tshài,齋菜,25
khí-pau,齒包,25
khí-thok,齒戳,25
khí-bián,齒抿,25
khí-bín,齒抿,25
khí-pue,齒杯,25
khí-hún,齒粉,25
khí-phāng,齒縫,25
khí-siûnn,齒𣻸,25
tshut-thâu,齣頭,25
tsak-tsō,齪嘈,25
giàng-gê,齴牙,25
liông-tsínn,龍井,25
lîng-tsuânn,龍泉,25
lîng-káng,龍港,25
gîng-gán,龍眼,25
gîng-kíng,龍眼,25
gîng-ngái,龍眼,25
liâng-gíng,龍眼,25
liông-me̍h,龍脈,25
lîng-be̍h,龍脈,25
liông-tsûn,龍船,25
lîng-tsûn,龍船,25
liông-hê,龍蝦,25
lîng-hê,龍蝦,25
liông-kak,龍角,25
lîng-kak,龍角,25
liông-gîn,龍銀,25
lîng-gûn,龍銀,25
liông-hōng,龍鳳,25
lîng-hōng,龍鳳,25
ku-khak,龜殼,25
ku-sui,龜祟,25
ku-tsiann,龜精,25
ku-sîn,龜蠅,25
ku-kha,龜跤,25
tīng-tauh,𠕇篤,25
liô-hue,𠞭花,25
gâu-lâng,𠢕人,25
gâu-tsá,𠢕早,25
gâu khai,𠢕開,25
kán-pī,𡢃婢,25
lān-hu̍t,𡳞核,25
lǎn-hu̍t,𡳞核,25
lān-sîn,𡳞神,25
lān-pha,𡳞脬,25
lǎn-pha,𡳞脬,25
lān-muā,𡳞蔓,25
lān-tsiáu,𡳞鳥,25
lǎn-tsiáu,𡳞鳥,25
lān-sui,𡳞𦉎,25
mooh-phīnn,𢯾鼻,25
khat-á,𣁳仔,25
siānn-khàm,𣛮崁,25
siā-nâ,𣛮籃,25
siǎnn-nâ,𣛮籃,25
tshuǎ-lōo,𤆬路,25
tshuā-niá,𤆬領,25
kheh-sio,𤲍燒,25
khueh-sio,𤲍燒,25
thiāu-á,𤶃仔,25
siān-hōo,𤺪雨,25
siān-thâu,𤺪頭,25
siān-siān,𤺪𤺪,25
bāi-be̍h,𥌚脈,25
bāi-me̍h,𥌚脈,25
nih-ba̍k,𥍉目,25
phín-á,𥰔仔,25
kám-á,𥴊仔,25
lîng-á,𦊓仔,25
âm-buê,𧌄梅,25
thún-ta̍h,𧿬踏,25
uaih-tio̍h,𨂿著,25
uáinn-tio̍h,𨂿著,25
kauh-puî,𩛩肥,25
tâi-á,𩸙仔,25
tāi-á,𩸙仔,25
tāi-hî,𩸙魚,25
tāi-hû,𩸙魚,25
tǎi-hîr,𩸙魚,25
tshio-ko,𪁎哥,25
tshio-tiô,𪁎趒,25
tshio-ke,𪁎雞,25
tshio-kue,𪁎雞,25
tòo-tsuá,𪐞紙,25
gàn-tsuí,𫝏水,25
gàn-kǹg,𫝏鋼,25
gàn-tsînn,𫝏錢,25
siāng-lâng,𫝛人,25
siāng-ûn,𫝛勻,25
siāng-nî,𫝛年,25
siāng-sim,𫝛心,25
siāng-sî,𫝛時,25
siāng-khuán,𫝛款,25
siāng-tôo,𫝛途,25
peh-suann,𬦰山,25
peh-kiā,𬦰崎,25
tsiam,占,22
tsiam,瞻,22
tsiam,簪,22
tsiam,詹,22
tsiam,譫,22
káng,購,22
tsik,仄,21
lîng,伶,21
tsing,僧,21
tok,卓,21
tsing,徵,21
khian,愆,21
tsing,憎,21
khian,搴,21
tsik,昃,21
tsing,曾,21
lîng,灵,21
tsik,炙,21
khian,牽,21
lîng,玲,21
tok,琢,21
lîng,甯,21
tsing,禎,21
tsik,稷,21
tsik,窒,21
tsik,簀,21
tiāu,肇,21
tsik,脊,21
tsing,蒸,21
tsing,貞,21
tsik,迹,21
tsing,鉦,21
tsing,錚,21
khian,鏗,21
tsik,隻,21
khian,騫,21
tsik,鯽,21
lîng,鴒,21
tiong-lâm-pōo,中南部,20
jîn-sū,人事,20
jîn-sū,人士,20
thòo,兎,20
tshut-thâu,出頭,20
nn̄g-tshing,卵清,20
ku̍t,堀,20
thòo,套,20
tsu,孜,20
an-tīng,安定,20
uan,寃,20
tsiong-kun,將軍,20
hiàn,巘,20
hì,愾,20
hì,戱,20
sóo-tì,所致,20
pî-pê,枇杷,20
tsuí-bué,水尾,20
hang-bah,烘肉,20
tsu,猪,20
hiàn,献,20
kâu-san-á,猴山仔,20
pî-pê,琵琶,20
hiàn,甗,20
iû-tsāi,由在,20
ku̍t,磆,20
tsu,粢,20
hiàn,絢,20
be̍h,脈,20
tsu,苴,20
tsu,茲,20
tsu,菹,20
tshì,處,20
be̍h,襪,20
sai-pak-hōo,西北雨,20
tshì,趣,20
pua̍h-tó,跋倒,20
thòo,透,20
io,邀,20
tīng,錠,20
hì,餼,20
kiann-lâng,驚人,20
kiâm-muê,鹹糜,20
kóo-lē,鼓勵,20
tīng,𠕆,20
a,亜,19
ka,迦,17
a-lú-mih,a-lú-mih,16
a-ní-khih,a-ní-khih,16
a̋i-sat-tsirh,a̋i-sat-tsuh,16
a̋i-sat-tsuh,a̋i-sat-tsuh,16
a̍t-sá-lih,a̍t-sá-lih,16
bai-óo-lín,bai-óo-lín,16
ba̍t-té-lih,ba̍t-té-lih,16
bi-tá-bín,bi-tá-bín,16
bo̍k-sìn-gù,bo̍k-sìn-gù,16
bu-là-jià,bu-là-jià,16
bu-lá-tsià,bu-lá-tsià,16
e-pú-lóng,e-pú-lóng,16
ga-sóo-lín,ga-sóo-lín,16
gat-lá-iû,gat-lá油,16
gi-lòo-sià,gi-lòo-sià,16
goo-lú-huh,goo-lú-huh,16
ha-sí-khah,ha-sí-khah,16
ha̋n-tóo-luh,ha̋n-tóo-luh,16
hi-nóo-khih,hi-nóo-khih,16
hoo-lú-bóng,hoo-lú-bóng,16
hoo-té-luh,hoo-té-luh,16
hái-kat-lá,hái-kat-lá,16
ji-lò-sià,ji-lò-sià,16
ji-lòo-sià,ji-lòo-sià,16
ji-lú-bah,ji-lú-bah,16
ji-siá-kuh,ji-siá-kuh,16
kha-mé-lah,kha-mé-lah,16
khe-tsiap-puh,khe-tsiap-puh,16
