"DictWordID","PojUnicode","PojUnicodeOthers","PojInput","PojInputOthers","HanLoTaibunPoj","KipUnicode","KipUnicodeOthers","KipInput","KipInputOthers","HanLoTaibunKip","HoaBun"
"41721","kim-sòaⁿ-liân","","kim-soann3-lian5","","金線鰱","kim-suànn-liân","","kim-suann3-lian5","","金線鰱","金線魚"
"41722","kim-so-hî","kim-so-hû","kim-so-hi5","kim-so-hu5","金梭魚","kim-so-hî","kim-so-hû","kim-so-hi5","kim-so-hu5","金梭魚","日本金梭魚"
"41723","kim-so-hî","kim-so-hû","kim-so-hi5","kim-so-hu5","金梭魚","kim-so-hî","kim-so-hû","kim-so-hi5","kim-so-hu5","金梭魚","沙梭"
"41724","kim-sun","","kim-sun","","金孫","kim-sun","","kim-sun","","金孫","寶貝孫子"
"41725","kim-tan","","kim-tan","","金丹","kim-tan","","kim-tan","","金丹","仙丹"
"41726","kim-tâng","","kim-tang5","","金銅","kim-tâng","","kim-tang5","","金銅","金飾"
"41727","kim-tang-tang","","kim-tang-tang","","金鐺鐺","kim-tang-tang","","kim-tang-tang","","金鐺鐺","明晃晃"
"41728","kim-tang-tang","","kim-tang-tang","","金鐺鐺","kim-tang-tang","","kim-tang-tang","","金鐺鐺","金碧輝煌"
"41729","kim-tang-tang","","kim-tang-tang","","金鐺鐺","kim-tang-tang","","kim-tang-tang","","金鐺鐺","亮晶晶"
"41730","kim-táu","","kim-tau2","","金斗","kim-táu","","kim-tau2","","金斗","金斗"
"41731","kim-táu","","kim-tau2","","金斗","kim-táu","","kim-tau2","","金斗","骨罈"
"41732","kim-táu-àng","","kim-tau2-ang3","","金斗甕","kim-táu-àng","","kim-tau2-ang3","","金斗甕","骨罈"
"41733","kim-tè","","kim-te3","","金塊","kim-tè","","kim-te3","","金塊","金塊"
"41734","kim-thâu","","kim-thau5","","金頭","kim-thâu","","kim-thau5","","金頭","光澤"
"41735","kim-thâu-á","","kim-thau5-a2","","金頭仔","kim-thâu-á","","kim-thau5-a2","","金頭仔","野鴨"
"41736","kim-thâu-á","","kim-thau5-a2","","金頭仔","kim-thâu-á","","kim-thau5-a2","","金頭仔","綠頭鴨"
"41737","kim-tiāⁿ","kim-tiàⁿ","kim-tiann7","kim-tiann3","金錠","kim-tiānn","kim-tiànn","kim-tiann7","kim-tiann3","金錠","金錠"
"41738","kim-tiàu-liú","","kim-tiau3-liu2","","金吊鈕","kim-tiàu-liú","","kim-tiau3-liu2","","金吊鈕","金吊鈕"
"41739","kim-tiâu","","kim-tiau5","","金條","kim-tiâu","","kim-tiau5","","金條","金條"
"41740","kim-u̍t","","kim-ut8","","金鷸","kim-u̍t","","kim-ut8","","金鷸","黑胸"
"41741","kin","kun","kin","kun","巾","kin","kun","kin","kun","巾","巾"
"41742","kin","kun","kin","kun","斤","kin","kun","kin","kun","斤","斤"
"41743","kiⁿ","","kinn","","更","kinn","","kinn","","更","更"
"41744","kiⁿ","","kinn","","庚","kinn","","kinn","","庚","庚"
"41745","kin","kun","kin","kun","根","kin","kun","kin","kun","根","根"
"41746","kin","kun","kin","kun","根","kin","kun","kin","kun","根","筋"
"41747","kin","kun","kin","kun","根","kin","kun","kin","kun","根","根子"
"41748","kin","kun","kin","kun","筋","kin","kun","kin","kun","筋","筋"
"41749","kiⁿ","","kinn","","經","kinn","","kinn","","經","織"
"41750","kin","kun","kin","kun","跟","kin","kun","kin","kun","跟","跟"
"41751","kiⁿ","","kinn","","羹","kinn","","kinn","","羹","羹"
"41752","kiⁿ","","kinn","","鹼","kinn","","kinn","","鹼","鹼"
"41753","kín","","kin2","","緊","kín","","kin2","","緊","快"
"41754","kín","","kin2","","緊","kín","","kin2","","緊","迅速"
"41755","kín","","kin2","","緊","kín","","kin2","","緊","急"
"41756","kín","","kin2","","緊","kín","","kin2","","緊","緊"
"41757","kín-á","","kin2-a2","","囝仔","kín-á","","kin2-a2","","囝仔","小孩子"
"41758","kín-bān","","kin2-ban7","","緊慢","kín-bān","","kin2-ban7","","緊慢","早晚"
"41759","kín-bān","","kin2-ban7","","緊慢","kín-bān","","kin2-ban7","","緊慢","快慢"
"41760","kín-bān","","kin2-ban7","","緊慢","kín-bān","","kin2-ban7","","緊慢","緩急"
"41761","kín-bān","","kin2-ban7","","緊慢","kín-bān","","kin2-ban7","","緊慢","遲早"
"41762","kín-beh","","kin2-beh","","緊欲","kín-beh","","kin2-beh","","緊欲","急於"
"41763","kín-beh","","kin2-beh","","緊欲","kín-beh","","kin2-beh","","緊欲","要緊"
"41764","kín-bi̍t","","kin2-bit8","","緊密","kín-bi̍t","","kin2-bit8","","緊密","緊密"
"41765","kín-chàu","","kin2-chau3","","緊湊","kín-tsàu","","kin2-tsau3","","緊湊","緊湊"
"41766","kín-chèng","","kin2-cheng3","","緊症","kín-tsìng","","kin2-tsing3","","緊症","急症"
"41767","kín-chèng","","kin2-cheng3","","緊症","kín-tsìng","","kin2-tsing3","","緊症","暴病"
"41768","kín-chèng-thâu","","kin2-cheng3-thau5","","緊症頭","kín-tsìng-thâu","","kin2-tsing3-thau5","","緊症頭","急症"
"41769","kín-chhiok","","kin2-chhiok","","緊促","kín-tshiok","","kin2-tshiok","","緊促","急促"
"41770","kín-chhiú","","kin2-chhiu2","","緊手","kín-tshiú","","kin2-tshiu2","","緊手","手腳敏捷"
"41771","kín-chhiú","","kin2-chhiu2","","緊手","kín-tshiú","","kin2-tshiu2","","緊手","快手"
"41772","kín-chhiú","","kin2-chhiu2","","緊手","kín-tshiú","","kin2-tshiu2","","緊手","敏捷"
"41773","kín-chhùi-liām","","kin2-chhui3-liam7","","緊嘴唸","kín-tshuì-liām","","kin2-tshui3-liam7","","緊嘴唸","繞口令"
"41774","kín-chia̍p","","kin2-chiap8","","緊捷","kín-tsia̍p","","kin2-tsiap8","","緊捷","迅捷"
"41775","kín-chia̍p","","kin2-chiap8","","緊捷","kín-tsia̍p","","kin2-tsiap8","","緊捷","急速"
"41776","kín-chia̍p","","kin2-chiap8","","緊捷","kín-tsia̍p","","kin2-tsiap8","","緊捷","急驟"
"41777","kín-chia̍p","","kin2-chiap8","","緊捷","kín-tsia̍p","","kin2-tsiap8","","緊捷","敏捷"
"41778","kín-chia̍p","","kin2-chiap8","","緊捷","kín-tsia̍p","","kin2-tsiap8","","緊捷","頻繁"
"41779","kín-chia̍p","","kin2-chiap8","","緊習","kín-tsia̍p","","kin2-tsiap8","","緊習","頻繁"
"41780","kín-chia̍p-khoài","","kin2-chiap8-khoai3","","緊捷快","kín-tsia̍p-khuài","","kin2-tsiap8-khuai3","","緊捷快","迅速"
"41781","kín-chia̍p-khoài","","kin2-chiap8-khoai3","","緊捷快","kín-tsia̍p-khuài","","kin2-tsiap8-khuai3","","緊捷快","敏捷"
"41782","kín-choa̍h-bān","","kin2-choah8-ban7","","緊縒慢","kín-tsua̍h-bān","","kin2-tsuah8-ban7","","緊縒慢","早晚"
"41783","kín-choa̍h-bān","","kin2-choah8-ban7","","緊縒慢","kín-tsua̍h-bān","","kin2-tsuah8-ban7","","緊縒慢","遲早"
"41784","kín-hóe","kín-hé","kin2-hoe2","kin2-he2","緊火","kín-hué","kín-hé","kin2-hue2","kin2-he2","緊火","快火"
"41785","kín-hóe","kín-hé","kin2-hoe2","kin2-he2","緊火","kín-hué","kín-hé","kin2-hue2","kin2-he2","緊火","烈火"
"41786","kín-hóe","kín-hé","kin2-hoe2","kin2-he2","緊火","kín-hué","kín-hé","kin2-hue2","kin2-he2","緊火","猛火"
"41787","kín-iàu","","kin2-iau3","","緊要","kín-iàu","","kin2-iau3","","緊要","要緊"
"41788","kín-iàu","","kin2-iau3","","緊要","kín-iàu","","kin2-iau3","","緊要","緊要"
"41789","kín-iú","","kin2-iu2","","僅有","kín-iú","","kin2-iu2","","僅有","僅有"
"41790","kín-jiō","","kin2-jio7","","緊尿","kín-jiō","","kin2-jio7","","緊尿","尿急"
"41791","kín-keng-hong","","kin2-keng-hong","","緊驚風","kín-king-hong","","kin2-king-hong","","緊驚風","急驚風"
"41792","kín-kha","","kin2-kha","","緊腳","kín-kha","","kin2-kha","","緊腳","跑得勤快"
"41793","kín-kha","","kin2-kha","","緊腳","kín-kha","","kin2-kha","","緊腳","腳勤"
"41794","kín-kha-kín-chhiú","","kin2-kha-kin2-chhiu2","","緊腳緊手","kín-kha-kín-tshiú","","kin2-kha-kin2-tshiu2","","緊腳緊手","快手快腳"
"41795","kín-khoài","","kin2-khoai3","","緊快","kín-khuài","","kin2-khuai3","","緊快","迅速"
"41796","kín-khoài","","kin2-khoai3","","緊快","kín-khuài","","kin2-khuai3","","緊快","敏捷"
"41797","kín-khoài","","kin2-khoai3","","緊快","kín-khuài","","kin2-khuai3","","緊快","勤快"
"41798","kín-khoài","","kin2-khoai3","","緊快","kín-khuài","","kin2-khuai3","","緊快","緊湊"
"41799","kín-khoài","","kin2-khoai3","","緊快","kín-khuài","","kin2-khuai3","","緊快","趕快"
"41800","kín-khùi","","kin2-khui3","","緊氣","kín-khuì","","kin2-khui3","","緊氣","快速"
"41801","kín-khùi","","kin2-khui3","","緊氣","kín-khuì","","kin2-khui3","","緊氣","迅速"
"41802","kín-kì","","kin2-ki3","","謹記","kín-kì","","kin2-ki3","","謹記","謹記"
"41803","kín-kiaⁿ-hong","","kin2-kiann-hong","","緊驚風","kín-kiann-hong","","kin2-kiann-hong","","緊驚風","破傷風"
"41804","kín-kín","","kin2-kin2","","緊緊","kín-kín","","kin2-kin2","","緊緊","緊緊"
"41805","kín-kip","","kin2-kip","","緊急","kín-kip","","kin2-kip","","緊急","緊急"
"41806","kín-kông","","kin2-kong5","","緊狂","kín-kông","","kin2-kong5","","緊狂","匆匆"
"41807","kín-kông","","kin2-kong5","","緊狂","kín-kông","","kin2-kong5","","緊狂","匆忙"
"41808","kín-kông","","kin2-kong5","","緊狂","kín-kông","","kin2-kong5","","緊狂","慌忙"
"41809","kíⁿ-kui","","kinn2-kui","","哽-月","kínn-kui","","kinn2-kui","","哽-月","噎"
"41810","kíⁿ-kui","","kinn2-kui","","哽-月","kínn-kui","","kinn2-kui","","哽-月","難下嚥"
"41811","kín-lāu","","kin2-lau7","","緊老","kín-lāu","","kin2-lau7","","緊老","老得快"
"41812","kín-mé","kín-mí","kin2-me2","kin2-mi2","緊猛","kín-mé","kín-mí","kin2-me2","kin2-mi2","緊猛","迅即"
"41813","kín-mé","kín-mí","kin2-me2","kin2-mi2","緊猛","kín-mé","kín-mí","kin2-me2","kin2-mi2","緊猛","趕快"
"41814","kín-mí","","kin2-mi2","","緊猛","kín-mí","","kin2-mi2","","緊猛","迅即"
"41815","kín-mí","","kin2-mi2","","緊猛","kín-mí","","kin2-mi2","","緊猛","趕快"
"41816","kín-mí","","kin2-mi2","","緊猛","kín-mí","","kin2-mi2","","緊猛","趕緊"
"41817","kín-oān","","kin2-oan7","","緊緩","kín-uān","","kin2-uan7","","緊緩","緩急"
"41818","kín-pái","","kin2-pai2","","緊擺","kín-pái","","kin2-pai2","","緊擺","急時"
"41819","kín-pek","","kin2-pek","","緊迫","kín-pik","","kin2-pik","","緊迫","緊迫"
"41820","kín-pháiⁿ","","kin2-phainn2","","緊歹","kín-pháinn","","kin2-phainn2","","緊歹","容易壞"
"41821","kín-pì","","kin2-pi3","","緊閉","kín-pì","","kin2-pi3","","緊閉","緊閉"
"41822","kín-pia̍k-pia̍k","","kin2-piak8-piak8","","緊嚗嚗","kín-pia̍k-pia̍k","","kin2-piak8-piak8","","緊嚗嚗","匆匆忙忙"
"41823","kín-piak-piak","","kin2-piak-piak","","緊逼逼","kín-piak-piak","","kin2-piak-piak","","緊逼逼","匆匆忙忙"
"41824","kín-piak-piak","","kin2-piak-piak","","緊逼逼","kín-piak-piak","","kin2-piak-piak","","緊逼逼","急匆匆"
"41825","kín-piak-piak","","kin2-piak-piak","","緊逼逼","kín-piak-piak","","kin2-piak-piak","","緊逼逼","急迫"
"41826","kín-piak-piak","","kin2-piak-piak","","緊暴暴","kín-piak-piak","","kin2-piak-piak","","緊暴暴","急急忙忙"
"41827","kín-piàng-piàng","","kin2-piang3-piang3","","緊乓乓","kín-piàng-piàng","","kin2-piang3-piang3","","緊乓乓","匆匆忙忙"
"41828","kín-piàng-piàng","","kin2-piang3-piang3","","緊迸迸","kín-piàng-piàng","","kin2-piang3-piang3","","緊迸迸","急巴巴"
"41829","kín-piàng-piàng","","kin2-piang3-piang3","","緊迸迸","kín-piàng-piàng","","kin2-piang3-piang3","","緊迸迸","急急巴巴"
"41830","kín-piàng-piàng","","kin2-piang3-piang3","","緊迸迸","kín-piàng-piàng","","kin2-piang3-piang3","","緊迸迸","急急忙忙"
"41831","kín-sèng","","kin2-seng3","","緊性","kín-sìng","","kin2-sing3","","緊性","性子急"
"41832","kín-sèng","","kin2-seng3","","緊性","kín-sìng","","kin2-sing3","","緊性","性急"
"41833","kín-sèng","","kin2-seng3","","緊性","kín-sìng","","kin2-sing3","","緊性","急性"
"41834","kín-sèng","","kin2-seng3","","緊性","kín-sìng","","kin2-sing3","","緊性","急性子"
"41835","kín-sèng-pēⁿ","kín-sèng-pīⁿ","kin2-seng3-penn7","kin2-seng3-pinn7","緊性病","kín-sìng-pēnn","kín-sìng-pīnn","kin2-sing3-penn7","kin2-sing3-pinn7","緊性病","急症"
"41836","kín-sèng-pēⁿ","kín-sèng-pīⁿ","kin2-seng3-penn7","kin2-seng3-pinn7","緊性病","kín-sìng-pēnn","kín-sìng-pīnn","kin2-sing3-penn7","kin2-sing3-pinn7","緊性病","暴病"
"41837","kín-sèng-tē","kín-sèng-tōe","kin2-seng3-te7","kin2-seng3-toe7","緊性地","kín-sìng-tē","kín-sìng-tuē","kin2-sing3-te7","kin2-sing3-tue7","緊性地","急性子"
"41838","kín-sim-sèng","","kin2-sim-seng3","","緊心性","kín-sim-sìng","","kin2-sim-sing3","","緊心性","急性子"
"41839","kín-sīn","","kin2-sin7","","謹慎","kín-sīn","","kin2-sin7","","謹慎","謹慎"
"41840","kín-sin-á","","kin2-sin-a2","","緊身仔","kín-sin-á","","kin2-sin-a2","","緊身仔","緊身衣"
"41841","kín-siok","","kin2-siok","","緊縮","kín-siok","","kin2-siok","","緊縮","緊縮"
"41842","kín-siú","","kin2-siu2","","謹守","kín-siú","","kin2-siu2","","謹守","謹守"
"41843","kíⁿ--tio̍h","","kinn2--tioh8","","kíⁿ著","kínn--tio̍h","","kinn2--tioh8","","kínn著","骾著"
"41844","kín-tiuⁿ","","kin2-tiunn","","緊張","kín-tiunn","","kin2-tiunn","","緊張","緊張"
"41845","kín-tòng-tòng","","kin2-tong3-tong3","","緊當當","kín-tòng-tòng","","kin2-tong3-tong3","","緊當當","緊嘟嘟"
"41846","kìⁿ","","kinn3","","見","kìnn","","kinn3","","見","每"
"41847","kìⁿ","","kinn3","","見","kìnn","","kinn3","","見","每逢"
"41848","kìⁿ","","kinn3","","見","kìnn","","kinn3","","見","見"
"41849","kìⁿ","","kinn3","","見","kìnn","","kinn3","","見","謁見"
"41850","kìⁿ","","kinn3","","徑","kìnn","","kinn3","","徑","徑"
"41851","kìn","","kin3","","絹","kìn","","kin3","","絹","絹"
"41852","kìn","","kin3","","擎","kìn","","kin3","","擎","擎"
"41853","kìⁿ","","kinn3","","覲","kìnn","","kinn3","","覲","見"
"41854","kìⁿ-bīn","","kinn3-bin7","","見面","kìnn-bīn","","kinn3-bin7","","見面","見面"
"41855","kìⁿ-bīn","","kinn3-bin7","","見面","kìnn-bīn","","kinn3-bin7","","見面","碰面"
"41856","kìⁿ-bīn-lé","","kinn3-bin7-le2","","見面禮","kìnn-bīn-lé","","kinn3-bin7-le2","","見面禮","見面禮"
"41857","kìⁿ-chéng-siau","","kinn3-cheng2-siau","","見腫消","kìnn-tsíng-siau","","kinn3-tsing2-siau","","見腫消","商陸"
"41858","kìⁿ-chin","","kinn3-chin","","見真","kìnn-tsin","","kinn3-tsin","","見真","當真"
"41859","kìⁿ-chin","","kinn3-chin","","見真","kìnn-tsin","","kinn3-tsin","","見真","實際"
"41860","kìⁿ-chîⁿ-sí","","kinn3-chinn5-si2","","見錢死","kìnn-tsînn-sí","","kinn3-tsinn5-si2","","見錢死","死要錢"
"41861","kìⁿ-chîⁿ-sí","","kinn3-chinn5-si2","","見錢死","kìnn-tsînn-sí","","kinn3-tsinn5-si2","","見錢死","見錢眼開"
"41862","kìⁿ-chîⁿ-sí","","kinn3-chinn5-si2","","見錢死","kìnn-tsînn-sí","","kinn3-tsinn5-si2","","見錢死","拜金主義"
"41863","kìⁿ-chîⁿ-sí","","kinn3-chinn5-si2","","見錢死","kìnn-tsînn-sí","","kinn3-tsinn5-si2","","見錢死","視錢如命"
"41864","kìⁿ-chîⁿ-sí","","kinn3-chinn5-si2","","見錢死","kìnn-tsînn-sí","","kinn3-tsinn5-si2","","見錢死","愛財如命"
"41865","kìⁿ-chîⁿ-siáu","","kinn3-chinn5-siau2","","見錢痟","kìnn-tsînn-siáu","","kinn3-tsinn5-siau2","","見錢痟","財迷"
"41866","kìⁿ-chin-tiuⁿ","","kinn3-chin-tiunn","","見真張","kìnn-tsin-tiunn","","kinn3-tsin-tiunn","","見真張","見真章"
"41867","kìⁿ-kang-bó","kìⁿ-kang-bú","kinn3-kang-bo2","kinn3-kang-bu2","見公母","kìnn-kang-bó","kìnn-kang-bú","kinn3-kang-bo2","kinn3-kang-bu2","見公母","一決雌雄"
"41868","kìⁿ--kòe","kìⁿ--kè","kinn3--koe3","kinn3--ke3","見過","kìnn--kuè","kìnn--kè","kinn3--kue3","kinn3--ke3","見過","見過"
"41869","kìⁿ-kúi","","kinn3-kui2","","見鬼","kìnn-kuí","","kinn3-kui2","","見鬼","活見鬼"
"41870","kìⁿ-lâng-hiâm","","kinn3-lang5-hiam5","","見人嫌","kìnn-lâng-hiâm","","kinn3-lang5-hiam5","","見人嫌","人見人厭"
"41871","kìⁿ-lâng-hiâm","","kinn3-lang5-hiam5","","見人嫌","kìnn-lâng-hiâm","","kinn3-lang5-hiam5","","見人嫌","有口皆悲"
"41872","kìⁿ-lâng-hó","","kinn3-lang5-ho2","","見人好","kìnn-lâng-hó","","kinn3-lang5-ho2","","見人好","八面玲瓏"
"41873","kìⁿ-lâng-hó","","kinn3-lang5-ho2","","見人好","kìnn-lâng-hó","","kinn3-lang5-ho2","","見人好","好相與"
"41874","kìⁿ-lâng-hó","","kinn3-lang5-ho2","","見人好","kìnn-lâng-hó","","kinn3-lang5-ho2","","見人好","隨和"
"41875","kìⁿ-lâng-kiàn-siàu","","kinn3-lang5-kian3-siau3","","見人見笑","kìnn-lâng-kiàn-siàu","","kinn3-lang5-kian3-siau3","","見人見笑","自慚形穢"
"41876","kìⁿ-lâng-se̍k","","kinn3-lang5-sek8","","見人熟","kìnn-lâng-si̍k","","kinn3-lang5-sik8","","見人熟","見人熟"
"41877","kìⁿ-lâng-tâu","","kinn3-lang5-tau5","","見人投","kìnn-lâng-tâu","","kinn3-lang5-tau5","","見人投","逢人訴苦"
"41878","kìⁿ-nā","","kinn3-na7","","見但","kìnn-nā","","kinn3-na7","","見但","但凡"
"41879","kìⁿ-nā","","kinn3-na7","","見若","kìnn-nā","","kinn3-na7","","見若","凡是"
"41880","kìⁿ-nā","","kinn3-na7","","見若","kìnn-nā","","kinn3-na7","","見若","大凡"
"41881","kìⁿ-nā","","kinn3-na7","","見若","kìnn-nā","","kinn3-na7","","見若","只要"
"41882","kìⁿ-nā","","kinn3-na7","","見若","kìnn-nā","","kinn3-na7","","見若","但凡"
"41883","kìⁿ-pò","","kinn3-po3","","見報","kìnn-pò","","kinn3-po3","","見報","見報"
"41884","kìⁿ-seⁿ-sí","kìⁿ-siⁿ-sí","kinn3-senn-si2","kinn3-sinn-si2","見生死","kìnn-senn-sí","kìnn-sinn-sí","kinn3-senn-si2","kinn3-sinn-si2","見生死","殊死"
"41885","kìⁿ-seⁿ-sí","kìⁿ-siⁿ-sí","kinn3-senn-si2","kinn3-sinn-si2","見生死","kìnn-senn-sí","kìnn-sinn-sí","kinn3-senn-si2","kinn3-sinn-si2","見生死","殊死戰"
"41886","kìⁿ-seⁿ-sí","kìⁿ-siⁿ-sí","kinn3-senn-si2","kinn3-sinn-si2","見生死","kìnn-senn-sí","kìnn-sinn-sí","kinn3-senn-si2","kinn3-sinn-si2","見生死","一決生死"
"41887","kìⁿ-su-iâⁿ","","kinn3-su-iann5","","見輸嬴","kìnn-su-iânn","","kinn3-su-iann5","","見輸嬴","決勝"
"41888","kìⁿ-su-iâⁿ","","kinn3-su-iann5","","見輸贏","kìnn-su-iânn","","kinn3-su-iann5","","見輸贏","一決雌雄"
"41889","kìⁿ-su-iâⁿ","","kinn3-su-iann5","","見輸贏","kìnn-su-iânn","","kinn3-su-iann5","","見輸贏","決勝負"
"41890","kìⁿ--tio̍h","","kinn3--tioh8","","見著","kìnn--tio̍h","","kinn3--tioh8","","見著","看到"
"41891","kìⁿ--tio̍h","","kinn3--tioh8","","見著","kìnn--tio̍h","","kinn3--tioh8","","見著","碰到"
"41892","kìⁿ-tōa","","kinn3-toa7","","見大","kìnn-tuā","","kinn3-tua7","","見大","見長"
"41893","kîn","","kin5","","kîn","kîn","","kin5","","kîn","跟"
"41894","kîⁿ","","kinn5","","墘","kînn","","kinn5","","墘","舷"
"41895","kîⁿ","","kinn5","","墘","kînn","","kinn5","","墘","墘"
"41896","kîⁿ","","kinn5","","墘","kînn","","kinn5","","墘","緣"
"41897","kîⁿ","","kinn5","","墘","kînn","","kinn5","","墘","邊"
"41898","kîⁿ","","kinn5","","墘","kînn","","kinn5","","墘","邊緣"
"41899","kîⁿ-á","","kinn5-a2","","墘仔","kînn-á","","kinn5-a2","","墘仔","邊緣"
"41900","kîⁿ-kak","","kinn5-kak","","墘角","kînn-kak","","kinn5-kak","","墘角","犄角"
"41901","kīn","kūn","kin7","kun7","近","kīn","kūn","kin7","kun7","近","近"
"41902","kīn-chhin","kūn-chhin","kin7-chhin","kun7-chhin","近親","kīn-tshin","kūn-tshin","kin7-tshin","kun7-tshin","近親","近親"
"41903","kīn-chhù-î","kīn-chhù-û","kin7-chhu3-i5","kin7-chhu3-u5","僅次於","kīn-tshù-î","kīn-tshù-û","kin7-tshu3-i5","kin7-tshu3-u5","僅次於","僅次於"
"41904","kīn-chok","kūn-chok","kin7-chok","kun7-chok","近作","kīn-tsok","kūn-tsok","kin7-tsok","kun7-tsok","近作","近作"
"41905","kīn-hái","kūn-hái","kin7-hai2","kun7-hai2","近海","kīn-hái","kūn-hái","kin7-hai2","kun7-hai2","近海","靠海"
"41906","kīn-hái","kūn-hái","kin7-hai2","kun7-hai2","近海","kīn-hái","kūn-hái","kin7-hai2","kun7-hai2","近海","近海"
"41907","kīn-hóng","kūn-hóng","kin7-hong2","kun7-hong2","近況","kīn-hóng","kūn-hóng","kin7-hong2","kun7-hong2","近況","近況"
"41908","kīn-î","kūn-û","kin7-i5","kun7-u5","近於","kīn-î","kūn-û","kin7-i5","kun7-u5","近於","近於"
"41909","kīn-in","kūn-in","kin7-in","kun7-in","近因","kīn-in","kūn-in","kin7-in","kun7-in","近因","近因"
"41910","kīn-ji̍t-lâi","kūn-ji̍t-lâi","kin7-jit8-lai5","kun7-jit8-lai5","近日來","kīn-ji̍t-lâi","kūn-ji̍t-lâi","kin7-jit8-lai5","kun7-jit8-lai5","近日來","近日來"
"41911","kīn-kau","kūn-kau","kin7-kau","kun7-kau","近郊","kīn-kau","kūn-kau","kin7-kau","kun7-kau","近郊","近郊"
"41912","kīn-kî","kūn-kî","kin7-ki5","kun7-ki5","近期","kīn-kî","kūn-kî","kin7-ki5","kun7-ki5","近期","近期"
"41913","kīn-kī-lī","kūn-kū-lî","kin7-ki7-li7","kun7-ku7-li5","近距離","kīn-kī-lī","kūn-kū-lî","kin7-ki7-li7","kun7-ku7-li5","近距離","近距離"
"41914","kīn-lâi","kūn-lâi","kin7-lai5","kun7-lai5","近來","kīn-lâi","kūn-lâi","kin7-lai5","kun7-lai5","近來","近來"
"41915","kīn-lâi","kūn-lâi","kin7-lai5","kun7-lai5","近來","kīn-lâi","kūn-lâi","kin7-lai5","kun7-lai5","近來","日來"
"41916","kīn-lîn","kūn-lîn","kin7-lin5","kun7-lin5","近鄰","kīn-lîn","kūn-lîn","kin7-lin5","kun7-lin5","近鄰","近鄰"
"41917","kīn-lō͘","kūn-lō͘","kin7-loo7","kun7-loo7","近路","kīn-lōo","kūn-lōo","kin7-loo7","kun7-loo7","近路","近路"
"41918","kīn-lō͘","kūn-lō͘","kin7-loo7","kun7-loo7","近路","kīn-lōo","kūn-lōo","kin7-loo7","kun7-loo7","近路","捷徑"
"41919","kīn-nî","kūn-nî","kin7-ni5","kun7-ni5","近年","kīn-nî","kūn-nî","kin7-ni5","kun7-ni5","近年","近年"
"41920","kīn-óa","kūn-óa","kin7-oa2","kun7-oa2","近倚","kīn-uá","kūn-uá","kin7-ua2","kun7-ua2","近倚","接近"
"41921","kīn-óa","kūn-óa","kin7-oa2","kun7-oa2","近倚","kīn-uá","kūn-uá","kin7-ua2","kun7-ua2","近倚","靠近"
"41922","kīn-sè","kūn-sè","kin7-se3","kun7-se3","近世","kīn-sè","kūn-sè","kin7-se3","kun7-se3","近世","近世"
"41923","kīn-sī","kūn-sī","kin7-si7","kun7-si7","近視","kīn-sī","kūn-sī","kin7-si7","kun7-si7","近視","近視"
"41924","kīn-tāi","kūn-tāi","kin7-tai7","kun7-tai7","近代","kīn-tāi","kūn-tāi","kin7-tai7","kun7-tai7","近代","近代"
"41925","kīn-tāi-sú","kūn-tāi-sú","kin7-tai7-su2","kun7-tai7-su2","近代史","kīn-tāi-sú","kūn-tāi-sú","kin7-tai7-su2","kun7-tai7-su2","近代史","近代史"
"41926","kīn-tau","kūn-tau","kin7-tau","kun7-tau","近兜","kīn-tau","kūn-tau","kin7-tau","kun7-tau","近兜","鄰近"
"41927","kiⁿ-á","","kinn-a2","","墘仔","kinn-á","","kinn-a2","","墘仔","旁邊"
"41928","kin-á-chá-khí","","kin-a2-cha2-khi2","","今仔早起","kin-á-tsá-khí","","kin-a2-tsa2-khi2","","今仔早起","今晨"
"41929","kin-á-chài","","kin-a2-chai3","","今仔再","kin-á-tsài","","kin-a2-tsai3","","今仔再","今天"
"41930","kin-á-chài","","kin-a2-chai3","","今仔載","kin-á-tsài","","kin-a2-tsai3","","今仔載","今天"
"41931","kin-á-jit","","kin-a2-jit","","今仔日","kin-á-jit","","kin-a2-jit","","今仔日","今天"
"41932","kin-á-ji̍t","","kin-a2-jit8","","今仔日","kin-á-ji̍t","","kin-a2-jit8","","今仔日","今天"
"41933","kin-á-ji̍t","","kin-a2-jit8","","今仔日","kin-á-ji̍t","","kin-a2-jit8","","今仔日","今天"
"41934","kin-á-ji̍t","","kin-a2-jit8","","今仔日","kin-á-ji̍t","","kin-a2-jit8","","今仔日","今日"
"41935","kin-bah","kun-bah","kin-bah","kun-bah","筋肉","kin-bah","kun-bah","kin-bah","kun-bah","筋肉","肌肉"
"41936","kin-chat","kun-chat","kin-chat","kun-chat","根節","kin-tsat","kun-tsat","kin-tsat","kun-tsat","根節","周至"
"41937","kin-chat","kun-chat","kin-chat","kun-chat","根節","kin-tsat","kun-tsat","kin-tsat","kun-tsat","根節","細心"
"41938","kin-chat","kun-chat","kin-chat","kun-chat","根節","kin-tsat","kun-tsat","kin-tsat","kun-tsat","根節","細密"
"41939","kin-chat","kun-chat","kin-chat","kun-chat","筋節","kin-tsat","kun-tsat","kin-tsat","kun-tsat","筋節","筋骨"
"41940","kiⁿ-chhim","","kinn-chhim","","更深","kinn-tshim","","kinn-tshim","","更深","更深"
