tl,hanzi,frequency,poj
suat,說,961,soat
gua̍t,月,957,goa̍t
phò,破,952,phò
tsè,債,950,chè
thiu,抽,950,thiu
si,絲,950,si
lê,螺,950,lê
tsiam,針,950,chiam
iâm,鹽,950,iâm
khóng,孔,943,khóng
tshē,坐,939,chhē
kuânn,寒,929,kôaⁿ
sù,賜,929,sù
tsú,煮,928,chú
mē,罵,919,mē
tshínn,醒,919,chhíⁿ
tsiông,從,914,chiông
kóng,管,914,kóng
tànn,擔,909,tàⁿ
kuè,界,904,kòe
piàn,遍,903,piàn
ang,尪,900,ang
pán,板,900,pán
í,椅,900,í
tinn,甜,900,tiⁿ
tsong,裝,900,chong
tshú,鼠,900,chhú
su,軀,898,su
tsu,書,894,chu
phinn,篇,891,phiⁿ
tân,陳,886,tân
hióng,響,883,hióng
khik,曲,878,khek
bī,未,876,bī
tsiò,照,876,chiò
niáu,鳥,874,niáu
tsiann,正,872,chiaⁿ
só,嫂,870,só
khàn,看,866,khàn
kang,公,852,kang
tshe,吹,851,chhe
nn̄g,卵,850,nn̄g
khàm,崁,850,khàm
thng,湯,850,thng
siáu,痟,850,siáu
su,私,850,su
sún,筍,850,sún
phòng,膨,850,phòng
tsi̍h,舌,850,chi̍h
sî,辭,850,sî
im,陰,850,im
hōng,鳳,850,hōng
pi̍k,白,849,pe̍k
hé,伙,834,hé
pió,表,834,pió
suí,水,830,súi
tàu,到,825,tàu
khǹg,勸,821,khǹg
liâu,條,821,liâu
kàm,監,820,kàm
sài,使,809,sài
hú,甫,808,hú
ú,與,802,ú
tan,丹,800,tan
siān,善,800,siān
siā,射,800,siā
tshiúnn,廠,800,chhiúⁿ
sàu,掃,800,sàu
pòo,播,800,pò͘
bôo,模,800,bô͘
gê,牙,800,gê
uánn,碗,800,óaⁿ
puî,肥,800,pûi
thâng,蟲,800,thâng
lo̍k,鹿,800,lo̍k
khiau,曲,790,khiau
khíng,肯,788,khéng
hué,悔,782,hóe
him,欣,779,him
lak,落,767,lak
pian,邊,764,pian
jî,而,757,jî
tsuê,齊,754,chôe
iu,優,750,iu
uan,冤,750,oan
ping,冰,750,peng
khòo,庫,750,khò͘
thiah,拆,750,thiah
tsáinn,指,750,cháiⁿ
tsâi,材,750,châi
thô,桃,750,thô
tsai,災,750,chai
ngī,硬,750,ngī
tsik,積,750,chek
io,腰,750,io
uē,衛,750,ōe
sue,衰,750,soe
tâm,談,750,tâm
niau,貓,750,niau
tui,追,750,tui
iû,遊,750,iû
kiànn,鏡,750,kiàⁿ
bū,霧,750,bū
phē,被,748,phē
lê,麗,743,lê
ba̍k,木,737,ba̍k
biān,面,736,biān
tsìng,眾,735,chèng
gíng,研,729,géng
tâng,同,712,tâng
tsiau,招,710,chiau
tshì,刺,700,chhì
kuah,割,700,koah
khinn,坑,700,khiⁿ
pha,拋,700,pha
tshah,插,700,chhah
sat,殺,700,sat
ian,煙,700,ian
kun,筋,700,kun
nâ,籃,700,nâ
ko,膏,700,ko
tsng,莊,700,chng
hê,蝦,700,hê
hong,豐,700,hong
tôo,途,700,tô͘
tâng,銅,700,tâng
lōo,露,700,lō͘
tiánn,鼎,700,tiáⁿ
hua,花,691,hoa
phīng,並,685,phēng
pīng,並,685,pēng
sìng,姓,682,sèng
sìnn,姓,682,sìⁿ
kò,過,680,kò
hân,寒,676,hân
sū,序,669,sū
ú,雨,659,ú
hia̍p,協,650,hia̍p
bōng,墓,650,bōng
bōo,墓,650,bō͘
iā,夜,650,iā
î,姨,650,î
sī,寺,650,sī
tsiam,尖,650,chiam
kip,急,650,kip
tshap,插,650,chhap
pāi,敗,650,pāi
kuī,櫃,650,kūi
sai,獅,650,sai
gán,眼,650,gán
pōng,磅,650,pōng
tshiam,簽,650,chhiam
bê,糜,650,bê
tshang,蔥,650,chhang
tshâi,裁,650,chhâi
tshiah,赤,650,chhiah
iân,鉛,650,iân
uê,鞋,650,ôe
ing,應,648,eng
thn̂g,傳,647,thn̂g
ba̍t,密,635,ba̍t
hiat,血,635,hiat
jím,忍,629,jím
hui,飛,629,hui
tshó,草,622,chhó
ti̍t,值,621,ti̍t
sai,司,616,sai
nāu,鬧,610,nāu
ún,允,606,ún
tsiú,守,606,chiú
kuà,蓋,604,kòa
tsān,贊,603,chān
thîng,程,601,thêng
phian,偏,600,phian
sàu,嗽,600,sàu
thán,坦,600,thán
tiânn,埕,600,tiâⁿ
tuânn,壇,600,tôaⁿ
iân,延,600,iân
bán,挽,600,bán
tsih,接,600,chih
tshau,操,600,chhau
kè,架,600,kè
liu,溜,600,liu
lôo,爐,600,lô͘
àng,甕,600,àng
tsìng,症,600,chèng
hông,皇,600,hông
tâng,筒,600,tâng
kôo,糊,600,kô͘
ko,糕,600,ko
se,紗,600,se
phāng,縫,600,phāng
tshiau,超,600,chhiau
lûn,輪,600,lûn
tshìng,銃,600,chhèng
phoo,鋪,600,pho͘
siám,閃,600,siám
tse̍h,絕,593,che̍h
niú,兩,589,niú
hia̍h,額,587,hia̍h
pu̍t,佛,586,pu̍t
lî,離,584,lî
bong,摸,570,bong
siāng,上,563,siāng
suat,雪,562,soat
hìng,興,552,hèng
the̍h,提,551,the̍h
khit,乞,550,khit
hù,付,550,hù
tshun,伸,550,chhun
kē,低,550,kē
tshiah,刺,550,chhiah
ûn,勻,550,ûn
uí,委,550,úi
jio̍k,弱,550,jio̍k
pit,必,550,pit
kíng,揀,550,kéng
kî,旗,550,kî
tsai,栽,550,chai
pho,波,550,pho
tōo,渡,550,tō͘
kún,滾,550,kún
thâm,潭,550,thâm
iām,炎,550,iām
tsàng,粽,550,chàng
soh,索,550,soh
kū,舅,550,kū
ōo,芋,550,ō͘
lôo,蘆,550,lô͘
tsè,製,550,chè
tak,觸,550,tak
iû,郵,550,iû
sng,酸,550,sng
ām,頷,550,ām
suè,說,549,sòe
kńg,管,548,kńg
lāi,利,544,lāi
hé,夥,539,hé
kah,較,539,kah
tuān,斷,538,toān
ha̍h,合,532,ha̍h
tshiūnn,象,531,chhiūⁿ
hiáng,響,530,hiáng
kiú,九,527,kiú
ki,支,526,ki
lún,忍,524,lún
hn̄g,遠,519,hn̄g
khia,奇,516,khia
kann,監,512,kaⁿ
sik,息,510,sek
kuan,官,508,koan
suánn,散,507,sóaⁿ
tsínn,井,500,chíⁿ
ka,佳,500,ka
hîng,刑,500,hêng
huē,匯,500,hōe
pi,卑,500,pi
sià,卸,500,sià
âu,喉,500,âu
khám,坎,500,khám
tsip,執,500,chip
ba̍k,墨,500,ba̍k
thò,套,500,thò
sím,審,500,sím
hong,封,500,hong
sûn,巡,500,sûn
kun,巾,500,kun
tsō,座,500,chō
tshiúnn,搶,500,chhiúⁿ
si,施,500,si
huâinn,橫,500,hoâiⁿ
tshù,次,500,chhù
hóng,況,500,hóng
liâng,涼,500,liâng
nuā,爛,500,nōa
sán,瘦,500,sán
tsoo,租,500,cho͘
tiū,稻,500,tiū
li̍k,綠,500,le̍k
kuàn,罐,500,koàn
hip,翕,500,hip
tánn,膽,500,táⁿ
lîm,臨,500,lîm
tsû,薯,500,chû
tham,貪,500,tham
thiap,貼,500,thiap
sô,趖,500,sô
pua̍h,跋,500,poa̍h
tô,逃,500,tô
pà,霸,500,pà
kuainn,關,498,koaiⁿ
koh,各,497,koh
tshe,差,483,chhe
thôo,土,479,thô͘
tiân,田,468,tiân
tshue,初,463,chhoe
hong,芳,459,hong
hîng,雄,458,hêng
bông,亡,450,bông
khiām,儉,450,khiām
tshìn,凊,450,chhìn
sî,匙,450,sî
tsiu,周,450,chiu
kā,咬,450,kā
kînn,墘,450,kîⁿ
khuè,契,450,khòe
ḿ,姆,450,ḿ
ui,威,450,ui
ku,居,450,ku
kiā,崎,450,kiā
si̍k,席,450,se̍k
lāng,弄,450,lāng
suá,徙,450,sóa
ting,徵,450,teng
khàu,扣,450,khàu
ah,押,450,ah
kûn,拳,450,kûn
tah,搭,450,tah
kong,攻,450,kong
pha̍k,曝,450,pha̍k
thuî,槌,450,thûi
tî,池,450,tî
tsuânn,泉,450,chôaⁿ
phû,浮,450,phû
tsàu,灶,450,chàu
iâ,爺,450,iâ
khîm,琴,450,khîm
gāi,礙,450,gāi
tshiu,秋,450,chhiu
î,移,450,î
huān,範,450,hoān
tshik,粟,450,chhek
pùn,糞,450,pùn
tà,罩,450,tà
hua̍t,罰,450,hoa̍t
uī,胃,450,ūi
hôo,胡,450,hô͘
hing,胸,450,heng
me̍h,脈,450,me̍h
póo,脯,450,pó͘
thuí,腿,450,thúi
tsing,舂,450,cheng
sîn,蠅,450,sîn
po,褒,450,po
thok,託,450,thok
sòo,訴,450,sò͘
kiō,轎,450,kiō
ting,釘,450,teng
tiò,釣,450,tiò
kǹg,鋼,450,kǹg
tsa̍h,閘,450,cha̍h
kàng,降,450,kàng
seh,雪,450,seh
luî,雷,450,lûi
be̍h,麥,450,be̍h
hing,兄,439,heng
tuàn,斷,430,toàn
phî,皮,430,phî
sû,辭,425,sû
la,拉,421,la
tsàn,層,416,chàn
pī,被,415,pī
jí,子,411,jí
po̍k,薄,411,po̍k
phiau,標,404,phiau
tāu,讀,402,tāu
thì,剃,400,thì
tsián,剪,400,chián
kiat,吉,400,kiat
ka,嘉,400,ka
pînn,坪,400,pîⁿ
tóo,堵,400,tó͘
tshioh,尺,400,chhioh
phuì,屁,400,phùi
lūn,崙,400,lūn
thiap,帖,400,thiap
king,弓,400,keng
uan,彎,400,oan
bî,微,400,bî
hiàn,憲,400,hiàn
luân,戀,400,loân
buah,抹,400,boah
puann,搬,400,poaⁿ
pan,斑,400,pan
lú,旅,400,lú
pue,杯,400,poe
kam,柑,400,kam
khī,柿,400,khī
kî,棋,400,kî
tsô,槽,400,chô
kuānn,汗,400,kōaⁿ
kang,江,400,kang
siû,泅,400,siû
tshián,淺,400,chhián
tih,滴,400,tih
lāu,漏,400,lāu
thuànn,炭,400,thòaⁿ
kông,狂,400,kông
hûn,痕,400,hûn
pì,祕,400,pì
suī,穗,400,sūi
siunn,箱,400,siuⁿ
phōo,簿,400,phō͘
phoh,粕,400,phoh
tì,置,400,tì
pê,耙,400,pê
ka,膠,400,ka
kiunn,薑,400,kiuⁿ
bi̍t,蜜,400,bi̍t
sat,蝨,400,sat
hàm,譀,400,hàm
uî,遺,400,ûi
tsǹg,鑽,400,chǹg
lio̍k,陸,400,lio̍k
iông,陽,400,iông
sng,霜,400,sng
pîn,頻,400,pîn
tāi,事,397,tāi
tshing,千,390,chheng
ní,耳,387,ní
mê,明,381,mê
suè,歲,365,sòe
bōng,夢,363,bōng
thinn,添,362,thiⁿ
kài,蓋,362,kài
sann,相,357,saⁿ
niū,量,356,niū
the,推,353,the
lâu,留,353,lâu
khuàn,勸,351,khoàn
tîng,亭,350,têng
hiu,休,350,hiu
tìnn,佯,350,tìⁿ
i,依,350,i
kiam,兼,350,kiam
phànn,冇,350,phàⁿ
hù,副,350,hù
pû,匏,350,pû
tshe,叉,350,chhe
tshá,吵,350,chhá
phùn,噴,350,phùn
tui,堆,350,tui
tsing,增,350,cheng
tsàu,奏,350,chàu
kan,奸,350,kan
iau,妖,350,iau
hm̂,媒,350,hm̂
gî,宜,350,gî
khuan,寬,350,khoan
khut,屈,350,khut
si,屍,350,si
pîn,屏,350,pîn
sū,嶼,350,sū
khá,巧,350,khá
tuânn,彈,350,tôaⁿ
būn,悶,350,būn
hû,扶,350,hû
tsiat,折,350,chiat
áu,拗,350,áu
sńg,損,350,sńg
puah,撥,350,poah
siông,松,350,siông
thiāu,柱,350,thiāu
khì,棄,350,khì
pînn,棚,350,pîⁿ
lâm,楠,350,lâm
suāinn,檨,350,soāiⁿ
khi,欺,350,khi
uai,歪,350,oai
tshiâng,沖,350,chhiâng
thài,泰,350,thài
tōng,洞,350,tōng
lōng,浪,350,lōng
kuàn,灌,350,koàn
lia̍t,烈,350,lia̍t
suī,瑞,350,sūi
lio̍k,略,350,lio̍k
i̍k,疫,350,e̍k
thâm,痰,350,thâm
muâ,瞞,350,môa
tâng,童,350,tâng
tshíng,筅,350,chhéng
la̍p,納,350,la̍p
tsiong,終,350,chiong
ká,絞,350,ká
mî,綿,350,mî
tsit,織,350,chit
tînn,纏,350,tîⁿ
phìng,聘,350,phèng
hì,肺,350,hì
tsho,臊,350,chho
koo,菇,350,ko͘
tîn,藤,350,tîn
bân,蠻,350,bân
kûn,裙,350,kûn
lám,覽,350,lám
sìn,訊,350,sìn
pîn,貧,350,pîn
puè,輩,350,pòe
piān,辯,350,piān
uî,違,350,ûi
tsiùnn,醬,350,chiùⁿ
só,鎖,350,só
ún,隱,350,ún
ím,飲,350,ím
sang,鬆,350,sang
tshiu,鬚,350,chhiu
ut,鬱,350,ut
bâ,麻,350,bâ
tìng,中,340,tèng
sing,星,339,seng
pâ,爸,336,pâ
thián,展,333,thián
kí,指,333,kí
tshiàng,唱,332,chhiàng
khuánn,款,331,khóaⁿ
tù,注,328,tù
tshng,穿,325,chhng
tuān,傳,323,toān
tshûn,存,321,chhûn
hiong,香,319,hiong
ting,丁,300,teng
tshuàn,串,300,chhoàn
siû,仇,300,siû
tshim,侵,300,chhim
hiau,僥,300,hiau
tsún,准,300,chún
tàng,凍,300,tàng
hiong,凶,300,hiong
kuàn,券,300,koàn
siah,削,300,siah
kiàm,劍,300,kiàm
sìng,勝,300,sèng
bōo,募,300,bō͘
thòo,吐,300,thò͘
hâm,含,300,hâm
tsiù,咒,300,chiù
tshuán,喘,300,chhoán
thah,塔,300,thah
luí,壘,300,lúi
tsòng,壯,300,chòng
hā,夏,300,hā
hōng,奉,300,hōng
kīm,妗,300,kīm
sài,婿,300,sài
kuì,季,300,kùi
gia̍t,孽,300,gia̍t
the̍h,宅,300,the̍h
king,宮,300,keng
tshùn,寸,300,chhùn
niá,嶺,300,niá
tsó,左,300,chó
khong,悾,300,khong
jiá,惹,300,jiá
tsû,慈,300,chû
khìng,慶,300,khèng
huâi,懷,300,hoâi
pínn,扁,300,píⁿ
sìnn,扇,300,sìⁿ
pān,扮,300,pān
sún,損,300,sún
kòng,摃,300,kòng
pō,暴,300,pō
tōo,杜,300,tō͘
ní,染,300,ní
jiû,柔,300,jiû
liú,柳,300,liú
muî,梅,300,mûi
lâi,梨,300,lâi
thui,梯,300,thui
sue,梳,300,soe
tsó,棗,300,chó
sún,榫,300,sún
au,歐,300,au
ak,沃,300,ak
iân,沿,300,iân
i̍k,浴,300,e̍k
tsīng,淨,300,chēng
íng,湧,300,éng
bia̍t,滅,300,bia̍t
ku̍t,滑,300,ku̍t
tsiunn,漿,300,chiuⁿ
jiáu,爪,300,jiáu
tsōng,狀,300,chōng
hiā,瓦,300,hiā
sin,申,300,sin
phiah,癖,300,phiah
bîng,盟,300,bêng
bâi,眉,300,bâi
hîn,眩,300,hîn
tiam,砧,300,tiam
buâ,磨,300,bôa
kó,稿,300,kó
khut,窟,300,khut
ki,箕,300,ki
tshê,箠,300,chhê
tī,箸,300,tī
ko,篙,300,ko
tsi̍k,籍,300,che̍k
láng,籠,300,láng
hun,紛,300,hun
hiân,絃,300,hiân
pa̍k,縛,300,pa̍k
siù,繡,300,siù
kiáu,繳,300,kiáu
khuat,缺,300,khoat
si̍t,翼,300,si̍t
nāi,耐,300,nāi
tiùnn,脹,300,tiùⁿ
tshio̍h,蓆,300,chhio̍h
tsià,蔗,300,chià
khui,虧,300,khui
ô,蚵,300,ô
tsuâ,蛇,300,chôa
tsîm,蟳,300,chîm
than,蟶,300,than
i,衣,300,i
hiû,裘,300,hiû
phóo,譜,300,phó͘
māu,貌,300,māu
huàn,販,300,hoàn
jiah,跡,300,jiah
gi̍k,逆,300,ge̍k
tshian,遷,300,chhian
sik,釋,300,sek
liú,鈕,300,liú
kau,鉤,300,kau
pió,錶,300,pió
lô,鑼,300,lô
tsha̍k,鑿,300,chha̍k
kik,革,300,kek
tsang,鬃,300,chang
phik,魄,300,phek
môo,魔,300,mô͘
kí,紀,295,kí
hua̍t,活,293,hoa̍t
sn̂g,床,288,sn̂g
kong,工,284,kong
kuân,權,283,koân
ta̍k,獨,281,ta̍k
phiàn,片,279,phiàn
hà,孝,275,hà
náu,惱,274,náu
gi̍k,玉,266,ge̍k
íng,影,265,éng
kuè,會,265,kòe
khiok,曲,263,khiok
tsîng,從,261,chêng
iúnn,養,255,iúⁿ
tē,代,253,tē
uân,圓,252,oân
kóo,估,250,kó͘
gî,儀,250,gî
huân,凡,250,hoân
tiau,刁,250,tiau
tsik,則,250,chek
ui̍h,劃,250,u̍ih
kuà,卦,250,kòa
tiàu,召,250,tiàu
hiànn,向,250,hiàⁿ
thî,啼,250,thî
lông,囊,250,lông
siû,囚,250,siû
kòo,固,250,kò͘
tuī,墜,250,tūi
enn,嬰,250,eⁿ
khuann,寬,250,khoaⁿ
siáu,少,250,siáu
pang,崩,250,pang
kàn,幹,250,kàn
khī,忌,250,khī
pîn,憑,250,pîn
hòo,戽,250,hò͘
tshit,拭,250,chhit
kńg,捲,250,kńg
tsia̍p,捷,250,chia̍p
tsiúnn,掌,250,chiúⁿ
iông,揚,250,iông
lián,撚,250,lián
tōng,撞,250,tōng
liap,攝,250,liap
kiáu,攪,250,kiáu
kun,斤,250,kun
tsiām,暫,250,chiām
tiâu,朝,250,tiâu
óng,枉,250,óng
tông,桐,250,tông
m̂,梅,250,m̂
iûnn,楊,250,iûⁿ
tsiap,汁,250,chiap
tshiong,沖,250,chhiong
khó,洘,250,khó
im,淹,250,im
tâm,澹,250,tâm
khòng,炕,250,khòng
phàu,炮,250,phàu
tsà,炸,250,chà
tsik,燭,250,chek
tshiûnn,牆,250,chhiûⁿ
tshai,猜,250,chhai
au,甌,250,au
soo,疏,250,so͘
ku,痀,250,ku
kì,痣,250,kì
tshi,痴,250,chhi
sián,癬,250,sián
ting,登,250,teng
phûn,盆,250,phûn
a̍p,盒,250,a̍p
bé,碼,250,bé
ta,礁,250,ta
sit,穡,250,sit
iô,窯,250,iô
tsìnn,箭,250,chìⁿ
thai,篩,250,thai
tshiam,籤,250,chhiam
pháng,紡,250,pháng
tshái,綵,250,chhái
khih,缺,250,khih
hán,罕,250,hán
pā,罷,250,pā
thai,胎,250,thai
tsiah,脊,250,chiah
mo̍oh,膜,250,mo̍͘h
tám,膽,250,tám
tsio,蕉,250,chio
nâ,藍,250,nâ
ham,蚶,250,ham
tsiù,蛀,250,chiù
la̍h,蠟,250,la̍h
hùn,訓,250,hùn
bôo,謀,250,bô͘
niū,讓,250,niū
bâ,貓,250,bâ
pin,賓,250,pin
sià,赦,250,sià
tuê,蹄,250,tôe
nǹg,軁,250,nǹg
sin,辛,250,sin
ngiâ,迎,250,ngiâ
su̍t,述,250,su̍t
gū,遇,250,gū
pī,避,250,pī
hîng,還,250,hêng
soo,酥,250,so͘
tshòo,醋,250,chhò͘
lîng,鈴,250,lêng
e,鍋,250,e
kàm,鑑,250,kàm
ūn,韻,250,ūn
phiann,骿,250,phiaⁿ
liân,鰱,250,liân
muâ,鰻,250,môa
khóo,可,248,khó͘
hông,紅,248,hông
kah,蓋,241,kah
hióng,享,233,hióng
tiông,長,226,tiông
piânn,平,225,piâⁿ
bûn,門,224,bûn
tiōng,丈,221,tiōng
tn̄g,丈,221,tn̄g
ló,腦,220,ló
gān,岸,215,gān
lô,牢,215,lô
png,幫,212,png
pù,富,207,pù
tshong,窗,207,chhong
sán,散,202,sán
tiān,佃,200,tiān
kiâu,僑,200,kiâu
thòo,兔,200,thò͘
gîng,凝,200,gêng
pak,剝,200,pak
kiap,劫,200,kiap
lē,勵,200,lē
kau,勾,200,kau
huí,匪,200,húi
tsut,卒,200,chut
báu,卯,200,báu
eh,厄,200,eh
thun,吞,200,thun
kâm,含,200,kâm
khip,吸,200,khip
hiu,咻,200,hiu
tsim,唚,200,chim
tok,啄,200,tok
khé,啟,200,khé
áu,嘔,200,áu
hiannh,嚇,200,hiaⁿh
suî,垂,200,sûi
pó,堡,200,pó
ôo,壺,200,ô͘
iáu,夭,200,iáu
iong,央,200,iong
giâ,夯,200,giâ
muî,媒,200,mûi
tsím,嬸,200,chím
pū,孵,200,pū
sòng,宋,200,sòng
siūnn,尚,200,siūⁿ
tūn,屯,200,tūn
hāng,巷,200,hāng
phâng,帆,200,phâng
phè,帕,200,phè
bō,帽,200,bō
lōng,弄,200,lōng
hūn,恨,200,hūn
tshiû,愁,200,chhiû
lán,懶,200,lán
kài,戒,200,kài
pê,扒,200,pê
tshau,抄,200,chhau
phi,披,200,phi
liam,拈,200,liam
óo,挖,200,ó͘
kuānn,捾,200,kōaⁿ
iā,掖,200,iā
ku̍t,掘,200,ku̍t
tshuah,掣,200,chhoah
ng,掩,200,ng
tsìnn,搢,200,chìⁿ
siàn,搧,200,siàn
tshi̍k,摵,200,chhe̍k
tsih,摺,200,chih
phiat,撇,200,phiat
luî,擂,200,lûi
gí,擬,200,gí
lám,攬,200,lám
ti̍k,敵,200,te̍k
tshua̍h,斜,200,chhoa̍h
sûn,旬,200,sûn
sam,杉,200,sam
kê,枷,200,kê
jiám,染,200,jiám
kuì,桂,200,kùi
tsang,棕,200,chang
tsiunn,樟,200,chiuⁿ
lok,橐,200,lok
thán,毯,200,thán
tin,津,200,tin
thuànn,湠,200,thòaⁿ
siàm,滲,200,siàm
jūn,潤,200,jūn
lô,濁,200,lô
sià,瀉,200,sià
tshe,炊,200,chhe
hang,烘,200,hang
tsian,煎,200,chian
hîm,熊,200,hîm
sóng,爽,200,sóng
tsn̄g,狀,200,chn̄g
lông,狼,200,lông
bíng,猛,200,béng
siù,獸,200,siù
tòng,當,200,tòng
he,痚,200,he
sua,痧,200,soa
giàn,癮,200,giàn
sīng,盛,200,sēng
gíng,眼,200,géng
sua,砂,200,soa
tshuì,碎,200,chhùi
kha̍p,磕,200,kha̍p
ha̍k,礐,200,ha̍k
ng,秧,200,ng
bi̍h,篾,200,bi̍h
khng,糠,200,khng
niû,糧,200,niû
bûn,紋,200,bûn
tsí,紫,200,chí
kip,給,200,kip
kheh,缺,200,kheh
kinn,羹,200,kiⁿ
king,肩,200,keng
pau,胞,200,pau
pî,脾,200,pî
khiunn,腔,200,khiuⁿ
hu,膚,200,hu
lâng,膿,200,lâng
sià,舍,200,sià
gê,芽,200,gê
biâu,苗,200,biâu
jiông,茸,200,jiông
hng,荒,200,hng
kuann,菅,200,koaⁿ
ìm,蔭,200,ìm
soo,蘇,200,so͘
phang,蜂,200,phang
si̍h,蝕,200,si̍h
iông,融,200,iông
giô,蟯,200,giô
gê,衙,200,gê
tshiong,衝,200,chhiong
phak,覆,200,phak
khe,詼,200,khe
sè,誓,200,sè
iú,誘,200,iú
tsìnn,諍,200,chìⁿ
khiam,謙,200,khiam
iâu,謠,200,iâu
puè,貝,200,pòe
kòng,貢,200,kòng
kuàn,貫,200,koàn
sia,賒,200,sia
puê,賠,200,pôe
pê,賠,200,pê
tsiān,賤,200,chiān
luā,賴,200,lōa
sio̍k,贖,200,sio̍k
pháu,跑,200,pháu
that,踢,200,that
hú,輔,200,hú
piān,辨,200,piān
tî,遲,200,tî
kau,郊,200,kau
kànn,酵,200,kàⁿ
tìng,釘,200,tèng
khînn,鉗,200,khîⁿ
ka,鉸,200,ka
kù,鋸,200,kù
tsām,鏨,200,chām
liông,隆,200,liông
iānn,颺,200,iāⁿ
ānn,餡,200,āⁿ
kà,駕,200,kà
khiâ,騎,200,khiâ
ia̍h,驛,200,ia̍h
tshé,髓,200,chhé
pìn,鬢,200,pìn
khau,鬮,200,khau
lóo,魯,200,ló͘
tshinn,鮮,200,chhiⁿ
pih,鱉,200,pih
lân,鱗,200,lân
hāu,鱟,200,hāu
a,鴉,200,a
sué,黍,200,sóe
tsai,齋,200,chai
sîn,承,196,sîn
hōo,後,193,hō͘
tsiunn,章,190,chiuⁿ
tsiâu,齊,188,chiâu
tuán,短,186,toán
tsn̂g,全,183,chn̂g
siú,手,182,siú
ān,限,180,ān
thu̍t,脫,179,thu̍t
siânn,成,168,siâⁿ
pông,房,167,pông
tsinn,爭,167,chiⁿ
peh,百,162,peh
tsua̍h,差,161,choa̍h
phō,部,161,phō
khuà,靠,160,khòa
hiang,香,159,hiang
thiú,丑,150,thiú
tshǹg,串,150,chhǹg
kan,乾,150,kan
king,供,150,keng
tshng,倉,150,chhng
ián,偃,150,ián
tshui,催,150,chhui
liâu,僚,150,liâu
siông,償,150,siông
hiong,兇,150,hiong
tau,兜,150,tau
kuan,冠,150,koan
tòng,凍,150,tòng
hâm,函,150,hâm
tshò,剉,150,chhò
gōo,午,150,gō͘
ngóo,午,150,ngó͘
kuàn,卷,150,koàn
kńg,卷,150,kńg
ià,厭,150,ià
gîm,吟,150,gîm
ki,吱,150,ki
kha̍k,咯,150,kha̍k
tn̂g,唐,150,tn̂g
liâu,嘹,150,liâu
tsùn,圳,150,chùn
tsí,址,150,chí
bâi,埋,150,bâi
kham,堪,150,kham
thióng,塚,150,thióng
ùn,塭,150,ùn
tun,墩,150,tun
ìng,壅,150,èng
khòng,壙,150,khòng
tua̍t,奪,150,toa̍t
lôo,奴,150,lô͘
tshe,妻,150,chhe
kan,姦,150,kan
kàn,姦,150,kàn
piáu,婊,150,piáu
kiau,嬌,150,kiau
siau,宵,150,siau
ban,屘,150,ban
lí,履,150,lí
tsâu,巢,150,châu
huan,幡,150,hoan
pì,庇,150,pì
pè,弊,150,pè
tuānn,彈,150,tōaⁿ
khióng,恐,150,khióng
tuānn,惰,150,tōaⁿ
tshueh,慼,150,chhoeh
liú,扭,150,liú
phôo,扶,150,phô͘
kuái,拐,150,koái
hia̍p,拹,150,hia̍p
thio,挑,150,thio
lua̍h,捋,150,loa̍h
kuan,捐,150,koan
am,掩,150,am
biô,描,150,biô
ùn,搵,150,ùn
the,撐,150,the
thiat,撤,150,thiat
peh,擘,150,peh
thuann,攤,150,thoaⁿ
thîn,斟,150,thîn
tsn̄g,旋,150,chn̄g
ōng,旺,150,ōng
hng,昏,150,hng
i̍k,易,150,e̍k
uànn,晏,150,òaⁿ
tsinn,晶,150,chiⁿ
kinn,更,150,kiⁿ
bua̍h,末,150,boa̍h
hīng,杏,150,hēng
kí,杞,150,kí
pìnn,柄,150,pìⁿ
iū,柚,150,iū
png,楓,150,png
nuâ,欄,150,nôa
phàu,泡,150,phàu
sia̍p,洩,150,sia̍p
tsìm,浸,150,chìm
iû,游,150,iû
ik,溢,150,ek
tái,滓,150,tái
tù,滯,150,tù
tshat,漆,150,chhat
suān,漩,150,soān
lông,濃,150,lông
tshá,炒,150,chhá
tsuann,煎,150,choaⁿ
ut,熨,150,ut
iàn,燕,150,iàn
sò,燥,150,sò
sing,牲,150,seng
hôo,狐,150,hô͘
mé,猛,150,mé
suān,璇,150,soān
pân,瓶,150,pân
uì,畏,150,ùi
lio̍h,略,150,lio̍h
tǹg,當,150,tǹg
tī,痔,150,tī
tshng,瘡,150,chhng
khê,瘸,150,khê
jiâu,皺,150,jiâu
kuàn,眷,150,koàn
ué,矮,150,óe
pi,碑,150,pi
tsng,磚,150,chng
bō,磨,150,bō
hông,磺,150,hông
hō,禍,150,hō
siân,禪,150,siân
khîm,禽,150,khîm
hi,稀,150,hi
khîng,窮,150,khêng
kîng,窮,150,kêng
kìng,竟,150,kèng
pín,箅,150,pín
siau,簫,150,siau
tsînn,簷,150,chîⁿ
puà,簸,150,pòa
tiû,籌,150,tiû
lam,籠,150,lam
tshuè,粞,150,chhòe
tsau,糟,150,chau
siāu,紹,150,siāu
jiông,絨,150,jiông
pâng,縫,150,pâng
huân,繁,150,hoân
sǹg,繏,150,sǹg
kng,缸,150,kng
puah,缽,150,poah
tshuì,翠,150,chhùi
pē,耙,150,pē
liâu,聊,150,liâu
bûn,聞,150,bûn
siok,肅,150,siok
the,胎,150,the
tsi,脂,150,chi
tshiâng,腸,150,chhiâng
