tl,hanzi,frequency,poj
tsháu-tsáng,草總,25,chháu-cháng
tsháu-sik,草色,25,chháu-sek
tshó-hue,草花,25,chhó-hoe
tshó-tshó,草草,25,chhó-chhó
tsháu-m̄,草莓,25,chháu-m̄
tsháu-tshài,草菜,25,chháu-chhài
tsháu-phō,草菢,25,chháu-phō
tsháu-tshio̍h,草蓆,25,chháu-chhio̍h
tsháu-sue,草蔬,25,chháu-soe
tsháu-tsìng,草薦,25,chháu-chèng
tsháu-io̍h,草藥,25,chháu-io̍h
tsháu-lân,草蘭,25,chháu-lân
tsháu-báng,草蚊,25,chháu-báng
tsháu-mih,草蜢,25,chháu-mih
tsháu-hê,草蝦,25,chháu-hê
tsháu-sîn,草蠅,25,chháu-sîn
tsháu-sann,草衫,25,chháu-saⁿ
tsháu-tē,草袋,25,chháu-tē
tsháu-khòo,草褲,25,chháu-khò͘
tsháu-niau,草貓,25,chháu-niau
tshó-tsi̍k,草賊,25,chhó-che̍k
tsháu-ta̍h,草踏,25,chháu-ta̍h
tsháu-tshia,草車,25,chháu-chhia
tsháu-kim,草金,25,chháu-kim
tsháu-kím,草錦,25,chháu-kím
tsháu-kueh,草鍥,25,chháu-koeh
tsháu-uê,草鞋,25,chháu-ôe
tsháu-thâu,草頭,25,chháu-thâu
tshó-thâu,草頭,25,chhó-thâu
tsháu-kut,草骨,25,chháu-kut
tsháu-hî,草魚,25,chháu-hî
tsháu-gô,草鵝,25,chháu-gô
tsháu-muâ,草麻,25,chháu-môa
tsháu-giàng,草齴,25,chháu-giàng
tsháu-lîng,草龍,25,chháu-lêng
king-tshe,荊妻,25,keng-chhe
king-tsiu,荊州,25,keng-chiu
king-tiâu,荊條,25,keng-tiâu
king-kik,荊棘,25,keng-kek
king-kài,荊芥,25,keng-kài
jím-jiám,荏冉,25,jím-jiám
hong-tông,荒唐,25,hong-tông
hong-tē,荒地,25,hong-tē
hng-poo,荒埔,25,hng-po͘
hong-poo,荒埔,25,hong-po͘
hong-liân,荒年,25,hong-liân
hng-huè,荒廢,25,hng-hòe
hong-huè,荒廢,25,hong-hòe
hong-bông,荒忙,25,hong-bông
hong-kông,荒狂,25,hong-kông
hng-tshân,荒田,25,hng-chhân
hong-hīnn,荒耳,25,hong-hīⁿ
hng-hng,荒荒,25,hng-hng
hong-hong,荒荒,25,hong-hong
huinn-huinn,荒荒,25,huiⁿ-huiⁿ
hong-kiáu,荒賭,25,hong-kiáu
nāi-gua̍t,荔月,25,nāi-goa̍t
nāi-tsi,荔枝,25,nāi-chi
nāi-tshó,荔草,25,nāi-chhó
lē-hui,荔菲,25,lē-hui
láu-pau,荖包,25,láu-pau
láu-hue,荖花,25,láu-hoe
láu-tsháu,荖草,25,láu-chháu
láu-hio̍h,荖葉,25,láu-hio̍h
láu-tîn,荖藤,25,láu-tîn
tāu-tsû,荳薯,25,tāu-chû
hâu-pau,荷包,25,hâu-pau
o-pau,荷包,25,o-pau
o-gua̍t,荷月,25,o-goa̍t
o-bu̍t,荷物,25,o-bu̍t
o-hue,荷花,25,o-hoe
o-bông,荷蒙,25,o-bông
o-liân,荷蓮,25,o-liân
o-lân,荷蘭,25,o-lân
pu̍t-tse,荸薺,25,pu̍t-che
tsong-giâm,莊嚴,25,chong-giâm
tsong-tsú,莊子,25,chong-chú
sa-ke,莎雞,25,sa-ke
king-tau,莖兜,25,keng-tau
kûn-ta̍t,莙薘,25,kûn-ta̍t
uán-ní,莞爾,25,oán-ní
uân-hua,莞花,25,oân-hoa
uán-tshóo,莞草,25,oán-chhó͘
iân-sui,莞荽,25,iân-sui
hīng-tshài,莧菜,25,hēng-chhài
ngôo-tsut,莪朮,25,ngô͘-chut
bo̍h-kioh,莫卻,25,bo̍h-kioh
bo̍k-jû,莫如,25,bo̍k-jû
bo̍h-kàn,莫幹,25,bo̍h-kàn
bo̍k-kuài,莫怪,25,bo̍k-koài
bo̍h-ìng,莫應,25,bo̍h-èng
bo̍h-kóng,莫講,25,bo̍h-kóng
bo̍k-gi̍k,莫逆,25,bo̍k-ge̍k
bo̍k-hui,莫非,25,bo̍k-hui
bóng-hu,莽夫,25,bóng-hu
bóng-tóng,莽懂,25,bóng-tóng
bóng-tsháu,莽草,25,bóng-chháu
tshinn-á,菁仔,25,chhiⁿ-á
tshinn-thôo,菁土,25,chhiⁿ-thô͘
tshinn-ba̍k,菁墨,25,chhiⁿ-ba̍k
tshinn-tsí,菁子,25,chhiⁿ-chí
tshinn-tháng,菁桶,25,chhiⁿ-tháng
tshinn-tiâu,菁條,25,chhiⁿ-tiâu
tshinn-ha̍k,菁礐,25,chhiⁿ-ha̍k
tshinn-hún,菁粉,25,chhiⁿ-hún
tshinn-tsu,菁菹,25,chhiⁿ-chu
tshinn-tiānn,菁靛,25,chhiⁿ-tiāⁿ
tshinn-piánn,菁餅,25,chhiⁿ-piáⁿ
kuann-bé,菅尾,25,koaⁿ-bé
kuann-bâng,菅芒,25,koaⁿ-bâng
kuann-tsháu,菅草,25,koaⁿ-chháu
kuann-tsin,菅蓁,25,koaⁿ-chin
kuann-meh,菅蜢,25,koaⁿ-meh
kuann-hô,菅蠔,25,koaⁿ-hô
kiok-gua̍t,菊月,25,kiok-goa̍t
kiok-tshiu,菊秋,25,kiok-chhiu
kik-hue,菊花,25,kek-hoe
tshiong-pôo,菖蒲,25,chhiong-pô͘
tshài-pu̍t,菜佛,25,chhài-pu̍t
tshài-kìng,菜供,25,chhài-kèng
tshài-jî,菜兒,25,chhài-jî
tshài-kong,菜公,25,chhài-kong
tshài-to,菜刀,25,chhài-to
tshài-tshuah,菜剉,25,chhài-chhoah
tshài-pau,菜包,25,chhài-pau
tshài-iú,菜友,25,chhài-iú
tshài-tuann,菜單,25,chhài-toaⁿ
tshài-phóo,菜圃,25,chhài-phó͘
tshài-hn̂g,菜園,25,chhài-hn̂g
tshài-tn̂g,菜堂,25,chhài-tn̂g
tshài-lin,菜奶,25,chhài-lin
tshài-koo,菜姑,25,chhài-ko͘
tshài-pô,菜婆,25,chhài-pô
tshài-the̍h,菜宅,25,chhài-the̍h
tshài-bé,菜尾,25,chhài-bé
tshài-tshī,菜市,25,chhài-chhī
tshài-kuann,菜干,25,chhài-koaⁿ
tshài-tué,菜底,25,chhài-tóe
tshài-tiàm,菜店,25,chhài-tiàm
tshài-sim,菜心,25,chhài-sim
tshài-pé,菜把,25,chhài-pé
tshài-tànn,菜擔,25,chhài-tàⁿ
tshài-kàu,菜教,25,chhài-kàu
tshài-kè,菜架,25,chhài-kè
tshài-kun,菜根,25,chhài-kun
tshài-tsai,菜栽,25,chhài-chai
tshài-toh,菜桌,25,chhài-toh
tshài-tû,菜櫥,25,chhài-tû
tshài-bú,菜母,25,chhài-bú
tshài-iû,菜油,25,chhài-iû
tshài-thng,菜湯,25,chhài-thng
tshài-tsìnn,菜煎,25,chhài-chìⁿ
tshài-iàn,菜燕,25,chhài-iàn
tshài-gi̍k,菜玉,25,chhài-ge̍k
tshài-kue,菜瓜,25,chhài-koe
tshài-kah,菜甲,25,chhài-kah
tshài-uánn,菜碗,25,chhài-óaⁿ
tshài-kuáinn,菜稈,25,chhài-koáiⁿ
tshài-lîng,菜稜,25,chhài-lêng
tshài-khing,菜筐,25,chhài-kheng
tshài-tshiam,菜簽,25,chhài-chhiam
tshài-nâ,菜籃,25,chhài-nâ
tshài-tsí,菜籽,25,chhài-chí
tshài-tsáng,菜總,25,chhài-cháng
tshài-kóo,菜股,25,chhài-kó͘
tshài-póo,菜脯,25,chhài-pó͘
tshài-kha,菜腳,25,chhài-kha
tshài-hue,菜花,25,chhài-hoe
tshài-hio̍h,菜葉,25,chhài-hio̍h
tshài-sue,菜蔬,25,chhài-soe
tshài-thâng,菜蟲,25,chhài-thâng
tshài-tsîm,菜蟳,25,chhài-chîm
tshài-tāu,菜豆,25,chhài-tāu
tshài-ti,菜豬,25,chhài-ti
tshài-huàn,菜販,25,chhài-hoàn
tshài-phè,菜配,25,chhài-phè
tshài-tsînn,菜錢,25,chhài-chîⁿ
tshài-thâu,菜頭,25,chhài-thâu
tshài-pn̄g,菜飯,25,chhài-pn̄g
tshài-kuán,菜館,25,chhài-koán
tshài-ah,菜鴨,25,chhài-ah
tshài-kap,菜鴿,25,chhài-kap
tshài-kiâm,菜鹹,25,chhài-kiâm
phôo-thê,菩提,25,phô͘-thê
phôo-sat,菩薩,25,phô͘-sat
huâ-kiâu,華僑,25,hôa-kiâu
hua-hâm,華函,25,hoa-hâm
hua-phùn,華噴,25,hoa-phùn
hua-tông,華堂,25,hoa-tông
hua-hā,華夏,25,hoa-hā
hua-hā,華廈,25,hoa-hā
hua-tshái,華彩,25,hoa-chhái
hua-tsat,華札,25,hoa-chat
hua-tsian,華箋,25,hoa-chian
hua-bí,華美,25,hoa-bí
hua-hān,華翰,25,hoa-hān
hua-huì,華費,25,hoa-hùi
hua-lē,華麗,25,hoa-lē
lîng-khiàm,菱芡,25,lêng-khiàm
lîng-kak,菱角,25,lêng-kak
tse-tse,萎萎,25,che-che
bān-it,萬一,25,bān-it
bān-sè,萬世,25,bān-sè
bān-sì,萬世,25,bān-sì
bān-sīng,萬乘,25,bān-sēng
bān-sū,萬事,25,bān-sū
bān-jī,萬二,25,bān-jī
bān-tāi,萬代,25,bān-tāi
bān-sū,萬俟,25,bān-sū
bān-tsuân,萬全,25,bān-choân
bān-tshian,萬千,25,bān-chhian
bān-kóo,萬古,25,bān-kó͘
bān-kok,萬國,25,bān-kok
bān-siū,萬壽,25,bān-siū
bān-hu,萬夫,25,bān-hu
bān-an,萬安,25,bān-an
bān-san,萬山,25,bān-san
bān-liân,萬年,25,bān-liân
bān-hīng,萬幸,25,bān-hēng
bān-ki,萬機,25,bān-ki
bān-suè,萬歲,25,bān-sòe
bān-li̍k,萬歷,25,bān-le̍k
bān-bîn,萬民,25,bān-bîn
bān-bu̍t,萬物,25,bān-bu̍t
bān-mi̍h,萬物,25,bān-mi̍h
bān-lîng,萬能,25,bān-lêng
bān-puann,萬般,25,bān-poaⁿ
bān-bān,萬萬,25,bān-bān
bān-siōng,萬象,25,bān-siōng
bān-pang,萬邦,25,bān-pang
bān-lí,萬里,25,bān-lí
bān-kim,萬金,25,bān-kim
bān-hāng,萬項,25,bān-hāng
suan-tông,萱堂,25,soan-tông
suan-hue,萱花,25,soan-hoe
suan-tsháu,萱草,25,soan-chháu
e-tshài,萵菜,25,e-chhài
o-hiunn,萵香,25,o-hiuⁿ
lo̍h-kē,落下,25,lo̍h-kē
lo̍h-siō,落俗,25,lo̍h-siō
lak-kè,落價,25,lak-kè
lo̍h-kè,落價,25,lo̍h-kè
lo̍h-kong,落公,25,lo̍h-kong
lo̍h-lap,落凹,25,lo̍h-lap
làu-sia̍h,落勺,25,làu-sia̍h
làu-kháu,落口,25,làu-kháu
làu-kù,落句,25,làu-kù
lo̍h-miâ,落名,25,lo̍h-miâ
làu-thòo,落吐,25,làu-thò͘
lo̍h-sàu,落哨,25,lo̍h-sàu
lo̍h-âu,落喉,25,lo̍h-âu
lak-sui,落嘴,25,lak-sui
lo̍h-thôo,落土,25,lo̍h-thô͘
lo̍h-tuē,落地,25,lo̍h-tōe
lo̍h-gám,落坎,25,lo̍h-gám
làu-tshe̍h,落坐,25,làu-chhe̍h
làu-phiânn,落坪,25,làu-phiâⁿ
lo̍h-ùn,落塭,25,lo̍h-ùn
lo̍h-hi,落墟,25,lo̍h-hi
lo̍h-khòng,落壙,25,lo̍h-khòng
lak-jī,落字,25,lak-jī
làu-jī,落字,25,làu-jī
lo̍h-o̍h,落學,25,lo̍h-o̍h
lo̍h-kheh,落客,25,lo̍h-kheh
làu-sái,落屎,25,làu-sái
lo̍h-suann,落山,25,lo̍h-soaⁿ
lo̍h-kiā,落崎,25,lo̍h-kiā
lo̍h-tshī,落市,25,lo̍h-chhī
lo̍h-phâng,落帆,25,lo̍h-phâng
lak-phí,落庀,25,lak-phí
lo̍h-tué,落底,25,lo̍h-tóe
lo̍h-tshè,落廁,25,lo̍h-chhè
lo̍h-sim,落心,25,lo̍h-sim
lok-tsì,落志,25,lok-chì
lo̍h-sìng,落性,25,lo̍h-sèng
lo̍k-sîng,落成,25,lo̍k-sêng
lo̍h-tshiú,落手,25,lo̍h-chhiú
lo̍h-tsiat,落折,25,lo̍h-chiat
lo̍h-tshah,落插,25,lo̍h-chhah
lo̍h-láu,落撓,25,lo̍h-láu
làu-kíng,落景,25,làu-kéng
lo̍h-pún,落本,25,lo̍h-pún
lo̍h-tshâ,落柴,25,lo̍h-chhâ
lo̍h-khàu,落梏,25,lo̍h-khàu
lak-sún,落榫,25,lak-sún
lo̍h-sún,落榫,25,lo̍h-sún
lo̍h-lâu,落樓,25,lo̍h-lâu
lo̍h-lóo,落櫓,25,lo̍h-ló͘
lo̍h-khuán,落款,25,lo̍h-khoán
lak-khak,落殼,25,lak-khak
lak-mn̂g,落毛,25,lak-mn̂g
làu-khuì,落氣,25,làu-khùi
lak-tsuí,落水,25,lak-chúi
lo̍h-tsuí,落水,25,lo̍h-chúi
làu-tsuí,落水,25,làu-chúi
làu-iû,落油,25,làu-iû
lo̍h-khó,落洘,25,lo̍h-khó
lo̍h-hái,落海,25,lo̍h-hái
lo̍h-luī,落淚,25,lo̍h-lūi
lo̍h-ôo,落湖,25,lo̍h-ô͘
lak-kau,落溝,25,lak-kau
làu-kau,落溝,25,làu-kau
làu-sià,落瀉,25,làu-sià
lo̍h-tshe,落炊,25,lo̍h-chhe
làu-oo,落烏,25,làu-o͘
lo̍h-iânn,落營,25,lo̍h-iâⁿ
lo̍h-ga̍k,落獄,25,lo̍h-ga̍k
lo̍h-kann,落監,25,lo̍h-kaⁿ
lo̍h-ba̍k,落目,25,lo̍h-ba̍k
làu-ba̍k,落目,25,làu-ba̍k
lo̍h-bîn,落眠,25,lo̍h-bîn
lo̍h-tiànn,落碇,25,lo̍h-tiàⁿ
lo̍h-buâ,落磨,25,lo̍h-bôa
lo̍h-ha̍k,落礐,25,lo̍h-ha̍k
làu-khang,落空,25,làu-khang
lak-tsām,落站,25,lak-chām
làu-tsām,落站,25,làu-chām
lo̍k-tē,落第,25,lo̍k-tē
lo̍h-pit,落筆,25,lo̍h-pit
làu-tsi̍k,落籍,25,làu-che̍k
lo̍h-pùn,落糞,25,lo̍h-pùn
làu-suànn,落線,25,làu-sòaⁿ
làu-tsheh,落績,25,làu-chheh
lo̍h-hī,落耳,25,lo̍h-hī
lo̍h-bah,落肉,25,lo̍h-bah
làu-tōo,落肚,25,làu-tō͘
lo̍h-kóo,落股,25,lo̍h-kó͘
lo̍h-puî,落肥,25,lo̍h-pûi
làu-the,落胎,25,làu-the
lo̍h-koh,落胳,25,lo̍h-koh
làu-pak,落腹,25,làu-pak
làu-ko,落膏,25,làu-ko
lak-lián,落臉,25,lak-lián
lok-lián,落臉,25,lok-lián
lo̍h-tsûn,落船,25,lo̍h-chûn
làu-tsûn,落船,25,làu-chûn
lak-lak,落落,25,lak-lak
la̍k-la̍k,落落,25,la̍k-la̍k
la̍uh-la̍uh,落落,25,lau̍h-lau̍h
li̍t-li̍t,落落,25,li̍t-li̍t
làu-làu,落落,25,làu-làu
lak-hio̍h,落葉,25,lak-hio̍h
lo̍h-hio̍h,落葉,25,lo̍h-hio̍h
làu-hio̍h,落葉,25,làu-hio̍h
lo̍h-tsòng,落葬,25,lo̍h-chòng
lo̍h-po̍h,落薄,25,lo̍h-po̍h
lo̍h-si̍t,落蝕,25,lo̍h-si̍t
lo̍h-sue,落衰,25,lo̍h-soe
làu-khòo,落褲,25,làu-khò͘
lo̍h-khe,落詼,25,lo̍h-khe
lak-siàu,落賬,25,lak-siàu
làu-tsáu,落走,25,làu-cháu
lo̍h-sin,落身,25,lo̍h-sin
lo̍h-tshia,落車,25,lo̍h-chhia
lo̍h-nńg,落軟,25,lo̍h-nńg
lo̍h-ūn,落運,25,lo̍h-ūn
lak-līng,落量,25,lak-lēng
lo̍h-liú,落鈕,25,lo̍h-liú
làu-tshìng,落銃,25,làu-chhèng
lak-tīn,落陣,25,lak-tīn
làu-tīn,落陣,25,làu-tīn
lo̍h-im,落陰,25,lo̍h-im
lo̍h-lān,落難,25,lo̍h-lān
lo̍h-hōo,落雨,25,lo̍h-hō͘
lo̍h-seh,落雪,25,lo̍h-seh
làu-hûn,落雲,25,làu-hûn
lo̍h-luî,落雷,25,lo̍h-lûi
lo̍h-pha̍uh,落雹,25,lo̍h-phau̍h
lo̍h-sng,落霜,25,lo̍h-sng
lak-bīn,落面,25,lak-bīn
lak-ia̍h,落頁,25,lak-ia̍h
làu-ia̍h,落頁,25,làu-ia̍h
làu-hong,落風,25,làu-hong
lo̍h-kuán,落館,25,lo̍h-koán
lo̍h-bé,落馬,25,lo̍h-bé
lo̍k-phik,落魄,25,lo̍k-phek
lo̍h-lóo,落鹵,25,lo̍h-ló͘
lo̍h-iâm,落鹽,25,lo̍h-iâm
lak-tiám,落點,25,lak-tiám
lak-khí,落齒,25,lak-khí
hio̍h-bé,葉尾,25,hio̍h-bé
ia̍p-su,葉書,25,ia̍p-su
ia̍p-iông,葉陽,25,ia̍p-iông
tù-tsok,著作,25,tù-chok
tio̍h-siong,著傷,25,tio̍h-siong
tio̍h-kong,著公,25,tio̍h-kong
tù-tsheh,著冊,25,tù-chheh
tio̍h-la̍t,著力,25,tio̍h-la̍t
tio̍h-tiàu,著召,25,tio̍h-tiàu
tio̍h-tiàu,著吊,25,tio̍h-tiàu
tù-bîng,著名,25,tù-bêng
tio̍h-iau,著妖,25,tio̍h-iau
tio̍h-khang,著孔,25,tio̍h-khang
tio̍h-si̍t,著實,25,tio̍h-si̍t
tsio̍k-si̍t,著實,25,chio̍k-si̍t
tio̍h-nî,著年,25,tio̍h-nî
tio̍k-ì,著意,25,tio̍k-ì
tio̍h-tshám,著慘,25,tio̍h-chhám
tio̍k-tshiú,著手,25,tio̍k-chhiú
tio̍h-ji̍t,著日,25,tio̍h-ji̍t
tù-bîng,著明,25,tù-bêng
tio̍h-mî,著暝,25,tio̍h-mî
tù-tsu,著書,25,tù-chu
tio̍h-ge̍h,著月,25,tio̍h-ge̍h
tio̍h-tshìng,著槍,25,tio̍h-chhèng
tio̍h-to̍k,著毒,25,tio̍h-to̍k
tio̍h-huat,著法,25,tio̍h-hoat
tio̍h-lo,著烙,25,tio̍h-lo
tio̍h-kông,著狂,25,tio̍h-kông
tio̍h-kâu,著猴,25,tio̍h-kâu
tio̍h-pan,著班,25,tio̍h-pan
tù-hiān,著現,25,tù-hiān
tio̍h-īng,著用,25,tio̍h-ēng
tio̍h-pīnn,著病,25,tio̍h-pīⁿ
tio̍h-sua,著痧,25,tio̍h-soa
tio̍h-un,著瘟,25,tio̍h-un
tio̍k-gán,著眼,25,tio̍k-gán
tio̍h-buâ,著磨,25,tio̍h-bôa
tio̍h-tsìnn,著箭,25,tio̍h-chìⁿ
tio̍h-tshiam,著籤,25,tio̍h-chhiam
tio̍h-tsinn,著精,25,tio̍h-chiⁿ
tù-tsiá,著者,25,tù-chiá
tio̍h-me̍h,著脈,25,tio̍h-me̍h
tio̍k-sik,著色,25,tio̍k-sek
tio̍h-tse,著萎,25,tio̍h-che
tio̍k-lo̍k,著落,25,tio̍k-lo̍k
tio̍h-tio̍h,著著,25,tio̍h-tio̍h
tù-tù,著著,25,tù-tù
tio̍h-iân,著蝝,25,tio̍h-iân
tio̍h-thâng,著蟲,25,tio̍h-thâng
tio̍h-hiā,著蟻,25,tio̍h-hiā
tio̍h-tak,著觸,25,tio̍h-tak
tio̍h-lōo,著路,25,tio̍h-lō͘
tio̍h-pān,著辦,25,tio̍h-pān
tù-su̍t,著述,25,tù-su̍t
tio̍h-thâu,著頭,25,tio̍h-thâu
tio̍h-kiann,著驚,25,tio̍h-kiaⁿ
tio̍h-khau,著鬮,25,tio̍h-khau
kuah-pòo,葛布,25,koah-pò͘
kat-kun,葛根,25,kat-kun
kuah-hún,葛粉,25,koah-hún
kuah-hue,葛花,25,koah-hoe
kua̍h-kua̍h,葛葛,25,koa̍h-koa̍h
kuah-tsû,葛薯,25,koah-chû
kuah-tîn,葛藤,25,koah-tîn
kuah-sann,葛衫,25,koah-saⁿ
phû-tô,葡萄,25,phû-tô
táng-sū,董事,25,táng-sū
táng-íng,董永,25,táng-éng
hôo-lôo,葫蘆,25,hô͘-lô͘
tsòng-gī,葬儀,25,chòng-gī
tsòng-kuan,葬棺,25,chòng-koan
tsòng-tsòng,葬葬,25,chòng-chòng
ka-gua̍t,葭月,25,ka-goa̍t
khe-sìnn,葵扇,25,khe-sìⁿ
kuî-sìnn,葵扇,25,kûi-sìⁿ
kuî-hue,葵花,25,kûi-hoe
bông-kóo,蒙古,25,bông-kó͘
suàn-á,蒜仔,25,soàn-á
suàn-pān,蒜瓣,25,soàn-pān
suàn-tsíng,蒜種,25,soàn-chéng
suàn-jiông,蒜絨,25,soàn-jiông
suàn-thâu,蒜頭,25,soàn-thâu
guân-sui,蒝荽,25,goân-sui
kuái-thong,蒯通,25,koái-thong
pôo-thuân,蒲團,25,pô͘-thoân
pôo-gua̍t,蒲月,25,pô͘-goa̍t
pôo-thô,蒲桃,25,pô͘-thô
pôo-tsiat,蒲節,25,pô͘-chiat
pôo-ing,蒲英,25,pô͘-eng
pôo-tsháu,蒲草,25,pô͘-chháu
pôo-kuî,蒲葵,25,pô͘-kûi
pôo-uê,蒲鞋,25,pô͘-ôe
pôo-iâm,蒲鹽,25,pô͘-iâm
pôo-hông,蒲黃,25,pô͘-hông
tshìng-kè,蒸價,25,chhèng-kè
tshìng-hiann,蒸兄,25,chhèng-hiaⁿ
tshìng-ko,蒸哥,25,chhèng-ko
tshìng-khang,蒸孔,25,chhèng-khang
tshìng-íng,蒸影,25,chhèng-éng
tshìng-khì,蒸氣,25,chhèng-khì
tsing-khì,蒸氣,25,cheng-khì
tshìng-ôo,蒸湖,25,chhèng-ô͘
tsing-huat,蒸發,25,cheng-hoat
tshìng-kuán,蒸管,25,chhèng-koán
tshìng-hún,蒸粉,25,chhèng-hún
tshìng-phang,蒸芳,25,chhèng-phang
tshìng-tê,蒸茶,25,chhèng-tê
tshìng-tshìng,蒸蒸,25,chhèng-chhèng
tshìng-tíng,蒸頂,25,chhèng-téng
tshìng-pn̄g,蒸飯,25,chhèng-pn̄g
tshìng-kuân,蒸高,25,chhèng-koân
tshìng-phīnn,蒸鼻,25,chhèng-phīⁿ
tsi̍k-lê,蒺藜,25,che̍k-lê
tshong-thian,蒼天,25,chhong-thian
tshong-tsut,蒼朮,25,chhong-chut
tshong-sing,蒼生,25,chhong-seng
tshong-ní,蒼耳,25,chhong-ní
tshong-bông,蒼茫,25,chhong-bông
tshong-sîng,蒼蠅,25,chhong-sêng
ko-tang,蒿苳,25,ko-tang
thiok-tsik,蓄積,25,thiok-chek
tshio̍h-tsháu,蓆草,25,chhio̍h-chháu
kài-it,蓋一,25,kài-it
kài-siōng,蓋上,25,kài-siōng
khàm-hē,蓋下,25,khàm-hē
kài-sè,蓋世,25,kài-sè
kuà-á,蓋仔,25,kòa-á
kài-á,蓋仔,25,kài-á
kài-tó,蓋倒,25,kài-tó
khap-ìn,蓋印,25,khap-ìn
khàm-ìn,蓋印,25,khàm-ìn
kài-ìn,蓋印,25,kài-ìn
khàm-tshù,蓋厝,25,khàm-chhù
khàm-ha̍p,蓋合,25,khàm-ha̍p
kài-tiûnn,蓋場,25,kài-tiûⁿ
kài-tuā,蓋大,25,kài-tōa
kài-hó,蓋好,25,kài-hó
khàm-ba̍t,蓋密,25,khàm-ba̍t
kài-tshioh,蓋尺,25,kài-chhioh
kài-ok,蓋屋,25,kài-ok
khàm-kin,蓋巾,25,khàm-kin
khap-tsô,蓋槽,25,khap-chô
khap-pî,蓋牌,25,khap-pî
khàm-au,蓋甌,25,khàm-au
khàm-bâi,蓋眉,25,khàm-bâi
khap-tshiò,蓋笑,25,khap-chhiò
kài-tâng,蓋筒,25,kài-tâng
kài-bí,蓋米,25,kài-bí
khàm-hī,蓋耳,25,khàm-hī
kài-sik,蓋色,25,kài-sek
khàm-tsháu,蓋草,25,khàm-chháu
kah-kah,蓋蓋,25,kah-kah
khap-khap,蓋蓋,25,khap-khap
khàm-khàm,蓋蓋,25,khàm-khàm
khàm-kuà,蓋蓋,25,khàm-kòa
kài-kài,蓋蓋,25,kài-kài
khàm-khǹg,蓋藏,25,khàm-khǹg
kài-hō,蓋號,25,kài-hō
kài-la̍h,蓋蠟,25,kài-la̍h
kah-phē,蓋被,25,kah-phē
khàm-tsing,蓋鐘,25,khàm-cheng
khàm-hōo,蓋雨,25,khàm-hō͘
khàm-bīn,蓋面,25,khàm-bīn
kài-bīn,蓋面,25,kài-bīn
khàm-hia̍h,蓋額,25,khàm-hia̍h
khàm-hûn,蓋魂,25,khàm-hûn
si-tsháu,蓍草,25,si-chháu
sui-sui,蓑蓑,25,sui-sui
sui-tinn,蓑靪,25,sui-tiⁿ
pi-hāi,蓖薤,25,pi-hāi
pue-tsha̍k,蓖鑿,25,poe-chha̍k
pi-muâ,蓖麻,25,pi-môa
thong-tshó,蓪草,25,thong-chhó
hông-lâi,蓬萊,25,hông-lâi
liân-tsí,蓮子,25,liân-chí
liân-pông,蓮房,25,liân-pông
liân-jio̍k,蓮肉,25,liân-jio̍k
liân-tâi,蓮臺,25,liân-tâi
liân-ōo,蓮芋,25,liân-ō͘
liân-hue,蓮花,25,liân-hoe
nái-hue,蓮花,25,nái-hoe
liân-pôo,蓮苞,25,liân-pô͘
liân-ngāu,蓮藕,25,liân-ngāu
lio̍k-hua,蓼花,25,lio̍k-hoa
lio̍k-tsháu,蓼草,25,lio̍k-chháu
phōo-tîng,蔀亭,25,phō͘-têng
phōo-kong,蔀公,25,phō͘-kong
phōo-kha,蔀腳,25,phō͘-kha
bān-tshing,蔓菁,25,bān-chheng
tsià-to,蔗刀,25,chià-to
tsià-pô,蔗婆,25,chià-pô
tsià-phōo,蔗廓,25,chià-phō͘
tsià-tsai,蔗栽,25,chià-chai
tsià-suāinn,蔗檨,25,chià-soāiⁿ
tsià-tsiap,蔗汁,25,chià-chiap
tsià-khōng,蔗砊,25,chià-khōng
tsià-tsíng,蔗種,25,chià-chéng
tsià-ha̍h,蔗箬,25,chià-ha̍h
tsià-tsat,蔗節,25,chià-chat
tsià-phoh,蔗粕,25,chià-phoh
tsià-biâu,蔗苗,25,chià-biâu
tsià-hóo,蔗虎,25,chià-hó͘
tsià-tshia,蔗車,25,chià-chhia
tsià-thâu,蔗頭,25,chià-thâu
tsià-tshiu,蔗鬚,25,chià-chhiu
tsià-ku,蔗龜,25,chià-ku
sim-á,蔘仔,25,sim-á
lôo-tîn,蔞藤,25,lô͘-tîn
tshuà-sūn,蔡順,25,chhòa-sūn
tshuà-khian,蔡騫,25,chhòa-khian
tshang-tsu,蔥珠,25,chhang-chu
tshang-pe̍h,蔥白,25,chhang-pe̍h
tshang-kóng,蔥管,25,chhang-kóng
tshang-kńg,蔥管,25,chhang-kńg
tshang-tshè,蔥脆,25,chhang-chhè
tshang-tshài,蔥菜,25,chhang-chhài
tshang-suàn,蔥蒜,25,chhang-soàn
tshang-tshang,蔥蔥,25,chhang-chhang
tshang-luí,蔥蕊,25,chhang-lúi
tshang-thâu,蔥頭,25,chhang-thâu
soo-tshài,蔬菜,25,so͘-chhài
ìm-lâng,蔭人,25,ìm-lâng
ìm-hun,蔭分,25,ìm-hun
ìm-báu,蔭卯,25,ìm-báu
ìm-tē,蔭地,25,ìm-tē
ìm-si,蔭屍,25,ìm-si
ìm-ńg,蔭影,25,ìm-ńg
ìm-hé,蔭火,25,ìm-hé
ìm-hua,蔭灰,25,ìm-hoa
ìm-sit,蔭熄,25,ìm-sit
