hanzi,tl,frequency,poj,tl_num,poj_num,tps_num,tl_notone,poj_notone,tps_notone,tl_abbrev,poj_abbrev,tps_abbrev,kungge,is_variant
龍椅手,liông-í-tshiú,16,liông-í-chhiú,liong5i2tshiu2,liong5i2chhiu2,ㄌㄧㆲˊㄧˋㄑㄧㄨˋ,liongitshiu,liongichhiu,ㄌㄧㆲㄧㄑㄧㄨ,lit,lic,ㄌㄧㄑ,True,False
龍眼葉,lîng-gíng-hio̍h,16,lêng-géng-hio̍h,ling5ging2hioh8,leng5geng2hioh8,ㄌㄧㄥˊㆣㄧㄥˋㄏㄧㄛㆷ̇,lingginghioh,lenggenghioh,ㄌㄧㄥㆣㄧㄥㄏㄧㄛㆷ,lgh,lgh,ㄌㆣㄏ,True,False
龜甲紋,ku-kah-bûn,16,ku-kah-bûn,ku1kah4bun5,ku1kah4bun5,ㄍㄨㄍㄚㆷㆠㄨㄣˊ,kukahbun,kukahbun,ㄍㄨㄍㄚㆷㆠㄨㄣ,kkb,kkb,ㄍㄍㆠ,True,True
布袋,pòo-tē,15,pò͘-tē,poo3te7,poo3te7,ㄅㆦ˪ㄉㆤ˫,poote,poote,ㄅㆦㄉㆤ,pt,pt,ㄅㄉ,True,True
一分丁線,tsi̍t-hun-ting-suànn,12,chi̍t-hun-teng-sòaⁿ,tsit8hun1ting1suann3,chit8hun1teng1soann3,ㄐㄧㆵ̇ㄏㄨㄣㄉㄧㄥㄙㄨㆩ˪,tsithuntingsuann,chithuntengsoann,ㄐㄧㆵㄏㄨㄣㄉㄧㄥㄙㄨㆩ,thts,chts,ㄐㄏㄉㄙ,True,False
七分鑿仔,tshit-hun-tsha̍k-á,12,chhit-hun-chha̍k-á,tshit4hun1tshak8a2,chhit4hun1chhak8a2,ㄑㄧㆵㄏㄨㄣㄘㄚㆻ̇ㄚˋ,tshithuntshaka,chhithunchhaka,ㄑㄧㆵㄏㄨㄣㄘㄚㆻㄚ,thta,chca,ㄑㄏㄘㄚ,True,False
三分鑿仔,sann-hun-tsha̍k-á,12,saⁿ-hun-chha̍k-á,sann1hun1tshak8a2,sann1hun1chhak8a2,ㄙㆩㄏㄨㄣㄘㄚㆻ̇ㄚˋ,sannhuntshaka,sannhunchhaka,ㄙㆩㄏㄨㄣㄘㄚㆻㄚ,shta,shca,ㄙㄏㄘㄚ,True,False
三角刀仔,sann-kak-to-á,12,saⁿ-kak-to-á,sann1kak4to1a2,sann1kak4to1a2,ㄙㆩㄍㄚㆻㄉㄛㄚˋ,sannkaktoa,sannkaktoa,ㄙㆩㄍㄚㆻㄉㄛㄚ,skta,skta,ㄙㄍㄉㄚ,True,False
乾漆茶盤,kan-tshat tê-puânn,12,kan-chhat tê-pôaⁿ,kan1tshat4te5puann5,kan1chhat4te5poann5,ㄍㄢㄘㄚㆵㄉㆤˊㄅㄨㆩˊ,kantshattepuann,kanchhattepoann,ㄍㄢㄘㄚㆵㄉㆤㄅㄨㆩ,kttp,kctp,ㄍㄘㄉㄅ,True,False
五分鑿仔,gōo-hun-tsha̍k-á,12,gō͘-hun-chha̍k-á,goo7hun1tshak8a2,goo7hun1chhak8a2,ㆣㆦ˫ㄏㄨㄣㄘㄚㆻ̇ㄚˋ,goohuntshaka,goohunchhaka,ㆣㆦㄏㄨㄣㄘㄚㆻㄚ,ghta,ghca,ㆣㄏㄘㄚ,True,False
便當篋仔,piān-tong-kheh-á,12,piān-tong-kheh-á,pian7tong1kheh4a2,pian7tong1kheh4a2,ㄅㄧㄢ˫ㄉㆲㄎㆤㆷㄚˋ,piantongkheha,piantongkheha,ㄅㄧㄢㄉㆲㄎㆤㆷㄚ,ptka,ptka,ㄅㄉㄎㄚ,True,False
修光鑿仔,siu-kng-tsha̍k-á,12,siu-kng-chha̍k-á,siu1kng1tshak8a2,siu1kng1chhak8a2,ㄒㄧㄨㄍㆭㄘㄚㆻ̇ㄚˋ,siukngtshaka,siukngchhaka,ㄒㄧㄨㄍㆭㄘㄚㆻㄚ,skta,skca,ㄒㄍㄘㄚ,True,False
做四條線,tsò-sì-tiâu-suànn,12,chò-sì-tiâu-sòaⁿ,tso3si3tiau5suann3,cho3si3tiau5soann3,ㄗㄛ˪ㄒㄧ˪ㄉㄧㄠˊㄙㄨㆩ˪,tsositiausuann,chositiausoann,ㄗㄛㄒㄧㄉㄧㄠㄙㄨㆩ,tsts,csts,ㄗㄒㄉㄙ,True,False
做密的,tsò-ba̍t--ê,12,chò-ba̍t--ê,tso3bat8e5,cho3bat8e5,ㄗㄛ˪ㆠㄚㆵ̇ㆤˊ,tsobate,chobate,ㄗㄛㆠㄚㆵㆤ,tbe,cbe,ㄗㆠㆤ,True,False
兩分丁線,nn̄g-hun-ting-suànn,12,nn̄g-hun-teng-sòaⁿ,nng7hun1ting1suann3,nng7hun1teng1soann3,ㄋㆭ˫ㄏㄨㄣㄉㄧㄥㄙㄨㆩ˪,nnghuntingsuann,nnghuntengsoann,ㄋㆭㄏㄨㄣㄉㄧㄥㄙㄨㆩ,nhts,nhts,ㄋㄏㄉㄙ,True,False
兩分鑿仔,nn̄g-hun-tsha̍k-á,12,nn̄g-hun-chha̍k-á,nng7hun1tshak8a2,nng7hun1chhak8a2,ㄋㆭ˫ㄏㄨㄣㄘㄚㆻ̇ㄚˋ,nnghuntshaka,nnghunchhaka,ㄋㆭㄏㄨㄣㄘㄚㆻㄚ,nhta,nhca,ㄋㄏㄘㄚ,True,False
冰種的,ping-tsíng--ê,12,peng-chéng--ê,ping1tsing2e5,peng1cheng2e5,ㄅㄧㄥㄐㄧㄥˋㆤˊ,pingtsinge,pengchenge,ㄅㄧㄥㄐㄧㄥㆤ,pte,pce,ㄅㄐㆤ,True,False
分半鑿仔,hun-puànn-tsha̍k-á,12,hun-pòaⁿ-chha̍k-á,hun1puann3tshak8a2,hun1poann3chhak8a2,ㄏㄨㄣㄅㄨㆩ˪ㄘㄚㆻ̇ㄚˋ,hunpuanntshaka,hunpoannchhaka,ㄏㄨㄣㄅㄨㆩㄘㄚㆻㄚ,hpta,hpca,ㄏㄅㄘㄚ,True,False
切線模仔,tshiat-suànn-bôo-á,12,chhiat-sòaⁿ-bô͘-á,tshiat4suann3boo5a2,chhiat4soann3boo5a2,ㄑㄧㄚㆵㄙㄨㆩ˪ㆠㆦˊㄚˋ,tshiatsuannbooa,chhiatsoannbooa,ㄑㄧㄚㆵㄙㄨㆩㆠㆦㄚ,tsba,csba,ㄑㄙㆠㄚ,True,False
南京剾仔,lâm-kiann-khau-á,12,lâm-kiaⁿ-khau-á,lam5kiann1khau1a2,lam5kiann1khau1a2,ㄌㆰˊㄍㄧㆩㄎㄠㄚˋ,lamkiannkhaua,lamkiannkhaua,ㄌㆰㄍㄧㆩㄎㄠㄚ,lkka,lkka,ㄌㄍㄎㄚ,True,False
印仔手指,ìn-á-tshiú-tsí,12,ìn-á-chhiú-chí,in3a2tshiu2tsi2,in3a2chhiu2chi2,ㄧㄣ˪ㄚˋㄑㄧㄨˋㄐㄧˋ,inatshiutsi,inachhiuchi,ㄧㄣㄚㄑㄧㄨㄐㄧ,iatt,iacc,ㄧㄚㄑㄐ,True,False
厚葉柃木,kāu-hio̍h-lîng-bo̍k,12,kāu-hio̍h-lêng-bo̍k,kau7hioh8ling5bok8,kau7hioh8leng5bok8,ㄍㄠ˫ㄏㄧㄛㆷ̇ㄌㄧㄥˊㆠㆦㆻ̇,kauhiohlingbok,kauhiohlengbok,ㄍㄠㄏㄧㄛㆷㄌㄧㄥㆠㆦㆻ,khlb,khlb,ㄍㄏㄌㆠ,True,False
原料槽仔,guân-liāu-tsô-á,12,goân-liāu-chô-á,guan5liau7tso5a2,goan5liau7cho5a2,ㆣㄨㄢˊㄌㄧㄠ˫ㄗㄛˊㄚˋ,guanliautsoa,goanliauchoa,ㆣㄨㄢㄌㄧㄠㄗㄛㄚ,glta,glca,ㆣㄌㄗㄚ,True,False
吊鏡片仔,tiò-kiànn-phìnn-á,12,tiò-kiàⁿ-phìⁿ-á,tio3kiann3phinn3a2,tio3kiann3phinn3a2,ㄉㄧㄛ˪ㄍㄧㆩ˪ㄆㆪ˪ㄚˋ,tiokiannphinna,tiokiannphinna,ㄉㄧㄛㄍㄧㆩㄆㆪㄚ,tkpa,tkpa,ㄉㄍㄆㄚ,True,False
四叉鋏仔,sì-tshe-giap-á,12,sì-chhe-giap-á,si3tshe1giap4a2,si3chhe1giap4a2,ㄒㄧ˪ㄘㆤㆣㄧㄚㆴㄚˋ,sitshegiapa,sichhegiapa,ㄒㄧㄘㆤㆣㄧㄚㆴㄚ,stga,scga,ㄒㄘㆣㄚ,True,False
四耳提壺,sì-hīnn thê-ôo,12,sì-hīⁿ thê-ô͘,si3hinn7the5oo5,si3hinn7the5oo5,ㄒㄧ˪ㄏㆪ˫ㄊㆤˊㆦˊ,sihinntheoo,sihinntheoo,ㄒㄧㄏㆪㄊㆤㆦ,shto,shto,ㄒㄏㄊㆦ,True,False
塑膠桮刀,sok-ka-pue-to,12,sok-ka-poe-to,sok4ka1pue1to1,sok4ka1poe1to1,ㄙㆦㆻㄍㄚㄅㄨㆤㄉㄛ,sokkapueto,sokkapoeto,ㄙㆦㆻㄍㄚㄅㄨㆤㄉㄛ,skpt,skpt,ㄙㄍㄅㄉ,True,False
壽字燭台,siū-jī tsik-tâi,12,siū-jī chek-tâi,siu7ji7tsik4tai5,siu7ji7chek4tai5,ㄒㄧㄨ˫ㆢㄧ˫ㄐㄧㆻㄉㄞˊ,siujitsiktai,siujichektai,ㄒㄧㄨㆢㄧㄐㄧㆻㄉㄞ,sjtt,sjct,ㄒㆢㄐㄉ,True,False
大葉楠仔,tuā-hio̍h-lâm-á,12,tōa-hio̍h-lâm-á,tua7hioh8lam5a2,toa7hioh8lam5a2,ㄉㄨㄚ˫ㄏㄧㄛㆷ̇ㄌㆰˊㄚˋ,tuahiohlama,toahiohlama,ㄉㄨㄚㄏㄧㄛㆷㄌㆰㄚ,thla,thla,ㄉㄏㄌㄚ,True,False
奶母車仔,ling-bó-tshia-á,12,leng-bó-chhia-á,ling1bo2tshia1a2,leng1bo2chhia1a2,ㄌㄧㄥㆠㄛˋㄑㄧㄚㄚˋ,lingbotshiaa,lengbochhiaa,ㄌㄧㄥㆠㄛㄑㄧㄚㄚ,lbta,lbca,ㄌㆠㄑㄚ,True,False
安金箔仔,an-kim-po̍h-á,12,an-kim-po̍h-á,an1kim1poh8a2,an1kim1poh8a2,ㄢㄍㄧㆬㄅㄛㆷ̇ㄚˋ,ankimpoha,ankimpoha,ㄢㄍㄧㆬㄅㄛㆷㄚ,akpa,akpa,ㄢㄍㄅㄚ,True,False
寸二桮仔,tshùn-jī-pue-a,12,chhùn-jī-poe-a,tshun3ji7pue1a1,chhun3ji7poe1a1,ㄘㄨㄣ˪ㆢㄧ˫ㄅㄨㆤㄚ,tshunjipuea,chhunjipoea,ㄘㄨㄣㆢㄧㄅㄨㆤㄚ,tjpa,cjpa,ㄘㆢㄅㄚ,True,False
尖喙剪仔,tsiam-tshuì-tsián-á,12,chiam-chhùi-chián-á,tsiam1tshui3tsian2a2,chiam1chhui3chian2a2,ㄐㄧㆰㄘㄨㄧ˪ㄐㄧㄢˋㄚˋ,tsiamtshuitsiana,chiamchhuichiana,ㄐㄧㆰㄘㄨㄧㄐㄧㄢㄚ,ttta,ccca,ㄐㄘㄐㄚ,True,False
屏風神椅,pîn-hong sîn-í,12,pîn-hong sîn-í,pin5hong1sin5i2,pin5hong1sin5i2,ㄅㄧㄣˊㄏㆲㄒㄧㄣˊㄧˋ,pinhongsini,pinhongsini,ㄅㄧㄣㄏㆲㄒㄧㄣㄧ,phsi,phsi,ㄅㄏㄒㄧ,True,False
工作桌仔,kang-tsok-toh-á,12,kang-chok-toh-á,kang1tsok4toh4a2,kang1chok4toh4a2,ㄍㄤㄗㆦㆻㄉㄛㆷㄚˋ,kangtsoktoha,kangchoktoha,ㄍㄤㄗㆦㆻㄉㄛㆷㄚ,ktta,kcta,ㄍㄗㄉㄚ,True,False
年畫刻板,nî-uē-khik-pán,12,nî-ōe-khek-pán,ni5ue7khik4pan2,ni5oe7khek4pan2,ㄋㄧˊㄨㆤ˫ㄎㄧㆻㄅㄢˋ,niuekhikpan,nioekhekpan,ㄋㄧㄨㆤㄎㄧㆻㄅㄢ,nukp,nokp,ㄋㄨㄎㄅ,True,False
彩繪化色,tshái-uē-huà-sik,12,chhái-ōe-hòa-sek,tshai2ue7hua3sik4,chhai2oe7hoa3sek4,ㄘㄞˋㄨㆤ˫ㄏㄨㄚ˪ㄒㄧㆻ,tshaiuehuasik,chhaioehoasek,ㄘㄞㄨㆤㄏㄨㄚㄒㄧㆻ,tuhs,cohs,ㄘㄨㄏㄒ,True,False
戮空的,lak-khang--ê,12,lak-khang--ê,lak4khang1e5,lak4khang1e5,ㄌㄚㆻㄎㄤㆤˊ,lakkhange,lakkhange,ㄌㄚㆻㄎㄤㆤ,lke,lke,ㄌㄎㆤ,True,False
手環模仔,tshiú-khuân-bôo-á,12,chhiú-khoân-bô͘-á,tshiu2khuan5boo5a2,chhiu2khoan5boo5a2,ㄑㄧㄨˋㄎㄨㄢˊㆠㆦˊㄚˋ,tshiukhuanbooa,chhiukhoanbooa,ㄑㄧㄨㄎㄨㄢㆠㆦㄚ,tkba,ckba,ㄑㄎㆠㄚ,True,False
抾光剾刀,khioh-kng-khau-to,12,khioh-kng-khau-to,khioh4kng1khau1to1,khioh4kng1khau1to1,ㄎㄧㄛㆷㄍㆭㄎㄠㄉㄛ,khiohkngkhauto,khiohkngkhauto,ㄎㄧㄛㆷㄍㆭㄎㄠㄉㄛ,kkkt,kkkt,ㄎㄍㄎㄉ,True,False
拌料機仔,puānn-liāu-ki-á,12,pōaⁿ-liāu-ki-á,puann7liau7ki1a2,poann7liau7ki1a2,ㄅㄨㆩ˫ㄌㄧㄠ˫ㄍㄧㄚˋ,puannliaukia,poannliaukia,ㄅㄨㆩㄌㄧㄠㄍㄧㄚ,plka,plka,ㄅㄌㄍㄚ,True,False
挲線枋仔,so-suànn-pang-á,12,so-sòaⁿ-pang-á,so1suann3pang1a2,so1soann3pang1a2,ㄙㄛㄙㄨㆩ˪ㄅㄤㄚˋ,sosuannpanga,sosoannpanga,ㄙㄛㄙㄨㆩㄅㄤㄚ,sspa,sspa,ㄙㄙㄅㄚ,True,False
掃梳笒仔,sàu-se-gím-á,12,sàu-se-gím-á,sau3se1gim2a2,sau3se1gim2a2,ㄙㄠ˪ㄙㆤㆣㄧㆬˋㄚˋ,sausegima,sausegima,ㄙㄠㄙㆤㆣㄧㆬㄚ,ssga,ssga,ㄙㄙㆣㄚ,True,False
搭架剪仔,tah-kè-tsián-á,12,tah-kè-chián-á,tah4ke3tsian2a2,tah4ke3chian2a2,ㄉㄚㆷㄍㆤ˪ㄐㄧㄢˋㄚˋ,tahketsiana,tahkechiana,ㄉㄚㆷㄍㆤㄐㄧㄢㄚ,tkta,tkca,ㄉㄍㄐㄚ,True,True
摃手指跤,kòng-tshiú-tsí-kha,12,kòng-chhiú-chí-kha,kong3tshiu2tsi2kha1,kong3chhiu2chi2kha1,ㄍㆲ˪ㄑㄧㄨˋㄐㄧˋㄎㄚ,kongtshiutsikha,kongchhiuchikha,ㄍㆲㄑㄧㄨㄐㄧㄎㄚ,kttk,kcck,ㄍㄑㄐㄎ,True,False
春壽香筒,tshun-siū-hiunn-tâng,12,chhun-siū-hiuⁿ-tâng,tshun1siu7hiunn1tang5,chhun1siu7hiunn1tang5,ㄘㄨㄣㄒㄧㄨ˫ㄏㄧㆫㄉㄤˊ,tshunsiuhiunntang,chhunsiuhiunntang,ㄘㄨㄣㄒㄧㄨㄏㄧㆫㄉㄤ,tsht,csht,ㄘㄒㄏㄉ,True,False
木苧仔麻,bo̍k-tē-á-muâ,12,bo̍k-tē-á-môa,bok8te7a2mua5,bok8te7a2moa5,ㆠㆦㆻ̇ㄉㆤ˫ㄚˋㄇㄨㄚˊ,bokteamua,bokteamoa,ㆠㆦㆻㄉㆤㄚㄇㄨㄚ,btam,btam,ㆠㄉㄚㄇ,True,False
果子粒仔,kué-tsí-lia̍p-á,12,kóe-chí-lia̍p-á,kue2tsi2liap8a2,koe2chi2liap8a2,ㄍㄨㆤˋㄐㄧˋㄌㄧㄚㆴ̇ㄚˋ,kuetsiliapa,koechiliapa,ㄍㄨㆤㄐㄧㄌㄧㄚㆴㄚ,ktla,kcla,ㄍㄐㄌㄚ,True,False
栽目睭毛,tsai-ba̍k-tsiu-moo,12,chai-ba̍k-chiu-mo͘,tsai1bak8tsiu1moo1,chai1bak8chiu1moo1,ㄗㄞㆠㄚㆻ̇ㄐㄧㄨㄇㆦ,tsaibaktsiumoo,chaibakchiumoo,ㄗㄞㆠㄚㆻㄐㄧㄨㄇㆦ,tbtm,cbcm,ㄗㆠㄐㄇ,True,False
桌跤蛰仔,toh-kha-tinn-á,12,toh-kha-tiⁿ-á,toh4kha1tinn1a2,toh4kha1tinn1a2,ㄉㄛㆷㄎㄚㄉㆪㄚˋ,tohkhatinna,tohkhatinna,ㄉㄛㆷㄎㄚㄉㆪㄚ,tkta,tkta,ㄉㄎㄉㄚ,True,False
樹奶桮仔,tshiū-ling-pue-á,12,chhiū-leng-poe-á,tshiu7ling1pue1a2,chhiu7leng1poe1a2,ㄑㄧㄨ˫ㄌㄧㄥㄅㄨㆤㄚˋ,tshiulingpuea,chhiulengpoea,ㄑㄧㄨㄌㄧㄥㄅㄨㆤㄚ,tlpa,clpa,ㄑㄌㄅㄚ,True,False
水波山頭,tsuí-pho-suann-thâu,12,chúi-pho-soaⁿ-thâu,tsui2pho1suann1thau5,chui2pho1soann1thau5,ㄗㄨㄧˋㄆㄛㄙㄨㆩㄊㄠˊ,tsuiphosuannthau,chuiphosoannthau,ㄗㄨㄧㄆㄛㄙㄨㆩㄊㄠ,tpst,cpst,ㄗㄆㄙㄊ,True,False
汽水籃仔,khì-tsuí-nâ-á,12,khì-chúi-nâ-á,khi3tsui2na5a2,khi3chui2na5a2,ㄎㄧ˪ㄗㄨㄧˋㄋㄚˊㄚˋ,khitsuinaa,khichuinaa,ㄎㄧㄗㄨㄧㄋㄚㄚ,ktna,kcna,ㄎㄗㄋㄚ,True,False
海綿砂碖,hái-mî-sua-lún,12,hái-mî-soa-lún,hai2mi5sua1lun2,hai2mi5soa1lun2,ㄏㄞˋㄇㄧˊㄙㄨㄚㄌㄨㄣˋ,haimisualun,haimisoalun,ㄏㄞㄇㄧㄙㄨㄚㄌㄨㄣ,hmsl,hmsl,ㄏㄇㄙㄌ,True,True
漆釉的筆,tshat-iu ê pit,12,chhat-iu ê pit,tshat4iu1e5pit4,chhat4iu1e5pit4,ㄘㄚㆵㄧㄨㆤˊㄅㄧㆵ,tshatiuepit,chhatiuepit,ㄘㄚㆵㄧㄨㆤㄅㄧㆵ,tiep,ciep,ㄘㄧㆤㄅ,True,False
煙腸頭毛,ian-tshiâng-thâu-moo,12,ian-chhiâng-thâu-mo͘,ian1tshiang5thau5moo1,ian1chhiang5thau5moo1,ㄧㄢㄑㄧㄤˊㄊㄠˊㄇㆦ,iantshiangthaumoo,ianchhiangthaumoo,ㄧㄢㄑㄧㄤㄊㄠㄇㆦ,ittm,ictm,ㄧㄑㄊㄇ,True,False
牛角掛屏,gû-kak-kuà-pîn,12,gû-kak-kòa-pîn,gu5kak4kua3pin5,gu5kak4koa3pin5,ㆣㄨˊㄍㄚㆻㄍㄨㄚ˪ㄅㄧㄣˊ,gukakkuapin,gukakkoapin,ㆣㄨㄍㄚㆻㄍㄨㄚㄅㄧㄣ,gkkp,gkkp,ㆣㄍㄍㄅ,True,False
牽線柴仔,khan-suànn-tshâ-á,12,khan-sòaⁿ-chhâ-á,khan1suann3tsha5a2,khan1soann3chha5a2,ㄎㄢㄙㄨㆩ˪ㄘㄚˊㄚˋ,khansuanntshaa,khansoannchhaa,ㄎㄢㄙㄨㆩㄘㄚㄚ,ksta,ksca,ㄎㄙㄘㄚ,True,False
狗母鍋仔,káu-bó-ue-á,12,káu-bó-oe-á,kau2bo2ue1a2,kau2bo2oe1a2,ㄍㄠˋㆠㄛˋㄨㆤㄚˋ,kaubouea,kaubooea,ㄍㄠㆠㄛㄨㆤㄚ,kbua,kboa,ㄍㆠㄨㄚ,True,False
玻璃模仔,po-lê-bôo-á,12,po-lê-bô͘-á,po1le5boo5a2,po1le5boo5a2,ㄅㄛㄌㆤˊㆠㆦˊㄚˋ,polebooa,polebooa,ㄅㄛㄌㆤㆠㆦㄚ,plba,plba,ㄅㄌㆠㄚ,True,False
玻璃甕仔,po-lê-àng-á,12,po-lê-àng-á,po1le5ang3a2,po1le5ang3a2,ㄅㄛㄌㆤˊㄤ˪ㄚˋ,poleanga,poleanga,ㄅㄛㄌㆤㄤㄚ,plaa,plaa,ㄅㄌㄤㄚ,True,False
玻璃粉仔,po-lê-hún-á,12,po-lê-hún-á,po1le5hun2a2,po1le5hun2a2,ㄅㄛㄌㆤˊㄏㄨㄣˋㄚˋ,polehuna,polehuna,ㄅㄛㄌㆤㄏㄨㄣㄚ,plha,plha,ㄅㄌㄏㄚ,True,False
玻璃粒仔,po-lê-lia̍p-á,12,po-lê-lia̍p-á,po1le5liap8a2,po1le5liap8a2,ㄅㄛㄌㆤˊㄌㄧㄚㆴ̇ㄚˋ,poleliapa,poleliapa,ㄅㄛㄌㆤㄌㄧㄚㆴㄚ,plla,plla,ㄅㄌㄌㄚ,True,False
玻璃𣁳仔,po-lê-khat-á,12,po-lê-khat-á,po1le5khat4a2,po1le5khat4a2,ㄅㄛㄌㆤˊㄎㄚㆵㄚˋ,polekhata,polekhata,ㄅㄛㄌㆤㄎㄚㆵㄚ,plka,plka,ㄅㄌㄎㄚ,True,False
生毛柿仔,senn-moo-khī-á,12,seⁿ-mo͘-khī-á,senn1moo1khi7a2,senn1moo1khi7a2,ㄙㆥㄇㆦㄎㄧ˫ㄚˋ,sennmookhia,sennmookhia,ㄙㆥㄇㆦㄎㄧㄚ,smka,smka,ㄙㄇㄎㄚ,True,False
生頭發尾,senn-thâu-huat-bué,12,seⁿ-thâu-hoat-bóe,senn1thau5huat4bue2,senn1thau5hoat4boe2,ㄙㆥㄊㄠˊㄏㄨㄚㆵㆠㄨㆤˋ,sennthauhuatbue,sennthauhoatboe,ㄙㆥㄊㄠㄏㄨㄚㆵㆠㄨㆤ,sthb,sthb,ㄙㄊㄏㆠ,True,False
畫布花仔,uē-pòo-hue-á,12,ōe-pò͘-hoe-á,ue7poo3hue1a2,oe7poo3hoe1a2,ㄨㆤ˫ㄅㆦ˪ㄏㄨㆤㄚˋ,uepoohuea,oepoohoea,ㄨㆤㄅㆦㄏㄨㆤㄚ,upha,opha,ㄨㄅㄏㄚ,True,True
白糊固定,pe̍h-kôo kòo-tīng,12,pe̍h-kô͘ kò͘-tēng,peh8koo5koo3ting7,peh8koo5koo3teng7,ㄅㆤㆷ̇ㄍㆦˊㄍㆦ˪ㄉㄧㄥ˫,pehkookooting,pehkookooteng,ㄅㆤㆷㄍㆦㄍㆦㄉㄧㄥ,pkkt,pkkt,ㄅㄍㄍㄉ,True,False
相思仔樹,siunn-si-á-tshiū,12,siuⁿ-si-á-chhiū,siunn1si1a2tshiu7,siunn1si1a2chhiu7,ㄒㄧㆫㄒㄧㄚˋㄑㄧㄨ˫,siunnsiatshiu,siunnsiachhiu,ㄒㄧㆫㄒㄧㄚㄑㄧㄨ,ssat,ssac,ㄒㄒㄚㄑ,True,False
石仔秤錘,tsio̍h ê tshìn-thuî,12,chio̍h ê chhìn-thûi,tsioh8e5tshin3thui5,chioh8e5chhin3thui5,ㄐㄧㄛㆷ̇ㆤˊㄑㄧㄣ˪ㄊㄨㄧˊ,tsiohetshinthui,chiohechhinthui,ㄐㄧㄛㆷㆤㄑㄧㄣㄊㄨㄧ,tett,cect,ㄐㆤㄑㄊ,True,False
石仔香爐,tsio̍h ê hiunn-lôo,12,chio̍h ê hiuⁿ-lô͘,tsioh8e5hiunn1loo5,chioh8e5hiunn1loo5,ㄐㄧㄛㆷ̇ㆤˊㄏㄧㆫㄌㆦˊ,tsiohehiunnloo,chiohehiunnloo,ㄐㄧㄛㆷㆤㄏㄧㆫㄌㆦ,tehl,cehl,ㄐㆤㄏㄌ,True,False
石膏機仔,tsio̍h-ko-ki-á,12,chio̍h-ko-ki-á,tsioh8ko1ki1a2,chioh8ko1ki1a2,ㄐㄧㄛㆷ̇ㄍㄛㄍㄧㄚˋ,tsiohkokia,chiohkokia,ㄐㄧㄛㆷㄍㄛㄍㄧㄚ,tkka,ckka,ㄐㄍㄍㄚ,True,False
福在眼前,hok-tsāi-gán-tsîng,12,hok-chāi-gán-chêng,hok4tsai7gan2tsing5,hok4chai7gan2cheng5,ㄏㆦㆻㄗㄞ˫ㆣㄢˋㄐㄧㄥˊ,hoktsaigantsing,hokchaigancheng,ㄏㆦㆻㄗㄞㆣㄢㄐㄧㄥ,htgt,hcgc,ㄏㄗㆣㄐ,True,False
竹仔屏風,tik-á pîn-hong,12,tek-á pîn-hong,tik4a2pin5hong1,tek4a2pin5hong1,ㄉㄧㆻㄚˋㄅㄧㄣˊㄏㆲ,tikapinhong,tekapinhong,ㄉㄧㆻㄚㄅㄧㄣㄏㆲ,taph,taph,ㄉㄚㄅㄏ,True,False
竹仔枕頭,tik-á-tsím-thâu,12,tek-á-chím-thâu,tik4a2tsim2thau5,tek4a2chim2thau5,ㄉㄧㆻㄚˋㄐㄧㆬˋㄊㄠˊ,tikatsimthau,tekachimthau,ㄉㄧㆻㄚㄐㄧㆬㄊㄠ,tatt,tact,ㄉㄚㄐㄊ,True,False
竹管仔飯,tik-kóng-á-pn̄g,12,tek-kóng-á-pn̄g,tik4kong2a2png7,tek4kong2a2png7,ㄉㄧㆻㄍㆲˋㄚˋㄅㆭ˫,tikkongapng,tekkongapng,ㄉㄧㆻㄍㆲㄚㄅㆭ,tkap,tkap,ㄉㄍㄚㄅ,True,False
竹編花籃,tik-pinn hue-nâ,12,tek-piⁿ hoe-nâ,tik4pinn1hue1na5,tek4pinn1hoe1na5,ㄉㄧㆻㄅㆪㄏㄨㆤㄋㄚˊ,tikpinnhuena,tekpinnhoena,ㄉㄧㆻㄅㆪㄏㄨㆤㄋㄚ,tphn,tphn,ㄉㄅㄏㄋ,True,False
管頭鋏仔,kóng-thâu-giap-á,12,kóng-thâu-giap-á,kong2thau5giap4a2,kong2thau5giap4a2,ㄍㆲˋㄊㄠˊㆣㄧㄚㆴㄚˋ,kongthaugiapa,kongthaugiapa,ㄍㆲㄊㄠㆣㄧㄚㆴㄚ,ktga,ktga,ㄍㄊㆣㄚ,True,False
籤尾刀仔,tshiam-bué-to-á,12,chhiam-bóe-to-á,tshiam1bue2to1a2,chhiam1boe2to1a2,ㄑㄧㆰㆠㄨㆤˋㄉㄛㄚˋ,tshiambuetoa,chhiamboetoa,ㄑㄧㆰㆠㄨㆤㄉㄛㄚ,tbta,cbta,ㄑㆠㄉㄚ,True,False
粗胚鑿仔,tshoo-phue-tsha̍k-á,12,chho͘-phoe-chha̍k-á,tshoo1phue1tshak8a2,chhoo1phoe1chhak8a2,ㄘㆦㄆㄨㆤㄘㄚㆻ̇ㄚˋ,tshoophuetshaka,chhoophoechhaka,ㄘㆦㄆㄨㆤㄘㄚㆻㄚ,tpta,cpca,ㄘㄆㄘㄚ,True,True
細支鉸刀,sè-ki-ka-to,12,sè-ki-ka-to,se3ki1ka1to1,se3ki1ka1to1,ㄙㆤ˪ㄍㄧㄍㄚㄉㄛ,sekikato,sekikato,ㄙㆤㄍㄧㄍㄚㄉㄛ,skkt,skkt,ㄙㄍㄍㄉ,True,False
