tl,poj,hanzi,tl_no_tone,poj_no_tone,syllable_count,source,is_variant
tsù,chù,駐,tsu,chu,1,kautian,False
kà,kà,駕,ka,ka,1,kautian,False
sú,sú,駛,su,su,1,kautian,False
tô,tô,駝,to,to,1,kautian,False
huat,hoat,髮,huat,hoat,1,kautian,False
but,but,魩,but,but,1,kautian,False
puánn,póaⁿ,魬,puann,poaⁿ,1,kautian,False
luh,luh,魯,luh,luh,1,kautian,False
hang,hang,魴,hang,hang,1,kautian,False
thim,thim,鴆,thim,thim,1,kautian,False
a,a,鴉,a,a,1,kautian,False
lê,lê,黎,le,le,1,kautian,False
jû,jû,儒,ju,ju,1,kautian,False
lû,lû,儒,lu,lu,1,kautian,False
tsín,chín,儘,tsin,chin,1,kautian,False
tsīn,chīn,儘,tsin,chin,1,kautian,False
tse,che,劑,tse,che,1,kautian,False
tsè,chè,劑,tse,che,1,kautian,False
hun,hun,勳,hun,hun,1,kautian,False
juē,jōe,叡,jue,joe,1,kautian,False
luē,lōe,叡,lue,loe,1,kautian,False
khiūnn,khiūⁿ,噤,khiunn,khiuⁿ,1,kautian,False
tshò,chhò,噪,tsho,chho,1,kautian,False
kiàu,kiàu,噭,kiau,kiau,1,kautian,False
hm̍h,hm̍h,噷,hmh,hmh,1,kautian,False
tang,tang,噹,tang,tang,1,kautian,False
huân,hoân,圜,huan,hoan,1,kautian,False
khún,khún,墾,khun,khun,1,kautian,False
pik,pek,壁,pik,pek,1,kautian,False
tân,tân,壇,tan,tan,1,kautian,False
hùn,hùn,奮,hun,hun,1,kautian,False
tō,tō,導,to,to,1,kautian,False
khiò,khiò,徼,khio,khio,1,kautian,False
pîng,pêng,憑,ping,peng,1,kautian,False
ik,ek,憶,ik,ek,1,kautian,False
hām,hām,憾,ham,ham,1,kautian,False
àu,àu,懊,au,au,1,kautian,False
ióng,ióng,擁,iong,iong,1,kautian,False
siān,siān,擅,sian,sian,1,kautian,False
tshò,chhò,操,tsho,chho,1,kautian,False
la̍h,la̍h,曆,lah,lah,1,kautian,False
li̍k,le̍k,曆,lik,lek,1,kautian,False
hiáu,hiáu,曉,hiau,hiau,1,kautian,False
tsiâu,chiâu,樵,tsiau,chiau,1,kautian,False
phok,phok,樸,phok,phok,1,kautian,False
sū,sū,樹,su,su,1,kautian,False
huâ,hôa,樺,hua,hoa,1,kautian,False
huā,hōa,樺,hua,hoa,1,kautian,False
tīng,tēng,橂,ting,teng,1,kautian,False
kám,kám,橄,kam,kam,1,kautian,False
kan,kan,橄,kan,kan,1,kautian,False
kann,kaⁿ,橄,kann,kaⁿ,1,kautian,False
kiâu,kiâu,橋,kiau,kiau,1,kautian,False
lak,lak,橐,lak,lak,1,kautian,False
ki,ki,機,ki,ki,1,kautian,False
kui,kui,機,kui,kui,1,kautian,False
hîng,hêng,橫,hing,heng,1,kautian,False
li̍k,le̍k,歷,lik,lek,1,kautian,False
tsó,chó,澡,tso,cho,1,kautian,False
ti̍k,te̍k,澤,tik,tek,1,kautian,False
ò,ò,澳,o,o,1,kautian,False
ù,ù,澳,u,u,1,kautian,False
ta̍k,ta̍k,濁,tak,tak,1,kautian,False
to̍k,to̍k,濁,tok,tok,1,kautian,False
lông,lông,濃,long,long,1,kautian,False
jiân,jiân,燃,jian,jian,1,kautian,False
liân,liân,燃,lian,lian,1,kautian,False
iām,iām,燄,iam,iam,1,kautian,False
iàn,iàn,燕,ian,ian,1,kautian,False
ta̍k,ta̍k,獨,tak,tak,1,kautian,False
to̍k,to̍k,獨,tok,tok,1,kautian,False
phok,phok,璞,phok,phok,1,kautian,False
phiô,phiô,瓢,phio,phio,1,kautian,False
luì,lùi,瘰,lui,lui,1,kautian,False
mo̍oh,mo̍͘h,瘼,mooh,mo͘h,1,kautian,False
tsuan,choan,磚,tsuan,choan,1,kautian,False
la̍k,la̍k,磟,lak,lak,1,kautian,False
môo,mô͘,磨,moo,mo͘,1,kautian,False
gū,gū,禦,gu,gu,1,kautian,False
soo,so͘,穌,soo,so͘,1,kautian,False
tiàu,tiàu,窵,tiau,tiau,1,kautian,False
si,si,窸,si,si,1,kautian,False
sī,sī,窸,si,si,1,kautian,False
si̍h,si̍h,窸,sih,sih,1,kautian,False
khui,khui,窺,khui,khui,1,kautian,False
tio̍k,tio̍k,築,tiok,tiok,1,kautian,False
táu,táu,篤,tau,tau,1,kautian,False
tauh,tauh,篤,tauh,tauh,1,kautian,False
tok,tok,篤,tok,tok,1,kautian,False
tsò,chò,縐,tso,cho,1,kautian,False
hān,hān,翰,han,han,1,kautian,False
kō,kō,翱,ko,ko,1,kautian,False
jī,jī,膩,ji,ji,1,kautian,False
lī,lī,膩,li,li,1,kautian,False
tshng,chhng,艙,tshng,chhng,1,kautian,False
tshong,chhong,艙,tshong,chhong,1,kautian,False
huan,hoan,蕃,huan,hoan,1,kautian,False
tsiau,chiau,蕉,tsiau,chiau,1,kautian,False
tsio,chio,蕉,tsio,chio,1,kautian,False
giō,giō,蕎,gio,gio,1,kautian,False
giô,giô,蕘,gio,gio,1,kautian,False
kueh,koeh,蕨,kueh,koeh,1,kautian,False
tn̄g,tn̄g,蕩,tng,tng,1,kautian,False
tōng,tōng,蕩,tong,tong,1,kautian,False
siau,siau,蕭,siau,siau,1,kautian,False
sio,sio,蕭,sio,sio,1,kautian,False
hiông,hiông,融,hiong,hiong,1,kautian,False
iông,iông,融,iong,iong,1,kautian,False
pi,pi,螕,pi,pi,1,kautian,False
bîng,bêng,螟,bing,beng,1,kautian,False
îng,êng,螢,ing,eng,1,kautian,False
hîng,hêng,螢,hing,heng,1,kautian,False
hîng,hêng,衡,hing,heng,1,kautian,False
jio̍k,jio̍k,褥,jiok,jiok,1,kautian,False
lio̍k,lio̍k,褥,liok,liok,1,kautian,False
tshenn,chheⁿ,親,tshenn,chheⁿ,1,kautian,False
tshinn,chhiⁿ,親,tshinn,chhiⁿ,1,kautian,False
pi,pi,觱,pi,pi,1,kautian,False
tia̍p,tia̍p,諜,tiap,tiap,1,kautian,False
tè,tè,諦,te,te,1,kautian,False
hâi,hâi,諧,hai,hai,1,kautian,False
jū,jū,諭,ju,ju,1,kautian,False
lū,lū,諭,lu,lu,1,kautian,False
am,am,諳,am,am,1,kautian,False
lo̍k,lo̍k,諾,lok,lok,1,kautian,False
bôo,bô͘,謀,boo,bo͘,1,kautian,False
uī,ūi,謂,ui,ui,1,kautian,False
giok,giok,謔,giok,giok,1,kautian,False
ū,ū,豫,u,u,1,kautian,False
bâ,bâ,貓,ba,ba,1,kautian,False
nāi,nāi,賴,nai,nai,1,kautian,False
ióng,ióng,踴,iong,iong,1,kautian,False
tsi̍p,chi̍p,輯,tsip,chip,1,kautian,False
tship,chhip,輯,tship,chhip,1,kautian,False
hok,hok,輻,hok,hok,1,kautian,False
piān,piān,辨,pian,pian,1,kautian,False
tî,tî,遲,ti,ti,1,kautian,False
tsun,chun,遵,tsun,chun,1,kautian,False
uî,ûi,遺,ui,ui,1,kautian,False
liâu,liâu,遼,liau,liau,1,kautian,False
síng,séng,醒,sing,seng,1,kautian,False
kong,kong,鋼,kong,kong,1,kautian,False
lio̍k,lio̍k,錄,liok,liok,1,kautian,False
li̍k,le̍k,錄,lik,lek,1,kautian,False
tsui,chui,錐,tsui,chui,1,kautian,False
tiānn,tiāⁿ,錠,tiann,tiaⁿ,1,kautian,False
tīng,tēng,錠,ting,teng,1,kautian,False
tsiân,chiân,錢,tsian,chian,1,kautian,False
tshiân,chhiân,錢,tshian,chhian,1,kautian,False
gím,gím,錦,gim,gim,1,kautian,False
kím,kím,錦,kim,kim,1,kautian,False
gìm,gìm,錦,gim,gim,1,kautian,False
sik,sek,錫,sik,sek,1,kautian,False
tshò,chhò,錯,tsho,chho,1,kautian,False
tshok,chhok,錯,tshok,chhok,1,kautian,False
giâm,giâm,閻,giam,giam,1,kautian,False
suī,sūi,隧,sui,sui,1,kautian,False
sap,sap,霎,sap,sap,1,kautian,False
tiap,tiap,霎,tiap,tiap,1,kautian,False
thiô,thiô,頭,thio,thio,1,kautian,False
thôo,thô͘,頭,thoo,tho͘,1,kautian,False
kún,kún,頸,kun,kun,1,kautian,False
kíng,kéng,頸,king,keng,1,kautian,False
tuê,tôe,頹,tue,toe,1,kautian,False
pîn,pîn,頻,pin,pin,1,kautian,False
tshan,chhan,餐,tshan,chhan,1,kautian,False
tsiàn,chiàn,餞,tsian,chian,1,kautian,False
lo̍k,lo̍k,駱,lok,lok,1,kautian,False
hâi,hâi,骸,hai,hai,1,kautian,False
phiann,phiaⁿ,骿,phiann,phiaⁿ,1,kautian,False
kam,kam,魽,kam,kam,1,kautian,False
pau,pau,鮑,pau,pau,1,kautian,False
pāu,pāu,鮑,pau,pau,1,kautian,False
koo,ko͘,鮕,koo,ko͘,1,kautian,False
līng,lēng,鴒,ling,leng,1,kautian,False
uan,oan,鴛,uan,oan,1,kautian,False
hio̍h,hio̍h,鴞,hioh,hioh,1,kautian,False
tshi,chhi,鴟,tshi,chhi,1,kautian,False
lāi,lāi,鴟,lai,lai,1,kautian,False
koo,ko͘,鴣,koo,ko͘,1,kautian,False
iong,iong,鴦,iong,iong,1,kautian,False
iunn,iuⁿ,鴦,iunn,iuⁿ,1,kautian,False
bi̍k,be̍k,默,bik,bek,1,kautian,False
gîng,gêng,龍,ging,geng,1,kautian,False
long,long,龍,long,long,1,kautian,False
kui,kui,龜,kui,kui,1,kautian,False
sióng,sióng,償,siong,siong,1,kautian,False
siông,siông,償,siong,siong,1,kautian,False
lé,lé,儡,le,le,1,kautian,False
iu,iu,優,iu,iu,1,kautian,False
tû,tû,儲,tu,tu,1,kautian,False
lē,lē,勵,le,le,1,kautian,False
hiannh,hiaⁿh,嚇,hiannh,hiaⁿh,1,kautian,False
ap,ap,壓,ap,ap,1,kautian,False
hô,hô,壕,ho,ho,1,kautian,False
lé,lé,嬭,le,le,1,kautian,False
enn,eⁿ,嬰,enn,eⁿ,1,kautian,False
inn,iⁿ,嬰,inn,iⁿ,1,kautian,False
ing,eng,嬰,ing,eng,1,kautian,False
ìnn,ìⁿ,嬰,inn,iⁿ,1,kautian,False
líng,léng,嶺,ling,leng,1,kautian,False
sū,sū,嶼,su,su,1,kautian,False
ga̍k,ga̍k,嶽,gak,gak,1,kautian,False
mí,mí,彌,mi,mi,1,kautian,False
nî,nî,彌,ni,ni,1,kautian,False
táng,táng,懂,tang,tang,1,kautian,False
tóng,tóng,懂,tong,tong,1,kautian,False
khún,khún,懇,khun,khun,1,kautian,False
ing,eng,應,ing,eng,1,kautian,False
ìng,èng,應,ing,eng,1,kautian,False
nōo,nō͘,懦,noo,no͘,1,kautian,False
tài,tài,戴,tai,tai,1,kautian,False
tè,tè,戴,te,te,1,kautian,False
kik,kek,擊,kik,kek,1,kautian,False
khîng,khêng,擎,khing,kheng,1,kautian,False
king,keng,擎,king,keng,1,kautian,False
gí,gí,擬,gi,gi,1,kautian,False
liám,liám,斂,liam,liam,1,kautian,False
pē,pē,斃,pe,pe,1,kautian,False
ài,ài,曖,ai,ai,1,kautian,False
tân,tân,檀,tan,tan,1,kautian,False
kuè,kòe,檜,kue,koe,1,kautian,False
kiám,kiám,檢,kiam,kiam,1,kautian,False
khiong,khiong,殭,khiong,khiong,1,kautian,False
liām,liām,殮,liam,liam,1,kautian,False
tsinn,chiⁿ,氈,tsinn,chiⁿ,1,kautian,False
ha̍unnh,hau̍ⁿh,澩,haunnh,hauⁿh,1,kautian,False
tsè,chè,濟,tse,che,1,kautian,False
tô,tô,濤,to,to,1,kautian,False
tôo,tô͘,濤,too,to͘,1,kautian,False
pin,pin,濱,pin,pin,1,kautian,False
tshàn,chhàn,燦,tshan,chhan,1,kautian,False
tsik,chek,爵,tsik,chek,1,kautian,False
tsiok,chiok,爵,tsiok,chiok,1,kautian,False
huân,hoân,環,huan,hoan,1,kautian,False
liâu,liâu,療,liau,liau,1,kautian,False
lô,lô,癆,lo,lo,1,kautian,False
tōng,tōng,盪,tong,tong,1,kautian,False
sùn,sùn,瞬,sun,sun,1,kautian,False
liáu,liáu,瞭,liau,liau,1,kautian,False
liâu,liâu,瞭,liau,liau,1,kautian,False
tông,tông,瞳,tong,tong,1,kautian,False
kiáu,kiáu,矯,kiau,kiau,1,kautian,False
hông,hông,磺,hong,hong,1,kautian,False
tsiau,chiau,礁,tsiau,chiau,1,kautian,False
siān,siān,禪,sian,sian,1,kautian,False
siāu,siāu,篠,siau,siau,1,kautian,False
siáu,siáu,篠,siau,siau,1,kautian,False
lē,lē,篱,le,le,1,kautian,False
luē,lōe,篱,lue,loe,1,kautian,False
pông,pông,篷,pong,pong,1,kautian,False
hông,hông,篷,hong,hong,1,kautian,False
bia̍t,bia̍t,篾,biat,biat,1,kautian,False
tshò,chhò,糙,tsho,chho,1,kautian,False
mi,mi,糜,mi,mi,1,kautian,False
hùn,hùn,糞,hun,hun,1,kautian,False
tsau,chau,糟,tsau,chau,1,kautian,False
khong,khong,糠,khong,khong,1,kautian,False
hông,hông,縫,hong,hong,1,kautian,False
lî,lî,縭,li,li,1,kautian,False
siok,siok,縮,siok,siok,1,kautian,False
tshiong,chhiong,縱,tshiong,chhiong,1,kautian,False
tshióng,chhióng,縱,tshiong,chhiong,1,kautian,False
tshiòng,chhiòng,縱,tshiong,chhiong,1,kautian,False
tseh,cheh,績,tseh,cheh,1,kautian,False
tsik,chek,績,tsik,chek,1,kautian,False
huân,hoân,繁,huan,hoan,1,kautian,False
biū,biū,繆,biu,biu,1,kautian,False
è,è,翳,e,e,1,kautian,False
ì,ì,翳,i,i,1,kautian,False
i̍k,e̍k,翼,ik,ek,1,kautian,False
tshong,chhong,聰,tshong,chhong,1,kautian,False
sáng,sáng,聳,sang,sang,1,kautian,False
lông,lông,膿,long,long,1,kautian,False
liâm,liâm,臁,liam,liam,1,kautian,False
ik,ek,臆,ik,ek,1,kautian,False
liám,liám,臉,liam,liam,1,kautian,False
lián,lián,臉,lian,lian,1,kautian,False
tshau,chhau,臊,tshau,chhau,1,kautian,False
kí,kí,舉,ki,ki,1,kautian,False
kú,kú,舉,ku,ku,1,kautian,False
tsô,chô,艚,tso,cho,1,kautian,False
kan,kan,艱,kan,kan,1,kautian,False
lōo,lō͘,蕗,loo,lo͘,1,kautian,False
ìng,èng,蕹,ing,eng,1,kautian,False
luí,lúi,蕾,lui,lui,1,kautian,False
ò,ò,薁,o,o,1,kautian,False
po̍k,po̍k,薄,pok,pok,1,kautian,False
bî,bî,薇,bi,bi,1,kautian,False
huē,hōe,薈,hue,hoe,1,kautian,False
ì,ì,薏,i,i,1,kautian,False
lîng,lêng,薐,ling,leng,1,kautian,False
tshiûnn,chhiûⁿ,薔,tshiunn,chhiuⁿ,1,kautian,False
tsì,chì,薦,tsi,chi,1,kautian,False
sin,sin,薪,sin,sin,1,kautian,False
khui,khui,虧,khui,khui,1,kautian,False
lôo,lô͘,螺,loo,lo͘,1,kautian,False
tsiunn,chiuⁿ,螿,tsiunn,chiuⁿ,1,kautian,False
sut,sut,蟀,sut,sut,1,kautian,False
ti̍t,ti̍t,蟄,tit,tit,1,kautian,False
sih,sih,蟋,sih,sih,1,kautian,False
sik,sek,蟋,sik,sek,1,kautian,False
báng,báng,蟒,bang,bang,1,kautian,False
bóng,bóng,蟒,bong,bong,1,kautian,False
tsioh,chioh,襀,tsioh,chioh,1,kautian,False
siong,siong,襄,siong,siong,1,kautian,False
thîng,thêng,謄,thing,theng,1,kautian,False
hóng,hóng,謊,hong,hong,1,kautian,False
hong,hong,謊,hong,hong,1,kautian,False
bī,bī,謎,bi,bi,1,kautian,False
pòng,pòng,謗,pong,pong,1,kautian,False
khiam,khiam,謙,khiam,khiam,1,kautian,False
tsiā,chiā,謝,tsia,chia,1,kautian,False
iâu,iâu,謠,iau,iau,1,kautian,False
tsuán,choán,賺,tsuan,choan,1,kautian,False
káng,káng,購,kang,kang,1,kautian,False
kòo,kò͘,購,koo,ko͘,1,kautian,False
sài,sài,賽,sai,sai,1,kautian,False
sè,sè,賽,se,se,1,kautian,False
tō,tō,蹈,to,to,1,kautian,False
tsho,chho,蹉,tsho,chho,1,kautian,False
khi,khi,蹊,khi,khi,1,kautian,False
tshiáng,chhiáng,蹌,tshiang,chhiang,1,kautian,False
tián,tián,輾,tian,tian,1,kautian,False
hat,hat,轄,hat,hat,1,kautian,False
iau,iau,邀,iau,iau,1,kautian,False
io,io,邀,io,io,1,kautian,False
māi,māi,邁,mai,mai,1,kautian,False
tshiú,chhiú,醜,tshiu,chhiu,1,kautian,False
bâ,bâ,錨,ba,ba,1,kautian,False
biâu,biâu,錨,biau,biau,1,kautian,False
tōo,tō͘,鍍,too,to͘,1,kautian,False
tsa̍h,cha̍h,鍘,tsah,chah,1,kautian,False
kiān,kiān,鍵,kian,kian,1,kautian,False
tsiam,chiam,鍼,tsiam,chiam,1,kautian,False
tsiong,chiong,鍾,tsiong,chiong,1,kautian,False
pán,pán,闆,pan,pan,1,kautian,False
am,am,闇,am,am,1,kautian,False
sui,sui,雖,sui,sui,1,kautian,False
hâ,hâ,霞,ha,ha,1,kautian,False
kiok,kiok,鞠,kiok,kiok,1,kautian,False
tsùn,chùn,駿,tsun,chun,1,kautian,False
thiâu,thiâu,鮡,thiau,thiau,1,kautian,False
ka,ka,鮫,ka,ka,1,kautian,False
sian,sian,鮮,sian,sian,1,kautian,False
sián,sián,鮮,sian,sian,1,kautian,False
hông,hông,鴻,hong,hong,1,kautian,False
kah,kah,鴿,kah,kah,1,kautian,False
kap,kap,鴿,kap,kap,1,kautian,False
ka,ka,鵁,ka,ka,1,kautian,False
tāi,tāi,黛,tai,tai,1,kautian,False
bùn,bùn,鼢,bun,bun,1,kautian,False
tse,che,齋,tse,che,1,kautian,False
tsông,chông,叢,tsong,chong,1,kautian,False
hiòng,hiòng,嚮,hiong,hiong,1,kautian,False
sím,sím,嬸,sim,sim,1,kautian,False
khok,khok,擴,khok,khok,1,kautian,False
jiáu,jiáu,擾,jiau,jiau,1,kautian,False
liáu,liáu,擾,liau,liau,1,kautian,False
tshat,chhat,檫,tshat,chhat,1,kautian,False
bóng,bóng,檬,bong,bong,1,kautian,False
pin,pin,檳,pin,pin,1,kautian,False
lê,lê,檸,le,le,1,kautian,False
la̍h,la̍h,獵,lah,lah,1,kautian,False
lia̍p,lia̍p,獵,liap,liap,1,kautian,False
suân,soân,璿,suan,soan,1,kautian,False
tiō,tiō,癜,tio,tio,1,kautian,False
tsiam,chiam,瞻,tsiam,chiam,1,kautian,False
tshóo,chhó͘,礎,tshoo,chho͘,1,kautian,False
sik,sek,穡,sik,sek,1,kautian,False
uè,òe,穢,ue,oe,1,kautian,False
è,è,穢,e,e,1,kautian,False
tshuàn,chhoàn,竄,tshuan,chhoan,1,kautian,False
khiàu,khiàu,竅,khiau,khiau,1,kautian,False
khiò,khiò,竅,khio,khio,1,kautian,False
kán,kán,簡,kan,kan,1,kautian,False
tsiam,chiam,簪,tsiam,chiam,1,kautian,False
thâm,thâm,罈,tham,tham,1,kautian,False
tsê,chê,臍,tse,che,1,kautian,False
kiū,kiū,舊,kiu,kiu,1,kautian,False
sat,sat,薩,sat,sat,1,kautian,False
tsî,chî,薺,tsi,chi,1,kautian,False
tsiah,chiah,藉,tsiah,chiah,1,kautian,False
tsik,chek,藉,tsik,chek,1,kautian,False
tsioh,chioh,藉,tsioh,chioh,1,kautian,False
lâm,lâm,藍,lam,lam,1,kautian,False
tsông,chông,藏,tsong,chong,1,kautian,False
tsōng,chōng,藏,tsong,chong,1,kautian,False
biáu,biáu,藐,biau,biau,1,kautian,False
lâ,lâ,蟧,la,la,1,kautian,False
siān,siān,蟮,sian,sian,1,kautian,False
jiâu,jiâu,蟯,jiau,jiau,1,kautian,False
liâu,liâu,蟯,liau,liau,1,kautian,False
hok,hok,覆,hok,hok,1,kautian,False
biū,biū,謬,biu,biu,1,kautian,False
oo,o͘,謳,oo,o͘,1,kautian,False
kín,kín,謹,kin,kin,1,kautian,False
hong,hong,豐,hong,hong,1,kautian,False
phong,phong,豐,phong,phong,1,kautian,False
tsuè,chòe,贅,tsue,choe,1,kautian,False
tsik,chek,蹟,tsik,chek,1,kautian,False
tsong,chong,蹤,tsong,chong,1,kautian,False
tsau,chau,蹧,tsau,chau,1,kautian,False
khu,khu,軀,khu,khu,1,kautian,False
lak,lak,轆,lak,lak,1,kautian,False
lo̍k,lo̍k,轆,lok,lok,1,kautian,False
tia̍t,tia̍t,轍,tiat,tiat,1,kautian,False
lî,lî,釐,li,li,1,kautian,False
iûnn,iûⁿ,鎔,iunn,iuⁿ,1,kautian,False
ha̍p,ha̍p,闔,hap,hap,1,kautian,False
khuat,khoat,闕,khuat,khoat,1,kautian,False
tshuàng,chhoàng,闖,tshuang,chhoang,1,kautian,False
li,li,離,li,li,1,kautian,False
tshiu,chhiu,鞦,tshiu,chhiu,1,kautian,False
mi,mi,鞭,mi,mi,1,kautian,False
gi̍k,ge̍k,額,gik,gek,1,kautian,False
kok,kok,顎,kok,kok,1,kautian,False
liû,liû,餾,liu,liu,1,kautian,False
khî,khî,騎,khi,khi,1,kautian,False
báng,báng,魍,bang,bang,1,kautian,False
bián,bián,鮸,bian,bian,1,kautian,False
lí,lí,鯉,li,li,1,kautian,False
sua,soa,鯊,sua,soa,1,kautian,False
kuan,koan,鵑,kuan,koan,1,kautian,False
ngôo,ngô͘,鵝,ngoo,ngo͘,1,kautian,False
khok,khok,鵠,khok,khok,1,kautian,False
sâm,sâm,儳,sam,sam,1,kautian,False
lông,lông,嚨,long,long,1,kautian,False
nâ,nâ,嚨,na,na,1,kautian,False
huāi,hoāi,壞,huai,hoai,1,kautian,False
lóng,lóng,壟,long,long,1,kautian,False
li̍k,le̍k,壢,lik,lek,1,kautian,False
thíng,théng,寵,thing,theng,1,kautian,False
thióng,thióng,寵,thiong,thiong,1,kautian,False
tîng,têng,懲,ting,teng,1,kautian,False
bóng,bóng,懵,bong,bong,1,kautian,False
bòng,bòng,懵,bong,bong,1,kautian,False
nuā,nōa,懶,nua,noa,1,kautian,False
huâi,hoâi,懷,huai,hoai,1,kautian,False
pho̍k,pho̍k,曝,phok,phok,1,kautian,False
khòng,khòng,曠,khong,khong,1,kautian,False
lū,lū,瀘,lu,lu,1,kautian,False
hān,hān,瀚,han,han,1,kautian,False
siau,siau,瀟,siau,siau,1,kautian,False
po̍k,po̍k,爆,pok,pok,1,kautian,False
to̍k,to̍k,牘,tok,tok,1,kautian,False
to̍k,to̍k,犢,tok,tok,1,kautian,False
siù,siù,獸,siu,siu,1,kautian,False
thuah,thoah,獺,thuah,thoah,1,kautian,False
khîng,khêng,瓊,khing,kheng,1,kautian,False
khiông,khiông,瓊,khiong,khiong,1,kautian,False
kiong,kiong,疆,kiong,kiong,1,kautian,False
tshi,chhi,癡,tshi,chhi,1,kautian,False
bông,bông,矇,bong,bong,1,kautian,False
tó,tó,禱,to,to,1,kautian,False
hi̍k,he̍k,穫,hik,hek,1,kautian,False
tsînn,chîⁿ,簷,tsinn,chiⁿ,1,kautian,False
liâm,liâm,簷,liam,liam,1,kautian,False
nî,nî,簾,ni,ni,1,kautian,False
pho̍k,pho̍k,簿,phok,phok,1,kautian,False
sîng,sêng,繩,sing,seng,1,kautian,False
huē,hōe,繪,hue,hoe,1,kautian,False
lô,lô,羅,lo,lo,1,kautian,False
king,keng,羹,king,keng,1,kautian,False
la̍h,la̍h,臘,lah,lah,1,kautian,False
lia̍p,lia̍p,臘,liap,liap,1,kautian,False
ngāu,ngāu,藕,ngau,ngau,1,kautian,False
tîng,têng,藤,ting,teng,1,kautian,False
io̍k,io̍k,藥,iok,iok,1,kautian,False
huan,hoan,藩,huan,hoan,1,kautian,False
phuan,phoan,藩,phuan,phoan,1,kautian,False
hāi,hāi,蟹,hai,hai,1,kautian,False
hē,hē,蟹,he,he,1,kautian,False
gí,gí,蟻,gi,gi,1,kautian,False
hiā,hiā,蟻,hia,hia,1,kautian,False
siâm,siâm,蟾,siam,siam,1,kautian,False
sîn,sîn,蠅,sin,sin,1,kautian,False
giat,giat,蠍,giat,giat,1,kautian,False
phé,phé,襞,phe,phe,1,kautian,False
khim,khim,襟,khim,khim,1,kautian,False
huā,hōa,譁,hua,hoa,1,kautian,False
khiat,khiat,譎,khiat,khiat,1,kautian,False
ki,ki,譏,ki,ki,1,kautian,False
tâm,tâm,譚,tam,tam,1,kautian,False
tsīng,chēng,贈,tsing,cheng,1,kautian,False
tsàn,chàn,贊,tsan,chan,1,kautian,False
tsān,chān,贊,tsan,chan,1,kautian,False
tenn,teⁿ,蹬,tenn,teⁿ,1,kautian,False
tsun,chun,蹲,tsun,chun,1,kautian,False
tû,tû,躇,tu,tu,1,kautian,False
kiau,kiau,轎,kiau,kiau,1,kautian,False
kiāu,kiāu,轎,kiau,kiau,1,kautian,False
tsiàu,chiàu,醮,tsiau,chiau,1,kautian,False
tsiò,chiò,醮,tsio,chio,1,kautian,False
tso̍k,cho̍k,鏃,tsok,chok,1,kautian,False
tshiong,chhiong,鏘,tshiong,chhiong,1,kautian,False
lân,lân,難,lan,lan,1,kautian,False
thian,thian,顛,thian,thian,1,kautian,False
tian,tian,顛,tian,tian,1,kautian,False
bán,bán,饅,ban,ban,1,kautian,False
bân,bân,饅,ban,ban,1,kautian,False
siúnn,siúⁿ,鯗,siunn,siuⁿ,1,kautian,False
tshiunn,chhiuⁿ,鯧,tshiunn,chhiuⁿ,1,kautian,False
lâ,lâ,鯪,la,la,1,kautian,False
tsang,chang,鯮,tsang,chang,1,kautian,False
liâm,liâm,鯰,liam,liam,1,kautian,False
ian,ian,鵪,ian,ian,1,kautian,False
pîng,pêng,鵬,ping,peng,1,kautian,False
phîng,phêng,鵬,phing,pheng,1,kautian,False
tiau,tiau,鵰,tiau,tiau,1,kautian,False
tsui,chui,鵻,tsui,chui,1,kautian,False
tshun,chhun,鶉,tshun,chhun,1,kautian,False
tun,tun,鶉,tun,tun,1,kautian,False
kî,kî,麒,ki,ki,1,kautian,False
lê,lê,麗,le,le,1,kautian,False
lē,lē,麗,le,le,1,kautian,False
pâng,pâng,龐,pang,pang,1,kautian,False
inn,iⁿ,嚶,inn,iⁿ,1,kautian,False
song,song,孀,song,song,1,kautian,False
gia̍t,gia̍t,孽,giat,giat,1,kautian,False
hiân,hiân,懸,hian,hian,1,kautian,False
tshàm,chhàm,懺,tsham,chham,1,kautian,False
lân,lân,攔,lan,lan,1,kautian,False
nuâ,nôa,攔,nua,noa,1,kautian,False
tshiam,chhiam,攕,tshiam,chhiam,1,kautian,False
lông,lông,櫳,long,long,1,kautian,False
lân,lân,瀾,lan,lan,1,kautian,False
ióng,ióng,癢,iong,iong,1,kautian,False
tōo,tō͘,竇,too,to͘,1,kautian,False
kīng,kēng,競,king,keng,1,kautian,False
lâm,lâm,籃,lam,lam,1,kautian,False
tiû,tiû,籌,tiu,tiu,1,kautian,False
tsi̍k,che̍k,籍,tsik,chek,1,kautian,False
kè,kè,繼,ke,ke,1,kautian,False
iāu,iāu,耀,iau,iau,1,kautian,False
kàm,kàm,艦,kam,kam,1,kautian,False
lām,lām,艦,lam,lam,1,kautian,False
ái,ái,藹,ai,ai,1,kautian,False
lôo,lô͘,蘆,loo,lo͘,1,kautian,False
soo,so͘,蘇,soo,so͘,1,kautian,False
phông,phông,蘋,phong,phong,1,kautian,False
môo,mô͘,蘑,moo,mo͘,1,kautian,False
tsê,chê,蠐,tse,che,1,kautian,False
jû,jû,蠕,ju,ju,1,kautian,False
lû,lû,蠕,lu,lu,1,kautian,False
lùn,lùn,蠕,lun,lun,1,kautian,False
tshi̍h,chhi̍h,蠘,tshih,chhih,1,kautian,False
lâm,lâm,襤,lam,lam,1,kautian,False
kak,kak,覺,kak,kak,1,kautian,False
