tl,poj,hanzi,tl_no_tone,poj_no_tone,syllable_count,source,is_variant
iânn-kuè,iâⁿ-kòe,贏過,iann-kue,iaⁿ-koe,2,taihoa,
iân-lám,iân-lám,延攬,ian-lam,ian-lam,2,taihoa,
iân-uān,iân-oān,延緩,ian-uan,ian-oan,2,taihoa,
iân-pán,iân-pán,鉛板,ian-pan,ian-pan,2,taihoa,
iân-pán,iân-pán,鉛版,ian-pan,ian-pan,2,taihoa,
iânn-pâng,iâⁿ-pâng,營房,iann-pang,iaⁿ-pang,2,taihoa,
iân-pîng,iân-pêng,延平,ian-ping,ian-peng,2,taihoa,
iân-phiánn,iân-phiáⁿ,鉛片,ian-phiann,ian-phiaⁿ,2,taihoa,
iân-pit,iân-pit,椽筆,ian-pit,ian-pit,2,taihoa,
iânn-pōo,iâⁿ-pō͘,營部,iann-poo,iaⁿ-po͘,2,taihoa,
iân-sia̍h,iân-sia̍h,筵席,ian-siah,ian-siah,2,taihoa,
iân-si̍p,iân-si̍p,沿襲,ian-sip,ian-sip,2,taihoa,
iân-tê,iân-tê,捐題,ian-te,ian-te,2,taihoa,
iânn-tē,iâⁿ-tē,營地,iann-te,iaⁿ-te,2,taihoa,
iânn-tio̍h,iâⁿ-tio̍h,贏著,iann-tioh,iaⁿ-tioh,2,taihoa,
iân-tiông,iân-tiông,延長,ian-tiong,ian-tiong,2,taihoa,
iânn-tiúnn,iâⁿ-tiúⁿ,營長,iann-tiunn,iaⁿ-tiuⁿ,2,taihoa,
iân-tuī,iân-tūi,鉛墜,ian-tui,ian-tui,2,taihoa,
iānn-ba̍k,iāⁿ-ba̍k,映目,iann-bak,iaⁿ-bak,2,taihoa,
iānn-báng,iāⁿ-báng,颺蚊,iann-bang,iaⁿ-bang,2,taihoa,
iānn-khì,iāⁿ-khì,揚棄,iann-khi,iaⁿ-khi,2,taihoa,
iānn-khîm,iāⁿ-khîm,揚琴,iann-khim,iaⁿ-khim,2,taihoa,
ian-á,ian-á,煙仔,ian-a,ian-a,2,taihoa,
ian-âu,ian-âu,咽喉,ian-au,ian-au,2,taihoa,
ian-bah,ian-bah,煙肉,ian-bah,ian-bah,2,taihoa,
ian-bia̍t,ian-bia̍t,湮滅,ian-biat,ian-biat,2,taihoa,
ian-tsháu,ian-chháu,煙草,ian-tshau,ian-chhau,2,taihoa,
ian-tshin,ian-chhin,姻親,ian-tshin,ian-chhin,2,taihoa,
ian-tshun,ian-chhun,鵪鶉,ian-tshun,ian-chhun,2,taihoa,
ian-tsuí,ian-chúi,嫣水,ian-tsui,ian-chui,2,taihoa,
ian-tsun,ian-chun,鵪鶉,ian-tsun,ian-chun,2,taihoa,
iáng-bió,iáng-bió,養母,iang-bio,iang-bio,2,taihoa,
iáng-bó,iáng-bó,養母,iang-bo,iang-bo,2,taihoa,
iáng-tsīng,iáng-chēng,養靜,iang-tsing,iang-cheng,2,taihoa,
iáng-tsú,iáng-chú,養子,iang-tsu,iang-chu,2,taihoa,
iáng-hōo,iáng-hō͘,養護,iang-hoo,iang-ho͘,2,taihoa,
iáng-hū,iáng-hū,養父,iang-hu,iang-hu,2,taihoa,
iáng-hun,iáng-hun,養分,iang-hun,iang-hun,2,taihoa,
iáng-io̍k,iáng-io̍k,養育,iang-iok,iang-iok,2,taihoa,
iáng-ke,iáng-ke,養家,iang-ke,iang-ke,2,taihoa,
iáng-ló,iáng-ló,養老,iang-lo,iang-lo,2,taihoa,
iáng-nóo,iáng-nó͘,養老,iang-noo,iang-no͘,2,taihoa,
iáng-pênn,iáng-pêⁿ,養病,iang-penn,iang-peⁿ,2,taihoa,
iáng-pēnn,iáng-pēⁿ,養病,iang-penn,iang-peⁿ,2,taihoa,
iáng-sing,iáng-seng,養生,iang-sing,iang-seng,2,taihoa,
iáng-sìng,iáng-sèng,養性,iang-sing,iang-seng,2,taihoa,
iáng-sîng,iáng-sêng,養成,iang-sing,iang-seng,2,taihoa,
iáng-siām,iáng-siām,養贍,iang-siam,iang-siam,2,taihoa,
iáng-sîn,iáng-sîn,養神,iang-sin,iang-sin,2,taihoa,
iáng-siong,iáng-siong,養傷,iang-siong,iang-siong,2,taihoa,
iáng-si̍t,iáng-si̍t,養殖,iang-sit,iang-sit,2,taihoa,
iâng-khí,iâng-khí,揚起,iang-khi,iang-khi,2,taihoa,
iâng-khì,iâng-khì,揚氣,iang-khi,iang-khi,2,taihoa,
iâng-siū,iâng-siū,陽壽,iang-siu,iang-siu,2,taihoa,
iâng-tâi,iâng-tâi,陽台,iang-tai,iang-tai,2,taihoa,
iang-hâng,iang-hâng,央行,iang-hang,iang-hang,2,taihoa,
iang-ki̍p,iang-ki̍p,央及,iang-kip,iang-kip,2,taihoa,
iang-lâng,iang-lâng,央人,iang-lang,iang-lang,2,taihoa,
iang--lâng,iang--lâng,央人,iang--lang,iang--lang,2,taihoa,
iang-thok,iang-thok,央託,iang-thok,iang-thok,2,taihoa,
ian-hua,ian-hoa,煙花,ian-hua,ian-hoa,2,taihoa,
ian-jín,ian-jín,ian-jín,ian-jin,ian-jin,2,taihoa,
ian-ka,ian-ka,姻家,ian-ka,ian-ka,2,taihoa,
ian-sái,ian-sái,煙屎,ian-sai,ian-sai,2,taihoa,
ian-táu,ian-táu,煙斗,ian-tau,ian-tau,2,taihoa,
ian-tâu,ian-tâu,嫣投,ian-tau,ian-tau,2,taihoa,
ian-tâu,ian-tâu,鵪投,ian-tau,ian-tau,2,taihoa,
ian-thâu,ian-thâu,嫣頭,ian-thau,ian-thau,2,taihoa,
ian-thuí,ian-thúi,煙腿,ian-thui,ian-thui,2,taihoa,
ian-thuí,ian-thúi,醃腿,ian-thui,ian-thui,2,taihoa,
ian-thûn,ian-thûn,煙塵,ian-thun,ian-thun,2,taihoa,
ian-to̍k,ian-to̍k,煙毒,ian-tok,ian-tok,2,taihoa,
ian-tun,ian-tun,煙墩,ian-tun,ian-tun,2,taihoa,
ian-tun,ian-tun,鵪鶉,ian-tun,ian-tun,2,taihoa,
ia̍p-á,ia̍p-á,葉仔,iap-a,iap-a,2,taihoa,
ia̍p-mn̂g,ia̍p-mn̂g,葉門,iap-mng,iap-mng,2,taihoa,
iap-bué,iap-bóe,挹尾,iap-bue,iap-boe,2,taihoa,
iap-tshiú,iap-chhiú,挹手,iap-tshiu,iap-chhiu,2,taihoa,
iap-tshiú,iap-chhiú,揜手,iap-tshiu,iap-chhiu,2,taihoa,
iap-kak,iap-kak,挹角,iap-kak,iap-kak,2,taihoa,
iap-kak,iap-kak,揜角,iap-kak,iap-kak,2,taihoa,
iap-phiah,iap-phiah,挹僻,iap-phiah,iap-phiah,2,taihoa,
iap-phiah,iap-phiah,揜僻,iap-phiah,iap-phiah,2,taihoa,
iap-siam,iap-siam,揜瞻,iap-siam,iap-siam,2,taihoa,
iap-siap,iap-siap,揜塞,iap-siap,iap-siap,2,taihoa,
iap-thiap,iap-thiap,挹貼,iap-thiap,iap-thiap,2,taihoa,
ia-soo,ia-so͘,耶穌,ia-soo,ia-so͘,2,taihoa,
ia̍t-tshiú,ia̍t-chhiú,曳手,iat-tshiu,iat-chhiu,2,taihoa,
ia̍t-tshiú,ia̍t-chhiú,拽手,iat-tshiu,iat-chhiu,2,taihoa,
ia̍t-hué,ia̍t-hóe,拽火,iat-hue,iat-hoe,2,taihoa,
ia̍t-hong,ia̍t-hong,拽風,iat-hong,iat-hong,2,taihoa,
ia̍t-lám,ia̍t-lám,閱覽,iat-lam,iat-lam,2,taihoa,
ia̍t-ping,ia̍t-peng,閱兵,iat-ping,iat-peng,2,taihoa,
iat-tsóo,iat-chó͘,謁祖,iat-tsoo,iat-cho͘,2,taihoa,
iáu-bū,iáu-bū,要務,iau-bu,iau-bu,2,taihoa,
iáu-hó,iáu-hó,猶好,iau-ho,iau-ho,2,taihoa,
iáu-kú,iáu-kú,猶久,iau-ku,iau-ku,2,taihoa,
iáu-thiáu,iáu-thiáu,窈窕,iau-thiau,iau-thiau,2,taihoa,
iàu-bē,iàu-bē,猶未,iau-be,iau-be,2,taihoa,
iàu-bô,iàu-bô,猶無,iau-bo,iau-bo,2,taihoa,
iàu-tshiong,iàu-chhiong,要衝,iau-tshiong,iau-chhiong,2,taihoa,
iàu-tsí,iàu-chí,要旨,iau-tsi,iau-chi,2,taihoa,
iàu-tsit,iàu-chit,要職,iau-tsit,iau-chit,2,taihoa,
iàu-hāi,iàu-hāi,要害,iau-hai,iau-hai,2,taihoa,
iàu-hāng,iàu-hāng,要項,iau-hang,iau-hang,2,taihoa,
iàu-huān,iàu-hoān,要犯,iau-huan,iau-hoan,2,taihoa,
iàu-jîn,iàu-jîn,要人,iau-jin,iau-jin,2,taihoa,
iàu-kak,iàu-kak,要角,iau-kak,iau-kak,2,taihoa,
iàu-kuat,iàu-koat,要訣,iau-kuat,iau-koat,2,taihoa,
iàu-koh,iàu-koh,猶閣,iau-koh,iau-koh,2,taihoa,
iàu-uân,iàu-oân,要員,iau-uan,iau-oan,2,taihoa,
iàu-sài,iàu-sài,要塞,iau-sai,iau-sai,2,taihoa,
iàu-sī,iàu-sī,猶是,iau-si,iau-si,2,taihoa,
iàu-sǹg,iàu-sǹg,猶算,iau-sng,iau-sng,2,taihoa,
iàu-sū,iàu-sū,要事,iau-su,iau-su,2,taihoa,
iàu-tē,iàu-tē,要地,iau-te,iau-te,2,taihoa,
iâu-thuân,iâu-thoân,謠傳,iau-thuan,iau-thoan,2,taihoa,
iâu-tî,iâu-tî,瑤池,iau-ti,iau-ti,2,taihoa,
iau-tshenn,iau-chheⁿ,妖星,iau-tshenn,iau-chheⁿ,2,taihoa,
iau-tshíng,iau-chhéng,邀請,iau-tshing,iau-chheng,2,taihoa,
iau-hia̍p,iau-hia̍p,要脅,iau-hiap,iau-hiap,2,taihoa,
iau-huat,iau-hoat,妖法,iau-huat,iau-hoat,2,taihoa,
iau-iām,iau-iām,妖艷,iau-iam,iau-iam,2,taihoa,
iau-iàn,iau-iàn,邀宴,iau-ian,iau-ian,2,taihoa,
iau-môo,iau-mô͘,妖魔,iau-moo,iau-mo͘,2,taihoa,
iau-siâ,iau-siâ,妖邪,iau-sia,iau-sia,2,taihoa,
iau-siong,iau-siong,夭殤,iau-siong,iau-siong,2,taihoa,
i-bu̍t,i-bu̍t,衣物,i-but,i-but,2,taihoa,
i-tsháu,i-chháu,醫草,i-tshau,i-chhau,2,taihoa,
i-tsheh,i-chheh,醫冊,i-tsheh,i-chheh,2,taihoa,
i-tshù,i-chhù,依次,i-tshu,i-chhu,2,taihoa,
i-tsûn,i-chûn,依存,i-tsun,i-chun,2,taihoa,
i-guân,i-goân,依原,i-guan,i-goan,2,taihoa,
i-ho̍k,i-ho̍k,衣服,i-hok,i-hok,2,taihoa,
i-i,i-i,依依,i-i,i-i,2,taihoa,
i-iok,i-iok,依約,i-iok,i-iok,2,taihoa,
i-jiân,i-jiân,依然,i-jian,i-jian,2,taihoa,
i-kho,i-kho,醫科,i-kho,i-kho,2,taihoa,
i-khò,i-khò,依靠,i-kho,i-kho,2,taihoa,
i-kiō,i-kiō,椅轎,i-kio,i-kio,2,taihoa,
i-kuan,i-koan,衣冠,i-kuan,i-koan,2,taihoa,
i-kuann,i-koaⁿ,醫官,i-kuann,i-koaⁿ,2,taihoa,
i-kui,i-kui,依歸,i-kui,i-kui,2,taihoa,
i-kuī,i-kūi,衣櫃,i-kui,i-kui,2,taihoa,
i-kûn,i-kûn,衣裙,i-kun,i-kun,2,taihoa,
i-lang,i-lang,伊朗,i-lang,i-lang,2,taihoa,
i-liāu,i-liāu,衣料,i-liau,i-liau,2,taihoa,
ím-hīn,ím-hīn,飲恨,im-hin,im-hin,2,taihoa,
ím-iàn,ím-iàn,飲宴,im-ian,im-ian,2,taihoa,
ím-tê,ím-tê,飲茶,im-te,im-te,2,taihoa,
ìm-hio̍h,ìm-hio̍h,蔭葉,im-hioh,im-hioh,2,taihoa,
ìm-hué,ìm-hóe,窨火,im-hue,im-hoe,2,taihoa,
ìm-hué,ìm-hóe,蔭火,im-hue,im-hoe,2,taihoa,
ìm-hūn,ìm-hūn,蔭分,im-hun,im-hun,2,taihoa,
ìm-hūn,ìm-hūn,蔭份,im-hun,im-hun,2,taihoa,
ìm-kóo,ìm-kó͘,蔭股,im-koo,im-ko͘,2,taihoa,
ìm-li̍k,ìm-le̍k,蔭綠,im-lik,im-lek,2,taihoa,
ìm-ńg,ìm-ńg,蔭影,im-ng,im-ng,2,taihoa,
ìm-puî,ìm-pûi,廕肥,im-pui,im-pui,2,taihoa,
ìm-si,ìm-si,蔭屍,im-si,im-si,2,taihoa,
ìm-sī,ìm-sī,窨豉,im-si,im-si,2,taihoa,
ìm-tui,ìm-tui,蔭堆,im-tui,im-tui,2,taihoa,
îm-tshí,îm-chhí,淫鼠,im-tshi,im-chhi,2,taihoa,
îm-tsuí,îm-chúi,淫水,im-tsui,im-chui,2,taihoa,
îm-hū,îm-hū,淫婦,im-hu,im-hu,2,taihoa,
îm-uē,îm-ōe,淫畫,im-ue,im-oe,2,taihoa,
îm-ui,îm-ui,淫威,im-ui,im-ui,2,taihoa,
im-bâi,im-bâi,陰霾,im-bai,im-bai,2,taihoa,
im-ba̍t,im-ba̍t,淹密,im-bat,im-bat,2,taihoa,
im-tsik,im-chek,陰騭,im-tsik,im-chek,2,taihoa,
im-tsìng,im-chèng,陰症,im-tsing,im-cheng,2,taihoa,
im-tshân,im-chhân,淹田,im-tshan,im-chhan,2,taihoa,
im-tsiat,im-chiat,音節,im-tsiat,im-chiat,2,taihoa,
im-hiám,im-hiám,陰險,im-hiam,im-hiam,2,taihoa,
im-hué,im-hóe,陰火,im-hue,im-hoe,2,taihoa,
im-hong,im-hong,陰風,im-hong,im-hong,2,taihoa,
im-hōo,im-hō͘,陰戶,im-hoo,im-ho͘,2,taihoa,
im-iâng,im-iâng,陰陽,im-iang,im-iang,2,taihoa,
im-im,im-im,陰陰,im-im,im-im,2,taihoa,
im-kai,im-kai,音階,im-kai,im-kai,2,taihoa,
im-kán,im-kán,陰癇,im-kan,im-kan,2,taihoa,
im-king,im-keng,陰莖,im-king,im-keng,2,taihoa,
im-khì,im-khì,陰氣,im-khi,im-khi,2,taihoa,
im-ki,im-ki,陰居,im-ki,im-ki,2,taihoa,
im-kong,im-kong,陰功,im-kong,im-kong,2,taihoa,
im-kong,im-kong,陰光,im-kong,im-kong,2,taihoa,
im-líng,im-léng,陰冷,im-ling,im-leng,2,taihoa,
im-liâng,im-liâng,陰涼,im-liang,im-liang,2,taihoa,
im-liāng,im-liāng,音量,im-liang,im-liang,2,taihoa,
im-lu̍t,im-lu̍t,音律,im-lut,im-lut,2,taihoa,
im-mn̂g,im-mn̂g,陰門,im-mng,im-mng,2,taihoa,
im-pho,im-pho,音波,im-pho,im-pho,2,taihoa,
im-pōo,im-pō͘,陰部,im-poo,im-po͘,2,taihoa,
im-sàn,im-sàn,陰疝,im-san,im-san,2,taihoa,
im-sat,im-sat,陰虱,im-sat,im-sat,2,taihoa,
im-si,im-si,陰司,im-si,im-si,2,taihoa,
im-sìn,im-sìn,音信,im-sin,im-sin,2,taihoa,
im-sìn,im-sìn,音訊,im-sin,im-sin,2,taihoa,
im-sok,im-sok,音速,im-sok,im-sok,2,taihoa,
im-thâng,im-thâng,陰蟲,im-thang,im-thang,2,taihoa,
im-the̍h,im-the̍h,陰宅,im-theh,im-theh,2,taihoa,
im-thim,im-thim,陰琛,im-thim,im-thim,2,taihoa,
im-thinn,im-thiⁿ,陰天,im-thinn,im-thiⁿ,2,taihoa,
im-tîm,im-tîm,陰沉,im-tim,im-tim,2,taihoa,
im-tō,im-tō,陰道,im-to,im-to,2,taihoa,
im-to̍k,im-to̍k,陰毒,im-tok,im-tok,2,taihoa,
ínn-ba̍k,íⁿ-ba̍k,芛目,inn-bak,iⁿ-bak,2,taihoa,
ín-bih,ín-bih,隱匿,in-bih,in-bih,2,taihoa,
ín-bi̍t,ín-bi̍t,隱密,in-bit,in-bit,2,taihoa,
ín-tsìng,ín-chèng,引證,in-tsing,in-cheng,2,taihoa,
ín-tsîng,ín-chêng,隱情,in-tsing,in-cheng,2,taihoa,
ín-tsheh,ín-chheh,引冊,in-tsheh,in-chheh,2,taihoa,
ín-tshik,ín-chhek,穩粟,in-tshik,in-chhek,2,taihoa,
ín-tshin,ín-chhin,允親,in-tshin,in-chhin,2,taihoa,
ín-tshut,ín-chhut,引出,in-tshut,in-chhut,2,taihoa,
ín-tsiū,ín-chiū,引就,in-tsiu,in-chiu,2,taihoa,
ín-tsông,ín-chông,隱藏,in-tsong,in-chong,2,taihoa,
ín-tsú,ín-chú,穩主,in-tsu,in-chu,2,taihoa,
ín-hâm,ín-hâm,隱含,in-ham,in-ham,2,taihoa,
ín-hí,ín-hí,允許,in-hi,in-hi,2,taihoa,
ín-hō,ín-hō,引禍,in-ho,in-ho,2,taihoa,
ín-hué,ín-hóe,引火,in-hue,in-hoe,2,taihoa,
ín-hué,ín-hóe,隱火,in-hue,in-hoe,2,taihoa,
ín-iu,ín-iu,隱憂,in-iu,in-iu,2,taihoa,
ín-jiân,ín-jiân,引燃,in-jian,in-jian,2,taihoa,
ín-ji̍t,ín-ji̍t,往日,in-jit,in-jit,2,taihoa,
ín-jū,ín-jū,隱喻,in-ju,in-ju,2,taihoa,
ín-kì,ín-kì,引據,in-ki,in-ki,2,taihoa,
ín-kiàn,ín-kiàn,引見,in-kian,in-kian,2,taihoa,
ín-lâi,ín-lâi,引來,in-lai,in-lai,2,taihoa,
ín-lâng,ín-lâng,允人,in-lang,in-lang,2,taihoa,
ín-lâng,ín-lâng,引人,in-lang,in-lang,2,taihoa,
ín-li̍k,ín-le̍k,引力,in-lik,in-lek,2,taihoa,
ín-lōo,ín-lō͘,引路,in-loo,in-lo͘,2,taihoa,
ín-niá,ín-niá,引領,in-nia,in-nia,2,taihoa,
ín-po̍k,ín-po̍k,引爆,in-pok,in-pok,2,taihoa,
ín-sit,ín-sit,允穡,in-sit,in-sit,2,taihoa,
ín-suànn,ín-sòaⁿ,引線,in-suann,in-soaⁿ,2,taihoa,
ín-sū,ín-sū,隱士,in-su,in-su,2,taihoa,
ín-thè,ín-thè,引退,in-the,in-the,2,taihoa,
ín-thīn,ín-thīn,應滕,in-thin,in-thin,2,taihoa,
ín-thuā,ín-thōa,引汏,in-thua,in-thoa,2,taihoa,
ín-tiān,ín-tiān,引電,in-tian,in-tian,2,taihoa,
ín-tit,ín-tit,引得,in-tit,in-tit,2,taihoa,
ín-tō,ín-tō,引道,in-to,in-to,2,taihoa,
ín-tōo,ín-tō͘,引度,in-too,in-to͘,2,taihoa,
ín-tùn,ín-tùn,允頓,in-tun,in-tun,2,taihoa,
ìn-bôo,ìn-bô͘,印模,in-boo,in-bo͘,2,taihoa,
ìn-tsheh,ìn-chheh,印冊,in-tsheh,in-chheh,2,taihoa,
ìn-tsho̍p,ìn-chho̍p,印戳,in-tshop,in-chhop,2,taihoa,
ìn-tshuì,ìn-chhùi,應嘴,in-tshui,in-chhui,2,taihoa,
ìn-tshut,ìn-chhut,印出,in-tshut,in-chhut,2,taihoa,
ìn-tsiong,ìn-chiong,印章,in-tsiong,in-chiong,2,taihoa,
ìn-eh,ìn-eh,應呃,in-eh,in-eh,2,taihoa,
ìn-hîng,ìn-hêng,印行,in-hing,in-heng,2,taihoa,
ìn-hî,ìn-hî,印魚,in-hi,in-hi,2,taihoa,
ìn-huat,ìn-hoat,印發,in-huat,in-hoat,2,taihoa,
ìn-kim,ìn-kim,印金,in-kim,in-kim,2,taihoa,
ìn-ní,ìn-ní,印染,in-ni,in-ni,2,taihoa,
ìn-nî,ìn-nî,印尼,in-ni,in-ni,2,taihoa,
ìnn-ònn,ìⁿ-òⁿ,咿噁,inn-onn,iⁿ-oⁿ,2,taihoa,
ìnn-ònn,ìⁿ-òⁿ,ìnn-ònn,inn-onn,iⁿ-oⁿ,2,taihoa,
ìn-pún,ìn-pún,印本,in-pun,in-pun,2,taihoa,
ìn-sìn,ìn-sìn,印信,in-sin,in-sin,2,taihoa,
ìn-sìn,ìn-sìn,應信,in-sin,in-sin,2,taihoa,
ìn-tâi,ìn-tâi,印臺,in-tai,in-tai,2,taihoa,
ìn-tap,ìn-tap,應答,in-tap,in-tap,2,taihoa,
ìn-thīn,ìn-thīn,應媵,in-thin,in-thin,2,taihoa,
ìn-tōo,ìn-tō͘,印度,in-too,in-to͘,2,taihoa,
înn-bīn,îⁿ-bīn,圓面,inn-bin,iⁿ-bin,2,taihoa,
înn-tshioh,îⁿ-chhioh,圓尺,inn-tshioh,iⁿ-chhioh,2,taihoa,
înn-kìng,îⁿ-kèng,圓徑,inn-king,iⁿ-keng,2,taihoa,
înn-khian,îⁿ-khian,圓圈,inn-khian,iⁿ-khian,2,taihoa,
înn-ku̍t,îⁿ-ku̍t,圓滑,inn-kut,iⁿ-kut,2,taihoa,
înn-lē,îⁿ-lē,圓鑢,inn-le,iⁿ-le,2,taihoa,
înn-luè,îⁿ-lòe,圓鑢,inn-lue,iⁿ-loe,2,taihoa,
înn-peh,îⁿ-peh,圓柏,inn-peh,iⁿ-peh,2,taihoa,
în-sî,în-sî,寅時,in-si,in-si,2,taihoa,
înn-suann,îⁿ-soaⁿ,員山,inn-suann,iⁿ-soaⁿ,2,taihoa,
înn-suann,îⁿ-soaⁿ,圓山,inn-suann,iⁿ-soaⁿ,2,taihoa,
înn-som,îⁿ-som,圓參,inn-som,iⁿ-som,2,taihoa,
înn-thang,îⁿ-thang,圓窗,inn-thang,iⁿ-thang,2,taihoa,
înn-thâu,îⁿ-thâu,圓頭,inn-thau,iⁿ-thau,2,taihoa,
înn-thiāu,îⁿ-thiāu,圓柱,inn-thiau,iⁿ-thiau,2,taihoa,
înn-tînn,îⁿ-tîⁿ,縈纏,inn-tinn,iⁿ-tiⁿ,2,taihoa,
înn-tīnn,îⁿ-tīⁿ,圓淀,inn-tinn,iⁿ-tiⁿ,2,taihoa,
înn-toh,îⁿ-toh,圓桌,inn-toh,iⁿ-toh,2,taihoa,
īnn-gī,īⁿ-gī,異議,inn-gi,iⁿ-gi,2,taihoa,
īnn-mn̂g,īⁿ-mn̂g,院門,inn-mng,iⁿ-mng,2,taihoa,
īnn-pang,īⁿ-pang,異邦,inn-pang,iⁿ-pang,2,taihoa,
īnn-sìng,īⁿ-sèng,異姓,inn-sing,iⁿ-seng,2,taihoa,
īn-siann,īn-siaⁿ,運聲,in-siann,in-siaⁿ,2,taihoa,
īnn-tuan,īⁿ-toan,異端,inn-tuan,iⁿ-toan,2,taihoa,
in-tshiat,in-chhiat,殷切,in-tshiat,in-chhiat,2,taihoa,
in-tsí,in-chí,因子,in-tsi,in-chi,2,taihoa,
in-tsún,in-chún,恩准,in-tsun,in-chun,2,taihoa,
in-hô,in-hô,因何,in-ho,in-ho,2,taihoa,
in-huī,in-hūi,恩惠,in-hui,in-hui,2,taihoa,
in-i,in-i,因依,in-i,in-i,2,taihoa,
in-iû,in-iû,因由,in-iu,in-iu,2,taihoa,
in-jî,in-jî,因而,in-ji,in-ji,2,taihoa,
in-kàm,in-kàm,殷鑑,in-kam,in-kam,2,taihoa,
in-kheh,in-kheh,恩客,in-kheh,in-kheh,2,taihoa,
in-khîn,in-khîn,殷勤,in-khin,in-khin,2,taihoa,
in-kong,in-kong,恩光,in-kong,in-kong,2,taihoa,
in-siû,in-siû,恩仇,in-siu,in-siu,2,taihoa,
in-suànn,in-sòaⁿ,絪線,in-suann,in-soaⁿ,2,taihoa,
in-su,in-su,恩師,in-su,in-su,2,taihoa,
in-sù,in-sù,恩賜,in-su,in-su,2,taihoa,
in-tián,in-tián,恩典,in-tian,in-tian,2,taihoa,
inn-tînn,iⁿ-tîⁿ,絪纏,inn-tinn,iⁿ-tiⁿ,2,taihoa,
in-tînn,in-tîⁿ,絪纏,in-tinn,in-tiⁿ,2,taihoa,
in-tîn,in-tîn,絪纏,in-tin,in-tin,2,taihoa,
in-tuan,in-toan,因端,in-tuan,in-toan,2,taihoa,
io-sok,io-sok,腰束,io-sok,io-sok,2,taihoa,
ió-hìng,ió-hèng,嘔興,io-hing,io-heng,2,taihoa,
iô-tsuah,iô-choah,搖泄,io-tsuah,io-choah,2,taihoa,
iô-tsuah,iô-choah,搖泏,io-tsuah,io-choah,2,taihoa,
iô-huē,iô-hōe,搖會,io-hue,io-hoe,2,taihoa,
iô-í,iô-í,搖椅,io-i,io-i,2,taihoa,
iô-kún,iô-kún,搖滾,io-kun,io-kun,2,taihoa,
iô-lōo,iô-lō͘,搖瘺,io-loo,io-lo͘,2,taihoa,
iô-pái,iô-pái,搖擺,io-pai,io-pai,2,taihoa,
iô-pìnn,iô-pìⁿ,搖柄,io-pinn,io-piⁿ,2,taihoa,
iô-tōng,iô-tōng,搖蕩,io-tong,io-tong,2,taihoa,
i-uân,i-oân,依原,i-uan,i-oan,2,taihoa,
io-tsám,io-chám,腰斬,io-tsam,io-cham,2,taihoa,
io-tsè,io-chè,腰際,io-tse,io-che,2,taihoa,
io-tshioh,io-chhioh,腰脺,io-tshioh,io-chhioh,2,taihoa,
io-tshiú,io-chhiú,搖手,io-tshiu,io-chhiu,2,taihoa,
io̍h-bī,io̍h-bī,藥味,ioh-bi,ioh-bi,2,taihoa,
io̍h-bua̍h,io̍h-boa̍h,藥末,ioh-buah,ioh-boah,2,taihoa,
io̍h-tshi,io̍h-chhi,藥蛆,ioh-tshi,ioh-chhi,2,taihoa,
io̍h-ha̍k,io̍h-ha̍k,藥學,ioh-hak,ioh-hak,2,taihoa,
io̍h-ín,io̍h-ín,藥引,ioh-in,ioh-in,2,taihoa,
io̍h-înn,io̍h-îⁿ,藥圓,ioh-inn,ioh-iⁿ,2,taihoa,
io̍h-iōng,io̍h-iōng,藥用,ioh-iong,ioh-iong,2,taihoa,
io̍h-khuì,io̍h-khùi,藥氣,ioh-khui,ioh-khui,2,taihoa,
io̍h-kuàn,io̍h-koàn,藥罐,ioh-kuan,ioh-koan,2,taihoa,
io̍h-kóo,io̍h-kó͘,藥鈷,ioh-koo,ioh-ko͘,2,taihoa,
io̍h-kuí,io̍h-kúi,鑰鬼,ioh-kui,ioh-kui,2,taihoa,
io̍h-la̍t,io̍h-la̍t,藥力,ioh-lat,ioh-lat,2,taihoa,
io̍h-liāng,io̍h-liāng,藥量,ioh-liang,ioh-liang,2,taihoa,
io̍h-ông,io̍h-ông,藥王,ioh-ong,ioh-ong,2,taihoa,
io̍h-sán,io̍h-sán,藥散,ioh-san,ioh-san,2,taihoa,
io̍h-sìng,io̍h-sèng,藥性,ioh-sing,ioh-seng,2,taihoa,
io̍h-siong,io̍h-siong,藥商,ioh-siong,ioh-siong,2,taihoa,
io̍h-sng,io̍h-sng,藥栓,ioh-sng,ioh-sng,2,taihoa,
io̍h-suánn,io̍h-sóaⁿ,藥散,ioh-suann,ioh-soaⁿ,2,taihoa,
io̍h-tái,io̍h-tái,藥滓,ioh-tai,ioh-tai,2,taihoa,
io̍h-tíng,io̍h-téng,藥戥,ioh-ting,ioh-teng,2,taihoa,
io̍h-thiap,io̍h-thiap,藥帖,ioh-thiap,ioh-thiap,2,taihoa,
io̍h-thng,io̍h-thng,藥湯,ioh-thng,ioh-thng,2,taihoa,
io̍h-tiàm,io̍h-tiàm,藥店,ioh-tiam,ioh-tiam,2,taihoa,
io̍h-tiâu,io̍h-tiâu,藥條,ioh-tiau,ioh-tiau,2,taihoa,
ioh-bī,ioh-bī,臆謎,ioh-bi,ioh-bi,2,taihoa,
ioh-tshik,ioh-chhek,臆測,ioh-tshik,ioh-chhek,2,taihoa,
ioh-tsuah,ioh-choah,溢泄,ioh-tsuah,ioh-choah,2,taihoa,
ioh-hān,ioh-hān,約翰,ioh-han,ioh-han,2,taihoa,
