hanzi,tl,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,taigitv
彭博社,phînn-phok-siā,16,phîⁿ-phok-siā,phinn5phoksia7,phinn5phoksia7,phinnphoksia,phinnphoksia,pps,pps,True
後旋踢,āu-suân-that,16,āu-soân-that,au7suan5that,au7soan5that,ausuanthat,ausoanthat,ast,ast,True
後遺症,āu-uî-tsìng,16,āu-ûi-chèng,au7ui5tsing3,au7ui5cheng3,auuitsing,auuicheng,aut,auc,True
復活節,ho̍k-ua̍h-tseh,16,ho̍k-oa̍h-cheh,hok8uah8tseh,hok8oah8cheh,hokuahtseh,hokoahcheh,hut,hoc,True
復活節,ho̍k-ua̍h-tsueh,16,ho̍k-oa̍h-choeh,hok8uah8tsueh,hok8oah8choeh,hokuahtsueh,hokoahchoeh,hut,hoc,True
循環杯,sûn-khuân-pue,16,sûn-khoân-poe,sun5khuan5pue,sun5khoan5poe,sunkhuanpue,sunkhoanpoe,skp,skp,True
微波爐,bî-pho-lôo,16,bî-pho-lô͘,bi5pholoo5,bi5pholoo5,bipholoo,bipholoo,bpl,bpl,True
心絲蟲,sim-si-thâng,16,sim-si-thâng,simsithang5,simsithang5,simsithang,simsithang,sst,sst,True
心輔狗,sim-hú-káu,16,sim-hú-káu,simhu2kau2,simhu2kau2,simhukau,simhukau,shk,shk,True
快時尚,khuài-sî-siōng,16,khoài-sî-siōng,khuai3si5siong7,khoai3si5siong7,khuaisisiong,khoaisisiong,kss,kss,True
快速齒,khuài-sok-khí,16,khoài-sok-khí,khuai3sokkhi2,khoai3sokkhi2,khuaisokkhi,khoaisokkhi,ksk,ksk,True
性騷擾,sìng-so-jiáu,16,sèng-so-jiáu,sing3sojiau2,seng3sojiau2,singsojiau,sengsojiau,ssj,ssj,True
憂鬱症,iu-ut-tsìng,16,iu-ut-chèng,iuuttsing3,iuutcheng3,iuuttsing,iuutcheng,iut,iuc,True
懸低槓,kuân-kē-kǹg,16,koân-kē-kǹg,kuan5ke7kng3,koan5ke7kng3,kuankekng,koankekng,kkk,kkk,True
戮銃術,lak-tshìng-su̍t,16,lak-chhèng-su̍t,laktshing3sut8,lakchheng3sut8,laktshingsut,lakchhengsut,lts,lcs,True
扇形筅,sìnn-hîng-tshíng,16,sìⁿ-hêng-chhéng,sinn3hing5tshing2,sinn3heng5chheng2,sinnhingtshing,sinnhengchheng,sht,shc,True
手摵杯,tshiú-tshi̍k-pue,16,chhiú-chhe̍k-poe,tshiu2tshik8pue,chhiu2chhek8poe,tshiutshikpue,chhiuchhekpoe,ttp,ccp,True
手摵茶,tshiú-tshi̍k-tê,16,chhiú-chhe̍k-tê,tshiu2tshik8te5,chhiu2chhek8te5,tshiutshikte,chhiuchhekte,ttt,cct,True
手肚仁,tshiú-tóo-jîn,16,chhiú-tó͘-jîn,tshiu2too2jin5,chhiu2too2jin5,tshiutoojin,chhiutoojin,ttj,ctj,True
手肚仁,tshiú-tóo-lîn,16,chhiú-tó͘-lîn,tshiu2too2lin5,chhiu2too2lin5,tshiutoolin,chhiutoolin,ttl,ctl,True
打擊者,tánn-kik-tsiá,16,táⁿ-kek-chiá,tann2kiktsia2,tann2kekchia2,tannkiktsia,tannkekchia,tkt,tkc,True
抗力肌,khòng-li̍k-ki,16,khòng-le̍k-ki,khong3lik8ki,khong3lek8ki,khonglikki,khonglekki,klk,klk,True
抗𤶃仔,khòng-thiāu-á,16,khòng-thiāu-á,khong3thiau7a2,khong3thiau7a2,khongthiaua,khongthiaua,kta,kta,True
抹粉底,buah-hún-té,16,boah-hún-té,buahhun2te2,boahhun2te2,buahhunte,boahhunte,bht,bht,True
抾面筅,khioh-bīn-tshíng,16,khioh-bīn-chhéng,khiohbin7tshing2,khiohbin7chheng2,khiohbintshing,khiohbinchheng,kbt,kbc,True
拋電龜,pha-tiān-ku,16,pha-tiān-ku,phatian7ku,phatian7ku,phatianku,phatianku,ptk,ptk,True
拍光條,phah-kng-tiâu,16,phah-kng-tiâu,phahkngtiau5,phahkngtiau5,phahkngtiau,phahkngtiau,pkt,pkt,True
拍光盤,phah-kng-puânn,16,phah-kng-pôaⁿ,phahkngpuann5,phahkngpoann5,phahkngpuann,phahkngpoann,pkp,pkp,True
拍光筅,phah-kng-tshíng,16,phah-kng-chhéng,phahkngtshing2,phahkngchheng2,phahkngtshing,phahkngchheng,pkt,pkc,True
拍光粉,phah-kng-hún,16,phah-kng-hún,phahknghun2,phahknghun2,phahknghun,phahknghun,pkh,pkh,True
拍光膏,phah-kng-ko,16,phah-kng-ko,phahkngko,phahkngko,phahkngko,phahkngko,pkk,pkk,True
拍卵器,phah-nn̄g-khì,16,phah-nn̄g-khì,phahnng7khi3,phahnng7khi3,phahnngkhi,phahnngkhi,pnk,pnk,True
拍底乳,phah-tué-lú,16,phah-tóe-lú,phahtue2lu2,phahtoe2lu2,phahtuelu,phahtoelu,ptl,ptl,True
拍底乳,phah-té-jú,16,phah-té-jú,phahte2ju2,phahte2ju2,phahteju,phahteju,ptj,ptj,True
拍拚衝,phah-piànn-tshiong,16,phah-piàⁿ-chhiong,phahpiann3tshiong,phahpiann3chhiong,phahpianntshiong,phahpiannchhiong,ppt,ppc,True
拍暗影,phah-àm-iánn,16,phah-àm-iáⁿ,phaham3iann2,phaham3iann2,phahamiann,phahamiann,pai,pai,True
拍粉底,phah-hún-té,16,phah-hún-té,phahhun2te2,phahhun2te2,phahhunte,phahhunte,pht,pht,True
拔大索,pue̍h-tuā-soh,16,poe̍h-tōa-soh,pueh8tua7soh,poeh8toa7soh,puehtuasoh,poehtoasoh,pts,pts,True
拚勢衝,piànn-sè-tshiong,16,piàⁿ-sè-chhiong,piann3se3tshiong,piann3se3chhiong,piannsetshiong,piannsechhiong,pst,psc,True
拚勢衝,piànn-sì-tshiong,16,piàⁿ-sì-chhiong,piann3si3tshiong,piann3si3chhiong,piannsitshiong,piannsichhiong,pst,psc,True
挖人才,óo-jîn-tsâi,16,ó͘-jîn-châi,oo2jin5tsai5,oo2jin5chai5,oojintsai,oojinchai,ojt,ojc,True
挖人才,óo-lîn-tsâi,16,ó͘-lîn-châi,oo2lin5tsai5,oo2lin5chai5,oolintsai,oolinchai,olt,olc,True
捋仔田,lua̍h-á-tshân,16,loa̍h-á-chhân,luah8a2tshan5,loah8a2chhan5,luahatshan,loahachhan,lat,lac,True
捘卵機,tsūn-nn̄g-ki,16,chūn-nn̄g-ki,tsun7nng7ki,chun7nng7ki,tsunnngki,chunnngki,tnk,cnk,True
捲螺筅,kńg-lê-tshíng,16,kńg-lê-chhéng,kng2le5tshing2,kng2le5chheng2,kngletshing,knglechheng,klt,klc,True
排名賽,pâi-miâ-sài,16,pâi-miâ-sài,pai5mia5sai3,pai5mia5sai3,paimiasai,paimiasai,pms,pms,True
掠篙泅,lia̍h-ko-siû,16,lia̍h-ko-siû,liah8kosiu5,liah8kosiu5,liahkosiu,liahkosiu,lks,lks,True
掠龍椅,lia̍h-lîng-í,16,lia̍h-lêng-í,liah8ling5i2,liah8leng5i2,liahlingi,liahlengi,lli,lli,True
接骨木,tsiap-kut-bo̍k,16,chiap-kut-bo̍k,tsiapkutbok8,chiapkutbok8,tsiapkutbok,chiapkutbok,tkb,ckb,True
揀色器,kíng-sik-khì,16,kéng-sek-khì,king2sikkhi3,keng2sekkhi3,kingsikkhi,kengsekkhi,ksk,ksk,True
提示詞,thê-sī-sû,16,thê-sī-sû,the5si7su5,the5si7su5,thesisu,thesisu,tss,tss,True
揤兩下,tshi̍h-nn̄g-ē,16,chhi̍h-nn̄g-ē,tshih8nng7e7,chhih8nng7e7,tshihnnge,chhihnnge,tne,cne,True
揹仔客,phāinn-á-kheh,16,phāiⁿ-á-kheh,phainn7a2kheh,phainn7a2kheh,phainnakheh,phainnakheh,pak,pak,True
搖滾樂,iô-kún-ga̍k,16,iô-kún-ga̍k,io5kun2gak8,io5kun2gak8,iokungak,iokungak,ikg,ikg,True
搜救狗,soo-kiù-káu,16,so͘-kiù-káu,sookiu3kau2,sookiu3kau2,sookiukau,sookiukau,skk,skk,True
搜索票,soo-sik-phiò,16,so͘-sek-phiò,soosikphio3,soosekphio3,soosikphio,soosekphio,ssp,ssp,True
搝大索,khiú-tuā-soh,16,khiú-tōa-soh,khiu2tua7soh,khiu2toa7soh,khiutuasoh,khiutoasoh,kts,kts,True
摖板球,tshè-pán-kiû,16,chhè-pán-kiû,tshe3pan2kiu5,chhe3pan2kiu5,tshepankiu,chhepankiu,tpk,cpk,True
摧死,tshui--sí,16,chhui--sí,tshuisi2,chhuisi2,tshuisi,chhuisi,ts,cs,True
擋老化,tòng-nóo-huà,16,tòng-nó͘-hòa,tong3noo2hua3,tong3noo2hoa3,tongnoohua,tongnoohoa,tnh,tnh,True
攑頭痕,gia̍h-thâu-hûn,16,gia̍h-thâu-hûn,giah8thau5hun5,giah8thau5hun5,giahthauhun,giahthauhun,gth,gth,True
放予爛,pàng-hōo-nuā,16,pàng-hō͘-nōa,pang3hoo7nua7,pang3hoo7noa7,panghoonua,panghoonoa,phn,phn,True
放送器,hòng-sàng-khì,16,hòng-sàng-khì,hong3sang3khi3,hong3sang3khi3,hongsangkhi,hongsangkhi,hsk,hsk,True
敆餡餅,kap-ānn-piánn,16,kap-āⁿ-piáⁿ,kapann7piann2,kapann7piann2,kapannpiann,kapannpiann,kap,kap,True
散熱器,sàn-jia̍t-khì,16,sàn-jia̍t-khì,san3jiat8khi3,san3jiat8khi3,sanjiatkhi,sanjiatkhi,sjk,sjk,True
散熱器,sàn-lia̍t-khì,16,sàn-lia̍t-khì,san3liat8khi3,san3liat8khi3,sanliatkhi,sanliatkhi,slk,slk,True
散赤線,sàn-tshiah-suànn,16,sàn-chhiah-sòaⁿ,san3tshiahsuann3,san3chhiahsoann3,santshiahsuann,sanchhiahsoann,sts,scs,True
敧枋牚,khi-pang-thènn,16,khi-pang-thèⁿ,khipangthenn3,khipangthenn3,khipangthenn,khipangthenn,kpt,kpt,True
敧枋牚,khi-pang-thìnn,16,khi-pang-thìⁿ,khipangthinn3,khipangthinn3,khipangthinn,khipangthinn,kpt,kpt,True
斑芝花,pan-tsi-hue,16,pan-chi-hoe,pantsihue,panchihoe,pantsihue,panchihoe,pth,pch,True
新娘衫,sin-niû-sann,16,sin-niû-saⁿ,sinniu5sann,sinniu5sann,sinniusann,sinniusann,sns,sns,True
方塊酥,hong-tè-soo,16,hong-tè-so͘,hongte3soo,hongte3soo,hongtesoo,hongtesoo,hts,hts,True
日系妝,ji̍t-hē-tsong,16,ji̍t-hē-chong,jit8he7tsong,jit8he7chong,jithetsong,jithechong,jht,jhc,True
日系妝,li̍t-hē-tsong,16,li̍t-hē-chong,lit8he7tsong,lit8he7chong,lithetsong,lithechong,lht,lhc,True
早晝頓,tsá-tàu-tǹg,16,chá-tàu-tǹg,tsa2tau3tng3,cha2tau3tng3,tsatautng,chatautng,ttt,ctt,True
明太子,bîng-thài-tsí,16,bêng-thài-chí,bing5thai3tsi2,beng5thai3chi2,bingthaitsi,bengthaichi,btt,btc,True
明太子,mê-thài-khòo,16,mê-thài-khò͘,me5thai3khoo3,me5thai3khoo3,methaikhoo,methaikhoo,mtk,mtk,True
普洱茶,phóo-ní-tê,16,phó͘-ní-tê,phoo2ni2te5,phoo2ni2te5,phoonite,phoonite,pnt,pnt,True
暗擊手,àm-kik-tshiú,16,àm-kek-chhiú,am3kiktshiu2,am3kekchhiu2,amkiktshiu,amkekchhiu,akt,akc,True
暗擊銃,àm-kik-tshìng,16,àm-kek-chhèng,am3kiktshing3,am3kekchheng3,amkiktshing,amkekchheng,akt,akc,True
曲棍球,khiok-kùn-kiû,16,khiok-kùn-kiû,khiokkun3kiu5,khiokkun3kiu5,khiokkunkiu,khiokkunkiu,kkk,kkk,True
木棉花,bo̍k-mî-hue,16,bo̍k-mî-hoe,bok8mi5hue,bok8mi5hoe,bokmihue,bokmihoe,bmh,bmh,True
杏仁凍,hīng-jîn-tàng,16,hēng-jîn-tàng,hing7jin5tang3,heng7jin5tang3,hingjintang,hengjintang,hjt,hjt,True
杏仁凍,hīng-lîn-tàng,16,hēng-lîn-tàng,hing7lin5tang3,heng7lin5tang3,hinglintang,henglintang,hlt,hlt,True
杏仁粉,hīng-jîn-hún,16,hēng-jîn-hún,hing7jin5hun2,heng7jin5hun2,hingjinhun,hengjinhun,hjh,hjh,True
杏仁粉,hīng-lîn-hún,16,hēng-lîn-hún,hing7lin5hun2,heng7lin5hun2,hinglinhun,henglinhun,hlh,hlh,True
杜賓狗,tōo-pin-káu,16,tō͘-pin-káu,too7pinkau2,too7pinkau2,toopinkau,toopinkau,tpk,tpk,True
枋仔牚,pang-á-thènn,16,pang-á-thèⁿ,panga2thenn3,panga2thenn3,pangathenn,pangathenn,pat,pat,True
枋仔牚,pang-á-thìnn,16,pang-á-thìⁿ,panga2thinn3,panga2thinn3,pangathinn,pangathinn,pat,pat,True
果子乾,kué-tsí-kuann,16,kóe-chí-koaⁿ,kue2tsi2kuann,koe2chi2koann,kuetsikuann,koechikoann,ktk,kck,True
果子乾,ké-tsí-kuann,16,ké-chí-koaⁿ,ke2tsi2kuann,ke2chi2koann,ketsikuann,kechikoann,ktk,kck,True
果汁機,kó-tsiap-ki,16,kó-chiap-ki,ko2tsiapki,ko2chiapki,kotsiapki,kochiapki,ktk,kck,True
染目眉,ní-ba̍k-bâi,16,ní-ba̍k-bâi,ni2bak8bai5,ni2bak8bai5,nibakbai,nibakbai,nbb,nbb,True
染眉膏,ní-bâi-ko,16,ní-bâi-ko,ni2bai5ko,ni2bai5ko,nibaiko,nibaiko,nbk,nbk,True
染脣液,ní-tûn-i̍k,16,ní-tûn-e̍k,ni2tun5ik8,ni2tun5ek8,nitunik,nitunek,nti,nte,True
柔軟度,jiû-luán-tōo,16,jiû-loán-tō͘,jiu5luan2too7,jiu5loan2too7,jiuluantoo,jiuloantoo,jlt,jlt,True
柔軟度,jiû-nńg-tōo,16,jiû-nńg-tō͘,jiu5nng2too7,jiu5nng2too7,jiunngtoo,jiunngtoo,jnt,jnt,True
柔軟度,liû-luán-tōo,16,liû-loán-tō͘,liu5luan2too7,liu5loan2too7,liuluantoo,liuloantoo,llt,llt,True
柔軟度,liû-nńg-tōo,16,liû-nńg-tō͘,liu5nng2too7,liu5nng2too7,liunngtoo,liunngtoo,lnt,lnt,True
柴角仔,tshâ-kak-á,16,chhâ-kak-á,tsha5kaka2,chha5kaka2,tshakaka,chhakaka,tka,cka,True
核分裂,hi̍k-hun-lia̍t,16,he̍k-hun-lia̍t,hik8hunliat8,hek8hunliat8,hikhunliat,hekhunliat,hhl,hhl,True
核融合,hi̍k-iông-ha̍p,16,he̍k-iông-ha̍p,hik8iong5hap8,hek8iong5hap8,hikionghap,hekionghap,hih,hih,True
格式化,keh-sik-huà,16,keh-sek-hòa,kehsikhua3,kehsekhoa3,kehsikhua,kehsekhoa,ksh,ksh,True
框線色,khing-suànn-sik,16,kheng-sòaⁿ-sek,khingsuann3sik,khengsoann3sek,khingsuannsik,khengsoannsek,kss,kss,True
梳妝台,se-tsng-tâi,16,se-chng-tâi,setsngtai5,sechngtai5,setsngtai,sechngtai,stt,sct,True
梳妝台,sue-tsng-tâi,16,soe-chng-tâi,suetsngtai5,soechngtai5,suetsngtai,soechngtai,stt,sct,True
梳妝鏡,se-tsng-kiànn,16,se-chng-kiàⁿ,setsngkiann3,sechngkiann3,setsngkiann,sechngkiann,stk,sck,True
梳妝鏡,sue-tsng-kiànn,16,soe-chng-kiàⁿ,suetsngkiann3,soechngkiann3,suetsngkiann,soechngkiann,stk,sck,True
棉仔糖,mî-á-thn̂g,16,mî-á-thn̂g,mi5a2thng5,mi5a2thng5,miathng,miathng,mat,mat,True
椒麻雞,tsio-bâ-ke,16,chio-bâ-ke,tsioba5ke,chioba5ke,tsiobake,chiobake,tbk,cbk,True
椒麻雞,tsio-bâ-kue,16,chio-bâ-koe,tsioba5kue,chioba5koe,tsiobakue,chiobakoe,tbk,cbk,True
椰子奶,iâ-tsí-ling,16,iâ-chí-leng,ia5tsi2ling,ia5chi2leng,iatsiling,iachileng,itl,icl,True
椰子奶,iâ-tsí-ni,16,iâ-chí-ni,ia5tsi2ni,ia5chi2ni,iatsini,iachini,itn,icn,True
榴彈炮,liû-tuânn-phàu,16,liû-tôaⁿ-phàu,liu5tuann5phau3,liu5toann5phau3,liutuannphau,liutoannphau,ltp,ltp,True
橄欖球,kan-ná-kiû,16,kan-ná-kiû,kanna2kiu5,kanna2kiu5,kannakiu,kannakiu,knk,knk,True
機械舞,ki-hāi-bú,16,ki-hāi-bú,kihai7bu2,kihai7bu2,kihaibu,kihaibu,khb,khb,True
檸檬塔,lê-bóng-thah,16,lê-bóng-thah,le5bong2thah,le5bong2thah,lebongthah,lebongthah,lbt,lbt,True
歐美妝,au-bí-tsong,16,au-bí-chong,aubi2tsong,aubi2chong,aubitsong,aubichong,abt,abc,True
歹牢胎,pháinn-tiâu-the,16,pháiⁿ-tiâu-the,phainn2tiau5the,phainn2tiau5the,phainntiauthe,phainntiauthe,ptt,ptt,True
氣糋鍋,khì-tsìnn-ko,16,khì-chìⁿ-ko,khi3tsinn3ko,khi3chinn3ko,khitsinnko,khichinnko,ktk,kck,True
水流屍,tsuí-lâu-si,16,chúi-lâu-si,tsui2lau5si,chui2lau5si,tsuilausi,chuilausi,tls,cls,True
水浸粿,tsuí-tsìm-kué,16,chúi-chìm-kóe,tsui2tsim3kue2,chui2chim3koe2,tsuitsimkue,chuichimkoe,ttk,cck,True
水煎包,tsuí-tsian-pau,16,chúi-chian-pau,tsui2tsianpau,chui2chianpau,tsuitsianpau,chuichianpau,ttp,ccp,True
水粉膏,tsuí-hún-ko,16,chúi-hún-ko,tsui2hun2ko,chui2hun2ko,tsuihunko,chuihunko,thk,chk,True
水粉餅,tsuí-hún-piánn,16,chúi-hún-piáⁿ,tsui2hun2piann2,chui2hun2piann2,tsuihunpiann,chuihunpiann,thp,chp,True
水雞泅,tsuí-ke-siû,16,chúi-ke-siû,tsui2kesiu5,chui2kesiu5,tsuikesiu,chuikesiu,tks,cks,True
沉浸式,tîm-tsìm-sik,16,tîm-chìm-sek,tim5tsim3sik,tim5chim3sek,timtsimsik,timchimsek,tts,tcs,True
沙沙醬,sa-sa-tsiùnn,16,sa-sa-chiùⁿ,sasatsiunn3,sasachiunn3,sasatsiunn,sasachiunn,sst,ssc,True
沙皮狗,sua-phuê-káu,16,soa-phôe-káu,suaphue5kau2,soaphoe5kau2,suaphuekau,soaphoekau,spk,spk,True
沙皮狗,sua-phê-káu,16,soa-phê-káu,suaphe5kau2,soaphe5kau2,suaphekau,soaphekau,spk,spk,True
沙礫岩,sua-li̍k-gâm,16,soa-le̍k-gâm,sualik8gam5,soalek8gam5,sualikgam,soalekgam,slg,slg,True
油壓剪,iû-ap-tsián,16,iû-ap-chián,iu5aptsian2,iu5apchian2,iuaptsian,iuapchian,iat,iac,True
沿岸流,iân-huānn-lâu,16,iân-hōaⁿ-lâu,ian5huann7lau5,ian5hoann7lau5,ianhuannlau,ianhoannlau,ihl,ihl,True
泅水池,siû-tsuí-tî,16,siû-chúi-tî,siu5tsui2ti5,siu5chui2ti5,siutsuiti,siuchuiti,stt,sct,True
泅水衫,siû-tsuí-sann,16,siû-chúi-saⁿ,siu5tsui2sann,siu5chui2sann,siutsuisann,siuchuisann,sts,scs,True
泅水鏡,siû-tsuí-kiànn,16,siû-chúi-kiàⁿ,siu5tsui2kiann3,siu5chui2kiann3,siutsuikiann,siuchuikiann,stk,sck,True
泉裕泰,tsuânn-jū-thài,16,chôaⁿ-jū-thài,tsuann5ju7thai3,choann5ju7thai3,tsuannjuthai,choannjuthai,tjt,cjt,True
泉裕泰,tsuânn-lū-thài,16,chôaⁿ-lū-thài,tsuann5lu7thai3,choann5lu7thai3,tsuannluthai,choannluthai,tlt,clt,True
泔模粿,ám-bôo-kué,16,ám-bô͘-kóe,am2boo5kue2,am2boo5koe2,ambookue,ambookoe,abk,abk,True
泔模粿,ám-bôo-ké,16,ám-bô͘-ké,am2boo5ke2,am2boo5ke2,ambooke,ambooke,abk,abk,True
法令痕,huat-līng-hûn,16,hoat-lēng-hûn,huatling7hun5,hoatleng7hun5,huatlinghun,hoatlenghun,hlh,hlh,True
洋刺波,iûnn-tshì-pho,16,iûⁿ-chhì-pho,iunn5tshi3pho,iunn5chhi3pho,iunntshipho,iunnchhipho,itp,icp,True
洋芳瓜,iûnn-phang-kue,16,iûⁿ-phang-koe,iunn5phangkue,iunn5phangkoe,iunnphangkue,iunnphangkoe,ipk,ipk,True
洗面乳,sé-bīn-jú,16,sé-bīn-jú,se2bin7ju2,se2bin7ju2,sebinju,sebinju,sbj,sbj,True
海山醬,hái-san-tsiùnn,16,hái-san-chiùⁿ,hai2santsiunn3,hai2sanchiunn3,haisantsiunn,haisanchiunn,hst,hsc,True
海洛因,hái-lo̍k-in,16,hái-lo̍k-in,hai2lok8in,hai2lok8in,hailokin,hailokin,hli,hli,True
海綿筅,hái-mî-tshíng,16,hái-mî-chhéng,hai2mi5tshing2,hai2mi5chheng2,haimitshing,haimichheng,hmt,hmc,True
海豬泅,hái-ti-siû,16,hái-ti-siû,hai2tisiu5,hai2tisiu5,haitisiu,haitisiu,hts,hts,True
消磨量,siau-môo-liōng,16,siau-mô͘-liōng,siaumoo5liong7,siaumoo5liong7,siaumooliong,siaumooliong,sml,sml,True
淘汰賽,tô-thài-sài,16,tô-thài-sài,to5thai3sai3,to5thai3sai3,tothaisai,tothaisai,tts,tts,True
游擊手,iû-kik-tshiú,16,iû-kek-chhiú,iu5kiktshiu2,iu5kekchhiu2,iukiktshiu,iukekchhiu,ikt,ikc,True
游擊隊,iû-kik-tuī,16,iû-kek-tūi,iu5kiktui7,iu5kektui7,iukiktui,iukektui,ikt,ikt,True
游泳池,iû-íng-tî,16,iû-éng-tî,iu5ing2ti5,iu5eng2ti5,iuingti,iuengti,iit,iet,True
游泳衫,iû-íng-sann,16,iû-éng-saⁿ,iu5ing2sann,iu5eng2sann,iuingsann,iuengsann,iis,ies,True
游泳鏡,iû-íng-kiànn,16,iû-éng-kiàⁿ,iu5ing2kiann3,iu5eng2kiann3,iuingkiann,iuengkiann,iik,iek,True
準決賽,tsún-kuat-sài,16,chún-koat-sài,tsun2kuatsai3,chun2koatsai3,tsunkuatsai,chunkoatsai,tks,cks,True
滅火器,bia̍t-hué-khì,16,bia̍t-hóe-khì,biat8hue2khi3,biat8hoe2khi3,biathuekhi,biathoekhi,bhk,bhk,True
滅火器,bia̍t-hé-khì,16,bia̍t-hé-khì,biat8he2khi3,biat8he2khi3,biathekhi,biathekhi,bhk,bhk,True
滯洪池,tī-hông-tî,16,tī-hông-tî,ti7hong5ti5,ti7hong5ti5,tihongti,tihongti,tht,tht,True
演算法,ián-suàn-huat,16,ián-soàn-hoat,ian2suan3huat,ian2soan3hoat,iansuanhuat,iansoanhoat,ish,ish,True
漚查埔,àu-tsa-poo,16,àu-cha-po͘,au3tsapoo,au3chapoo,autsapoo,auchapoo,atp,acp,True
漸層色,tsiām-tsân-sik,16,chiām-chân-sek,tsiam7tsan5sik,chiam7chan5sek,tsiamtsansik,chiamchansek,tts,ccs,True
潛艇堡,tsiâm-thíng-pó,16,chiâm-théng-pó,tsiam5thing2po2,chiam5theng2po2,tsiamthingpo,chiamthengpo,ttp,ctp,True
激外外,kik-guā-guā,16,kek-gōa-gōa,kikgua7gua7,kekgoa7goa7,kikguagua,kekgoagoa,kgg,kgg,True
瀏覽器,liû-lám-khì,16,liû-lám-khì,liu5lam2khi3,liu5lam2khi3,liulamkhi,liulamkhi,llk,llk,True
火燒山,hué-sio-suann,16,hóe-sio-soaⁿ,hue2siosuann,hoe2siosoann,huesiosuann,hoesiosoann,hss,hss,True
火燒山,hé-sio-suann,16,hé-sio-soaⁿ,he2siosuann,he2siosoann,hesiosuann,hesiosoann,hss,hss,True
火薰妝,hué-hun-tsong,16,hóe-hun-chong,hue2huntsong,hoe2hunchong,huehuntsong,hoehunchong,hht,hhc,True
火薰妝,hé-hun-tsong,16,hé-hun-chong,he2huntsong,he2hunchong,hehuntsong,hehunchong,hht,hhc,True
火龍果,hué-liông-kó,16,hóe-liông-kó,hue2liong5ko2,hoe2liong5ko2,hueliongko,hoeliongko,hlk,hlk,True
火龍果,hé-lîng-kó,16,hé-lêng-kó,he2ling5ko2,he2leng5ko2,helingko,helengko,hlk,hlk,True
烏咖啡,oo-ka-pi,16,o͘-ka-pi,ookapi,ookapi,ookapi,ookapi,okp,okp,True
烏目眉,oo-ba̍k-bâ,16,o͘-ba̍k-bâ,oobak8ba5,oobak8ba5,oobakba,oobakba,obb,obb,True
烏目箍,oo-ba̍k-khoo,16,o͘-ba̍k-kho͘,oobak8khoo,oobak8khoo,oobakkhoo,oobakkhoo,obk,obk,True
烏秫米,oo-tsu̍t-bí,16,o͘-chu̍t-bí,ootsut8bi2,oochut8bi2,ootsutbi,oochutbi,otb,ocb,True
烏糙米,oo-tshò-bí,16,o͘-chhò-bí,ootsho3bi2,oochho3bi2,ootshobi,oochhobi,otb,ocb,True
烏胡椒,oo-hôo-tsio,16,o͘-hô͘-chio,oohoo5tsio,oohoo5chio,oohootsio,oohoochio,oht,ohc,True
烏鶖目,oo-tshiu-ba̍k,16,o͘-chhiu-ba̍k,ootshiubak8,oochhiubak8,ootshiubak,oochhiubak,otb,ocb,True
烘箱紙,hang-siunn-tsuá,16,hang-siuⁿ-chóa,hangsiunntsua2,hangsiunnchoa2,hangsiunntsua,hangsiunnchoa,hst,hsc,True
焚化爐,hûn-huà-lôo,16,hûn-hòa-lô͘,hun5hua3loo5,hun5hoa3loo5,hunhualoo,hunhoaloo,hhl,hhl,True
無人機,bô-lâng-ki,16,bô-lâng-ki,bo5lang5ki,bo5lang5ki,bolangki,bolangki,blk,blk,True
無人機,bû-jîn-ki,16,bû-jîn-ki,bu5jin5ki,bu5jin5ki,bujinki,bujinki,bjk,bjk,True
無人機,bû-lîn-ki,16,bû-lîn-ki,bu5lin5ki,bu5lin5ki,bulinki,bulinki,blk,blk,True
無花果,bû-hua-kó,16,bû-hoa-kó,bu5huako2,bu5hoako2,buhuako,buhoako,bhk,bhk,True
無重巡,bô-tîng-sûn,16,bô-têng-sûn,bo5ting5sun5,bo5teng5sun5,botingsun,botengsun,bts,bts,True
焦慮症,tsiau-lī-tsìng,16,chiau-lī-chèng,tsiauli7tsing3,chiauli7cheng3,tsiaulitsing,chiaulicheng,tlt,clc,True
焦慮症,tsiau-lū-tsìng,16,chiau-lū-chèng,tsiaulu7tsing3,chiaulu7cheng3,tsiaulutsing,chiaulucheng,tlt,clc,True
煙腸狗,ian-tshiân-káu,16,ian-chhiân-káu,iantshian5kau2,ianchhian5kau2,iantshiankau,ianchhiankau,itk,ick,True
煙腸狗,ian-tshiâng-káu,16,ian-chhiâng-káu,iantshiang5kau2,ianchhiang5kau2,iantshiangkau,ianchhiangkau,itk,ick,True
熨錫筆,ut-siah-pit,16,ut-siah-pit,utsiahpit,utsiahpit,utsiahpit,utsiahpit,usp,usp,True
熱氣球,jia̍t-khì-kiû,16,jia̍t-khì-kiû,jiat8khi3kiu5,jiat8khi3kiu5,jiatkhikiu,jiatkhikiu,jkk,jkk,True
熱氣球,lia̍t-khì-kiû,16,lia̍t-khì-kiû,liat8khi3kiu5,liat8khi3kiu5,liatkhikiu,liatkhikiu,lkk,lkk,True
燃料棒,jiân-liāu-pāng,16,jiân-liāu-pāng,jian5liau7pang7,jian5liau7pang7,jianliaupang,jianliaupang,jlp,jlp,True
燃料棒,liân-liāu-pāng,16,liân-liāu-pāng,lian5liau7pang7,lian5liau7pang7,lianliaupang,lianliaupang,llp,llp,True
