hanzi,tl,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,taigitv
血角,hueh-kak,25,hoeh-kak,huehkak,hoehkak,huehkak,hoehkak,hk,hk,True
行拳,kiânn-kûn,25,kiâⁿ-kûn,kiann5kun5,kiann5kun5,kiannkun,kiannkun,kk,kk,True
街友,ke-iú,25,ke-iú,keiu2,keiu2,keiu,keiu,ki,ki,True
街友,kue-iú,25,koe-iú,kueiu2,koeiu2,kueiu,koeiu,ki,ki,True
街舞,ke-bú,25,ke-bú,kebu2,kebu2,kebu,kebu,kb,kb,True
街舞,kue-bú,25,koe-bú,kuebu2,koebu2,kuebu,koebu,kb,kb,True
衝湧,tshiong-íng,25,chhiong-éng,tshionging2,chhiongeng2,tshionging,chhiongeng,ti,ce,True
表單,pió-tuann,25,pió-toaⁿ,pio2tuann,pio2toann,piotuann,piotoann,pt,pt,True
裁判,tshâi-phuànn,25,chhâi-phòaⁿ,tshai5phuann3,chhai5phoann3,tshaiphuann,chhaiphoann,tp,cp,True
製程,tsè-thîng,25,chè-thêng,tse3thing5,che3theng5,tsething,chetheng,tt,ct,True
複製,ho̍k-tsè,25,ho̍k-chè,hok8tse3,hok8che3,hoktse,hokche,ht,hc,True
視窗,sī-thang,25,sī-thang,si7thang,si7thang,sithang,sithang,st,st,True
角球,kak-kiû,25,kak-kiû,kakkiu5,kakkiu5,kakkiu,kakkiu,kk,kk,True
角球,khòo-nah,25,khò͘-nah,khoo3nah,khoo3nah,khoonah,khoonah,kn,kn,True
角膜,kak-mo̍oh,25,kak-mo̍͘h,kakmooh8,kakmooh8,kakmooh,kakmooh,km,km,True
觱卡,pi-khah,25,pi-khah,pikhah,pikhah,pikhah,pikhah,pk,pk,True
設定,siat-tīng,25,siat-tēng,siatting7,siatteng7,siatting,siatteng,st,st,True
論壇,lūn-tuânn,25,lūn-tôaⁿ,lun7tuann5,lun7toann5,luntuann,luntoann,lt,lt,True
讀取,tho̍k-tshí,25,tho̍k-chhí,thok8tshi2,thok8chhi2,thoktshi,thokchhi,tt,tc,True
讀取,tho̍k-tshú,25,tho̍k-chhú,thok8tshu2,thok8chhu2,thoktshu,thokchhu,tt,tc,True
豁免,hat-bián,25,hat-bián,hatbian2,hatbian2,hatbian,hatbian,hb,hb,True
豆包,tāu-pau,25,tāu-pau,tau7pau,tau7pau,taupau,taupau,tp,tp,True
豆枝,tāu-ki,25,tāu-ki,tau7ki,tau7ki,tauki,tauki,tk,tk,True
豆皮,tāu-phuê,25,tāu-phôe,tau7phue5,tau7phoe5,tauphue,tauphoe,tp,tp,True
豆皮,tāu-phê,25,tāu-phê,tau7phe5,tau7phe5,tauphe,tauphe,tp,tp,True
豆雞,tāu-ke,25,tāu-ke,tau7ke,tau7ke,tauke,tauke,tk,tk,True
豆雞,tāu-kue,25,tāu-koe,tau7kue,tau7koe,taukue,taukoe,tk,tk,True
象棋,tshiūnn-kî,25,chhiūⁿ-kî,tshiunn7ki5,chhiunn7ki5,tshiunnki,chhiunnki,tk,ck,True
貼圖,tah-tôo,25,tah-tô͘,tahtoo5,tahtoo5,tahtoo,tahtoo,tt,tt,True
贊助,tsàn-tsōo,25,chàn-chō͘,tsan3tsoo7,chan3choo7,tsantsoo,chanchoo,tt,cc,True
赤砂,tshiah-sua,25,chhiah-soa,tshiahsua,chhiahsoa,tshiahsua,chhiahsoa,ts,cs,True
超馬,tshiau-má,25,chhiau-má,tshiauma2,chhiauma2,tshiauma,chhiauma,tm,cm,True
越位,ua̍t-uī,25,oa̍t-ūi,uat8ui7,oat8ui7,uatui,oatui,uu,ou,True
趨冰,tshu-ping,25,chhu-peng,tshuping,chhupeng,tshuping,chhupeng,tp,cp,True
趨枋,tshu-pang,25,chhu-pang,tshupang,chhupang,tshupang,chhupang,tp,cp,True
趨水,tshu-tsuí,25,chhu-chúi,tshutsui2,chhuchui2,tshutsui,chhuchui,tt,cc,True
跑者,pháu-tsiá,25,pháu-chiá,phau2tsia2,phau2chia2,phautsia,phauchia,pt,pc,True
跑酷,pháu-khok,25,pháu-khok,phau2khok,phau2khok,phaukhok,phaukhok,pk,pk,True
跤球,kha-kiû,25,kha-kiû,khakiu5,khakiu5,khakiu,khakiu,kk,kk,True
跨年,khuà-nî,25,khòa-nî,khua3ni5,khoa3ni5,khuani,khoani,kn,kn,True
跨欄,khuà-lân,25,khòa-lân,khua3lan5,khoa3lan5,khualan,khoalan,kl,kl,True
跳床,thiàu-tshn̂g,25,thiàu-chhn̂g,thiau3tshng5,thiau3chhng5,thiautshng,thiauchhng,tt,tc,True
跳水,thiàu-tsuí,25,thiàu-chúi,thiau3tsui2,thiau3chui2,thiautsui,thiauchui,tt,tc,True
跳遠,thiàu-hn̄g,25,thiàu-hn̄g,thiau3hng7,thiau3hng7,thiauhng,thiauhng,th,th,True
跳馬,thiàu-bé,25,thiàu-bé,thiau3be2,thiau3be2,thiaube,thiaube,tb,tb,True
踢拳,that-kûn,25,that-kûn,thatkun5,thatkun5,thatkun,thatkun,tk,tk,True
軍刀,kun-to,25,kun-to,kunto,kunto,kunto,kunto,kt,kt,True
軍棋,kun-kî,25,kun-kî,kunki5,kunki5,kunki,kunki,kk,kk,True
軍閥,kun-hua̍t,25,kun-hoa̍t,kunhuat8,kunhoat8,kunhuat,kunhoat,kh,kh,True
軟糖,nńg-thn̂g,25,nńg-thn̂g,nng2thng5,nng2thng5,nngthng,nngthng,nt,nt,True
軟轎,nńg-kiō,25,nńg-kiō,nng2kio7,nng2kio7,nngkio,nngkio,nk,nk,True
軟餅,nńg-piánn,25,nńg-piáⁿ,nng2piann2,nng2piann2,nngpiann,nngpiann,np,np,True
軟體,nńg-thé,25,nńg-thé,nng2the2,nng2the2,nngthe,nngthe,nt,nt,True
載入,tsài-ji̍p,25,chài-ji̍p,tsai3jip8,chai3jip8,tsaijip,chaijip,tj,cj,True
載入,tsài-li̍p,25,chài-li̍p,tsai3lip8,chai3lip8,tsailip,chailip,tl,cl,True
載具,tsài-khū,25,chài-khū,tsai3khu7,chai3khu7,tsaikhu,chaikhu,tk,ck,True
載具,tsài-kū,25,chài-kū,tsai3ku7,chai3ku7,tsaiku,chaiku,tk,ck,True
輕鐵,khin-thih,25,khin-thih,khinthih,khinthih,khinthih,khinthih,kt,kt,True
輝瑞,hui-suī,25,hui-sūi,huisui7,huisui7,huisui,huisui,hs,hs,True
轉翕,tsuán-hip,25,choán-hip,tsuan2hip,choan2hip,tsuanhip,choanhip,th,ch,True
迒年,hānn-nî,25,hāⁿ-nî,hann7ni5,hann7ni5,hannni,hannni,hn,hn,True
追劇,tui-kio̍k,25,tui-kio̍k,tuikiok8,tuikiok8,tuikiok,tuikiok,tk,tk,True
追星,tui-tshenn,25,tui-chheⁿ,tuitshenn,tuichhenn,tuitshenn,tuichhenn,tt,tc,True
追星,tui-tshinn,25,tui-chhiⁿ,tuitshinn,tuichhinn,tuitshinn,tuichhinn,tt,tc,True
逝懸,tsuā-kuân,25,chōa-koân,tsua7kuan5,choa7koan5,tsuakuan,choakoan,tk,ck,True
逝距,tsuā-kī,25,chōa-kī,tsua7ki7,choa7ki7,tsuaki,choaki,tk,ck,True
逝距,tsuā-kū,25,chōa-kū,tsua7ku7,choa7ku7,tsuaku,choaku,tk,ck,True
連結,liân-kiat,25,liân-kiat,lian5kiat,lian5kiat,liankiat,liankiat,lk,lk,True
遊戲,iû-hì,25,iû-hì,iu5hi3,iu5hi3,iuhi,iuhi,ih,ih,True
運球,ūn-kiû,25,ūn-kiû,un7kiu5,un7kiu5,unkiu,unkiu,uk,uk,True
過濾,kuè-lī,25,kòe-lī,kue3li7,koe3li7,kueli,koeli,kl,kl,True
過濾,kè-lū,25,kè-lū,ke3lu7,ke3lu7,kelu,kelu,kl,kl,True
遏子,at-tsí,25,at-chí,attsi2,atchi2,attsi,atchi,at,ac,True
遮罩,jia-tà,25,jia-tà,jiata3,jiata3,jiata,jiata,jt,jt,True
遮罩,jia-tàu,25,jia-tàu,jiatau3,jiatau3,jiatau,jiatau,jt,jt,True
選項,suán-hāng,25,soán-hāng,suan2hang7,soan2hang7,suanhang,soanhang,sh,sh,True
邊境,pian-kíng,25,pian-kéng,pianking2,piankeng2,pianking,piankeng,pk,pk,True
配套,phuè-thò,25,phòe-thò,phue3tho3,phoe3tho3,phuetho,phoetho,pt,pt,True
配套,phè-thò,25,phè-thò,phe3tho3,phe3tho3,phetho,phetho,pt,pt,True
配送,phuè-sàng,25,phòe-sàng,phue3sang3,phoe3sang3,phuesang,phoesang,ps,ps,True
配送,phè-sàng,25,phè-sàng,phe3sang3,phe3sang3,phesang,phesang,ps,ps,True
酥油,soo-iû,25,so͘-iû,sooiu5,sooiu5,sooiu,sooiu,si,si,True
酥皮,soo-phuê,25,so͘-phôe,soophue5,soophoe5,soophue,soophoe,sp,sp,True
酥皮,soo-phê,25,so͘-phê,soophe5,soophe5,soophe,soophe,sp,sp,True
酵母,kànn-bó,25,kàⁿ-bó,kann3bo2,kann3bo2,kannbo,kannbo,kb,kb,True
酵母,kànn-bú,25,kàⁿ-bú,kann3bu2,kann3bu2,kannbu,kannbu,kb,kb,True
酸豆,sng-tāu,25,sng-tāu,sngtau7,sngtau7,sngtau,sngtau,st,st,True
醣類,thn̂g-luī,25,thn̂g-lūi,thng5lui7,thng5lui7,thnglui,thnglui,tl,tl,True
釉皮,iu-phuê,25,iu-phôe,iuphue5,iuphoe5,iuphue,iuphoe,ip,ip,True
釉皮,iu-phê,25,iu-phê,iuphe5,iuphe5,iuphe,iuphe,ip,ip,True
重巡,tîng-sûn,25,têng-sûn,ting5sun5,teng5sun5,tingsun,tengsun,ts,ts,True
重播,tîng-pò,25,têng-pò,ting5po3,teng5po3,tingpo,tengpo,tp,tp,True
野手,iá-tshiú,25,iá-chhiú,ia2tshiu2,ia2chhiu2,iatshiu,iachhiu,it,ic,True
野球,iá-kiû,25,iá-kiû,ia2kiu5,ia2kiu5,iakiu,iakiu,ik,ik,True
金棗,kim-tsó,25,kim-chó,kimtso2,kimcho2,kimtso,kimcho,kt,kc,True
金粉,kim-hún,25,kim-hún,kimhun2,kimhun2,kimhun,kimhun,kh,kh,True
釘鞋,ting-uê,25,teng-ôe,tingue5,tengoe5,tingue,tengoe,tu,to,True
釘鞋,ting-ê,25,teng-ê,tinge5,tenge5,tinge,tenge,te,te,True
針織,tsiam-tsit,25,chiam-chit,tsiamtsit,chiamchit,tsiamtsit,chiamchit,tt,cc,True
鈍劍,tun-kiàm,25,tun-kiàm,tunkiam3,tunkiam3,tunkiam,tunkiam,tk,tk,True
鉛球,iân-kiû,25,iân-kiû,ian5kiu5,ian5kiu5,iankiu,iankiu,ik,ik,True
鉼頂,pín-tíng,25,pín-téng,pin2ting2,pin2teng2,pinting,pinteng,pt,pt,True
鋒面,hong-bīn,25,hong-bīn,hongbin7,hongbin7,hongbin,hongbin,hb,hb,True
鋪文,phoo-bûn,25,pho͘-bûn,phoobun5,phoobun5,phoobun,phoobun,pb,pb,True
鍋貼,ko-tah,25,ko-tah,kotah,kotah,kotah,kotah,kt,kt,True
鎖舞,só-bú,25,só-bú,so2bu2,so2bu2,sobu,sobu,sb,sb,True
鏈球,liān-kiû,25,liān-kiû,lian7kiu5,lian7kiu5,liankiu,liankiu,lk,lk,True
鐵卵,thih-nn̄g,25,thih-nn̄g,thihnng7,thihnng7,thihnng,thihnng,tn,tn,True
鐵餅,thih-piánn,25,thih-piáⁿ,thihpiann2,thihpiann2,thihpiann,thihpiann,tp,tp,True
鑢卡,lù-khah,25,lù-khah,lu3khah,lu3khah,lukhah,lukhah,lk,lk,True
鑿花,tsha̍k-hue,25,chha̍k-hoe,tshak8hue,chhak8hoe,tshakhue,chhakhoe,th,ch,True
長拳,tn̂g-kûn,25,tn̂g-kûn,tng5kun5,tng5kun5,tngkun,tngkun,tk,tk,True
長跑,tn̂g-pháu,25,tn̂g-pháu,tng5phau2,tng5phau2,tngphau,tngphau,tp,tp,True
門將,mn̂g-tsiòng,25,mn̂g-chiòng,mng5tsiong3,mng5chiong3,mngtsiong,mngchiong,mt,mc,True
開弓,khui-king,25,khui-keng,khuiking,khuikeng,khuiking,khuikeng,kk,kk,True
開球,khui-kiû,25,khui-kiû,khuikiu5,khuikiu5,khuikiu,khuikiu,kk,kk,True
開關,khai-kuan,25,khai-koan,khaikuan,khaikoan,khaikuan,khaikoan,kk,kk,True
閣揆,koh-kuî,25,koh-kûi,kohkui5,kohkui5,kohkui,kohkui,kk,kk,True
閹殘,iam-tsân,25,iam-chân,iamtsan5,iamchan5,iamtsan,iamchan,it,ic,True
阻尼,tsóo-lî,25,chó͘-lî,tsoo2li5,choo2li5,tsooli,chooli,tl,cl,True
阻尼,tsóo-nî,25,chó͘-nî,tsoo2ni5,choo2ni5,tsooni,chooni,tn,cn,True
雙打,siang-tánn,25,siang-táⁿ,siangtann2,siangtann2,siangtann,siangtann,st,st,True
雙槓,siang-kǹg,25,siang-kǹg,siangkng3,siangkng3,siangkng,siangkng,sk,sk,True
雙殺,siang-sat,25,siang-sat,siangsat,siangsat,siangsat,siangsat,ss,ss,True
雞胘,ke-kiān,25,ke-kiān,kekian7,kekian7,kekian,kekian,kk,kk,True
雞胘,kue-kiān,25,koe-kiān,kuekian7,koekian7,kuekian,koekian,kk,kk,True
雞跤,ke-kha,25,ke-kha,kekha,kekha,kekha,kekha,kk,kk,True
雞跤,kue-kha,25,koe-kha,kuekha,koekha,kuekha,koekha,kk,kk,True
雪堡,seh-pó,25,seh-pó,sehpo2,sehpo2,sehpo,sehpo,sp,sp,True
雪橇,seh-khiau,25,seh-khiau,sehkhiau,sehkhiau,sehkhiau,sehkhiau,sk,sk,True
雪車,seh-tshia,25,seh-chhia,sehtshia,sehchhia,sehtshia,sehchhia,st,sc,True
雷根,luî-kin,25,lûi-kin,lui5kin,lui5kin,luikin,luikin,lk,lk,True
雷根,luî-kun,25,lûi-kun,lui5kun,lui5kun,luikun,luikun,lk,lk,True
電競,tiān-kīng,25,tiān-kēng,tian7king7,tian7keng7,tianking,tiankeng,tk,tk,True
電鋸,tiān-kì,25,tiān-kì,tian7ki3,tian7ki3,tianki,tianki,tk,tk,True
電鋸,tiān-kù,25,tiān-kù,tian7ku3,tian7ku3,tianku,tianku,tk,tk,True
電鍍,tiān-tōo,25,tiān-tō͘,tian7too7,tian7too7,tiantoo,tiantoo,tt,tt,True
霧面,bū-bīn,25,bū-bīn,bu7bin7,bu7bin7,bubin,bubin,bb,bb,True
霸凌,pà-lîng,25,pà-lêng,pa3ling5,pa3leng5,paling,paleng,pl,pl,True
青稞,tshenn-kho,25,chheⁿ-kho,tshennkho,chhennkho,tshennkho,chhennkho,tk,ck,True
青稞,tshinn-kho,25,chhiⁿ-kho,tshinnkho,chhinnkho,tshinnkho,chhinnkho,tk,ck,True
青耆,tshenn-kî,25,chheⁿ-kî,tshennki5,chhennki5,tshennki,chhennki,tk,ck,True
青耆,tshinn-kî,25,chhiⁿ-kî,tshinnki5,chhinnki5,tshinnki,chhinnki,tk,ck,True
青醬,tshenn-tsiùnn,25,chheⁿ-chiùⁿ,tshenntsiunn3,chhennchiunn3,tshenntsiunn,chhennchiunn,tt,cc,True
青醬,tshinn-tsiùnn,25,chhiⁿ-chiùⁿ,tshinntsiunn3,chhinnchiunn3,tshinntsiunn,chhinnchiunn,tt,cc,True
面板,bīn-pán,25,bīn-pán,bin7pan2,bin7pan2,binpan,binpan,bp,bp,True
面罩,bīn-tà,25,bīn-tà,bin7ta3,bin7ta3,binta,binta,bt,bt,True
面膜,bīn-mo̍oh,25,bīn-mo̍͘h,bin7mooh8,bin7mooh8,binmooh,binmooh,bm,bm,True
面霜,bīn-song,25,bīn-song,bin7song,bin7song,binsong,binsong,bs,bs,True
靶心,pé-sim,25,pé-sim,pe2sim,pe2sim,pesim,pesim,ps,ps,True
鞍馬,uann-bé,25,oaⁿ-bé,uannbe2,oannbe2,uannbe,oannbe,ub,ob,True
音量,im-liōng,25,im-liōng,imliong7,imliong7,imliong,imliong,il,il,True
預覽,ī-lám,25,ī-lám,i7lam2,i7lam2,ilam,ilam,il,il,True
預覽,ū-lám,25,ū-lám,u7lam2,u7lam2,ulam,ulam,ul,ul,True
預設,ī-siat,25,ī-siat,i7siat,i7siat,isiat,isiat,is,is,True
預設,ū-siat,25,ū-siat,u7siat,u7siat,usiat,usiat,us,us,True
頓卡,tǹg-khah,25,tǹg-khah,tng3khah,tng3khah,tngkhah,tngkhah,tk,tk,True
頓粉,tǹg-hún,25,tǹg-hún,tng3hun2,tng3hun2,tnghun,tnghun,th,th,True
頭頁,thâu-ia̍h,25,thâu-ia̍h,thau5iah8,thau5iah8,thauiah,thauiah,ti,ti,True
頷箍,ām-khoo,25,ām-kho͘,am7khoo,am7khoo,amkhoo,amkhoo,ak,ak,True
顏智,gân-tì,25,gân-tì,gan5ti3,gan5ti3,ganti,ganti,gt,gt,True
飛盤,hui-puânn,25,hui-pôaⁿ,huipuann5,huipoann5,huipuann,huipoann,hp,hp,True
飛輪,hui-lûn,25,hui-lûn,huilun5,huilun5,huilun,huilun,hl,hl,True
飛鳥,hui-niáu,25,hui-niáu,huiniau2,huiniau2,huiniau,huiniau,hn,hn,True
飛鳥,pue-tsiáu,25,poe-chiáu,puetsiau2,poechiau2,puetsiau,poechiau,pt,pc,True
食色,tsia̍h-sik,25,chia̍h-sek,tsiah8sik,chiah8sek,tsiahsik,chiahsek,ts,cs,True
餅𩛩,piánn-kauh,25,piáⁿ-kauh,piann2kauh,piann2kauh,piannkauh,piannkauh,pk,pk,True
香茅,hiang-m̂,25,hiang-m̂,hiangm5,hiangm5,hiangm,hiangm,hm,hm,True
香茅,hiong-hm̂,25,hiong-hm̂,hionghm5,hionghm5,hionghm,hionghm,hh,hh,True
香茅,hiunn-mâu,25,hiuⁿ-mâu,hiunnmau5,hiunnmau5,hiunnmau,hiunnmau,hm,hm,True
馬術,bé-su̍t,25,bé-su̍t,be2sut8,be2sut8,besut,besut,bs,bs,True
駐波,tsù-pho,25,chù-pho,tsu3pho,chu3pho,tsupho,chupho,tp,cp,True
駭客,hái-kheh,25,hái-kheh,hai2kheh,hai2kheh,haikheh,haikheh,hk,hk,True
體操,thé-tshau,25,thé-chhau,the2tshau,the2chhau,thetshau,thechhau,tt,tc,True
鮮奶,tshinn-ling,25,chhiⁿ-leng,tshinnling,chhinnleng,tshinnling,chhinnleng,tl,cl,True
鱸魚,lôo-hî,25,lô͘-hî,loo5hi5,loo5hi5,loohi,loohi,lh,lh,True
鱸魚,lôo-hû,25,lô͘-hû,loo5hu5,loo5hu5,loohu,loohu,lh,lh,True
鴿派,kap-phài,25,kap-phài,kapphai3,kapphai3,kapphai,kapphai,kp,kp,True
鷹派,ing-phài,25,eng-phài,ingphai3,engphai3,ingphai,engphai,ip,ep,True
麥片,be̍h-phìnn,25,be̍h-phìⁿ,beh8phinn3,beh8phinn3,behphinn,behphinn,bp,bp,True
麥角,be̍h-kak,25,be̍h-kak,beh8kak,beh8kak,behkak,behkak,bk,bk,True
麩質,hu-tsit,25,hu-chit,hutsit,huchit,hutsit,huchit,ht,hc,True
黃牌,n̂g-pâi,25,n̂g-pâi,ng5pai5,ng5pai5,ngpai,ngpai,np,np,True
點揤,tiám-tshi̍h,25,tiám-chhi̍h,tiam2tshih8,tiam2chhih8,tiamtshih,tiamchhih,tt,tc,True
點選,tiám-suán,25,tiám-soán,tiam2suan2,tiam2soan2,tiamsuan,tiamsoan,ts,ts,True
鼻刀,phīnn-to,25,phīⁿ-to,phinn7to,phinn7to,phinnto,phinnto,pt,pt,True
鼻柱,phīnn-thiāu,25,phīⁿ-thiāu,phinn7thiau7,phinn7thiau7,phinnthiau,phinnthiau,pt,pt,True
鼻翼,phīnn-si̍t,25,phīⁿ-si̍t,phinn7sit8,phinn7sit8,phinnsit,phinnsit,ps,ps,True
鼻腰,phīnn-io,25,phīⁿ-io,phinn7io,phinn7io,phinnio,phinnio,pi,pi,True
鼻頭,phīnn-thâu,25,phīⁿ-thâu,phinn7thau5,phinn7thau5,phinnthau,phinnthau,pt,pt,True
齒仔,gí-á,25,gí-á,gi2a2,gi2a2,gia,gia,ga,ga,True
齒仔,khí-á,25,khí-á,khi2a2,khi2a2,khia,khia,ka,ka,True
齒盤,khí-puânn,25,khí-pôaⁿ,khi2puann5,khi2poann5,khipuann,khipoann,kp,kp,True
龍船,liông-tsûn,25,liông-chûn,liong5tsun5,liong5chun5,liongtsun,liongchun,lt,lc,True
龍船,lîng-tsûn,25,lêng-chûn,ling5tsun5,leng5chun5,lingtsun,lengchun,lt,lc,True
𠕇仁,tīng-jîn,25,tēng-jîn,ting7jin5,teng7jin5,tingjin,tengjin,tj,tj,True
𠕇仁,tīng-lîn,25,tēng-lîn,ting7lin5,teng7lin5,tinglin,tenglin,tl,tl,True
𢯾枕,mooh-tsím,25,mo͘h-chím,moohtsim2,moohchim2,moohtsim,moohchim,mt,mc,True
𪐞染,tòo-ní,25,tò͘-ní,too3ni2,too3ni2,tooni,tooni,tn,tn,True
Phóo-meh狗,phóo-meh-káu,16,phó͘-meh-káu,phoo2mehkau2,phoo2mehkau2,phoomehkau,phoomehkau,pmk,pmk,True
Uí-sīr-kih,uí-sīr-kih,16,úi-sīr-kih,ui2sir7kih,ui2sir7kih,uisirkih,uisirkih,usk,usk,True
Uí-sū-kih,uí-sū-kih,16,úi-sū-kih,ui2su7kih,ui2su7kih,uisukih,uisukih,usk,usk,True
,a̋m-phái-ah,16,ăm-phái-ah,amphai2ah,am9phai2ah,amphaiah,amphaiah,apa,apa,True
,bok-sìn-gù,16,bok-sìn-gù,boksin3gu3,boksin3gu3,boksingu,boksingu,bsg,bsg,True
,e-móo-jih,16,e-mó͘-jih,emoo2jih,emoo2jih,emoojih,emoojih,emj,emj,True
,goo-lú-huh,16,go͘-lú-huh,goolu2huh,goolu2huh,gooluhuh,gooluhuh,glh,glh,True
gá-suh 爐,gá-suh-lôo,16,gá-suh-lô͘,ga2suhloo5,ga2suhloo5,gasuhloo,gasuhloo,gsl,gsl,True
hah-suh 條,hah-suh-tiâu,16,hah-suh-tiâu,hahsuhtiau5,hahsuhtiau5,hahsuhtiau,hahsuhtiau,hst,hst,True
hah-suh 酥,hah-suh-soo,16,hah-suh-so͘,hahsuhsoo,hahsuhsoo,hahsuhsoo,hahsuhsoo,hss,hss,True
hah-sìr 條,hah-sìr-tiâu,16,hah-sìr-tiâu,hahsir3tiau5,hahsir3tiau5,hahsirtiau,hahsirtiau,hst,hst,True
hah-sìr 酥,hah-sìr-soo,16,hah-sìr-so͘,hahsir3soo,hahsir3soo,hahsirsoo,hahsirsoo,hss,hss,True
,hoo-mú-láng,16,ho͘-mú-láng,hoomu2lang2,hoomu2lang2,hoomulang,hoomulang,hml,hml,True
,hu-lìng-gah,16,hu-lèng-gah,huling3gah,huleng3gah,hulinggah,hulenggah,hlg,hlg,True
,huá-sū-tooh,16,hóa-sū-to͘h,hua2su7tooh,hoa2su7tooh,huasutooh,hoasutooh,hst,hst,True
,khu-lì-mù,16,khu-lì-mù,khuli3mu3,khuli3mu3,khulimu,khulimu,klm,klm,True
khú-khih餅,khú-khih-piánn,16,khú-khih-piáⁿ,khu2khihpiann2,khu2khihpiann2,khukhihpiann,khukhihpiann,kkp,kkp,True
,khőng-niá-kuh,16,khŏng-niá-kuh,khongnia2kuh,khong9nia2kuh,khongniakuh,khongniakuh,knk,knk,True
,lè-hù-tooh,16,lè-hù-to͘h,le3hu3tooh,le3hu3tooh,lehutooh,lehutooh,lht,lht,True
lìn-gòo派,lìn-gòo-phài,16,lìn-gò͘-phài,lin3goo3phai3,lin3goo3phai3,lingoophai,lingoophai,lgp,lgp,True
,ma-sá-lah,16,ma-sá-lah,masa2lah,masa2lah,masalah,masalah,msl,msl,True
oo-mú 卵,oo-mú-nn̄g,16,o͘-mú-nn̄g,oomu2nng7,oomu2nng7,oomunng,oomunng,omn,omn,True
,phián-khè-khò,16,phián-khè-khò,phian2khe3kho3,phian2khe3kho3,phiankhekho,phiankhekho,pkk,pkk,True
,se-khàn-tooh,16,se-khàn-to͘h,sekhan3tooh,sekhan3tooh,sekhantooh,sekhantooh,skt,skt,True
,sia̍k-siú-khah,16,sia̍k-siú-khah,siak8siu2khah,siak8siu2khah,siaksiukhah,siaksiukhah,ssk,ssk,True
tshì-sìr餅,tshì-sìr-piánn,16,chhì-sìr-piáⁿ,tshi3sir3piann2,chhi3sir3piann2,tshisirpiann,chhisirpiann,tsp,csp,True
tshì-sù餅,tshì-sù-piánn,16,chhì-sù-piáⁿ,tshi3su3piann2,chhi3su3piann2,tshisupiann,chhisupiann,tsp,csp,True
一壘手,it-luí-tshiú,16,it-lúi-chhiú,itlui2tshiu2,itlui2chhiu2,itluitshiu,itluichhiu,ilt,ilc,True
一夜干,it-iā-kuann,16,it-iā-koaⁿ,itia7kuann,itia7koann,itiakuann,itiakoann,iik,iik,True
三不等,sam-put-tíng,16,sam-put-téng,samputting2,samputteng2,samputting,samputteng,spt,spt,True
三分球,sann-hun-kiû,16,saⁿ-hun-kiû,sannhunkiu5,sannhunkiu5,sannhunkiu,sannhunkiu,shk,shk,True
三壘手,sann-luí-tshiú,16,saⁿ-lúi-chhiú,sannlui2tshiu2,sannlui2chhiu2,sannluitshiu,sannluichhiu,slt,slc,True
三日賽,sann-ji̍t-sài,16,saⁿ-ji̍t-sài,sannjit8sai3,sannjit8sai3,sannjitsai,sannjitsai,sjs,sjs,True
三日賽,sann-li̍t-sài,16,saⁿ-li̍t-sài,sannlit8sai3,sannlit8sai3,sannlitsai,sannlitsai,sls,sls,True
三角錐,sann-kak-tsui,16,saⁿ-kak-chui,sannkaktsui,sannkakchui,sannkaktsui,sannkakchui,skt,skc,True
三項賽,sann-hāng-sài,16,saⁿ-hāng-sài,sannhang7sai3,sannhang7sai3,sannhangsai,sannhangsai,shs,shs,True
上細化,siōng-suè-huà,16,siōng-sòe-hòa,siong7sue3hua3,siong7soe3hoa3,siongsuehua,siongsoehoa,ssh,ssh,True
上細化,siōng-sè-huà,16,siōng-sè-hòa,siong7se3hua3,siong7se3hoa3,siongsehua,siongsehoa,ssh,ssh,True
下一步,ē-tsi̍t-pōo,16,ē-chi̍t-pō͘,e7tsit8poo7,e7chit8poo7,etsitpoo,echitpoo,etp,ecp,True
下半場,ē-puànn-tiûnn,16,ē-pòaⁿ-tiûⁿ,e7puann3tiunn5,e7poann3tiunn5,epuanntiunn,epoanntiunn,ept,ept,True
下目箍,ē-ba̍k-khoo,16,ē-ba̍k-kho͘,e7bak8khoo,e7bak8khoo,ebakkhoo,ebakkhoo,ebk,ebk,True
下目蚶,ē-ba̍k-ham,16,ē-ba̍k-ham,e7bak8ham,e7bak8ham,ebakham,ebakham,ebh,ebh,True
下頦線,ē-hâi-suànn,16,ē-hâi-sòaⁿ,e7hai5suann3,e7hai5soann3,ehaisuann,ehaisoann,ehs,ehs,True
下頦角,ē-hâi-kak,16,ē-hâi-kak,e7hai5kak,e7hai5kak,ehaikak,ehaikak,ehk,ehk,True
下頦觳,ē-hâi-khok,16,ē-hâi-khok,e7hai5khok,e7hai5khok,ehaikhok,ehaikhok,ehk,ehk,True
不織布,put-tsit-pòo,16,put-chit-pò͘,puttsitpoo3,putchitpoo3,puttsitpoo,putchitpoo,ptp,pcp,True
中長跑,tiong-tn̂g-pháu,16,tiong-tn̂g-pháu,tiongtng5phau2,tiongtng5phau2,tiongtngphau,tiongtngphau,ttp,ttp,True
主動肌,tsú-tōng-ki,16,chú-tōng-ki,tsu2tong7ki,chu2tong7ki,tsutongki,chutongki,ttk,ctk,True
