臭火薰,臭火煙
臭奶呆,臭奶獃
臭奶呆,臭乳呆
臭奶呆,臭乳獃
茭白筍,加白筍
草地人,草地儂
臭尿薟,臭尿辛
草厝仔,草茨仔
臭喙角,臭嘴角
臭殕,臭醭
臭焦,臭乾
臭塗味,臭土味
臭腥,臭青
臭腥公,臭青公
臭跤液,臭跤餿
臭跤液,臭骹液
臭跤液,臭腳液
茶鈷,茶𥑮
草蓆,草𥱊
茶甌,茶𥕥
袂,𣍐
袂用得,𣍐用得
袂合,𣍐合
袂收山,𣍐收山
荏身,弱身
袂見笑,𣍐見笑
袂使,𣍐使
袂使得,𣍐使得
袂和,𣍐和
袂直,𣍐直
袂按算,𣍐按算
袂赴,𣍐赴
袂食袂睏,𣍐食𣍐睏
袂食袂睏,袂噍𣍐睏
袂食袂睏,袂吃袂睏
袂記得,𣍐記得
袂得過,𣍐得過
袂堪得,𣍐堪得
袂當,袂凍
袂輸,𣍐輸
袂輸講,𣍐輸講
袂講得,𣍐講得
荏懶,荏爛
貢丸,摃丸
討皮疼,討皮痛
退色,褪色
討契兄,討客兄
討海人,討海儂
起無空,起無孔
起痟,起𤞚
討趁,討賺
起雄,起兇
討債囝,討債子
起跤動手,起骹動手
起跤動手,起腳動手
迵過,通過
討數,討賬
鬥,湊
骨力,搰力
鬥句,湊句
針灸,鍼灸
酒杯,酒桮
鬥空,湊空
鬥空,湊孔
鬥空,鬥孔
鬥股,湊股
鬥相共,湊相共
骨烌,骨灰
陣疼,陣痛
飢荒,饑荒
鬥陣,湊陣
鬥做伙,湊做伙
鬥無閒,湊無閒
鬥無閒,鬥無閑
鬥無閒,逗無閒
針黹,針指
鬥跤手,鬥骹手
鬥跤手,鬥腳手
鬥跤手,湊腳手
鬥夥計,搭夥計
鬥夥計,湊夥計
鬥榫頭,湊榫頭
鬥鬧熱,湊鬧熱
鬥鬧熱,逗鬧熱
閃爍,閃熾
閃爍,閃熠
高麗參,高麗蔘
偌,若
偌,外
假𠢕,假賢
做人,做儂
做人,做儂
假仙假觸,假仙假𧰵
做司公,做師公
偷拈,偷捻
偷食,偷噍
偷食,偷吃
偷食步,偷噍步
偷食步,偷吃步
做臭人,做臭儂
假喙齒,假嘴齒
偷提,偷摕
