tl,hanzi,frequency,poj,tl_num,poj_num,tps_num,tps_num_var,tl_notone,poj_notone,tps_notone,tps_notone_var,tl_abbrev,poj_abbrev,tps_abbrev,tps_abbrev_var,taijit,is_variant
bīn-khuán,面款,25,bīn-khoán,bin7khuan2,bin7khoan2,ㆠㄧㄣ˫ㄎㄨㄢˋ,,binkhuan,binkhoan,ㆠㄧㄣㄎㄨㄢ,,bk,bk,ㆠㄎ,,True,False
bīn-iû,面油,25,bīn-iû,bin7iu5,bin7iu5,ㆠㄧㄣ˫ㄧㄨˊ,,biniu,biniu,ㆠㄧㄣㄧㄨ,,bi,bi,ㆠㄧ,,True,False
bīn-oo,面烏,25,bīn-o͘,bin7oo1,bin7oo1,ㆠㄧㄣ˫ㆦ,,binoo,binoo,ㆠㄧㄣㆦ,,bo,bo,ㆠㆦ,,True,False
bīn-jia̍t,面熱,25,bīn-jia̍t,bin7jiat8,bin7jiat8,ㆠㄧㄣ˫ㆢㄧㄚㆵ̇,,binjiat,binjiat,ㆠㄧㄣㆢㄧㄚㆵ,,bj,bj,ㆠㆢ,,True,False
bīn-phûn,面盆,25,bīn-phûn,bin7phun5,bin7phun5,ㆠㄧㄣ˫ㄆㄨㄣˊ,,binphun,binphun,ㆠㄧㄣㄆㄨㄣ,,bp,bp,ㆠㄆ,,True,False
biān-bo̍k,面目,25,biān-bo̍k,bian7bok8,bian7bok8,ㆠㄧㄢ˫ㆠㆦㆻ̇,,bianbok,bianbok,ㆠㄧㄢㆠㆦㆻ,,bb,bb,ㆠㆠ,,True,False
bīn-ba̍k,面目,25,bīn-ba̍k,bin7bak8,bin7bak8,ㆠㄧㄣ˫ㆠㄚㆻ̇,,binbak,binbak,ㆠㄧㄣㆠㄚㆻ,,bb,bb,ㆠㆠ,,True,False
bīn-siòng,面相,25,bīn-siòng,bin7siong3,bin7siong3,ㆠㄧㄣ˫ㄒㄧㆲ˪,,binsiong,binsiong,ㆠㄧㄣㄒㄧㆲ,,bs,bs,ㆠㄒ,,True,False
bīn-sîn,面神,25,bīn-sîn,bin7sin5,bin7sin5,ㆠㄧㄣ˫ㄒㄧㄣˊ,,binsin,binsin,ㆠㄧㄣㄒㄧㄣ,,bs,bs,ㆠㄒ,,True,False
bīn-hún,面粉,25,bīn-hún,bin7hun2,bin7hun2,ㆠㄧㄣ˫ㄏㄨㄣˋ,,binhun,binhun,ㆠㄧㄣㄏㄨㄣ,,bh,bh,ㆠㄏ,,True,False
bīn-âng,面紅,25,bīn-âng,bin7ang5,bin7ang5,ㆠㄧㄣ˫ㄤˊ,,binang,binang,ㆠㄧㄣㄤ,,ba,ba,ㆠㄤ,,True,False
biān-tâm,面談,25,biān-tâm,bian7tam5,bian7tam5,ㆠㄧㄢ˫ㄉㆰˊ,,biantam,biantam,ㆠㄧㄢㄉㆰ,,bt,bt,ㆠㄉ,,True,False
bīn-jū,面諭,25,bīn-jū,bin7ju7,bin7ju7,ㆠㄧㄣ˫ㆡㄨ˫,,binju,binju,ㆠㄧㄣㆡㄨ,,bj,bj,ㆠㆡ,,True,False
bīn-māu,面貌,25,bīn-māu,bin7mau7,bin7mau7,ㆠㄧㄣ˫ㄇㄠ˫,,binmau,binmau,ㆠㄧㄣㄇㄠ,,bm,bm,ㆠㄇ,,True,False
bīn-niau,面貓,25,bīn-niau,bin7niau1,bin7niau1,ㆠㄧㄣ˫ㄋㄧㄠ,,binniau,binniau,ㆠㄧㄣㄋㄧㄠ,,bn,bn,ㆠㄋ,,True,False
biān-kè,面過,25,biān-kè,bian7ke3,bian7ke3,ㆠㄧㄢ˫ㄍㆤ˪,,bianke,bianke,ㆠㄧㄢㄍㆤ,,bk,bk,ㆠㄍ,,True,False
bīn-kiànn,面鏡,25,bīn-kiàⁿ,bin7kiann3,bin7kiann3,ㆠㄧㄣ˫ㄍㄧㆩ˪,,binkiann,binkiann,ㆠㄧㄣㄍㄧㆩ,,bk,bk,ㆠㄍ,,True,False
bīn-bé,面馬,25,bīn-bé,bin7be2,bin7be2,ㆠㄧㄣ˫ㆠㆤˋ,,binbe,binbe,ㆠㄧㄣㆠㆤ,,bb,bb,ㆠㆠ,,True,False
bīn-kut,面骨,25,bīn-kut,bin7kut4,bin7kut4,ㆠㄧㄣ˫ㄍㄨㆵ,,binkut,binkut,ㆠㄧㄣㄍㄨㆵ,,bk,bk,ㆠㄍ,,True,False
bīn-thé,面體,25,bīn-thé,bin7the2,bin7the2,ㆠㄧㄣ˫ㄊㆤˋ,,binthe,binthe,ㆠㄧㄣㄊㆤ,,bt,bt,ㆠㄊ,,True,False
kik-jīm,革任,25,kek-jīm,kik4jim7,kek4jim7,ㄍㄧㆻㆢㄧㆬ˫,,kikjim,kekjim,ㄍㄧㆻㆢㄧㆬ,,kj,kj,ㄍㆢ,,True,False
kik-tshut,革出,25,kek-chhut,kik4tshut4,kek4chhut4,ㄍㄧㆻㄘㄨㆵ,,kiktshut,kekchhut,ㄍㄧㆻㄘㄨㆵ,,kt,kc,ㄍㄘ,,True,False
kik-miâ,革名,25,kek-miâ,kik4mia5,kek4mia5,ㄍㄧㆻㄇㄧㄚˊ,,kikmia,kekmia,ㄍㄧㆻㄇㄧㄚ,,km,km,ㄍㄇ,,True,False
kik-tsi̍k,革籍,25,kek-che̍k,kik4tsik8,kek4chek8,ㄍㄧㆻㄐㄧㆻ̇,,kiktsik,kekchek,ㄍㄧㆻㄐㄧㆻ,,kt,kc,ㄍㄐ,,True,False
kik-niû,革糧,25,kek-niû,kik4niu5,kek4niu5,ㄍㄧㆻㄋㄧㄨˊ,,kikniu,kekniu,ㄍㄧㆻㄋㄧㄨ,,kn,kn,ㄍㄋ,,True,False
kik-tsit,革職,25,kek-chit,kik4tsit4,kek4chit4,ㄍㄧㆻㄐㄧㆵ,,kiktsit,kekchit,ㄍㄧㆻㄐㄧㆵ,,kt,kc,ㄍㄐ,,True,False
kik-tio̍k,革逐,25,kek-tio̍k,kik4tiok8,kek4tiok8,ㄍㄧㆻㄉㄧㆦㆻ̇,,kiktiok,kektiok,ㄍㄧㆻㄉㄧㆦㆻ,,kt,kt,ㄍㄉ,,True,False
kik-tû,革除,25,kek-tû,kik4tu5,kek4tu5,ㄍㄧㆻㄉㄨˊ,,kiktu,kektu,ㄍㄧㆻㄉㄨ,,kt,kt,ㄍㄉ,,True,False
hia-tsiam,靴尖,25,hia-chiam,hia1tsiam1,hia1chiam1,ㄏㄧㄚㄐㄧㆰ,,hiatsiam,hiachiam,ㄏㄧㄚㄐㄧㆰ,,ht,hc,ㄏㄐ,,True,False
hia-tháng,靴桶,25,hia-tháng,hia1thang2,hia1thang2,ㄏㄧㄚㄊㄤˋ,,hiathang,hiathang,ㄏㄧㄚㄊㄤ,,ht,ht,ㄏㄊ,,True,False
hia-bôo,靴模,25,hia-bô͘,hia1boo5,hia1boo5,ㄏㄧㄚㆠㆦˊ,,hiaboo,hiaboo,ㄏㄧㄚㆠㆦ,,hb,hb,ㄏㆠ,,True,False
hia-phuà,靴破,25,hia-phòa,hia1phua3,hia1phoa3,ㄏㄧㄚㄆㄨㄚ˪,,hiaphua,hiaphoa,ㄏㄧㄚㄆㄨㄚ,,hp,hp,ㄏㄆ,,True,False
hia-kóng,靴管,25,hia-kóng,hia1kong2,hia1kong2,ㄏㄧㄚㄍㆲˋ,,hiakong,hiakong,ㄏㄧㄚㄍㆲ,,hk,hk,ㄏㄍ,,True,False
hia-puè,靴貝,25,hia-pòe,hia1pue3,hia1poe3,ㄏㄧㄚㄅㄨㆤ˪,,hiapue,hiapoe,ㄏㄧㄚㄅㄨㆤ,,hp,hp,ㄏㄅ,,True,False
hia-uê,靴鞋,25,hia-ôe,hia1ue5,hia1oe5,ㄏㄧㄚㄨㆤˊ,,hiaue,hiaoe,ㄏㄧㄚㄨㆤ,,hu,ho,ㄏㄨ,,True,False
iang-se,鞅紗,25,iang-se,iang1se1,iang1se1,ㄧㄤㄙㆤ,,iangse,iangse,ㄧㄤㄙㆤ,,is,is,ㄧㄙ,,True,False
iang-iang,鞅鞅,25,iang-iang,iang1iang1,iang1iang1,ㄧㄤㄧㄤ,,iangiang,iangiang,ㄧㄤㄧㄤ,,ii,ii,ㄧㄧ,,True,False
uê-tsheh,鞋冊,25,ôe-chheh,ue5tsheh4,oe5chheh4,ㄨㆤˊㄘㆤㆷ,,uetsheh,oechheh,ㄨㆤㄘㆤㆷ,,ut,oc,ㄨㄘ,,True,False
uê-ba̍k,鞋墨,25,ôe-ba̍k,ue5bak8,oe5bak8,ㄨㆤˊㆠㄚㆻ̇,,uebak,oebak,ㄨㆤㆠㄚㆻ,,ub,ob,ㄨㆠ,,True,False
uê-buê,鞋媒,25,ôe-bôe,ue5bue5,oe5boe5,ㄨㆤˊㆠㄨㆤˊ,,uebue,oeboe,ㄨㆤㆠㄨㆤ,,ub,ob,ㄨㆠ,,True,False
uê-tuà,鞋帶,25,ôe-tòa,ue5tua3,oe5toa3,ㄨㆤˊㄉㄨㄚ˪,,uetua,oetoa,ㄨㆤㄉㄨㄚ,,ut,ot,ㄨㄉ,,True,True
uê-tué,鞋底,25,ôe-tóe,ue5tue2,oe5toe2,ㄨㆤˊㄉㄨㆤˋ,,uetue,oetoe,ㄨㆤㄉㄨㆤ,,ut,ot,ㄨㄉ,,True,False
uê-tiàm,鞋店,25,ôe-tiàm,ue5tiam3,oe5tiam3,ㄨㆤˊㄉㄧㆰ˪,,uetiam,oetiam,ㄨㆤㄉㄧㆰ,,ut,ot,ㄨㄉ,,True,False
uê-bín,鞋抿,25,ôe-bín,ue5bin2,oe5bin2,ㄨㆤˊㆠㄧㄣˋ,,uebin,oebin,ㄨㆤㆠㄧㄣ,,ub,ob,ㄨㆠ,,True,False
uê-pui̍h,鞋拔,25,ôe-pu̍ih,ue5puih8,oe5puih8,ㄨㆤˊㄅㄨㄧㆷ̇,,uepuih,oepuih,ㄨㆤㄅㄨㄧㆷ,,up,op,ㄨㄅ,,True,False
uê-thua,鞋拖,25,ôe-thoa,ue5thua1,oe5thoa1,ㄨㆤˊㄊㄨㄚ,,uethua,oethoa,ㄨㆤㄊㄨㄚ,,ut,ot,ㄨㄊ,,True,False
uê-the̍h,鞋提,25,ôe-the̍h,ue5theh8,oe5theh8,ㄨㆤˊㄊㆤㆷ̇,,uetheh,oetheh,ㄨㆤㄊㆤㆷ,,ut,ot,ㄨㄊ,,True,False
uê-tsū,鞋敷,25,ôe-chū,ue5tsu7,oe5chu7,ㄨㆤˊㄗㄨ˫,,uetsu,oechu,ㄨㆤㄗㄨ,,ut,oc,ㄨㄗ,,True,False
uê-hùn,鞋楥,25,ôe-hùn,ue5hun3,oe5hun3,ㄨㆤˊㄏㄨㄣ˪,,uehun,oehun,ㄨㆤㄏㄨㄣ,,uh,oh,ㄨㄏ,,True,False
uê-iūnn,鞋樣,25,ôe-iūⁿ,ue5iunn7,oe5iunn7,ㄨㆤˊㄧㆫ˫,,ueiunn,oeiunn,ㄨㆤㄧㆫ,,ui,oi,ㄨㄧ,,True,False
uê-iû,鞋油,25,ôe-iû,ue5iu5,oe5iu5,ㄨㆤˊㄧㄨˊ,,ueiu,oeiu,ㄨㆤㄧㄨ,,ui,oi,ㄨㄧ,,True,False
uê-tiam,鞋砧,25,ôe-tiam,ue5tiam1,oe5tiam1,ㄨㆤˊㄉㄧㆰ,,uetiam,oetiam,ㄨㆤㄉㄧㆰ,,ut,ot,ㄨㄉ,,True,False
uê-phe,鞋胚,25,ôe-phe,ue5phe1,oe5phe1,ㄨㆤˊㄆㆤ,,uephe,oephe,ㄨㆤㄆㆤ,,up,op,ㄨㄆ,,True,True
uê-io̍h,鞋藥,25,ôe-io̍h,ue5ioh8,oe5ioh8,ㄨㆤˊㄧㄛㆷ̇,,ueioh,oeioh,ㄨㆤㄧㄛㆷ,,ui,oi,ㄨㄧ,,True,False
uê-lí,鞋裡,25,ôe-lí,ue5li2,oe5li2,ㄨㆤˊㄌㄧˋ,,ueli,oeli,ㄨㆤㄌㄧ,,ul,ol,ㄨㄌ,,True,False
uê-be̍h,鞋襪,25,ôe-be̍h,ue5beh8,oe5beh8,ㄨㆤˊㆠㆤㆷ̇,,uebeh,oebeh,ㄨㆤㆠㆤㆷ,,ub,ob,ㄨㆠ,,True,False
uê-tshàn,鞋襯,25,ôe-chhàn,ue5tshan3,oe5chhan3,ㄨㆤˊㄘㄢ˪,,uetshan,oechhan,ㄨㆤㄘㄢ,,ut,oc,ㄨㄘ,,True,False
uê-pān,鞋辦,25,ôe-pān,ue5pan7,oe5pan7,ㄨㆤˊㄅㄢ˫,,uepan,oepan,ㄨㆤㄅㄢ,,up,op,ㄨㄅ,,True,False
uê-bīn,鞋面,25,ôe-bīn,ue5bin7,oe5bin7,ㄨㆤˊㆠㄧㄣ˫,,uebin,oebin,ㄨㆤㆠㄧㄣ,,ub,ob,ㄨㆠ,,True,False
uê-tinn,鞋靪,25,ôe-tiⁿ,ue5tinn1,oe5tinn1,ㄨㆤˊㄉㆪ,,uetinn,oetinn,ㄨㆤㄉㆪ,,ut,ot,ㄨㄉ,,True,False
uê-thâu,鞋頭,25,ôe-thâu,ue5thau5,oe5thau5,ㄨㆤˊㄊㄠˊ,,uethau,oethau,ㄨㆤㄊㄠ,,ut,ot,ㄨㄊ,,True,False
uê-tshiu,鞋鬚,25,ôe-chhiu,ue5tshiu1,oe5chhiu1,ㄨㆤˊㄑㄧㄨ,,uetshiu,oechhiu,ㄨㆤㄑㄧㄨ,,ut,oc,ㄨㄑ,,True,False
uê-phīnn,鞋鼻,25,ôe-phīⁿ,ue5phinn7,oe5phinn7,ㄨㆤˊㄆㆪ˫,,uephinn,oephinn,ㄨㆤㄆㆪ,,up,op,ㄨㄆ,,True,False
uann-kiô,鞍橋,25,oaⁿ-kiô,uann1kio5,oann1kio5,ㄨㆩㄍㄧㄛˊ,,uannkio,oannkio,ㄨㆩㄍㄧㄛ,,uk,ok,ㄨㄍ,,True,False
kiok-kiong,鞠躬,25,kiok-kiong,kiok4kiong1,kiok4kiong1,ㄍㄧㆦㆻㄍㄧㆲ,,kiokkiong,kiokkiong,ㄍㄧㆦㆻㄍㄧㆲ,,kk,kk,ㄍㄍ,,True,False
pian-that,鞭撻,25,pian-that,pian1that4,pian1that4,ㄅㄧㄢㄊㄚㆵ,,pianthat,pianthat,ㄅㄧㄢㄊㄚㆵ,,pt,pt,ㄅㄊ,,True,False
pinn-pinn,鞭鞭,25,piⁿ-piⁿ,pinn1pinn1,pinn1pinn1,ㄅㆪㄅㆪ,,pinnpinn,pinnpinn,ㄅㆪㄅㆪ,,pp,pp,ㄅㄅ,,True,False
that-to,韃刀,25,that-to,that4to1,that4to1,ㄊㄚㆵㄉㄛ,,thatto,thatto,ㄊㄚㆵㄉㄛ,,tt,tt,ㄊㄉ,,True,False
uí-tô,韋馱,25,úi-tô,ui2to5,ui2to5,ㄨㄧˋㄉㄛˊ,,uito,uito,ㄨㄧㄉㄛ,,ut,ut,ㄨㄉ,,True,False
jūn-phê,韌皮,25,jūn-phê,jun7phe5,jun7phe5,ㆡㄨㄣ˫ㄆㆤˊ,,junphe,junphe,ㆡㄨㄣㄆㆤ,,jp,jp,ㆡㄆ,,True,False
jūn-thn̂g,韌糖,25,jūn-thn̂g,jun7thng5,jun7thng5,ㆡㄨㄣ˫ㄊㆭˊ,,junthng,junthng,ㆡㄨㄣㄊㆭ,,jt,jt,ㆡㄊ,,True,False
jūn-piánn,韌餅,25,jūn-piáⁿ,jun7piann2,jun7piann2,ㆡㄨㄣ˫ㄅㄧㆩˋ,,junpiann,junpiann,ㆡㄨㄣㄅㄧㆩ,,jp,jp,ㆡㄅ,,True,False
hân-sìn,韓信,25,hân-sìn,han5sin3,han5sin3,ㄏㄢˊㄒㄧㄣ˪,,hansin,hansin,ㄏㄢㄒㄧㄣ,,hs,hs,ㄏㄒ,,True,False
tho-hué,韜晦,25,tho-hóe,tho1hue2,tho1hoe2,ㄊㄛㄏㄨㆤˋ,,thohue,thohoe,ㄊㄛㄏㄨㆤ,,th,th,ㄊㄏ,,True,False
tho-lio̍k,韜略,25,tho-lio̍k,tho1liok8,tho1liok8,ㄊㄛㄌㄧㆦㆻ̇,,tholiok,tholiok,ㄊㄛㄌㄧㆦㆻ,,tl,tl,ㄊㄌ,,True,False
kú-tshài,韭菜,25,kú-chhài,ku2tshai3,ku2chhai3,ㄍㄨˋㄘㄞ˪,,kutshai,kuchhai,ㄍㄨㄘㄞ,,kt,kc,ㄍㄘ,,True,False
kiú-tsoo,韭蒩,25,kiú-cho͘,kiu2tsoo1,kiu2choo1,ㄍㄧㄨˋㄗㆦ,,kiutsoo,kiuchoo,ㄍㄧㄨㄗㆦ,,kt,kc,ㄍㄗ,,True,False
im-sìn,音信,25,im-sìn,im1sin3,im1sin3,ㄧㆬㄒㄧㄣ˪,,imsin,imsin,ㄧㆬㄒㄧㄣ,,is,is,ㄧㄒ,,True,False
im-tsí,音子,25,im-chí,im1tsi2,im1chi2,ㄧㆬㄐㄧˋ,,imtsi,imchi,ㄧㆬㄐㄧ,,it,ic,ㄧㄐ,,True,False
im-lu̍t,音律,25,im-lu̍t,im1lut8,im1lut8,ㄧㆬㄌㄨㆵ̇,,imlut,imlut,ㄧㆬㄌㄨㆵ,,il,il,ㄧㄌ,,True,False
im-keh,音格,25,im-keh,im1keh4,im1keh4,ㄧㆬㄍㆤㆷ,,imkeh,imkeh,ㄧㆬㄍㆤㆷ,,ik,ik,ㄧㄍ,,True,False
im-hû,音符,25,im-hû,im1hu5,im1hu5,ㄧㆬㄏㄨˊ,,imhu,imhu,ㄧㆬㄏㄨ,,ih,ih,ㄧㄏ,,True,False
im-kip,音級,25,im-kip,im1kip4,im1kip4,ㄧㆬㄍㄧㆴ,,imkip,imkip,ㄧㆬㄍㄧㆴ,,ik,ik,ㄧㄍ,,True,False
im-gú,音語,25,im-gú,im1gu2,im1gu2,ㄧㆬㆣㄨˋ,,imgu,imgu,ㄧㆬㆣㄨ,,ig,ig,ㄧㆣ,,True,False
im-tiāu,音調,25,im-tiāu,im1tiau7,im1tiau7,ㄧㆬㄉㄧㄠ˫,,imtiau,imtiau,ㄧㆬㄉㄧㄠ,,it,it,ㄧㄉ,,True,False
im-hióng,音響,25,im-hióng,im1hiong2,im1hiong2,ㄧㆬㄏㄧㆲˋ,,imhiong,imhiong,ㄧㆬㄏㄧㆲ,,ih,ih,ㄧㄏ,,True,False
ūn-jī,韻字,25,ūn-jī,un7ji7,un7ji7,ㄨㄣ˫ㆢㄧ˫,,unji,unji,ㄨㄣㆢㄧ,,uj,uj,ㄨㆢ,,True,False
ūn-bé,韻尾,25,ūn-bé,un7be2,un7be2,ㄨㄣ˫ㆠㆤˋ,,unbe,unbe,ㄨㄣㆠㆤ,,ub,ub,ㄨㆠ,,True,False
ūn-lu̍t,韻律,25,ūn-lu̍t,un7lut8,un7lut8,ㄨㄣ˫ㄌㄨㆵ̇,,unlut,unlut,ㄨㄣㄌㄨㆵ,,ul,ul,ㄨㄌ,,True,False
ūn-tì,韻致,25,ūn-tì,un7ti3,un7ti3,ㄨㄣ˫ㄉㄧ˪,,unti,unti,ㄨㄣㄉㄧ,,ut,ut,ㄨㄉ,,True,False
ūn-lô,韻鑼,25,ūn-lô,un7lo5,un7lo5,ㄨㄣ˫ㄌㄛˊ,,unlo,unlo,ㄨㄣㄌㄛ,,ul,ul,ㄨㄌ,,True,False
hiáng-liāng,響亮,25,hiáng-liāng,hiang2liang7,hiang2liang7,ㄏㄧㄤˋㄌㄧㄤ˫,,hiangliang,hiangliang,ㄏㄧㄤㄌㄧㄤ,,hl,hl,ㄏㄌ,,True,False
hiáng-king,響弓,25,hiáng-keng,hiang2king1,hiang2keng1,ㄏㄧㄤˋㄍㄧㄥ,,hiangking,hiangkeng,ㄏㄧㄤㄍㄧㄥ,,hk,hk,ㄏㄍ,,True,False
hiáng-ìng,響應,25,hiáng-èng,hiang2ing3,hiang2eng3,ㄏㄧㄤˋㄧㄥ˪,,hianging,hiangeng,ㄏㄧㄤㄧㄥ,,hi,he,ㄏㄧ,,True,False
hióng-ìng,響應,25,hióng-èng,hiong2ing3,hiong2eng3,ㄏㄧㆲˋㄧㄥ˪,,hionging,hiongeng,ㄏㄧㆲㄧㄥ,,hi,he,ㄏㄧ,,True,False
hiáng-phê,響皮,25,hiáng-phê,hiang2phe5,hiang2phe5,ㄏㄧㄤˋㄆㆤˊ,,hiangphe,hiangphe,ㄏㄧㄤㄆㆤ,,hp,hp,ㄏㄆ,,True,False
hiáng-tsuánn,響盞,25,hiáng-chóaⁿ,hiang2tsuann2,hiang2choann2,ㄏㄧㄤˋㄗㄨㆩˋ,,hiangtsuann,hiangchoann,ㄏㄧㄤㄗㄨㆩ,,ht,hc,ㄏㄗ,,True,False
hiáng-lô,響鑼,25,hiáng-lô,hiang2lo5,hiang2lo5,ㄏㄧㄤˋㄌㄛˊ,,hianglo,hianglo,ㄏㄧㄤㄌㄛ,,hl,hl,ㄏㄌ,,True,False
hiáng-bé,響馬,25,hiáng-bé,hiang2be2,hiang2be2,ㄏㄧㄤˋㆠㆤˋ,,hiangbe,hiangbe,ㄏㄧㄤㆠㆤ,,hb,hb,ㄏㆠ,,True,False
ia̍h-tsheh,頁冊,25,ia̍h-chheh,iah8tsheh4,iah8chheh4,ㄧㄚㆷ̇ㄘㆤㆷ,,iahtsheh,iahchheh,ㄧㄚㆷㄘㆤㆷ,,it,ic,ㄧㄘ,,True,False
ia̍h-sòo,頁數,25,ia̍h-sò͘,iah8soo3,iah8soo3,ㄧㄚㆷ̇ㄙㆦ˪,,iahsoo,iahsoo,ㄧㄚㆷㄙㆦ,,is,is,ㄧㄙ,,True,False
tíng-siōng,頂上,25,téng-siōng,ting2siong7,teng2siong7,ㄉㄧㄥˋㄒㄧㆲ˫,,tingsiong,tengsiong,ㄉㄧㄥㄒㄧㆲ,,ts,ts,ㄉㄒ,,True,False
tíng-ē,頂下,25,téng-ē,ting2e7,teng2e7,ㄉㄧㄥˋㆤ˫,,tinge,tenge,ㄉㄧㄥㆤ,,te,te,ㄉㆤ,,True,False
tíng-tāi,頂代,25,téng-tāi,ting2tai7,teng2tai7,ㄉㄧㄥˋㄉㄞ˫,,tingtai,tengtai,ㄉㄧㄥㄉㄞ,,tt,tt,ㄉㄉ,,True,False
tíng-uī,頂位,25,téng-ūi,ting2ui7,teng2ui7,ㄉㄧㄥˋㄨㄧ˫,,tingui,tengui,ㄉㄧㄥㄨㄧ,,tu,tu,ㄉㄨ,,True,False
tíng-tang,頂冬,25,téng-tang,ting2tang1,teng2tang1,ㄉㄧㄥˋㄉㄤ,,tingtang,tengtang,ㄉㄧㄥㄉㄤ,,tt,tt,ㄉㄉ,,True,False
tíng-sì,頂勢,25,téng-sì,ting2si3,teng2si3,ㄉㄧㄥˋㄒㄧ˪,,tingsi,tengsi,ㄉㄧㄥㄒㄧ,,ts,ts,ㄉㄒ,,True,False
tíng-ûn,頂勻,25,téng-ûn,ting2un5,teng2un5,ㄉㄧㄥˋㄨㄣˊ,,tingun,tengun,ㄉㄧㄥㄨㄣ,,tu,tu,ㄉㄨ,,True,False
tíng-puànn,頂半,25,téng-pòaⁿ,ting2puann3,teng2poann3,ㄉㄧㄥˋㄅㄨㆩ˪,,tingpuann,tengpoann,ㄉㄧㄥㄅㄨㆩ,,tp,tp,ㄉㄅ,,True,False
tíng-tûn,頂唇,25,téng-tûn,ting2tun5,teng2tun5,ㄉㄧㄥˋㄉㄨㄣˊ,,tingtun,tengtun,ㄉㄧㄥㄉㄨㄣ,,tt,tt,ㄉㄉ,,True,False
tíng-tún,頂墪,25,téng-tún,ting2tun2,teng2tun2,ㄉㄧㄥˋㄉㄨㄣˋ,,tingtun,tengtun,ㄉㄧㄥㄉㄨㄣ,,tt,tt,ㄉㄉ,,True,False
tíng-thian,頂天,25,téng-thian,ting2thian1,teng2thian1,ㄉㄧㄥˋㄊㄧㄢ,,tingthian,tengthian,ㄉㄧㄥㄊㄧㄢ,,tt,tt,ㄉㄊ,,True,False
tíng-hó,頂好,25,téng-hó,ting2ho2,teng2ho2,ㄉㄧㄥˋㄏㄛˋ,,tingho,tengho,ㄉㄧㄥㄏㄛ,,th,th,ㄉㄏ,,True,False
tíng-tsàn,頂層,25,téng-chàn,ting2tsan3,teng2chan3,ㄉㄧㄥˋㄗㄢ˪,,tingtsan,tengchan,ㄉㄧㄥㄗㄢ,,tt,tc,ㄉㄗ,,True,False
tíng-bō,頂帽,25,téng-bō,ting2bo7,teng2bo7,ㄉㄧㄥˋㆠㄛ˫,,tingbo,tengbo,ㄉㄧㄥㆠㄛ,,tb,tb,ㄉㆠ,,True,False
tíng-pang,頂幫,25,téng-pang,ting2pang1,teng2pang1,ㄉㄧㄥˋㄅㄤ,,tingpang,tengpang,ㄉㄧㄥㄅㄤ,,tp,tp,ㄉㄅ,,True,False
tíng-piânn,頂平,25,téng-piâⁿ,ting2piann5,teng2piann5,ㄉㄧㄥˋㄅㄧㆩˊ,,tingpiann,tengpiann,ㄉㄧㄥㄅㄧㆩ,,tp,tp,ㄉㄅ,,True,False
tíng-nî,頂年,25,téng-nî,ting2ni5,teng2ni5,ㄉㄧㄥˋㄋㄧˊ,,tingni,tengni,ㄉㄧㄥㄋㄧ,,tn,tn,ㄉㄋ,,True,False
tíng-tsō,頂座,25,téng-chō,ting2tso7,teng2cho7,ㄉㄧㄥˋㄗㄛ˫,,tingtso,tengcho,ㄉㄧㄥㄗㄛ,,tt,tc,ㄉㄗ,,True,False
tíng-tài,頂戴,25,téng-tài,ting2tai3,teng2tai3,ㄉㄧㄥˋㄉㄞ˪,,tingtai,tengtai,ㄉㄧㄥㄉㄞ,,tt,tt,ㄉㄉ,,True,False
tíng-tshiú,頂手,25,téng-chhiú,ting2tshiu2,teng2chhiu2,ㄉㄧㄥˋㄑㄧㄨˋ,,tingtshiu,tengchhiu,ㄉㄧㄥㄑㄧㄨ,,tt,tc,ㄉㄑ,,True,False
tíng-kuà,頂掛,25,téng-kòa,ting2kua3,teng2koa3,ㄉㄧㄥˋㄍㄨㄚ˪,,tingkua,tengkoa,ㄉㄧㄥㄍㄨㄚ,,tk,tk,ㄉㄍ,,True,False
tíng-táu,頂斗,25,téng-táu,ting2tau2,teng2tau2,ㄉㄧㄥˋㄉㄠˋ,,tingtau,tengtau,ㄉㄧㄥㄉㄠ,,tt,tt,ㄉㄉ,,True,False
tíng-pîng,頂旁,25,téng-pêng,ting2ping5,teng2peng5,ㄉㄧㄥˋㄅㄧㄥˊ,,tingping,tengpeng,ㄉㄧㄥㄅㄧㄥ,,tp,tp,ㄉㄅ,,True,True
tíng-poo,頂晡,25,téng-po͘,ting2poo1,teng2poo1,ㄉㄧㄥˋㄅㆦ,,tingpoo,tengpoo,ㄉㄧㄥㄅㆦ,,tp,tp,ㄉㄅ,,True,False
tíng-àm,頂暗,25,téng-àm,ting2am3,teng2am3,ㄉㄧㄥˋㆰ˪,,tingam,tengam,ㄉㄧㄥㆰ,,ta,ta,ㄉㆰ,,True,False
tíng-mî,頂暝,25,téng-mî,ting2mi5,teng2mi5,ㄉㄧㄥˋㄇㄧˊ,,tingmi,tengmi,ㄉㄧㄥㄇㄧ,,tm,tm,ㄉㄇ,,True,False
tíng-thuè,頂替,25,téng-thòe,ting2thue3,teng2thoe3,ㄉㄧㄥˋㄊㄨㆤ˪,,tingthue,tengthoe,ㄉㄧㄥㄊㄨㆤ,,tt,tt,ㄉㄊ,,True,False
tíng-ge̍h,頂月,25,téng-ge̍h,ting2geh8,teng2geh8,ㄉㄧㄥˋㆣㆤㆷ̇,,tinggeh,tenggeh,ㄉㄧㄥㆣㆤㆷ,,tg,tg,ㄉㆣ,,True,False
