"DictWordID","PojUnicode","PojUnicodeOthers","PojInput","PojInputOthers","HanLoTaibunPoj","KaisoehHanLoPoj","LekuHanLoPoj","KipUnicode","KipUnicodeOthers","KipInput","KipInputOthers","HanLoTaibunKip","KaisoehHanLoKip","LekuHanLoKip","PageNumber","GoanchhehPoochhiongChuliau"
"33663","kim-tān","","kim-tan7","","金tān","金斗甕。","∼∼守到生蔬(soe)才kōaⁿ走＝骨頭囥tī金斗甕底到生靈氣才徙(sóa)走，(民間信仰)金斗甕囥tī適當ê所在一段期間，會生金色kah-ná藻(chó)ê物件，講he是靈氣會致蔭kiáⁿ孫。＝[金斗]。","kim-tān","","kim-tan7","","金tān","金斗甕。","∼∼守到生蔬(soe)才kuānn走＝骨頭囥tī金斗甕底到生靈氣才徙(suá)走，(民間信仰)金斗甕囥tī適當ê所在一段期間，會生金色kah-ná藻(tsó)ê物件，講he是靈氣會致蔭kiánn孫。＝[金斗]。","A0328",""
"33664","kim-tang-tang","","kim-tang-tang","","金璫璫","綺麗kah有光澤ê款式。","","kim-tang-tang","","kim-tang-tang","","金璫璫","綺麗kah有光澤ê款式。","","A0329",""
"33665","kim-táu","","kim-tau2","","金斗","貯死人骨頭ê甕。＝[金tān]、[黃(hông)金](2)。","","kim-táu","","kim-tau2","","金斗","貯死人骨頭ê甕。＝[金tān]、[黃(hông)金](2)。","","A0328",""
"33666","kim-tāu","","kim-tau7","","金豆","古早貴族階級用豆á大ê金來代用貨幣。","","kim-tāu","","kim-tau7","","金豆","古早貴族階級用豆á大ê金來代用貨幣。","","A0328",""
"33667","kim-tè","","kim-te3","","金塊","塊狀ê金。","","kim-tè","","kim-te3","","金塊","塊狀ê金。","","A0330",""
"33668","kim-téng","","kim-teng2","","金頂","[紅帽]頂面金色ê珠。","","kim-tíng","","kim-ting2","","金頂","[紅帽]頂面金色ê珠。","","A0330",""
"33669","kim-têng","","kim-teng5","","金亭","燒[金紙]ê亭。","","kim-tîng","","kim-ting5","","金亭","燒[金紙]ê亭。","","A0330",""
"33670","kim-thah","","kim-thah","","金塔","用[金紙]疊kah kah-ná塔.","","kim-thah","","kim-thah","","金塔","用[金紙]疊kah kah-ná塔.","","A0328",""
"33671","kim-thâu","","kim-thau5","","金頭","光澤，光豔。","∼∼∼∼； 有 ∼∼。","kim-thâu","","kim-thau5","","金頭","光澤，光豔。","∼∼∼∼； 有 ∼∼。","A0328",""
"33672","kim-thâu-hî","","kim-thau5-hi5","","金頭魚","(動)短鰭(kî)紅娘魚，火魚。","","kim-thâu-hî","","kim-thau5-hi5","","金頭魚","(動)短鰭(kî)紅娘魚，火魚。","","A0328",""
"33673","kim-thian","","kim-thian","","今天","今日。","","kim-thian","","kim-thian","","今天","今日。","","A0330",""
"33674","kim-thoe","","kim-thoe","","金釵","金ê簪(cham)。","","kim-thue","","kim-thue","","金釵","金ê簪(cham)。","","A0330",""
"33675","kim-tiām(**)","","kim-tiam7(**)","","金殿","宮殿。","∼∼ 玉樓。","kim-tiām(**)","","kim-tiam7(**)","","金殿","宮殿。","∼∼ 玉樓。","A0330",""
"33676","kim-tiáⁿ","","kim-tiann2","","金鼎","燒[金銀紙]ê鍋。","","kim-tiánn","","kim-tiann2","","金鼎","燒[金銀紙]ê鍋。","","A0330",""
"33677","kim-tiāⁿ","","kim-tiann7","","金錠","金塊。","","kim-tiānn","","kim-tiann7","","金錠","金塊。","","A0330",""
"33678","kim-tiau","","kim-tiau","","今朝","現今。","∼∼ 有酒 ∼∼ 醉，明日愁來明日當。","kim-tiau","","kim-tiau","","今朝","現今。","∼∼ 有酒 ∼∼ 醉，明日愁來明日當。","A0330",""
"33679","kim tiàu-liú","","kim tiau3-liu2","","金吊鈕","(植)根用來治毒腫。","","kim tiàu-liú","","kim tiau3-liu2","","金吊鈕","(植)根用來治毒腫。","","A0330",""
"33680","kim tiàu-tháng","","kim tiau3-thang2","","金吊桶","用金做ê吊桶，難求ê意思(據說福州有一個seng-lí真好ê相命仙，門庭若市，求籤者tio̍h將[生年月日]投入去伊tùi樓頂吊落來ê金桶)。","","kim tiàu-tháng","","kim tiau3-thang2","","金吊桶","用金做ê吊桶，難求ê意思(據說福州有一個seng-lí真好ê相命仙，門庭若市，求籤者tio̍h將[生年月日]投入去伊tuì樓頂吊落來ê金桶)。","","A0330",""
"33681","kim-tiâu","","kim-tiau5","","金條","條狀ê金。","","kim-tiâu","","kim-tiau5","","金條","條狀ê金。","","A0330",""
"33682","kim-tn̂g-kàu","","kim-tng5-kau3","","金堂教","食菜教ê一派。","","kim-tn̂g-kàu","","kim-tng5-kau3","","金堂教","食菜教ê一派。","","A0330",""
"33683","kim-tòaⁿ","","kim-toann3","","今旦","目前；現今；眼前。","","kim-tuànn","","kim-tuann3","","今旦","目前；現今；眼前。","","A0330",""
"33684","kim-tòaⁿ-ji̍t","","kim-toann3-jit8","","今旦日","＝[今旦]。","","kim-tuànn-ji̍t","","kim-tuann3-jit8","","今旦日","＝[今旦]。","","A0330",""
"33685","kim-tóe","","kim-toe2","","金底","用金做基台ê精細品，金台。","","kim-tué","","kim-tue2","","金底","用金做基台ê精細品，金台。","","A0330",""
"33686","kim-tông","","kim-tong5","","金童","仙童。","∼∼ 玉女＝陪伴死者上天ê男女天使。","kim-tông","","kim-tong5","","金童","仙童。","∼∼ 玉女＝陪伴死者上天ê男女天使。","A0330",""
"33687","kim-tui","","kim-tui","","金堆","埋(tâi)骨甕ê墓。","","kim-tui","","kim-tui","","金堆","埋(tâi)骨甕ê墓。","","A0330",""
"33688","kim-tún","","kim-tun2","","金盾","美金，金貨。","","kim-tún","","kim-tun2","","金盾","美金，金貨。","","A0330",""
"33689","kim-tún-á-chîⁿ","","kim-tun2-a2-chinn5","","金盾仔錢","好品質ê錢。","","kim-tún-á-tsînn","","kim-tun2-a2-tsinn5","","金盾仔錢","好品質ê錢。","","A0330",""
"33690","kim-tūn","","kim-tun7","","金遁","法術ê話語，使用金屬來隱身。","","kim-tūn","","kim-tun7","","金遁","法術ê話語，使用金屬來隱身。","","A0330",""
"33691","kin","","kin","","今","今日。","~ 下昏＝今(kim)暗； ~ 年； ~ á日＝今(kim)日。","kin","","kin","","今","今日。","~ 下昏＝今(kim)暗； ~ 年； ~ á日＝今(kim)日。","A0318",""
"33692","kiⁿ","","kinn","","焿","鉀鹽；灰汁。","食∼＝自殺ê時食鉀鹽；食tio̍h∼＝tú-tio̍h大阻礙來失敗。","kinn","","kinn","","焿","鉀鹽；灰汁。","食∼＝自殺ê時食鉀鹽；食tio̍h∼＝tú-tio̍h大阻礙來失敗。","A0258",""
"33693","kiⁿ","keⁿ(漳)","kinn","kenn(漳)","羹","用牽粉來做ê料理。","魚∼。","kinn","kenn(漳)","kinn","kenn(漳)","羹","用牽粉來做ê料理。","魚∼。","A0258/A0403",""
"33694","kiⁿ","keⁿ(漳)","kinn","kenn(漳)","經","(1) 絲、線等纏tio̍h。
(2) 織。
(3) 起冤家，糊糊纏。
(4) 用棒等來捲。
(5) 羅盤經。
(6) 男女ê交往。
(7) 四界答嘴鼓。","(1) 風吹線∼tī電線柱； 蜘蛛∼絲。
(2) ∼布。
(3) Tāi-chì∼bē直； 伊kap伊teh∼。
(4) ∼蜘蛛絲。
(5) 牽∼＝用羅盤來定墓ê風水方位。
(6) Kap chhìn-chhái人∼。
(7) Hit-ê cha-bó͘四界kap人∼。","kinn","kenn(漳)","kinn","kenn(漳)","經","(1) 絲、線等纏tio̍h。
(2) 織。
(3) 起冤家，糊糊纏。
(4) 用棒等來捲。
(5) 羅盤經。
(6) 男女ê交往。
(7) 四界答嘴鼓。","(1) 風吹線∼tī電線柱； 蜘蛛∼絲。
(2) ∼布。
(3) Tāi-tsì∼bē直； 伊kap伊teh∼。
(4) ∼蜘蛛絲。
(5) 牽∼＝用羅盤來定墓ê風水方位。
(6) Kap tshìn-tshái人∼。
(7) Hit-ê cha-bóo四界kap人∼。","A0258/A0403",""
"33695","kiⁿ","keⁿ(漳)","kinn","kenn(漳)","更","(1) 暝時。
(2) 時庚。","(1) ∼深； 守∼。
(2) 一∼＝初庚；一∼三點起，五∼三點止＝一庚phah三下庚板開始， 五庚mā phah三下為止。","kinn","kenn(漳)","kinn","kenn(漳)","更","(1) 暝時。
(2) 時庚。","(1) ∼深； 守∼。
(2) 一∼＝初庚；一∼三點起，五∼三點止＝一庚phah三下庚板開始， 五庚mā phah三下為止。","A0258/A0403",""
"33696","kiⁿ","","kinn","","墘","邊，側。","溪 ∼； 窗á ∼。","kinn","","kinn","","墘","邊，側。","溪 ∼； 窗á ∼。","A0258",""
"33697","kiⁿ","keⁿ(漳)","kinn","kenn(漳)","庚","(1) 天干ê第七「庚」。
(2) 年歲。","(2) 同∼； 貴∼。","kinn","kenn(漳)","kinn","kenn(漳)","庚","(1) 天干ê第七「庚」。
(2) 年歲。","(2) 同∼； 貴∼。","A0258/A0403",""
"33698","kín","","kin2","","緊","(1)趕緊。
(2)(漳)[愈(ná)](3)。","(1)∼ 慢； khah ∼； ∼ 斟(thîn) ∼ lim ＝趕緊處理tāi-chì。","kín","","kin2","","緊","(1)趕緊。
(2)(漳)[愈(ná)](3)。","(1)∼ 慢； khah ∼； ∼ 斟(thîn) ∼ lim ＝趕緊處理tāi-tsì。","A0318",""
"33699","kín","","kin2","","謹","小心，慎重。","∼ 慎； 嚴 ∼。","kín","","kin2","","謹","小心，慎重。","∼ 慎； 嚴 ∼。","A0318",""
"33700","kíⁿ","kéⁿ(漳)","kinn2","kenn2(漳)","梗","快速迴轉棒，連枷。","∼á。","kínn","kénn(漳)","kinn2","kenn2(漳)","梗","快速迴轉棒，連枷。","∼á。","A0257/A0403",""
"33701","kín-bān","","kin2-ban7","","緊緩","早慢。","伊 ∼∼ 會來。","kín-bān","","kin2-ban7","","緊緩","早慢。","伊 ∼∼ 會來。","A0321",""
"33702","kín-bān-chiam","","kin2-ban7-chiam","","緊緩針","(1)時鐘調節緊慢ê針。
(2)時鐘ê長針kap短針。","","kín-bān-tsiam","","kin2-ban7-tsiam","","緊緩針","(1)時鐘調節緊慢ê針。
(2)時鐘ê長針kap短針。","","A0321",""
"33703","kín-bâng-bâng","","kin2-bang5-bang5","","緊忙忙","繁忙，非常無閒。","","kín-bâng-bâng","","kin2-bang5-bang5","","緊忙忙","繁忙，非常無閒。","","A0321",""
"33704","kín-chèng","","kin2-cheng3","","緊症","急症。","","kín-tsìng","","kin2-tsing3","","緊症","急症。","","A0320",""
"33705","kín-chhiú","","kin2-chhiu2","","緊手","緊腳手，敏捷。","","kín-tshiú","","kin2-tshiu2","","緊手","緊腳手，敏捷。","","A0320",""
"33706","kín-chia̍p","","kin2-chiap8","","緊捷","(1)頻繁。
(2)緊腳手，敏捷。","(1)催陣真 ∼∼＝陣痛真頻繁。","kín-tsia̍p","","kin2-tsiap8","","緊捷","(1)頻繁。
(2)緊腳手，敏捷。","(1)催陣真 ∼∼＝陣痛真頻繁。","A0320",""
"33707","kín-chia̍p-khoài","","kin2-chiap8-khoai3","","緊捷快","＝[緊捷](2)。","","kín-tsia̍p-khuài","","kin2-tsiap8-khuai3","","緊捷快","＝[緊捷](2)。","","A0320",""
"33708","kín-chia̍t","","kin2-chiat8","","緊捷","緊腳手，敏捷。","","kín-tsia̍t","","kin2-tsiat8","","緊捷","緊腳手，敏捷。","","A0320",""
"33709","kín-choa̍h-bān","","kin2-choah8-ban7","","緊差緩","早慢，緊慢。","伊 ∼∼∼ 會tńg--來。","kín-tsua̍h-bān","","kin2-tsuah8-ban7","","緊差緩","早慢，緊慢。","伊 ∼∼∼ 會tńg--來。","A0320",""
"33710","kín-giân","","kin2-gian5","","謹言","(文)","","kín-giân","","kin2-gian5","","謹言","(文)","","A0319",""
"33711","kín-hé","","kin2-he2","","緊火","(1)強火。
(2)火勢真緊。","(1)siuⁿ ∼∼ 就會臭礁(ta)。
(2)Chit-ê灶真 ∼∼。","kín-hé","","kin2-he2","","緊火","(1)強火。
(2)火勢真緊。","(1)siunn ∼∼ 就會臭礁(ta)。
(2)Chit-ê灶真 ∼∼。","A0321",""
"33712","kíⁿ-hî","","kinn2-hi5","","鯁魚","(動)sêng鯉魚ê淡水魚。","","kínn-hî","","kinn2-hi5","","鯁魚","(動)sîng鯉魚ê淡水魚。","","A0274",""
"33713","kín-hō","","kin2-ho7","","謹賀","(文)","","kín-hō","","kin2-ho7","","謹賀","(文)","","A0321",""
"33714","kín-hông","","kin2-hong5","","謹防","(文)謹慎防備。","","kín-hông","","kin2-hong5","","謹防","(文)謹慎防備。","","A0321",""
"33715","kín-iàu","","kin2-iau3","","緊要","(文)重要。","無關 ∼∼。","kín-iàu","","kin2-iau3","","緊要","(文)重要。","無關 ∼∼。","A0318",""
"33716","kín-jiō","","kin2-jio7","","緊尿","緊beh放尿。","","kín-jiō","","kin2-jio7","","緊尿","緊beh放尿。","","A0320",""
"33717","kíⁿ-kàⁿ-chhoán","","kinn2-kann3-chhoan2","","氣kàⁿ喘","氣喘ê款式。","","kínn-kànn-tshuán","","kinn2-kann3-tshuan2","","氣kànn喘","氣喘ê款式。","","A0261",""
"33718","kíⁿ-kàⁿ-kiò","","kinn2-kann3-kio3","","氣kàⁿ叫","氣喘ê款式。","","kínn-kànn-kiò","","kinn2-kann3-kio3","","氣kànn叫","氣喘ê款式。","","A0261",""
"33719","kín-âu-hong","","kin2-au5-hong","","緊喉風","(病)口峽炎。","","kín-âu-hong","","kin2-au5-hong","","緊喉風","(病)口峽炎。","","A0318",""
"33720","kín-kha","","kin2-kha","","緊腳","行khah緊。","趕khah ∼∼。","kín-kha","","kin2-kha","","緊腳","行khah緊。","趕khah ∼∼。","A0318",""
"33721","kín-khang","","kin2-khang","","緊孔","(金錢等)緊急需要，迫切需要。","","kín-khang","","kin2-khang","","緊孔","(金錢等)緊急需要，迫切需要。","","A0319",""
"33722","kín-khoài","","kin2-khoai3","","緊快","順利進行，容易。","∼∼--ê tāi-chì； 不止 ∼∼。","kín-khuài","","kin2-khuai3","","緊快","順利進行，容易。","∼∼--ê tāi-tsì； 不止 ∼∼。","A0319",""
"33723","kín-kiâⁿ","","kin2-kiann5","","緊行","行khah緊，趕緊行。","∼∼ 無好步。","kín-kiânn","","kin2-kiann5","","緊行","行khah緊，趕緊行。","∼∼ 無好步。","A0319",""
"33724","kín-keng-hong","","kin2-keng-hong","","緊驚風","(病)破傷風，gín-á痙攣。","","kín-king-hong","","kin2-king-hong","","緊驚風","(病)破傷風，gín-á痙攣。","","A0319",""
"33725","kín-kín","","kin2-kin2","","緊緊","(1)緊急。
(2)趕緊。","(2)∼∼ 行； 趕 ∼∼。","kín-kín","","kin2-kin2","","緊緊","(1)緊急。
(2)趕緊。","(2)∼∼ 行； 趕 ∼∼。","A0319",""
"33726","kín-kip","","kin2-kip","","緊急","火急。","∼∼ 事； ∼∼ 症。","kín-kip","","kin2-kip","","緊急","火急。","∼∼ 事； ∼∼ 症。","A0319",""
"33727","kín-kiuⁿ","","kin2-kiunn","","緊強","敏捷，腳手緊。","","kín-kiunn","","kin2-kiunn","","緊強","敏捷，腳手緊。","","A0319",""
"33728","kín-kū","","kin2-ku7","","謹具","(文)敬具。","","kín-kū","","kin2-ku7","","謹具","(文)敬具。","","A0319",""
"33729","kín-lâi","","kin2-lai5","","緊來","趕緊來。","","kín-lâi","","kin2-lai5","","緊來","趕緊來。","","A0322",""
"33730","kín-liâu","","kin2-liau5","","緊撩","緊做，趕緊著手。","使 ∼∼； hiah ∼∼。","kín-liâu","","kin2-liau5","","緊撩","緊做，趕緊著手。","使 ∼∼； hiah ∼∼。","A0322",""
"33731","kín-mí","kín-mé(漳)","kin2-mi2","kin2-me2(漳)","緊猛","速度緊。","∼∼出--去。","kín-mí","kín-mé(漳)","kin2-mi2","kin2-me2(漳)","緊猛","速度緊。","∼∼出--去。","A0322/A0322",""
"33732","kín-oān","","kin2-oan7","","緊緩","緩急，緊kap慢。","","kín-uān","","kin2-uan7","","緊緩","緩急，緊kap慢。","","A0318",""
"33733","kín-pái","","kin2-pai2","","緊次","＝[趕緊次]。","","kín-pái","","kin2-pai2","","緊次","＝[趕緊次]。","","A0321",""
"33734","kín-pán","","kin2-pan2","","緊板","(1)屬[西路]歌曲ê名。
(2)趕緊。","","kín-pán","","kin2-pan2","","緊板","(1)屬[西路]歌曲ê名。
(2)趕緊。","","A0321",""
"33735","kín-pe","","kin2-pe","","緊pe","緊pe飯食。","","kín-pe","","kin2-pe","","緊pe","緊pe飯食。","","A0321",""
"33736","kín-pháng bô-hó-se","","kin2-phang2 bo5-ho2-se","","緊紡無好紗","","∼∼∼∼∼，緊嫁無好乾(ta)家＝趕緊做tāi-chì會失誤致到損失。","kín-pháng bô-hó-se","","kin2-phang2 bo5-ho2-se","","緊紡無好紗","","∼∼∼∼∼，緊嫁無好乾(ta)家＝趕緊做tāi-tsì會失誤致到損失。","A0321",""
"33737","kín-pháu","","kin2-phau2","","緊跑","趕緊走。","","kín-pháu","","kin2-phau2","","緊跑","趕緊走。","","A0321",""
"33738","kín-pia̍k-pia̍k","kín-piak-piak","kin2-piak8-piak8","kin2-piak-piak","緊pia̍k-pia̍k/piak-piak","非常緊急。","","kín-pia̍k-pia̍k","kín-piak-piak","kin2-piak8-piak8","kin2-piak-piak","緊pia̍k-pia̍k/piak-piak","非常緊急。","","A0321/A0321",""
"33739","kín-piàng-piàng","","kin2-piang3-piang3","","緊乓乓","緊張kah真狼狽、bū-sà-sà 。","","kín-piàng-piàng","","kin2-piang3-piang3","","緊乓乓","緊張kah真狼狽、bū-sà-sà 。","","A0321",""
"33740","kín-sèng","","kin2-seng3","","緊性","性急。","蕃薯á屎 ∼∼。","kín-sìng","","kin2-sing3","","緊性","性急。","蕃薯á屎 ∼∼。","A0320",""
"33741","kín-sèng-tē","","kin2-seng3-te7","","緊性地","＝緊心性]。","","kín-sìng-tē","","kin2-sing3-te7","","緊性地","＝緊心性]。","","A0320",""
"33742","kín-sim-sèng","","kin2-sim-seng3","","緊心性","＝[緊性]。","","kín-sim-sìng","","kin2-sim-sing3","","緊心性","＝[緊性]。","","A0320",""
"33743","kín-sīn","","kin2-sin7","","謹慎","小心，細膩。","人tio̍h khah ∼∼ 才好。","kín-sīn","","kin2-sin7","","謹慎","小心，細膩。","人tio̍h khah ∼∼ 才好。","A0320",""
"33744","kín-sin-á","","kin2-sin-a2","","緊身仔","＝[捆身仔]。","","kín-sin-á","","kin2-sin-a2","","緊身仔","＝[捆身仔]。","","A0320",""
"33745","kín-sū","","kin2-su7","","緊事","急事。","∼∼ 寬(khoaⁿ)辦。","kín-sū","","kin2-su7","","緊事","急事。","∼∼ 寬(khuann)辦。","A0320",""
"33746","kín-suh-suh","kín-chhuh-chhuh","kin2-suh-suh","kin2-chhuh-chhuh","緊速速","(1)速度真緊。
(2)緊急。","","kín-suh-suh","kín-tshuh-tshuh","kin2-suh-suh","kin2-tshuh-tshuh","緊速速","(1)速度真緊。
(2)緊急。","","A0320/A0321",""
"33747","kín-thàn kín-chia̍h","","kin2-than3 kin2-chiah8","","緊thàn緊食","thàn錢to̍h隨開掉。","","kín-thàn kín-tsia̍h","","kin2-than3 kin2-tsiah8","","緊thàn緊食","thàn錢to̍h隨開掉。","","A0320",""
"33748","kín-thêng","","kin2-theng5","","謹呈","(文)","","kín-thîng","","kin2-thing5","","謹呈","(文)","","A0321",""
"33749","kìn","","kin3","","絹","絲織品ê名。","白 ∼。","kìn","","kin3","","絹","絲織品ê名。","白 ∼。","A0318",""
"33750","kìⁿ","kèⁿ(漳)","kinn3","kenn3(漳)","桱","算椽子(華語)等使用ê話，起厝ê椽子，算盤ê橫桿(koaiⁿ)。","","kìnn","kènn(漳)","kinn3","kenn3(漳)","桱","算椽子(華語)等使用ê話，起厝ê椽子，算盤ê橫桿(kuainn)。","","A0258/A0403",""
"33751","kìⁿ","","kinn3","","見","(1)(姓)。
(2)看見，面會，見面。
(3)決定。
(4)報告。
(5)每pái。
(6)主要指目耳無意中看/聽tio̍h。
(7)看出。
(8)常常只做....tāi-chì。","(2)∼ 丈(tiūⁿ)人。
(3)∼ 輸贏。
(4)∼ 先生； ∼ 官。
(5)∼ 看 ∼ bat； ∼ phah ∼ 贏。
(6)看 ∼ 一尾蛇； 聽 ∼ 槍聲。
(7)∼ tio̍h山； 掘猶未 ∼ 金。
(8)一日 ∼ chhit-thô； hit-ê不時 ∼ 冤家； ∼ 人觸。","kìnn","","kinn3","","見","(1)(姓)。
(2)看見，面會，見面。
(3)決定。
(4)報告。
(5)每pái。
(6)主要指目耳無意中看/聽tio̍h。
(7)看出。
(8)常常只做....tāi-tsì。","(2)∼ 丈(tiūnn)人。
(3)∼ 輸贏。
(4)∼ 先生； ∼ 官。
(5)∼ 看 ∼ bat； ∼ phah ∼ 贏。
(6)看 ∼ 一尾蛇； 聽 ∼ 槍聲。
(7)∼ tio̍h山； 掘猶未 ∼ 金。
(8)一日 ∼ chhit-thô； hit-ê不時 ∼ 冤家； ∼ 人觸。","A0258",""
