"DictWordID","PojUnicode","PojUnicodeOthers","PojInput","PojInputOthers","HanLoTaibunPoj","KaisoehHanLoPoj","LekuHanLoPoj","KipUnicode","KipUnicodeOthers","KipInput","KipInputOthers","HanLoTaibunKip","KaisoehHanLoKip","LekuHanLoKip","PageNumber","GoanchhehPoochhiongChuliau"
"33528","kim-khò","","kim-kho3","","金顆","(1)金塊。
(2)供奉死人貼金紙類似金塊ê物件。","","kim-khò","","kim-kho3","","金顆","(1)金塊。
(2)供奉死人貼金紙類似金塊ê物件。","","A0326",""
"33529","kim-khoân","","kim-khoan5","","金環","金ê手環。","","kim-khuân","","kim-khuan5","","金環","金ê手環。","","A0326",""
"33530","kim-khòng","","kim-khong3","","金礦","金ê礦。","","kim-khòng","","kim-khong3","","金礦","金ê礦。","","A0326",""
"33531","kim-kho͘","","kim-khoo","","金箍","包金ê環箍。","","kim-khoo","","kim-khoo","","金箍","包金ê環箍。","","A0326",""
"33532","kim-khò͘","","kim-khoo3","","金庫","(日)","","kim-khòo","","kim-khoo3","","金庫","(日)","","A0326",""
"33533","kim-kiàm-chháu","","kim-kiam3-chhau2","","金劍草","(植)＝[魚簽草]。","","kim-kiàm-tsháu","","kim-kiam3-tshau2","","金劍草","(植)＝[魚簽草]。","","A0325",""
"33534","kim-kiáⁿ","","kim-kiann2","","金子","寶貝kiáⁿ，愛子。","","kim-kiánn","","kim-kiann2","","金子","寶貝kiánn，愛子。","","A0325",""
"33535","kim-kiat","","kim-kiat","","金橘","(植)金柑。","∼∼ á。","kim-kiat","","kim-kiat","","金橘","(植)金柑。","∼∼ á。","A0325",""
"33536","kim-ki ge̍k-hio̍h","","kim-ki gek8-hioh8","","金枝玉葉","高貴ê身分。","","kim-ki gi̍k-hio̍h","","kim-ki gik8-hioh8","","金枝玉葉","高貴ê身分。","","A0325",""
"33537","kim-kim","","kim-kim","","金金","(1)金光閃閃。
(2)目光炯(kéng)炯。","(2)目睭 ∼∼ 相(siòng)。","kim-kim","","kim-kim","","金金","(1)金光閃閃。
(2)目光炯(kíng)炯。","(2)目睭 ∼∼ 相(siòng)。","A0325",""
"33538","kim-kim-khòaⁿ","","kim-kim-khoann3","","金金看","＝[金金相]。","","kim-kim-khuànn","","kim-kim-khuann3","","金金看","＝[金金相]。","","A0325",""
"33539","kim-kim-siòng","","kim-kim-siong3","","金金相","注目，注視。","","kim-kim-siòng","","kim-kim-siong3","","金金相","注目，注視。","","A0325",""
"33540","kim-kiok","","kim-kiok","","金菊","(植)支那產ê菊，類似台灣寒菊。","","kim-kiok","","kim-kiok","","金菊","(植)支那產ê菊，類似台灣寒菊。","","A0325",""
"33541","kim-kǹg-soa","","kim-kng3-soa","","金鋼砂","","","kim-kǹg-sua","","kim-kng3-sua","","金鋼砂","","","A0326",""
"33542","kim-koaⁿ-chhâ","","kim-koann-chha5","","金棺柴","出嫁ê時帶去ê金製棺柴模型，萬一ê時thang做葬式基金。","","kim-kuann-tshâ","","kim-kuann-tsha5","","金棺柴","出嫁ê時帶去ê金製棺柴模型，萬一ê時thang做葬式基金。","","A0326",""
"33543","kim-koe","","kim-koe","","金瓜","(植)(1)台灣南瓜。
(2)＝[菊座南瓜]。
(3)南瓜。","","kim-kue","","kim-kue","","金瓜","(植)(1)台灣南瓜。
(2)＝[菊座南瓜]。
(3)南瓜。","","A0326",""
"33544","kim-koe-á-thn̂g","","kim-koe-a2-thng5","","金瓜仔糖","南瓜形ê糖á。","","kim-kue-á-thn̂g","","kim-kue-a2-thng5","","金瓜仔糖","南瓜形ê糖á。","","A0326",""
"33545","kim-koe-ké","","kim-koe-ke2","","金瓜粿","下(hē)南瓜、肉、蝦等落去炊ê粿。","","kim-kue-ké","","kim-kue-ke2","","金瓜粿","下(hē)南瓜、肉、蝦等落去炊ê粿。","","A0326",""
"33546","kim-koe-kiô","","kim-koe-kio5","","金瓜茄","茄ê一種。","","kim-kue-kiô","","kim-kue-kio5","","金瓜茄","茄ê一種。","","A0326",""
"33547","kim-koe-liām","","kim-koe-liam7","","金瓜liām","金瓜ê liām(表面凹落kap凹落ê中間區域叫liām)。","∼∼∼ 碗＝金瓜liām形ê碗。","kim-kue-liām","","kim-kue-liam7","","金瓜liām","金瓜ê liām(表面凹落kap凹落ê中間區域叫liām)。","∼∼∼ 碗＝金瓜liām形ê碗。","A0326",""
"33548","kim-koe-phang","","kim-koe-phang","","金瓜蜂","(動)台灣熊蜂。","","kim-kue-phang","","kim-kue-phang","","金瓜蜂","(動)台灣熊蜂。","","A0326",""
"33549","kim-kok","","kim-kok","","金穀","(文)金錢kap穀物。","","kim-kok","","kim-kok","","金穀","(文)金錢kap穀物。","","A0326",""
"33550","kim-kong","","kim-kong","","金剛","佛ê名。","∼∼ 爺； ∼∼ 經； ∼∼ 踏小鬼＝根本無對抗ê餘地； ∼∼ 護神。","kim-kong","","kim-kong","","金剛","佛ê名。","∼∼ 爺； ∼∼ 經； ∼∼ 踏小鬼＝根本無對抗ê餘地； ∼∼ 護神。","A0326",""
"33551","kim-kong-hu̍t","","kim-kong-hut8","","金剛佛","佛ê名。","","kim-kong-hu̍t","","kim-kong-hut8","","金剛佛","佛ê名。","","A0326",""
"33552","kim-kòng-thûi","","kim-kong3-thui5","","金摃槌","祭典或大官排列手ê裝飾，頭類似茄形ê槌。(圖P-326)","","kim-kòng-thuî","","kim-kong3-thui5","","金摃槌","祭典或大官排列手ê裝飾，頭類似茄形ê槌。(圖P-326)","","A0326",""
"33553","kim-kong-chhàm","","kim-kong-chham3","","金剛懺","記載佛教ê預言ê經書。","","kim-kong-tshàm","","kim-kong-tsham3","","金剛懺","記載佛教ê預言ê經書。","","A0326",""
"33554","kim-kong-chio̍h","","kim-kong-chioh8","","金剛石","(礦)＝[鑽石]。","","kim-kong-tsio̍h","","kim-kong-tsioh8","","金剛石","(礦)＝[鑽石]。","","A0326",""
"33555","kim-kong-chǹg","","kim-kong-chng3","","金剛鑽","鋼鐵ê鑽錐。","","kim-kong-tsǹg","","kim-kong-tsng3","","金剛鑽","鋼鐵ê鑽錐。","","A0326",""
"33556","kim-kong-ge̍k","","kim-kong-gek8","","金剛玉","金剛石。","","kim-kong-gi̍k","","kim-kong-gik8","","金剛玉","金剛石。","","A0326",""
"33557","kim-kong-kàu","","kim-kong-kau3","","金光教","(日)","","kim-kong-kàu","","kim-kong-kau3","","金光教","(日)","","A0326",""
"33558","kim-kong-khoân","","kim-kong-khoan5","","金剛環","手環ê一種。","","kim-kong-khuân","","kim-kong-khuan5","","金剛環","手環ê一種。","","A0326",""
"33559","kim-kong-tāu","","kim-kong-tau7","","金剛豆","(植)華語ê「刀豆」。","","kim-kong-tāu","","kim-kong-tau7","","金剛豆","(植)華語ê「刀豆」。","","A0326",""
"33560","kim-kó͘","","kim-koo2","","金鼓","銅鑼kap大鼓。","叫 ∼∼＝迎佛ê時，銅鑼koh拍大鼓。","kim-kóo","","kim-koo2","","金鼓","銅鑼kap大鼓。","叫 ∼∼＝迎佛ê時，銅鑼koh拍大鼓。","A0326",""
"33561","kim-kó͘","","kim-koo2","","今古","(文)現今kap古早。","","kim-kóo","","kim-koo2","","今古","(文)現今kap古早。","","A0326",""
"33562","kim-ko͘-chháu","","kim-koo-chhau2","","金姑草","＝[兔仔草]。","","kim-koo-tsháu","","kim-koo-tshau2","","金姑草","＝[兔仔草]。","","A0326",""
"33563","kim-ko͘ khòaⁿ-iûⁿ","","kim-koo khoann3-iunn5","","金姑看羊","戲劇ê名。","","kim-koo khuànn-iûnn","","kim-koo khuann3-iunn5","","金姑看羊","戲劇ê名。","","A0326",""
"33564","kim-ku","","kim-ku","","金龜","(動)黃金蟲。","it-tio̍h ∼∼ 害了性命＝beh掠金龜煞失落性命，＝指想beh ài金錢soah害死家己。∼∼ kòng銀＝付勒索(le̍k-sek)金來得tio̍h tháu放。","kim-ku","","kim-ku","","金龜","(動)黃金蟲。","it-tio̍h ∼∼ 害了性命＝beh掠金龜煞失落性命，＝指想beh ài金錢soah害死家己。∼∼ kòng銀＝付勒索(li̍k-sek)金來得tio̍h tháu放。","A0325",""
"33565","kim-ku-chang","","kim-ku-chang","","金龜鬃","金龜形ê頭鬃髻(kè)。","","kim-ku-tsang","","kim-ku-tsang","","金龜鬃","金龜形ê頭鬃髻(kè)。","","A0325",""
"33566","kim-ku-chhiū","","kim-ku-chhiu7","","金龜樹","(植)","","kim-ku-tshiū","","kim-ku-tshiu7","","金龜樹","(植)","","A0326",""
"33567","kim-ku-gô","","kim-ku-go5","","金龜遨","中央插棒，兩頭縛金龜hō͘伊遨遨旋(se̍h)ê gín-á玩具。","","kim-ku-gô","","kim-ku-go5","","金龜遨","中央插棒，兩頭縛金龜hōo伊遨遨旋(se̍h)ê gín-á玩具。","","A0325",""
"33568","kim-ku-kiat","","kim-ku-kiat","","金龜結","簪(cham)ê一種。","","kim-ku-kiat","","kim-ku-kiat","","金龜結","簪(cham)ê一種。","","A0325",""
"33569","kim-ku-le̍k","","kim-ku-lek8","","金龜綠","金龜ê色，深烏綠色。","","kim-ku-li̍k","","kim-ku-lik8","","金龜綠","金龜ê色，深烏綠色。","","A0326",""
"33570","kim-ku-se̍h","","kim-ku-seh8","","金龜旋","＝[金龜遨]。","","kim-ku-se̍h","","kim-ku-seh8","","金龜旋","＝[金龜遨]。","","A0325",""
"33571","kim-ku̍t","","kim-kut8","","金滑","光豔豔koh滑liu。","","kim-ku̍t","","kim-kut8","","金滑","光豔豔koh滑liu。","","A0326",""
"33572","kim-lân","","kim-lan5","","金鱗","金色ê魚鱗。","","kim-lân","","kim-lan5","","金鱗","金色ê魚鱗。","","A0332",""
"33573","kim-láng","","kim-lang2","","金籠","貯[金紙]ê圓柱形籠á。","","kim-láng","","kim-lang2","","金籠","貯[金紙]ê圓柱形籠á。","","A0332",""
"33574","kim-lêng","","kim-leng5","","金陵","支那南京ê別名。","","kim-lîng","","kim-ling5","","金陵","支那南京ê別名。","","A0332",""
"33575","kim-lêng-chí","","kim-leng5-chi2","","金鈴子","(藥)支那ê漢藥名，用做去痰、滋補kap收斂藥。","","kim-lîng-tsí","","kim-ling5-tsi2","","金鈴子","(藥)支那ê漢藥名，用做去痰、滋補kap收斂藥。","","A0332",""
"33576","kim-liân","","kim-lian5","","今年","(文)","","kim-liân","","kim-lian5","","今年","(文)","","A0332",""
"33577","kim-liân","","kim-lian5","","金蓮","(1)＝[荷(o)葉蓮]。
(2)指縛腳女人ê細腳。","(2)三寸 ∼∼。","kim-liân","","kim-lian5","","金蓮","(1)＝[荷(o)葉蓮]。
(2)指縛腳女人ê細腳。","(2)三寸 ∼∼。","A0332",""
"33578","kim-liân-hoe","","kim-lian5-hoe","","金蓮花","＝[荷(o)葉蓮]。","","kim-liân-hue","","kim-lian5-hue","","金蓮花","＝[荷(o)葉蓮]。","","A0332",""
"33579","kim-liān","","kim-lian7","","金鏈","金屬鎖鏈。","掛 ∼∼。","kim-liān","","kim-lian7","","金鏈","金屬鎖鏈。","掛 ∼∼。","A0332",""
"33580","kim-liu-liu","","kim-liu-liu","","金liu-liu","","目睭 ∼∼∼＝目睭發光有精神。","kim-liu-liu","","kim-liu-liu","","金liu-liu","","目睭 ∼∼∼＝目睭發光有精神。","A0332",""
"33581","kim-loân-tiān","","kim-loan5-tian7","","金鸞殿","帝殿，宮殿。","","kim-luân-tiān","","kim-luan5-tian7","","金鸞殿","帝殿，宮殿。","","A0332",""
"33582","kim-lô͘","","kim-loo5","","金爐","燒[金紙]ê爐。","","kim-lôo","","kim-loo5","","金爐","燒[金紙]ê爐。","","A0332",""
"33583","kim-mî","","kim-mi5","","今瞑","今夜，今暗，今宵。","∼∼ 尋m̄見早起頓＝生活困難，三餐不繼。","kim-mî","","kim-mi5","","今瞑","今夜，今暗，今宵。","∼∼ 尋m̄見早起頓＝生活困難，三餐不繼。","A0332",""
"33584","kim-mo̍͘h","","kim-mooh8","","金膜","＝[金箔]。","","kim-mo̍oh","","kim-mooh8","","金膜","＝[金箔]。","","A0332",""
"33585","kim-nà-nà","","kim-na3-na3","","金電電","＝[金閃(sih)閃]。","","kim-nà-nà","","kim-na3-na3","","金電電","＝[金閃(sih)閃]。","","A0330",""
"33586","gím-nāi-chi","kím-nāi-chi(泉)","gim2-nai7-chi","kim2-nai7-chi(泉)","錦荔枝","＝[苦瓜]。","","gím-nāi-tsi","kím-nāi-tsi(泉)","gim2-nai7-tsi","kim2-nai7-tsi(泉)","錦荔枝","＝[苦瓜]。","","A0353/A0331",""
"33587","kim-n̂g","kim-ûiⁿ(漳)","kim-ng5","kim-uinn5(漳)","金黃","金黃色。","","kim-n̂g","kim-uînn(漳)","kim-ng5","kim-uinn5(漳)","金黃","金黃色。","","A0332/A0324",""
"33588","kim-oaⁿ","","kim-oann","","金鞍","金ê馬鞍。","白馬掛 ∼∼＝指狀元ê款式。","kim-uann","","kim-uann","","金鞍","金ê馬鞍。","白馬掛 ∼∼＝指狀元ê款式。","A0324",""
"33589","kim-oân","","kim-oan5","","金員","(日)金錢，金額。","","kim-uân","","kim-uan5","","金員","(日)金錢，金額。","","A0324",""
"33590","kim-o͘","","kim-oo","","金烏","(文)(傳說)tī日頭裡ê三腳烏鴉。","∼∼ 玉兔＝指日頭kap月娘。","kim-oo","","kim-oo","","金烏","(文)(傳說)tī日頭裡ê三腳烏鴉。","∼∼ 玉兔＝指日頭kap月娘。","A0324",""
"33591","kim-pâi","","kim-pai5","","金牌","金牌。","","kim-pâi","","kim-pai5","","金牌","金牌。","","A0330",""
"33592","kim-pak-lô͘","","kim-pak-loo5","","金目鱸","＝[金目鱸]。","","kim-pak-lôo","","kim-pak-loo5","","金目鱸","＝[金目鱸]。","","A0330",""
"33593","kim-pán","","kim-pan2","","金板","金ê板，薄金屬板。","","kim-pán","","kim-pan2","","金板","金ê板，薄金屬板。","","A0331",""
"33594","kim-pau-gûn","","kim-pau-gun5","","金包銀","(1)銀台ê包金。
(2)秫(chu̍t)米ê一種。3 指傷口等外皮好但內底猶teh化膿。","","kim-pau-gûn","","kim-pau-gun5","","金包銀","(1)銀台ê包金。
(2)秫(tsu̍t)米ê一種。3 指傷口等外皮好但內底猶teh化膿。","","A0330",""
"33595","kim-pe̍h-chîⁿ","","kim-peh8-chinn5","","金白錢","[銀紙]ê一種，祭亡魂用。","","kim-pe̍h-tsînn","","kim-peh8-tsinn5","","金白錢","[銀紙]ê一種，祭亡魂用。","","A0331",""
"33596","kim-pe̍k","","kim-pek8","","金帛","金kap絹物。","","kim-pi̍k","","kim-pik8","","金帛","金kap絹物。","","A0331",""
"33597","kim-phiò","","kim-phio3","","金票","紙幣。","","kim-phiò","","kim-phio3","","金票","紙幣。","","A0331",""
"33598","kim-pian","","kim-pian","","金邊","(1)大形材質好ê錢。
(2)菊ê變種ê一種。
##(3)柬埔寨(Cambodia)ê首都。","","kim-pian","","kim-pian","","金邊","(1)大形材質好ê錢。
(2)菊ê變種ê一種。
##(3)柬埔寨(Cambodia)ê首都。","","A0331",""
"33599","kim-pîn-hong","","kim-pin5-hong","","金屏風","(1)金ê屏風。
(2)(植)草ê一種。","","kim-pîn-hong","","kim-pin5-hong","","金屏風","(1)金ê屏風。
(2)(植)草ê一種。","","A0331",""
"33600","kim-piⁿ(**)-chîⁿ","","kim-pinn(**)-chinn5","","金邊錢","大形材質好ê錢。","","kim-pinn(**)-tsînn","","kim-pinn(**)-tsinn5","","金邊錢","大形材質好ê錢。","","A0331",""
"33601","kim-pńg","kim-póng","kim-png2","kim-pong2","金榜","進士考試及格名單ê告示(金字寫名)。","∼∼題名。","kim-pńg","kim-póng","kim-png2","kim-pong2","金榜","進士考試及格名單ê告示(金字寫名)。","∼∼題名。","A0331/A0332",""
"33602","kim-poaⁿ","","kim-poann","","今般","(日)chit次，chit-pái，最近。","","kim-puann","","kim-puann","","今般","(日)chit次，chit-pái，最近。","","A0331",""
"33603","kim-poa̍t-á","","kim-poat8-a2","","金鈸仔","金貨。","","kim-pua̍t-á","","kim-puat8-a2","","金鈸仔","金貨。","","A0332",""
"33604","kim-poe","","kim-poe","","金杯","金杯。","","kim-pue","","kim-pue","","金杯","金杯。","","A0332",""
"33605","kim-po̍h","","kim-poh8","","金箔","鍍一重(têng)金膜。","","kim-po̍h","","kim-poh8","","金箔","鍍一重(tîng)金膜。","","A0332",""
"33606","kim-bòng-thûi","","kim-bong3-thui5","","金棒槌","＝[金kòng槌]。","","kim-bòng-thuî","","kim-bong3-thui5","","金棒槌","＝[金kòng槌]。","","A0331",""
"33607","kim-pōng","","kim-pong7","","金磅","英國ê金ê單位(po͘nd)。","","kim-pōng","","kim-pong7","","金磅","英國ê金ê單位(poond)。","","A0332",""
"33608","kim-put-hoàn","","kim-put-hoan3","","金不換","(植)莖、葉用水煎服醫月經不順，治拍傷。","","kim-put-huàn","","kim-put-huan3","","金不換","(植)莖、葉用水煎服醫月經不順，治拍傷。","","A0331",""
"33609","kim put-tông-kó͘","","kim put-tong5-koo2","","今不同古","現今kap古早無仝時勢。","","kim put-tông-kóo","","kim put-tong5-koo2","","今不同古","現今kap古早無仝時勢。","","A0331",""
"33610","kim-sai","","kim-sai","","金獅","佛像或官椅裝飾ê金色ê獅。","踏 ∼∼＝佛像踏金獅。","kim-sai","","kim-sai","","金獅","佛像或官椅裝飾ê金色ê獅。","踏 ∼∼＝佛像踏金獅。","A0326",""
"33611","kim-sai-káu","","kim-sai-kau2","","金獅狗","(動)長毛獅á狗。","","kim-sai-káu","","kim-sai-kau2","","金獅狗","(動)長毛獅á狗。","","A0327",""
"33612","kim-sè-kài","","kim-se3-kai3","","金世界","(新)金錢ê世界。","","kim-sè-kài","","kim-se3-kai3","","金世界","(新)金錢ê世界。","","A0328",""
"33613","kim-sek","","kim-sek","","金色","金色。","","kim-sik","","kim-sik","","金色","金色。","","A0327",""
"33614","kim-sek","","kim-sek","","今昔","現今kap古早。","∼∼ 不同。","kim-sik","","kim-sik","","今昔","現今kap古早。","∼∼ 不同。","A0327",""
"33615","kim-se̍k","","kim-sek8","","金石","(文)堅固。","∼∼ 之交。","kim-si̍k","","kim-sik8","","金石","(文)堅固。","∼∼ 之交。","A0327",""
"33616","kim-seng","","kim-seng","","今生","現世。","","kim-sing","","kim-sing","","今生","現世。","","A0327",""
"33617","kim-seng-kun","","kim-seng-kun","","金星君","稱號金星。","","kim-sing-kun","","kim-sing-kun","","金星君","稱號金星。","","A0327",""
"33618","kim-seng-súi","","kim-seng-sui2","","金生水","五行ê生相(seⁿ-siùⁿ)之一，生相金kap水。","","kim-sing-suí","","kim-sing-sui2","","金生水","五行ê生相(senn-siùnn)之一，生相金kap水。","","A0327",""
"33619","kim-si","","kim-si","","金絲","金線，金絲緞。","","kim-si","","kim-si","","金絲","金線，金絲緞。","","A0327",""
"33620","kim-sì","kim-sè","kim-si3","kim-se3","今世","現世；這世(sì)人。","∼∼做後世收； ∼∼做∼∼收； ∼∼做∼∼報。","kim-sì","kim-sè","kim-si3","kim-se3","今世","現世；這世(sì)人。","∼∼做後世收； ∼∼做∼∼收； ∼∼做∼∼報。","A0327/A0328",""
"33621","kim-sî-á-chiam","","kim-si5-a2-chiam","","金匙仔針","金簪ê一種。","","kim-sî-á-tsiam","","kim-si5-a2-tsiam","","金匙仔針","金簪ê一種。","","A0327",""
"33622","kim-sià-jîn","","kim-sia3-jin5","","金舍人","[三十六將]之一，騎獅。","","kim-sià-jîn","","kim-sia3-jin5","","金舍人","[三十六將]之一，騎獅。","","A0327",""
"33623","kim-sia̍h-liû","","kim-siah8-liu5","","金石榴","(植)(1)藥草ê一種，槌爛貼腳ê腫物。
(2)漢藥ê一種，莖葉煎服來解熱。
(3)＝[九螺仔花]。
(4)＝[地丁草]。","","kim-sia̍h-liû","","kim-siah8-liu5","","金石榴","(植)(1)藥草ê一種，槌爛貼腳ê腫物。
(2)漢藥ê一種，莖葉煎服來解熱。
(3)＝[九螺仔花]。
(4)＝[地丁草]。","","A0327",""
"33624","kim-siak-siak","","kim-siak-siak","","金鑠鑠","金色ê燦爛發光。","","kim-siak-siak","","kim-siak-siak","","金鑠鑠","金色ê燦爛發光。","","A0327",""
"33625","kim-siám-siám","kim-sih-sih","kim-siam2-siam2","kim-sih-sih","金閃閃","金色ê輝煌發光。","","kim-siám-siám","kim-sih-sih","kim-siam2-siam2","kim-sih-sih","金閃閃","金色ê輝煌發光。","","A0327/A0327",""
"33626","kim-siân","","kim-sian5","","金蟬","(1)(動)蟬ê一種。
(2) (藥)蟬殼。","(1)∼∼ 脫殼＝形容用好計謀逃走。","kim-siân","","kim-sian5","","金蟬","(1)(動)蟬ê一種。
(2) (藥)蟬殼。","(1)∼∼ 脫殼＝形容用好計謀逃走。","A0327",""
"33627","kim-siâⁿ","","kim-siann5","","金城","王城。","","kim-siânn","","kim-siann5","","金城","王城。","","A0327",""
"33628","kim-siau","","kim-siau","","今宵","今夜。","","kim-siau","","kim-siau","","今宵","今夜。","","A0327",""
"33629","kim-si-chháu","","kim-si-chhau2","","金絲草","＝[金絲桃]。","","kim-si-tsháu","","kim-si-tshau2","","金絲草","＝[金絲桃]。","","A0327",""
"33630","kim-si-chhng","","kim-si-chhng","","金絲瘡","(病)淋巴系統ê病。","","kim-si-tshng","","kim-si-tshng","","金絲瘡","(病)淋巴系統ê病。","","A0327",""
"33631","kim-si-chiáu","","kim-si-chiau2","","金絲鳥","(動)","","kim-si-tsiáu","","kim-si-tsiau2","","金絲鳥","(動)","","A0327",""
"33632","kim-si hái-tông","","kim-si hai2-tong5","","金絲海棠","(植)","","kim-si hái-tông","","kim-si hai2-tong5","","金絲海棠","(植)","","A0327",""
"33633","kim-si-kâu","","kim-si-kau5","","金絲猴","(1)金毛ê猴。
(2)有錢頭家，有錢人客。","","kim-si-kâu","","kim-si-kau5","","金絲猴","(1)金毛ê猴。
(2)有錢頭家，有錢人客。","","A0327",""
"33634","kim-si-mn̂g","","kim-si-mng5","","金絲毛","金頭毛。","","kim-si-mn̂g","","kim-si-mng5","","金絲毛","金頭毛。","","A0327",""
"33635","kim-sin","","kim-sin","","金身","神佛ê金像。","裝 ∼∼。","kim-sin","","kim-sin","","金身","神佛ê金像。","裝 ∼∼。","A0327",""
"33636","kim-sìⁿ","","kim-sinn3","","金扇","金扇。","","kim-sìnn","","kim-sinn3","","金扇","金扇。","","A0327",""
"33637","kim-sîn","","kim-sin5","","金蠅","(1)(動)屎ha̍k á蠅。
(2)罵裝外表kap身分bē配合ê人。","","kim-sîn","","kim-sin5","","金蠅","(1)(動)屎ha̍k á蠅。
(2)罵裝外表kap身分bē配合ê人。","","A0327",""
"33638","kim-si n̂g-chhek-chiáu-á","","kim-si ng5-chhek-chiau2-a2","","金絲黃雀鳥仔","(動)","","kim-si n̂g-tshik-tsiáu-á","","kim-si ng5-tshik-tsiau2-a2","","金絲黃雀鳥仔","(動)","","A0327",""
"33639","kim-si ngó͘-jiáu-lêng","","kim-si ngoo2-jiau2-leng5","","金絲五爪龍","＝[龍鬚籐]。","","kim-si ngóo-jiáu-lîng","","kim-si ngoo2-jiau2-ling5","","金絲五爪龍","＝[龍鬚籐]。","","A0327",""
"33640","kim-siok","","kim-siok","","金粟","(植)","","kim-siok","","kim-siok","","金粟","(植)","","A0327",""
"33641","kim-siōng","","kim-siong7","","今上","當今ê皇帝。","∼∼ 陛下。","kim-siōng","","kim-siong7","","今上","當今ê皇帝。","∼∼ 陛下。","A0327",""
"33642","kim-si-ô͘-tia̍p","","kim-si-oo5-tiap8","","金絲蝴蝶","黃蝴蝶。","","kim-si-ôo-tia̍p","","kim-si-oo5-tiap8","","金絲蝴蝶","黃蝴蝶。","","A0327",""
"33643","kim-si̍t-á","","kim-sit8-a2","","金翼仔","(動)小鴨。","","kim-si̍t-á","","kim-sit8-a2","","金翼仔","(動)小鴨。","","A0327",""
"33644","kim-si-tek","","kim-si-tek","","金絲竹","","","kim-si-tik","","kim-si-tik","","金絲竹","","","A0327",""
"33645","kim-si-thô","","kim-si-tho5","","金絲桃","(植)","","kim-si-thô","","kim-si-tho5","","金絲桃","(植)","","A0327",""
"33646","kim-siu lâu-thiah","","kim-siu lau5-thiah","","金收樓拆","＝違反契約。","","kim-siu lâu-thiah","","kim-siu lau5-thiah","","金收樓拆","＝違反契約。","","A0327",""
"33647","kim-so","","kim-so","","金梭","(動)油魚，梭á魚。","","kim-so","","kim-so","","金梭","(動)油魚，梭á魚。","","A0328",""
"33648","kim-só-sî","","kim-so2-si5","","金鎖匙","(植)(1) 莖、葉用水煎服來清淨血液。
(2)kui欉草切幼浸酒或煎服來做強壯劑。","","kim-só-sî","","kim-so2-si5","","金鎖匙","(植)(1) 莖、葉用水煎服來清淨血液。
(2)kui欉草切幼浸酒或煎服來做強壯劑。","","A0328",""
"33649","kim-soa","","kim-soa","","金沙","砂金。","","kim-sua","","kim-sua","","金沙","砂金。","","A0328",""
"33650","kim-soa-cheng","","kim-soa-cheng","","金砂鐘","鐘ê一種。","","kim-sua-tsing","","kim-sua-tsing","","金砂鐘","鐘ê一種。","","A0327",""
"33651","kim-soaⁿ","","kim-soann","","金山","(1)金礦山。
(2)做[功德]ê時，用紙貼ê祭具ê一種。
(3)指Australia或California產金ê所在。","","kim-suann","","kim-suann","","金山","(1)金礦山。
(2)做[功德]ê時，用紙貼ê祭具ê一種。
(3)指Australia或California產金ê所在。","","A0328",""
"33652","kim-sòaⁿ","","kim-soann3","","金線","(1)金色ê線。
(2)(動)鯛魚ê一種。","","kim-suànn","","kim-suann3","","金線","(1)金色ê線。
(2)(動)鯛魚ê一種。","","A0328",""
"33653","kim-sòaⁿ-chôa","","kim-soann3-choa5","","金線蛇","(動)白線紋ê蛇。","","kim-suànn-tsuâ","","kim-suann3-tsua5","","金線蛇","(動)白線紋ê蛇。","","A0328",""
"33654","kim-sòaⁿ-hî","","kim-soann3-hi5","","金線魚","(動)絲魚，鯛魚ê一種。","","kim-suànn-hî","","kim-suann3-hi5","","金線魚","(動)絲魚，鯛魚ê一種。","","A0328",""
"33655","kim-sòaⁿ-liân","","kim-soann3-lian5","","金線蓮","(植)莖、葉用水煎服治肺病，或做強壯劑，或治毒蛇咬傷。","","kim-suànn-liân","","kim-suann3-lian5","","金線蓮","(植)莖、葉用水煎服治肺病，或做強壯劑，或治毒蛇咬傷。","","A0328",""
"33656","kim-sòaⁿ-liân","","kim-soann3-lian5","","金線鰱","＝[金線魚]。","","kim-suànn-liân","","kim-suann3-lian5","","金線鰱","＝[金線魚]。","","A0328",""
"33657","kim-sòaⁿ-thán","","kim-soann3-than2","","金線毯","＝[金砂毯]。","","kim-suànn-thán","","kim-suann3-than2","","金線毯","＝[金砂毯]。","","A0328",""
"33658","kim-soa-thán","","kim-soa-than2","","金砂毯","上等毛毯ê一種。","","kim-sua-thán","","kim-sua-than2","","金砂毯","上等毛毯ê一種。","","A0328",""
"33659","kim-soa-ú","","kim-soa-u2","","金沙羽","毛織品ê一種。","","kim-sua-ú","","kim-sua-u2","","金沙羽","毛織品ê一種。","","A0328",""
"33660","kim-so-hî","","kim-so-hi5","","金梭魚","＝[金梭]。","","kim-so-hî","","kim-so-hi5","","金梭魚","＝[金梭]。","","A0328",""
"33661","kim-sún","","kim-sun2","","金筍","(植)葛鬱金，根莖是優良ê食用澱粉。","","kim-sún","","kim-sun2","","金筍","(植)葛鬱金，根莖是優良ê食用澱粉。","","A0328",""
"33662","kim-tan","","kim-tan","","金丹","仙丹，bē老bē死ê靈藥。","","kim-tan","","kim-tan","","金丹","仙丹，bē老bē死ê靈藥。","","A0328",""
