tl,hanzi,frequency
koo-tsiàm,孤占,25
koo-tuann,孤單,25
koo-kiánn,孤囝,25
koo-sng,孤孀,25
koo-pênn,孤棚,25
koo-pînn,孤棚,25
koo-moo,孤毛,25
koo-môo,孤毛,25
koo-ta̍k,孤獨,25
koo-to̍k,孤獨,25
koo-li̍p,孤立,25
koo-sin,孤身,25
koo-sng,孤霜,25
koo-niáu,孤鳥,25
koo-tsiáu,孤鳥,25
koo-khut,孤𣮈,25
koo-khu̍t,孤𣮈,25
sun-á,孫仔,25
sng-lâu,孫劉,25
suinn-lâu,孫劉,25
sun-lâu,孫劉,25
sun-sài,孫婿,25
sun-só,孫嫂,25
sng-lîm,孫林,25
suinn-lîm,孫林,25
sun-lîm,孫林,25
pū-nn̄g,孵卵,25
pū-nuī,孵卵,25
pǔ-nňg,孵卵,25
pū-siū,孵岫,25
pū-lâng,孵膿,25
o̍h-á,學仔,25
ha̍k-uī,學位,25
ha̍k-hun,學分,25
ha̍k-li̍k,學力,25
ha̍k-khu,學區,25
ha̍k-miâ,學名,25
ha̍k-guân,學員,25
ha̍k-uân,學員,25
ha̍k-būn,學問,25
o̍h-tn̂g,學堂,25
ha̍k-sū,學士,25
ha̍k-liâu,學寮,25
o̍h-liâu,學寮,25
ha̍k-nî,學年,25
ha̍k-hú,學府,25
ha̍k-huē,學會,25
ha̍k-kî,學期,25
ha̍k-hāu,學校,25
ha̍k-gia̍p,學業,25
ha̍k-li̍k,學歷,25
ha̍k-lí,學理,25
ha̍k-sing,學生,25
ha̍k-kài,學界,25
ha̍k-kho,學科,25
ha̍k-si̍p,學習,25
ha̍k-tsiá,學者,25
ha̍k-su̍t,學術,25
o̍h-uē,學話,25
ha̍k-suat,學說,25
ha̍k-sik,學識,25
ha̍k-huì,學費,25
ha̍k-tióng,學長,25
ha̍k-tiúnn,學長,25
ha̍k-īnn,學院,25
gia̍t-tsú,孽子,25
gia̍t-siâu,孽潲,25
ú-tiū,宇宙,25
siú-pī,守備,25
siú-tsik,守則,25
siú-kiong,守宮,25
tsiú-kuá,守寡,25
tsiúnn-kuánn,守寡,25
tsiú-mê,守暝,25
tsiú-mî,守暝,25
siú-huat,守法,25
siú-tsiat,守節,25
siú-uē,守衛,25
siú-uī,守衛,25
siú-hōo,守護,25
an-hūn,安份,25
an-tsuân,安全,25
an-thóo,安土,25
an-the̍h,安宅,25
an-tīng,安定,25
an-ka,安家,25
an-ke,安家,25
an-lîng,安寧,25
an-tshn̂g,安床,25
àm-khinn,安康,25
an-sim,安心,25
an-uì,安慰,25
an-tánn,安打,25
an-pâi,安排,25
an-tshah,安插,25
an-tah,安搭,25
an-sán,安產,25
an-bîn,安眠,25
an-ún,安穩,25
an-tì,安置,25
an-thai,安胎,25
an-tsòng,安葬,25
an-tsong,安裝,25
an-siông,安詳,25
an-sin,安身,25
an-lîng,安靈,25
an-tsīng,安靜,25
an-ióng,安養,25
an-iúnn,安養,25
uân-pī,完備,25
uân-tsuân,完全,25
uân-siān,完善,25
uân-hun,完婚,25
uân-kang,完工,25
uân-sîng,完成,25
uân-tsíng,完整,25
uân-kiat,完結,25
uân-bí,完美,25
hông-kuan,宏觀,25
tsong-kàu,宗教,25
tsong-tso̍k,宗族,25
tsong-tsí,宗旨,25
tsong-sû,宗祠,25
tsong-tshin,宗親,25
kuann-tiān,官佃,25
kuann-liâu,官僚,25
kuann-ping,官兵,25
kuann-si,官司,25
kuann-lī,官吏,25
kuann-guân,官員,25
kuann-uân,官員,25
kuann-tiûnn,官場,25
kuann-thiann,官廳,25
kuann-hong,官方,25
kuann-tsit,官職,25
kuann-uē,官話,25
tīng-uī,定位,25
tiānn-tsuè,定做,25
tiānn-tsò,定做,25
tīng-tsuè,定做,25
tīng-tsò,定做,25
tīng-kè,定價,25
tīng-tsûn,定存,25
tiānn-tiānn,定定,25
tīng-ki,定居,25
tīng-ku,定居,25
tīng-lu̍t,定律,25
tīng-sìng,定性,25
tīng-sî,定時,25
tīng-kî,定期,25
tīng-àn,定案,25
tīng-tòng,定當,25
tīng-tsuē,定罪,25
tīng-gī,定義,25
tiānn-tio̍h,定著,25
tīng-kui,定規,25
tīng-tshin,定親,25
tīng-lūn,定論,25
tiānn-huè,定貨,25
tiānn-hè,定貨,25
tīng-huè,定貨,25
tīng-hè,定貨,25
tīng-sok,定速,25
tiānn-kim,定金,25
tiānn-gîn,定銀,25
tiānn-gûn,定銀,25
tīng-gia̍h,定額,25
tīng-tiám,定點,25
uán-jiân,宛然,25
uán-liân,宛然,25
gî-lân,宜蘭,25
kheh-tshuàn,客串,25
kheh-lâng,客人,25
kheh-ka,客家,25
kheh-tiàm,客店,25
kheh-thiann,客廳,25
kheh-hōo,客戶,25
kheh-pâng,客房,25
kheh-tsàn,客棧,25
kheh-ki,客機,25
kheh-khì,客氣,25
kheh-guân,客源,25
kheh-buán,客滿,25
kheh-muá,客滿,25
kheh-kuan,客觀,25
khik-kuan,客觀,25
kheh-uē,客話,25
kheh-gí,客語,25
kheh-gú,客語,25
kheh-ūn,客運,25
kheh-tsiáu,客鳥,25
suan-pòo,宣佈,25
suan-thuân,宣傳,25
suan-phuànn,宣判,25
suan-kò,宣告,25
suan-tō,宣導,25
suan-tsiàn,宣戰,25
suan-iông,宣揚,25
suan-sī,宣示,25
suan-tshing,宣稱,25
suan-giân,宣言,25
suan-sè,宣誓,25
suan-tho̍k,宣讀,25
sik-lāi,室內,25
sik-guā,室外,25
sik-un,室溫,25
king-kong,宮公,25
kiong-lí,宮女,25
kiong-lú,宮女,25
king-biō,宮廟,25
kiong-biō,宮廟,25
kiong-tîng,宮廷,25
kiong-tiān,宮殿,25
hāi-thâng,害蟲,25
iàn-huē,宴會,25
iàn-tshiánn,宴請,25
siau-iā,宵夜,25
siau-kìm,宵禁,25
ka-sū,家事,25
ke-hué,家伙,25
ke-hé,家伙,25
ke-hér,家伙,25
ke-lāi,家內,25
ka-khū,家具,25
ka-kū,家具,25
ka-bū,家務,25
ke-kháu,家口,25
ka-hn̂g,家園,25
ka-kíng,家境,25
ke-pô,家婆,25
ka-sio̍k,家屬,25
ka-kī,家己,25
ka-tī,家己,25
kai-kī,家己,25
ka-tîng,家庭,25
ka-biō,家廟,25
ke-āu,家後,25
ka-hû,家扶,25
ka-kàu,家教,25
ka-tso̍k,家族,25
ka-sán,家產,25
ka-iōng,家用,25
ke-kah,家甲,25
ka-kuàn,家眷,25
ka-khîm,家禽,25
ke-si,家私,25
ka-phóo,家譜,25
ka-hiong,家鄉,25
ka-tiúnn,家長,25
ka-mn̂g,家門,25
ka-tiān,家電,25
iông-ín,容允,25
iông-ún,容允,25
iông-ī,容易,25
iông-tsik,容積,25
iông-māu,容貌,25
siok-bīng,宿命,25
sok-miā,宿命,25
siok-uàn,宿怨,25
siok-sià,宿舍,25
sok-sià,宿舍,25
siok-tuê,宿題,25
siok-tê,宿題,25
siok-bo̍k,寂寞,25
tsi̍k-bo̍k,寂寞,25
kià-hù,寄付,25
kià-tshuì,寄喙,25
kià-ki,寄居,25
kià-ku,寄居,25
kià-phue,寄批,25
kià-bāng,寄望,25
kià-sinn,寄生,25
kiànn-sinn,寄生,25
kià-tsuē,寄罪,25
kià-siann,寄聲,25
kià-thok,寄託,25
kià-uē,寄話,25
kià-buē,寄賣,25
kià-bē,寄賣,25
kià-kha,寄跤,25
bi̍t-tshiat,密切,25
bi̍t-kò,密告,25
bi̍t-pô,密婆,25
bi̍t-sik,密室,25
ba̍t-ba̍t,密密,25
ba̍t-tsa̍t,密實,25
bi̍t-tōo,密度,25
bi̍t-bé,密碼,25
bi̍t-tsi̍p,密集,25
hù-kong,富岡,25
hù-kiông,富強,25
hù-hōo,富戶,25
hù-guân,富源,25
hù-jū,富裕,25
hù-lū,富裕,25
hù-kuì,富貴,25
hù-tsiok,富足,25
hù-lí,富里,25
hân-ká,寒假,25
hân-líng,寒冷,25
kuânn-thinn,寒天,25
hân-tài,寒帶,25
hân-liû,寒流,25
kuânn-jua̍h,寒熱,25
kuânn-lua̍h,寒熱,25
kuânn-sann,寒衫,25
hân-san,寒酸,25
hân-suan,寒酸,25
hân-lōo,寒露,25
kuá-hū,寡婦,25
kuánn-hū,寡婦,25
khím-sik,寢室,25
tshím-sik,寢室,25
tshím-thâu,寢頭,25
tsa̍t-ham,實䈄,25
si̍t-lē,實例,25
si̍t-kè,實價,25
si̍t-li̍k,實力,25
si̍t-bū,實務,25
si̍t-tsāi,實在,25
si̍t-tuē,實地,25
si̍t-tē,實地,25
tsa̍t-tsa̍t,實實,25
si̍t-tsîng,實情,25
si̍t-tsiàn,實戰,25
si̍t-si,實施,25
tsa̍t-tsinn,實櫼,25
si̍t-hóng,實況,25
si̍t-hiān,實現,25
si̍t-iōng,實用,25
si̍t-si̍p,實習,25
tsa̍t-pak,實腹,25
tsa̍t-mo̍oh,實膜,25
si̍t-hîng,實行,25
si̍t-uē,實話,25
si̍t-tsit,實質,25
si̍t-tsiān,實踐,25
si̍t-tsè,實際,25
tsa̍t-thâu,實頭,25
si̍t-giām,實驗,25
si̍t-thé,實體,25
tsa̍t-phīnn,實鼻,25
lîng-khó,寧可,25
lîng-tsīng,寧靜,25
sím-phuànn,審判,25
sím-mn̄g,審問,25
sím-tīng,審定,25
sím-tsa,審查,25
sím-hi̍k,審核,25
sím-lí,審理,25
sím-sī,審視,25
sím-gī,審議,25
siá-tsok,寫作,25
siá-jī,寫字,25
siá-lī,寫字,25
siá-lǐ,寫字,25
siá-si̍t,寫實,25
siá-tsiàu,寫照,25
siá-sing,寫生,25
siá-tsin,寫真,25
khuan-iông,寬容,25
khuan-sù,寬恕,25
khuann-kiânn,寬行,25
khuan-jū,寬裕,25
khuan-lū,寬裕,25
khuan-hān,寬限,25
khuan-ān,寬限,25
khuan-pîn,寬頻,25
liâu-á,寮仔,25
thíng-sīng,寵倖,25
thióng-bu̍t,寵物,25
pó-tián,寶典,25
pó-kiàm,寶劍,25
pó-tuē,寶地,25
pó-tē,寶地,25
pó-tó,寶島,25
pó-tóo,寶島,25
pó-tsō,寶座,25
pó-sioh,寶惜,25
pó-táu,寶斗,25
pó-tsio̍h,寶石,25
pó-tsōng,寶藏,25
pó-puè,寶貝,25
pó-kuì,寶貴,25
tshùn-tshioh,寸尺,25
tshùn-tsó,寸棗,25
sī-īnn,寺院,25
hong-tshuì,封喙,25
hong-kiàn,封建,25
hong-tiâu,封條,25
pang-tiâu,封條,25
hong-sat,封殺,25
hong-bah,封肉,25
hong-ting,封釘,25
hong-só,封鎖,25
hong-pì,封閉,25
hong-kuan,封關,25
siā-thîng,射程,25
siā-tîng,射程,25
siā-tâng,射筒,25
siā-tsìnn,射箭,25
siā-mn̂g,射門,25
tsiong-lâi,將來,25
tsiòng-sū,將士,25
tsiàng-tsâi,將才,25
tsiòng-tsâi,將才,25
tsiong-kun,將軍,25
tsiong-kīn,將近,25
tsiong-kūn,將近,25
tsuan-jîn,專人,25
tsuan-lâng,專人,25
tsuan-lîn,專人,25
tsuan-jīm,專任,25
tsuan-līm,專任,25
tsuan-lī,專利,25
tsuan-tsè,專制,25
tsuan-guân,專員,25
tsuan-uân,專員,25
tsuan-ka,專家,25
tsuan-kang,專工,25
tsuan-sim,專心,25
tsuan-tsâi,專才,25
tsuan-kong,專攻,25
tsuan-tsìng,專政,25
tsuan-su,專書,25
tsuan-àn,專案,25
tsuan-gia̍p,專業,25
tsuan-ki,專機,25
tsuan-kuī,專櫃,25
tsuan-lân,專欄,25
tsuan-nuâ,專欄,25
tsuan-khuân,專權,25
tsuan-kuân,專權,25
tsuan-tsù,專注,25
tsuan-iōng,專用,25
tsuan-kho,專科,25
tsuan-tsing,專精,25
tsuan-suànn,專線,25
tsuan-tsit,專職,25
tsuan-hóng,專訪,25
tsuan-kuàn,專貫,25
tsuan-tsi̍p,專輯,25
tsuan-tióng,專長,25
tsuan-bûn,專門,25
tsuan-tuê,專題,25
tsuan-tê,專題,25
ut-tî,尉遲,25
tsun-giâm,尊嚴,25
tsun-tshûn,尊存,25
tsun-kìng,尊敬,25
tsun-tshing,尊稱,25
tsun-kuì,尊貴,25
tsun-tiōng,尊重,25
tsun-tióng,尊長,25
tuì-hù,對付,25
tuì-pun,對分,25
tuì-tshian,對千,25
tuì-puànn,對半,25
tuì-huán,對反,25
tuì-tâng,對同,25
tuì-hiòng,對向,25
tuì-tshuì,對喙,25
tuì-guā,對外,25
tuì-huānn,對岸,25
tuì-nî,對年,25
tuì-thāi,對待,25
tuì-ìng,對應,25
tuì-tshiú,對手,25
tuì-ke̍h,對扴,25
tuì-khòng,對抗,25
tuì-tú,對拄,25
tuì-áu,對拗,25
tuì-tsí,對指,25
tuì-uānn,對換,25
tuì-tshi̍k,對摵,25
tuì-siàu,對數,25
tuì-hong,對方,25
tuì-sî,對時,25
tuì-pí,對比,25
tuì-tshiong,對沖,25
tuì-tsún,對準,25
tuì-tsiau,對焦,25
tuì-tsiàu,對照,25
tuì-pe̍h,對白,25
tuì-siàng,對相,25
tuì-siòng,對相,25
tuì-khuànn,對看,25
tuì-li̍p,對立,25
tuì-tap,對答,25
tuì-tshik,對策,25
tuì-pān,對範,25
tuì-tsîn,對繩,25
tuì-uē,對話,25
tuì-tiàu,對調,25
tuì-tâm,對談,25
tuì-siòng,對象,25
tuì-siōng,對象,25
tuì-lōo,對路,25
tuì-tiōng,對重,25
tuì-bīn,對面,25
tuì-thâu,對頭,25
tō-su,導師,25
tō-ián,導演,25
tō-hâng,導航,25
tō-lám,導覽,25
tō-iû,導遊,25
sió-sū,小事,25
siáu-jîn,小人,25
siáu-lîn,小人,25
siáu-sú,小使,25
siáu-piān,小便,25
sió-piān,小便,25
siáu-jî,小兒,25
siáu-lî,小兒,25
sió-tsik,小叔,25
sió-kháu,小口,25
sió-miâ,小名,25
sió-kiánn,小囝,25
sió-hîng,小型,25
sió-bē,小妹,25
sió-muē,小妹,25
sia̋u-tsê,小姐,25
sió-tsiá,小姐,25
sió-koo,小姑,25
sió-tsím,小嬸,25
sió-ha̍k,小學,25
sió-o̍h,小學,25
siáu-hân,小寒,25
siáu-kio̍k,小局,25
sió-kio̍k,小局,25
sió-tó,小島,25
sió-kang,小工,25
sió-tī,小弟,25
sió-sim,小心,25
sió-sòo,小數,25
sió-tuànn,小旦,25
sió-sî,小時,25
siáu-sú,小暑,25
sió-ge̍h,小月,25
sió-gue̍h,小月,25
sió-ba̍k,小木,25
sió-pún,小本,25
siáu-huat,小法,25
sió-káng,小港,25
sió-buán,小滿,25
sió-sing,小生,25
siáu-sán,小產,25
sió-puânn,小盤,25
sió-phiò,小票,25
sió-tán,小等,25
sió-tsoo,小組,25
sió-tōo,小肚,25
sió-tn̂g,小腸,25
siáu-kái,小解,25
siáu-suat,小說,25
sió-suat,小說,25
sió-huì,小費,25
sió-buē,小賣,25
sió-bē,小賣,25
sió-lōo,小路,25
sió-gîn,小銀,25
sió-gûn,小銀,25
sió-tìn,小鎮,25
siáu-suat,小雪,25
sió-tsia̍h,小食,25
sió-tshut,小齣,25
siàu-lí,少女,25
siàu-lú,少女,25
siàu-tsiòng,少將,25
siáu-tsiòng,少將,25
siàu-liân,少年,25
tsió-sòo,少數,25
siàu-hāu,少校,25
siáu-kàu,少校,25
siàu-pāng,少棒,25
tsió-huè,少歲,25
tsió-hè,少歲,25
siàu-iâ,少爺,25
tsió-kheh,少缺,25
tsió-khueh,少缺,25
tsiam-to,尖刀,25
tsiam-suann,尖山,25
tsiam-thio,尖挑,25
tsiam-ku̍t,尖掘,25
tsiam-tsǹg,尖鑽,25
iû-kî,尤其,25
ang-á,尪仔,25
ang-î,尪姨,25
ang-pô,尪婆,25
tsiū-jīm,就任,25
tsiū-līm,就任,25
tiō-sī,就是,25
tsiū-sī,就是,25
tō-sī,就是,25
tsiū-gia̍p,就業,25
tsiū-tsit,就職,25
tsiū-kīn,就近,25
tsiū-kūn,就近,25
tsiū-i,就醫,25
kha-tshng,尻川,25
kha-tshuinn,尻川,25
ka-tsiah,尻脊,25
kha-tsiah,尻脊,25
luî-koo,尼姑,25
lî-koo,尼姑,25
nî-koo,尼姑,25
bué-á,尾仔,25
bé-á,尾仔,25
bér-kiánn,尾囝,25
bué-āu,尾後,25
bé-āu,尾後,25
bué-tshiú,尾手,25
bé-tshiú,尾手,25
bér-tshiú,尾手,25
bué-tsáinn,尾指,25
bé-tsáinn,尾指,25
bér-tsuínn,尾指,25
bér-tsáinn,尾指,25
bué-kíng,尾景,25
bé-kíng,尾景,25
bué-sau,尾梢,25
bé-sau,尾梢,25
bué-liu,尾溜,25
bé-liu,尾溜,25
bué-gê,尾牙,25
bé-gê,尾牙,25
bué-siann,尾聲,25
bé-siann,尾聲,25
bué-tsui,尾脽,25
bé-tsui,尾脽,25
bué-ia̍h,尾蝶,25
bé-ia̍h,尾蝶,25
bér-ia̍h,尾蝶,25
giō-ôo,尿壺,25
jiō-hôo,尿壺,25
jiō-ôo,尿壺,25
liō-hôo,尿壺,25
liō-ôo,尿壺,25
jiō-táu,尿斗,25
liō-táu,尿斗,25
giō-tháng,尿桶,25
jiō-tháng,尿桶,25
liō-tháng,尿桶,25
jiō-hia,尿桸,25
jiōr-hia,尿桸,25
liō-hia,尿桸,25
liǒ-hia,尿桸,25
jiō-tái,尿滓,25
liō-tái,尿滓,25
jiō-kóng,尿管,25
jiō-tē,尿袋,25
liō-tē,尿袋,25
jiō-tō,尿道,25
liō-tō,尿道,25
kio̍k-sè,局勢,25
kio̍k-pōo,局部,25
kio̍k-tiúnn,局長,25
kio̍k-hān,局限,25
kio̍k-bīn,局面,25
ki-bîn,居民,25
ku-bîn,居民,25
ki-tsâi,居財,25
ku-tsâi,居財,25
khut-sè,屈勢,25
khut-ho̍k,屈服,25
si-thé,屍體,25
sái-bué,屎尾,25
sái-bé,屎尾,25
sái-jiō,屎尿,25
sái-liō,屎尿,25
sái-pe,屎桮,25
sái-pue,屎桮,25
sái-tháng,屎桶,25
sái-ha̍k,屎礐,25
sái-bīn,屎面,25
sái-ku,屎龜,25
pîn-tong,屏東,25
pîn-hong,屏風,25
tián-tshut,展出,25
tián-ui,展威,25
tián-pó,展寶,25
tián-bōng,展望,25
tián-hiān,展現,25
tián-sī,展示,25
thián-si̍t,展翼,25
tián-lám,展覽,25
thián-khui,展開,25
tián-khui,展開,25
ban-á,屘仔,25
ban-kiánn,屘囝,25
thuah-á,屜仔,25
tôo-sat,屠殺,25
tsân-tshù,層次,25
tsân-kip,層級,25
tsân-bīn,層面,25
lí-li̍k,履歷,25
lí-hîng,履行,25
siap-thiap,屧貼,25
siap-tia̍p,屧貼,25
sio̍k-sìng,屬性,25
sio̍k-î,屬於,25
suann-kha,山佳,25
suann-lāi,山內,25
suann-lua̍h,山剌,25
suann-sè,山勢,25
suann-sì,山勢,25
suann-khu,山區,25
suann-tuē,山地,25
suann-tē,山地,25
suann-pho,山坡,25
suann-phiânn,山坪,25
suann-tsiam,山尖,25
suann-khàm,山崁,25
suann-kiā,山崎,25
suann-lūn,山崙,25
suann-niá,山嶺,25
san-ko,山歌,25
san-suí,山水,25
suann-tōng,山洞,25
suann-kau,山溝,25
suann-kiû,山球,25
suann-khang,山空,25
suann-suànn,山線,25
suann-iûnn,山羊,25
suann-me̍h,山脈,25
suann-io,山腰,25
suann-pak,山腹,25
suann-kiô,山茄,25
san-tsong,山莊,25
suann-io̍h,山藥,25
suann-kok,山谷,25
suann-ti,山豬,25
suann-tu,山豬,25
suann-hô,山貉,25
suann-niau,山貓,25
suann-tsha̍t,山賊,25
suann-kha,山跤,25
suann-lōo,山路,25
san-lí,山里,25
suann-bông,山雺,25
suann-tíng,山頂,25
suann-thâu,山頭,25
kong-san,岡山,25
giâm-tsio̍h,岩石,25
gâm-tsio̍h,岩石,25
huānn-pinn,岸邊,25
bā-sà,峇嗄,25
bâ-bui,峇微,25
tó-sū,島嶼,25
tóo-sū,島嶼,25
khàm-kuà,崁蓋,25
khàm-kha,崁跤,25
khàm-tíng,崁頂,25
tsông-tik,崇德,25
tsông-pài,崇拜,25
kiā-á,崎仔,25
kiā-tíng,崎頂,25
lūn-á,崙仔,25
pang-suann,崩山,25
pang-huānn,崩岸,25
pang-puânn,崩盤,25
pang-phoh,崩駁,25
pang-poh,崩駁,25
tsiám-jiân,嶄然,25
tsiám-liân,嶄然,25
tsám-jiân,嶄然,25
tsám-liân,嶄然,25
niá-kha,嶺腳,25
tshuan-tshit,川七,25
tshuan-kiong,川芎,25
tshuan-puè,川貝,25
sûn-tsa,巡查,25
sûn-lé,巡禮,25
sûn-hâng,巡航,25
sûn-sī,巡視,25
sûn-huê,巡迴,25
sûn-lô,巡邏,25
kang-sū,工事,25
kang-lâng,工人,25
kang-á,工仔,25
kang-tsok,工作,25
kang-khū,工具,25
kang-kū,工具,25
kang-iú,工友,25
kang-siong,工商,25
kang-tuē,工地,25
kang-tē,工地,25
kang-tiûnn,工場,25
kang-hu,工夫,25
kang-liâu,工寮,25
kang-tshiúnn,工廠,25
kang-huē,工會,25
kang-kî,工期,25
kang-gia̍p,工業,25
kang-thîng,工程,25
kang-tîng,工程,25
kang-gē,工藝,25
khang-khuè,工課,25
khang-khè,工課,25
khang-khèr,工課,25
khang-khìr,工課,25
kang-tsu,工資,25
kang-tsînn,工錢,25
kang-thâu,工頭,25
tsó-iū,左右,25
tsó-phài,左派,25
tsó-iânn,左營,25
khá-ha̍p,巧合,25
khiáu-khì,巧氣,25
khá-khì,巧氣,25
khiáu-sîn,巧神,25
khiáu-kut,巧骨,25
kī-tàn,巨蛋,25
kū-tàn,巨蛋,25
tsha-pia̍t,差別,25
tshe-kah,差教,25
tshe-kà,差教,25
tsha-ī,差異,25
tsha-kī,差距,25
tsha-kū,差距,25
tsha-tshò,差錯,25
tsha-gia̍h,差額,25
í-king,已經,25
pa-kiat,巴結,25
pa-tsiah,巴脊,25
pa-lang,巴郎,25
pa-lîng,巴陵,25
pa-lóng,巴陵,25
hāng-á,巷仔,25
hāng-lōo,巷路,25
kin-á,巾仔,25
kun-á,巾仔,25
tshī-kè,市價,25
tshī-lāi,市內,25
tshī-khu,市區,25
tshī-tiônn,市場,25
tshī-tiûnn,市場,25
tshī-guā,市外,25
tshī-iông,市容,25
tshī-tsìng,市政,25
tshī-bîn,市民,25
tshī-tsháu,市草,25
tshī-tiúnn,市長,25
tshī-bīn,市面,25
pòo-tshioh,布尺,25
pòo-tué,布底,25
pòo-té,布底,25
pòo-liāu,布料,25
pòo-kíng,布景,25
pòo-pênn,布棚,25
pòo-pînn,布棚,25
pòo-kui,布機,25
pòo-ba̍k,布目,25
pòo-phâng,布篷,25
pòo-tē,布袋,25
pòo-tsit,布質,25
pòo-sin,布身,25
pòo-uê,布鞋,25
pòo-ê,布鞋,25
pòo-thâu,布頭,25
phâng-pòo,帆布,25
phâng-tsûn,帆船,25
hi-bāng,希望,25
hi-bōng,希望,25
phè-á,帕仔,25
phè-bué,帕尾,25
phè-bé,帕尾,25
thiap-á,帖仔,25
tè-kok,帝國,25
tè-ông,帝王,25
sai-á,師仔,25
sai-hū,師傅,25
sai-hiann,師兄,25
su-hiann,師兄,25
su-koo,師姑,25
su-tôo,師徒,25
su-bió,師母,25
su-bó,師母,25
su-hū,師父,25
su-sing,師生,25
su-huān,師範,25
su-tsu,師資,25
su-tiúnn,師長,25
si̍k-tshù,席次,25
tuà-lâi,帶來,25
tài-lâi,帶來,25
tài-tōng,帶動,25
tuà-hà,帶孝,25
tài-liām,帶念,25
tuà-tshiú,帶手,25
tài-tsōng,帶狀,25
tài-pēnn,帶病,25
tài-pīnn,帶病,25
tuà-kuī,帶膭,25
tài-sue,帶衰,25
tài-tsâi,帶財,25
tuà-niá,帶領,25
tài-niá,帶領,25
siông-bū,常務,25
tshiâng-tsāi,常在,25
siông-siông,常常,25
siông-iōng,常用,25
siông-sik,常識,25
bō-á,帽仔,25
bōr-á,帽仔,25
bǒ-á,帽仔,25
hok-tōo,幅度,25
hàinn-kô,幌笱,25
hàinn-thâu,幌頭,25
mua-kin,幔巾,25
mua-kun,幔巾,25
bōo-liâu,幕僚,25
bōo-āu,幕後,25
huan-á,幡仔,25
tông-huan,幢幡,25
pang-tsōo,幫助,25
pang-bâng,幫忙,25
pang-phài,幫派,25
phóng-phuh,幫浦,25
pang-tsān,幫贊,25
kan-á,干仔,25
kan-hiu,干休,25
kan-jiáu,干擾,25
kan-liáu,干擾,25
kan-lo̍k,干樂,25
kan-sia̍p,干涉,25
kan-na,干焦,25
kan-ta,干焦,25
kan-tann,干焦,25
kan-kinn,干經,25
kan-tsìng,干證,25
kan-puè,干貝,25
piânn-tseh,平仄,25
pîng-sìn,平信,25
pîng-huân,平凡,25
pênn-pun,平分,25
pînn-pun,平分,25
pîng-guân,平原,25
pîng-huán,平反,25
pênn-tâi,平台,25
pîng-tâi,平台,25
pînn-tâi,平台,25
pîng-hô,平和,25
pênn-tē,平地,25
pînn-tuē,平地,25
pîng-kin,平均,25
pîng-kun,平均,25
pênn-thán,平坦,25
pênn-thánn,平坦,25
pînn-thán,平坦,25
pînn-thánn,平坦,25
pênn-poo,平埔,25
pînn-poo,平埔,25
pîng-an,平安,25
pîng-siông,平常,25
pênn-pênn,平平,25
pînn-pînn,平平,25
pênn-tshiú,平手,25
pînn-tshiú,平手,25
pîng-hong,平方,25
pîng-ji̍t,平日,25
pîng-li̍t,平日,25
pîng-sî,平時,25
pênn-pāng,平棒,25
pînn-pāng,平棒,25
pênn-tsiànn,平正,25
pînn-tsiànn,平正,25
pîng-bîn,平民,25
pênn-iûnn,平洋,25
pînn-iûnn,平洋,25
pînn-ôo,平湖,25
pîng-khe,平溪,25
pînn-khue,平溪,25
pênn-ti̍t,平直,25
pînn-ti̍t,平直,25
pîng-ún,平穩,25
pîng-tíng,平等,25
pîng-hîng,平行,25
pîng-hîng,平衡,25
pênn-puè,平輩,25
pînn-puè,平輩,25
pênn-kai,平階,25
pînn-kai,平階,25
pîng-tsīng,平靜,25
pênn-bīn,平面,25
pînn-bīn,平面,25
pîng-sūn,平順,25
nî-tāi,年代,25
nî-hūn,年份,25
nî-tau,年兜,25
nî-tang,年冬,25
nî-tshe,年初,25
nî-tshue,年初,25
nî-bué,年尾,25
nî-bé,年尾,25
nî-tué,年底,25
nî-té,年底,25
nî-tōo,年度,25
nî-huē,年會,25
nî-kam,年柑,25
nî-huè,年歲,25
nî-hè,年歲,25
nî-tseh,年節,25
nî-tsueh,年節,25
nî-kí,年紀,25
nî-kip,年級,25
nî-tsiong,年終,25
nî-lāu,年老,25
nî-hng,年荒,25
nî-sin,年薪,25
nî-pió,年表,25
nî-huì,年費,25
nî-tsu,年資,25
nî-kim,年金,25
nî-kàm,年鑑,25
nî-kuan,年關,25
nî-hān,年限,25
nî-thâu,年頭,25
nî-lîng,年齡,25
hīng-hok,幸福,25
hīng-ūn,幸運,25
kàn-sū,幹事,25
kàn-pōo,幹部,25
huàn-sióng,幻想,25
huàn-bia̍t,幻滅,25
iù-jî,幼兒,25
iù-lî,幼兒,25
iù-kiánn,幼囝,25
iù-kang,幼工,25
iù-kàu,幼教,25
iù-siù,幼秀,25
iù-tī,幼稚,25
iù-sit,幼穡,25
iù-khng,幼糠,25
iù-siann,幼聲,25
iù-tsínn,幼茈,25
iù-huè,幼貨,25
iù-hè,幼貨,25
iù-lōo,幼路,25
iù-kut,幼骨,25
iù-mī,幼麵,25
iù-khí,幼齒,25
iu-ngá,幽雅,25
kí-hô,幾何,25
kuí-kang,幾工,25
kuí-lō,幾若,25
kuí-nā,幾若,25
kuí-ā,幾若,25
tsng-kha,庄跤,25
tsng-thâu,庄頭,25
pì-iū,庇佑,25
pí-iū,庇佑,25
tshn̂g-kin,床巾,25
tshn̂g-kun,床巾,25
