hanzi,tl,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,khpoo
鑫,herm,50,herm,herm1,herm1,herm,herm,,,True
鑭,lân,50,lân,lan5,lan5,lan,lan,,,True
閑,irînn,50,îriⁿ,irinn5,irinn5,irinn,irinn,,,True
閑,uînn,50,ûiⁿ,uinn5,uinn5,uinn,uinn,,,True
閑,ân,50,ân,an5,an5,an,an,,,True
閑,îng,50,êng,ing5,eng5,ing,eng,,,True
閒,irînn,50,îriⁿ,irinn5,irinn5,irinn,irinn,,,True
閒,uînn,50,ûiⁿ,uinn5,uinn5,uinn,uinn,,,True
閒,ân,50,ân,an5,an5,an,an,,,True
間,kirinn,50,kiriⁿ,kirinn1,kirinn1,kirinn,kirinn,,,True
間,kuinn,50,kuiⁿ,kuinn1,kuinn1,kuinn,kuinn,,,True
閡,hǎi,50,hǎi,hai6,hai6,hai,hai,,,True
閭,lîr,50,lîr,lir5,lir5,lir,lir,,,True
關,kirinn,50,kiriⁿ,kirinn1,kirinn1,kirinn,kirinn,,,True
阜,hǔ,50,hǔ,hu6,hu6,hu,hu,,,True
阝,hǔ,50,hǔ,hu6,hu6,hu,hu,,,True
阤,tī,50,tī,ti7,ti7,ti,ti,,,True
阤,tǐ,50,tǐ,ti6,ti6,ti,ti,,,True
阹,khir,50,khir,khir1,khir1,khir,khir,,,True
阹,khu,50,khu,khu1,khu1,khu,khu,,,True
陁,tī,50,tī,ti7,ti7,ti,ti,,,True
陁,tǐ,50,tǐ,ti6,ti6,ti,ti,,,True
限,hǎn,50,hǎn,han6,han6,han,han,,,True
限,ǎn,50,ǎn,an6,an6,an,an,,,True
陛,pě,50,pě,pe6,pe6,pe,pe,,,True
陼,tsír,50,chír,tsir2,chir2,tsir,chir,,,True
階,kere,50,kere,kere1,kere1,kere,kere,,,True
階,kue,50,koe,kue1,koe1,kue,koe,,,True
隱,írn,50,írn,irn2,irn2,irn,irn,,,True
隶,tāi,50,tāi,tai7,tai7,tai,tai,,,True
隽,tsuān,50,choān,tsuan7,choan7,tsuan,choan,,,True
隽,tsuǎn,50,choǎn,tsuan6,choan6,tsuan,choan,,,True
隽,tsùn,50,chùn,tsun3,chun3,tsun,chun,,,True
雉,tǐ,50,tǐ,ti6,ti6,ti,ti,,,True
雋,tsuǎn,50,choǎn,tsuan6,choan6,tsuan,choan,,,True
雌,tshir,50,chhir,tshir1,chhir1,tshir,chhir,,,True
雎,tshir,50,chhir,tshir1,chhir1,tshir,chhir,,,True
雎,tshu,50,chhu,tshu1,chhu1,tshu,chhu,,,True
雓,îr,50,îr,ir5,ir5,ir,ir,,,True
雓,û,50,û,u5,u5,u,u,,,True
雥,tsa̍p,50,cha̍p,tsap8,chap8,tsap,chap,,,True
雨,hiō,50,hiō,hio7,hio7,hio,hio,,,True
霮,tām,50,tām,tam7,tam7,tam,tam,,,True
霮,tǎm,50,tǎm,tam6,tam6,tam,tam,,,True
靖,tsǐng,50,chěng,tsing6,cheng6,tsing,cheng,,,True
靚,tsǐng,50,chěng,tsing6,cheng6,tsing,cheng,,,True
靜,tsǐng,50,chěng,tsing6,cheng6,tsing,cheng,,,True
靜,tsǐnn,50,chǐⁿ,tsinn6,chinn6,tsinn,chinn,,,True
鞙,hiān,50,hiān,hian7,hian7,hian,hian,,,True
鞙,hiǎn,50,hiǎn,hian6,hian6,hian,hian,,,True
鞞,pí,50,pí,pi2,pi2,pi,pi,,,True
項,hǎng,50,hǎng,hang6,hang6,hang,hang,,,True
頉,î,50,î,i5,i5,i,i,,,True
頥,î,50,î,i5,i5,i,i,,,True
頾,tsir,50,chir,tsir1,chir1,tsir,chir,,,True
頾,tsu,50,chu,tsu1,chu1,tsu,chu,,,True
頿,tsir,50,chir,tsir1,chir1,tsir,chir,,,True
頿,tsu,50,chu,tsu1,chu1,tsu,chu,,,True
顄,ām,50,ām,am7,am7,am,am,,,True
顄,ǎm,50,ǎm,am6,am6,am,am,,,True
顥,hǒ,50,hǒ,ho6,ho6,ho,ho,,,True
颸,sir,50,sir,sir1,sir1,sir,sir,,,True
颸,tshir,50,chhir,tshir1,chhir1,tshir,chhir,,,True
颸,tshu,50,chhu,tshu1,chhu1,tshu,chhu,,,True
飍,hiu,50,hiu,hiu1,hiu1,hiu,hiu,,,True
飝,hui,50,hui,hui1,hui1,hui,hui,,,True
食,sīr,50,sīr,sir7,sir7,sir,sir,,,True
食,sū,50,sū,su7,su7,su,su,,,True
飠,si̍t,50,si̍t,sit8,sit8,sit,sit,,,True
飺,tsîr,50,chîr,tsir5,chir5,tsir,chir,,,True
飺,tsû,50,chû,tsu5,chu5,tsu,chu,,,True
飼,sīr,50,sīr,sir7,sir7,sir,sir,,,True
餈,tsîr,50,chîr,tsir5,chir5,tsir,chir,,,True
養,tsiūnn,50,chiūⁿ,tsiunn7,chiunn7,tsiunn,chiunn,,,True
養,tsiǔnn,50,chiǔⁿ,tsiunn6,chiunn6,tsiunn,chiunn,,,True
餘,îr,50,îr,ir5,ir5,ir,ir,,,True
餜,ké,50,ké,ke2,ke2,ke,ke,,,True
餜,kér,50,kér,ker2,ker2,ker,ker,,,True
餜,kóo,50,kó͘,koo2,koo2,koo,koo,,,True
饇,ìr,50,ìr,ir3,ir3,ir,ir,,,True
饇,ù,50,ù,u3,u3,u,u,,,True
饌,tsuǎn,50,choǎn,tsuan6,choan6,tsuan,choan,,,True
馫,hing,50,heng,hing1,heng1,hing,heng,,,True
馭,gīr,50,gīr,gir7,gir7,gir,gir,,,True
駎,tiū,50,tiū,tiu7,tiu7,tiu,tiu,,,True
駎,tiǔ,50,tiǔ,tiu6,tiu6,tiu,tiu,,,True
駏,kīr,50,kīr,kir7,kir7,kir,kir,,,True
駏,kǐr,50,kǐr,kir6,kir6,kir,kir,,,True
駘,tāi,50,tāi,tai7,tai7,tai,tai,,,True
駘,tǎi,50,tǎi,tai6,tai6,tai,tai,,,True
駛,sír,50,sír,sir2,sir2,sir,sir,,,True
駟,sìr,50,sìr,sir3,sir3,sir,sir,,,True
駭,hāi,50,hāi,hai7,hai7,hai,hai,,,True
駭,hǎi,50,hǎi,hai6,hai6,hai,hai,,,True
駴,hāi,50,hāi,hai7,hai7,hai,hai,,,True
駴,hǎi,50,hǎi,hai6,hai6,hai,hai,,,True
騦,sir,50,sir,sir1,sir1,sir,sir,,,True
騦,su,50,su,su1,su1,su,su,,,True
驉,hir,50,hir,hir1,hir1,hir,hir,,,True
驉,hu,50,hu,hu1,hu1,hu,hu,,,True
驔,tiām,50,tiām,tiam7,tiam7,tiam,tiam,,,True
驔,tiǎm,50,tiǎm,tiam6,tiam6,tiam,tiam,,,True
驘,lê,50,lê,le5,le5,le,le,,,True
驘,lêr,50,lêr,ler5,ler5,ler,ler,,,True
驫,piu,50,piu,piu1,piu1,piu,piu,,,True
骯,hōng,50,hōng,hong7,hong7,hong,hong,,,True
骯,hǒng,50,hǒng,hong6,hong6,hong,hong,,,True
骯,ong,50,ong,ong1,ong1,ong,ong,,,True
骴,tsìr,50,chìr,tsir3,chir3,tsir,chir,,,True
體,theré,50,thére,there2,there2,there,there,,,True
髧,tām,50,tām,tam7,tam7,tam,tam,,,True
髧,tǎm,50,tǎm,tam6,tam6,tam,tam,,,True
髭,tsir,50,chir,tsir1,chir1,tsir,chir,,,True
鬌,tóo,50,tó͘,too2,too2,too,too,,,True
鬌,tōo,50,tō͘,too7,too7,too,too,,,True
鬌,tǒo,50,tǒ͘,too6,too6,too,too,,,True
鬴,hū,50,hū,hu7,hu7,hu,hu,,,True
鬴,hǔ,50,hǔ,hu6,hu6,hu,hu,,,True
魖,hir,50,hir,hir1,hir1,hir,hir,,,True
魖,hu,50,hu,hu1,hu1,hu,hu,,,True
魚,gîr,50,gîr,gir5,gir5,gir,gir,,,True
魼,khir,50,khir,khir1,khir1,khir,khir,,,True
鮡,tiāu,50,tiāu,tiau7,tiau7,tiau,tiau,,,True
鮡,tiǎu,50,tiǎu,tiau6,tiau6,tiau,tiau,,,True
鮽,îr,50,îr,ir5,ir5,ir,ir,,,True
鮽,û,50,û,u5,u5,u,u,,,True
鯔,tsir,50,chir,tsir1,chir1,tsir,chir,,,True
鯗,siūnn,50,siūⁿ,siunn7,siunn7,siunn,siunn,,,True
鯗,siǔnn,50,siǔⁿ,siunn6,siunn6,siunn,siunn,,,True
鯦,kiū,50,kiū,kiu7,kiu7,kiu,kiu,,,True
鯦,kiǔ,50,kiǔ,kiu6,kiu6,kiu,kiu,,,True
鯶,hūn,50,hūn,hun7,hun7,hun,hun,,,True
鯶,hǔn,50,hǔn,hun6,hun6,hun,hun,,,True
鯺,tsir,50,chir,tsir1,chir1,tsir,chir,,,True
鯺,tsu,50,chu,tsu1,chu1,tsu,chu,,,True
鰝,hō,50,hō,ho7,ho7,ho,ho,,,True
鰝,hǒ,50,hǒ,ho6,ho6,ho,ho,,,True
鰤,sir,50,sir,sir1,sir1,sir,sir,,,True
鰤,su,50,su,su1,su1,su,su,,,True
鰦,tsir,50,chir,tsir1,chir1,tsir,chir,,,True
鰾,piǒ,50,piǒ,pio6,pio6,pio,pio,,,True
鱈,seh,50,seh,seh4,seh4,seh,seh,,,True
鱈,serh,50,serh,serh4,serh4,serh,serh,,,True
鱓,siān,50,siān,sian7,sian7,sian,sian,,,True
鱓,siǎn,50,siǎn,sian6,sian6,sian,sian,,,True
鱓,tshuānn,50,chhōaⁿ,tshuann7,chhoann7,tshuann,chhoann,,,True
鱓,tshuǎnn,50,chhǒaⁿ,tshuann6,chhoann6,tshuann,chhoann,,,True
鱔,tshuǎnn,50,chhǒaⁿ,tshuann6,chhoann6,tshuann,chhoann,,,True
鱝,hūn,50,hūn,hun7,hun7,hun,hun,,,True
鱝,hǔn,50,hǔn,hun6,hun6,hun,hun,,,True
鱭,tsē,50,chē,tse7,che7,tse,che,,,True
鱭,tsě,50,chě,tse6,che6,tse,che,,,True
鱮,sīr,50,sīr,sir7,sir7,sir,sir,,,True
鱮,sǐr,50,sǐr,sir6,sir6,sir,sir,,,True
鱱,lerē,50,lēre,lere7,lere7,lere,lere,,,True
鱱,luē,50,lōe,lue7,loe7,lue,loe,,,True
鱻,sian,50,sian,sian1,sian1,sian,sian,,,True
鳸,hōo,50,hō͘,hoo7,hoo7,hoo,hoo,,,True
鳸,hǒo,50,hǒ͘,hoo6,hoo6,hoo,hoo,,,True
鳾,sir,50,sir,sir1,sir1,sir,sir,,,True
鳾,su,50,su,su1,su1,su,su,,,True
鴒,nuī,50,nūi,nui7,nui7,nui,nui,,,True
鴘,piān,50,piān,pian7,pian7,pian,pian,,,True
鴘,piǎn,50,piǎn,pian6,pian6,pian,pian,,,True
鴙,tī,50,tī,ti7,ti7,ti,ti,,,True
鴙,tǐ,50,tǐ,ti6,ti6,ti,ti,,,True
鴜,tsir,50,chir,tsir1,chir1,tsir,chir,,,True
鴜,tsu,50,chu,tsu1,chu1,tsu,chu,,,True
鴜,tsîr,50,chîr,tsir5,chir5,tsir,chir,,,True
鴜,tsû,50,chû,tsu5,chu5,tsu,chu,,,True
鴡,tshir,50,chhir,tshir1,chhir1,tshir,chhir,,,True
鴡,tshu,50,chhu,tshu1,chhu1,tshu,chhu,,,True
鴽,jîr,50,jîr,jir5,jir5,jir,jir,,,True
鴽,lîr,50,lîr,lir5,lir5,lir,lir,,,True
鴽,lû,50,lû,lu5,lu5,lu,lu,,,True
鵨,sir,50,sir,sir1,sir1,sir,sir,,,True
鵨,su,50,su,su1,su1,su,su,,,True
鶅,tsir,50,chir,tsir1,chir1,tsir,chir,,,True
鶅,tsu,50,chu,tsu1,chu1,tsu,chu,,,True
鶋,kir,50,kir,kir1,kir1,kir,kir,,,True
鶳,sir,50,sir,sir1,sir1,sir,sir,,,True
鶳,su,50,su,su1,su1,su,su,,,True
鶿,tsîr,50,chîr,tsir5,chir5,tsir,chir,,,True
鷀,tsîr,50,chîr,tsir5,chir5,tsir,chir,,,True
鷄,kere,50,kere,kere1,kere1,kere,kere,,,True
鷄,kue,50,koe,kue1,koe1,kue,koe,,,True
鷠,gîr,50,gîr,gir5,gir5,gir,gir,,,True
鷠,gû,50,gû,gu5,gu5,gu,gu,,,True
鸒,îr,50,îr,ir5,ir5,ir,ir,,,True
鸒,û,50,û,u5,u5,u,u,,,True
麔,kiǔ,50,kiǔ,kiu6,kiu6,kiu,kiu,,,True
麮,khìr,50,khìr,khir3,khir3,khir,khir,,,True
麮,khù,50,khù,khu3,khu3,khu,khu,,,True
鼁,khìr,50,khìr,khir3,khir3,khir,khir,,,True
鼁,khù,50,khù,khu3,khu3,khu,khu,,,True
鼈,pih,50,pih,pih4,pih4,pih,pih,,,True
鼒,tsir,50,chir,tsir1,chir1,tsir,chir,,,True
鼒,tsu,50,chu,tsu1,chu1,tsu,chu,,,True
鼶,sir,50,sir,sir1,sir1,sir,sir,,,True
鼶,su,50,su,su1,su1,su,su,,,True
鼸,hiām,50,hiām,hiam7,hiam7,hiam,hiam,,,True
鼸,hiǎm,50,hiǎm,hiam6,hiam6,hiam,hiam,,,True
齊,tsir,50,chir,tsir1,chir1,tsir,chir,,,True
齊,tsu,50,chu,tsu1,chu1,tsu,chu,,,True
齍,tsir,50,chir,tsir1,chir1,tsir,chir,,,True
齎,tsir,50,chir,tsir1,chir1,tsir,chir,,,True
齎,tsu,50,chu,tsu1,chu1,tsu,chu,,,True
齗,gîrn,50,gîrn,girn5,girn5,girn,girn,,,True
齜,tsir,50,chir,tsir1,chir1,tsir,chir,,,True
齟,tsīr,50,chīr,tsir7,chir7,tsir,chir,,,True
齟,tsū,50,chū,tsu7,chu7,tsu,chu,,,True
齟,tsǐr,50,chǐr,tsir6,chir6,tsir,chir,,,True
齦,gîrn,50,gîrn,girn5,girn5,girn,girn,,,True
齦,khírn,50,khírn,khirn2,khirn2,khirn,khirn,,,True
齧,kherè,50,khère,khere3,khere3,khere,khere,,,True
齨,kiū,50,kiū,kiu7,kiu7,kiu,kiu,,,True
齨,kiǔ,50,kiǔ,kiu6,kiu6,kiu,kiu,,,True
齬,gír,50,gír,gir2,gir2,gir,gir,,,True
齹,tshir,50,chhir,tshir1,chhir1,tshir,chhir,,,True
齹,tshu,50,chhu,tshu1,chhu1,tshu,chhu,,,True
龍,nguî,50,ngûi,ngui5,ngui5,ngui,ngui,,,True
鿫,ò,50,ò,o3,o3,o,o,,,True
鿫,òo,50,ò͘,oo3,oo3,oo,oo,,,True
鿬,tiân,50,tiân,tian5,tian5,tian,tian,,,True
𠕇,tirīnn,50,tīriⁿ,tirinn7,tirinn7,tirinn,tirinn,,,True
𠕇,tuīnn,50,tūiⁿ,tuinn7,tuinn7,tuinn,tuinn,,,True
𠠝,li̍k,50,le̍k,lik8,lek8,lik,lek,,,True
𡻕,hèr,50,hèr,her3,her3,her,her,,,True
𢓜,koh,50,koh,koh4,koh4,koh,koh,,,True
𣍐,buē,50,bōe,bue7,boe7,bue,boe,,,True
𣍐,buě,50,bǒe,bue6,boe6,bue,boe,,,True
𣍐,bē,50,bē,be7,be7,be,be,,,True
𤏸,to̍h,50,to̍h,toh8,toh8,toh,toh,,,True
𤲍,khereh,50,khereh,khereh4,khereh4,khereh,khereh,,,True
𤺅,tserè,50,chère,tsere3,chere3,tsere,chere,,,True
𤺅,tsheh,50,chheh,tsheh4,chheh4,tsheh,chheh,,,True
𤺅,tshe̍h,50,chhe̍h,tsheh8,chheh8,tsheh,chheh,,,True
𤺅,tsuè,50,chòe,tsue3,choe3,tsue,choe,,,True
𤺅,tsè,50,chè,tse3,che3,tse,che,,,True
𤺅,tsèr,50,chèr,tser3,cher3,tser,cher,,,True
𥑮,kió,50,kió,kio2,kio2,kio,kio,,,True
𥳑,kán,50,kán,kan2,kan2,kan,kan,,,True
𧾷,tsiok,50,chiok,tsiok4,chiok4,tsiok,chiok,,,True
𧿿,tshír,50,chhír,tshir2,chhir2,tshir,chhir,,,True
𧿿,tshú,50,chhú,tshu2,chhu2,tshu,chhu,,,True
𨧀,tiō,50,tiō,tio7,tio7,tio,tio,,,True
𨧀,tōo,50,tō͘,too7,too7,too,too,,,True
𨧀,tǒo,50,tǒ͘,too6,too6,too,too,,,True
𨨏,pho,50,pho,pho1,pho1,pho,pho,,,True
𨭆,hik,50,hek,hik4,hek4,hik,hek,,,True
𨭎,hí,50,hí,hi2,hi2,hi,hi,,,True
𨿴,tsir,50,chir,tsir1,chir1,tsir,chir,,,True
𨿴,tsu,50,chu,tsu1,chu1,tsu,chu,,,True
𫝙,tshiò,50,chhiò,tshio3,chhio3,tshio,chhio,,,True
𫝛,sâng,50,sâng,sang5,sang5,sang,sang,,,True
𫝛,sāng,50,sāng,sang7,sang7,sang,sang,,,True
𫝞,bū,50,bū,bu7,bu7,bu,bu,,,True
𫞳,kàng,50,kàng,kang3,kang3,kang,kang,,,True
𫟊,sio̍h,50,sio̍h,sioh8,sioh8,sioh,sioh,,,True
𫟣,sōm,50,sōm,som7,som7,som,som,,,True
𫟣,sōng,50,sōng,song7,song7,song,song,,,True
𰹬,tsn̄g,50,chn̄g,tsng7,chng7,tsng,chng,,,True
𲓖,mài,50,mài,mai3,mai3,mai,mai,,,True
あげ,á-geh,25,á-geh,a2geh4,a2geh4,ageh,ageh,ag,ag,True
お田,oo-lián,25,o͘-lián,oo1lian2,oo1lian2,oolian,oolian,ol,ol,True
かな,khá-nah,25,khá-nah,kha2nah4,kha2nah4,khanah,khanah,kn,kn,True
がら,gá-lah,25,gá-lah,ga2lah4,ga2lah4,galah,galah,gl,gl,True
すし,sú-sih,25,sú-sih,su2sih4,su2sih4,susih,susih,ss,ss,True
たこ,thak-khooh,25,thak-kho͘h,thak4khooh4,thak4khooh4,thakkhooh,thakkhooh,tk,tk,True
たび,that-bí,25,that-bí,that4bi2,that4bi2,thatbi,thatbi,tb,tb,True
のり,nóo-lih,25,nó͘-lih,noo2lih4,noo2lih4,noolih,noolih,nl,nl,True
ふろ,hú-looh,25,hú-lo͘h,hu2looh4,hu2looh4,hulooh,hulooh,hl,hl,True
みそ,mí-soh,25,mí-soh,mi2soh4,mi2soh4,misoh,misoh,ms,ms,True
みそ,mí-sooh,25,mí-so͘h,mi2sooh4,mi2sooh4,misooh,misooh,ms,ms,True
やみ,iá-mih,25,iá-mih,ia2mih4,ia2mih4,iamih,iamih,im,im,True
ゆり,iú-lih,25,iú-lih,iu2lih4,iu2lih4,iulih,iulih,il,il,True
よび,ió-bih,25,ió-bih,io2bih4,io2bih4,iobih,iobih,ib,ib,True
ガス,gá-suh,25,gá-suh,ga2suh4,ga2suh4,gasuh,gasuh,gs,gs,True
キロ,khí-looh,25,khí-lo͘h,khi2looh4,khi2looh4,khilooh,khilooh,kl,kl,True
ハム,há-muh,25,há-muh,ha2muh4,ha2muh4,hamuh,hamuh,hm,hm,True
バス,bá-sirh,25,bá-sirh,ba2sirh4,ba2sirh4,basirh,basirh,bs,bs,True
バス,bá-suh,25,bá-suh,ba2suh4,ba2suh4,basuh,basuh,bs,bs,True
㤉潲,gêr-siâu,25,gêr-siâu,ger5siau5,ger5siau5,gersiau,gersiau,gs,gs,True
上人,siōng-jîn,25,siōng-jîn,siong7jin5,siong7jin5,siongjin,siongjin,sj,sj,True
上人,siōng-lîn,25,siōng-lîn,siong7lin5,siong7lin5,sionglin,sionglin,sl,sl,True
上尾,siōng-bér,25,siōng-bér,siong7ber2,siong7ber2,siongber,siongber,sb,sb,True
上師,siōng-sir,25,siōng-sir,siong7sir1,siong7sir1,siongsir,siongsir,ss,ss,True
上書,siōng-sir,25,siōng-sir,siong7sir1,siong7sir1,siongsir,siongsir,ss,ss,True
上書,siōng-su,25,siōng-su,siong7su1,siong7su1,siongsu,siongsu,ss,ss,True
上書,siǒng-sir,25,siǒng-sir,siong6sir1,siong6sir1,siongsir,siongsir,ss,ss,True
上書,tsiūnn-tsir,25,chiūⁿ-chir,tsiunn7tsir1,chiunn7chir1,tsiunntsir,chiunnchir,tt,cc,True
上書,tsiūnn-tsu,25,chiūⁿ-chu,tsiunn7tsu1,chiunn7chu1,tsiunntsu,chiunnchu,tt,cc,True
上書,tsiǔnn-tsir,25,chiǔⁿ-chir,tsiunn6tsir1,chiunn6chir1,tsiunntsir,chiunnchir,tt,cc,True
上等,jió-toh,25,jió-toh,jio2toh4,jio2toh4,jiotoh,jiotoh,jt,jt,True
不如,put-jîr,25,put-jîr,put4jir5,put4jir5,putjir,putjir,pj,pj,True
不如,put-lîr,25,put-lîr,put4lir5,put4lir5,putlir,putlir,pl,pl,True
世事,sè-sīr,25,sè-sīr,se3sir7,se3sir7,sesir,sesir,ss,ss,True
乾燥,kha̋n-sóo,25,khăn-só͘,khan1soo2,khan9soo2,khansoo,khansoo,ks,ks,True
予備,ió-bih,25,ió-bih,io2bih4,io2bih4,iobih,iobih,ib,ib,True
事主,sīr-tsú,25,sīr-chú,sir7tsu2,sir7chu2,sirtsu,sirchu,st,sc,True
事事,sīr-sīr,25,sīr-sīr,sir7sir7,sir7sir7,sirsir,sirsir,ss,ss,True
事理,sīr-lí,25,sīr-lí,sir7li2,sir7li2,sirli,sirli,sl,sl,True
事路,sīr-lōo,25,sīr-lō͘,sir7loo7,sir7loo7,sirloo,sirloo,sl,sl,True
事路,sū-lōo,25,sū-lō͘,su7loo7,su7loo7,suloo,suloo,sl,sl,True
人事,jîn-sīr,25,jîn-sīr,jin5sir7,jin5sir7,jinsir,jinsir,js,js,True
人事,lîn-sīr,25,lîn-sīr,lin5sir7,lin5sir7,linsir,linsir,ls,ls,True
人参,li̋n-jín,25,lĭn-jín,lin1jin2,lin9jin2,linjin,linjin,lj,lj,True
代書,tāi-sir,25,tāi-sir,tai7sir1,tai7sir1,taisir,taisir,ts,ts,True
代賠,tāi-puê,25,tāi-pôe,tai7pue5,tai7poe5,taipue,taipoe,tp,tp,True
代賠,tāi-pê,25,tāi-pê,tai7pe5,tai7pe5,taipe,taipe,tp,tp,True
代賠,tāi-pêr,25,tāi-pêr,tai7per5,tai7per5,taiper,taiper,tp,tp,True
仮名,khá-nah,25,khá-nah,kha2nah4,kha2nah4,khanah,khanah,kn,kn,True
休憩,khiű-khé,25,khiŭ-khé,khiu1khe2,khiu9khe2,khiukhe,khiukhe,kk,kk,True
何如,hô-jîr,25,hô-jîr,ho5jir5,ho5jir5,hojir,hojir,hj,hj,True
何如,hô-jû,25,hô-jû,ho5ju5,ho5ju5,hoju,hoju,hj,hj,True
何如,hô-lîr,25,hô-lîr,ho5lir5,ho5lir5,holir,holir,hl,hl,True
何如,hô-lû,25,hô-lû,ho5lu5,ho5lu5,holu,holu,hl,hl,True
佛公,pu̍t-kong,25,pu̍t-kong,put8kong1,put8kong1,putkong,putkong,pk,pk,True
佛字,pu̍t-jī,25,pu̍t-jī,put8ji7,put8ji7,putji,putji,pj,pj,True
佛字,pu̍t-lī,25,pu̍t-lī,put8li7,put8li7,putli,putli,pl,pl,True
使用,sír-iōng,25,sír-iōng,sir2iong7,sir2iong7,siriong,siriong,si,si,True
俗語,sio̍k-gír,25,sio̍k-gír,siok8gir2,siok8gir2,siokgir,siokgir,sg,sg,True
信士,sìn-sīr,25,sìn-sīr,sin3sir7,sin3sir7,sinsir,sinsir,ss,ss,True
信士,sìn-sū,25,sìn-sū,sin3su7,sin3su7,sinsu,sinsu,ss,ss,True
信士,sìn-sǐr,25,sìn-sǐr,sin3sir6,sin3sir6,sinsir,sinsir,ss,ss,True
信據,sìn-kì,25,sìn-kì,sin3ki3,sin3ki3,sinki,sinki,sk,sk,True
信據,sìn-kìr,25,sìn-kìr,sin3kir3,sin3kir3,sinkir,sinkir,sk,sk,True
信據,sìn-kù,25,sìn-kù,sin3ku3,sin3ku3,sinku,sinku,sk,sk,True
修飾,siu-sik,25,siu-sek,siu1sik4,siu1sek4,siusik,siusek,ss,ss,True
傀儡,ka-lér,25,ka-lér,ka1ler2,ka1ler2,kaler,kaler,kl,kl,True
傷暑,siong-sír,25,siong-sír,siong1sir2,siong1sir2,siongsir,siongsir,ss,ss,True
傷暑,siong-sú,25,siong-sú,siong1su2,siong1su2,siongsu,siongsu,ss,ss,True
僻語,phiah-gí,25,phiah-gí,phiah4gi2,phiah4gi2,phiahgi,phiahgi,pg,pg,True
僻語,phiah-gír,25,phiah-gír,phiah4gir2,phiah4gir2,phiahgir,phiahgir,pg,pg,True
僻語,phiah-gú,25,phiah-gú,phiah4gu2,phiah4gu2,phiahgu,phiahgu,pg,pg,True
先生,sia̋n-sé,25,siăn-sé,sian1se2,sian9se2,sianse,sianse,ss,ss,True
先輩,sia̋n-pái,25,siăn-pái,sian1pai2,sian9pai2,sianpai,sianpai,sp,sp,True
光批,kng-phue,25,kng-phoe,kng1phue1,kng1phoe1,kngphue,kngphoe,kp,kp,True
光批,kuinn-phe,25,kuiⁿ-phe,kuinn1phe1,kuinn1phe1,kuinnphe,kuinnphe,kp,kp,True
內科,lāi-khe,25,lāi-khe,lai7khe1,lai7khe1,laikhe,laikhe,lk,lk,True
內科,lāi-kher,25,lāi-kher,lai7kher1,lai7kher1,laikher,laikher,lk,lk,True
內科,lǎi-kher,25,lǎi-kher,lai6kher1,lai6kher1,laikher,laikher,lk,lk,True
公子,kong-tsír,25,kong-chír,kong1tsir2,kong1chir2,kongtsir,kongchir,kt,kc,True
兵士,ping-sīr,25,peng-sīr,ping1sir7,peng1sir7,pingsir,pengsir,ps,ps,True
兵士,ping-sǐr,25,peng-sǐr,ping1sir6,peng1sir6,pingsir,pengsir,ps,ps,True
写真,sia-sín,25,sia-sín,sia1sin2,sia1sin2,siasin,siasin,ss,ss,True
分會,hun-hē,25,hun-hē,hun1he7,hun1he7,hunhe,hunhe,hh,hh,True
分會,hun-hēr,25,hun-hēr,hun1her7,hun1her7,hunher,hunher,hh,hh,True
刑事,hîng-sīr,25,hêng-sīr,hing5sir7,heng5sir7,hingsir,hengsir,hs,hs,True
列位,lia̍t-uī,25,lia̍t-ūi,liat8ui7,liat8ui7,liatui,liatui,lu,lu,True
刪除,san-tîr,25,san-tîr,san1tir5,san1tir5,santir,santir,st,st,True
剝皮,pak-phêr,25,pak-phêr,pak4pher5,pak4pher5,pakpher,pakpher,pp,pp,True
割據,kat-kì,25,kat-kì,kat4ki3,kat4ki3,katki,katki,kk,kk,True
割據,kat-kìr,25,kat-kìr,kat4kir3,kat4kir3,katkir,katkir,kk,kk,True
割據,kat-kù,25,kat-kù,kat4ku3,kat4ku3,katku,katku,kk,kk,True
勇士,ióng-sīr,25,ióng-sīr,iong2sir7,iong2sir7,iongsir,iongsir,is,is,True
勇士,ióng-sǐr,25,ióng-sǐr,iong2sir6,iong2sir6,iongsir,iongsir,is,is,True
勘定,kha̋n-jióo,25,khăn-jió͘,khan1jioo2,khan9jioo2,khanjioo,khanjioo,kj,kj,True
南無,lâm-bû,25,lâm-bû,lam5bu5,lam5bu5,lambu,lambu,lb,lb,True
南無,nâ-môo,25,nâ-mô͘,na5moo5,na5moo5,namoo,namoo,nm,nm,True
博士,phok-sīr,25,phok-sīr,phok4sir7,phok4sir7,phoksir,phoksir,ps,ps,True
博士,phok-sǐr,25,phok-sǐr,phok4sir6,phok4sir6,phoksir,phoksir,ps,ps,True
古史,kóo-sír,25,kó͘-sír,koo2sir2,koo2sir2,koosir,koosir,ks,ks,True
古史,kóo-sú,25,kó͘-sú,koo2su2,koo2su2,koosu,koosu,ks,ks,True
古墓,kóo-bōo,25,kó͘-bō͘,koo2boo7,koo2boo7,kooboo,kooboo,kb,kb,True
古書,kóo-sir,25,kó͘-sir,koo2sir1,koo2sir1,koosir,koosir,ks,ks,True
古書,kóo-su,25,kó͘-su,koo2su1,koo2su1,koosu,koosu,ks,ks,True
