hanzi,tl,frequency,poj
亠,thiô,50,thiô
亥,hǎi,50,hǎi
亻,jîn,50,jîn
亻,lîn,50,lîn
从,tsiông,50,chiông
仔,tsir,50,chir
仔,tsu,50,chu
仔,tsír,50,chír
仕,sīr,50,sīr
仕,sǐr,50,sǐr
仗,thiōng,50,thiōng
仗,thiǒng,50,thiǒng
仗,tiǒng,50,tiǒng
仟,tshainn,50,chhaiⁿ
仟,tshan,50,chhan
仟,tshirinn,50,chhiriⁿ
仟,tshuinn,50,chhuiⁿ
代,tēr,50,tēr
件,kiān,50,kiān
件,kiǎnn,50,kiǎⁿ
伃,îr,50,îr
伅,tūn,50,tūn
伅,tǔn,50,tǔn
伍,gōo,50,gō͘
伍,gǒo,50,gǒ͘
伎,kǐ,50,kǐ
伙,hér,50,hér
伢,gâ,50,gâ
伢,gê,50,gê
伫,tīr,50,tīr
伫,tū,50,tū
伫,tǐr,50,tǐr
伬,tshē,50,chhē
伬,tshě,50,chhě
伴,phuǎn,50,phoǎn
伷,tiū,50,tiū
伷,tiǔ,50,tiǔ
伹,tshir,50,chhir
伹,tshu,50,chhu
伺,sìr,50,sìr
伺,sù,50,sù
伺,sīr,50,sīr
伻,phinn,50,phiⁿ
似,sīr,50,sīr
似,sǐr,50,sǐr
佀,sīr,50,sīr
佀,sǐr,50,sǐr
佃,tirīnn,50,tīriⁿ
佃,tuīnn,50,tūiⁿ
佃,tāinn,50,tāiⁿ
但,tǎn,50,tǎn
佇,tír,50,tír
佇,tú,50,tú
佉,khir,50,khir
佌,tshír,50,chhír
低,kě,50,kě
余,îr,50,îr
佢,kīr,50,kīr
佢,kǐr,50,kǐr
佩,pē,50,pē
佩,pēr,50,pēr
佽,tshìr,50,chhìr
使,sìr,50,sìr
使,sír,50,sír
侍,sīr,50,sīr
供,kirínn,50,kíriⁿ
供,kuínn,50,kúiⁿ
供,káinn,50,káiⁿ
侞,jîr,50,jîr
侞,lîr,50,lîr
侞,lû,50,lû
侢,tsāi,50,chāi
侢,tsǎi,50,chǎi
侶,līr,50,līr
侶,lǐr,50,lǐr
俆,sir,50,sir
俆,su,50,su
俆,sîr,50,sîr
俔,hiān,50,hiān
俔,hiǎn,50,hiǎn
俔,kiàn,50,kiàn
俟,sīr,50,sīr
俟,sǐr,50,sǐr
俥,kir,50,kir
俬,sir,50,sir
俬,su,50,su
俴,tsiān,50,chiān
俴,tsiǎn,50,chiǎn
俽,herm,50,herm
倃,kiǔ,50,kiǔ
倍,puě,50,pǒe
倖,hǐng,50,hěng
倖,sǐng,50,sěng
倨,kìr,50,kìr
倪,gerê,50,gêre
倭,er,50,er
倱,hǔn,50,hǔn
倳,tsìr,50,chìr
倽,siáng,50,siáng
倽,siâng,50,siâng
偈,kì,50,kì
偈,kē,50,kē
偈,kī,50,kī
偌,luǎ,50,lǒa
偒,tōng,50,tōng
偒,tǒng,50,tǒng
偡,tām,50,tām
偡,tǎm,50,tǎm
偦,sir,50,sir
偦,su,50,su
偦,sír,50,sír
偦,sú,50,sú
偨,tshir,50,chhir
偨,tshu,50,chhu
偩,hǔ,50,hǔ
偫,tǐ,50,tǐ
偲,sir,50,sir
傂,tī,50,tī
傂,tǐ,50,tǐ
傐,hō,50,hō
傐,hǒ,50,hǒ
債,tseh,50,cheh
債,tserh,50,cherh
債,tsèr,50,chèr
僎,tsuǎn,50,choǎn
像,siǒng,50,siǒng
像,tshiǔnn,50,chhiǔⁿ
僐,siān,50,siān
僐,siǎn,50,siǎn
僩,hān,50,hān
僩,hǎn,50,hǎn
僿,sìr,50,sìr
僿,sù,50,sù
儂,lâng,50,lâng
儘,tsǐn,50,chǐn
儡,lér,50,lér
儢,līr,50,līr
儢,lǐr,50,lǐr
儩,sìr,50,sìr
儩,sù,50,sù
儲,thír,50,thír
儲,thîr,50,thîr
儲,thú,50,thú
儿,lîn,50,lîn
允,írn,50,írn
兆,tiǎu,50,tiǎu
兆,tiǒ,50,tiǒ
先,sainn,50,saiⁿ
先,sirinn,50,siriⁿ
先,suinn,50,suiⁿ
兕,sīr,50,sīr
兕,sǐr,50,sǐr
典,tirínn,50,tíriⁿ
典,tuínn,50,túiⁿ
冑,tiǔ,50,tiǔ
凥,kir,50,kir
刂,to,50,to
切,tshereh,50,chhereh
切,tshueh,50,chhoeh
刞,tshìr,50,chhìr
刞,tshù,50,chhù
刷,seh,50,seh
刷,serh,50,serh
前,tsirînn,50,chîriⁿ
前,tsuînn,50,chûiⁿ
剚,tsìr,50,chìr
剾,there,50,there
劃,ere̍h,50,e̍reh
劤,kìrn,50,kìrn
劤,kùn,50,kùn
努,lōo,50,lō͘
努,lǒo,50,lǒ͘
劯,tsir,50,chir
劯,tsu,50,chu
勏,piō,50,piō
勏,piǒ,50,piǒ
動,tǎng,50,tǎng
勥,kiōng,50,kiōng
勥,kiǒng,50,kiǒng
勭,tông,50,tông
勭,tōng,50,tōng
勭,tǒng,50,tǒng
勮,kīr,50,kīr
勮,kū,50,kū
勴,līr,50,līr
匷,kîr,50,kîr
匷,kû,50,kû
匸,hē,50,hē
匸,hě,50,hě
千,tshainn,50,chhaiⁿ
千,tshan,50,chhan
千,tshirinn,50,chhiriⁿ
千,tshuinn,50,chhuiⁿ
午,ngió,50,ngió
卍,bān,50,bān
即,tsit,50,chit
厚,hiǒ,50,hiǒ
厵,guân,50,goân
厶,sir,50,sir
厺,khìr,50,khìr
反,pirínn,50,píriⁿ
叒,lio̍k,50,lio̍k
叓,sīr,50,sīr
叓,sū,50,sū
受,siǔ,50,siǔ
叙,sīr,50,sīr
叙,sū,50,sū
叙,sǐr,50,sǐr
古,kió,50,kió
史,sír,50,sír
司,sir,50,sir
吇,tsír,50,chír
吇,tsú,50,chú
后,hiǒ,50,hiǒ
否,hió,50,hió
吪,êr,50,êr
听,gírn,50,gírn
听,gún,50,gún
吮,sūn,50,sūn
吮,sǔn,50,sǔn
呂,līr,50,līr
呂,lǐr,50,lǐr
呃,erh,50,erh
呃,e̍rh,50,e̍rh
呃,irh,50,irh
呃,èr,50,èr
呰,tsír,50,chír
呲,tsîr,50,chîr
呲,tsû,50,chû
呼,kher,50,kher
呿,khir,50,khir
咀,tsīr,50,chīr
咀,tsū,50,chū
咀,tsǐr,50,chǐr
咊,hê,50,hê
咊,hêr,50,hêr
咊,hôo,50,hô͘
咊,hōo,50,hō͘
和,hêr,50,hêr
咎,kiǔ,50,kiǔ
咧,eh,50,eh
咧,lerh,50,lerh
咧,lirh,50,lirh
咧,terh,50,terh
咨,tsir,50,chir
哯,hiǎn,50,hiǎn
哽,ke̍h,50,ke̍h
唄,pāi,50,pāi
唪,hōng,50,hōng
唪,hǒng,50,hǒng
唫,kīm,50,kīm
唫,kǐm,50,kǐm
唵,ám,50,ám
唹,ir,50,ir
唹,u,50,u
唼,sap,50,sap
啊,iah,50,iah
啖,tǎm,50,tǎm
啗,tǎm,50,tǎm
啙,tsír,50,chír
啙,tsú,50,chú
啜,tsheh,50,chheh
啜,tshereh,50,chhereh
啜,tsherh,50,chherh
啜,tshn̍gh,50,chhn̍gh
啜,tshueh,50,chhoeh
啿,tām,50,tām
啿,tǎm,50,tǎm
善,siǎn,50,siǎn
喏,hiā,50,hiā
喏,hiǎ,50,hiǎ
喏,liá,50,liá
單,siǎn,50,siǎn
嗔,tshin,50,chhin
嗞,tsir,50,chir
嗞,tsu,50,chu
嗣,sīr,50,sīr
嗲,terh,50,terh
嗲,te̍rh,50,te̍rh
嘙,pô,50,pô
嘛,mǎ,50,mǎ
嘟,tu̍h,50,tu̍h
嘾,tām,50,tām
嘾,tǎm,50,tǎm
噉,tām,50,tām
噉,tǎm,50,tǎm
噓,hir,50,hir
噓,sir,50,sir
噓,sīr,50,sīr
嚩,po̍k,50,po̍k
嚽,tsheh,50,chheh
嚽,tshereh,50,chhereh
嚽,tsherh,50,chherh
嚽,tshueh,50,chhoeh
囮,bêr,50,bêr
圁,gîrn,50,gîrn
圁,gûn,50,gûn
圄,gír,50,gír
圉,gír,50,gír
圉,gīr,50,gīr
圉,gū,50,gū
土,thió,50,thió
圩,hir,50,hir
圩,hu,50,hu
圩,îr,50,îr
圩,û,50,û
圵,tōng,50,tōng
圵,tǒng,50,tǒng
圻,gîrn,50,gîrn
圻,gûn,50,gûn
坋,hūn,50,hūn
坋,hǔn,50,hǔn
坐,tsǒo,50,chǒ͘
坥,tshir,50,chhir
坥,tshu,50,chhu
坯,pher,50,pher
坾,tīr,50,tīr
坾,tū,50,tū
坾,tǐr,50,tǐr
垁,tī,50,tī
垁,tǐ,50,tǐ
垂,sêr,50,sêr
垎,keh,50,keh
垐,tsîr,50,chîr
垐,tsû,50,chû
垕,hiō,50,hiō
垕,hiǒ,50,hiǒ
垗,tiǎu,50,tiǎu
垠,gîrn,50,gîrn
垷,hiǎn,50,hiǎn
垻,pè,50,pè
垻,pèr,50,pèr
垿,sīr,50,sīr
垿,sū,50,sū
垿,sǐr,50,sǐr
埍,hiān,50,hiān
埍,hiǎn,50,hiǎn
埤,pī,50,pī
埤,pǐ,50,pǐ
埭,tēr,50,tēr
埵,tóo,50,tó͘
培,piō,50,piō
培,piǒ,50,piǒ
培,pē,50,pē
培,pēr,50,pēr
培,pěr,50,pěr
基,kere,50,kere
基,kue,50,koe
堇,khîrn,50,khîrn
堇,khûn,50,khûn
堛,phe̍h,50,phe̍h
堛,phe̍rh,50,phe̍rh
堝,e,50,e
堝,er,50,er
堲,tsîr,50,chîr
堲,tsû,50,chû
塣,tīng,50,tēng
塣,tǐng,50,těng
墐,khîrn,50,khîrn
墐,khûn,50,khûn
墓,biō,50,biō
墜,sē,50,sē
墜,sēr,50,sēr
墟,hir,50,hir
墠,siǎn,50,siǎn
墡,siān,50,siān
墡,siǎn,50,siǎn
墮,tōo,50,tō͘
墮,tǒo,50,tǒ͘
墯,tōo,50,tō͘
墯,tǒo,50,tǒ͘
墾,khírn,50,khírn
壉,kīr,50,kīr
壉,kū,50,kū
壏,hām,50,hām
壏,hǎm,50,hǎm
壙,khǹg,50,khǹg
壝,uǐ,50,ǔi
壩,pèr,50,pèr
士,sīr,50,sīr
士,sǐr,50,sǐr
壯,tshuàng,50,chhoàng
夂,tí,50,tí
夊,sui,50,sui
夥,hér,50,hér
央,irinn,50,iriⁿ
央,uinn,50,uiⁿ
夯,hang,50,hang
夯,pūn,50,pūn
夯,pǔn,50,pǔn
夰,hō,50,hō
夰,hǒ,50,hǒ
夾,ngereh,50,ngereh
奆,kuān,50,koān
奆,kuǎn,50,koǎn
奉,hǒng,50,hǒng
奘,tsǒng,50,chǒng
奪,te̍h,50,te̍h
奪,te̍rh,50,te̍rh
如,jîr,50,jîr
如,lîr,50,lîr
妌,tsīng,50,chēng
妌,tsǐng,50,chěng
妓,kǐ,50,kǐ
妡,herm,50,herm
妤,îr,50,îr
妳,ní,50,ní
妻,tshere,50,chhere
妻,tshie,50,chhie
姒,sīr,50,sīr
姒,sǐr,50,sǐr
姕,tsir,50,chir
姕,tsu,50,chu
姖,kīr,50,kīr
姖,kū,50,kū
姖,kǐr,50,kǐr
姛,tǒng,50,tǒng
姿,tsir,50,chir
娊,hiān,50,hiān
娊,hiǎn,50,hiǎn
婄,piō,50,piō
婄,piǒ,50,piǒ
婞,hǐng,50,hěng
婢,pǐ,50,pǐ
婫,hūn,50,hūn
婫,hǔn,50,hǔn
婮,kir,50,kir
婮,ku,50,ku
婸,tǒng,50,tǒng
媍,hǔ,50,hǔ
媍,pū,50,pū
媍,pǔ,50,pǔ
媑,tiōng,50,tiōng
媑,tiǒng,50,tiǒng
媠,tōo,50,tō͘
媠,tǒo,50,tǒ͘
媤,sir,50,sir
媤,su,50,su
嫖,phe̍h,50,phe̍h
嫖,phe̍rh,50,phe̍rh
嫷,tōo,50,tō͘
嫷,tǒo,50,tǒ͘
嬜,herm,50,herm
嬜,him,50,him
嬤,móo,50,mó͘
嬧,tsīn,50,chīn
嬧,tsǐn,50,chǐn
嬨,tsîr,50,chîr
嬩,îr,50,îr
嬩,û,50,û
孃,niâ,50,niâ
孃,niû,50,niû
孖,tsir,50,chir
字,tsīr,50,chīr
孜,tsir,50,chir
孳,tsir,50,chir
孶,tsir,50,chir
孶,tsu,50,chu
宁,tīr,50,tīr
宁,tū,50,tū
宁,tǐr,50,tǐr
宙,tiǔ,50,tiǔ
尹,írn,50,írn
尺,tshē,50,chhē
尺,tshě,50,chhě
屢,lír,50,lír
屮,thiat,50,thiat
岠,kīr,50,kīr
岠,kǐr,50,kǐr
岨,tshir,50,chhir
岨,tshu,50,chhu
岨,tsīr,50,chīr
岨,tsū,50,chū
岨,tsǐr,50,chǐr
岵,hǒo,50,hǒ͘
峊,hū,50,hū
峊,hǔ,50,hǔ
峎,gírn,50,gírn
峎,gún,50,gún
峙,tī,50,tī
峙,tǐ,50,tǐ
峴,hiān,50,hiān
峴,hiǎn,50,hiǎn
峾,gîrn,50,gîrn
峾,gûn,50,gûn
峿,gír,50,gír
峿,gú,50,gú
崌,kir,50,kir
崵,tǒng,50,tǒng
崻,tī,50,tī
崻,tǐ,50,tǐ
嵀,tsū,50,chū
嵀,tsǔ,50,chǔ
嵈,uān,50,oān
嵈,uǎn,50,oǎn
嵗,hè,50,hè
嵗,hèr,50,hèr
嵗,suè,50,sòe
嵣,tōng,50,tōng
嵣,tǒng,50,tǒng
嵫,tsir,50,chir
嵯,tshir,50,chhir
嵳,tshir,50,chhir
嵾,tsherm,50,chherm
嵾,tshim,50,chhim
嶜,tserm,50,cherm
嶜,tsim,50,chim
嶞,tōo,50,tō͘
嶞,tǒo,50,tǒ͘
嶰,hǎi,50,hǎi
嶵,tsuē,50,chōe
嶵,tsuě,50,chǒe
巨,kīr,50,kīr
巨,kǐr,50,kǐr
差,tshir,50,chhir
差,tshu,50,chhu
巳,sīr,50,sīr
巳,sǐr,50,sǐr
市,tshǐ,50,chhǐ
布,piò,50,piò
帍,hōo,50,hō͘
帍,hǒo,50,hǒ͘
帤,jîr,50,jîr
帤,lîr,50,lîr
帤,lû,50,lû
幌,hōng,50,hōng
幌,hǒng,50,hǒng
幓,serm,50,serm
幓,sim,50,sim
幸,hǐng,50,hěng
庉,tūn,50,tūn
庉,tǔn,50,tǔn
序,sīr,50,sīr
序,sǐ,50,sǐ
序,sǐr,50,sǐr
底,tīr,50,tīr
底,tǐ,50,tǐ
底,tǐr,50,tǐr
店,tirìnn,50,tìriⁿ
店,tuìnn,50,tùiⁿ
店,tàinn,50,tàiⁿ
庤,tǐ,50,tǐ
座,tsǒ,50,chǒ
座,tsǒo,50,chǒ͘
庶,sìr,50,sìr
廈,hǎ,50,hǎ
廈,ē,50,ē
廈,ě,50,ě
廝,sir,50,sir
廞,herm,50,herm
廬,lîr,50,lîr
弅,hūn,50,hūn
弅,hǔn,50,hǔn
弆,kír,50,kír
弆,kú,50,kú
弓,kirn,50,kirn
弜,kiōng,50,kiōng
弜,kiǒng,50,kiǒng
弩,lǒo,50,lǒ͘
強,kiǒng,50,kiǒng
彆,piat,50,piat
彊,kiǒng,50,kiǒng
彐,kè,50,kè
彑,kè,50,kè
彝,î,50,î
彡,sam,50,sam
待,thǎi,50,thǎi
很,hírn,50,hírn
徐,tshîr,50,chhîr
徐,tshû,50,chhû
得,lè,50,lè
得,lèr,50,lèr
徛,khā,50,khā
徛,khǎ,50,khǎ
徛,kī,50,kī
徛,kǐ,50,kǐ
御,gīr,50,gīr
徥,sî,50,sî
徥,sī,50,sī
徥,sǐ,50,sǐ
微,bê,50,bê
微,bêr,50,bêr
忄,sim,50,sim
快,kherè,50,khère
快,kherē,50,khēre
快,khirìnn,50,khìriⁿ
快,khuè,50,khòe
快,khuē,50,khōe
快,khē,50,khē
忬,īr,50,īr
忬,ū,50,ū
忻,herm,50,herm
怇,kīr,50,kīr
怇,kǐr,50,kǐr
怉,phō,50,phō
怉,phǒ,50,phǒ
怎,tsirínn,50,chíriⁿ
怎,tsuínn,50,chúiⁿ
怎,tsérm,50,chérm
怙,hǒo,50,hǒ͘
怙,kǒo,50,kǒ͘
怚,tsìr,50,chìr
怚,tsù,50,chù
怚,tsīr,50,chīr
怚,tsū,50,chū
怚,tsǐr,50,chǐr
思,sir,50,sir
思,sìr,50,sìr
怠,tǎi,50,tǎi
怹,in,50,in
恀,sī,50,sī
恀,sǐ,50,sǐ
恀,tsí,50,chí
恃,sǐ,50,sǐ
恕,sìr,50,sìr
恖,sir,50,sir
恖,su,50,su
恖,sìr,50,sìr
恖,sù,50,sù
恣,tsìr,50,chìr
恬,tiǎm,50,tiǎm
悆,īr,50,īr
悆,ū,50,ū
悌,tě,50,tě
悎,hǒ,50,hǒ
悻,hīng,50,hēng
悻,hǐng,50,hěng
惝,tshirínn,50,chhíriⁿ
惝,tshuínn,50,chhúiⁿ
惝,tsháinn,50,chháiⁿ
惞,herm,50,herm
惞,him,50,him
惰,tǒo,50,tǒ͘
惿,sī,50,sī
惿,sǐ,50,sǐ
愓,tǒng,50,tǒng
愢,sai,50,sai
愢,sir,50,sir
愢,su,50,su
愰,hōng,50,hōng
愰,hǒng,50,hǒng
慇,irn,50,irn
慈,tshîr,50,chhîr
慈,tsîr,50,chîr
慣,kirìnn,50,kìriⁿ
慣,kuìnn,50,kùiⁿ
慬,khîrn,50,khîrn
慬,khûn,50,khûn
憚,tǎn,50,tǎn
憤,hūn,50,hūn
憤,hǔn,50,hǔn
憪,hân,50,hân
憪,hǎn,50,hǎn
憺,tǎm,50,tǎm
懃,khîrn,50,khîrn
懄,khîrn,50,khîrn
懄,khûn,50,khûn
懅,kīr,50,kīr
懅,kū,50,kū
懇,khírn,50,khírn
懈,hǎi,50,hǎi
懢,hām,50,hām
懢,hǎm,50,hǎm
懸,kirînn,50,kîriⁿ
懸,kuînn,50,kûiⁿ
戎,liông,50,liông
戛,khiak,50,khiak
截,tsere̍h,50,che̍reh
戺,sīr,50,sīr
戺,sǐr,50,sǐr
扂,tiǎm,50,tiǎm
扈,hǒo,50,hǒ͘
扌,siú,50,siú
扌,tshiú,50,chhiú
扗,tsāi,50,chāi
扗,tsǎi,50,chǎi
扙,tiōng,50,tiōng
扙,tiǒng,50,tiǒng
扮,hūn,50,hūn
扮,hǔn,50,hǔn
扯,tshér,50,chhér
技,kǐ,50,kǐ
抐,lǎ,50,lǎ
抒,sir,50,sir
抒,su,50,su
抱,pǒ,50,pǒ
抾,khir,50,khir
拒,kīr,50,kīr
拒,kǐr,50,kǐr
拫,hîrn,50,hîrn
拫,hûn,50,hûn
拭,tseh,50,cheh
拭,tserh,50,cherh
指,tsirínn,50,chíriⁿ
挏,tǒng,50,tǒng
挐,jîr,50,jîr
挐,lîr,50,lîr
挾,kere̍h,50,ke̍reh
挾,kue̍h,50,koe̍h
挾,ngere̍h,50,nge̍reh
捋,leh,50,leh
捋,lerh,50,lerh
据,kir,50,kir
据,ku,50,ku
掃,serè,50,sère
掃,suè,50,sòe
掍,hǔn,50,hǔn
揀,kirínn,50,kíriⁿ
揀,kuínn,50,kúiⁿ
揆,kuī,50,kūi
揆,kuǐ,50,kǔi
提,there̍h,50,the̍reh
揟,sir,50,sir
搆,kio,50,kio
搆,kiò,50,kiò
摢,thir,50,thir
摢,thu,50,thu
摴,thir,50,thir
摽,piāu,50,piāu
摽,piǎu,50,piǎu
撊,hǎn,50,hǎn
撔,hīng,50,hēng
撔,hǐng,50,hěng
撕,si,50,si
撕,sir,50,sir
撖,hām,50,hām
撖,hǎm,50,hǎm
撣,tǎn,50,tǎn
撪,pūn,50,pūn
撪,pǔn,50,pǔn
撮,tseh,50,cheh
撮,tserh,50,cherh
撮,tsheh,50,chheh
撮,tsherh,50,chherh
撰,tsuǎn,50,choǎn
擼,lōo,50,lō͘
擼,lǒo,50,lǒ͘
攄,thir,50,thir
攴,phok,50,phok
攵,phok,50,phok
改,keré,50,kére
敍,sīr,50,sīr
敍,sū,50,sū
敍,sǐr,50,sǐr
敔,gír,50,gír
敘,sīr,50,sīr
敘,sǐr,50,sǐr
斦,gîrn,50,gîrn
斦,gûn,50,gûn
斯,sir,50,sir
斳,khîrn,50,khîrn
斳,khûn,50,khûn
斷,tuǎn,50,toǎn
於,ir,50,ir
於,îr,50,îr
旅,lír,50,lír
旋,se,50,se
旋,ser,50,ser
旐,tiǎu,50,tiǎu
旟,îr,50,îr
旟,û,50,û
旤,hōo,50,hō͘
旤,hǒo,50,hǒ͘
旱,hǎn,50,hǎn
旱,uǎnn,50,ǒaⁿ
昈,hōo,50,hō͘
昈,hǒo,50,hǒ͘
昊,hǒ,50,hǒ
昏,hǔn,50,hǔn
昕,herm,50,herm
昛,kīr,50,kīr
昛,kū,50,kū
昛,kǐr,50,kǐr
昦,hō,50,hō
昦,hǒ,50,hǒ
昰,sī,50,sī
昰,sǐ,50,sǐ
晃,huáng,50,hoáng
晃,hōng,50,hōng
晃,hǒng,50,hǒng
晘,hān,50,hān
晘,hǎn,50,hǎn
晛,hiǎn,50,hiǎn
晡,pio,50,pio
晧,hǒ,50,hǒ
普,phió,50,phió
暇,hě,50,hě
暑,sír,50,sír
暠,hǒ,50,hǒ
暤,hō,50,hō
暤,hǒ,50,hǒ
暭,hō,50,hō
暭,hǒ,50,hǒ
曑,serm,50,serm
曑,sim,50,sim
書,sir,50,sir
書,tsir,50,chir
替,thuì,50,thùi
替,thèr,50,thèr
會,erě,50,ěre
會,hēr,50,hēr
會,uě,50,ǒe
朕,tǐm,50,tǐm
杆,kirinn,50,kiriⁿ
杍,tsír,50,chír
杍,tsú,50,chú
杏,hǐng,50,hěng
杖,thiōng,50,thiōng
杖,thiǒng,50,thiǒng
杖,thňg,50,thňg
杖,tiǒng,50,tiǒng
杜,tiō,50,tiō
杝,tī,50,tī
杝,tǐ,50,tǐ
杫,sìr,50,sìr
杫,sù,50,sù
杮,phèr,50,phèr
杵,thír,50,thír
杵,tshír,50,chhír
杼,thír,50,thír
杼,tīr,50,tīr
杼,tū,50,tū
杼,tǐr,50,tǐr
柌,sîr,50,sîr
柦,tān,50,tān
柦,tǎn,50,tǎn
柩,kiǔ,50,kiǔ
柩,kū,50,kū
柩,kǔ,50,kǔ
柱,thiǎu,50,thiǎu
柱,tsǔ,50,chǔ
柶,sìr,50,sìr
柶,sù,50,sù
栚,tǐm,50,tǐm
栥,tsir,50,chir
栥,tsu,50,chu
栨,tshìr,50,chhìr
栩,hír,50,hír
根,kirn,50,kirn
桇,jîr,50,jîr
桇,lîr,50,lîr
桕,kiū,50,kiū
桕,kiǔ,50,kiǔ
桳,pūn,50,pūn
桳,pǔn,50,pǔn
桻,hong,50,hong
桻,hōng,50,hōng
桻,hǒng,50,hǒng
桿,kirínn,50,kíriⁿ
梎,tsō,50,chō
梎,tsǒ,50,chǒ
梐,pě,50,pě
梓,tsír,50,chír
梠,līr,50,līr
梠,lǐr,50,lǐr
梳,sere,50,sere
棒,pǎng,50,pǎng
棓,pāng,50,pāng
棓,pǎng,50,pǎng
棜,ìr,50,ìr
棜,ù,50,ù
森,serm,50,serm
棲,sere,50,sere
棲,sue,50,soe
棽,serm,50,serm
棽,sim,50,sim
椐,kir,50,kir
椔,tsir,50,chir
楈,sir,50,sir
楒,sir,50,sir
楗,kirīnn,50,kīriⁿ
楗,kuīnn,50,kūiⁿ
楛,hǒo,50,hǒ͘
楝,nuī,50,nūi
楮,thír,50,thír
楮,thú,50,thú
榘,kír,50,kír
榘,kú,50,kú
榟,tsír,50,chír
榟,tsú,50,chú
榥,hōng,50,hōng
榥,hǒng,50,hǒng
榹,sir,50,sir
榹,su,50,su
槪,khài,50,khài
槮,serm,50,serm
槴,hǒo,50,hǒ͘
樗,thir,50,thir
樦,tsū,50,chū
樦,tsǔ,50,chǔ
橂,tirīnn,50,tīriⁿ
橂,tirǐnn,50,tǐriⁿ
橂,tuīnn,50,tūiⁿ
橂,tuǐnn,50,tǔiⁿ
橌,hān,50,hān
橌,hǎn,50,hǎn
橡,siǒng,50,siǒng
橫,hirînn,50,hîriⁿ
橱,tû,50,tû
檌,tsuē,50,chōe
檌,tsuě,50,chǒe
檭,gîrn,50,gîrn
檭,gûn,50,gûn
櫎,hōng,50,hōng
櫎,hǒng,50,hǒng
櫎,kòng,50,kòng
櫚,lîr,50,lîr
櫡,tīr,50,tīr
櫧,tsir,50,chir
櫫,tir,50,tir
櫫,tu,50,tu
櫲,īr,50,īr
櫲,ū,50,ū
櫸,kír,50,kír
欅,kír,50,kír
欅,kú,50,kú
欣,herm,50,herm
歆,herm,50,herm
歔,hir,50,hir
歟,îr,50,îr
歟,û,50,û
歠,tsheh,50,chheh
歠,tsherh,50,chherh
此,tshír,50,chhír
歫,kīr,50,kīr
歫,kū,50,kū
歫,kǐr,50,kǐr
歬,tsirînn,50,chîriⁿ
歬,tsiân,50,chiân
歬,tsuînn,50,chûiⁿ
歬,tsâinn,50,châiⁿ
歬,tsân,50,chân
歬,tsîng,50,chêng
歭,tî,50,tî
歭,tī,50,tī
歭,tǐ,50,tǐ
歳,hè,50,hè
歳,hèr,50,hèr
歳,suè,50,sòe
死,sír,50,sír
殄,tiān,50,tiān
殄,tiǎn,50,tiǎn
殆,tǎi,50,tǎi
殍,piān,50,piān
殍,piǎn,50,piǎn
殷,irn,50,irn
殿,tirīnn,50,tīriⁿ
殿,tuīnn,50,tūiⁿ
氂,môo,50,mô͘
