tl,hanzi,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,taijit
bī,味,3212,bī,bi7,bi7,bi,bi,,,True
ing,英,3210,eng,ing1,eng1,ing,eng,,,True
tíng,等,3203,téng,ting2,teng2,ting,teng,,,True
kiàn,建,3201,kiàn,kian3,kian3,kian,kian,,,True
kánn,敢,3179,káⁿ,kann2,kann2,kann,kann,,,True
tshinn,生,3163,chhiⁿ,tshinn1,chhinn1,tshinn,chhinn,,,True
khuì,氣,3144,khùi,khui3,khui3,khui,khui,,,True
tsuá,紙,3134,chóa,tsua2,choa2,tsua,choa,,,True
tsuan,專,3129,choan,tsuan1,choan1,tsuan,choan,,,True
ti,豬,3126,ti,ti1,ti1,ti,ti,,,True
tu,豬,3126,tu,tu1,tu1,tu,tu,,,True
kuá,寡,3125,kóa,kua2,koa2,kua,koa,,,True
su,思,3123,su,su1,su1,su,su,,,True
uán,遠,3116,oán,uan2,oan2,uan,oan,,,True
tiōng,重,3114,tiōng,tiong7,tiong7,tiong,tiong,,,True
tshàu,臭,3108,chhàu,tshau3,chhau3,tshau,chhau,,,True
tsing,精,3107,cheng,tsing1,cheng1,tsing,cheng,,,True
to̍k,獨,3095,to̍k,tok8,tok8,tok,tok,,,True
pái,擺,3083,pái,pai2,pai2,pai,pai,,,True
hiáu,曉,3083,hiáu,hiau2,hiau2,hiau,hiau,,,True
suî,隨,3082,sûi,sui5,sui5,sui,sui,,,True
kiông,強,3049,kiông,kiong5,kiong5,kiong,kiong,,,True
pa̍t,別,3043,pa̍t,pat8,pat8,pat,pat,,,True
siā,謝,3028,siā,sia7,sia7,sia,sia,,,True
īnn,院,3016,īⁿ,inn7,inn7,inn,inn,,,True
guān,願,3016,goān,guan7,goan7,guan,goan,,,True
siàu,少,3010,siàu,siau3,siau3,siau,siau,,,True
khó,考,3008,khó,kho2,kho2,kho,kho,,,True
jīn,認,3005,jīn,jin7,jin7,jin,jin,,,True
tāu,豆,3000,tāu,tau7,tau7,tau,tau,,,True
ná,那,2994,ná,na2,na2,na,na,,,True
tīn,陣,2992,tīn,tin7,tin7,tin,tin,,,True
tsiah,隻,2989,chiah,tsiah4,chiah4,tsiah,chiah,,,True
kai,該,2986,kai,kai1,kai1,kai,kai,,,True
pîng,朋,2984,pêng,ping5,peng5,ping,peng,,,True
su,書,2980,su,su1,su1,su,su,,,True
sái,使,2966,sái,sai2,sai2,sai,sai,,,True
lâu,流,2954,lâu,lau5,lau5,lau,lau,,,True
tsí,只,2950,chí,tsi2,chi2,tsi,chi,,,True
pâi,排,2950,pâi,pai5,pai5,pai,pai,,,True
tìn,鎮,2950,tìn,tin3,tin3,tin,tin,,,True
kuí,鬼,2941,kúi,kui2,kui2,kui,kui,,,True
phín,品,2932,phín,phin2,phin2,phin,phin,,,True
pâng,房,2928,pâng,pang5,pang5,pang,pang,,,True
pòo,布,2924,pò͘,poo3,poo3,poo,poo,,,True
làu,落,2916,làu,lau3,lau3,lau,lau,,,True
hiông,雄,2901,hiông,hiong5,hiong5,hiong,hiong,,,True
khin,輕,2882,khin,khin1,khin1,khin,khin,,,True
kun,軍,2876,kun,kun1,kun1,kun,kun,,,True
nâ,林,2875,nâ,na5,na5,na,na,,,True
hì,戲,2869,hì,hi3,hi3,hi,hi,,,True
tsóo,祖,2864,chó͘,tsoo2,choo2,tsoo,choo,,,True
hú,府,2856,hú,hu2,hu2,hu,hu,,,True
kiám,檢,2838,kiám,kiam2,kiam2,kiam,kiam,,,True
tó,倒,2836,tó,to2,to2,to,to,,,True
uá,倚,2834,óa,ua2,oa2,ua,oa,,,True
gī,議,2834,gī,gi7,gi7,gi,gi,,,True
sòo,數,2832,sò͘,soo3,soo3,soo,soo,,,True
tha̍k,讀,2820,tha̍k,thak8,thak8,thak,thak,,,True
siang,雙,2816,siang,siang1,siang1,siang,siang,,,True
sio̍k,俗,2810,sio̍k,siok8,siok8,siok,siok,,,True
siau,消,2810,siau,siau1,siau1,siau,siau,,,True
thó,討,2800,thó,tho2,tho2,tho,tho,,,True
tôo,徒,2797,tô͘,too5,too5,too,too,,,True
sian,仙,2792,sian,sian1,sian1,sian,sian,,,True
kiû,球,2784,kiû,kiu5,kiu5,kiu,kiu,,,True
tián,展,2778,tián,tian2,tian2,tian,tian,,,True
liāu,料,2775,liāu,liau7,liau7,liau,liau,,,True
liōng,量,2765,liōng,liong7,liong7,liong,liong,,,True
kng,光,2761,kng,kng1,kng1,kng,kng,,,True
kè,計,2759,kè,ke3,ke3,ke,ke,,,True
thàn,趁,2759,thàn,than3,than3,than,than,,,True
kíng,景,2750,kéng,king2,keng2,king,keng,,,True
uānn,換,2747,ōaⁿ,uann7,oann7,uann,oann,,,True
tsha,差,2740,chha,tsha1,chha1,tsha,chha,,,True
piān,便,2736,piān,pian7,pian7,pian,pian,,,True
tsè,制,2722,chè,tse3,che3,tse,che,,,True
tóng,黨,2708,tóng,tong2,tong2,tong,tong,,,True
li̍k,歷,2707,le̍k,lik8,lek8,lik,lek,,,True
tsu,資,2706,chu,tsu1,chu1,tsu,chu,,,True
íng,永,2703,éng,ing2,eng2,ing,eng,,,True
phiò,票,2693,phiò,phio3,phio3,phio,phio,,,True
kuài,怪,2686,koài,kuai3,koai3,kuai,koai,,,True
toh,桌,2677,toh,toh4,toh4,toh,toh,,,True
lióng,兩,2654,lióng,liong2,liong2,liong,liong,,,True
kuán,管,2652,koán,kuan2,koan2,kuan,koan,,,True
ián,演,2640,ián,ian2,ian2,ian,ian,,,True
pī,備,2639,pī,pi7,pi7,pi,pi,,,True
phik,拍,2637,phek,phik4,phek4,phik,phek,,,True
huì,費,2631,hùi,hui3,hui3,hui,hui,,,True
tsi̍p,集,2628,chi̍p,tsip8,chip8,tsip,chip,,,True
sūn,順,2626,sūn,sun7,sun7,sun,sun,,,True
ho̍k,服,2625,ho̍k,hok8,hok8,hok,hok,,,True
thih,鐵,2613,thih,thih4,thih4,thih,thih,,,True
tik,德,2594,tek,tik4,tek4,tik,tek,,,True
ah,呵,2588,ah,ah4,ah4,ah,ah,,,True
kūn,近,2586,kūn,kun7,kun7,kun,kun,,,True
phê,皮,2583,phê,phe5,phe5,phe,phe,,,True
hōo,護,2583,hō͘,hoo7,hoo7,hoo,hoo,,,True
m̄,不,2579,m̄,m7,m7,m,m,,,True
lîm,林,2578,lîm,lim5,lim5,lim,lim,,,True
tán,等,2562,tán,tan2,tan2,tan,tan,,,True
tshíng,請,2562,chhéng,tshing2,chheng2,tshing,chheng,,,True
tshun,春,2561,chhun,tshun1,chhun1,tshun,chhun,,,True
bū,務,2544,bū,bu7,bu7,bu,bu,,,True
thàu,透,2543,thàu,thau3,thau3,thau,thau,,,True
kiōng,共,2539,kiōng,kiong7,kiong7,kiong,kiong,,,True
ki̍p,及,2526,ki̍p,kip8,kip8,kip,kip,,,True
gōo,五,2521,gō͘,goo7,goo7,goo,goo,,,True
tiām,恬,2516,tiām,tiam7,tiam7,tiam,tiam,,,True
kong,功,2513,kong,kong1,kong1,kong,kong,,,True
tsiong,將,2502,chiong,tsiong1,chiong1,tsiong,chiong,,,True
siong,相,2500,siong,siong1,siong1,siong,siong,,,True
tâu,投,2494,tâu,tau5,tau5,tau,tau,,,True
tshòng,創,2493,chhòng,tshong3,chhong3,tshong,chhong,,,True
tshinn,青,2489,chhiⁿ,tshinn1,chhinn1,tshinn,chhinn,,,True
kam,甘,2482,kam,kam1,kam1,kam,kam,,,True
mi̍h,物,2476,mi̍h,mih8,mih8,mih,mih,,,True
siânn,城,2472,siâⁿ,siann5,siann5,siann,siann,,,True
giām,驗,2471,giām,giam7,giam7,giam,giam,,,True
póo,補,2470,pó͘,poo2,poo2,poo,poo,,,True
iông,容,2467,iông,iong5,iong5,iong,iong,,,True
ióng,養,2466,ióng,iong2,iong2,iong,iong,,,True
koo,姑,2461,ko͘,koo1,koo1,koo,koo,,,True
tsiòng,眾,2450,chiòng,tsiong3,chiong3,tsiong,chiong,,,True
hōo,雨,2449,hō͘,hoo7,hoo7,hoo,hoo,,,True
tshit,七,2425,chhit,tshit4,chhit4,tshit,chhit,,,True
jîn,仁,2425,jîn,jin5,jin5,jin,jin,,,True
tì,致,2414,tì,ti3,ti3,ti,ti,,,True
tsīn,盡,2410,chīn,tsin7,chin7,tsin,chin,,,True
kìnn,見,2409,kìⁿ,kinn3,kinn3,kinn,kinn,,,True
tsng,庄,2400,chng,tsng1,chng1,tsng,chng,,,True
thè,退,2387,thè,the3,the3,the,the,,,True
tuê,題,2380,tôe,tue5,toe5,tue,toe,,,True
tsâi,財,2375,châi,tsai5,chai5,tsai,chai,,,True
piah,壁,2374,piah,piah4,piah4,piah,piah,,,True
hòng,放,2372,hòng,hong3,hong3,hong,hong,,,True
sī,視,2371,sī,si7,si7,si,si,,,True
tiānn,定,2370,tiāⁿ,tiann7,tiann7,tiann,tiann,,,True
tsit,質,2369,chit,tsit4,chit4,tsit,chit,,,True
mî,暝,2368,mî,mi5,mi5,mi,mi,,,True
tsiânn,成,2363,chiâⁿ,tsiann5,chiann5,tsiann,chiann,,,True
sué,洗,2363,sóe,sue2,soe2,sue,soe,,,True
tsài,再,2362,chài,tsai3,chai3,tsai,chai,,,True
tsióng,種,2362,chióng,tsiong2,chiong2,tsiong,chiong,,,True
tsiáu,鳥,2362,chiáu,tsiau2,chiau2,tsiau,chiau,,,True
phīnn,鼻,2360,phīⁿ,phinn7,phinn7,phinn,phinn,,,True
uì,對,2354,ùi,ui3,ui3,ui,ui,,,True
thiàu,跳,2351,thiàu,thiau3,thiau3,thiau,thiau,,,True
la̍t,力,2342,la̍t,lat8,lat8,lat,lat,,,True
huê,回,2342,hôe,hue5,hoe5,hue,hoe,,,True
hê,回,2342,hê,he5,he5,he,he,,,True
si̍p,習,2332,si̍p,sip8,sip8,sip,sip,,,True
tshiùnn,唱,2326,chhiùⁿ,tshiunn3,chhiunn3,tshiunn,chhiunn,,,True
lú,女,2326,lú,lu2,lu2,lu,lu,,,True
tsham,參,2323,chham,tsham1,chham1,tsham,chham,,,True
su̍t,術,2321,su̍t,sut8,sut8,sut,sut,,,True
sái,駛,2319,sái,sai2,sai2,sai,sai,,,True
kuann,肝,2310,koaⁿ,kuann1,koann1,kuann,koann,,,True
kinn,經,2304,kiⁿ,kinn1,kinn1,kinn,kinn,,,True
tshī,飼,2294,chhī,tshi7,chhi7,tshi,chhi,,,True
pan,班,2292,pan,pan1,pan1,pan,pan,,,True
uân,完,2285,oân,uan5,oan5,uan,oan,,,True
tān,但,2284,tān,tan7,tan7,tan,tan,,,True
lâu,樓,2278,lâu,lau5,lau5,lau,lau,,,True
jia̍t,熱,2275,jia̍t,jiat8,jiat8,jiat,jiat,,,True
iá,野,2274,iá,ia2,ia2,ia,ia,,,True
kóo,鼓,2258,kó͘,koo2,koo2,koo,koo,,,True
pînn,平,2251,pîⁿ,pinn5,pinn5,pinn,pinn,,,True
khuài,快,2251,khoài,khuai3,khoai3,khuai,khoai,,,True
kio̍k,局,2245,kio̍k,kiok8,kiok8,kiok,kiok,,,True
kok,各,2238,kok,kok4,kok4,kok,kok,,,True
tsí,姊,2236,chí,tsi2,chi2,tsi,chi,,,True
pô,婆,2236,pô,po5,po5,po,po,,,True
àn,案,2236,àn,an3,an3,an,an,,,True
líng,冷,2230,léng,ling2,leng2,ling,leng,,,True
lo̍k,樂,2229,lo̍k,lok8,lok8,lok,lok,,,True
luān,亂,2228,loān,luan7,loan7,luan,loan,,,True
hu,夫,2228,hu,hu1,hu1,hu,hu,,,True
jīm,任,2224,jīm,jim7,jim7,jim,jim,,,True
lîng,靈,2220,lêng,ling5,leng5,ling,leng,,,True
kó,果,2217,kó,ko2,ko2,ko,ko,,,True
liân,聯,2216,liân,lian5,lian5,lian,lian,,,True
tshian,千,2213,chhian,tshian1,chhian1,tshian,chhian,,,True
he,彼,2206,he,he1,he1,he,he,,,True
hè,貨,2200,hè,he3,he3,he,he,,,True
kî,奇,2197,kî,ki5,ki5,ki,ki,,,True
huih,血,2188,huih,huih4,huih4,huih,huih,,,True
siu,修,2187,siu,siu1,siu1,siu,siu,,,True
khò,課,2186,khò,kho3,kho3,kho,kho,,,True
tshiat,切,2183,chhiat,tshiat4,chhiat4,tshiat,chhiat,,,True
tuì,碓,2176,tùi,tui3,tui3,tui,tui,,,True
uî,圍,2174,ûi,ui5,ui5,ui,ui,,,True
tsuè,最,2169,chòe,tsue3,choe3,tsue,choe,,,True
tiō,讀,2163,tiō,tio7,tio7,tio,tio,,,True
tiō,趙,2163,tiō,tio7,tio7,tio,tio,,,True
lia̍p,粒,2160,lia̍p,liap8,liap8,liap,liap,,,True
tsìng,證,2160,chèng,tsing3,cheng3,tsing,cheng,,,True
gia̍h,額,2154,gia̍h,giah8,giah8,giah,giah,,,True
luē,內,2150,lōe,lue7,loe7,lue,loe,,,True
táu,斗,2150,táu,tau2,tau2,tau,tau,,,True
ìn,印,2149,ìn,in3,in3,in,in,,,True
ta,焦,2145,ta,ta1,ta1,ta,ta,,,True
ín,引,2143,ín,in2,in2,in,in,,,True
iû,由,2135,iû,iu5,iu5,iu,iu,,,True
tshì,試,2135,chhì,tshi3,chhi3,tshi,chhi,,,True
khak,殼,2134,khak,khak4,khak4,khak,khak,,,True
pit,筆,2127,pit,pit4,pit4,pit,pit,,,True
pak,腹,2127,pak,pak4,pak4,pak,pak,,,True
tsu,珠,2117,chu,tsu1,chu1,tsu,chu,,,True
kò,告,2113,kò,ko3,ko3,ko,ko,,,True
tsōo,助,2111,chō͘,tsoo7,choo7,tsoo,choo,,,True
thuân,團,2111,thoân,thuan5,thoan5,thuan,thoan,,,True
tshâ,柴,2111,chhâ,tsha5,chha5,tsha,chha,,,True
ôo,湖,2109,ô͘,oo5,oo5,oo,oo,,,True
ga̍k,樂,2106,ga̍k,gak8,gak8,gak,gak,,,True
guân,源,2104,goân,guan5,goan5,guan,goan,,,True
tsit,職,2101,chit,tsit4,chit4,tsit,chit,,,True
buē,賣,2101,bōe,bue7,boe7,bue,boe,,,True
pó,寶,2099,pó,po2,po2,po,po,,,True
hun,婚,2097,hun,hun1,hun1,hun,hun,,,True
si̍t,食,2097,si̍t,sit8,sit8,sit,sit,,,True
n̂g,黃,2091,n̂g,ng5,ng5,ng,ng,,,True
tsīng,靜,2086,chēng,tsing7,cheng7,tsing,cheng,,,True
bîng,名,2083,bêng,bing5,beng5,bing,beng,,,True
ná,拿,2068,ná,na2,na2,na,na,,,True
luī,類,2067,lūi,lui7,lui7,lui,lui,,,True
sing,先,2061,seng,sing1,seng1,sing,seng,,,True
kî,祈,2054,kî,ki5,ki5,ki,ki,,,True
ké,假,2047,ké,ke2,ke2,ke,ke,,,True
to,刀,2036,to,to1,to1,to,to,,,True
tn̂g,堂,2031,tn̂g,tng5,tng5,tng,tng,,,True
tôo,圖,2028,tô͘,too5,too5,too,too,,,True
keh,隔,2028,keh,keh4,keh4,keh,keh,,,True
kui,歸,2025,kui,kui1,kui1,kui,kui,,,True
hui,非,2018,hui,hui1,hui1,hui,hui,,,True
hè,歲,2007,hè,he3,he3,he,he,,,True
huan,番,2005,hoan,huan1,hoan1,huan,hoan,,,True
tsí,指,2001,chí,tsi2,chi2,tsi,chi,,,True
ku,龜,2000,ku,ku1,ku1,ku,ku,,,True
nńg,軟,1998,nńg,nng2,nng2,nng,nng,,,True
buán,滿,1996,boán,buan2,boan2,buan,boan,,,True
hū,婦,1992,hū,hu7,hu7,hu,hu,,,True
ióng,勇,1985,ióng,iong2,iong2,iong,iong,,,True
bāng,望,1980,bāng,bang7,bang7,bang,bang,,,True
tián,典,1978,tián,tian2,tian2,tian,tian,,,True
ok,惡,1971,ok,ok4,ok4,ok,ok,,,True
huah,喝,1968,hoah,huah4,hoah4,huah,hoah,,,True
tsù,注,1968,chù,tsu3,chu3,tsu,chu,,,True
huân,煩,1967,hoân,huan5,hoan5,huan,hoan,,,True
phok,博,1962,phok,phok4,phok4,phok,phok,,,True
la̍k,六,1960,la̍k,lak8,lak8,lak,lak,,,True
keh,格,1956,keh,keh4,keh4,keh,keh,,,True
thîng,停,1954,thêng,thing5,theng5,thing,theng,,,True
liû,留,1946,liû,liu5,liu5,liu,liu,,,True
kū,舊,1945,kū,ku7,ku7,ku,ku,,,True
iân,緣,1944,iân,ian5,ian5,ian,ian,,,True
lân,蘭,1941,lân,lan5,lan5,lan,lan,,,True
bāng,網,1939,bāng,bang7,bang7,bang,bang,,,True
guân,元,1937,goân,guan5,goan5,guan,goan,,,True
phue,批,1936,phoe,phue1,phoe1,phue,phoe,,,True
kíng,境,1932,kéng,king2,keng2,king,keng,,,True
bué,買,1923,bóe,bue2,boe2,bue,boe,,,True
khò,靠,1923,khò,kho3,kho3,kho,kho,,,True
tàu,鬥,1921,tàu,tau3,tau3,tau,tau,,,True
lí,李,1918,lí,li2,li2,li,li,,,True
bú,舞,1914,bú,bu2,bu2,bu,bu,,,True
ik,益,1911,ek,ik4,ek4,ik,ek,,,True
ting,燈,1910,teng,ting1,teng1,ting,teng,,,True
peh,伯,1908,peh,peh4,peh4,peh,peh,,,True
pang,幫,1908,pang,pang1,pang1,pang,pang,,,True
kik,激,1908,kek,kik4,kek4,kik,kek,,,True
bîn,眠,1906,bîn,bin5,bin5,bin,bin,,,True
sai,西,1902,sai,sai1,sai1,sai,sai,,,True
ki̍k,極,1899,ke̍k,kik8,kek8,kik,kek,,,True
lô,勞,1896,lô,lo5,lo5,lo,lo,,,True
tsè,濟,1885,chè,tse3,che3,tse,che,,,True
khong,空,1884,khong,khong1,khong1,khong,khong,,,True
tuī,隊,1881,tūi,tui7,tui7,tui,tui,,,True
sioh,惜,1876,sioh,sioh4,sioh4,sioh,sioh,,,True
hī,耳,1870,hī,hi7,hi7,hi,hi,,,True
ki,枝,1864,ki,ki1,ki1,ki,ki,,,True
tsing,鐘,1863,cheng,tsing1,cheng1,tsing,cheng,,,True
phìnn,片,1860,phìⁿ,phinn3,phinn3,phinn,phinn,,,True
tuā,舵,1856,tōa,tua7,toa7,tua,toa,,,True
înn,圓,1855,îⁿ,inn5,inn5,inn,inn,,,True
thau,偷,1854,thau,thau1,thau1,thau,thau,,,True
giâm,嚴,1853,giâm,giam5,giam5,giam,giam,,,True
sun,孫,1853,sun,sun1,sun1,sun,sun,,,True
kiong,宮,1850,kiong,kiong1,kiong1,kiong,kiong,,,True
ho̍k,復,1848,ho̍k,hok8,hok8,hok,hok,,,True
tsi,之,1845,chi,tsi1,chi1,tsi,chi,,,True
ko,哥,1841,ko,ko1,ko1,ko,ko,,,True
tì,智,1834,tì,ti3,ti3,ti,ti,,,True
hàu,孝,1833,hàu,hau3,hau3,hau,hau,,,True
gî,疑,1832,gî,gi5,gi5,gi,gi,,,True
gú,語,1831,gú,gu2,gu2,gu,gu,,,True
tōo,肚,1823,tō͘,too7,too7,too,too,,,True
tsíng,整,1822,chéng,tsing2,cheng2,tsing,cheng,,,True
kuì,貴,1821,kùi,kui3,kui3,kui,kui,,,True
kuánn,趕,1819,kóaⁿ,kuann2,koann2,kuann,koann,,,True
huan,翻,1817,hoan,huan1,hoan1,huan,hoan,,,True
hāu,效,1816,hāu,hau7,hau7,hau,hau,,,True
tû,除,1812,tû,tu5,tu5,tu,tu,,,True
tī,弟,1808,tī,ti7,ti7,ti,ti,,,True
bo̍k,目,1808,bo̍k,bok8,bok8,bok,bok,,,True
tsha̍t,賊,1807,chha̍t,tshat8,chhat8,tshat,chhat,,,True
muí,每,1805,múi,mui2,mui2,mui,mui,,,True
tóo,肚,1802,tó͘,too2,too2,too,too,,,True
tsì,志,1796,chì,tsi3,chi3,tsi,chi,,,True
pat,八,1787,pat,pat4,pat4,pat,pat,,,True
siòng,相,1786,siòng,siong3,siong3,siong,siong,,,True
iù,幼,1785,iù,iu3,iu3,iu,iu,,,True
hē,系,1781,hē,he7,he7,he,he,,,True
phài,派,1780,phài,phai3,phai3,phai,phai,,,True
mn̂g,毛,1768,mn̂g,mng5,mng5,mng,mng,,,True
phuè,配,1767,phòe,phue3,phoe3,phue,phoe,,,True
phè,配,1767,phè,phe3,phe3,phe,phe,,,True
thui,推,1766,thui,thui1,thui1,thui,thui,,,True
to̍k,毒,1764,to̍k,tok8,tok8,tok,tok,,,True
hiunn,香,1757,hiuⁿ,hiunn1,hiunn1,hiunn,hiunn,,,True
siong,商,1750,siong,siong1,siong1,siong,siong,,,True
hún,粉,1750,hún,hun2,hun2,hun,hun,,,True
uàn,怨,1749,oàn,uan3,oan3,uan,oan,,,True
kìng,敬,1749,kèng,king3,keng3,king,keng,,,True
līng,另,1745,lēng,ling7,leng7,ling,leng,,,True
kûn,群,1745,kûn,kun5,kun5,kun,kun,,,True
ping,兵,1742,peng,ping1,peng1,ping,peng,,,True
khiàm,欠,1738,khiàm,khiam3,khiam3,khiam,khiam,,,True
huān,犯,1738,hoān,huan7,hoan7,huan,hoan,,,True
kè,嫁,1737,kè,ke3,ke3,ke,ke,,,True
tshoo,初,1736,chho͘,tshoo1,chhoo1,tshoo,chhoo,,,True
kan,干,1736,kan,kan1,kan1,kan,kan,,,True
ta̍h,踏,1736,ta̍h,tah8,tah8,tah,tah,,,True
phîng,評,1735,phêng,phing5,pheng5,phing,pheng,,,True
pán,版,1734,pán,pan2,pan2,pan,pan,,,True
gē,藝,1733,gē,ge7,ge7,ge,ge,,,True
ang,翁,1732,ang,ang1,ang1,ang,ang,,,True
hô,河,1729,hô,ho5,ho5,ho,ho,,,True
tn̄g,斷,1722,tn̄g,tng7,tng7,tng,tng,,,True
bo̍k,莫,1720,bo̍k,bok8,bok8,bok,bok,,,True
ke,加,1719,ke,ke1,ke1,ke,ke,,,True
tsū,住,1718,chū,tsu7,chu7,tsu,chu,,,True
sòo,素,1717,sò͘,soo3,soo3,soo,soo,,,True
kin,今,1712,kin,kin1,kin1,kin,kin,,,True
lông,農,1711,lông,long5,long5,long,long,,,True
suan,宣,1710,soan,suan1,soan1,suan,soan,,,True
pian,編,1708,pian,pian1,pian1,pian,pian,,,True
thua,拖,1704,thoa,thua1,thoa1,thua,thoa,,,True
thâi,刣,1700,thâi,thai5,thai5,thai,thai,,,True
kue,瓜,1700,koe,kue1,koe1,kue,koe,,,True
píng,反,1698,péng,ping2,peng2,ping,peng,,,True
bo̍k,木,1697,bo̍k,bok8,bok8,bok,bok,,,True
kán,簡,1691,kán,kan2,kan2,kan,kan,,,True
muá,滿,1688,móa,mua2,moa2,mua,moa,,,True
liông,良,1685,liông,liong5,liong5,liong,liong,,,True
siù,秀,1682,siù,siu3,siu3,siu,siu,,,True
lia̍t,列,1678,lia̍t,liat8,liat8,liat,liat,,,True
tîng,重,1677,têng,ting5,teng5,ting,teng,,,True
tsing,爭,1674,cheng,tsing1,cheng1,tsing,cheng,,,True
té,短,1674,té,te2,te2,te,te,,,True
hāu,候,1663,hāu,hau7,hau7,hau,hau,,,True
hiàn,獻,1663,hiàn,hian3,hian3,hian,hian,,,True
khàu,哭,1662,khàu,khau3,khau3,khau,khau,,,True
thàm,探,1658,thàm,tham3,tham3,tham,tham,,,True
hing,興,1656,heng,hing1,heng1,hing,heng,,,True
liâu,寮,1650,liâu,liau5,liau5,liau,liau,,,True
tháng,桶,1650,tháng,thang2,thang2,thang,thang,,,True
puânn,盤,1650,pôaⁿ,puann5,poann5,puann,poann,,,True
tsioh,借,1646,chioh,tsioh4,chioh4,tsioh,chioh,,,True
tiāu,調,1645,tiāu,tiau7,tiau7,tiau,tiau,,,True
îng,榮,1641,êng,ing5,eng5,ing,eng,,,True
láu,老,1640,láu,lau2,lau2,lau,lau,,,True
si̍p,十,1639,si̍p,sip8,sip8,sip,sip,,,True
sù,四,1639,sù,su3,su3,su,su,,,True
tshn̂g,床,1634,chhn̂g,tshng5,chhng5,tshng,chhng,,,True
tsì,至,1634,chì,tsi3,chi3,tsi,chi,,,True
tshīng,穿,1626,chhēng,tshing7,chheng7,tshing,chheng,,,True
siànn,聖,1624,siàⁿ,siann3,siann3,siann,siann,,,True
sàn,散,1623,sàn,san3,san3,san,san,,,True
hiám,險,1623,hiám,hiam2,hiam2,hiam,hiam,,,True
un,溫,1622,un,un1,un1,un,un,,,True
tsiām,漸,1621,chiām,tsiam7,chiam7,tsiam,chiam,,,True
tánn,打,1617,táⁿ,tann2,tann2,tann,tann,,,True
hng,方,1611,hng,hng1,hng1,hng,hng,,,True
tsoh,作,1609,choh,tsoh4,choh4,tsoh,choh,,,True
nn̄g,二,1608,nn̄g,nng7,nng7,nng,nng,,,True
nn̄g,浪,1608,nn̄g,nng7,nng7,nng,nng,,,True
tsa̍p,雜,1608,cha̍p,tsap8,chap8,tsap,chap,,,True
bē,未,1607,bē,be7,be7,be,be,,,True
biō,廟,1600,biō,bio7,bio7,bio,bio,,,True
tap,答,1599,tap,tap4,tap4,tap,tap,,,True
tsūn,陣,1595,chūn,tsun7,chun7,tsun,chun,,,True
khuân,環,1578,khoân,khuan5,khoan5,khuan,khoan,,,True
tē,袋,1578,tē,te7,te7,te,te,,,True
lâm,男,1573,lâm,lam5,lam5,lam,lam,,,True
si̍k,熟,1569,se̍k,sik8,sek8,sik,sek,,,True
tuà,帶,1565,tòa,tua3,toa3,tua,toa,,,True
tshî,持,1563,chhî,tshi5,chhi5,tshi,chhi,,,True
tsun,尊,1562,chun,tsun1,chun1,tsun,chun,,,True
tshin-tshiūnn,親像,1562,chhin-chhiūⁿ,tshin1tshiunn7,chhin1chhiunn7,tshintshiunn,chhinchhiunn,tt,cc,True
kí,己,1560,kí,ki2,ki2,ki,ki,,,True
hù,富,1558,hù,hu3,hu3,hu,hu,,,True
kian,堅,1553,kian,kian1,kian1,kian,kian,,,True
kun,根,1550,kun,kun1,kun1,kun,kun,,,True
tiong,忠,1540,tiong,tiong1,tiong1,tiong,tiong,,,True
hān,限,1536,hān,han7,han7,han,han,,,True
sì,勢,1535,sì,si3,si3,si,si,,,True
niá,領,1526,niá,nia2,nia2,nia,nia,,,True
bīng,命,1524,bēng,bing7,beng7,bing,beng,,,True
ah,啊,1521,ah,ah4,ah4,ah,ah,,,True
tsiong,章,1521,chiong,tsiong1,chiong1,tsiong,chiong,,,True
lān,難,1520,lān,lan7,lan7,lan,lan,,,True
thuè,替,1511,thòe,thue3,thoe3,thue,thoe,,,True
pá,飽,1511,pá,pa2,pa2,pa,pa,,,True
huānn,岸,1508,hōaⁿ,huann7,hoann7,huann,hoann,,,True
io,育,1507,io,io1,io1,io,io,,,True
tsió,少,1505,chió,tsio2,chio2,tsio,chio,,,True
tsûn,存,1501,chûn,tsun5,chun5,tsun,chun,,,True
tsong,宗,1500,chong,tsong1,chong1,tsong,chong,,,True
bú,武,1500,bú,bu2,bu2,bu,bu,,,True
hián,顯,1494,hián,hian2,hian2,hian,hian,,,True
ta̍t,值,1491,ta̍t,tat8,tat8,tat,tat,,,True
jû,如,1489,jû,ju5,ju5,ju,ju,,,True
hô,何,1488,hô,ho5,ho5,ho,ho,,,True
khan,刊,1488,khan,khan1,khan1,khan,khan,,,True
iûnn,洋,1488,iûⁿ,iunn5,iunn5,iunn,iunn,,,True
hioh,歇,1485,hioh,hioh4,hioh4,hioh,hioh,,,True
koo,孤,1483,ko͘,koo1,koo1,koo,koo,,,True
tuānn,段,1482,tōaⁿ,tuann7,toann7,tuann,toann,,,True
kat,結,1482,kat,kat4,kat4,kat,kat,,,True
tsù,註,1482,chù,tsu3,chu3,tsu,chu,,,True
gûn,銀,1481,gûn,gun5,gun5,gun,gun,,,True
bê,迷,1479,bê,be5,be5,be,be,,,True
phuànn,判,1477,phòaⁿ,phuann3,phoann3,phuann,phoann,,,True
iânn,贏,1473,iâⁿ,iann5,iann5,iann,iann,,,True
