hanzi,tl,frequency,poj
疫情轉和,i̍k-tsîng tńg-hô,12,e̍k-chêng tńg-hô
白紙運動,pe̍h-tsuá ūn-tōng,12,pe̍h-chóa ūn-tōng
白紙運動,pe̍h-tsuá-ūn-tōng,12,pe̍h-chóa-ūn-tōng
白紙革命,pe̍h-tsuá kik-bīng,12,pe̍h-chóa kek-bēng
百頁豆腐,pah-ia̍h tāu-hū,12,pah-ia̍h tāu-hū
盛裝舞步,sīng-tsong-bú-pōo,12,sēng-chong-bú-pō͘
盜壘失敗,tō-luí sit-pāi,12,tō-lúi sit-pāi
目墘線液,ba̍k-kînn-suànn-i̍k,12,ba̍k-kîⁿ-sòaⁿ-e̍k
目墘線筅,ba̍k-kînn-suànn-tshíng,12,ba̍k-kîⁿ-sòaⁿ-chhéng
目墘線筆,ba̍k-kînn-suànn-pit,12,ba̍k-kîⁿ-sòaⁿ-pit
目墘膠筆,ba̍k-kînn-ka-pit,12,ba̍k-kîⁿ-ka-pit
目睫毛筅,ba̍k-tsiah-mn̂g-tshíng,12,ba̍k-chiah-mn̂g-chhéng
目睫毛膏,ba̍k-tsiah-mn̂g-ko,12,ba̍k-chiah-mn̂g-ko
目睫毛膏,ba̍k-tsiap-mn̂g-ko,12,ba̍k-chiap-mn̂g-ko
目睫毛膠,ba̍k-tsiah-mn̂g-ka,12,ba̍k-chiah-mn̂g-ka
目睫毛膠,ba̍k-tsiap-mn̂g-ka,12,ba̍k-chiap-mn̂g-ka
目睭蚶蚶,ba̍k-tsiu ham-ham,12,ba̍k-chiu ham-ham
目箍暗暗,ba̍k-khoo àm-àm,12,ba̍k-kho͘ àm-àm
相踏事件,sio-ta̍h sū-kiānn,12,sio-ta̍h sū-kiāⁿ
真珠奶茶,tsin-tsu-ling-tê,12,chin-chu-leng-tê
真珠奶茶,tsin-tsu-ni-tê,12,chin-chu-ni-tê
短銃射擊,té-tshìng siā-kik,12,té-chhèng siā-kek
石川佳彥,tsio̍h-tshuan ka-gān,12,chio̍h-chhoan ka-gān
碗池趨枋,uánn-tî tshu-pang,12,óaⁿ-tî chhu-pang
磅雞卵糕,pōng-ke-nn̄g-ko,12,pōng-ke-nn̄g-ko
磅雞卵糕,pōng-kue-nn̄g-ko,12,pōng-koe-nn̄g-ko
社群平台,siā-kûn pênn-tâi,12,siā-kûn pêⁿ-tâi
社群平台,siā-kûn pînn-tâi,12,siā-kûn pîⁿ-tâi
社群網站,siā-kûn bāng-tsām,12,siā-kûn bāng-chām
積體電路,tsik-thé tiān-lōo,12,chek-thé tiān-lō͘
空中對唱,khong-tiong tuì-tshiàng,12,khong-tiong tùi-chhiàng
空架雪車,khang-kè seh-tshia,12,khang-kè seh-chhia
空氣短銃,khong-khì té-tshìng,12,khong-khì té-chhèng
空浮幼粒,khong-phû iù-lia̍p,12,khong-phû iù-lia̍p
競技體操,kīng-ki thé-tshau,12,kēng-ki thé-chhau
競速溜冰,kīng-sok liu-ping,12,kēng-sok liu-peng
競速趨冰,kīng-sok tshu-ping,12,kēng-sok chhu-peng
競速趨輪,kīng-sok tshu-lián,12,kēng-sok chhu-lián
筋肉收束,kin-bah siu-sok,12,kin-bah siu-sok
籠床仔包,lâng-sn̂g-á-pau,12,lâng-sn̂g-á-pau
米和肉佮,bí-hām-bah-kah,12,bí-hām-bah-kah
粉漿卵餅,hún-tsiunn-nn̄g-piánn,12,hún-chiuⁿ-nn̄g-piáⁿ
精華剪輯,tsing-huâ tsián-tsi̍p,12,cheng-hôa chián-chi̍p
粿仔卵餅,kué-á-nn̄g-piánn,12,kóe-á-nn̄g-piáⁿ
粿仔卵餅,ké-á-nn̄g-piánn,12,ké-á-nn̄g-piáⁿ
紅玉紅茶,âng-gi̍k âng-tê,12,âng-ge̍k âng-tê
純長打率,sûn-tn̂g-tánn-lu̍t,12,sûn-tn̂g-táⁿ-lu̍t
細粒圓麭,sè lia̍p înn-pháng,12,sè lia̍p îⁿ-pháng
細間房間,sè-king pâng-king,12,sè-keng pâng-keng
組態設定,tsoo-thài siat-tīng,12,cho͘-thài siat-tēng
絕地求生,tsua̍t-tuē kiû-sing,12,choa̍t-tōe kiû-seng
絕地求生,tsua̍t-tē kiû-sing,12,choa̍t-tē kiû-seng
緩衝時間,uān-tshiong sî-kan,12,oān-chhiong sî-kan
繼承失分,kè-sîng sit-hun,12,kè-sêng sit-hun
繼承走者,kè-sîng tsáu-tsiá,12,kè-sêng cháu-chiá
美國割包,bí-kok-kuah-pau,12,bí-kok-koah-pau
美國煙腸,bí-kok ian-tshiâng,12,bí-kok ian-chhiâng
耐震係數,nāi-tsìn hē-sòo,12,nāi-chìn hē-sò͘
聖嬰現象,sìng-ing hiān-siōng,12,sèng-eng hiān-siōng
肇事逃逸,tiāu-sū tô-i̍k,12,tiāu-sū tô-e̍k
育成教練,io̍k-sîng kàu-liān,12,io̍k-sêng kàu-liān
腿二頭肌,thuí-jī-thâu-ki,12,thúi-jī-thâu-ki
腿二頭肌,thuí-lī-thâu-ki,12,thúi-lī-thâu-ki
自培的,tsū-puê--ê,12,chū-pôe--ê
自培選手,tsū-puê suán-tshiú,12,chū-pôe soán-chhiú
自由組手,tsū-iû tsoo-tshiú,12,chū-iû cho͘-chhiú
自由體操,tsū-iû thé-tshau,12,chū-iû thé-chhau
自責分率,tsū-tsik-hun-lu̍t,12,chū-chek-hun-lu̍t
自重訓練,tsū-tāng hùn-liān,12,chū-tāng hùn-liān
花式溜冰,hua-sik liu-ping,12,hoa-sek liu-peng
花式趨冰,hua-sik tshu-ping,12,hoa-sek chhu-peng
花袂牢枝,hue-buē-tiâu-ki,12,hoe-bōe-tiâu-ki
花袂牢枝,hue-bē-tiâu-ki,12,hoe-bē-tiâu-ki
英雄聯盟,ing-hiông liân-bîng,12,eng-hiông liân-bêng
草埔 há-khih,tsháu-poo há-khih,12,chháu-po͘ há-khih
菜頭簽餅,tshài-thâu-tshiam-piánn,12,chhài-thâu-chhiam-piáⁿ
萬能的,bān-lîng--ê,12,bān-lêng--ê
萬能選手,bān-lîng suán-tshiú,12,bān-lêng soán-chhiú
蓄能設施,thiok-lîng siat-si,12,thiok-lêng siat-si
蓄電設施,thiok-tiān siat-si,12,thiok-tiān siat-si
藍光光碟,nâ-kng kng-tia̍p,12,nâ-kng kng-tia̍p
藍光光碟,nâ-kng kong-tia̍p,12,nâ-kng kong-tia̍p
藍牙耳機,nâ-gê hī-ki,12,nâ-gê hī-ki
藍牙耳機,nâ-gê hīnn-ki,12,nâ-gê hīⁿ-ki
蘆薈凝膠,lôo-huē gîng-ka,12,lô͘-hōe gêng-ka
蘆薈凝膠,lôo-hē gîng-ka,12,lô͘-hē gêng-ka
虛擬貨幣,hi-gí huè-pè,12,hi-gí hòe-pè
虛擬貨幣,hi-gí hè-pè,12,hi-gí hè-pè
螢幕鎖定,îng-bōo só-tīng,12,êng-bō͘ só-tēng
行動數據,hîng-tōng sòo-kì,12,hêng-tōng sò͘-kì
行動數據,hîng-tōng sòo-kù,12,hêng-tōng sò͘-kù
行動條碼,hîng-tōng tiâu-bé,12,hêng-tōng tiâu-bé
街式趨枋,ke-sik tshu-pang,12,ke-sek chhu-pang
表情符號,piáu-tsîng hû-hō,12,piáu-chêng hû-hō
被全壘打,pī tsuân-luí-tánn,12,pī choân-lúi-táⁿ
被打擊率,pī tánn-kik-lu̍t,12,pī táⁿ-kek-lu̍t
製造得分,tsè-tsō tit-hun,12,chè-chō tit-hun
西洋燜飯,se-iûnn būn-pn̄g,12,se-iûⁿ būn-pn̄g
覆地牚身,phak-tuē-thìnn-sin,12,phak-tōe-thìⁿ-sin
覆地牚身,phak-tē-thènn-sin,12,phak-tē-thèⁿ-sin
觸控螢幕,tshiok-khòng îng-bōo,12,chhiok-khòng êng-bō͘
諾羅病毒,lo̍k-lô pēnn-to̍k,12,lo̍k-lô pēⁿ-to̍k
諾羅病毒,lo̍k-lô pīnn-to̍k,12,lo̍k-lô pīⁿ-to̍k
豪雨特報,hô-ú ti̍k-pò,12,hô-ú te̍k-pò
貼起去,tah--khí-khì,12,tah--khí-khì
資料鋏仔,tsu-liāu giap-á,12,chu-liāu giap-á
走壘教練,tsáu-luí kàu-liān,12,cháu-lúi kàu-liān
走橫的,tsáu huâinn--ê,12,cháu hoâiⁿ--ê
走直的,tsáu ti̍t--ê,12,cháu ti̍t--ê
超級雷暴,tshiau-kip luî-pō,12,chhiau-kip lûi-pō
越野趨雪,ua̍t-iá tshu-seh,12,oa̍t-iá chhu-seh
趨輪趨冰,tshu-lián tshu-ping,12,chhu-lián chhu-peng
趨輪運動,tshu-lián ūn-tōng,12,chhu-lián ūn-tōng
跑打戰術,pháu-tánn tsiàn-su̍t,12,pháu-táⁿ chiàn-su̍t
跔厝經濟,ku-tshù king-tsè,12,ku-chhù keng-chè
跳台跳水,thiàu-tâi thiàu-tsuí,12,thiàu-tâi thiàu-chúi
跳板跳水,thiàu-pán thiáu-tsuí,12,thiàu-pán thiáu-chúi
身軀乳液,sin-khu jú-i̍k,12,sin-khu jú-e̍k
身軀乳液,sin-khu lú-i̍k,12,sin-khu lú-e̍k
身體重塑,sin-thé tîng-sok,12,sin-thé têng-sok
軟式網球,nńg-sik bāng-kiû,12,nńg-sek bāng-kiû
輕艇掣流,khin-thíng tshuah-lâu,12,khin-théng chhoah-lâu
輕艇水球,khin-thíng tsuí-kiû,12,khin-théng chúi-kiû
輕艇競速,khin-thíng kīng-sok,12,khin-théng kēng-sok
輻射冷卻,hok-siā líng-khiok,12,hok-siā léng-khiok
農場主管,lông-tiûnn tsú-kuán,12,lông-tiûⁿ chú-koán
透視畫法,thàu-sī uē-huat,12,thàu-sī ōe-hoat
透視畫法,thàu-sī uī-huat,12,thàu-sī ūi-hoat
通貨膨脹,thong-huè phòng-tiòng,12,thong-hòe phòng-tiòng
通貨膨脹,thong-huè-phòng-tiòng,12,thong-hòe-phòng-tiòng
通貨膨脹,thong-hè-phòng-tiòng,12,thong-hè-phòng-tiòng
運動攀登,ūn-tōng phan-ting,12,ūn-tōng phan-teng
運動舞蹈,ūn-tōng bú-tō,12,ūn-tōng bú-tō
違規投球,uî-kui tâu-kiû,12,ûi-kui tâu-kiû
遮光kha-tián,jia-kng kha-tián,12,jia-kng kha-tián
還稅於民,hîng-suè-î-bîn,12,hêng-sòe-î-bîn
還稅於民,hîng-sè-î-bîn,12,hêng-sè-î-bîn
邊仔面,pinn--á-bīn,12,piⁿ--á-bīn
酒精棉片,tsiú-tsing mî-phìnn,12,chiú-cheng mî-phìⁿ
重量訓練,tāng-liōng hùn-liān,12,tāng-liōng hùn-liān
野手教練,iá-tshiú kàu-liān,12,iá-chhiú kàu-liān
野手選擇,iá-tshiú suán-ti̍k,12,iá-chhiú soán-te̍k
金璇王梨,kim-suān ông-lâi,12,kim-soān ông-lâi
鉸落來,ka--lo̍h-lâi,12,ka--lo̍h-lâi
銃子篋仔,tshìng-tsí kheh-á,12,chhèng-chí kheh-á
鋸齒打線,kì-khí tánn-suànn,12,kì-khí táⁿ-sòaⁿ
鋸齒打線,kù-khí tánn-suànn,12,kù-khí táⁿ-sòaⁿ
鐵人三項,thih-lâng sann-hāng,12,thih-lâng saⁿ-hāng
開場投手,khui-tiûnn tâu-tshiú,12,khui-tiûⁿ tâu-chhiú
開路先鋒,khai-lōo sian-hong,12,khai-lō͘ sian-hong
開路的,khui-lōo--ê,12,khui-lō͘--ê
閬歇時間,làng-hioh sî-kan,12,làng-hioh sî-kan
關門投手,kuainn-mn̂g tâu-tshiú,12,koaiⁿ-mn̂g tâu-chhiú
關門投手,kuinn-mn̂g tâu-tshiú,12,kuiⁿ-mn̂g tâu-chhiú
關門的,kuainn-mn̂g--ê,12,koaiⁿ-mn̂g--ê
關門的,kuinn-mn̂g--ê,12,kuiⁿ-mn̂g--ê
防呆機制,hông-tai ki-tsè,12,hông-tai ki-chè
防曝係數,hông-pha̍k hē-sòo,12,hông-pha̍k hē-sò͘
附加功能,hù-ka kong-lîng,12,hù-ka kong-lêng
附加功能,hū-ka kong-lîng,12,hū-ka kong-lêng
隨溶咖啡,suî-iûnn ka-pi,12,sûi-iûⁿ ka-pi
隱形目鏡,ún-hîng ba̍k-kiànn,12,ún-hêng ba̍k-kiàⁿ
隱形缺氧,ún-hîng khuat-ióng,12,ún-hêng khoat-ióng
雙殺機會,siang-sat ki-huē,12,siang-sat ki-hōe
雲端 há-ti,hûn-tuan há-ti,12,hûn-toan há-ti
雲端硬碟,hûn-tuan ngē-tia̍p,12,hûn-toan ngē-tia̍p
雲端硬碟,hûn-tuan ngī-tia̍p,12,hûn-toan ngī-tia̍p
電子支付,tiān-tsú tsi-hù,12,tiān-chú chi-hù
露式相偃,lōo-sik sio-ián,12,lō͘-sek sio-ián
靜態伸輪,tsīng-thài tshun-lûn,12,chēng-thài chhun-lûn
非自責分,hui-tsū-tsik-hun,12,hui-chū-chek-hun
韻律體操,ūn-lu̍t thé-tshau,12,ūn-lu̍t thé-chhau
頂目睫毛,tíng ba̍k-tsiah-mn̂g,12,téng ba̍k-chiah-mn̂g
頂目睫毛,tíng ba̍k-tsiap-mn̂g,12,téng ba̍k-chiap-mn̂g
預備裁判,ī-pī tshâi-phuànn,12,ī-pī chhâi-phòaⁿ
預備裁判,ū-pī tshâi-phuànn,12,ū-pī chhâi-phòaⁿ
預備選手,ī-pī suán-tshiú,12,ī-pī soán-chhiú
預備選手,ū-pī suán-tshiú,12,ū-pī soán-chhiú
頭毛試火,thâu-mn̂g tshì hué,12,thâu-mn̂g chhì hóe
頭毛試火,thâu-mn̂g tshì hé,12,thâu-mn̂g chhì hé
頭部趨壘,thâu-pōo tshu-luí,12,thâu-pō͘ chhu-lúi
飛球投手,hui-kiû tâu-tshiú,12,hui-kiû tâu-chhiú
飛靶射擊,hui-pé siā-kik,12,hui-pé siā-kek
食食纖維,tsia̍h-si̍t tshiam-uî,12,chia̍h-si̍t chhiam-ûi
飽和脂肪,pá-hô tsi-hong,12,pá-hô chi-hong
首席教練,siú-sik kàu-liān,12,siú-sek kàu-liān
馬場馬術,bé-tiûnn bé-su̍t,12,bé-tiûⁿ bé-su̍t
馬鈴薯條,má-lîng-tsî-tiâu,12,má-lêng-chî-tiâu
馬鈴薯條,má-lîng-tsû-tiâu,12,má-lêng-chû-tiâu
馬鈴薯泥,má-lîng-tsî-nî,12,má-lêng-chî-nî
馬鈴薯泥,má-lîng-tsû-nî,12,má-lêng-chû-nî
馬鈴薯片,má-lîng-tsî-phìnn,12,má-lêng-chî-phìⁿ
馬鈴薯片,má-lîng-tsû-phìnn,12,má-lêng-chû-phìⁿ
馬鈴薯球,má-lîng-tsî-kiû,12,má-lêng-chî-kiû
馬鈴薯餅,má-lîng-tsî-piánn,12,má-lêng-chî-piáⁿ
馬鈴薯餅,má-lîng-tsû-piánn,12,má-lêng-chû-piáⁿ
體能教練,thé-lîng kàu-liān,12,thé-lêng kàu-liān
體脂肪率,thé tsi-hong-lu̍t,12,thé chi-hong-lu̍t
高壓投法,ko-ap tâu-huat,12,ko-ap tâu-hoat
鬥目睫毛,tàu ba̍k-tsiah-mn̂g,12,tàu ba̍k-chiah-mn̂g
鬥目睫毛,tàu ba̍k-tsiap-mn̂g,12,tàu ba̍k-chiap-mn̂g
黃金獵狗,n̂g-kim la̍h-káu,12,n̂g-kim la̍h-káu
鼻仔真稜,phīnn-á tsin lîng,12,phīⁿ-á chin lêng
鼻蹤獵狗,phīnn-tsong la̍h-káu,12,phīⁿ-chong la̍h-káu
龍獅運動,liông-sai ūn-tōng,12,liông-sai ūn-tōng
龍獅運動,lîng-sai ūn-tōng,12,lêng-sai ūn-tōng
龍骨歪斜,liông-kut uai-tshua̍h,12,liông-kut oai-chhoa̍h
龍骨歪斜,lîng-kut uai-tshua̍h,12,lêng-kut oai-chhoa̍h
中人,tiong-lâng,10,tiong-lâng
划船,kò-tsûn,10,kò-chûn
卵白質,nn̄g-pe̍h-tsit,10,nn̄g-pe̍h-chit
口座,kháu-tsō,10,kháu-chō
團體,thuân-thé,10,thoân-thé
多倫多,to-lûn-to,10,to-lûn-to
抹粉,buah-hún,10,boah-hún
排球,pâi-kiû,10,pâi-kiû
栗子,la̍t-tsí,10,la̍t-chí
格式,keh-sik,10,keh-sek
桔仔,kiat-á,10,kiat-á
梅仔,m̂-á,10,m̂-á
標題,phiau-tê,10,phiau-tê
泅水衫,siû-tsuí-sann,10,siû-chúi-saⁿ
火龍果,hué-liông-kó,10,hóe-liông-kó
煮食,tsú-tsia̍h,10,chú-chia̍h
留話,lâu-uē,10,lâu-ōe
籃球,nâ-kiû,10,nâ-kiû
考古,khó-kóo,10,khó-kó͘
肉桂,jio̍k-kuì,10,jio̍k-kùi
胭脂,ian-tsi,10,ian-chi
設定,siat-tīng,10,siat-tēng
軟體,nńg-thé,10,nńg-thé
重巡,tîng-sûn,10,têng-sûn
鐵枝路,thih-ki-lōo,10,thih-ki-lō͘
鐵觀音,thih-kuan-im,10,thih-koan-im
阻擋,tsóo-tòng,10,chó͘-tòng
電子批,tiān-tsú-phue,10,tiān-chú-phoe
鹹酥雞,kiâm-soo-ke,10,kiâm-so͘-ke
羽毛球,ú-môo-kiû,9,ú-mô͘-kiû
梅仔,muê-á,5,môe-á
標題,phiau-tuê,5,phiau-tôe
鹹酥雞,kiâm-soo-kue,5,kiâm-so͘-koe
撞球,tōng-kiû,2,tōng-kiû
使用者,sú-iōng-tsiá,1,sú-iōng-chiá
偶像,ngóo-siōng,1,ngó͘-siōng
冰糖,ping-thn̂g,1,peng-thn̂g
室友,sik-iú,1,sek-iú
彗星,huī-tshenn,1,hūi-chheⁿ
復原,ho̍k-guân,1,ho̍k-goân
暗影,àm-iánn,1,àm-iáⁿ
更新,king-sin,1,keng-sin
核心,hi̍k-sim,1,he̍k-sim
核桃,hu̍t-thô,1,hu̍t-thô
橄欖,kan-ná,1,kan-ná
澄清,tîng-tshing,1,têng-chheng
火燒山,hué-sio-suann,1,hóe-sio-soaⁿ
硬體,ngē-thé,1,ngē-thé
粉腸,hún-tn̂g,1,hún-tn̂g
粿仔,ké-á,1,ké-á
耳機,hī-ki,1,hī-ki
耳機,hīnn-ki,1,hīⁿ-ki
船槳,tsûn-tsiúnn,1,chûn-chiúⁿ
葡萄牙,phû-tô-gâ,1,phû-tô-gâ
論壇,lūn-tuânn,1,lūn-tôaⁿ
象棋,tshiūnn-kî,1,chhiūⁿ-kî
走者,tsáu-tsiá,1,cháu-chiá
過濾,kuè-lī,1,kòe-lī
過濾,kè-lū,1,kè-lū
選項,suán-hāng,1,soán-hāng
鐵枝,thih-ki,1,thih-ki
閣活節,koh-ua̍h-tseh,1,koh-oa̍h-cheh
閣活節,koh-ua̍h-tsueh,1,koh-oa̍h-choeh
隱私權,ún-su-khuân,1,ún-su-khoân
隱私權,ún-su-kuân,1,ún-su-koân
電子批,tiān-tsú-phe,1,tiān-chú-phe
香茅,hiang-m̂,1,hiang-m̂
體操,thé-tshau,1,thé-chhau
鱸魚,lôo-hî,1,lô͘-hî
鳥鼠仔,niáu-tshí-á,1,niáu-chhí-á
鳥鼠仔,niáu-tshú-á,1,niáu-chhú-á
