hanzi,tl,frequency,poj
擋老化,tòng-nóo-huà,16,tòng-nó͘-hòa
攑頭痕,gia̍h-thâu-hûn,16,gia̍h-thâu-hûn
放予爛,pàng hōo nuā,16,pàng hō͘ nōa
放送器,hòng-sàng-khì,16,hòng-sàng-khì
敆餡餅,kap-ānn-piánn,16,kap-āⁿ-piáⁿ
散熱器,sàn-jia̍t-khì,16,sàn-jia̍t-khì
散熱器,sàn-lia̍t-khì,16,sàn-lia̍t-khì
散赤線,sàn-tshiah-suànn,16,sàn-chhiah-sòaⁿ
敧枋牚,khi-pang-thènn,16,khi-pang-thèⁿ
敧枋牚,khi-pang-thìnn,16,khi-pang-thìⁿ
斑芝花,pan-tsi-hue,16,pan-chi-hoe
新娘衫,sin-niû-sann,16,sin-niû-saⁿ
方塊酥,hong-tè-soo,16,hong-tè-so͘
日系妝,ji̍t-hē-tsong,16,ji̍t-hē-chong
日系妝,li̍t-hē-tsong,16,li̍t-hē-chong
早晝頓,tsá-tàu-tǹg,16,chá-tàu-tǹg
明太子,bîng-thài-tsí,16,bêng-thài-chí
明太子,mê-thài-khòo,16,mê-thài-khò͘
普洱茶,phóo-ní-tê,16,phó͘-ní-tê
暗擊手,àm-kik-tshiú,16,àm-kek-chhiú
暗擊銃,àm-kik-tshìng,16,àm-kek-chhèng
曲棍球,khiok-kùn-kiû,16,khiok-kùn-kiû
木棉花,bo̍k-mî-hue,16,bo̍k-mî-hoe
杏仁凍,hīng-jîn-tàng,16,hēng-jîn-tàng
杏仁凍,hīng-lîn-tàng,16,hēng-lîn-tàng
杏仁粉,hīng-jîn-hún,16,hēng-jîn-hún
杏仁粉,hīng-lîn-hún,16,hēng-lîn-hún
杜賓狗,tōo-pin-káu,16,tō͘-pin-káu
枋仔牚,pang-á-thènn,16,pang-á-thèⁿ
枋仔牚,pang-á-thìnn,16,pang-á-thìⁿ
果子乾,kué-tsí-kuann,16,kóe-chí-koaⁿ
果子乾,ké-tsí-kuann,16,ké-chí-koaⁿ
果汁機,kó-tsiap-ki,16,kó-chiap-ki
染目眉,ní ba̍k-bâi,16,ní ba̍k-bâi
染眉膏,ní-bâi-ko,16,ní-bâi-ko
染脣液,ní-tûn-i̍k,16,ní-tûn-e̍k
柔軟度,jiû-luán-tōo,16,jiû-loán-tō͘
柔軟度,jiû-nńg-tōo,16,jiû-nńg-tō͘
柔軟度,liû-luán-tōo,16,liû-loán-tō͘
柔軟度,liû-nńg-tōo,16,liû-nńg-tō͘
柴角仔,tshâ-kak-á,16,chhâ-kak-á
核分裂,hi̍k-hun-lia̍t,16,he̍k-hun-lia̍t
核融合,hi̍k-iông-ha̍p,16,he̍k-iông-ha̍p
格式化,keh-sik-huà,16,keh-sek-hòa
框線色,khing-suànn-sik,16,kheng-sòaⁿ-sek
梳妝台,se-tsng-tâi,16,se-chng-tâi
梳妝台,sue-tsng-tâi,16,soe-chng-tâi
梳妝鏡,se-tsng-kiànn,16,se-chng-kiàⁿ
梳妝鏡,sue-tsng-kiànn,16,soe-chng-kiàⁿ
棉仔糖,mî-á-thn̂g,16,mî-á-thn̂g
椒麻雞,tsio-bâ-ke,16,chio-bâ-ke
椒麻雞,tsio-bâ-kue,16,chio-bâ-koe
椰子奶,iâ-tsí-ling,16,iâ-chí-leng
椰子奶,iâ-tsí-ni,16,iâ-chí-ni
榴彈炮,liû-tuânn-phàu,16,liû-tôaⁿ-phàu
橄欖球,kan-ná-kiû,16,kan-ná-kiû
機械舞,ki-hāi-bú,16,ki-hāi-bú
橫掃球,huâinn-sàu-kiû,16,hoâiⁿ-sàu-kiû
檸檬塔,lê-bóng-thah,16,lê-bóng-thah
歐美妝,au-bí-tsong,16,au-bí-chong
正線審,tsiànn-suànn-sím,16,chiàⁿ-sòaⁿ-sím
歹牢胎,pháinn-tiâu-the,16,pháiⁿ-tiâu-the
殘壘率,tsân-luí-lu̍t,16,chân-lúi-lu̍t
氣糋鍋,khì-tsìnn-ko,16,khì-chìⁿ-ko
水流屍,tsuí-lâu-si,16,chúi-lâu-si
水浸粿,tsuí-tsìm-kué,16,chúi-chìm-kóe
水煎包,tsuí-tsian-pau,16,chúi-chian-pau
水粉膏,tsuí-hún-ko,16,chúi-hún-ko
水粉餅,tsuí-hún-piánn,16,chúi-hún-piáⁿ
水雞泅,tsuí-ke-siû,16,chúi-ke-siû
沉浸式,tîm-tsìm-sik,16,tîm-chìm-sek
沙沙醬,sa-sa-tsiùnn,16,sa-sa-chiùⁿ
沙皮狗,sua-phuê-káu,16,soa-phôe-káu
沙皮狗,sua-phê-káu,16,soa-phê-káu
沙礫岩,sua-li̍k-gâm,16,soa-le̍k-gâm
油壓剪,iû-ap-tsián,16,iû-ap-chián
沿岸流,iân-huānn-lâu,16,iân-hōaⁿ-lâu
泅水池,siû-tsuí-tî,16,siû-chúi-tî
泅水鏡,siû-tsuí-kiànn,16,siû-chúi-kiàⁿ
泉裕泰,tsuânn jū-thài,16,chôaⁿ jū-thài
泉裕泰,tsuânn lū-thài,16,chôaⁿ lū-thài
泔模粿,ám-bôo-kué,16,ám-bô͘-kóe
泔模粿,ám-bôo-ké,16,ám-bô͘-ké
法令痕,huat-līng-hûn,16,hoat-lēng-hûn
洋刺波,iûnn-tshì-pho,16,iûⁿ-chhì-pho
洋芳瓜,iûnn-phang-kue,16,iûⁿ-phang-koe
洗面乳,sé-bīn-jú,16,sé-bīn-jú
海山醬,hái-san-tsiùnn,16,hái-san-chiùⁿ
海洛因,hái-lo̍k-in,16,hái-lo̍k-in
海綿筅,hái-mî-tshíng,16,hái-mî-chhéng
海豬泅,hái-ti-siû,16,hái-ti-siû
消磨量,siau-môo-liōng,16,siau-mô͘-liōng
淘汰賽,tô-thài sài,16,tô-thài sài
游擊手,iû-kik-tshiú,16,iû-kek-chhiú
游擊隊,iû-kik-tuī,16,iû-kek-tūi
游泳池,iû-íng-tî,16,iû-éng-tî
游泳衫,iû-íng-sann,16,iû-éng-saⁿ
游泳鏡,iû-íng-kiànn,16,iû-éng-kiàⁿ
準決賽,tsún-kuat-sài,16,chún-koat-sài
滅火器,bia̍t-hué-khì,16,bia̍t-hóe-khì
滅火器,bia̍t-hé-khì,16,bia̍t-hé-khì
滑曲球,ku̍t-khiau-kiû,16,ku̍t-khiau-kiû
滯洪池,tī-hông-tî,16,tī-hông-tî
滾飛比,kún-hui-pí,16,kún-hui-pí
漏去,lāu--khì,16,lāu--khì
演算法,ián-suàn-huat,16,ián-soàn-hoat
漚查埔,àu-tsa-poo,16,àu-cha-po͘
漩尿球,suān-jiō-kiû,16,soān-jiō-kiû
漸層色,tsiām-tsân-sik,16,chiām-chân-sek
潛艇堡,tsiâm-thíng-pó,16,chiâm-théng-pó
激外外,kik-guā-guā,16,kek-gōa-gōa
瀏覽器,liû-lám-khì,16,liû-lám-khì
火燒山,hué sio suann,16,hóe sio soaⁿ
火燒山,hé sio suann,16,hé sio soaⁿ
火薰妝,hué-hun-tsong,16,hóe-hun-chong
火薰妝,hé-hun-tsong,16,hé-hun-chong
火龍果,hé-lîng-kó,16,hé-lêng-kó
烏咖啡,oo-ka-pi,16,o͘-ka-pi
烏目眉,oo-ba̍k-bâ,16,o͘-ba̍k-bâ
烏目箍,oo-ba̍k-khoo,16,o͘-ba̍k-kho͘
烏秫米,oo-tsu̍t-bí,16,o͘-chu̍t-bí
烏糙米,oo-tshò-bí,16,o͘-chhò-bí
烏胡椒,oo-hôo-tsio,16,o͘-hô͘-chio
烏鶖目,oo-tshiu-ba̍k,16,o͘-chhiu-ba̍k
烘箱紙,hang-siunn-tsuá,16,hang-siuⁿ-chóa
焚化爐,hûn-huà-lôo,16,hûn-hòa-lô͘
無人機,bô-lâng-ki,16,bô-lâng-ki
無人機,bû-jîn-ki,16,bû-jîn-ki
無人機,bû-lîn-ki,16,bû-lîn-ki
無承著,bô sîn tio̍h,16,bô sîn tio̍h
無花果,bû-hua-kó,16,bû-hoa-kó
無重巡,bô tîng-sûn,16,bô têng-sûn
焦慮症,tsiau-lī-tsìng,16,chiau-lī-chèng
焦慮症,tsiau-lū-tsìng,16,chiau-lū-chèng
煙腸狗,ian-tshiân-káu,16,ian-chhiân-káu
煙腸狗,ian-tshiâng-káu,16,ian-chhiâng-káu
熨錫筆,ut-siah-pit,16,ut-siah-pit
熱氣球,jia̍t-khì-kiû,16,jia̍t-khì-kiû
熱氣球,lia̍t-khì-kiû,16,lia̍t-khì-kiû
燃料棒,jiân-liāu-pāng,16,jiân-liāu-pāng
燃料棒,liân-liāu-pāng,16,liân-liāu-pāng
燕麥奶,iàn-be̍h-ling,16,iàn-be̍h-leng
燕麥奶,iàn-be̍h-ni,16,iàn-be̍h-ni
爆發力,po̍k-huat-li̍k,16,po̍k-hoat-le̍k
爵士樂,tsiok-sū-ga̍k,16,chiok-sū-ga̍k
牚篙跳,thènn-ko-thiàu,16,thèⁿ-ko-thiàu
牚篙跳,thìnn-ko-thiàu,16,thìⁿ-ko-thiàu
牛奶凍,gû-ling-tàng,16,gû-leng-tàng
牛奶凍,gû-ni-tàng,16,gû-ni-tàng
牛奶泡,gû-ling-phàu,16,gû-leng-phàu
牛奶泡,gû-ni-phàu,16,gû-ni-phàu
牛奶膏,gû-ling-ko,16,gû-leng-ko
牛奶膏,gû-ni-ko,16,gû-ni-ko
牛奶酥,gû-ling-soo,16,gû-leng-so͘
牛奶酥,gû-ni-soo,16,gû-ni-so͘
牛奶霜,gû-ling-song,16,gû-leng-song
牛奶霜,gû-ni-song,16,gû-ni-song
牛腱子,gû kiàn-tsí,16,gû kiàn-chí
牛角麭,gû-kak-pháng,16,gû-kak-pháng
牛頭狗,gû-thâu-káu,16,gû-thâu-káu
物聯網,bu̍t-liân-bāng,16,bu̍t-liân-bāng
猛打賞,bíng-tánn-siúnn,16,béng-táⁿ-siúⁿ
猴頭果,kâu-thâu-kó,16,kâu-thâu-kó
獅仔狗,sai-á-káu,16,sai-á-káu
瑞士捲,suī-sū-kńg,16,sūi-sū-kńg
瑞樂沙,suī-lo̍k-sua,16,sūi-lo̍k-soa
瑪德蓮,má-tik-liân,16,má-tek-liân
甕底油,àng-té-iû,16,àng-té-iû
甜箍仔,tinn-khoo-á,16,tiⁿ-kho͘-á
甜薟醬,tinn-hiam-tsiùnn,16,tiⁿ-hiam-chiùⁿ
甜蜜點,tinn-bi̍t-tiám,16,tiⁿ-bi̍t-tiám
生成式,sing-sîng-sik,16,seng-sêng-sek
生湠地,senn-thuànn-tē,16,seⁿ-thòaⁿ-tē
生湠地,sinn-thuànn-tuē,16,siⁿ-thòaⁿ-tōe
界內球,kài-lāi-kiû,16,kài-lāi-kiû
界外球,kài-guā-kiû,16,kài-gōa-kiû
番薯球,han-tsî-kiû,16,han-chî-kiû
番薯球,han-tsû-kiû,16,han-chû-kiû
番麥枝,huan-be̍h-ki,16,hoan-be̍h-ki
畫圖板,uē-tôo-pán,16,ōe-tô͘-pán
畫圖板,uī-tôo-pán,16,ūi-tô͘-pán
畫鼻影,uē-phīnn-iánn,16,ōe-phīⁿ-iáⁿ
痟牛症,siáu-gû-tsìng,16,siáu-gû-chèng
痟狗病,siáu-káu-pēnn,16,siáu-káu-pēⁿ
痟狗病,siáu-káu-pīnn,16,siáu-káu-pīⁿ
痟鹿症,siáu-lo̍k-tsìng,16,siáu-lo̍k-chèng
發球權,huat-kiû-khuân,16,hoat-kiû-khoân
發球權,huat-kiû-kuân,16,hoat-kiû-koân
益生菌,ik-sing-khún,16,ek-seng-khún
盜本壘,tō-pún-luí,16,tō-pún-lúi
監視器,kàm-sī-khì,16,kàm-sī-khì
目墘線,ba̍k-kînn-suànn,16,ba̍k-kîⁿ-sòaⁿ
目尾痕,ba̍k-bué-hûn,16,ba̍k-bóe-hûn
目尾痕,ba̍k-bé-hûn,16,ba̍k-bé-hûn
目屎溝,ba̍k-sái-kau,16,ba̍k-sái-kau
目彩盤,ba̍k-tshái-puânn,16,ba̍k-chhái-pôaⁿ
目彩筅,ba̍k-tshái-tshíng,16,ba̍k-chhái-chhéng
目眉筅,ba̍k-bâi-tshíng,16,ba̍k-bâi-chhéng
目眉筆,ba̍k-bâi-pit,16,ba̍k-bâi-pit
目眉粉,ba̍k-bâi-hún,16,ba̍k-bâi-hún
目眉膠,ba̍k-bâi-ka,16,ba̍k-bâi-ka
目睭頭,ba̍k-tsiu-thâu,16,ba̍k-chiu-thâu
直排輪,ti̍t-pâi-lián,16,ti̍t-pâi-lián
直的,ti̍t--ê,16,ti̍t--ê
真假值,tsin-ké-ta̍t,16,chin-ké-ta̍t
眼影盤,gán-iánn-puânn,16,gán-iáⁿ-pôaⁿ
眼影筅,gán-iánn-tshíng,16,gán-iáⁿ-chhéng
碳跤跡,thuànn-kha-jiah,16,thòaⁿ-kha-jiah
碳跤跡,thuànn-kha-liah,16,thòaⁿ-kha-liah
確認框,khak-jīn-khing,16,khak-jīn-kheng
確認框,khak-līn-khing,16,khak-līn-kheng
神波刀,sîn-pho-to,16,sîn-pho-to
禽流感,khîm-liû-kám,16,khîm-liû-kám
禽鳥類,khîm-tsiáu-luī,16,khîm-chiáu-lūi
秋田狗,tshiu-tiân-káu,16,chhiu-tiân-káu
穆斯林,bo̍k-su-lîm,16,bo̍k-su-lîm
積分賽,tsik-hun sài,16,chek-hun sài
空心球,khang-sim-kiû,16,khang-sim-kiû
空心磚,khang-sim-tsng,16,khang-sim-chng
空手道,khang-tshiú-tō,16,khang-chhiú-tō
窯烘麭,iô-hang-pháng,16,iô-hang-pháng
米割包,bí-kuah-pau,16,bí-koah-pau
米格魯,bí-gū-luh,16,bí-gū-luh
粉刺鋏,hún-tshì-giap,16,hún-chhì-giap
粉尾筅,hún-bué-tshíng,16,hún-bóe-chhéng
粉尾筅,hún-bé-tshíng,16,hún-bé-chhéng
粉底液,hún-té-i̍k,16,hún-té-e̍k
粉底筅,hún-tué-tshíng,16,hún-tóe-chhéng
粉底筅,hún-té-tshíng,16,hún-té-chhéng
粉拭仔,hún-tshit-á,16,hún-chhit-á
粉撲仔,hún-phok-á,16,hún-phok-á
粉紅醬,hún-âng-tsiùnn,16,hún-âng-chiùⁿ
粑粑絲,pa-pa-si,16,pa-pa-si
精華帶,tsing-huâ-tuà,16,cheng-hôa-tòa
精華液,tsing-huâ-i̍k,16,cheng-hôa-e̍k
糖餡餅,thn̂g-ānn-piánn,16,thn̂g-āⁿ-piáⁿ
紅貴賓,âng-kuì-pin,16,âng-kùi-pin
紐結糖,niú-kat-thn̂g,16,niú-kat-thn̂g
素顏霜,sòo-gân-song,16,sò͘-gân-song
終端機,tsiong-tuan-ki,16,chiong-toan-ki
終結者,tsiong-kiat-tsiá,16,chiong-kiat-chiá
組合齒,tsoo-ha̍p-khí,16,cho͘-ha̍p-khí
綠奶茶,li̍k-ling-tê,16,le̍k-leng-tê
綠奶茶,li̍k-ni-tê,16,le̍k-ni-tê
網仔瓜,bāng-á-kue,16,bāng-á-koe
網仔篩,bāng-á-thai,16,bāng-á-thai
緊的,kín--ê,16,kín--ê
練習生,liān-si̍p-sing,16,liān-si̍p-seng
總教練,tsóng-kàu-liān,16,chóng-kàu-liān
羅宋湯,lô-sòng-thng,16,lô-sòng-thng
羅素狗,lô-sòo-káu,16,lô-sò͘-káu
羊駱駝,iûnn-lo̍k-tô,16,iûⁿ-lo̍k-tô
羌仔虎,kiunn-á-hóo,16,kiuⁿ-á-hó͘
美妝卵,bí-tsong-nn̄g,16,bí-chong-nn̄g
羽絨衫,ú-jiông-sann,16,ú-jiông-saⁿ
羽絨衫,ú-liông-sann,16,ú-liông-saⁿ
翕貼機,hip-tah-ki,16,hip-tah-ki
翕隨有,hip-suî-ū,16,hip-sûi-ū
考古題,khó-kóo-tê,16,khó-kó͘-tê
耐力賽,nāi-li̍k-sài,16,nāi-le̍k-sài
耳機空,hī-ki-khang,16,hī-ki-khang
耳機空,hīnn-ki-khang,16,hīⁿ-ki-khang
聯合國,liân-ha̍p-kok,16,liân-ha̍p-kok
肉桂捲,jio̍k-kuì-kńg,16,jio̍k-kùi-kńg
肉桂捲,lio̍k-kuì-kńg,16,lio̍k-kùi-kńg
肌少症,ki-tsió-tsìng,16,ki-chió-chèng
肌耐力,ki-nāi-li̍k,16,ki-nāi-le̍k
肚臍丁,tōo-tsâi-ting,16,tō͘-châi-teng
肥身症,puî-sin-tsìng,16,pûi-sin-chèng
胭脂筆,ian-tsi-pit,16,ian-chi-pit
胸坎捒,hing-khám-sak,16,heng-khám-sak
能耗比,lîng-hònn-pí,16,lêng-hòⁿ-pí
脈衝光,me̍h-tshiong-kng,16,me̍h-chhiong-kng
脣線筆,tûn-suànn-pit,16,tûn-sòaⁿ-pit
膨獅狗,phòng-sai-káu,16,phòng-sai-káu
膨粉筅,phòng-hún tshíng,16,phòng-hún chhéng
膨粉餅,phòng-hún-piánn,16,phòng-hún-piáⁿ
膽固醇,tánn-kòo-sûn,16,táⁿ-kò͘-sûn
自由跤,tsū-iû-kha,16,chū-iû-kha
自由車,tsū-iû-tshia,16,chū-iû-chhia
自責分,tsū-tsik-hun,16,chū-chek-hun
自閉症,tsū-pì-tsìng,16,chū-pì-chèng
臭殕茶,tshàu-phú-tê,16,chhàu-phú-tê
舍利子,sià-lī-tsú,16,sià-lī-chú
舒芙蕾,su-hu-lé,16,su-hu-lé
芥藍仔,kè-nâ-á,16,kè-nâ-á
芥藍仔,kè-nê-á,16,kè-nê-á
芬多精,hun-to-tsing,16,hun-to-cheng
茯苓糕,ho̍k-lîng-ko,16,ho̍k-lêng-ko
茶米卵,tê-bí-nn̄g,16,tê-bí-nn̄g
草橄仔,tshó-kan-á,16,chhó-kan-á
草莓醬,tsháu-m̂-tsiùnn,16,chháu-m̂-chiùⁿ
莫德納,moo-té-nah,16,mo͘-té-nah
莫斯科,bo̍k-su-kho,16,bo̍k-su-kho
菇類湯,koo-luī-thng,16,ko͘-lūi-thng
菇類醬,koo-luī-tsiùnn,16,ko͘-lūi-chiùⁿ
菇類麵,koo-luī-mī,16,ko͘-lūi-mī
落崎賽,lo̍h-kiā-sài,16,lo̍h-kiā-sài
葉黃素,ia̍p-hông-sòo,16,ia̍p-hông-sò͘
著球點,tio̍h-kiû-tiám,16,tio̍h-kiû-tiám
蒙古巡,bông-kóo-sûn,16,bông-kó͘-sûn
蓄水池,thiok-tsuí-tî,16,thiok-chúi-tî
蓄水率,thiok-tsuí-lu̍t,16,thiok-chúi-lu̍t
蓄水量,thiok-tsuí-liōng,16,thiok-chúi-liōng
蓮苞頭,liân-pau-thâu,16,liân-pau-thâu
薄 tshì-sìr,po̍h tshì-sìr,16,po̍h chhì-sìr
薄 tshì-sù,po̍h tshì-sù,16,po̍h chhì-sù
薄喙脣,po̍h tshuì-tûn,16,po̍h chhùi-tûn
薰衫草,hun-sann-tsháu,16,hun-saⁿ-chháu
藏水艦,tshàng-tsuí-lām,16,chhàng-chúi-lām
蘋果光,phōng-kó-kng,16,phōng-kó-kng
蘋果派,phōng-kó-phài,16,phōng-kó-phài
蘋果肌,phōng-kó-ki,16,phōng-kó-ki
處理器,tshú-lí-khì,16,chhú-lí-khì
蝴蝶球,ôo-tia̍p-kiû,16,ô͘-tia̍p-kiû
蝶仔䘼,ia̍h-á-ńg,16,ia̍h-á-ńg
蝶仔泅,ia̍h-á-siû,16,ia̍h-á-siû
蝶仔球,ia̍h-á-kiû,16,ia̍h-á-kiû
螺絲球,lôo-si-kiû,16,lô͘-si-kiû
螺螄粉,lê-sai-hún,16,lê-sai-hún
蟳仔球,tsîm-á-kiû,16,chîm-á-kiû
蠓仔電,báng-á-tiān,16,báng-á-tiān
衝懸球,tshìng-kuân-kiû,16,chhèng-koân-kiû
衝鋒銃,tshiong-hong-tshìng,16,chhiong-hong-chhèng
被安打,pī an-tánn,16,pī an-táⁿ
複合弓,ho̍k-ha̍p king,16,ho̍k-ha̍p keng
西施狗,se-si-káu,16,se-si-káu
西洋棋,se-iûnn-kî,16,se-iûⁿ-kî
視神經,sī-sîn-king,16,sī-sîn-keng
視網膜,sī-bāng-mo̍oh,16,sī-bāng-mo̍͘h
解析度,kái-sik-tōo,16,kái-sek-tō͘
觸控板,tshiok-khòng-pán,16,chhiok-khòng-pán
觸身球,tshiok-sin-kiû,16,chhiok-sin-kiû
訂閱制,tīng-ua̍t-tsè,16,tēng-oa̍t-chè
討論區,thó-lūn-khu,16,thó-lūn-khu
記憶體,kì-ik-thé,16,kì-ek-thé
記錄員,kì-lo̍k-uân,16,kì-lo̍k-oân
記錄檔,kì-lio̍k-tòng,16,kì-lio̍k-tòng
記錄檔,kì-lo̍k-tóng,16,kì-lo̍k-tóng
調味料,tiâu-bī-liāu,16,tiâu-bī-liāu
調理棒,tiâu-lí-pāng,16,tiâu-lí-pāng
護手霜,hōo-tshiú-song,16,hō͘-chhiú-song
護脣膏,hōo-tûn-ko,16,hō͘-tûn-ko
讀卡機,tha̍k-khah-ki,16,tha̍k-khah-ki
變化球,piàn-huà-kiû,16,piàn-hòa-kiû
變異株,piàn-ī-tsu,16,piàn-ī-chu
變速球,piàn-sok-kiû,16,piàn-sok-kiû
豆腐麵,tāu-hū-mī,16,tāu-hū-mī
豬流感,ti-liû-kám,16,ti-liû-kám
豬流感,tu-liû-kám,16,tu-liû-kám
貴賓狗,kuì-pin-káu,16,kùi-pin-káu
費南雪,huì-lâm-seh,16,hùi-lâm-seh
資料庫,tsu-liāu-khòo,16,chu-liāu-khò͘
賽末點,sài-bua̍t-tiám,16,sài-boa̍t-tiám
走掛拍,tsáu-kuà-phah,16,cháu-kòa-phah
起泡片,khí-pho-phìnn,16,khí-pho-phìⁿ
起跑線,khí-pháu-suànn,16,khí-pháu-sòaⁿ
起跑點,khí-pháu-tiám,16,khí-pháu-tiám
超音波,tshiau-im-pho,16,chhiau-im-pho
越武道,ua̍t-bú-tō,16,oa̍t-bú-tō
趖蟲類,sô-thâng-luī,16,sô-thâng-lūi
趨角筅,tshu-kak-tshíng,16,chhu-kak-chhéng
趨輪枋,tshu-lián-pang,16,chhu-lián-pang
趨過頭,tshu-kuè-thâu,16,chhu-kòe-thâu
趨過頭,tshu-kè-thâu,16,chhu-kè-thâu
跆拳道,tâi-kûn-tō,16,tâi-kûn-tō
跤後筋,kha-āu-kin,16,kha-āu-kin
跤後筋,kha-āu-kun,16,kha-āu-kun
跤扒泅,kha-pê-siû,16,kha-pê-siû
路透社,lōo-thàu-siā,16,lō͘-thàu-siā
軍用狗,kun-iōng-káu,16,kun-iōng-káu
軟剾匙,nńg-khau-sî,16,nńg-khau-sî
軟轎床,nńg-kiō-tshn̂g,16,nńg-kiō-chhn̂g
載入中,tsài-ji̍p-tiong,16,chài-ji̍p-tiong
載入中,tsài-li̍p-tiong,16,chài-li̍p-tiong
輸入欄,su-ji̍p-nuâ,16,su-ji̍p-nôa
輸入欄,su-li̍p-nuâ,16,su-li̍p-nôa
輾的,lián--ê,16,lián--ê
轉接頭,tsuán-tsiap-thâu,16,choán-chiap-thâu
迷客夏,bê-kheh-hā,16,bê-kheh-hā
迷眾頁,bê-tsiòng-ia̍h,16,bê-chiòng-ia̍h
迷迭香,bê-tia̍t-hiang,16,bê-tia̍t-hiang
逆雙殺,gi̍k-siang-sat,16,ge̍k-siang-sat
透明度,thàu-bîng-tōo,16,thàu-bêng-tō͘
透明度,thò-bîng-tōo,16,thò-bêng-tō͘
過路人,kuè-lōo-lâng,16,kòe-lō͘-lâng
遠近法,hn̄g-kīn-huat,16,hn̄g-kīn-hoat
遠近法,hn̄g-kūn-huat,16,hn̄g-kūn-hoat
邊緣人,pian-iân-jîn,16,pian-iân-jîn
酸種麭,sng-tsíng-pháng,16,sng-chéng-pháng
酸薟湯,sng-hiam-thng,16,sng-hiam-thng
重巡膠,tîng-sûn-ka,16,têng-sûn-ka
重巡貼,tîng-sûn-tah,16,têng-sûn-tah
重整理,tîng tsíng-lí,16,têng chéng-lí
重載入,tîng tsài-ji̍p,16,têng chài-ji̍p
金屬感,kim-sio̍k-kám,16,kim-sio̍k-kám
金滑感,kim-ku̍t-kám,16,kim-ku̍t-kám
金萱茶,kim-suan-tê,16,kim-soan-tê
鈉含量,nà-hâm-liōng,16,nà-hâm-liōng
鈕仔餅,liú-á-piánn,16,liú-á-piáⁿ
銃子球,tshìng-tsí-kiû,16,chhèng-chí-kiû
鋁箔紙,lī-po̍h-tsuá,16,lī-po̍h-chóa
鋁箔紙,lū-po̍h-tsuá,16,lū-po̍h-chóa
鎮暴銃,tìn-pō-tshìng,16,tìn-pō-chhèng
長打率,tn̂g-tánn-lu̍t,16,tn̂g-táⁿ-lu̍t
開發者,khai-huat-tsiá,16,khai-hoat-chiá
開講室,khai-káng-sik,16,khai-káng-sek
閣踏壘,koh ta̍h-luí,16,koh ta̍h-lúi
閬位坐,làng-uī-tsē,16,làng-ūi-chē
防曝乳,hông-pha̍k-jú,16,hông-pha̍k-jú
防曝乳,hông-pha̍k-lú,16,hông-pha̍k-lú
防禦率,hông-gū-lu̍t,16,hông-gū-lu̍t
防護員,hông-hōo-uân,16,hông-hō͘-oân
阿華田,a-huâ-tiân,16,a-hôa-tiân
隔暝醉,keh-mê-tsuì,16,keh-mê-chùi
隔暝醉,keh-mî-tsuì,16,keh-mî-chùi
隔離霜,keh-lī-song,16,keh-lī-song
隨身碟,suî-sin-tia̍p,16,sûi-sin-tia̍p
雙偷壘,siang-thau-luí,16,siang-thau-lúi
雙刀流,siang-to-liû,16,siang-to-liû
雙殺打,siang-sat-tánn,16,siang-sat-táⁿ
雙盜壘,siang-tō-luí,16,siang-tō-lúi
雙蹄目,siang-tuê-bo̍k,16,siang-tôe-bo̍k
雙蹄目,siang-tê-bo̍k,16,siang-tê-bo̍k
雙響炮,siang-hiáng-phàu,16,siang-hiáng-phàu
雞肉塊,ke-bah-tè,16,ke-bah-tè
雞肉塊,kue-bah-tè,16,koe-bah-tè
離岸流,lī-huānn-lâu,16,lī-hōaⁿ-lâu
雪納瑞,si-náu-sò,16,si-náu-sò
雪花冰,seh-hue-ping,16,seh-hoe-peng
電扶梯,tiān-hû-thui,16,tiān-hû-thui
電磁爐,tiān-tsû-lôo,16,tiān-chû-lô͘
電腦鼠,tiān-náu-tshí,16,tiān-náu-chhí
電腦鼠,tiān-náu-tshú,16,tiān-náu-chhú
霜淇淋,sng-kî-lîm,16,sng-kî-lîm
霧目眉,bū-ba̍k-bâi,16,bū-ba̍k-bâi
霹靂舞,phik-li̍k-bú,16,phek-le̍k-bú
青奶茶,tshenn-ling-tê,16,chheⁿ-leng-tê
青奶茶,tshinn-ni-tê,16,chhiⁿ-ni-tê
韓系妝,hân-hē-tsong,16,hân-hē-chong
頂一步,tíng-tsi̍t-pōo,16,téng-chi̍t-pō͘
頂半場,tíng-puànn-tiûnn,16,téng-pòaⁿ-tiûⁿ
預售厝,ī-siū-tshù,16,ī-siū-chhù
預售厝,ū-siū-tshù,16,ū-siū-chhù
頭前番,thâu-tsîng-huan,16,thâu-chêng-hoan
類普篩,luī-phóo-thai,16,lūi-phó͘-thai
顯示卡,hián-sī-khah,16,hián-sī-khah
飄目眉,phiau-ba̍k-bâi,16,phiau-ba̍k-bâi
飛行傘,hui-hîng-suànn,16,hui-hêng-sòaⁿ
食甲飽,tsia̍h-kah-pá,16,chia̍h-kah-pá
養樂多,ióng-lo̍k-to,16,ióng-lo̍k-to
馬卡龍,ma-khá-lóng,16,ma-khá-lóng
馬德里,má-tik-lí,16,má-tek-lí
馬拉松,ma-lá-sóng,16,ma-lá-sóng
馬花糋,bé-hue-tsìnn,16,bé-hoe-chìⁿ
駱駝馬,lo̍k-tô-bé,16,lo̍k-tô-bé
驅逐令,khu-tio̍k-līng,16,khu-tio̍k-lēng
驅逐艦,khu-tio̍k-lām,16,khu-tio̍k-lām
