tl,hanzi,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,taijit,is_variant
ûn--ní,云爾,16,ûn--ní,un5ni2,un5ni2,unni,unni,un,un,True,False
gōo-tshit-pueh,五七八,16,gō͘-chhit-poeh,goo7tshit4pueh4,goo7chhit4poeh4,gootshitpueh,goochhitpoeh,gtp,gcp,True,False
ngóo-jîn-piánn,五仁餅,16,ngó͘-jîn-piáⁿ,ngoo2jin5piann2,ngoo2jin5piann2,ngoojinpiann,ngoojinpiann,njp,njp,True,False
gōo-ê-tsînn,五個錢,16,gō͘-ê-chîⁿ,goo7e5tsinn5,goo7e5chinn5,gooetsinn,gooechinn,get,gec,True,False
ngóo-puē-tsí,五倍子,16,ngó͘-pōe-chí,ngoo2pue7tsi2,ngoo2poe7chi2,ngoopuetsi,ngoopoechi,npt,npc,True,False
ngóo-pueh-bí,五八米,16,ngó͘-poeh-bí,ngoo2pueh4bi2,ngoo2poeh4bi2,ngoopuehbi,ngoopoehbi,npb,npb,True,False
ngóo-pat-tâi,五八臺,16,ngó͘-pat-tâi,ngoo2pat4tai5,ngoo2pat4tai5,ngoopattai,ngoopattai,npt,npt,True,False
gōo-hun-tshia,五分車,16,gō͘-hun-chhia,goo7hun1tshia1,goo7hun1chhia1,goohuntshia,goohunchhia,ght,ghc,True,False
ngóo-ka-pî,五加皮,16,ngó͘-ka-pî,ngoo2ka1pi5,ngoo2ka1pi5,ngookapi,ngookapi,nkp,nkp,True,False
gōo-tsa̍p-im,五十音,16,gō͘-cha̍p-im,goo7tsap8im1,goo7chap8im1,gootsapim,goochapim,gti,gci,True,False
ngóo-bī-uánn,五味碗,16,ngó͘-bī-óaⁿ,ngoo2bi7uann2,ngoo2bi7oann2,ngoobiuann,ngoobioann,nbu,nbo,True,False
ngóo-bī-tsí,五味籽,16,ngó͘-bī-chí,ngoo2bi7tsi2,ngoo2bi7chi2,ngoobitsi,ngoobichi,nbt,nbc,True,False
ngóo-bī-kiunn,五味薑,16,ngó͘-bī-kiuⁿ,ngoo2bi7kiunn1,ngoo2bi7kiunn1,ngoobikiunn,ngoobikiunn,nbk,nbk,True,False
ngóo-tāi-iûnn,五大洋,16,ngó͘-tāi-iûⁿ,ngoo2tai7iunn5,ngoo2tai7iunn5,ngootaiiunn,ngootaiiunn,nti,nti,True,False
ngóo-tāi-tsiu,五大洲,16,ngó͘-tāi-chiu,ngoo2tai7tsiu1,ngoo2tai7chiu1,ngootaitsiu,ngootaichiu,ntt,ntc,True,False
gōo-jí-ti̍t,五子直,16,gō͘-jí-ti̍t,goo7ji2tit8,goo7ji2tit8,goojitit,goojitit,gjt,gjt,True,False
ngóo-the̍h-kiô,五宅茄,16,ngó͘-the̍h-kiô,ngoo2theh8kio5,ngoo2theh8kio5,ngoothehkio,ngoothehkio,ntk,ntk,True,False
ngóo-kuan-ông,五官王,16,ngó͘-koan-ông,ngoo2kuan1ong5,ngoo2koan1ong5,ngookuanong,ngookoanong,nko,nko,True,False
ngóo-pó-lôo,五寶爐,16,ngó͘-pó-lô͘,ngoo2po2loo5,ngoo2po2loo5,ngoopoloo,ngoopoloo,npl,npl,True,False
ngóo-pó-tê,五寶茶,16,ngó͘-pó-tê,ngoo2po2te5,ngoo2po2te5,ngoopote,ngoopote,npt,npt,True,False
gōo-tshùn-ting,五寸丁,16,gō͘-chhùn-teng,goo7tshun3ting1,goo7chhun3teng1,gootshunting,goochhunteng,gtt,gct,True,False
gōo-tshùn-bé,五寸尾,16,gō͘-chhùn-bé,goo7tshun3be2,goo7chhun3be2,gootshunbe,goochhunbe,gtb,gcb,True,False
gōo-tsàn-thah,五層塔,16,gō͘-chàn-thah,goo7tsan3thah4,goo7chan3thah4,gootsanthah,goochanthah,gtt,gct,True,False
gōo-tsàn-lâu,五層樓,16,gō͘-chàn-lâu,goo7tsan3lau5,goo7chan3lau5,gootsanlau,goochanlau,gtl,gcl,True,False
gōo-tsàn-tshin,五層親,16,gō͘-chàn-chhin,goo7tsan3tshin1,goo7chan3chhin1,gootsantshin,goochanchhin,gtt,gcc,True,False
ngóo-tshái-kî,五彩旗,16,ngó͘-chhái-kî,ngoo2tshai2ki5,ngoo2chhai2ki5,ngootshaiki,ngoochhaiki,ntk,nck,True,False
ngóo-tshái-uē,五彩畫,16,ngó͘-chhái-ōe,ngoo2tshai2ue7,ngoo2chhai2oe7,ngootshaiue,ngoochhaioe,ntu,nco,True,False
ngóo-tshái-tsuá,五彩紙,16,ngó͘-chhái-chóa,ngoo2tshai2tsua2,ngoo2chhai2choa2,ngootshaitsua,ngoochhaichoa,ntt,ncc,True,False
ngóo-tshái-sik,五彩色,16,ngó͘-chhái-sek,ngoo2tshai2sik4,ngoo2chhai2sek4,ngootshaisik,ngoochhaisek,nts,ncs,True,False
ngóo-tshái-hûn,五彩雲,16,ngó͘-chhái-hûn,ngoo2tshai2hun5,ngoo2chhai2hun5,ngootshaihun,ngoochhaihun,nth,nch,True,False
ngóo-tsióng-lâm,五掌楠,16,ngó͘-chióng-lâm,ngoo2tsiong2lam5,ngoo2chiong2lam5,ngootsionglam,ngoochionglam,ntl,ncl,True,False
ngóo-bûn-tshiong,五文昌,16,ngó͘-bûn-chhiong,ngoo2bun5tshiong1,ngoo2bun5chhiong1,ngoobuntshiong,ngoobunchhiong,nbt,nbc,True,False
gōo-táu-ôo,五斗壺,16,gō͘-táu-ô͘,goo7tau2oo5,goo7tau2oo5,gootauoo,gootauoo,gto,gto,True,False
gōo-táu-kng,五斗缸,16,gō͘-táu-kng,goo7tau2kng1,goo7tau2kng1,gootaukng,gootaukng,gtk,gtk,True,False
ngóo-hong-kî,五方旗,16,ngó͘-hong-kî,ngoo2hong1ki5,ngoo2hong1ki5,ngoohongki,ngoohongki,nhk,nhk,True,False
gōo-ji̍t-tseh,五日節,16,gō͘-ji̍t-cheh,goo7jit8tseh4,goo7jit8cheh4,goojittseh,goojitcheh,gjt,gjc,True,False
gōo-sûn-tseh,五旬節,16,gō͘-sûn-cheh,goo7sun5tseh4,goo7sun5cheh4,goosuntseh,goosuncheh,gst,gsc,True,False
gōo-sî-su,五時書,16,gō͘-sî-su,goo7si5su1,goo7si5su1,goosisu,goosisu,gss,gss,True,False
gōo-kinn-tsá,五更早,16,gō͘-kiⁿ-chá,goo7kinn1tsa2,goo7kinn1cha2,gookinntsa,gookinncha,gkt,gkc,True,False
gōo-kinn-kue,五更雞,16,gō͘-kiⁿ-koe,goo7kinn1kue1,goo7kinn1koe1,gookinnkue,gookinnkoe,gkk,gkk,True,False
gōo-ge̍h-tsueh,五月節,16,gō͘-ge̍h-choeh,goo7geh8tsueh4,goo7geh8choeh4,googehtsueh,googehchoeh,ggt,ggc,True,False
ngóo-ho̍k-lāi,五服內,16,ngó͘-ho̍k-lāi,ngoo2hok8lai7,ngoo2hok8lai7,ngoohoklai,ngoohoklai,nhl,nhl,True,False
ngóo-ho̍k-guā,五服外,16,ngó͘-ho̍k-gōa,ngoo2hok8gua7,ngoo2hok8goa7,ngoohokgua,ngoohokgoa,nhg,nhg,True,False
ngóo-ho̍k-tshin,五服親,16,ngó͘-ho̍k-chhin,ngoo2hok8tshin1,ngoo2hok8chhin1,ngoohoktshin,ngoohokchhin,nht,nhc,True,False
ngóo-tiâu-tsiò,五朝醮,16,ngó͘-tiâu-chiò,ngoo2tiau5tsio3,ngoo2tiau5chio3,ngootiautsio,ngootiauchio,ntt,ntc,True,False
ngóo-liú-ku,五柳居,16,ngó͘-liú-ku,ngoo2liu2ku1,ngoo2liu2ku1,ngooliuku,ngooliuku,nlk,nlk,True,False
gōo-kun-tsháu,五根草,16,gō͘-kun-chháu,goo7kun1tshau2,goo7kun1chhau2,gookuntshau,gookunchhau,gkt,gkc,True,False
ngóo-pōo-hóo,五步虎,16,ngó͘-pō͘-hó͘,ngoo2poo7hoo2,ngoo2poo7hoo2,ngoopoohoo,ngoopoohoo,nph,nph,True,False
ngóo-jiáu-lîng,五爪龍,16,ngó͘-jiáu-lêng,ngoo2jiau2ling5,ngoo2jiau2leng5,ngoojiauling,ngoojiauleng,njl,njl,True,False
ngóo-sing-puânn,五牲盤,16,ngó͘-seng-pôaⁿ,ngoo2sing1puann5,ngoo2seng1poann5,ngoosingpuann,ngoosengpoann,nsp,nsp,True,False
ngóo-tuán-sinn,五短生,16,ngó͘-toán-siⁿ,ngoo2tuan2sinn1,ngoo2toan2sinn1,ngootuansinn,ngootoansinn,nts,nts,True,False
ngóo-kok-tiàm,五穀店,16,ngó͘-kok-tiàm,ngoo2kok4tiam3,ngoo2kok4tiam3,ngookoktiam,ngookoktiam,nkt,nkt,True,False
ngóo-kok-ông,五穀王,16,ngó͘-kok-ông,ngoo2kok4ong5,ngoo2kok4ong5,ngookokong,ngookokong,nko,nko,True,False
ngóo-kok-sîn,五穀神,16,ngó͘-kok-sîn,ngoo2kok4sin5,ngoo2kok4sin5,ngookoksin,ngookoksin,nks,nks,True,False
ngóo-kok-tsí,五穀籽,16,ngó͘-kok-chí,ngoo2kok4tsi2,ngoo2kok4chi2,ngookoktsi,ngookokchi,nkt,nkc,True,False
ngóo-kok-thâng,五穀蟲,16,ngó͘-kok-thâng,ngoo2kok4thang5,ngoo2kok4thang5,ngookokthang,ngookokthang,nkt,nkt,True,False
goo-kia̍t-thâu,五竭頭,16,go͘-kia̍t-thâu,goo1kiat8thau5,goo1kiat8thau5,gookiatthau,gookiatthau,gkt,gkt,True,False
ngóo-tíng-tsiok,五等爵,16,ngó͘-téng-chiok,ngoo2ting2tsiok4,ngoo2teng2chiok4,ngootingtsiok,ngootengchiok,ntt,ntc,True,False
gōo-tíng-tshin,五等親,16,gō͘-téng-chhin,goo7ting2tshin1,goo7teng2chhin1,gootingtshin,gootengchhin,gtt,gtc,True,False
gōo-kun-kê,五筋鮭,16,gō͘-kun-kê,goo7kun1ke5,goo7kun1ke5,gookunke,gookunke,gkk,gkk,True,False
ngóo-hiân-khîm,五絃琴,16,ngó͘-hiân-khîm,ngoo2hian5khim5,ngoo2hian5khim5,ngoohiankhim,ngoohiankhim,nhk,nhk,True,False
gōo-tsáng-thâu,五總頭,16,gō͘-cháng-thâu,goo7tsang2thau5,goo7chang2thau5,gootsangthau,goochangthau,gtt,gct,True,False
gōo-kha-tháng,五腳桶,16,gō͘-kha-tháng,goo7kha1thang2,goo7kha1thang2,gookhathang,gookhathang,gkt,gkt,True,False
gōo-kha-lâi,五腳梨,16,gō͘-kha-lâi,goo7kha1lai5,goo7kha1lai5,gookhalai,gookhalai,gkl,gkl,True,False
gōo-kha-tsè,五腳濟,16,gō͘-kha-chè,goo7kha1tse3,goo7kha1che3,gookhatse,gookhache,gkt,gkc,True,False
gōo-kha-láng,五腳籠,16,gō͘-kha-láng,goo7kha1lang2,goo7kha1lang2,gookhalang,gookhalang,gkl,gkl,True,False
gōo-kha-khí,五腳起,16,gō͘-kha-khí,goo7kha1khi2,goo7kha1khi2,gookhakhi,gookhakhi,gkk,gkk,True,False
gōo-kha-lí,五腳里,16,gō͘-kha-lí,goo7kha1li2,goo7kha1li2,gookhali,gookhali,gkl,gkl,True,False
gōo-pak-tshìng,五腹銃,16,gō͘-pak-chhèng,goo7pak4tshing3,goo7pak4chheng3,goopaktshing,goopakchheng,gpt,gpc,True,False
ngóo-sik-pòo,五色布,16,ngó͘-sek-pò͘,ngoo2sik4poo3,ngoo2sek4poo3,ngoosikpoo,ngoosekpoo,nsp,nsp,True,False
ngóo-sik-kî,五色旗,16,ngó͘-sek-kî,ngoo2sik4ki5,ngoo2sek4ki5,ngoosikki,ngoosekki,nsk,nsk,True,False
ngóo-sik-tsian,五色箋,16,ngó͘-sek-chian,ngoo2sik4tsian1,ngoo2sek4chian1,ngoosiktsian,ngoosekchian,nst,nsc,True,False
ngóo-sik-tshiam,五色籤,16,ngó͘-sek-chhiam,ngoo2sik4tshiam1,ngoo2sek4chhiam1,ngoosiktshiam,ngoosekchhiam,nst,nsc,True,False
ngóo-sik-tsuá,五色紙,16,ngó͘-sek-chóa,ngoo2sik4tsua2,ngoo2sek4choa2,ngoosiktsua,ngoosekchoa,nst,nsc,True,False
ngóo-sik-suànn,五色線,16,ngó͘-sek-sòaⁿ,ngoo2sik4suann3,ngoo2sek4soann3,ngoosiksuann,ngooseksoann,nss,nss,True,False
ngóo-sik-liám,五色臉,16,ngó͘-sek-liám,ngoo2sik4liam2,ngoo2sek4liam2,ngoosikliam,ngoosekliam,nsl,nsl,True,False
ngóo-sik-bīn,五色面,16,ngó͘-sek-bīn,ngoo2sik4bin7,ngoo2sek4bin7,ngoosikbin,ngoosekbin,nsb,nsb,True,False
ngóo-sik-tsiáu,五色鳥,16,ngó͘-sek-chiáu,ngoo2sik4tsiau2,ngoo2sek4chiau2,ngoosiktsiau,ngoosekchiau,nst,nsc,True,False
gōo-hio̍h-tshîng,五葉松,16,gō͘-hio̍h-chhêng,goo7hioh8tshing5,goo7hioh8chheng5,goohiohtshing,goohiohchheng,ght,ghc,True,False
ngóo-hóo-lāi,五虎利,16,ngó͘-hó͘-lāi,ngoo2hoo2lai7,ngoo2hoo2lai7,ngoohoolai,ngoohoolai,nhl,nhl,True,False
ngóo-hóo-tsiòng,五虎將,16,ngó͘-hó͘-chiòng,ngoo2hoo2tsiong3,ngoo2hoo2chiong3,ngoohootsiong,ngoohoochiong,nht,nhc,True,False
ngóo-giân-lu̍t,五言律,16,ngó͘-giân-lu̍t,ngoo2gian5lut8,ngoo2gian5lut8,ngoogianlut,ngoogianlut,ngl,ngl,True,False
ngóo-giân-si,五言詩,16,ngó͘-giân-si,ngoo2gian5si1,ngoo2gian5si1,ngoogiansi,ngoogiansi,ngs,ngs,True,False
ngóo-pōo-tshiu,五部鬚,16,ngó͘-pō͘-chhiu,ngoo2poo7tshiu1,ngoo2poo7chhiu1,ngoopootshiu,ngoopoochhiu,npt,npc,True,False
gōo-lí-tîng,五里亭,16,gō͘-lí-têng,goo7li2ting5,goo7li2teng5,gooliting,gooliteng,glt,glt,True,False
ngóo-tsu-tsînn,五銖錢,16,ngó͘-chu-chîⁿ,ngoo2tsu1tsinn5,ngoo2chu1chinn5,ngootsutsinn,ngoochuchinn,ntt,ncc,True,False
gōo-sián-á,五錢仔,16,gō͘-sián-á,goo7sian2a2,goo7sian2a2,goosiana,goosiana,gsa,gsa,True,False
ngóo-lîng-tsi,五靈脂,16,ngó͘-lêng-chi,ngoo2ling5tsi1,ngoo2leng5chi1,ngoolingtsi,ngoolengchi,nlt,nlc,True,False
gōo-hāng-hiam,五項辛,16,gō͘-hāng-hiam,goo7hang7hiam1,goo7hang7hiam1,goohanghiam,goohanghiam,ghh,ghh,True,False
ngóo-hián-tè,五顯帝,16,ngó͘-hián-tè,ngoo2hian2te3,ngoo2hian2te3,ngoohiante,ngoohiante,nht,nht,True,False
ngóo-hián-biō,五顯廟,16,ngó͘-hián-biō,ngoo2hian2bio7,ngoo2hian2bio7,ngoohianbio,ngoohianbio,nhb,nhb,True,False
ngóo-hiong-bua̍h,五香末,16,ngó͘-hiong-boa̍h,ngoo2hiong1buah8,ngoo2hiong1boah8,ngoohiongbuah,ngoohiongboah,nhb,nhb,True,False
ngóo-lîng-kuan,五龍官,16,ngó͘-lêng-koan,ngoo2ling5kuan1,ngoo2leng5koan1,ngoolingkuan,ngoolengkoan,nlk,nlk,True,False
ngóo-lîng-ông,五龍王,16,ngó͘-lêng-ông,ngoo2ling5ong5,ngoo2leng5ong5,ngoolingong,ngoolengong,nlo,nlo,True,False
ngóo-lîng-lân,五龍蘭,16,ngó͘-lêng-lân,ngoo2ling5lan5,ngoo2leng5lan5,ngoolinglan,ngoolenglan,nll,nll,True,False
tsíng-tí-ua,井底蛙,16,chéng-tí-oa,tsing2ti2ua1,cheng2ti2oa1,tsingtiua,chengtioa,ttu,cto,True,False
tsíng-bo̍k-kan,井木豻,16,chéng-bo̍k-kan,tsing2bok8kan1,cheng2bok8kan1,tsingbokkan,chengbokkan,tbk,cbk,True,False
tsínn-bô-kuà,井無蓋,16,chíⁿ-bô-kòa,tsinn2bo5kua3,chinn2bo5koa3,tsinnbokua,chinnbokoa,tbk,cbk,True,False
tsínn-pinn-tsháu,井邊草,16,chíⁿ-piⁿ-chháu,tsinn2pinn1tshau2,chinn2pinn1chhau2,tsinnpinntshau,chinnpinnchhau,tpt,cpc,True,False
a-pô-tsînn,亞婆錢,16,a-pô-chîⁿ,a1po5tsinn5,a1po5chinn5,apotsinn,apochinn,apt,apc,True,False
a-pan-hiânn,亞班橫,16,a-pan-hiâⁿ,a1pan1hiann5,a1pan1hiann5,apanhiann,apanhiann,aph,aph,True,False
a-sè-a,亞細亞,16,a-sè-a,a1se3a1,a1se3a1,asea,asea,asa,asa,True,False
a-iân-phōo,亞鉛phōo,16,a-iân-phō͘,a1ian5phoo7,a1ian5phoo7,aianphoo,aianphoo,aip,aip,True,False
a-iân-thò,亞鉛套,16,a-iân-thò,a1ian5tho3,a1ian5tho3,aiantho,aiantho,ait,ait,True,False
a-iân-tháng,亞鉛桶,16,a-iân-tháng,a1ian5thang2,a1ian5thang2,aianthang,aianthang,ait,ait,True,False
a-iân-kiô,亞鉛橋,16,a-iân-kiô,a1ian5kio5,a1ian5kio5,aiankio,aiankio,aik,aik,True,False
a-iân-phiánn,亞鉛片,16,a-iân-phiáⁿ,a1ian5phiann2,a1ian5phiann2,aianphiann,aianphiann,aip,aip,True,False
a-iân-pán,亞鉛版,16,a-iân-pán,a1ian5pan2,a1ian5pan2,aianpan,aianpan,aip,aip,True,False
a-iân-kóng,亞鉛管,16,a-iân-kóng,a1ian5kong2,a1ian5kong2,aiankong,aiankong,aik,aik,True,False
a-iân-bāng,亞鉛網,16,a-iân-bāng,a1ian5bang7,a1ian5bang7,aianbang,aianbang,aib,aib,True,False
a-iân-suànn,亞鉛線,16,a-iân-sòaⁿ,a1ian5suann3,a1ian5soann3,aiansuann,aiansoann,ais,ais,True,False
a-iân-thih,亞鉛鐵,16,a-iân-thih,a1ian5thih4,a1ian5thih4,aianthih,aianthih,ait,ait,True,False
khòng-kim-liông,亢金龍,16,khòng-kim-liông,khong3kim1liong5,khong3kim1liong5,khongkimliong,khongkimliong,kkl,kkl,True,False
kau--lâng,交--人,16,kau--lâng,kau1lang5,kau1lang5,kaulang,kaulang,kl,kl,True,False
ka-tsui-á,交chui仔,16,ka-chui-á,ka1tsui1a2,ka1chui1a2,katsuia,kachuia,kta,kca,True,False
ka-tsui-ba̍k,交chui目,16,ka-chui-ba̍k,ka1tsui1bak8,ka1chui1bak8,katsuibak,kachuibak,ktb,kcb,True,False
kau-uānn-kio̍k,交換局,16,kau-ōaⁿ-kio̍k,kau1uann7kiok8,kau1oann7kiok8,kauuannkiok,kauoannkiok,kuk,kok,True,False
kau-uānn-sóo,交換所,16,kau-ōaⁿ-só͘,kau1uann7soo2,kau1oann7soo2,kauuannsoo,kauoannsoo,kus,kos,True,False
kau-uānn-tshiú,交換手,16,kau-ōaⁿ-chhiú,kau1uann7tshiu2,kau1oann7chhiu2,kauuanntshiu,kauoannchhiu,kut,koc,True,False
ka-lám-sim,交攬心,16,ka-lám-sim,ka1lam2sim1,ka1lam2sim1,kalamsim,kalamsim,kls,kls,True,False
ka-lám-kau,交攬溝,16,ka-lám-kau,ka1lam2kau1,ka1lam2kau1,kalamkau,kalamkau,klk,klk,True,False
kau-ki-liân,交枝連,16,kau-ki-liân,kau1ki1lian5,kau1ki1lian5,kaukilian,kaukilian,kkl,kkl,True,False
kau-tsiam-tìng,交針釘,16,kau-chiam-tèng,kau1tsiam1ting3,kau1chiam1teng3,kautsiamting,kauchiamteng,ktt,kct,True,False
kau-kuan-lâng,交關人,16,kau-koan-lâng,kau1kuan1lang5,kau1koan1lang5,kaukuanlang,kaukoanlang,kkl,kkl,True,False
kau-kuan-kheh,交關客,16,kau-koan-kheh,kau1kuan1kheh4,kau1koan1kheh4,kaukuankheh,kaukoankheh,kkk,kkk,True,False
kau-kuan-tiàm,交關店,16,kau-koan-tiàm,kau1kuan1tiam3,kau1koan1tiam3,kaukuantiam,kaukoantiam,kkt,kkt,True,False
kau-tsè-huì,交際費,16,kau-chè-hùi,kau1tse3hui3,kau1che3hui3,kautsehui,kauchehui,kth,kch,True,False
hāi-báu-bī,亥卯未,16,hāi-báu-bī,hai7bau2bi7,hai7bau2bi7,haibaubi,haibaubi,hbb,hbb,True,False
ā-tsi̍t-ê,亦一個,16,ā-chi̍t-ê,a7tsit8e5,a7chit8e5,atsite,achite,ate,ace,True,False
iā-kú-kánn,亦拘敢,16,iā-kú-káⁿ,ia7ku2kann2,ia7ku2kann2,iakukann,iakukann,ikk,ikk,True,False
mā-kú-kánn,亦拘敢,16,mā-kú-káⁿ,ma7ku2kann2,ma7ku2kann2,makukann,makukann,mkk,mkk,True,False
kiann-tang-tshài,京東菜,16,kiaⁿ-tang-chhài,kiann1tang1tshai3,kiann1tang1chhai3,kianntangtshai,kianntangchhai,ktt,ktc,True,False
kiann-too-nî,京都呢,16,kiaⁿ-to͘-nî,kiann1too1ni5,kiann1too1ni5,kianntooni,kianntooni,ktn,ktn,True,False
tîng-á-kha,亭仔腳,16,têng-á-kha,ting5a2kha1,teng5a2kha1,tingakha,tengakha,tak,tak,True,True
tîng-á-kiō,亭仔轎,16,têng-á-kiō,ting5a2kio7,teng5a2kio7,tingakio,tengakio,tak,tak,True,False
lâng-lut-á,人lut仔,16,lâng-lut-á,lang5lut4a2,lang5lut4a2,langluta,langluta,lla,lla,True,False
jîn-tiong-ting,人中疔,16,jîn-tiong-teng,jin5tiong1ting1,jin5tiong1teng1,jintiongting,jintiongteng,jtt,jtt,True,False
jîn-tiong-pi̍k,人中白,16,jîn-tiong-pe̍k,jin5tiong1pik8,jin5tiong1pek8,jintiongpik,jintiongpek,jtp,jtp,True,False
jîn-tiong-hông,人中黃,16,jîn-tiong-hông,jin5tiong1hong5,jin5tiong1hong5,jintionghong,jintionghong,jth,jth,True,False
jîn-tsi-tshoo,人之初,16,jîn-chi-chho͘,jin5tsi1tshoo1,jin5chi1chhoo1,jintsitshoo,jinchichhoo,jtt,jcc,True,False
lâng-sìn-jī,人信字,16,lâng-sìn-jī,lang5sin3ji7,lang5sin3ji7,langsinji,langsinji,lsj,lsj,True,False
jîn-li̍k-tshia,人力車,16,jîn-le̍k-chhia,jin5lik8tshia1,jin5lek8chhia1,jinliktshia,jinlekchhia,jlt,jlc,True,False
lâng-miâ-phōo,人名簿,16,lâng-miâ-phō͘,lang5mia5phoo7,lang5mia5phoo7,langmiaphoo,langmiaphoo,lmp,lmp,True,False
jîn-bīng-àn,人命案,16,jîn-bēng-àn,jin5bing7an3,jin5beng7an3,jinbingan,jinbengan,jba,jba,True,False
jîn-jī-tsián,人字剪,16,jîn-jī-chián,jin5ji7tsian2,jin5ji7chian2,jinjitsian,jinjichian,jjt,jjc,True,False
jîn-jī-tsiam,人字尖,16,jîn-jī-chiam,jin5ji7tsiam1,jin5ji7chiam1,jinjitsiam,jinjichiam,jjt,jjc,True,False
jîn-jī-tshé,人字扯,16,jîn-jī-chhé,jin5ji7tshe2,jin5ji7chhe2,jinjitshe,jinjichhe,jjt,jjc,True,False
jîn-jī-tú,人字抵,16,jîn-jī-tú,jin5ji7tu2,jin5ji7tu2,jinjitu,jinjitu,jjt,jjt,True,False
jîn-jī-pîng,人字旁,16,jîn-jī-pêng,jin5ji7ping5,jin5ji7peng5,jinjiping,jinjipeng,jjp,jjp,True,False
jîn-jī-kè,人字架,16,jîn-jī-kè,jin5ji7ke3,jin5ji7ke3,jinjike,jinjike,jjk,jjk,True,False
jîn-jī-thiap,人字疊,16,jîn-jī-thiap,jin5ji7thiap4,jin5ji7thiap4,jinjithiap,jinjithiap,jjt,jjt,True,False
jîn-jī-pín,人字箅,16,jîn-jī-pín,jin5ji7pin2,jin5ji7pin2,jinjipin,jinjipin,jjp,jjp,True,False
jîn-jī-hō,人字號,16,jîn-jī-hō,jin5ji7ho7,jin5ji7ho7,jinjiho,jinjiho,jjh,jjh,True,False
jîn-jī-thong,人字通,16,jîn-jī-thong,jin5ji7thong1,jin5ji7thong1,jinjithong,jinjithong,jjt,jjt,True,False
jîn-jī-phoo,人字鋪,16,jîn-jī-pho͘,jin5ji7phoo1,jin5ji7phoo1,jinjiphoo,jinjiphoo,jjp,jjp,True,False
jîn-jī-thâu,人字頭,16,jîn-jī-thâu,jin5ji7thau5,jin5ji7thau5,jinjithau,jinjithau,jjt,jjt,True,False
lâng-kheh-pâng,人客房,16,lâng-kheh-pâng,lang5kheh4pang5,lang5kheh4pang5,langkhehpang,langkhehpang,lkp,lkp,True,False
lâng-kheh-king,人客間,16,lâng-kheh-keng,lang5kheh4king1,lang5kheh4keng1,langkhehking,langkhehkeng,lkk,lkk,True,False
jîn-ke-tshù,人家厝,16,jîn-ke-chhù,jin5ke1tshu3,jin5ke1chhu3,jinketshu,jinkechhu,jkt,jkc,True,False
lâng-nuā-nuā,人懶懶,16,lâng-nōa-nōa,lang5nua7nua7,lang5noa7noa7,langnuanua,langnoanoa,lnn,lnn,True,False
lâng-kue̍h-á,人節仔,16,lâng-koe̍h-á,lang5kueh8a2,lang5koeh8a2,langkueha,langkoeha,lka,lka,True,False
lâng-kha-jiah,人腳跡,16,lâng-kha-jiah,lang5kha1jiah4,lang5kha1jiah4,langkhajiah,langkhajiah,lkj,lkj,True,False
lâng-thûn-á,人豚仔,16,lâng-thûn-á,lang5thun5a2,lang5thun5a2,langthuna,langthuna,lta,lta,True,False
jîn-biān-tik,人面竹,16,jîn-biān-tek,jin5bian7tik4,jin5bian7tek4,jinbiantik,jinbiantek,jbt,jbt,True,False
lâng-thâu-sè,人頭稅,16,lâng-thâu-sè,lang5thau5se3,lang5thau5se3,langthause,langthause,lts,lts,True,False
jîn-luī-ha̍k,人類學,16,jîn-lūi-ha̍k,jin5lui7hak8,jin5lui7hak8,jinluihak,jinluihak,jlh,jlh,True,False
jîn-jîn-jîn,仁仁仁,16,jîn-jîn-jîn,jin5jin5jin5,jin5jin5jin5,jinjinjin,jinjinjin,jjj,jjj,True,False
jîn-tshì-tshang,仁刺蔥,16,jîn-chhì-chhang,jin5tshi3tshang1,jin5chhi3chhang1,jintshitshang,jinchhichhang,jtt,jcc,True,False
jîn-gī-tsînn,仁義錢,16,jîn-gī-chîⁿ,jin5gi7tsinn5,jin5gi7chinn5,jingitsinn,jingichinn,jgt,jgc,True,False
kin-ná-ji̍t,今ná日,16,kin-ná-ji̍t,kin1na2jit8,kin1na2jit8,kinnajit,kinnajit,knj,knj,True,False
kin-ê-hng,今下昏,16,kin-ê-hng,kin1e5hng1,kin1e5hng1,kinehng,kinehng,keh,keh,True,False
kin-á-ji̍t,今仔日,16,kin-á-ji̍t,kin1a2jit8,kin1a2jit8,kinajit,kinajit,kaj,kaj,True,False
tann-suah-siâu,今撒精,16,taⁿ-soah-siâu,tann1suah4siau5,tann1soah4siau5,tannsuahsiau,tannsoahsiau,tss,tss,True,False
kim-tuànn-ji̍t,今旦日,16,kim-tòaⁿ-ji̍t,kim1tuann3jit8,kim1toann3jit8,kimtuannjit,kimtoannjit,ktj,ktj,True,False
tha-tōng-sû,他動詞,16,tha-tōng-sû,tha1tong7su5,tha1tong7su5,thatongsu,thatongsu,tts,tts,True,False
hù-kuán-jī,付管字,16,hù-koán-jī,hu3kuan2ji7,hu3koan2ji7,hukuanji,hukoanji,hkj,hkj,True,False
sian--lâng,仙--人,16,sian--lâng,sian1lang5,sian1lang5,sianlang,sianlang,sl,sl,True,False
sian-tan-hue,仙丹花,16,sian-tan-hoe,sian1tan1hue1,sian1tan1hoe1,siantanhue,siantanhoe,sth,sth,True,False
