tl,hanzi,frequency,poj,tl_num,poj_num,tl_notone,poj_notone,tl_abbrev,poj_abbrev,taijit,is_variant
phīng-tsō-huà,並造化,16,phēng-chō-hòa,phing7tso7hua3,pheng7cho7hoa3,phingtsohua,phengchohoa,pth,pch,True,False
tiong-tiong-á,中中仔,16,tiong-tiong-á,tiong1tiong1a2,tiong1tiong1a2,tiongtionga,tiongtionga,tta,tta,True,False
tiong-lâng-lé,中人禮,16,tiong-lâng-lé,tiong1lang5le2,tiong1lang5le2,tionglangle,tionglangle,tll,tll,True,False
tiong-lâng-gûn,中人銀,16,tiong-lâng-gûn,tiong1lang5gun5,tiong1lang5gun5,tionglanggun,tionglanggun,tlg,tlg,True,False
tiong-lâng-tsînn,中人錢,16,tiong-lâng-chîⁿ,tiong1lang5tsinn5,tiong1lang5chinn5,tionglangtsinn,tionglangchinn,tlt,tlc,True,False
tiong-tóo-tsûn,中堵船,16,tiong-tó͘-chûn,tiong1too2tsun5,tiong1too2chun5,tiongtootsun,tiongtoochun,ttt,ttc,True,False
tiong-tân-iâ,中壇爺,16,tiong-tân-iâ,tiong1tan5ia5,tiong1tan5ia5,tiongtania,tiongtania,tti,tti,True,False
tiong-thò-á,中套仔,16,tiong-thò-á,tiong1tho3a2,tiong1tho3a2,tiongthoa,tiongthoa,tta,tta,True,False
tshian-tuì-tshian,中對中,16,chhian-tùi-chhian,tshian1tui3tshian1,chhian1tui3chhian1,tshiantuitshian,chhiantuichhian,ttt,ctc,True,False
tiong-sim-tiám,中心點,16,tiong-sim-tiám,tiong1sim1tiam2,tiong1sim1tiam2,tiongsimtiam,tiongsimtiam,tst,tst,True,False
tiong-tsiat-bō,中折帽,16,tiong-chiat-bō,tiong1tsiat4bo7,tiong1chiat4bo7,tiongtsiatbo,tiongchiatbo,ttb,tcb,True,False
tiong-thiu-gû,中抽牛,16,tiong-thiu-gû,tiong1thiu1gu5,tiong1thiu1gu5,tiongthiugu,tiongthiugu,ttg,ttg,True,False
tiong-táu-iū,中斗柚,16,tiong-táu-iū,tiong1tau2iu7,tiong1tau2iu7,tiongtauiu,tiongtauiu,tti,tti,True,False
tiong-àn-toh,中案桌,16,tiong-àn-toh,tiong1an3toh4,tiong1an3toh4,tiongantoh,tiongantoh,tat,tat,True,False
tiong-iân-siânn,中椽城,16,tiong-iân-siâⁿ,tiong1ian5siann5,tiong1ian5siann5,tiongiansiann,tiongiansiann,tis,tis,True,False
tiong-nuâ-á,中欄仔,16,tiong-nôa-á,tiong1nua5a2,tiong1noa5a2,tiongnuaa,tiongnoaa,tna,tna,True,False
tiòng-tsiànn-póng,中正榜,16,tiòng-chiàⁿ-póng,tiong3tsiann3pong2,tiong3chiann3pong2,tiongtsiannpong,tiongchiannpong,ttp,tcp,True,False
tiong-tshiu-gua̍t,中秋月,16,tiong-chhiu-goa̍t,tiong1tshiu1guat8,tiong1chhiu1goat8,tiongtshiuguat,tiongchhiugoat,ttg,tcg,True,False
tiong-tshiu-piánn,中秋餅,16,tiong-chhiu-piáⁿ,tiong1tshiu1piann2,tiong1chhiu1piann2,tiongtshiupiann,tiongchhiupiann,ttp,tcp,True,False
tshian-âng-khī,中紅柿,16,chhian-âng-khī,tshian1ang5khi7,chhian1ang5khi7,tshianangkhi,chhianangkhi,tak,cak,True,False
tiong-tsit-înn,中脊楹,16,tiong-chit-îⁿ,tiong1tsit4inn5,tiong1chit4inn5,tiongtsitinn,tiongchitinn,tti,tci,True,False
tiong-hing-tsháu,中興草,16,tiong-heng-chháu,tiong1hing1tshau2,tiong1heng1chhau2,tionghingtshau,tionghengchhau,tht,thc,True,False
tiong-po̍h-thàu,中薄透,16,tiong-po̍h-thàu,tiong1poh8thau3,tiong1poh8thau3,tiongpohthau,tiongpohthau,tpt,tpt,True,False
tiong-kìnn-lâng,中見人,16,tiong-kìⁿ-lâng,tiong1kinn3lang5,tiong1kinn3lang5,tiongkinnlang,tiongkinnlang,tkl,tkl,True,False
tiong-kun-hú,中軍府,16,tiong-kun-hú,tiong1kun1hu2,tiong1kun1hu2,tiongkunhu,tiongkunhu,tkh,tkh,True,False
tiong-pān-á,中辦仔,16,tiong-pān-á,tiong1pan7a2,tiong1pan7a2,tiongpana,tiongpana,tpa,tpa,True,False
tshian-tú-tshian,中適中,16,chhian-tú-chhian,tshian1tu2tshian1,chhian1tu2chhian1,tshiantutshian,chhiantuchhian,ttt,ctc,True,False
tshuàn--kè,串--過,16,chhoàn--kè,tshuan3ke3,chhoan3ke3,tshuanke,chhoanke,tk,ck,True,False
tshǹg-á-hî,串仔魚,16,chhǹg-á-hî,tshng3a2hi5,chhng3a2hi5,tshngahi,chhngahi,tah,cah,True,False
tan-kuì-hue,丹桂花,16,tan-kùi-hoe,tan1kui3hue1,tan1kui3hoe1,tankuihue,tankuihoe,tkh,tkh,True,False
tan-tiâu-pit,丹條筆,16,tan-tiâu-pit,tan1tiau5pit4,tan1tiau5pit4,tantiaupit,tantiaupit,ttp,ttp,True,False
tsú-lâng-niû,主人娘,16,chú-lâng-niû,tsu2lang5niu5,chu2lang5niu5,tsulangniu,chulangniu,tln,cln,True,False
tsú-jîn-ka,主人家,16,chú-jîn-ka,tsu2jin5ka1,chu2jin5ka1,tsujinka,chujinka,tjk,cjk,True,False
tsú-lâng-ke,主人家,16,chú-lâng-ke,tsu2lang5ke1,chu2lang5ke1,tsulangke,chulangke,tlk,clk,True,False
tsú-jîn-ong,主人翁,16,chú-jîn-ong,tsu2jin5ong1,chu2jin5ong1,tsujinong,chujinong,tjo,cjo,True,False
tsú-lâng-ong,主人翁,16,chú-lâng-ong,tsu2lang5ong1,chu2lang5ong1,tsulangong,chulangong,tlo,clo,True,False
tsú-lâng-thâu,主人頭,16,chú-lâng-thâu,tsu2lang5thau5,chu2lang5thau5,tsulangthau,chulangthau,tlt,clt,True,False
tsú-hun-tsiá,主婚者,16,chú-hun-chiá,tsu2hun1tsia2,chu2hun1chia2,tsuhuntsia,chuhunchia,tht,chc,True,False
tsú-sim-tiānn,主心定,16,chú-sim-tiāⁿ,tsu2sim1tiann7,chu2sim1tiann7,tsusimtiann,chusimtiann,tst,cst,True,False
tsú-ji̍t-o̍h,主日學,16,chú-ji̍t-o̍h,tsu2jit8oh8,chu2jit8oh8,tsujitoh,chujitoh,tjo,cjo,True,False
tsú-tī-i,主治醫,16,chú-tī-i,tsu2ti7i1,chu2ti7i1,tsutii,chutii,tti,cti,True,False
tsú-kòo-kheh,主顧客,16,chú-kò͘-kheh,tsu2koo3kheh4,chu2koo3kheh4,tsukookheh,chukookheh,tkk,ckk,True,False
kú-liu-liu,久liu-liu,16,kú-liu-liu,ku2liu1liu1,ku2liu1liu1,kuliuliu,kuliuliu,kll,kll,True,False
kú-tn̂g-pīnn,久長病,16,kú-tn̂g-pīⁿ,ku2tng5pinn7,ku2tng5pinn7,kutngpinn,kutngpinn,ktp,ktp,True,False
kú-tn̂g-hōo,久長雨,16,kú-tn̂g-hō͘,ku2tng5hoo7,ku2tng5hoo7,kutnghoo,kutnghoo,kth,kth,True,False
kú-hong-sip,久風濕,16,kú-hong-sip,ku2hong1sip4,ku2hong1sip4,kuhongsip,kuhongsip,khs,khs,True,False
io-io-io,么么么,16,io-io-io,io1io1io1,io1io1io1,ioioio,ioioio,iii,iii,True,False
io-jī-sann,么二三,16,io-jī-saⁿ,io1ji7sann1,io1ji7sann1,iojisann,iojisann,ijs,ijs,True,False
tsi-bai-tshuì,之bai嘴,16,chi-bai-chhùi,tsi1bai1tshui3,chi1bai1chhui3,tsibaitshui,chibaichhui,tbt,cbc,True,False
tsi-bai-bīn,之bai面,16,chi-bai-bīn,tsi1bai1bin7,chi1bai1bin7,tsibaibin,chibaibin,tbb,cbb,True,False
tsi-phí-á,之疕仔,16,chi-phí-á,tsi1phi2a2,chi1phi2a2,tsiphia,chiphia,tpa,cpa,True,False
tsi-bīn-khang,之面孔,16,chi-bīn-khang,tsi1bin7khang1,chi1bin7khang1,tsibinkhang,chibinkhang,tbk,cbk,True,False
tsi-ku-liù,之龜脫,16,chi-ku-liù,tsi1ku1liu3,chi1ku1liu3,tsikuliu,chikuliu,tkl,ckl,True,False
ha̍t-tiānn-tio̍h,乏定著,16,ha̍t-tiāⁿ-tio̍h,hat8tiann7tioh8,hat8tiann7tioh8,hattianntioh,hattianntioh,htt,htt,True,False
ha̍t-sí-sí,乏死死,16,ha̍t-sí-sí,hat8si2si2,hat8si2si2,hatsisi,hatsisi,hss,hss,True,False
kuai-ioh-ioh,乖育育,16,koai-ioh-ioh,kuai1ioh4ioh4,koai1ioh4ioh4,kuaiiohioh,koaiiohioh,kii,kii,True,False
kuai-io̍h-io̍h,乖育育,16,koai-io̍h-io̍h,kuai1ioh8ioh8,koai1ioh8ioh8,kuaiiohioh,koaiiohioh,kii,kii,True,False
kuai-ió-ió,乖育育,16,koai-ió-ió,kuai1io2io2,koai1io2io2,kuaiioio,koaiioio,kii,kii,True,False
kuai-iō-iō,乖育育,16,koai-iō-iō,kuai1io7io7,koai1io7io7,kuaiioio,koaiioio,kii,kii,True,False
sīng-àm-oo,乘暗烏,16,sēng-àm-o͘,sing7am3oo1,seng7am3oo1,singamoo,sengamoo,sao,sao,True,False
it-kho-sing,乙科生,16,it-kho-seng,it4kho1sing1,it4kho1seng1,itkhosing,itkhoseng,iks,iks,True,False
káu-ting-tshiū,九丁樹,16,káu-teng-chhiū,kau2ting1tshiu7,kau2teng1chhiu7,kautingtshiu,kautengchhiu,ktt,ktc,True,False
kiú-sam-táu,九三斗,16,kiú-sam-táu,kiu2sam1tau2,kiu2sam1tau2,kiusamtau,kiusamtau,kst,kst,True,False
kiú-kiú-suàn,九九算,16,kiú-kiú-soàn,kiu2kiu2suan3,kiu2kiu2soan3,kiukiusuan,kiukiusoan,kks,kks,True,False
kiú-pat-hâng,九八行,16,kiú-pat-hâng,kiu2pat4hang5,kiu2pat4hang5,kiupathang,kiupathang,kph,kph,True,False
káu-pueh-hâng,九八行,16,káu-poeh-hâng,kau2pueh4hang5,kau2poeh4hang5,kaupuehhang,kaupoehhang,kph,kph,True,False
káu-pueh-kau,九八郊,16,káu-poeh-kau,kau2pueh4kau1,kau2poeh4kau1,kaupuehkau,kaupoehkau,kpk,kpk,True,False
káu-pau-gōo,九包五,16,káu-pau-gō͘,kau2pau1goo7,kau2pau1goo7,kaupaugoo,kaupaugoo,kpg,kpg,True,False
kiú-tshian-suè,九千歲,16,kiú-chhian-sòe,kiu2tshian1sue3,kiu2chhian1soe3,kiutshiansue,kiuchhiansoe,kts,kcs,True,False
kiú-kuan-tsiáu,九官鳥,16,kiú-koan-chiáu,kiu2kuan1tsiau2,kiu2koan1chiau2,kiukuantsiau,kiukoanchiau,kkt,kkc,True,False
káu-tsàn-tha̍h,九層塔,16,káu-chàn-tha̍h,kau2tsan3thah8,kau2chan3thah8,kautsanthah,kauchanthah,ktt,kct,True,False
káu-siânn-kim,九成金,16,káu-siâⁿ-kim,kau2siann5kim1,kau2siann5kim1,kausiannkim,kausiannkim,ksk,ksk,True,False
káu-la-sa,九搔搔,16,káu-la-sa,kau2la1sa1,kau2la1sa1,kaulasa,kaulasa,kls,kls,True,False
káu-ki-tsa̍p,九支十,16,káu-ki-cha̍p,kau2ki1tsap8,kau2ki1chap8,kaukitsap,kaukichap,kkt,kkc,True,False
káu-ge̍h-tsu,九月珠,16,káu-ge̍h-chu,kau2geh8tsu1,kau2geh8chu1,kaugehtsu,kaugehchu,kgt,kgc,True,False
kiú-kui-khak,九歸殼,16,kiú-kui-khak,kiu2kui1khak4,kiu2kui1khak4,kiukuikhak,kiukuikhak,kkk,kkk,True,False
káu-kah-á,九甲仔,16,káu-kah-á,kau2kah4a2,kau2kah4a2,kaukaha,kaukaha,kka,kka,True,False
káu-kah-hì,九甲戲,16,káu-kah-hì,kau2kah4hi3,kau2kah4hi3,kaukahhi,kaukahhi,kkh,kkh,True,False
káu-sè-á,九稅仔,16,káu-sè-á,kau2se3a2,kau2se3a2,kausea,kausea,ksa,ksa,True,False
káu-tsat-á,九節仔,16,káu-chat-á,kau2tsat4a2,kau2chat4a2,kautsata,kauchata,kta,kca,True,False
káu-tsat-hê,九節蝦,16,káu-chat-hê,kau2tsat4he5,kau2chat4he5,kautsathe,kauchathe,kth,kch,True,False
káu-tsat-tshìng,九節銃,16,káu-chat-chhèng,kau2tsat4tshing3,kau2chat4chheng3,kautsattshing,kauchatchheng,ktt,kcc,True,False
káu-kuān-kheh,九縣客,16,káu-koān-kheh,kau2kuan7kheh4,kau2koan7kheh4,kaukuankheh,kaukoankheh,kkk,kkk,True,False
kiú-kiong-kū,九芎舅,16,kiú-kiong-kū,kiu2kiong1ku7,kiu2kiong1ku7,kiukiongku,kiukiongku,kkk,kkk,True,False
kiú-liân-khuân,九連環,16,kiú-liân-khoân,kiu2lian5khuan5,kiu2lian5khoan5,kiuliankhuan,kiuliankhoan,klk,klk,True,False
kiú-lí-hiong,九里香,16,kiú-lí-hiong,kiu2li2hiong1,kiu2li2hiong1,kiulihiong,kiulihiong,klh,klh,True,False
káu-tîng-tshue,九重吹,16,káu-têng-chhoe,kau2ting5tshue1,kau2teng5chhoe1,kautingtshue,kautengchhoe,ktt,ktc,True,False
kiú-tiōng-siânn,九重城,16,kiú-tiōng-siâⁿ,kiu2tiong7siann5,kiu2tiong7siann5,kiutiongsiann,kiutiongsiann,kts,kts,True,False
kiú-tiōng-tông,九重桐,16,kiú-tiōng-tông,kiu2tiong7tong5,kiu2tiong7tong5,kiutiongtong,kiutiongtong,ktt,ktt,True,False
káu-tîng-kué,九重粿,16,káu-têng-kóe,kau2ting5kue2,kau2teng5koe2,kautingkue,kautengkoe,ktk,ktk,True,False
káu-kàng-tsuí,九降水,16,káu-kàng-chúi,kau2kang3tsui2,kau2kang3chui2,kaukangtsui,kaukangchui,kkt,kkc,True,False
káu-kàng-oo,九降烏,16,káu-kàng-o͘,kau2kang3oo1,kau2kang3oo1,kaukangoo,kaukangoo,kko,kko,True,False
káu-kàng-hong,九降風,16,káu-kàng-hong,kau2kang3hong1,kau2kang3hong1,kaukanghong,kaukanghong,kkh,kkh,True,False
kiú-liông-tîng,九龍亭,16,kiú-liông-têng,kiu2liong5ting5,kiu2liong5teng5,kiuliongting,kiuliongteng,klt,klt,True,False
kiú-liông-kuàn,九龍冠,16,kiú-liông-koàn,kiu2liong5kuan3,kiu2liong5koan3,kiuliongkuan,kiuliongkoan,klk,klk,True,False
kiú-liông-pau,九龍包,16,kiú-liông-pau,kiu2liong5pau1,kiu2liong5pau1,kiuliongpau,kiuliongpau,klp,klp,True,False
kiú-liông-thng,九龍湯,16,kiú-liông-thng,kiu2liong5thng1,kiu2liong5thng1,kiuliongthng,kiuliongthng,klt,klt,True,False
kiú-liông-a̍h,九龍盒,16,kiú-liông-a̍h,kiu2liong5ah8,kiu2liong5ah8,kiuliongah,kiuliongah,kla,kla,True,False
kiú-liông-puânn,九龍盤,16,kiú-liông-pôaⁿ,kiu2liong5puann5,kiu2liong5poann5,kiuliongpuann,kiuliongpoann,klp,klp,True,False
kiú-liông-uánn,九龍碗,16,kiú-liông-óaⁿ,kiu2liong5uann2,kiu2liong5oann2,kiulionguann,kiuliongoann,klu,klo,True,False
kiú-liông-phàu,九龍袍,16,kiú-liông-phàu,kiu2liong5phau3,kiu2liong5phau3,kiuliongphau,kiuliongphau,klp,klp,True,False
kiú-liông-tīn,九龍陣,16,kiú-liông-tīn,kiu2liong5tin7,kiu2liong5tin7,kiuliongtin,kiuliongtin,klt,klt,True,False
khit-khá-tsiat,乞巧節,16,khit-khá-chiat,khit4kha2tsiat4,khit4kha2chiat4,khitkhatsiat,khitkhachiat,kkt,kkc,True,False
khit-hé-hu,乞火灰,16,khit-hé-hu,khit4he2hu1,khit4he2hu1,khithehu,khithehu,khh,khh,True,False
khit-lôo-tan,乞爐丹,16,khit-lô͘-tan,khit4loo5tan1,khit4loo5tan1,khitlootan,khitlootan,klt,klt,True,False
khit--ê,乞的,16,khit--ê,khit4e5,khit4e5,khite,khite,ke,ke,True,False
khit-tsia̍h-sian,乞食仙,16,khit-chia̍h-sian,khit4tsiah8sian1,khit4chiah8sian1,khittsiahsian,khitchiahsian,kts,kcs,True,False
khit-tsia̍h-miā,乞食命,16,khit-chia̍h-miā,khit4tsiah8mia7,khit4chiah8mia7,khittsiahmia,khitchiahmia,ktm,kcm,True,False
khit-tsia̍h-pô,乞食婆,16,khit-chia̍h-pô,khit4tsiah8po5,khit4chiah8po5,khittsiahpo,khitchiahpo,ktp,kcp,True,False
khit-tsia̍h-liâu,乞食寮,16,khit-chia̍h-liâu,khit4tsiah8liau5,khit4chiah8liau5,khittsiahliau,khitchiahliau,ktl,kcl,True,False
khit-tsia̍h-kua,乞食歌,16,khit-chia̍h-koa,khit4tsiah8kua1,khit4chiah8koa1,khittsiahkua,khitchiahkoa,ktk,kck,True,False
khit-tsia̍h-iânn,乞食營,16,khit-chia̍h-iâⁿ,khit4tsiah8iann5,khit4chiah8iann5,khittsiahiann,khitchiahiann,kti,kci,True,False
khit-tsia̍h-sinn,乞食生,16,khit-chia̍h-siⁿ,khit4tsiah8sinn1,khit4chiah8sinn1,khittsiahsinn,khitchiahsinn,kts,kcs,True,False
khit-tsia̍h-tsìng,乞食症,16,khit-chia̍h-chèng,khit4tsiah8tsing3,khit4chiah8cheng3,khittsiahtsing,khitchiahcheng,ktt,kcc,True,False
khit-tsia̍h-siòng,乞食相,16,khit-chia̍h-siòng,khit4tsiah8siong3,khit4chiah8siong3,khittsiahsiong,khitchiahsiong,kts,kcs,True,False
khit-tsia̍h-uánn,乞食碗,16,khit-chia̍h-óaⁿ,khit4tsiah8uann2,khit4chiah8oann2,khittsiahuann,khitchiahoann,ktu,kco,True,False
khit-tsia̍h-sîn,乞食神,16,khit-chia̍h-sîn,khit4tsiah8sin5,khit4chiah8sin5,khittsiahsin,khitchiahsin,kts,kcs,True,False
khit-tsia̍h-king,乞食肩,16,khit-chia̍h-keng,khit4tsiah8king1,khit4chiah8keng1,khittsiahking,khitchiahkeng,ktk,kck,True,False
khit-tsia̍h-phe,乞食胚,16,khit-chia̍h-phe,khit4tsiah8phe1,khit4chiah8phe1,khittsiahphe,khitchiahphe,ktp,kcp,True,False
khit-tsia̍h-sin,乞食身,16,khit-chia̍h-sin,khit4tsiah8sin1,khit4chiah8sin1,khittsiahsin,khitchiahsin,kts,kcs,True,False
khit-tsia̍h-kut,乞食骨,16,khit-chia̍h-kut,khit4tsiah8kut4,khit4chiah8kut4,khittsiahkut,khitchiahkut,ktk,kck,True,False
khit-tsia̍h-kuí,乞食鬼,16,khit-chia̍h-kúi,khit4tsiah8kui2,khit4chiah8kui2,khittsiahkui,khitchiahkui,ktk,kck,True,False
khit-hiunn-hu,乞香灰,16,khit-hiuⁿ-hu,khit4hiunn1hu1,khit4hiunn1hu1,khithiunnhu,khithiunnhu,khh,khh,True,False
khit-lo̍k-ni,乞鹿奶,16,khit-lo̍k-ni,khit4lok8ni1,khit4lok8ni1,khitlokni,khitlokni,kln,kln,True,False
jú-hiann-tī,乳兄弟,16,jú-hiaⁿ-tī,ju2hiann1ti7,ju2hiann1ti7,juhiannti,juhiannti,jht,jht,True,False
ta-khiauh-khiauh,乾khiauh-khiauh,16,ta-khiauh-khiauh,ta1khiauh4khiauh4,ta1khiauh4khiauh4,takhiauhkhiauh,takhiauhkhiauh,tkk,tkk,True,False
ta-khia̍uh-khia̍uh,乾khia̍uh-khia̍uh,16,ta-khia̍uh-khia̍uh,ta1khiauh8khiauh8,ta1khiauh8khiauh8,takhiauhkhiauh,takhiauhkhiauh,tkk,tkk,True,False
ta-khok-khok,乾khok-khok,16,ta-khok-khok,ta1khok4khok4,ta1khok4khok4,takhokkhok,takhokkhok,tkk,tkk,True,False
ta-kho̍k-kho̍k,乾kho̍k-kho̍k,16,ta-kho̍k-kho̍k,ta1khok8khok8,ta1khok8khok8,takhokkhok,takhokkhok,tkk,tkk,True,False
ta-phí-phí,乾phí-phí,16,ta-phí-phí,ta1phi2phi2,ta1phi2phi2,taphiphi,taphiphi,tpp,tpp,True,False
ta--khì,乾去,16,ta--khì,ta1khi3,ta1khi3,takhi,takhi,tk,tk,True,False
kam-bī-tiàm,乾味店,16,kam-bī-tiàm,kam1bi7tiam3,kam1bi7tiam3,kambitiam,kambitiam,kbt,kbt,True,False
kan-hó-sè,乾好勢,16,kan-hó-sè,kan1ho2se3,kan1ho2se3,kanhose,kanhose,khs,khs,True,False
ta-seh-seh,乾撒撒,16,ta-seh-seh,ta1seh4seh4,ta1seh4seh4,tasehseh,tasehseh,tss,tss,True,False
kan-koh-bat,乾更識,16,kan-koh-bat,kan1koh4bat4,kan1koh4bat4,kankohbat,kankohbat,kkb,kkb,True,False
kan-kó-tiàm,乾果店,16,kan-kó-tiàm,kan1ko2tiam3,kan1ko2tiam3,kankotiam,kankotiam,kkt,kkt,True,False
ta-bí-tshuè,乾米粞,16,ta-bí-chhòe,ta1bi2tshue3,ta1bi2chhoe3,tabitshue,tabichhoe,tbt,tbc,True,False
ta-tshè-tshè,乾脆脆,16,ta-chhè-chhè,ta1tshe3tshe3,ta1chhe3chhe3,tatshetshe,tachhechhe,ttt,tcc,True,False
kan-kuah-thng,乾葛湯,16,kan-koah-thng,kan1kuah4thng1,kan1koah4thng1,kankuahthng,kankoahthng,kkt,kkt,True,False
ta-soo-soo,乾酥酥,16,ta-so͘-so͘,ta1soo1soo1,ta1soo1soo1,tasoosoo,tasoosoo,tss,tss,True,False
luān-kà-kà,亂kà-kà,16,loān-kà-kà,luan7ka3ka3,loan7ka3ka3,luankaka,loankaka,lkk,lkk,True,False
luān-tshī-tshāu,亂嗤吵,16,loān-chhī-chhāu,luan7tshi7tshau7,loan7chhi7chhau7,luantshitshau,loanchhichhau,ltt,lcc,True,False
luān-tshau-tshau,亂操操,16,loān-chhau-chhau,luan7tshau1tshau1,loan7chhau1chhau1,luantshautshau,loanchhauchhau,ltt,lcc,True,False
luān--ê,亂的,16,loān--ê,luan7e5,loan7e5,luane,loane,le,le,True,False
liáu--khì,了--去,16,liáu--khì,liau2khi3,liau2khi3,liaukhi,liaukhi,lk,lk,True,False
liáu-theh-theh,了theh-theh,16,liáu-theh-theh,liau2theh4theh4,liau2theh4theh4,liauthehtheh,liauthehtheh,ltt,ltt,True,False
liáu-kng-kng,了光光,16,liáu-kng-kng,liau2kng1kng1,liau2kng1kng1,liaukngkng,liaukngkng,lkk,lkk,True,False
liáu-ke-kiánn,了家子,16,liáu-ke-kiáⁿ,liau2ke1kiann2,liau2ke1kiann2,liaukekiann,liaukekiann,lkk,lkk,True,False
liáu-bé-kiánn,了尾子,16,liáu-bé-kiáⁿ,liau2be2kiann2,liau2be2kiann2,liaubekiann,liaubekiann,lbk,lbk,True,False
liáu-tsiáu-kiánn,了鳥囝,16,liáu-chiáu-kiáⁿ,liau2tsiau2kiann2,liau2chiau2kiann2,liautsiaukiann,liauchiaukiann,ltk,lck,True,False
liáu-tsiáu-phe,了鳥胚,16,liáu-chiáu-phe,liau2tsiau2phe1,liau2chiau2phe1,liautsiauphe,liauchiauphe,ltp,lcp,True,False
sū-bū-uân,事務員,16,sū-bū-oân,su7bu7uan5,su7bu7oan5,subuuan,subuoan,sbu,sbo,True,False
sū-bū-kuann,事務官,16,sū-bū-koaⁿ,su7bu7kuann1,su7bu7koann1,subukuann,subukoann,sbk,sbk,True,False
sū-bū-sik,事務室,16,sū-bū-sek,su7bu7sik4,su7bu7sek4,subusik,subusek,sbs,sbs,True,False
sū-bū-sóo,事務所,16,sū-bū-só͘,su7bu7soo2,su7bu7soo2,subusoo,subusoo,sbs,sbs,True,False
sū-bū-tiúnn,事務長,16,sū-bū-tiúⁿ,su7bu7tiunn2,su7bu7tiunn2,subutiunn,subutiunn,sbt,sbt,True,False
jī--lâi,二--來,16,jī--lâi,ji7lai5,ji7lai5,jilai,jilai,jl,jl,True,False
jī--tsiá,二--者,16,jī--chiá,ji7tsia2,ji7chia2,jitsia,jichia,jt,jc,True,False
jī-tshit-pueh,二七八,16,jī-chhit-poeh,ji7tshit4pueh4,ji7chhit4poeh4,jitshitpueh,jichhitpoeh,jtp,jcp,True,False
jī-tn̄g-pueh,二丈八,16,jī-tn̄g-poeh,ji7tng7pueh4,ji7tng7poeh4,jitngpueh,jitngpoeh,jtp,jtp,True,False
jī-tn̄g-sì,二丈四,16,jī-tn̄g-sì,ji7tng7si3,ji7tng7si3,jitngsi,jitngsi,jts,jts,True,False
jī-káu-àm,二九暗,16,jī-káu-àm,ji7kau2am3,ji7kau2am3,jikauam,jikauam,jka,jka,True,False
jī-káu-mî,二九暝,16,jī-káu-mî,ji7kau2mi5,ji7kau2mi5,jikaumi,jikaumi,jkm,jkm,True,False
jī-gōo-gûn,二五銀,16,jī-gō͘-gûn,ji7goo7gun5,ji7goo7gun5,jigoogun,jigoogun,jgg,jgg,True,False
jī-pat-liân,二八年,16,jī-pat-liân,ji7pat4lian5,ji7pat4lian5,jipatlian,jipatlian,jpl,jpl,True,False
jī-tsa̍p-niú,二十兩,16,jī-cha̍p-niú,ji7tsap8niu2,ji7chap8niu2,jitsapniu,jichapniu,jtn,jcn,True,False
jī-sì-hàu,二四孝,16,jī-sì-hàu,ji7si3hau3,ji7si3hau3,jisihau,jisihau,jsh,jsh,True,False
jī-hu-jîn,二夫人,16,jī-hu-jîn,ji7hu1jin5,ji7hu1jin5,jihujin,jihujin,jhj,jhj,True,False
jī-hun-tshin,二婚親,16,jī-hun-chhin,ji7hun1tshin1,ji7hun1chhin1,jihuntshin,jihunchhin,jht,jhc,True,False
lí-phiat-tshiu,二撇鬚,16,lí-phiat-chhiu,li2phiat4tshiu1,li2phiat4chhiu1,liphiattshiu,liphiatchhiu,lpt,lpc,True,False
jī-ge̍h-jī,二月二,16,jī-ge̍h-jī,ji7geh8ji7,ji7geh8ji7,jigehji,jigehji,jgj,jgj,True,False
jī-iân-pūn,二椽笨,16,jī-iân-pūn,ji7ian5pun7,ji7ian5pun7,jiianpun,jiianpun,jip,jip,True,False
jī-pōo-tshit,二步七,16,jī-pō͘-chhit,ji7poo7tshit4,ji7poo7chhit4,jipootshit,jipoochhit,jpt,jpc,True,False
jī-pūn-kheh,二笨客,16,jī-pūn-kheh,ji7pun7kheh4,ji7pun7kheh4,jipunkheh,jipunkheh,jpk,jpk,True,False
jī-tíng-tsut,二等卒,16,jī-téng-chut,ji7ting2tsut4,ji7teng2chut4,jitingtsut,jitengchut,jtt,jtc,True,False
jī-hue-bīn,二花面,16,jī-hoe-bīn,ji7hue1bin7,ji7hoe1bin7,jihuebin,jihoebin,jhb,jhb,True,False
jī-lōo-hè,二路貨,16,jī-lō͘-hè,ji7loo7he3,ji7loo7he3,jiloohe,jiloohe,jlh,jlh,True,False
jī-tńg-kheh,二返客,16,jī-tńg-kheh,ji7tng2kheh4,ji7tng2kheh4,jitngkheh,jitngkheh,jtk,jtk,True,False
jī-piàn-tsháu,二遍草,16,jī-piàn-chháu,ji7pian3tshau2,ji7pian3chhau2,jipiantshau,jipianchhau,jpt,jpc,True,False
jī-lông-kun,二郎君,16,jī-lông-kun,ji7long5kun1,ji7long5kun1,jilongkun,jilongkun,jlk,jlk,True,False
jī-lông-biō,二郎廟,16,jī-lông-biō,ji7long5bio7,ji7long5bio7,jilongbio,jilongbio,jlb,jlb,True,False
jī-tîng-siânn,二重城,16,jī-têng-siâⁿ,ji7ting5siann5,ji7teng5siann5,jitingsiann,jitengsiann,jts,jts,True,False
jī-mn̂g-tshìng,二門槍,16,jī-mn̂g-chhèng,ji7mng5tshing3,ji7mng5chheng3,jimngtshing,jimngchheng,jmt,jmc,True,False
