hanzi,tl,frequency
渡海來臺,tōo-hái-lâi-tâi,12
渡臺禁令,tōo-tâi-kìm-līng,12
溫室氣體,un-sik-khì-thé,12
溶解現象,iông-kái-hiān-siōng,12
漢番界碑,hàn-huan-kài-pi,12
澎湖群島,phînn-ôo-kûn-tó,12
濫糝開墾,lām-sám-khai-khún,12
濫色效果,lām-sik-hāu-kó,12
火力發電,hué-li̍k-huat-tiān,12
無線電波,bô-suànn-tiān-pho,12
熱帶氣候,jia̍t-tài-khì-hāu,12
熱帶雨林,jia̍t-tài-ú-lîm,12
燈籃仔花,ting-nâ-á-hue,12
營養繁殖,îng-ióng-huân-si̍t,12
物流中心,bu̍t-liû-tiong-sim,12
特色產業,ti̍k-sik-sán-gia̍p,12
狗齒仔組,káu-khí-á-tsoo,12
玻片樣本,po-phìnn-iūnn-pún,12
玻璃棍仔,po-lê-kùn-á,12
班級公約,pan-kip-kong-iok,12
班級幹部,pan-kip-kàn-pōo,12
班級自治,pan-kip-tsū-tī,12
球類運動,kiû-luī-ūn-tōng,12
瓷仔藝家,huî-á-gē-ka,12
生態保育,sing-thài-pó-io̍k,12
生態環境,sing-thài-khuân-kíng,12
生態資源,sing-thài-tsu-guân,12
生殖器官,sing-si̍t-khì-kuan,12
生殖系統,sing-si̍t-hē-thóng,12
生活公約,sing-ua̍h-kong-iok,12
生活器物,sing-ua̍h-khì-bu̍t,12
生活方式,sing-ua̍h-hong-sik,12
生物科技,sing-bu̍t-kho-ki,12
生物資源,sing-bu̍t-tsu-guân,12
生長激素,sing-tióng-kik-sòo,12
產地履歷,sán-tē-lí-li̍k,12
產業類別,sán-gia̍p-luī-pia̍t,12
用字遣詞,iōng-jī-khián-sû,12
田水雞泅,tshân-tsuí-ke-siû,12
留言字條,liû-giân-jī-tiâu,12
畢業典禮,pit-gia̍p-tián-lé,12
畫面寸尺,uē-bīn-tshùn-tshioh,12
異味怪味,ī-bī-kuài-bī,12
異國文化,ī-kok-bûn-huà,12
異極相吸,ī-ki̍k-sio-khip,12
發揮創意,huat-hui-tshòng-ì,12
百位數字,pah-uī-sòo-jī,12
百科全書,pah-kho-tsuân-su,12
直式乘法,ti̍t-sik-sîng-huat,12
直式加法,ti̍t-sik-ka-huat,12
直式減法,ti̍t-sik-kiám-huat,12
直式計算,ti̍t-sik-kè-sǹg,12
直式除法,ti̍t-sik-tî-huat,12
直接比較,ti̍t-tsiap-pí-kàu,12
直觀比較,ti̍t-kuan-pí-kàu,12
省略符號,síng-lio̍k-hû-hō,12
看圖講話,khuànn-tôo-kóng-uē,12
真珠版畫,tsin-tsu-pán-uē,12
眩車藥仔,hîn-tshia-io̍h-á,12
石器時期,tsio̍h-khì-sî-kî,12
石蕊試紙,tsio̍h-luí-tshì-tsuá,12
碳鋅電池,thuànn-sin-tiān-tî,12
磁力強弱,tsû-li̍k-kiông-jio̍k,12
磁力現象,tsû-li̍k-hiān-siōng,12
磁浮列車,tsû-hû-lia̍t-tshia,12
社區營造,siā-khu-îng-tsō,12
社會救助,siā-huē-kiù-tsōo,12
社會服務,siā-huē-ho̍k-bū,12
社會福利,siā-huē-hok-lī,12
社會秩序,siā-huē-tia̍t-sū,12
社會組織,siā-huē-tsoo-tsit,12
社會行為,siā-huē-hîng-uî,12
社會規範,siā-huē-kui-huān,12
社會變遷,siā-huē-piàn-tshian,12
社會責任,siā-huē-tsik-jīm,12
社會運動,siā-huē-ūn-tōng,12
社會階級,siā-huē-kai-kip,12
祖先崇拜,tsóo-sian-tsông-pài,12
神主牌仔,sîn-tsú-pâi-á,12
神怪故事,sîn-kuài-kòo-sū,12
福爾摩沙,hō-lú-môo-sa,12
科技產業,kho-ki-sán-gia̍p,12
科舉考試,kho-kí-khó-tshì,12
移墾社會,î-khún-siā-huē,12
移民文化,î-bîn-bûn-huà,12
種樹綠化,tsìng-tshiū-li̍k-huà,12
空氣流動,khong-khì-liû-tōng,12
立方公分,li̍p-hong-kong-hun,12
立方公寸,li̍p-hong-kong-tshùn,12
立方公尺,li̍p-hong-kong-tshioh,12
立法機關,li̍p-huat-ki-kuan,12
立體作品,li̍p-thé-tsok-phín,12
立體形體,li̍p-thé-hîng-thé,12
立體結構,li̍p-thé-kiat-kòo,12
第一人稱,tē-it-jîn-tshing,12
第三人稱,tē-sann-jîn-tshing,12
第二人稱,tē-jī-jîn-tshing,12
第二性徵,tē-jī-sìng-ting,12
等值分數,tíng-ta̍t-hun-sòo,12
等差中項,tíng-tsha-tiong-hāng,12
等差數列,tíng-tsha-sòo-lia̍t,12
等差級數,tíng-tsha-kip-sòo,12
等比中項,tíng-pí-tiong-hāng,12
等量公理,tíng-liōng-kong-lí,12
管弦樂器,kuán-hiân-ga̍k-khì,12
管弦樂團,kuán-hiân-ga̍k-thuân,12
管絃樂團,kuán-hiân-ga̍k-thuân,12
節能減碳,tsiat-lîng-kiám-thuànn,12
簡化問題,kán-huà-būn-tê,12
簡化計算,kán-huà-kè-sǹg,12
粗瓷仔塗,tshoo-huî-á-thôo,12
粗調節輪,tshoo-tiâu-tsiat-lûn,12
精緻農業,tsing-tì-lông-gia̍p,12
糞埽分類,pùn-sò-hun-luī,12
糞埽減量,pùn-sò-kiám-liōng,12
紅柑仔色,âng-kam-á-sik,12
紅茄仔色,âng-kiô-á-sik,12
紙片拼貼,tsuá-phìnn-phing-tah,12
細狗齒仔,sè-káu-khí-á,12
細粒mòo-tah,sè-lia̍p-mòo-tah,12
結尾敬語,kiat-bué-kìng-gí,12
結核桿菌,kiat-hi̍k-kuáinn-khún,12
絞螺仔風,ká-lê-á-hong,12
統一發票,thóng-it-huat-phiò,12
經濟發展,king-tsè-huat-tián,12
綠能產業,li̍k-lîng-sán-gia̍p,12
綠色建築,li̍k-sik-kiàn-tio̍k,12
綠色消費,li̍k-sik-siau-huì,12
綠色能源,li̍k-sik-lîng-guân,12
網版印刷,bāng-pán-ìn-suat,12
網狀葉脈,bāng-tsōng-hio̍h-me̍h,12
網路購物,bāng-lōo-kòo-bu̍t,12
網路霸凌,bāng-lōo-pà-lîng,12
網際網路,bāng-tsè-bāng-lōo,12
緊急聯絡,kín-kip-liân-lo̍k,12
總字劃數,tsóng-jī-ue̍h-sòo,12
總統直選,tsóng-thóng-ti̍t-suán,12
美洲板塊,bí-tsiu-pán-khuài,12
義務教育,gī-bū-kàu-io̍k,12
老人年金,lāu-lâng-nî-kim,12
耆老老大,kî-ló-lāu-tuā,12
耐力運動,nāi-li̍k-ūn-tōng,12
耐熱材質,nāi-jia̍t-tsâi-tsit,12
耳空鬼仔,hīnn-khang-kuí-á,12
肉食動物,jio̍k-si̍t-tōng-bu̍t,12
肢體霸凌,ki-thé-pà-lîng,12
胎生動物,thai-sing-tōng-bu̍t,12
胸腺激素,hing-suànn-kik-sòo,12
能源危機,lîng-guân-guî-ki,12
腐蝕作用,hú-si̍t-tsok-iōng,12
臨時動議,lîm-sî-tōng-gī,12
自動駕駛,tsū-tōng-kà-sú,12
自我價值,tsū-ngóo-kè-ta̍t,12
自治組織,tsū-tī-tsoo-tsit,12
自然保育,tsū-jiân-pó-io̍k,12
自然崇拜,tsū-jiân-tsông-pài,12
自然文學,tsū-jiân-bûn-ha̍k,12
自然景觀,tsū-jiân-kíng-kuan,12
自然環境,tsū-jiân-khuân-kíng,12
自然生態,tsū-jiân-sing-thài,12
自然神明,tsū-jiân-sîn-bîng,12
自然科學,tsū-jiân-kho-ha̍k,12
自然資源,tsū-jiân-tsu-guân,12
自由貿易,tsū-iû-bōo-i̍k,12
自由軟體,tsū-iû-nńg-thé,12
臺中盆地,tâi-tiong-phûn-tē,12
臺北盆地,tâi-pak-phûn-tē,12
臺灣本島,tâi-uân-pún-tó,12
臺灣歌仔,tâi-uân-kua-á,12
臺灣民報,tâi-uân-bîn-pò,12
臺灣海峽,tâi-uân-hái-kiap,12
臺灣議會,tâi-uân-gī-huē,12
色散現象,sik-suànn-hiān-siōng,12
花綵列島,hua-tshái-lia̍t-tó,12
苗栗事件,biâu-li̍k-sū-kiānn,12
草食動物,tsháu-si̍t-tōng-bu̍t,12
荷蘭時期,hô-lân-sî-kî,12
荷西時代,hô-se-sî-tāi,12
荷西時期,hô-se-sî-kî,12
萬有引力,bān-iú-ín-li̍k,12
落地生根,lo̍h-tē-sing-kin,12
蓮葉效應,liân-hio̍h-hāu-ìng,12
蕨類植物,kueh-luī-si̍t-bu̍t,12
藍色公路,nâ-sik-kong-lōo,12
藝術創作,gē-su̍t-tshòng-tsok,12
蘇州𥰔仔,soo-tsiu-phín-á,12
虎克定律,hóo-khik-tīng-lu̍t,12
虹吸現象,hông-khip-hiān-siōng,12
螢光色水,îng-kng-sik-tsuí,12
血管硬化,hueh-kńg-ngē-huà,12
血緣關係,hiat-iân-kuan-hē,12
行政機關,hîng-tsìng-ki-kuan,12
行進樂隊,hîng-tsìn-ga̍k-tuī,12
表演藝術,piáu-ián-gē-su̍t,12
表達感情,piáu-ta̍t-kám-tsîng,12
裝置藝術,tsong-tì-gē-su̍t,12
複合圖形,ho̍k-ha̍p-tôo-hîng,12
複合形體,ho̍k-ha̍p-hîng-thé,12
西南季風,sai-lâm-kuì-hong,12
西太平洋,se-thài-pîng-iûnn,12
西沙群島,sai-sua-kûn-tó,12
西部平原,se-pōo-pîng-guân,12
西部走廊,se-pōo-tsáu-lông,12
覆地弓身,phak-tē-king-sin,12
視力檢查,sī-li̍k-kiám-tsa,12
視覺藝術,sī-kak-gē-su̍t,12
觀測天氣,kuan-tshik-thinn-khì,12
角柱底面,kak-thiāu-té-bīn,12
角結膜炎,kak-kiat-mo̍oh-iām,12
言語霸凌,giân-gí-pà-lîng,12
言論自由,giân-lūn-tsū-iû,12
語句擴寫,gí-kù-khok-siá,12
語文常識,gí-bûn-siông-sik,12
語文能力,gí-bûn-lîng-li̍k,12
語言表達,gí-giân-piáu-ta̍t,12
課文大意,khò-bûn-tāi-ì,12
變溫動物,piàn-un-tōng-bu̍t,12
貧富差距,pîn-hù-tsha-kī,12
貿易協定,bōo-i̍k-hia̍p-tīng,12
資料篋仔,tsu-liāu-kheh-á,12
資源開發,tsu-guân-khai-huat,12
資訊產業,tsu-sìn-sán-gia̍p,12
資訊科技,tsu-sìn-kho-ki,12
蹛的環境,tuà-ê-khuân-kíng,12
身心健康,sin-sim-kiān-khong,12
身體機能,sin-thé-ki-lîng,12
軍事防禦,kun-sū-hông-gū,12
農業社會,lông-gia̍p-siā-huē,12
農漁牧業,lông-hî-bo̍k-gia̍p,12
退位減法,thè-uī-kiám-huat,12
通訊設施,thong-sìn-siat-si,12
通貨膨脹,thong-huè-phòng-tiòng,12
速度記號,sok-tōo-kì-hō,12
造字方法,tsō-jī-hong-huat,12
連續記號,liân-sio̍k-kì-hō,12
進位加法,tsìn-uī-ka-huat,12
遊戲器材,iû-hì-khì-tsâi,12
遊戲軟體,iû-hì-nńg-thé,12
運動傷害,ūn-tōng-siong-hāi,12
運動習慣,ūn-tōng-si̍p-kuàn,12
運動表現,ūn-tōng-piáu-hiān,12
運輸設施,ūn-su-siat-si,12
過度開發,kuè-tōo-khai-huat,12
違章建築,uî-tsiong-kiàn-tio̍k,12
遞移關係,tē-î-kuan-hē,12
遠距教學,uán-kī-kàu-ha̍k,12
都市計畫,too-tshī-kè-uē,12
鄉土文學,hiong-thóo-bûn-ha̍k,12
酸性溶液,sng-sìng-iông-i̍k,12
酸鹼中和,sng-kinn-tiong-hô,12
醫療資源,i-liâu-tsu-guân,12
里民大會,lí-bîn-tāi-huē,12
重複記號,tiông-ho̍k-kì-hō,12
重量單位,tāng-liōng-tan-uī,12
野生動物,iá-sing-tōng-bu̍t,12
金言玉語,kim-giân-gio̍k-gí,12
鈕仔電池,liú-á-tiān-tî,12
銅管樂器,tâng-kuán-ga̍k-khì,12
鎳氫電池,gia̍t-khing-tiān-tî,12
鐵人三項,thih-lâng-sann-hāng,12
鐵枝仔路,thih-ki-á-lōo,12
長度單位,tn̂g-tōo-tan-uī,12
長濱文化,tiông-pin-bûn-huà,12
開合跳步,khui-ha̍p-thiàu-pōo,12
開放港口,khai-hòng-káng-kháu,12
開漳聖王,khai-tsiang-sìng-ông,12
開發土地,khai-huat-thóo-tē,12
開花植物,khui-hue-si̍t-bu̍t,12
間接比較,kàn-tsiap-pí-kàu,12
閱讀心得,ua̍t-tho̍k-sim-tik,12
關鍵字詞,kuan-kiān-jī-sû,12
防毒軟體,hông-to̍k-nńg-thé,12
防疫措施,hông-i̍k-tshòo-si,12
降低半音,kàng-kē-puàn-im,12
除法估算,tî-huat-kóo-sǹg,12
除法算式,tî-huat-sǹg-sik,12
隔代家庭,keh-tāi-ka-tîng,12
雄性激素,hiông-sìng-kik-sòo,12
集會遊行,tsi̍p-huē-iû-hîng,12
雌性激素,tshu-sìng-kik-sòo,12
雜食動物,tsa̍p-si̍t-tōng-bu̍t,12
雲門舞集,hûn-bûn-bú-tsi̍p,12
電子地圖,tiān-tsú-tē-tôo,12
電子媒體,tiān-tsú-muî-thé,12
電子支付,tiān-tsú-tsi-hù,12
電子發票,tiān-tsú-huat-phiò,12
電源開關,tiān-guân-khai-kuan,12
電火泡仔,tiān-hué-pho̍k-á,12
電火球仔,tiān-hué-kiû-á,12
電磁作用,tiān-tsû-tsok-iōng,12
電視購物,tiān-sī-kòo-bu̍t,12
霧社事件,bū-siā-sū-kiānn,12
青壯年期,tshing-tsòng-liân-kî,12
青少年期,tshing-siàu-liân-kî,12
青跤仔鷸,tshenn-kha-á-u̍t,12
非接觸力,hui-tsiap-tshiok-li̍k,12
非洲板塊,hui-tsiu-pán-khuài,12
面積公式,bīn-tsik-kong-sik,12
面積單位,bīn-tsik-tan-uī,12
音樂世家,im-ga̍k-sè-ka,12
音樂創作,im-ga̍k-tshòng-tsok,12
音樂天份,im-ga̍k-thian-hūn,12
音樂記號,im-ga̍k-kì-hō,12
音符名稱,im-hû-miâ-tshing,12
音符符號,im-hû-hû-hō,12
音色真厚,im-sik-tsin-kāu,12
順手發球,sūn-tshiú-huat-kiû,12
風俗民情,hong-sio̍k-bîn-tsîng,12
風俗習慣,hong-sio̍k-si̍p-kuàn,12
風力發電,hong-li̍k-huat-tiān,12
風化作用,hong-huà-tsok-iōng,12
飲食均衡,ím-si̍t-kin-hîng,12
飲食文化,ím-si̍t-bûn-huà,12
飲食習慣,ím-si̍t-si̍p-kuàn,12
飽和脂肪,pá-hô-tsi-hong,12
首調唱名,siú-tiāu-tshiùnn-miâ,12
馬偕牧師,má-kai-bo̍k-su,12
馬祖列島,má-tsóo-lia̍t-tó,12
馬關條約,má-kuan-tiâu-iok,12
高速鐵路,ko-sok-thih-lōo,12
鳥鼠仔色,niáu-tshí-á-sik,12
鹼性電池,kinn-sìng-tiān-tî,12
原住民,guân-tsū-bîn,11
清水,tshing-tsuí,11
紅霞,âng-hê,11
苧仔,tē-á,11
銅鑼,tâng-lô,11
a小調音階,a-sió-tiāu-im-kai,10
一日生活圈,tsi̍t-ji̍t-sing-ua̍h-khuan,10
三聲部合唱,sann-siann-pōo-ha̍p-tshiùnn,10
三角形,sann-kak-hîng,10
三角形矸仔,sann-kak-hîng-kan-á,10
上大公因數,siōng-tuā-kong-in-sòo,10
上細公倍數,siōng-sè-kong-puē-sòo,10
上課,siōng-khò,10
下底,ē-té,10
下淡水溪,ē-tām-tsuí-khe,10
世界展望會,sè-kài-tián-bōng-huē,10
中央氣象局,tiong-iong-khì-siōng-kio̍k,10
中性水溶液,tiong-sìng-tsuí-iông-i̍k,10
中秋,tiong-tshiu,10
主題,tsú-tê,10
主題情境法,tsú-tê-tsîng-kíng-huat,10
乘法分配律,sîng-huat-hun-phuè-lu̍t,10
九九乘法表,kiú-kiú-sîng-huat-pió,10
九二一地動,kiú-jī-it-tē-tāng,10
九層塔,káu-tsàn-thah,10
九龍公道杯,kiú-liông-kong-tō-pue,10
二二八事件,jī-jī-pat-sū-kiānn,10
二位數減法,jī-uī-sòo-kiám-huat,10
二分休止符,jī-hun-hiu-tsí-hû,10
二十四節氣,jī-tsa̍p-sì-tseh-khuì,10
亞洲,a-tsiu,10
交流,kau-liû,10
交通,kau-thong,10
交通運輸網,kau-thong-ūn-su-bāng,10
人口,jîn-kháu,10
人類,jîn-luī,10
仰角觀測器,gióng-kak-kuan-tshik-khì,10
低氣壓中心,kē-khì-ap-tiong-sim,10
作品,tsok-phín,10
作者,tsok-tsiá,10
保生大帝,pó-sing-tāi-tè,10
保育類動物,pó-io̍k-luī-tōng-bu̍t,10
保育類生物,pó-io̍k-luī-sing-bu̍t,10
信仰,sìn-gióng,10
信用卡,sìn-iōng-khah,10
倉庫,tshng-khòo,10
個人答喙鼓,kò-jîn-tap-tshuì-kóo,10
偏見,phian-kiàn,10
健康,kiān-khong,10
傳承,thuân-sîng,10
傳統農漁業,thuân-thóng-lông-hî-gia̍p,10
光線,kng-suànn,10
兒童合唱團,jî-tông-ha̍p-tshiùnn-thuân,10
全程馬拉松,tsuân-tîng-ma-lá-sóng,10
全穀根莖類,tsuân-kok-kin-king-luī,10
全等三角形,tsuân-tíng-sann-kak-hîng,10
全等多邊形,tsuân-tíng-to-pinn-hîng,10
兩位純小數,nn̄g-uī-sûn-sió-sòo,10
八分休止符,peh-hun-hiu-tsí-hû,10
八卦山,pat-kuà-suann,10
公分,kong-hun,10
公尺,kong-tshioh,10
公斤,kong-kin,10
公路,kong-lōo,10
公里,kong-lí,10
六十進位法,la̍k-tsa̍p-tsìn-uī-huat,10
六大類食物,la̍k-tuā-luī-si̍t-bu̍t,10
共同質因數,kiōng-tông-tsit-in-sòo,10
冬天,tang-thinn,10
冬季六邊形,tang-kuì-la̍k-pinn-hîng,10
冬季大三角,tang-kuì-tuā-sann-kak,10
冬節,tang-tseh,10
冰角,ping-kak,10
出業,tshut-gia̍p,10
出版,tshut-pán,10
出草,tshut-tsháu,10
切換使用者,tshiat-uānn-sú-iōng-tsiá,10
副熱帶氣候,hù-jia̍t-tài-khì-hāu,10
力量,li̍k-liōng,10
加工出口區,ka-kang-tshut-kháu-khu,10
勇健,ióng-kiānn,10
動物,tōng-bu̍t,10
動詞,tōng-sû,10
勞動基準法,lô-tōng-ki-tsún-huat,10
勞工,lô-kang,10
化學,huà-ha̍k,10
十三行文化,tsa̍p-sann-hâng-bûn-huà,10
十三行遺址,tsa̍p-sann-hâng-uî-tsí,10
十二段變奏,tsa̍p-jī-tuānn-piàn-tsàu,10
十八仔,si̍p-pat-á,10
十六分音符,tsa̍p-la̍k-hun-im-hû,10
十字交乘法,si̍p-jī-kau-sîng-huat,10
千里鏡,tshian-lí-kiànn,10
半包圍結構,puànn-pau-uî-kiat-kòo,10
卵仁,nn̄g-jîn,10
卵白質,nn̄g-pe̍h-tsit,10
原住民文化,guân-tsū-bîn-bûn-huà,10
原因,guân-in,10
參考,tsham-khó,10
反應,huán-ìng,10
可再生資源,khó-tsài-sing-tsu-guân,10
司法,su-huat,10
合併段意法,ha̍p-pìng-tuānn-ì-huat,10
名姓,miâ-sènn,10
向倒爿掠齊,hiòng-tò-pîng-lia̍h-tsê,10
向正爿掠齊,hiòng-tsiànn-pîng-lia̍h-tsê,10
和平紀念日,hô-pîng-kì-liām-ji̍t,10
唐山過臺灣,tn̂g-suann-kuè-tâi-uân,10
商業,siong-gia̍p,10
噍吧哖事件,ta-pa-nî-sū-kiānn,10
四分休止符,sì-hun-hiu-tsí-hû,10
四大古文明,sì-tuā-kóo-bûn-bîng,10
四拍指揮法,sù-phik-tsí-hui-huat,10
四捨五入法,sì-siá-gōo-ji̍p-huat,10
四格尪仔圖,sì-keh-ang-á-tôo,10
四秀仔,sì-siù-á,10
因端,in-tuann,10
國家音樂廳,kok-ka-im-ga̍k-thiann,10
國語傳習所,kok-gí-thuân-si̍p-sóo,10
國際,kok-tsè,10
國際競爭力,kok-tsè-kīng-tsing-li̍k,10
國際管樂節,kok-tsè-kuán-ga̍k-tseh,10
圓山仔文化,înn-suann-á-bûn-huà,10
圓山仔遺址,înn-suann-á-uî-tsí,10
圓形百分圖,înn-hîng-pah-hun-tôo,10
圓扇形面積,înn-sìnn-hîng-bīn-tsik,10
團體,thuân-thé,10
地址,tē-tsí,10
地平線,tē-pîng-suànn,10
地面天氣圖,tē-bīn-thinn-khì-tôo,10
地點,tē-tiám,10
埃及太陽曆,ai-ki̍p-thài-iông-li̍k,10
城市,siânn-tshī,10
執行,tsip-hîng,10
培墓,puē-bōng,10
基金會,ki-kim-huē,10
堅凍,kian-tàng,10
報告,pò-kò,10
塗炭,thôo-thuànn,10
墨盤,ba̍k-puânn,10
夏季大三角,hā-kuì-tuā-sann-kak,10
多元,to-guân,10
大坌坑文化,tuā-pùn-khenn-bûn-huà,10
大王椰子樹,tāi-ông-iâ-tsí-tshiū,10
大甲,tāi-kah,10
大航海時代,tuā-hâng-hái-sî-tāi,10
大西洋,tāi-se-iûnn,10
大陸冷氣團,tāi-lio̍k-líng-khì-thuân,10
天文學,thian-bûn-ha̍k,10
天狗熱,thian-káu-jia̍t,10
太平洋,thài-pîng-iûnn,10
太平洋地區,thài-pîng-iûnn-tē-khu,10
太平洋板塊,thài-pîng-iûnn-pán-khuài,10
太空,thài-khong,10
太陽能發電,thài-iông-lîng-huat-tiān,10
太陽能電枋,thài-iông-lîng-tiān-pang,10
失覺察,sit-kak-tshat,10
好額人,hó-gia̍h-lâng,10
媒體,muî-thé,10
孔明車,khóng-bîng-tshia,10
安全帽,an-tsuân-bō,10
宗教,tsong-kàu,10
室內管樂團,sik-lāi-kuán-ga̍k-thuân,10
家扶基金會,ka-hû-ki-kim-huē,10
寄話,kià-uē,10
寒天,kuânn-thinn,10
寫法,siá-huat,10
對應,tuì-ìng,10
對稱中心線,tuì-tshìng-tiong-sim-suànn,10
對聯,tuì-liân,10
尖角三角形,tsiam-kak-sann-kak-hîng,10
山崙,suann-lūn,10
山嶺,suann-niá,10
崩山,pang-suann,10
工商業社會,kang-siong-gia̍p-siā-huē,10
工廠,kang-tshiúnn,10
工業,kang-gia̍p,10
工藝,kang-gē,10
巴洛克音樂,pa-lo̍k-khik-im-ga̍k,10
市民代表會,tshī-bîn-tāi-piáu-huē,10
市長,tshī-tiúnn,10
布袋戲尪仔,pòo-tē-hì-ang-á,10
干欄式房屋,kan-nuâ-sik-pâng-ok,10
平埔族,pênn-poo-tso̍k,10
平臺式鋼琴,pênn-tâi-sik-kǹg-khîm,10
平行四邊形,pîng-hîng-sì-pinn-hîng,10
度晬,tōo-tsè,10
弦樂四重奏,hiân-ga̍k-sù-tîng-tsàu,10
強力電磁鐵,kiông-li̍k-tiān-tsû-thih,10
形容詞,hîng-iông-sû,10
形態,hîng-thài,10
形體,hîng-thé,10
心理,sim-lí,10
心血管疾病,sim-hueh-kńg-tsi̍t-pēnn,10
心血管病變,sim-hueh-kńg-pēnn-piàn,10
心跳,sim-thiàu,10
感冒,kám-mōo,10
憲法,hiàn-huat,10
成本,sîng-pún,10
戶政事務所,hōo-tsìng-sū-bū-sóo,10
所費,sóo-huì,10
手巾仔,tshiú-kin-á,10
手蹄仔,tshiú-tê-á,10
手電,tshiú-tiān,10
抗生素,khòng-sing-sòo,10
抽象,thiu-siōng,10
拍拍,phah-phik,10
拜拜,pài-pài,10
指指,kí-tsáinn,10
指示符號,tsí-sī--hû-hō,10
挺水性植物,thíng-tsuí-sìng-si̍t-bu̍t,10
捷運,tsia̍t-ūn,10
排球,pâi-kiû,10
搬戲,puann-hì,10
摘要,tiah-iàu,10
教堂,kàu-tn̂g,10
數字,sòo-jī,10
文史工作室,bûn-sú-kang-tsok-sik,10
文字,bûn-jī,10
文學,bûn-ha̍k,10
新石器文化,sin-tsio̍h-khì-bûn-huà,10
新石器時代,sin-tsio̍h-khì-sî-tāi,10
新石器時期,sin-tsio̍h-khì-sî-kî,10
方向,hong-hiòng,10
日頭懸度角,ji̍t-thâu-kuân-tōo-kak,10
日頭觀測器,ji̍t-thâu-kuan-tshik-khì,10
春季大三角,tshun-kuì-tuā-sann-kak,10
時行,sî-kiânn,10
普及,phóo-ki̍p,10
暑假,sú-ká,10
暗光鳥,àm-kong-tsiáu,10
最簡整數比,tsuè-kán-tsíng-sòo-pí,10
月相的變化,gue̍h-siòng-ê-piàn-huà,10
有機農產品,iú-ki-lông-sán-phín,10
本領,pún-líng,10
朱一貴事件,tsu-it-kuì-sū-kiānn,10
林爽文事件,lîm-sóng-bûn-sū-kiānn,10
柑仔蜜,kam-á-bi̍t,10
格式,keh-sik,10
梯形四角柱,thui-hîng-sì-kak-thiāu,10
棺柴,kuann-tshâ,10
植物,si̍t-bu̍t,10
檨仔,suāinn-á,10
次中音笛仔,tshù-tiong-im-ta̍t-á,10
歌仔,kua-á,10
歌仔戲,kua-á-hì,10
歌曲,kua-khik,10
歌聲,kua-siann,10
歌詞,kua-sû,10
歐洲,au-tsiu,10
歡迎,huan-gîng,10
正十二邊形,tsiànn-tsa̍p-jī-pinn-hîng,10
正比例關係,tsìng-pí-lē-kuan-hē,10
死亡,sí-bông,10
殖民,si̍t-bîn,10
每分公尺數,muí-hun-kong-tshioh-sòo,10
每秒公尺數,muí-bió-kong-tshioh-sòo,10
比例,pí-lē,10
比較,pí-kàu,10
民俗,bîn-sio̍k,10
氟氯碳化物,hut-lio̍k-thuànn-huà-bu̍t,10
氣口,khuì-kháu,10
氣味,khì-bī,10
氣象,khì-siōng,10
水道水,tsuí-tō-tsuí,10
沉水性植物,tîm-tsuí-sìng-si̍t-bu̍t,10
泅水,siû-tsuí,10
流行,liû-hîng,10
流行性感冒,liû-hîng-sìng-kám-mōo,10
浮葉性植物,phû-hio̍h-sìng-si̍t-bu̍t,10
海沙埔,hái-sua-poo,10
消化,siau-huà,10
液化石油氣,i̍k-huà-tsio̍h-iû-khì,10
淡水,tām-tsuí,10
港口,káng-kháu,10
港埠型都市,káng-poo-hîng-too-tshī,10
漁港,hî-káng,10
漏壺計時器,lāu-ôo-kè-sî-khì,10
演員,ián-uân,10
演奏,ián-tsàu,10
演講,ián-káng,10
漢藥,hàn-io̍h,10
濁水溪,lô-tsuí-khe,10
濟人答喙鼓,tsē-lâng-tap-tshuì-kóo,10
火燒島,hué-sio-tó,10
無國界醫生,bû-kok-kài-i-sing,10
無完全小節,bô-uân-tsuân-sió-tsat,10
無完全燒化,bô-uân-tsuân-sio-huà,10
無完全變態,bô-uân-tsuân-piàn-thài,10
無扇葉電風,bû-sìnn-hio̍h-tiān-hong,10
煮食,tsú-tsia̍h,10
熱天,jua̍h-thinn,10
熱帶氣候區,jia̍t-tài-khì-hāu-khu,10
牡丹社事件,bóo-tan-siā-sū-kiānn,10
現代化建設,hiān-tāi-huà-kiàn-siat,10
球箠,kiû-tshuê,10
瑞士,suī-sū,10
瓷仔纖維網,huî-á-tshiam-uî-bāng,10
生物多樣性,sing-bu̍t-to-iūnn-sìng,10
生質能發電,sing-tsit-lîng-huat-tiān,10
畢氏定理,pit--sī-tīng-lí,10
番人公學校,huan-jîn-kong-ha̍k-hāu,10
番麥,huan-be̍h,10
發光二極體,huat-kng-jī-ki̍k-thé,10
發炎,huat-iām,10
白頭鵠仔,pe̍h-thâu-khok-á,10
百分位數字,pah-hun-uī-sòo-jī,10
百合花,pik-ha̍p-hue,10
皇民化運動,hông-bîn-huà-ūn-tōng,10
直轄市政府,ti̍t-hat-tshī-tsìng-hú,10
直轄市議會,ti̍t-hat-tshī-gī-huē,10
相片,siòng-phìnn,10
碼頭,bé-thâu,10
神經,sîn-king,10
秋季四邊形,tshiu-kuì-sì-pinn-hîng,10
科學,kho-ha̍k,10
空心塑膠枋,khang-sim-sok-ka-pang,10
空氣,khong-khì,10
空氣發射器,khong-khì-huat-siā-khì,10
第一人稱法,tē-it-jîn-tshing-huat,10
