hanzi,tl,frequency
卵胎生,luán-thai-sing,16
厚水期,kāu-tsuí-kî,16
原因法,guân-in-huat,16
原子筆,guân-tsú-pit,16
去倒走,khì-tò-tsáu,16
參考體,tsham-khó-thé,16
反光枋,huán-kng-pang,16
反光鏡,huán-kng-kiànn,16
反射光,huán-siā-kng,16
反經石,huán-king-tsio̍h,16
反義詞,huán-gī-sû,16
反霸凌,huán-pà-lîng,16
取消鍵,tshú-siau-kiān,16
取消齒,tshú-siau-khí,16
受精卵,siū-tsing-luán,16
口服藥,kháu-ho̍k-io̍h,16
口蹄疫,kháu-tê-i̍k,16
口風琴,kháu-hong-khîm,16
古典舞,kóo-tián-bú,16
古典詩,kóo-tián-si,16
古文明,kóo-bûn-bîng,16
古蘭經,kóo-lân-king,16
可燃物,khó-jiân-bu̍t,16
司法院,su-huat-īnn,16
合唱團,ha̍p-tshiùnn-thuânn,16
合唱曲,ha̍p-tshiùnn-khik,16
合奏曲,ha̍p-tsàu-khik,16
合體字,ha̍p-thé-jī,16
吊䘥仔,tiàu-kah-á,16
吊鬼仔,tiàu-kuí-á,16
同位角,tông-uī-kak,16
同樂會,tông-lo̍k-huē,16
同類詞,tông-luī-sû,16
吸水紙,khip-tsuí-tsuá,16
呼應法,hoo-ìng-huat,16
和目鏡,hô-ba̍k-kiànn,16
咸豐草,hâm-hong-tsháu,16
哭調仔,khàu-tiāu-á,16
商調式,siong-tiāu-sik,16
問候語,būn-hāu-gí,16
喇叭喙,lá-pah-tshuì,16
喙空癌,tshuì-khang-gâm,16
喙食物,tshuì-tsia̍h-mi̍h,16
喙齒根,tshuì-khí-kin,16
單簧管,tan-hông-kuán,16
器樂曲,khì-ga̍k-khik,16
四位數,sì-uī-sòo,16
四四拍,sù-sù-phik,16
四字詞,sì-jī-sû,16
四弦琴,sì-hiân-khîm,16
四等星,sì-tíng-tshenn,16
四角柱,sì-kak-thiāu,16
四角錐,sì-kak-tsui,16
四重奏,sù-tîng-tsàu,16
因果句,in-kó-kù,16
囡仔兄,gín-á-hiann,16
囡仔冊,gín-á-tsheh,16
囡仔古,gín-á-kóo,16
囡仔姊,gín-á-tsí,16
囡仔戲,gín-á-hì,16
囡仔書,gín-á-tsu,16
囡仔歌,gín-á-kua,16
囡仔魚,gín-á-hî,16
囡仔齣,gín-á-tshut,16
固定點,kòo-tīng-tiám,16
國姓爺,kok-sìng-iâ,16
國慶日,kok-khìng-ji̍t,16
國際化,kok-tsè-huà,16
圓周率,înn-tsiu-lu̍t,16
圓周長,înn-tsiu-tn̂g,16
圓形圖,înn-hîng-tôo,16
圓扇形,înn-sìnn-hîng,16
圓柱體,înn-thiāu-thé,16
圓栱門,uân-kong-mn̂g,16
圓滑線,înn-ku̍t-suànn,16
圓箍仔,înn-khoo-á,16
圓舞曲,înn-bú-khik,16
圓面積,înn-bīn-tsik,16
圓鼓吹,înn-kóo-tshue,16
土風舞,thóo-hong-bú,16
地下水,tē-hā-tsuí,16
地下莖,tē-hā-king,16
地動帶,tē-tāng-tài,16
地平面,tē-pîng-bīn,16
地球儀,tē-kiû-gî,16
地表水,tē-piáu-tsuí,16
坪仔田,pênn-á-tshân,16
培養皿,puê-ióng-bíng,16
基準量,ki-tsún-liōng,16
塗觱哹,thôo-pi-pu,16
壯丁團,tsòng-ting-thuân,16
壯年期,tsòng-liân-kî,16
外來語,guā-lâi-gí,16
外接圓,guā-tsiap-înn,16
多位數,to-uī-sòo,16
多元化,to-guân-huà,16
多樣性,to-iūnn-sìng,16
多邊形,to-pinn-hîng,16
多音字,to-im-jī,16
多項式,to-hāng-sik,16
夜行性,iā-hîng-sìng,16
大gí仔,tuā-gí-á,16
大人齒,tuā-lâng-khí,16
大前鋒,tuā-tsiân-hong,16
大口家,tuā-kháu-ke,16
大口灶,tuā-kháu-tsàu,16
大坌坑,tuā-pūn-khenn,16
大家口,tuā-ke-kháu,16
大家庭,tuā-ka-tîng,16
大提琴,tuā-thê-khîm,16
大朝年,tuā-tiâu-nî,16
大氣層,tāi-khì-tsân,16
大水蟻,tuā-tsuí-hiā,16
大洋洲,tāi-iûnn-tsiu,16
大犬座,tāi-khián-tsō,16
大獵祭,tuā-la̍h-tsè,16
大紅花,tuā-âng-hue,16
大肚仔,tuā-tōo-á,16
大腸癌,tuā-tn̂g-gâm,16
大自然,tāi-tsū-jiân,16
大賣場,tuā-bē-tiûnn,16
大車齒,tuā-tshia-khí,16
大鍵琴,tuā-kiān-khîm,16
大阮琴,tuā-guán-khîm,16
大陸島,tāi-lio̍k-tó,16
大齒輪,tuā-khí-lûn,16
天兔座,thinn-thòo-tsō,16
天文台,thian-bûn-tâi,16
天氣圖,thinn-khì-tôo,16
天津四,thian-tin-sì,16
天然氣,thian-jiân-khì,16
天狼星,thian-lông-tshenn,16
天琴座,thian-khîm-tsō,16
天竺葵,thian-tiok-khuê,16
天蠍座,thian-giat-tsō,16
天鵝座,thinn-gô-tsō,16
天鷹座,thian-ing-tsō,16
太極拳,thài-ki̍k-kûn,16
太空人,thài-khong-jîn,16
太空船,thài-khong-tsûn,16
太陽能,thài-iông-lîng,16
夾注號,kiap-tsù-hō,16
女低音,lí-kē-im,16
女高音,lí-ko-im,16
好朋友,hó-pîng-iú,16
子午針,tsú-ngóo-tsiam,16
子宮頭,tsú-kiong-thâu,16
字劃數,jī-ue̍h-sòo,16
字條仔,jī-tiâu-á,16
孢子囊,pau-tsí-lông,16
守門員,siú-mn̂g-uân,16
完全數,uân-tsuân-sòo,16
完美數,uân-bí-sòo,16
宗親會,tsong-tshin-huē,16
定位枋,tīng-uī-pang,16
定滑輪,tīng-ku̍t-lûn,16
定音鼓,tīng-im-kóo,16
客家人,kheh-ka-lâng,16
室內樂,sik-lāi-ga̍k,16
室女座,sik-lú-tsō,16
室宿一,sik-siù-it,16
室宿二,sik-siù-jī,16
宮廷舞,kiong-tîng-bú,16
宮調式,kiong-tiāu-sik,16
密密生,ba̍t-ba̍t-senn,16
寒人,kuânn--lâng,16
寒著,kuânn--tio̍h,16
實驗室,si̍t-giām-sik,16
實驗組,si̍t-giām-tsoo,16
專業化,tsuan-gia̍p-huà,16
對半分,tuì-puànn-pun,16
對反詞,tuì-huán-sû,16
對應角,tuì-ìng-kak,16
對應邊,tuì-ìng-pinn,16
對應點,tuì-ìng-tiám,16
對拗剪,tuì-áu-tsián,16
對比色,tuì-pí-sik,16
對照組,tuì-tsiàu-tsoo,16
對照表,tuì-tsiàu-pió,16
對稱角,tuì-tshìng-kak,16
對稱邊,tuì-tshìng-pinn,16
對稱點,tuì-tshìng-tiám,16
對角線,tuì-kak-suànn,16
對頂角,tuì-tíng-kak,16
小作家,sió-tsok-ka,16
小前鋒,sió-tsiân-hong,16
小喇叭,sió-lá-pah,16
小學校,sió-ha̍k-hāu,16
小快板,sió-khuài-pán,16
小提琴,sió-thê-khîm,16
小數倍,sió-sòo-puē,16
小數點,sió-sòo-tiám,16
小朋友,sió-pîng-iú,16
小犬座,siáu-khián-tsō,16
小白菜,sió-pe̍h-tshài,16
小節線,sió-tsiat-suànn,16
小行板,sió-hîng-pán,16
小雨燕,sió-ú-iàn,16
少囝化,tsió-kiánn-huà,16
少子化,siáu-tsú-huà,16
尖仔尾,tsiam-á-bué,16
尪仔仁,ang-á-jîn,16
尪仔冊,ang-á-tsheh,16
尪仔頭,ang-á-thâu,16
屈尺角,khut-tshioh-kak,16
山坡地,suann-pho-tē,16
山櫻花,suann-ing-hue,16
山水畫,san-suí-uē,16
山烏鶖,suann-oo-tshiu,16
山瑞香,suann-suī-hiong,16
山藥薯,suann-io̍h-tsî,16
工作列,kang-tsok-lia̍t,16
工務局,kang-bū-kio̍k,16
工商業,kang-siong-gia̍p,16
工業區,kang-gia̍p-khu,16
工藝品,kang-gē-phín,16
巨蟹座,kī-hāi-tsō,16
市公所,tshī-kong-sóo,16
市政府,tshī-tsìng-hú,16
市議會,tshī-gī-huē,16
帶分數,tài-hun-sòo,16
帶原者,tài-guân-tsiá,16
帶小數,tài-sió-sòo,16
幌振動,hàinn-tín-tāng,16
干擾素,kan-jiáu-sòo,16
平均數,pîng-kin-sòo,16
平常年,pîng-siông-nî,16
平方根,pîng-hong-kin,16
平行線,pîng-hîng-suànn,16
平行脈,pîng-hîng-me̍h,16
平衡感,pîng-hîng-kám,16
平衡木,pîng-hîng-bo̍k,16
平飛球,pênn-pue-kiû,16
幼兒期,iù-jî-kî,16
幼葉仔,iù-hio̍h-á,16
幾點半,kuí-tiám-puànn,16
底邊長,té-pinn-tn̂g,16
底面積,té-bīn-tsik,16
弓仔秤,king-á-tshìn,16
弓箭步,king-tsìnn-pōo,16
弦切角,hiân-tshiat-kak,16
弦樂器,hiân-ga̍k-khì,16
弦樂團,hiân-ga̍k-thuân,16
弱起拍,jio̍k-khí-phik,16
彈鋼琴,tuânn-kǹg-khîm,16
形聲字,hîng-siann-jī,16
彩色筆,tshái-sik-pit,16
徛直線,khiā-ti̍t-suànn,16
御夫座,gū-hu-tsō,16
微生物,bî-sing-bu̍t,16
微生菌,bî-sing-khún,16
徵調式,tí-tiāu-sik,16
心宿二,sim-siok-jī,16
心智圖,sim-tì-tôo,16
心絞疼,sim-ká-thiànn,16
心臟病,sim-tsōng-pēnn,16
志工隊,tsì-kang-tuī,16
快速鍵,khuài-sok-kiān,16
快速齒,khuài-sok-khí,16
性侵害,sìng-tshim-hāi,16
性命力,sènn-miā-li̍k,16
性教育,sìng-kàu-io̍k,16
性霸凌,sìng-pà-lîng,16
性騷擾,sìng-so-jiáu,16
恆春城,hîng-tshun-siânn,16
想像力,sióng-siōng-li̍k,16
愛滋病,ài-tsu-pēnn,16
感嘆號,kám-thàn-hō,16
感想法,kám-sióng-huat,16
感著,kám--tio̍h,16
慢性病,bān-sìng-pēnn,16
慣用跤,kuàn-iōng-kha,16
懸度角,kuân-tōo-kak,16
懸發球,kuân-huat-kiû,16
懸閣強,kuân-koh-kiông,16
懸飛球,kuân-pue-kiû,16
成年期,sîng-liân-kî,16
成年禮,sîng-liân-lé,16
成正比,sîng-tsìng-pí,16
戒嚴令,kài-giâm-līng,16
戲尪仔,hì-ang-á,16
手工包,tshiú-kang-pau,16
手工業,tshiú-kang-gia̍p,16
手搖鈴,tshiú-iô-lîng,16
手風琴,tshiú-hong-khîm,16
打耳祭,tá-ní-tsè,16
托體能,thuh-thé-lîng,16
投影片,tâu-iánn-phìnn,16
投票率,tâu-phiò-lu̍t,16
抗力臂,khòng-li̍k-pì,16
抗力點,khòng-li̍k-tiám,16
折仔戲,tsiat-á-hì,16
折線圖,tsiat-suànn-tôo,16
抽象畫,thiu-siōng-uē,16
抾字紙,khioh-jī-tsuá,16
拋物線,phau-bu̍t-suànn,16
拍喙鼓,phah-tshuì-kóo,16
拍噗仔,phah-pho̍k-á,16
拍官司,phah-kuann-si,16
拍拍器,phah-phik-khì,16
拍風雷,phah-hong-luî,16
拼貼法,phing-tah-huat,16
拼貼畫,phing-tah-uē,16
指北極,tsí-pak-ki̍k,16
指北針,tsí-pak-tsiam,16
指南極,tsí-lâm-ki̍k,16
指南針,tsí-lâm-tsiam,16
指揮家,tsí-hui-ka,16
指揮法,tsí-hui-huat,16
指數律,tsí-sòo-lu̍t,16
指示劑,tsí-sī-tse,16
指示藥,tsí-sī-io̍h,16
挺水性,thíng-tsuí-sìng,16
捋仔田,lua̍h-á-tshân,16
捙畚斗,tshia-pùn-táu,16
排水溝,pâi-tsuí-kau,16
掖種祭,iā-tsíng-tsè,16
掠篙泅,lia̍h-ko-siû,16
探墓厝,thàm-bōng-tshù,16
接力賽,tsiap-li̍k-sài,16
接物鏡,tsiap-bu̍t-kiànn,16
接目鏡,tsiap-bo̍k-kiànn,16
接觸力,tsiap-tshiok-li̍k,16
接觸面,tsiap-tshiok-bīn,16
控制鈕,khòng-tsè-liú,16
插敘法,tshah-sū-huat,16
插畫家,tshah-uē-ka,16
揣對象,tshuē-tuì-siōng,16
搖頭丸,iô-thâu-uân,16
摩擦力,môo-tshat-li̍k,16
撇頓點,phiat-tùn-tiám,16
擊樂器,kik-ga̍k-khì,16
擬人化,gí-jîn-huà,16
擬人法,gí-jîn-huat,16
收納袋,siu-la̍p-tē,16
放大圖,hòng-tuā-tôo,16
放水燈,pàng-tsuí-ting,16
敏捷度,bín-tsia̍t-tōo,16
敏捷性,bín-tsia̍t-sìng,16
敘述句,sū-su̍t-kù,16
教師節,kàu-su-tseh,16
散文集,suànn-bûn-tsi̍p,16
整十倍,tsíng-tsa̍p-puē,16
整數倍,tsíng-sòo-puē,16
整百倍,tsíng-pah-puē,16
數字線,sòo-jī-suànn,16
文言文,bûn-giân-bûn,16
斜對角,tshua̍h-tuì-kak,16
斜糕形,tshiâ-ko-hîng,16
新住民,sin-tsū-bîn,16
新朋友,sin-pîng-iú,16
新港文,sin-káng-bûn,16
新移民,sin-î-bîn,16
新𥰔仔,sin-phín-á,16
方位盤,hong-uī-puânn,16
方位角,hong-uī-kak,16
方向性,hong-hiòng-sìng,16
方向盤,hong-hiòng-puânn,16
方解石,hong-kái-tsio̍h,16
施力臂,si-li̍k-pì,16
施力點,si-li̍k-tiám,16
旋轉角,suân-tsuán-kak,16
日本海,ji̍t-pún-hái,16
日頭光,ji̍t-thâu-kng,16
星期制,sing-kî-tsè,16
時計果,sî-kè-kó,16
景氣䆀,kíng-khì-bái,16
暈染法,ūn-jiám-huat,16
暖氣團,luán-khì-thuân,16
暖空氣,luán-khong-khì,16
暖色系,luán-sik-hē,16
暖色調,luán-sik-tiāu,16
曲棍球,khiok-kùn-kiû,16
書名號,su-bîng-hō,16
曹公圳,tsô-kong-tsùn,16
月偏蝕,gue̍h-phian-sit,16
月全蝕,gue̍h-tsuân-sit,16
有理化,iú-lí-huà,16
有雄卵,ū-hîng-nn̄g,16
服務業,ho̍k-bū-gia̍p,16
木刻版,bo̍k-khik-pán,16
木心枋,bo̍k-sim-pang,16
木本莖,bo̍k-pún-king,16
未知數,bī-ti-sòo,16
末啟詞,bua̍t-khé-sû,16
東半球,tang-puànn-kiû,16
枋仔畫,pang-á-uē,16
果子類,kué-tsí-luī,16
染印法,ní-ìn-huat,16
柔軟度,jiû-nńg-tōo,16
柝仔板,kho̍k-á-pán,16
查字典,tshâ-jī-tián,16
查音表,tshâ-im-pió,16
柱仔形,thiāu-á-hîng,16
柱仔頭,thiāu-á-thâu,16
根莖類,kin-king-luī,16
格仔枋,keh-á-pang,16
條件句,tiâu-kiānn-kù,16
棲息地,tshe-sik-tē,16
植物欉,si̍t-bu̍t-tsâng,16
樂府詩,ga̍k-hú-si,16
欣賞曲,him-sióng-khik,16
欶水紙,suh-tsuí-tsuá,16
歕喙仔,pûn-tshuì-á,16
歡送詞,huan-sàng-sû,16
殼仔絃,khak-á-hiân,16
比例尺,pí-lē-tshioh,16
比率圖,pí-lu̍t-tôo,16
比較量,pí-kàu-liōng,16
毫公升,hô-kong-tsin,16
民族舞,bîn-tso̍k-bú,16
氟化物,hut-huà-bu̍t,16
氣溫計,khì-un-kè,16
氣生根,khì-sing-kin,16
氣象局,khì-siōng-kio̍k,16
水墨畫,tsuí-ba̍k-uē,16
水墨紙,tsuí-ba̍k-tsuá,16
水彩畫,tsuí-tshái-uē,16
水彩筆,tsuí-tshái-pit,16
水果類,tsuí-kó-luī,16
水溶液,tsuí-iông-i̍k,16
水燈節,tsuí-ting-tseh,16
水蜈蚣,tsuí-giâ-kang,16
水資源,tsuí-tsu-guân,16
水雞泅,tsuí-ke-siû,16
沈葆楨,sím-pó-tsing,16
沉水性,tîm-tsuí-sìng,16
沖沖滾,tshiâng-tshiâng-kún,16
油脂類,iû-tsi-luī,16
法國號,huat-kok-hō,16
泡棉膠,phàu-mî-ka,16
注射筒,tsù-siā-tâng,16
注意力,tsù-ì-li̍k,16
洗衫粉,sé-sann-hún,16
流浪狗,liû-lōng-káu,16
流線型,liû-suànn-hîng,16
浮葉性,phû-hio̍h-sìng,16
海蝕崁,hái-si̍t-khàm,16
海蝕洞,hái-si̍t-tōng,16
消水溝,siau-tsuí-kau,16
消費者,siau-huì-tsiá,16
消防局,siau-hông-kio̍k,16
消防栓,siau-hông-sng,16
添加物,thiam-ka-bu̍t,16
清真寺,tshing-tsin-sī,16
渲染法,suàn-jiám-huat,16
湳仔地,làm-á-tē,16
溶去,iûnn--khì,16
溶氧量,iûnn-ióng-liōng,16
溶解量,iông-kái-liōng,16
滯留鋒,tī-liû-hong,16
滾藥水,kún-io̍h-tsuí,16
演化論,ián-huà-lūn,16
演奏曲,ián-tsàu-khik,16
漚去,àu--khì,16
漢文化,hàn-bûn-huà,16
潑水節,phuah-tsuí-tseh,16
澹水地,tâm-tsuí-tē,16
激骨話,kik-kut-uē,16
濟歲人,tsē-huè-lâng,16
濫色紙,lām-sik-tsuá,16
火山島,hué-suann-tó,16
火燒雲,hué-sio-hûn,16
火車路,hué-tshia-lōo,16
烏焦蛇,oo-ta-tsuâ,16
烏笛仔,oo-ta̍t-á,16
烏跤病,oo-kha-pēnn,16
烏雉雞,oo-thī-ke,16
烏𪐞紅,oo-tòo-âng,16
無人島,bû-jîn-tó,16
無線電,bô-suànn-tiān,16
無退位,bô-thè-uī,16
無進位,bô-tsìn-uī,16
焦水期,ta-tsuí-kî,16
焦涸涸,ta-khok-khok,16
焦燥劑,ta-sò-tse,16
焦電池,ta-tiān-tî,16
熔去,iûnn--khì,16
熱人,jua̍h--lâng,16
熱傳導,jia̍t-thuân-tō,16
熱對流,jia̍t-tuì-liû,16
燃素說,jiân-sòo-suat,16
燈仔花,ting-á-hue,16
燒空氣,sio-khong-khì,16
營養份,îng-ióng-hūn,16
營養素,îng-ióng-sòo,16
父親節,hū-tshin-tseh,16
牙周病,gê-tsiu-pēnn,16
牙菌斑,gê-khún-pan,16
牛郎星,gû-nn̂g-tshenn,16
牧夫座,bo̍k-hu-tsō,16
狗齒仔,káu-khí-á,16
獅仔座,sai-á-tsō,16
獵戶座,la̍h-hōo-tsō,16
玻片夾,po-phìnn-ngeh,16
玻璃紙,po-lê-tsuá,16
現代化,hiān-tāi-huà,16
現代舞,hiān-tāi-bú,16
現代詩,hiān-tāi-si,16
瑠公圳,liû-kong-tsùn,16
甚快板,sīm-khuài-pán,16
生刀草,tshenn-to-tsháu,16
生理期,sing-lí-kî,16
生產線,sing-sán-suànn,16
生產者,sing-sán-tsiá,16
甲狀腺,kah-tsōng-suànn,16
男中音,lâm-tiong-im,16
男低音,lâm-kē-im,16
留言枋,lâu-giân-pang,16
畜牧業,thiok-bo̍k-gia̍p,16
畢宿五,pit-siù-gōo,16
畫圖紙,uē-tôo-tsuá,16
疑問句,gî-būn-kù,16
病原體,pēnn-guân-thé,16
病媒蠓,pēnn-muî-báng,16
登革熱,ting-kik-jia̍t,16
發電機,huat-tiān-ki,16
發電量,huat-tiān-liōng,16
白糊仔,pe̍h-kôo-á,16
白羊座,pe̍h-iûnn-tsō,16
白話文,pe̍h-uē-bûn,16
白話詩,pe̍h-uē-si,16
白黏膠,pe̍h-liâm-ka,16
百位數,pah-uī-sòo,16
百億位,pah-ik-uī,16
百分位,pah-hun-uī,16
百分比,pah-hun-pí,16
百家姓,pik-ka-sènn,16
百數表,pah-sòo-pió,16
百萬位,pah-bān-uī,16
皮猴戲,phuê-kâu-hì,16
皮脂腺,phuê-tsi-suànn,16
皮膚色,phuê-hu-sik,16
監察院,kàm-tshat-īnn,16
監護人,kàm-hōo-jîn,16
目版畫,ba̍k-pán-uē,16
直排輪,ti̍t-pâi-lûn,16
直角柱,ti̍t-kak-thiāu,16
直轄市,ti̍t-hat-tshī,16
相交叉,sio-kau-tshe,16
相倚邊,sio-uá-pinn,16
相拍電,sio-phah-tiān,16
相閃球,sio-siám-kiû,16
省水器,síng-tsuí-khì,16
眉形月,bî-hîng-gue̍h,16
真分數,tsin-hun-sòo,16
真珠枋,tsin-tsu-pang,16
短文集,té-bûn-tsi̍p,16
短除法,té-tî-huat,16
短𥰔仔,té-phín-á,16
矮靈祭,é-lîng-tsè,16
石灰水,tsio̍h-hue-tsuí,16
石版畫,tsi̍oh-pán-uē,16
硩年錢,teh-nî-tsînn,16
磁力線,tsû-li̍k-suànn,16
礦物質,khòng-bu̍t-tsit,16
社交舞,siā-kau-bú,16
祈使句,kî-sú-kù,16
祖靈祭,tsóo-lîng-tsè,16
祝福語,tsiok-hok-gí,16
神主牌,sîn-tsú-pâi,16
禮拜制,lé-pài-tsè,16
禮拜堂,lé-pài-tn̂g,16
禽流感,khîm-liû-kám,16
科學家,kho-ha̍k-ka,16
種小名,tsíng-sió-miâ,16
空手道,khang-tshiú-tō,16
空氣柱,khong-khì-thiāu,16
空白鍵,khàng-pe̍h-kiān,16
空白齒,khàng-pe̍h-khí,16
空間感,khong-kan-kám,16
穿線器,tshng-suànn-khì,16
立法院,li̍p-huat-īnn,16
竹篙舞,tik-ko-bú,16
竹籐藝,tik-tîn-gē,16
笛仔聲,ta̍t-á-siann,16
等壓線,tíng-ap-suànn,16
答喙鼓,tap-tshuì-kóo,16
管樂器,kuán-ga̍k-khì,16
管樂團,kuán-ga̍k-thuân,16
管樂隊,kuán-ga̍k-tuī,16
管絃樂,kuán-hiân-ga̍k,16
管風琴,kuán-hong-khîm,16
節奏感,tsiat-tsàu-kám,16
粉蠟筆,hún-la̍h-pit,16
粗瓷器,tshoo-huî-khì,16
糞埽場,pùn-sò-tiûnn,16
紅目墘,âng-ba̍k-kînn,16
紅目症,âng-ba̍k-tsìng,16
紅紫色,âng-tsí-sik,16
紅銅線,âng-tâng-suànn,16
純女聲,sûn-lí-siann,16
純小數,sûn-sió-sòo,16
純樂器,sûn-ga̍k-khì,16
純男聲,sûn-lâm-siann,16
紗仔衫,se-á-sann,16
紙尪仔,tsuá-ang-á,16
紙黏塗,tsuá-liâm-thôo,16
索仔步,soh-á-pōo,16
紫外線,tsí-guā-suànn,16
細gí仔,sè-gí-á,16
細車齒,sè-tshia-khí,16
細齒輪,sè-khí-lûn,16
紲接寫,suà-tsiap-siá,16
終止線,tsiong-tsí-suànn,16
結合律,kiat-ha̍p-lu̍t,16
結合線,kiat-ha̍p-suànn,16
結核病,kiat-hu̍t-pēnn,16
結構圖,kiat-kòo-tôo,16
結膜炎,kiat-mo̍oh-iām,16
絕對值,tsua̍t-tuì-ta̍t,16
絕緣體,tsua̍t-iân-thé,16
統計圖,thóng-kè-tôo,16
統計表,thóng-kè-pió,16
經倒,kenn--tó,16
綠島鄉,li̍k-tó-hiong,16
綠建築,li̍k-kiàn-tio̍k,16
維生素,uî-sing-sòo,16
維管束,uî-kńg-sok,16
網狀脈,bāng-tsōng-me̍h,16
線段圖,suànn-tuānn-tôo,16
線逝圖,suànn-tsuā-tôo,16
縣政府,kuān-tsìng-hú,16
縣議會,kuān-gī-huē,16
縮小圖,sok-sió-tôo,16
總督府,tsóng-tok-hú,16
織女星,tsit-lí-tshenn,16
罰球區,hua̍t-kiû-khu,16
美術館,bí-su̍t-kuán,16
羽調式,ú-tiāu-sik,16
習寫字,si̍p-siá-jī,16
考試院,khó-tshì-īnn,16
耳空吱,hīnn-khang-ki,16
耶誕節,iâ-tàn-tseh,16
聯合國,liân-ha̍p-kok,16
聽故事,thiann-kòo-sū,16
肉粽節,bah-tsàng-tseh,16
肌耐力,ki-nāi-li̍k,16
肝包油,kuann-pau-iû,16
肝硬化,kuann-ngē-huà,16
肺活量,hì-ua̍h-liōng,16
胃腸炎,uī-tn̂g-iām,16
背風面,puē-hong-bīn,16
胎兒期,thai-jî-kî,16
胎生栽,thai-sing-tsai,16
胎生苗,thai-sing-biâu,16
胰島素,î-tó-sòo,16
脫氧劑,thuat-ióng-tse,16
腐蝕性,hú-si̍t-sìng,16
腦中風,náu-tiòng-hong,16
腰子病,io-tsí-pēnn,16
腸病毒,tn̂g-pēnn-to̍k,16
膨尾鼠,phòng-bué-tshí,16
膨紗衫,phòng-se-sann,16
自然段,tsū-jiân-tuānn,16
自然界,tsū-jiân-kài,16
自由球,tsū-iû-kiû,16
自輪車,tsū-lián-tshia,16
自轉車,tsū-tsuán-tshia,16
臭去,tshàu--khì,16
臭柿仔,tshàu-khī-á,16
臺灣島,tâi-uân-tó,16
色鉛筆,sik-iân-pit,16
芭蕾舞,pa-lê-bú,16
花菜類,hue-tshài-luī,16
花蓮溪,hua-liân-khe,16
英仙座,ing-sian-tsō,16
英國管,ing-kok-kuán,16
茭白筍,kha-pe̍h-sún,16
草本莖,tsháu-pún-king,16
荷蘭人,hô-lân-lâng,16
菜蔬類,tshài-se-luī,16
華氏,huâ--sī,16
萬分位,bān-hun-uī,16
落地掃,lo̍h-tē-sàu,16
落山風,lo̍h-suann-hong,16
葉仔形,hio̍h-á-hîng,16
葉仔柄,hio̍h-á-pènn,16
葉仔邊,hio̍h-á-pinn,16
葉菜類,hio̍h-tshài-luī,16
葵扇形,khuê-sìnn-hîng,16
蒸氣機,tsing-khì-ki,16
蔬菜類,soo-tshài-luī,16
薄鹽酸,po̍h-iâm-sng,16
藏書票,tsông-su-phiò,16
號頭聲,hō-thâu-siann,16
虹吸瓶,hông-khip-pân,16
蛤仔泅,kap-á-siû,16
蜂仔炮,phang-á-phàu,16
蠓仔薰,báng-á-hun,16
蠓仔香,báng-á-hiunn,16
行政院,hîng-tsìng-īnn,16
街路圖,ke-lōo-tôo,16
表演者,piáu-ián-tsiá,16
表面積,piáu-bīn-tsik,16
衫仔弓,sann-á-king,16
衫仔架,sann-á-kè,16
衫架仔,sann-kè-á,16
被乘數,pī-sîng-sòo,16
被加數,pī-ka-sòo,16
被減數,pī-kiám-sòo,16
被除數,pī-tî-sòo,16
裝飾音,tsong-sik-im,16
製造業,tsè-tsō-gia̍p,16
西半球,sai-puànn-kiû,16
西卡紙,se-khah-tsuá,16
西螺溪,sai-lê-khe,16
覆水泅,phak-tsuí-siû,16
規律性,kui-lu̍t-sìng,16
視星等,sī-tshenn-tíng,16
觀光業,kuan-kong-gia̍p,16
觀察力,kuan-tshat-li̍k,16
角調式,kak-tiāu-sik,16
解嚴令,kái-giâm-līng,16
解析度,kái-sik-tōo,16
計時器,kè-sî-khì,16
計算式,kè-sǹg-sik,16
記敘文,kì-sū-bûn,16
設問法,siat-būn-huat,16
設計圖,siat-kè-tôo,16
設計師,siat-kè-su,16
設計感,siat-kè-kám,16
設計者,siat-kè-tsiá,16
註解號,tsù-kái-hō,16
認讀字,jīn-tha̍k-jī,16
語言列,gí-giân-lia̍t,16
語體文,gí-thé-bûn,16
調節輪,tiâu-tsiat-lûn,16
議論文,gī-lūn-bûn,16
變奏曲,piàn-tsàu-khik,16
豬肝色,ti-kuann-sik,16
賊仔星,tsha̍t-á-tshenn,16
質因數,tsit-in-sòo,16
赤尾鮐,tshiah-bué-tai,16
赤崁樓,tshiah-khàm-lâu,16
走相掠,tsáu-sio-lia̍h,16
走相逐,tsáu-sio-jiok,16
超距力,tshiau-kī-li̍k,16
超連結,tshiau-liân-kiat,16
跙流籠,tshū-liû-lông,16
跤踏車,kha-ta̍h-tshia,16
跳索仔,thiàu-soh-á,16
踢踏舞,that-ta̍h-bú,16
身份證,sin-hūn-tsìng,16
身軀身,sin-khu-sin,16
車齒組,tshia-khí-tsoo,16
軸半徑,ti̍k-puànn-kìng,16
載物臺,tsài-bu̍t-tâi,16
輪半徑,lián-puànn-kìng,16
轉大人,tńg-tuā-lâng,16
轉折句,tsuán-tsiat-kù,16
轉折號,tsuán-tsiat-hō,16
轉踅盤,tńg-se̍h-puânn,16
農作物,lông-tsok-bu̍t,16
農民曆,lông-bîn-li̍k,16
退片鈕,thè-phìnn-liú,16
透大風,thàu-tuā-hong,16
透視法,thàu-sī-huat,16
造字法,tsō-jī-huat,16
連接號,liân-tsiap-hō,16
