tl,hanzi,frequency
tik-á-tshài,竹仔菜,16
tik-á-hio̍h,竹仔葉,16
tik-tsat-hông,竹節黃,16
tik-hio̍h-lâm,竹葉楠,16
pit-á-tsháu,筆仔草,16
pit-tâng-tshiū,筆筒樹,16
pit-lô-tsí,筆羅子,16
kun-thâu-tik,筋頭竹,16
tsat-tsat-âng,節節紅,16
tsat-tsat-hue,節節花,16
tîn-tik-á,籐竹仔,16
bí-nâ-tsháu,米籃草,16
tshoo-khng-á,粗糠仔,16
tshoo-khng-kak,粗糠壳,16
pùn-ki-tîn,糞箕藤,16
âng-lin-tsháu,紅乳草,16
âng-kāu-khak,紅厚殼,16
âng-tsí-á,紅子仔,16
âng-sim-á,紅心仔,16
âng-tshîng-peh,紅松柏,16
âng-káu-tsan,紅校櫕,16
âng-mn̂g-tsháu,紅毛草,16
âng-tām-pí,紅淡比,16
âng-tsu-á,紅珠仔,16
âng-tsu-bo̍k,紅珠木,16
âng-tshân-oo,紅田烏,16
âng-phê-kua,紅皮柯,16
âng-sia̍h-liû,紅石榴,16
âng-tsí-soo,紅紫蘇,16
âng-bah-tōo,紅肉杜,16
âng-ka-tang,紅茄苳,16
âng-pi-muâ,紅蓖麻,16
âng-ì-á,紅薏仔,16
âng-bīn-huan,紅面番,16
âng-kut-tsuâ,紅骨蛇,16
âng-hōng-tshài,紅鳳菜,16
suè-hio̍h-lâm,細葉楠,16
sù-bî-tsháu,絮薇草,16
si-suànn-tsháu,絲線草,16
lik-san-ôo,綠珊瑚,16
tiû-tshun-hue,綢春花,16
tàu-piah-hông,罩壁黃,16
iûnn-tài-lâi,羊帶來,16
iûnn-kang-tshì,羊牨刺,16
iûnn-kak-tāu,羊角豆,16
gī-nâ-puânn,義藍盤,16
huan-hûn-tsháu,翻魂草,16
hī-kau-tsháu,耳鉤草,16
ian-tsi-hue,胭脂花,16
kha-bú-tsháu,脚母草,16
kha-bak-tsháu,脚目草,16
kha-pe̍h-sún,腳白筍,16
sàn-huih-tsháu,臭天黃,16
tshàu-sái-lâm,臭屎楠,16
tshàu-sái-kue,臭屎瓜,16
tshàu-tshuan-kiong,臭川芎,16
tshàu-kám-tsháu,臭敢草,16
tshàu-khang-á,臭空仔,16
tshàu-tsho-tsháu,臭臊草,16
tshàu-phû-iông,臭芙蓉,16
ōo-koo-tsháu,芋菰草,16
khóo-līng-kang,苦楝江,16
khóo-līng-kū,苦楝舅,16
khóo-kue-tsháu,苦瓜草,16
khóo-nâ-puânn,苦藍盤,16
ing-á-tsháu,英仔草,16
tang-e-tshài,苳萵菜,16
hm̂-á-tsháu,茅仔草,16
bâ-lî-tik,茅茹竹,16
ba̍k-nī-hue,茉莉花,16
ka-pe̍h-sún,茭白筍,16
tê-sî-hông,茶匙黃,16
tê-bí-tsháu,茶米草,16
tê-si-hông,茶絲黃,16
tâng-o-tshài,茼萵菜,16
hô-lân-tsû,荷蘭薯,16
ho-lin-tāu,荷蘭豆,16
tshinn-hong-tsháu,菁方草,16
kiok-hue-bo̍k,菊花木,16
tshài-to-tāu,菜刀豆,16
tshài-tsháu-thâu,菜草頭,16
bān-siū-kó,萬壽果,16
bān-liân-siông,萬年松,16
bān-kun-tsháu,萬斤草,16
bān-thô-hue,萬桃花,16
bān-tiám-kim,萬點金,16
pián-thiok-tsháu,萹蓄草,16
lo̍h-khak-tsan,落殼櫕,16
hio̍h-ē-tsu,葉下珠,16
hio̍h-ē-pe̍h,葉下白,16
hio̍h-ē-âng,葉下紅,16
kuah-tîn-tsháu,葛藤草,16
hô-lôo-pû,葫蘆匏,16
pôo-kong-ing,蒲公英,16
kuà-tshiú-hiunn,蓋手香,16
pi-muâ-á,蓖麻仔,16
liân-tsiau-hue,蓮蕉花,16
tshuà-pán-tsháu,蔡板草,16
huan-á-tshì,蕃仔刺,16
huan-á-uan,蕃仔灣,16
huan-á-hue,蕃仔花,16
huan-á-tîn,蕃仔藤,16
huan-á-tāu,蕃仔豆,16
huan-tshì-á,蕃刺仔,16
huan-pô-uân,蕃婆怨,16
huan-pô-tshiū,蕃婆樹,16
huan-pô-uan,蕃婆灣,16
han-tsû-kū,蕃薯舅,16
keh-niau-tsháu,蕨猫草,16
po̍h-kiunn-á,薄姜仔,16
hóo-kā-hông,虎咬廣,16
hóo-kā-hông,虎咬癀,16
hóo-bé-lân,虎尾蘭,16
hóo-m̂-tshì,虎梅刺,16
hóo-jiáu-tāu,虎爪豆,16
hóo-phê-lâm,虎皮楠,16
hôo-hī-tsháu,虎耳草,16
hóo-thâu-kam,虎頭柑,16
sat-bú-tsí,虱母子,16
sat-bú-thâu,虱母頭,16
sat-pìn-tsháu,虱篦草,16
báng-á-hun,蚊仔煙,16
juā-á-tsháu,蚋仔草,16
juē-á-tsháu,蚋仔草,16
tsuâ-tsi̍h-hông,蛇舌黃,16
ngôo-bî-tāu,蛾眉豆,16
hê-kong-tshiu,蝦公鬚,16
hê-koo-tsháu,蝦蛄草,16
ôo-tia̍p-lân,蝴蝶蘭,16
hôo-sîn-si̍t,蝴蠅翼,16
tsîm-kóng-tshài,蟳管菜,16
sîn-si̍t-tsháu,蠅翼草,16
ô-khak-á,蠔殼仔,16
niû-á-tshiū,蠶仔樹,16
kiàn-hông-hông,見紅黃,16
kuan-im-tik,觀音竹,16
piàn-tē-hut,變地忽,16
ti-sái-tshài,豬屎菜,16
ti-tshài-tsháu,豬菜草,16
niau-kong-tshi,貓公刺,16
tsha̍t-á-tshiū,賊仔樹,16
sù-bí-tsháu,賜米草,16
tshiah-kun-tshài,赤根菜,16
tshiah-huih-á,赤血仔,16
tsáu-bé-thai,走馬胎,16
ku-tsiân-tsháu,車前草,16
kè-suann-hiunn,過山香,16
kuè-suann-lîng,過山龍,16
kè-kang-lîng,過江龍,16
ké-kau-tshái,過溝菜,16
kè-kau-lîng,過溝龍,16
sik-kia-kó,釋迦果,16
kim-put-huàn,金不換,16
kim-tsài-kau,金再鈎,16
kim-kiàm-tsháu,金劍草,16
kim-ha̍p-huan,金合歡,16
kim-siā-liû,金榭榴,16
kim-tsio̍h-ha̍k,金石斛,16
kim-sia̍h-liû,金石榴,16
kim-tsio̍h-uí,金石韋,16
kim-suànn-liân,金線蓮,16
kim-hī-tuī,金耳墜,16
kim-tsiam-tshài,金針菜,16
kim-gûn-hue,金銀花,16
kim-só-sî,金鎖匙,16
kim-hî-tsháu,金魚草,16
kim-ku-tshiū,金龜樹,16
liú-á-kiô,鈕仔茄,16
tshìng-tshn̂g-lâm,銃床楠,16
kim-hī-tsháu,錦耳草,16
thih-sái-lâm,鐵屎楠,16
thih-kûn-thâu,鐵拳頭,16
thih-bo̍k-kùn,鐵木棍,16
thih-sik-tshiū,鐵色樹,16
thih-tiò-kuann,鐵釣竿,16
thih-kau-tsháu,鐵鉤草,16
thih-hōo-suànn,鐵雨傘,16
thih-bí-pinn,鐵馬鞭,16
thih-kut-mn̂g,鐵骨毛,16
tn̂g-ki-á,長枝仔,16
khui-pî-tsháu,開脾草,16
kuan-to-tāu,關刀豆,16
a-lí-sim,阿里參,16
sang-bīn-tshì,雙面刺,16
hōo-suànn-á,雨傘仔,16
hōo-suànn-á,雨傘子,16
luî-kong-tshìng,雷公銃,16
tshinn-ba̍k-hiunn,青木香,16
tshinn-phê-tāu,青皮豆,16
tshinn-o-tsháu,青萵草,16
bîn-thâu-ké,面頭菓,16
bīn-thâu-ké,面頭菓,16
ām-sê-tāu,頷垂豆,16
hong-put-tōng,風不動,16
hong-thai-tsháu,風颱草,16
bé-kháu-tshiū,馬口樹,16
bé-bé-si,馬尾絲,16
bé-tê-kim,馬蹄金,16
bé-uann-tîn,馬鞍藤,16
bé-pinn-tsháu,馬鞭草,16
bé-khí-tāu,馬齒豆,16
kut-tshuì-pòo,骨碎補,16
kuâinn-tshiûnn-iū,高墻柚,16
kuí-liú-kun,鬼柳根,16
hî-tsho-tsháu,魚臊草,16
hî-tsiam-tsháu,魚針草,16
hî-liu-tsháu,魚鰌草,16
lóo-huà-tshiū,魯化樹,16
tsit-á-tánn,鯽仔膽,16
tsit-hî-tánn,鯽魚膽,16
hau-khak-tshì,鱟壳刺,16
hāu-khak-tshì,鱟壳刺,16
hāu-khak-tîn,鱟壳藤,16
tsiáu-á-hue,鳥仔花,16
tsiáu-á-tāu,鳥仔豆,16
tsiáu-sái-tshîng,鳥屎榕,16
tsiáu-kiān-hue,鳥腱花,16
tsiáu-ta̍h-tshì,鳥踏刺,16
hōng-bé-tik,鳳尾竹,16
hōng-bé-pit,鳳尾筆,16
hōng-bé-tsháu,鳳尾草,16
hōng-bé-hông,鳳尾黃,16
ah-tshuì-hông,鴨嘴黃,16
ap-bú-tshiū,鴨母樹,16
ah-bú-tsu,鴨母珠,16
ah-bú-tsháu,鴨母草,16
ah-kiān-tîn,鴨腱藤,16
ah-kha-pê,鴨腳筢,16
ah-kha-sué,鴨腳黍,16
ah-tsi̍h-tsháu,鴨舌草,16
ah-chi̍h-hông,鴨舌黃,16
ah-tsih-hông,鴨舌黃,16
ah-tsi̍h-hông,鴨舌黃,16
ah-tuê-tsháu,鴨蹄草,16
ap-mâ-kua̍t,鴨麻瓜,16
giâ-á-tsháu,鵞仔草,16
giâ-á-tshài,鵞仔菜,16
keh-tsiáu-hue,鵲鳥花,16
ing-jiáu-thô,鶯爪桃,16
kue-kè-hue,鷄冠花,16
kue-sái-tîn,鷄屎藤,16
kue-bú-tsú,鷄母子,16
kue-bú-tsu,鷄母珠,16
kue-jiáu-lân,鷄爪蘭,16
kue-kha-tsháu,鷄脚草,16
kue-kha-lân,鷄脚蘭,16
kue-tn̂g-tsháu,鷄腸草,16
kue-tsih-hông,鷄舌黃,16
kue-tsi̍h-hông,鷄舌黃,16
kue-phang-tîn,鷄香藤,16
kue-kut-hông,鷄骨癀,16
kue-kak-kong,鷄鵤公,16
ing-hio̍h-tshì,鷹葉刺,16
iâm-tang-hue,鹽東花,16
iâm-sng-á,鹽桑仔,16
iâm-sng-tsháu,鹽酸草,16
lo̍k-á-tshiū,鹿仔樹,16
lo̍k-á-tshài,鹿仔菜,16
lo̍k-jiông-tshàu,鹿茸草,16
beh-suī-hong,麥穗黃,16
bi̍k-bûn-tong,麥門冬,16
n̂g-sim-á,黃心仔,16
n̂g-tsuí-kiô,黃水茄,16
n̂g-ba̍k-tsí,黃目子,16
n̂g-bah-tshiū,黃肉樹,16
n̂g-ôo-ia̍p,黃蝴蝶,16
n̂g-kim-kuì,黃金桂,16
oo-ba̍k-á,黑目仔,16
pih-á-tsháu,鼈仔草,16
tiann-tshuè-tîn,鼎刷藤,16
tiann-tshe-tîn,鼎炊藤,16
tshú-bé-hông,鼠尾紅,16
tsháu-bé-hông,鼠尾黃,16
tshú-bé-hông,鼠尾黃,16
tshú-kun-hông,鼠筋黃,16
tshú-khak-tsháu,鼠麴草,16
lîng-thòo-tsu,龍吐珠,16
lîng-tsi̍h-hông,龍舌黃,16
lîng-tsûn-hue,龍船花,16
lîng-tshiu-tîn,龍鬚藤,16
lîng-lân-tsháu,龍麟草,16
tsu̍t-bí-tsháu,𥟇米草,16
tāi-hî-lân,𩻸魚鱗,16
sann-hīnn-á-tsháu,三硯仔草,12
sann-kha-bé-á,三脚馬仔,12
sann-kak-iâm-sng,三角鹽酸,12
sann-kha-pih-tsháu,三角鼈草,12
káu-lê-á-hue,九螺仔花,12
gōo-tsiúnn-lâm-á,五掌楠仔,12
góo-jiáu-hún-tîn,五爪粉藤,12
gōo-hio̍h-lâm-á,五葉楠仔,12
hu̍t-siú-hiunn-kam,佛手香柑,12
tó-tuē-giâ-kang,倒地蜈蚣,12
tó-té-giâ-kang,倒地蜈蚣,12
lâi-tang-tsí-lâm,內冬子楠,12
luē-tē-tsio̍h-liú,內地石柳,12
lāi-thuànn-tsí-lâm,內炭子楠,12
to-pán-jîn-tāu,刀板仁豆,12
lâm-ngóo-bī-tsí,南五味子,12
lâm-tâu-ngôo-tông,南投梧桐,12
kńg-sim-pe̍h-tshài,卷心白菜,12
ham-khah-tsînn-tsháu,含殼錢草,12
sù-kuì-n̂g-ki,四季黃枝,12
sì-hio̍h-tsí-soo,四葉紫蘇,12
tē-lōo-giâ-kang,地路蜈蚣,12
tuā-pe̍h-hio̍h-á,大白葉仔,12
tuā-âng-thun-tshiū,大紅椿樹,12
tuā-hio̍h-tshì-tshang,大葉刺葱,12
tuā-hio̍h-tōo-á,大葉杜仔,12
tuā-hio̍h-káu-la̍t,大葉校栗,12
tuā-hio̍h-pe̍h-mn̂g,大葉白門,12
tuā-tiam-ú-sam,大點雨杉,12
thian-hông-tsháu-kū,天紅草舅,12
sió-iûnn-kak-tāu,小羊角豆,12
sió-tshú-bé-hông,小鼠尾黃,12
suann-poo-lûn-á,山埔崙仔,12
suann-huan-á-hun,山蕃仔煙,12
pòo-pòo-oo-tshiū,布布烏樹,12
bō-á-tùn-tsháu,帽仔盾草,12
kńg-tang-iû-tông,廣東油桐,12
phah-puà-uánn-hue,打破碗花,12
liam-la̍t-á-tsháu,拈力仔草,12
pua̍t-á-kue-iû,拔仔雞油,12
ji̍t-pún-han-tsû,日本番薯,12
sî-pió-á-hue,時錶仔花,12
ū-tshì-tshiah-lân,有刺赤蘭,12
bo̍k-kua-king-tsio,木瓜芎蕉,12
tsuí-sian-hue-tsháu,水仙花草,12
tsuí-ting-sim-tsháu,水燈心草,12
tsuí-luê-piah-tsháu,水犁壁草,12
tsuí-âng-kut-tsuâ,水紅骨蛇,12
tsuí-ti-bú-lin,水豬母乳,12
tsuí-piàn-tē-gím,水遍地錦,12
iû-hio̍h-tōo-á,油葉杜仔,12
phû-tsuí-liân-hue,浮水蓮花,12
hái-tsuá-tsînn-lóo,海紙錢魯,12
muá-tiánn-kôo-tsháu,滿鼎糊草,12
hé-thuànn-lâm-á,火炭楠仔,12
oo-á-ba̍k-tsháu,烏仔目草,12
oo-tsí-á-tsháu,烏子仔草,12
oo-tsí-á-tshài,烏子仔菜,12
oo-phê-kiú-kiong,烏皮九芎,12
oo-phê-tsio̍h-lîng,烏皮石柃,12
bô-thâu-thôo-hiunn,無頭土香,12
gû-kut-á-tshiū,牛骨仔樹,12
káu-thâu-phû-iông,狗頭芙蓉,12
ti-bú-lin-kū,猪母乳舅,12
ông-put-liû-hîng,王不留行,12
pan-tik-siunn-si,班竹相思,12
sinn-mn̂g-tsiong-kun,生毛將軍,12
tshân-oo-á-tsháu,田烏仔草,12
tshân-gō-á-tsháu,田臥仔草,12
huan-á-bo̍k-kua,番仔木瓜,12
pe̍h-koo-soo-hue,白古蘇花,12
pe̍h-bé-ia̍h-hue,白尾蝶花,12
pe̍h-suann-han-tsû,白山蕃薯,12
pe̍h-kuì-kiok-hue,白桂菊花,12
pe̍h-tsuí-gím-hue,白水錦花,12
pe̍h-ting-khiā-u,白登竪杇,12
pe̍h-ah-bé-tsháu,白益母草,12
pe̍h-tik-á-tshài,白竹仔菜,12
pe̍h-tshoo-khng-á,白粗糠仔,12
pe̍h-hue-á-tsháu,白花仔草,12
pe̍h-hue-á-tshài,白花仔菜,12
pe̍h-kue-sái-tîn,白鷄屎藤,12
pe̍h-kue-iû-kū,白鷄油舅,12
pe̍h-lîng-tsûn-hue,白龍船花,12
gíng-á-tún-tsháu,研仔盾草,12
kî-puânn-kha-tshiū,碁盤脚樹,12
bō-á-tún-tsháu,磨仔盾草,12
âng-sam-tshit-tsháu,紅三七草,12
âng-bé-á-tsháu,紅尾仔草,12
âng-bé-ia̍h-hue,紅尾蝶花,12
âng-kun-á-tsháu,紅根仔草,12
âng-tsu-á-thâu,紅珠仔頭,12
âng-tshân-oo-tsháu,紅田烏草,12
âng-ting-khiā-u,紅登竪杇,12
âng-tik-á-tshài,紅竹仔菜,12
âng-hī-á-tshù,紅耳仔厝,12
âng-hī-á-bi̍t,紅耳仔蜜,12
âng-hue-bi̍t-tshài,紅花蜜菜,12
âng-tîn-á-tsháu,紅藤仔草,12
sò-sim-kuann-lân,素心菅蘭,12
suè-hio̍h-tsuí-tsháu,細葉水草,12
suè-hio̍h-siap-hio̍h,細葉澁葉,12
suè-hio̍h-pe̍h-mn̂g,細葉白門,12
suè-hōo-tshì-tshang,細號刺葱,12
bián-tiān-hap-huan,緬甸合歡,12
iûnn-kak-sam-kiàm,羊角三劍,12
hī-khang-á-tîn,耳空仔藤,12
puî-ti-á-tāu,肥猪仔豆,12
hue-lê-tshiū-tāu,花螺樹豆,12
khóo-tiau-á-tsháu,苦柱仔草,12
tsiúnn-tsháu-sim-tsháu,蔣草心草,12
huan-á-sàu-tshiú,蕃仔掃箒,12
huan-á-nâ-tâu,蕃仔林投,12
huan-á-láu-hio̍h,蕃仔荖葉,12
huan-á-han-tsû,蕃仔蕃薯,12
huan-á-phang-tsháu,蕃仔香草,12
huân-á-gîng-gíng,蕃仔龍眼,12
sat-bú-tsí-tsháu,虱母子草,12
báng-á-hun-tsháu,蚊仔煙草,12
ham-khah-á-tsháu,蚶壳仔草,12
niû-á-hio̍h-tshiū,蠶仔葉樹,12
tshiah-phê-tōo-á,赤皮杜仔,12
kè-lo-giâ-kang,過路蜈蚣,12
kè-lōo-giâ-kang,過路蜈蚣,12
kim-káu-á-mn̂g,金狗仔毛,12
kim-tshînn-po̍h-ho,金錢薄荷,12
kim-tsînn-po̍h-ho,金錢薄荷,12
tìng-tuē-giâ-kang,釘地蜈蚣,12
thih-gû-ji̍p-tsio̍h,鐵牛入石,12
tn̂g-ki-á-tik,長枝仔竹,12
tshinn-kâu-kong-tshiū,青猴公樹,12
hong-put-tōng-tîn,風不動藤,12
kuâinn-tshiûnn-tháng-kam,高墻桶柑,12
kue-bû-tsin-tsu,鷄母真珠,12
iâm-sng-á-tsháu,鹽酸仔草,12
muâ-tāu-bûn-tàn,麻豆文旦,12
muâ-tāu-pe̍h-iū,麻豆白柚,12
n̂g-hue-á-tsháu,黃花仔草,12
poo-iâm,埔鹽,11
ka-tang,茄苳,11
lôo-tik,蘆竹,11
káu-tsàn-thah,九層塔,10
sian-tan,仙丹,10
sian-tsháu,仙草,10
hâm-siàu,含笑,10
thôo-tāu,土豆,10
bûn-tàn,文旦,10
tshîng-peh,松柏,10
nâ-tâu,林投,10
iū-á,柚仔,10
khī-á,柿仔,10
la̍t-tsí,栗子,10
thô-á,桃仔,10
muî-á,梅仔,10
lâi-á,梨仔,10
suāinn-á,檨仔,10
tsuí-phiô,水萍,10
oo-tinn,烏甜,10
oo-tinn-á,烏甜仔,10
gio̍k-lân,玉蘭,10
kam-tsià,甘蔗,10
pe̍h-tshài,白菜,10
tiū-á,稻仔,10
âng-khī,紅柿,10
âng-tshài,紅菜,10
âng-tshài-thâu,紅菜頭,10
li̍k-tāu,綠豆,10
jio̍k-kuì,肉桂,10
ōo-á,芋仔,10
king-tsio,芎蕉,10
kuà-tshài,芥菜,10
khóo-kue,苦瓜,10
nāi-tsi,荔枝,10
tshài-kue,菜瓜,10
phû-tô,葡萄,10
tshang-á,葱仔,10
suàn-á,蒜仔,10
si-kue,西瓜,10
tāu-tshài,豆菜,10
kiō-kǹg-tik,轎槓竹,10
kim-kue,金瓜,10
kú-tshài,韮菜,10
ko-lê-tshài,高麗菜,10
gîng-gíng,龍眼,10
n̂g-ki,黃枝,9
pua̍t-á,拔仔,5
khûn-tshài,芹菜,5
han-tsû,蕃薯,5
gî-pê,枇杷,2
pû-á,匏仔,1
hiòng-ji̍t-kuî,向日葵,1
kā-lâng-káu,咬人狗,1
poo-kiunn,埔姜,1
suann-n̂g-ki,山黃枝,1
tah-bah-tshì,搭肉刺,1
phoh-á,朴仔,1
sam-á,杉仔,1
kóo-kí,枸杞,1
png-á,楓仔,1
tshiū-m̂,樹梅,1
tshiū-tsû,樹薯,1
kann-ná,橄欖,1
tsuí-lâi,水梨,1
tsuí-tshat,水漆,1
tsuí-pit,水筆,1
iû-tông,油桐,1
pho-lô-bi̍t,波羅蜜,1
pe̍h-jîn,白仁,1
pe̍h-sua,白沙,1
siunn-si-á,相思仔,1
âng-kue-iû,紅鷄油,1
tsí-soo,紫蘇,1
phû-iông,芙蓉,1
tuē-á,苧仔,1
kiô-á,茄仔,1
hm̂-á,茅仔,1
hm̂-tsháu,茅草,1
láu-tîn,荖藤,1
tshinn-á,菁仔,1
kiok-á,菊仔,1
kiok-hue,菊花,1
e-á-tshài,萵仔菜,1
tshang-thâu,葱頭,1
liân-hue,蓮花,1
lōo-giō,蕗蕎,1
tsû-nn̂g,薯榔,1
lôo-hē,蘆薈,1
giâ-kang-tsháu,蜈蚣草,1
ia̍h-á-tsháu,蝶仔草,1
hiunn-înn,香圓,1
hiang-hm̂,香茅,1
kue-jiû,鷄柔,1
n̂g-ki-hue,黃枝花,1
