hanzi,tl,frequency
乳突病毒,lú-tu̍t pīnn-to̍k,12
予球擉著,hōo kiû tia̍k-tio̍h,12
二壘安打,jī-luí an-tánn,12
五戰三勝,gōo-tsiàn sann-sìng,12
人字拖仔,jîn-jī thua-á,12
人字拖仔,lîn-lī thua-á,12
人字淺拖,jîn-jī tshián-thua,12
人字淺拖,lîn-lī tshián-thua,12
人工智慧,jîn-kang tì-huī,12
人本設計,jîn-pún siat-kè,12
人本設計,lîn-pún siat-kè,12
人蛇集團,lâng-tsuâ tsi̍p-thuân,12
人面辨識,lâng-bīn piān-sik,12
代訓球員,tāi-hùn kiû-uân,12
伸勼工時,tshun-kiu kang-sî,12
佈局投手,pòo-kio̍k tâu-tshiú,12
低醣飲食,kē-thn̂g ím-si̍t,12
促請裁決,tshiok-tshiánn tshâi-kuat,12
保溼噴霧,pó-sip phùn-bū,12
修容粉餅,siu-iông hún-piánn,12
個資漏洩,kò-tsu lāu-sia̍p,12
倒外野手,tò-guā-iá-tshiú,12
倒鉤的,tò-kau--ê,12
假目睫毛,ké-ba̍k-tsiah-mn̂g,12
假目睫毛,ké-ba̍k-tsiap-mn̂g,12
偏好設定,phian-hònn siat-tīng,12
偵查氣球,tsing-tsa khì-kiû,12
傳說對決,thuân-suat tuì-kuat,12
傷停補時,siong-thîng-póo-sî,12
優質先發,iu-tsit sian-huat,12
儲存容量,tû-tsûn iông-liōng,12
儲存空間,tû-tsûn khong-kan,12
先發 phit-tsiah,sian-huat phit-tsiah,12
先發投手,sian-huat tâu-tshiú,12
先發球員,sian-huat kiû-uân,12
先發輪值,sian-huat lûn-ti̍t,12
內容農場,luē-iông lông-tiûnn,12
內線跑道,lāi-suànn pháu-tō,12
全壘打率,tsuân-luí-tánn-lu̍t,12
兩線速球,nn̄g-suànn sok-kiû,12
共伴效應,kiōng-phuān hāu-ìng,12
共融公園,kiōng-iông kong-hn̂g,12
再見保送,tsài-kiàn pó-sàng,12
再見安打,tsài-kiàn an-tánn,12
冬季兩項,tang-kuì nn̄g-hāng,12
冰上 há-khih,ping-siōng há-khih,12
刁工漏球,thiau-kang lāu-kiû,12
刁工落球,thiau-kang lak-kiû,12
前瞻計畫,tsiân-tsiam kè-uē,12
加勒比海,ka-li̍k-pí-hái,12
加密貨幣,ka-bi̍t huè-pè,12
加密貨幣,ka-bi̍t hè-pè,12
動態伸輪,tōng-thài tshun-lûn,12
勗勉典禮,hiok-bián tián-lé,12
勝利投手,sìng-lī tâu-tshiú,12
匿蹤戰機,li̍k-tsong tsiàn-ki,12
十六進位,tsa̍p-la̍k-tsìn-uī,12
卡布奇諾,kha-pu-tshí-nooh,12
印度烘餅,ìn-tōo hang-piánn,12
厚肉植物,kāu-bah si̍t-bu̍t,12
反常投球,huán-siông tâu-kiû,12
反式脂肪,huán-sik tsi-hong,12
取消復原,tshú-siau ho̍k-guân,12
口服藥物,kháu-ho̍k io̍h-bu̍t,12
吸油面紙,khip-iû bīn-tsuá,12
咖啡濾紙,ka-pi lī-tsuá,12
咖啡濾紙,ka-pi lū-tsuá,12
喙䫌胭脂,tshuì-phué ian-tsi,12
喙脣膏盤,tshuì-tûn-ko-puânn,12
單指曲球,tan-tsáinn khiau-kiû,12
器官衰竭,khì-kuan sue-kia̍t,12
四線速球,sì-suànn sok-kiû,12
四角尖碑,sì-kak-tsiam-pi,12
四跤仔泅,sì-kha-á-siû,12
地板動作,tuē-pán tōng-tsok,12
地板動作,tē-pán tōng-tsok,12
坉海造地,thūn-hái tsō-tuē,12
坉海造地,thūn-hái tsō-tē,12
埋糞埽場,tâi-pùn-sò-tiûnn,12
基因改造,ki-in kái-tsò,12
外掛程式,guā-kuà thîng-sik,12
外掛程式,guā-kuà tîng-sik,12
外籍勞工,guā-tsi̍k lô-kang,12
外籍球員,guā-tsi̍k kiû-uân,12
外籍的,guā-tsi̍k--ê,12
外線跑道,guā-suànn pháu-tō,12
大雨特報,tuā-ú ti̍k-pò,12
天光之暝,thinn kng tsi mê,12
天光之暝,thinn kng tsi mî,12
太陽能枋,thài-iông-lîng pang,12
妨礙走壘,hông-gāi tsáu-luí,12
子宮喙癌,tsú-kiong-tshuì-gâm,12
子宮肌瘤,tsú-kiong ki-liû,12
子宮肌瘤,tsú-kiong-ki-liû,12
子宮頭癌,tsú-kiong-thâu-gâm,12
字元距離,jī-guân kī-lī,12
字元距離,lī-guân kū-lī,12
字距微調,jī-kī bî-tiâu,12
字距微調,lī-kū-bî-tiâu,12
守備教練,siú-pī kàu-liān,12
安全上壘,an-tsuân tsiūnn luí,12
安全人員,an-tsuân jîn-uân,12
安非他命,an-hui-tha-bīng,12
完全停止,uân-tsuân thîng-tsí,12
完全打擊,uân-tsuân tánn-kik,12
完全比賽,uân-tsuân pí-sài,12
定向越野,tīng-hiòng ua̍t-iá,12
定向運動,tīng-hiòng ūn-tōng,12
定妝噴霧,tīng-tsong phùn-bū,12
寄養家庭,kià-ióng ka-tîng,12
對拍一支,tuì-phah tsi̍t-ki,12
小抹香鯨,sió-buah-hiang-king,12
尪仔粉條,ang-á-hún-tiâu,12
尪仔粉盤,ang-á-hún-puânn,12
尪仔粉筅,ang-á-hún-tshíng,12
尪仔粉膏,ang-á-hún-ko,12
山頂山跤,suann-tíng suann-kha,12
巡弋飛彈,sûn-ik hui-tuânn,12
帕金森症,phà-kim-sim-tsìng,12
平板電腦,pênn-pán-tiān-náu,12
平板電腦,pînn-pán-tiān-náu,12
延延投球,iân-tshiân tâu-kiû,12
引體搝起,ín-thé-giú-khí,12
引體搝起,ín-thé-khiú-khí,12
強欲絕種,kiông-beh tse̍h-tsíng,12
強欲絕種,kiông-beh tsua̍t-tsíng,12
強迫取分,kiông-pik tshú-hun,12
強迫進壘,kiông-pik tsìn-luí,12
後備選手,āu-pī suán-tshiú,12
後援 phit-tsiah,āu-uān phit-tsiah,12
後援出賽,āu-uān tshut-sài,12
後援投手,āu-uān tâu-tshiú,12
後設資料,āu-siat tsu-liāu,12
得分位置,tit-hun uī-tì,12
復健教練,ho̍k-kiān kàu-liān,12
德國煙腸,tik-kok ian-tshiâng,12
心肌梗塞,sim-ki kīng-sik,12
心肌梗窒,sim-ki kénn-that,12
心肌梗窒,sim-ki kínn-that,12
心血管病,sim-hueh-kńg-pēnn,12
心血管病,sim-huih-kńg-pīnn,12
快樂棒球,khuài-lo̍k pāng-kiû,12
快樂野球,khuài-lo̍k iá-kiû,12
情緒叨撚,tsîng-sū lo-lián,12
惡性腫瘤,ok-sìng tsíng-liû,12
應用程式,ìng-iōng thîng-sik,12
應用程式,ìng-iōng tîng-sik,12
打擊教練,tánn-kik kàu-liān,12
打擊順序,tánn-kik sūn-sī,12
打擊順序,tánn-kik sūn-sū,12
打跑戰術,tánn-pháu tsiàn-su̍t,12
技術委員,ki-su̍t uí-uân,12
投手教練,tâu-tshiú kàu-liān,12
投手犯規,tâu-tshiú huān-kui,12
投捕教練,tâu-póo kàu-liān,12
投球局數,tâu-kiû kio̍k-sòo,12
投補配搭,tâu-póo phuè-tah,12
抗力作用,khòng-li̍k tsok-iōng,12
拉不拉多,la-put-la-to,12
拍光粉餅,phah-kng hún-piánn,12
拗式手機,áu-sik tshiú-ki,12
拿鐵咖啡,la-thé ka-pi,12
指定打擊,tsí-tīng-tánn-kik,12
指定讓渡,tsí-tīng jiōng-tōo,12
指定讓渡,tsí-tīng liōng-tōo,12
指紋解鎖,tsí-bûn kái-só,12
捕手妨礙,póo-tshiú hông-gāi,12
捕手教練,póo-tshiú kàu-liān,12
授權鎖匙,siū-khuân só-sî,12
掛耳咖啡,kuà-hī ka-pi,12
掛耳咖啡,kuà-hīnn ka-pi,12
接力走標,tsiap-li̍k tsáu-pio,12
接目睫毛,tsiap ba̍k-tsiah-mn̂g,12
接目睫毛,tsiap ba̍k-tsiap-mn̂g,12
掩身戰機,iám-sin tsiàn-ki,12
提拉米蘇,thī-lā-mī-sú,12
搜揣 ia̋n-jín,tshiau-tshuē ia̋n-jín,12
搜揣 ia̋n-jín,tshiau-tshē ia̋n-jín,12
摩卡咖啡,môo-khah ka-pi,12
擴充功能,khok-tshiong kong-lîng,12
收 khoo-mí-sióng,siu khoo-mí-sióng,12
收烏西錢,siu oo-se-tsînn,12
攻守陣容,kong-siú tīn-iông,12
攻擊指數,kong-kik tsí-sòo,12
政治分贓,tsìng-tī pun-tsng,12
故意保送,kòo-ì pó-sàng,12
故意四䆀,kòo-ì sì-bái,12
故意漏球,kòo-ì lāu-kiû,12
故意落球,kòo-ì lak-kiû,12
救援 phit-tsiah,kiù-uān phit-tsiah,12
救援失敗,kiù-uān sit-pāi,12
救援成功,kiù-uān sîng-kong,12
救援投手,kiù-uān tâu-tshiú,12
救援機會,kiù-uān ki-huē,12
散工換蹛,suánn-kang uānn-tuà,12
敨結賽制,tháu-kat-sài-tsè,12
文字樣式,bûn-jī iūnn-sik,12
文字樣式,bûn-lī iūnn-sik,12
文字游標,bûn-jī iû-piau,12
文字游標,bûn-lī iû-phiau,12
斑腿青虳,pan-thuí tshenn-ioh,12
斷籬倒壁,tn̄g-lî tó-piah,12
易科罰金,i̍k-kho hua̍t-kim,12
智力運動,tì-li̍k ūn-tōng,12
最佳紀錄,tsuè-ka kì-lio̍k,12
最佳紀錄,tsuè-ka kì-lo̍k,12
有氧運動,iú-ióng ūn-tōng,12
有氧體操,iú-ióng thé-tshau,12
本壘相挵,pún-luí sio-lòng,12
核心肌群,hi̍k-sim ki-kûn,12
核酸檢測,hi̍k-sng kiám-tshik,12
框線粗幼,khing-suànn tshoo-iù,12
桌面背景,toh-bīn puē-kíng,12
桌頂遊戲,toh-tíng iû-hì,12
極限運動,ki̍k-hān ūn-tōng,12
槓桿原理,kǹg-kuáinn guân-lí,12
標靶藥物,piau-pé io̍h-bu̍t,12
橐袋仔餅,lak-tē-á-piánn,12
機械手骨,ki-hāi tshiú-kut,12
檔案總管,tòng-àn tsóng-kuán,12
檔案總管,tóng-àn tsóng-kuán,12
檸檬咖啡,lê-bóng ka-pi,12
檸檬紅茶,lê-bóng âng-tê,12
歕觱仔人,pûn-pi-á-lâng,12
正外野手,tsiànn-guā-iá-tshiú,12
正子選單,tsiànn-jí suán-tuann,12
正子選單,tsiànn-lí suán-tuann,12
步銃射擊,pōo-tshìng siā-kik,12
武藝運動,bú-gē ūn-tōng,12
殕色地帶,phú-sik tuē-tài,12
殕色地帶,phú-sik tē-tài,12
毛管空粗,mn̂g-kńg-khang tshoo,12
氣墊粉餅,khì-tiām hún-piánn,12
水上比賽,tsuí-siōng pí-sài,12
水上活動,tsuí-siōng ua̍h-tāng,12
水上活動,tsuí-siōng ua̍h-tōng,12
水上芭蕾,tsuí-siōng pa-lé,12
水上警察,tsuí-siōng kíng-tshat,12
水上運動,tsuí-siōng ūn-tōng,12
沖泡飲品,tshiong-phàu ím-phín,12
沙埔排球,sua-poo pâi-kiû,12
油水平衡,iû-tsuí pîng-hîng,12
法國長麭,huat-kok tn̂g-pháng,12
法式輾球,huat-sik liàn-kiû,12
法式輾球,huat-sik lìn-kiû,12
泰式奶茶,thài-sik ling-tê,12
泰式奶茶,thài-sik ni-tê,12
洋九層塔,iûnn-káu-tsàn-thah,12
活取器官,ua̍h-tshú khì-kuan,12
海水浴場,hái-tsuí i̍k-tiûnn,12
淨零排放,tsīng-lîng pâi-hòng,12
深色模式,tshim-sik bôo-sik,12
混合雙打,hūn-ha̍p siang-tánn,12
淺色模式,tshián-sik bôo-sik,12
清壘打者,tshing-luí tánn-tsiá,12
溫室效應,un-sik hāu-ìng,12
溫室氣體,un-sik khì-thé,12
滑輪搝落,ku̍t-lián giú-lo̍h,12
滑輪搝落,ku̍t-lián khiú-lo̍h,12
滑鼠停留,ku̍t-tshí thîng-liû,12
滑鼠停留,ku̍t-tshú thîng-liû,12
潛艇割包,tsiâm-thíng kuah-pau,12
濃縮咖啡,lông-sok ka-pi,12
濾掛咖啡,lī-kuà ka-pi,12
濾掛咖啡,lū-kuà ka-pi,12
烏頭粉刺,oo-thâu hún-tshì,12
無痕模式,bô-hûn bôo-sik,12
無線滑鼠,bô-suànn ku̍t-tshí,12
無線滑鼠,bô-suànn ku̍t-tshú,12
無線耳機,bô-suànn hī-ki,12
無線耳機,bô-suànn hīnn-ki,12
無線齒盤,bô-suànn khí-puânn,12
熟似人客,si̍k-sāi lâng-kheh,12
熱壓俗麭,jia̍t-ap sio̍k-pháng,12
熱壓俗麭,lia̍t-ap sio̍k-pháng,12
熱脹冷縮,jia̍t-tiòng-líng-sok,12
熱脹冷縮,lia̍t-tiòng-líng-sok,12
燒一下,sio--tsi̍t-ē,12
燒幾粒仔,sio kuí lia̍p-á,12
燒膨冷縮,sio-phòng-líng-sok,12
營養午餐,îng-ióng ngóo-tshan,12
牛牢捕手,gû-tiâu póo-tshiú,12
牛牢教練,gû-tiâu kàu-liān,12
特效化妝,ti̍k-hāu huà-tsong,12
犧牲bàn-tooh,hi-sing bàn-tooh,12
犧牲飛球,hi-sing hui-kiû,12
玉城丹尼,gio̍k-siânn tan-lî,12
玉城丹尼,gio̍k-siânn tan-nî,12
王梨蝦球,ông-lâi hê-kiû,12
王牌投手,ông-pâi tâu-tshiú,12
現代五項,hiān-tāi gōo-hāng,12
球類比賽,kiû-luī pí-sài,12
生肌減油,senn-ki kiám-iû,12
生肌減油,sinn-ki kiám-iû,12
生酮飲食,sing-tông ím-si̍t,12
產生得分,sán-sing tit-hun,12
用sai的,iōng sai--ê,12
用捒的,iōng sak--ê,12
用搝的,iōng giú--ê,12
番麥羹湯,huan-be̍h kenn-thng,12
番麥羹湯,huan-be̍h kinn-thng,12
畫面縮放,uē-bīn sok-hòng,12
畫面縮放,uī-bīn sok-hòng,12
疫情翻箍,i̍k-tsîng huan-khoo,12
疫情較坐,i̍k-tsîng khah-tsē,12
疫情轉和,i̍k-tsîng tńg-hô,12
白紙運動,pe̍h-tsuá ūn-tōng,12
白紙運動,pe̍h-tsuá-ūn-tōng,12
白紙革命,pe̍h-tsuá kik-bīng,12
百頁豆腐,pah-ia̍h tāu-hū,12
盛裝舞步,sīng-tsong-bú-pōo,12
盜壘失敗,tō-luí sit-pāi,12
目墘線液,ba̍k-kînn-suànn-i̍k,12
目墘線筅,ba̍k-kînn-suànn-tshíng,12
目墘線筆,ba̍k-kînn-suànn-pit,12
目墘膠筆,ba̍k-kînn-ka-pit,12
目睫毛筅,ba̍k-tsiah-mn̂g-tshíng,12
目睫毛膏,ba̍k-tsiah-mn̂g-ko,12
目睫毛膏,ba̍k-tsiap-mn̂g-ko,12
目睫毛膠,ba̍k-tsiah-mn̂g-ka,12
目睫毛膠,ba̍k-tsiap-mn̂g-ka,12
目睭蚶蚶,ba̍k-tsiu ham-ham,12
目箍暗暗,ba̍k-khoo àm-àm,12
相踏事件,sio-ta̍h sū-kiānn,12
真珠奶茶,tsin-tsu-ling-tê,12
真珠奶茶,tsin-tsu-ni-tê,12
短銃射擊,té-tshìng siā-kik,12
石川佳彥,tsio̍h-tshuan ka-gān,12
碗池趨枋,uánn-tî tshu-pang,12
磅雞卵糕,pōng-ke-nn̄g-ko,12
磅雞卵糕,pōng-kue-nn̄g-ko,12
社群平台,siā-kûn pênn-tâi,12
社群平台,siā-kûn pînn-tâi,12
社群網站,siā-kûn bāng-tsām,12
積體電路,tsik-thé tiān-lōo,12
空中對唱,khong-tiong tuì-tshiàng,12
空架雪車,khang-kè seh-tshia,12
空氣短銃,khong-khì té-tshìng,12
空浮幼粒,khong-phû iù-lia̍p,12
競技體操,kīng-ki thé-tshau,12
競速溜冰,kīng-sok liu-ping,12
競速趨冰,kīng-sok tshu-ping,12
競速趨輪,kīng-sok tshu-lián,12
筋肉收束,kin-bah siu-sok,12
籠床仔包,lâng-sn̂g-á-pau,12
米和肉佮,bí-hām-bah-kah,12
粉漿卵餅,hún-tsiunn-nn̄g-piánn,12
精華剪輯,tsing-huâ tsián-tsi̍p,12
粿仔卵餅,kué-á-nn̄g-piánn,12
粿仔卵餅,ké-á-nn̄g-piánn,12
紅玉紅茶,âng-gi̍k âng-tê,12
純長打率,sûn-tn̂g-tánn-lu̍t,12
細粒圓麭,sè lia̍p înn-pháng,12
細間房間,sè-king pâng-king,12
組態設定,tsoo-thài siat-tīng,12
絕地求生,tsua̍t-tuē kiû-sing,12
絕地求生,tsua̍t-tē kiû-sing,12
緩衝時間,uān-tshiong sî-kan,12
繼承失分,kè-sîng sit-hun,12
繼承走者,kè-sîng tsáu-tsiá,12
美國割包,bí-kok-kuah-pau,12
美國煙腸,bí-kok ian-tshiâng,12
耐震係數,nāi-tsìn hē-sòo,12
聖嬰現象,sìng-ing hiān-siōng,12
肇事逃逸,tiāu-sū tô-i̍k,12
育成教練,io̍k-sîng kàu-liān,12
腿二頭肌,thuí-jī-thâu-ki,12
腿二頭肌,thuí-lī-thâu-ki,12
自培的,tsū-puê--ê,12
自培選手,tsū-puê suán-tshiú,12
自由組手,tsū-iû tsoo-tshiú,12
自由體操,tsū-iû thé-tshau,12
自責分率,tsū-tsik-hun-lu̍t,12
自重訓練,tsū-tāng hùn-liān,12
花式溜冰,hua-sik liu-ping,12
花式趨冰,hua-sik tshu-ping,12
花袂牢枝,hue-buē-tiâu-ki,12
花袂牢枝,hue-bē-tiâu-ki,12
英雄聯盟,ing-hiông liân-bîng,12
草埔 há-khih,tsháu-poo há-khih,12
菜頭簽餅,tshài-thâu-tshiam-piánn,12
萬能的,bān-lîng--ê,12
萬能選手,bān-lîng suán-tshiú,12
蓄能設施,thiok-lîng siat-si,12
蓄電設施,thiok-tiān siat-si,12
藍光光碟,nâ-kng kng-tia̍p,12
藍光光碟,nâ-kng kong-tia̍p,12
藍牙耳機,nâ-gê hī-ki,12
藍牙耳機,nâ-gê hīnn-ki,12
蘆薈凝膠,lôo-huē gîng-ka,12
蘆薈凝膠,lôo-hē gîng-ka,12
虛擬貨幣,hi-gí huè-pè,12
虛擬貨幣,hi-gí hè-pè,12
螢幕鎖定,îng-bōo só-tīng,12
行動數據,hîng-tōng sòo-kì,12
行動數據,hîng-tōng sòo-kù,12
行動條碼,hîng-tōng tiâu-bé,12
街式趨枋,ke-sik tshu-pang,12
表情符號,piáu-tsîng hû-hō,12
被全壘打,pī tsuân-luí-tánn,12
被打擊率,pī tánn-kik-lu̍t,12
製造得分,tsè-tsō tit-hun,12
西洋燜飯,se-iûnn būn-pn̄g,12
覆地牚身,phak-tuē-thìnn-sin,12
覆地牚身,phak-tē-thènn-sin,12
觸控螢幕,tshiok-khòng îng-bōo,12
諾羅病毒,lo̍k-lô pēnn-to̍k,12
諾羅病毒,lo̍k-lô pīnn-to̍k,12
豪雨特報,hô-ú ti̍k-pò,12
貼起去,tah--khí-khì,12
資料鋏仔,tsu-liāu giap-á,12
走壘教練,tsáu-luí kàu-liān,12
走橫的,tsáu huâinn--ê,12
走直的,tsáu ti̍t--ê,12
超級雷暴,tshiau-kip luî-pō,12
越野趨雪,ua̍t-iá tshu-seh,12
趨輪趨冰,tshu-lián tshu-ping,12
趨輪運動,tshu-lián ūn-tōng,12
跑打戰術,pháu-tánn tsiàn-su̍t,12
跔厝經濟,ku-tshù king-tsè,12
跳台跳水,thiàu-tâi thiàu-tsuí,12
跳板跳水,thiàu-pán thiáu-tsuí,12
身軀乳液,sin-khu jú-i̍k,12
身軀乳液,sin-khu lú-i̍k,12
身體重塑,sin-thé tîng-sok,12
軟式網球,nńg-sik bāng-kiû,12
輕艇掣流,khin-thíng tshuah-lâu,12
輕艇水球,khin-thíng tsuí-kiû,12
輕艇競速,khin-thíng kīng-sok,12
輻射冷卻,hok-siā líng-khiok,12
農場主管,lông-tiûnn tsú-kuán,12
透視畫法,thàu-sī uē-huat,12
透視畫法,thàu-sī uī-huat,12
通貨膨脹,thong-huè phòng-tiòng,12
通貨膨脹,thong-huè-phòng-tiòng,12
通貨膨脹,thong-hè-phòng-tiòng,12
運動攀登,ūn-tōng phan-ting,12
運動舞蹈,ūn-tōng bú-tō,12
違規投球,uî-kui tâu-kiû,12
遮光kha-tián,jia-kng kha-tián,12
還稅於民,hîng-suè-î-bîn,12
還稅於民,hîng-sè-î-bîn,12
邊仔面,pinn--á-bīn,12
酒精棉片,tsiú-tsing mî-phìnn,12
重量訓練,tāng-liōng hùn-liān,12
野手教練,iá-tshiú kàu-liān,12
野手選擇,iá-tshiú suán-ti̍k,12
金璇王梨,kim-suān ông-lâi,12
鉸落來,ka--lo̍h-lâi,12
銃子篋仔,tshìng-tsí kheh-á,12
鋸齒打線,kì-khí tánn-suànn,12
鋸齒打線,kù-khí tánn-suànn,12
鐵人三項,thih-lâng sann-hāng,12
開場投手,khui-tiûnn tâu-tshiú,12
開路先鋒,khai-lōo sian-hong,12
開路的,khui-lōo--ê,12
閬歇時間,làng-hioh sî-kan,12
關門投手,kuainn-mn̂g tâu-tshiú,12
關門投手,kuinn-mn̂g tâu-tshiú,12
關門的,kuainn-mn̂g--ê,12
關門的,kuinn-mn̂g--ê,12
防呆機制,hông-tai ki-tsè,12
防曝係數,hông-pha̍k hē-sòo,12
附加功能,hù-ka kong-lîng,12
附加功能,hū-ka kong-lîng,12
隨溶咖啡,suî-iûnn ka-pi,12
隱形目鏡,ún-hîng ba̍k-kiànn,12
隱形缺氧,ún-hîng khuat-ióng,12
雙殺機會,siang-sat ki-huē,12
雲端 há-ti,hûn-tuan há-ti,12
雲端硬碟,hûn-tuan ngē-tia̍p,12
雲端硬碟,hûn-tuan ngī-tia̍p,12
電子支付,tiān-tsú tsi-hù,12
露式相偃,lōo-sik sio-ián,12
靜態伸輪,tsīng-thài tshun-lûn,12
非自責分,hui-tsū-tsik-hun,12
韻律體操,ūn-lu̍t thé-tshau,12
頂目睫毛,tíng ba̍k-tsiah-mn̂g,12
頂目睫毛,tíng ba̍k-tsiap-mn̂g,12
預備裁判,ī-pī tshâi-phuànn,12
預備裁判,ū-pī tshâi-phuànn,12
預備選手,ī-pī suán-tshiú,12
預備選手,ū-pī suán-tshiú,12
頭毛試火,thâu-mn̂g tshì hué,12
頭毛試火,thâu-mn̂g tshì hé,12
頭部趨壘,thâu-pōo tshu-luí,12
飛球投手,hui-kiû tâu-tshiú,12
飛靶射擊,hui-pé siā-kik,12
食食纖維,tsia̍h-si̍t tshiam-uî,12
飽和脂肪,pá-hô tsi-hong,12
首席教練,siú-sik kàu-liān,12
馬場馬術,bé-tiûnn bé-su̍t,12
馬鈴薯條,má-lîng-tsî-tiâu,12
馬鈴薯條,má-lîng-tsû-tiâu,12
馬鈴薯泥,má-lîng-tsî-nî,12
馬鈴薯泥,má-lîng-tsû-nî,12
馬鈴薯片,má-lîng-tsî-phìnn,12
馬鈴薯片,má-lîng-tsû-phìnn,12
馬鈴薯球,má-lîng-tsî-kiû,12
馬鈴薯餅,má-lîng-tsî-piánn,12
馬鈴薯餅,má-lîng-tsû-piánn,12
體能教練,thé-lîng kàu-liān,12
體脂肪率,thé tsi-hong-lu̍t,12
高壓投法,ko-ap tâu-huat,12
鬥目睫毛,tàu ba̍k-tsiah-mn̂g,12
鬥目睫毛,tàu ba̍k-tsiap-mn̂g,12
黃金獵狗,n̂g-kim la̍h-káu,12
鼻仔真稜,phīnn-á tsin lîng,12
鼻蹤獵狗,phīnn-tsong la̍h-káu,12
龍獅運動,liông-sai ūn-tōng,12
龍獅運動,lîng-sai ūn-tōng,12
龍骨歪斜,liông-kut uai-tshua̍h,12
龍骨歪斜,lîng-kut uai-tshua̍h,12
中人,tiong-lâng,10
划船,kò-tsûn,10
卵白質,nn̄g-pe̍h-tsit,10
口座,kháu-tsō,10
團體,thuân-thé,10
多倫多,to-lûn-to,10
抹粉,buah-hún,10
排球,pâi-kiû,10
栗子,la̍t-tsí,10
格式,keh-sik,10
桔仔,kiat-á,10
梅仔,m̂-á,10
標題,phiau-tê,10
泅水衫,siû-tsuí-sann,10
火龍果,hué-liông-kó,10
煮食,tsú-tsia̍h,10
留話,lâu-uē,10
籃球,nâ-kiû,10
考古,khó-kóo,10
肉桂,jio̍k-kuì,10
胭脂,ian-tsi,10
設定,siat-tīng,10
軟體,nńg-thé,10
重巡,tîng-sûn,10
鐵枝路,thih-ki-lōo,10
鐵觀音,thih-kuan-im,10
阻擋,tsóo-tòng,10
電子批,tiān-tsú-phue,10
鹹酥雞,kiâm-soo-ke,10
羽毛球,ú-môo-kiû,9
梅仔,muê-á,5
標題,phiau-tuê,5
鹹酥雞,kiâm-soo-kue,5
撞球,tōng-kiû,2
使用者,sú-iōng-tsiá,1
偶像,ngóo-siōng,1
冰糖,ping-thn̂g,1
室友,sik-iú,1
彗星,huī-tshenn,1
復原,ho̍k-guân,1
暗影,àm-iánn,1
更新,king-sin,1
核心,hi̍k-sim,1
核桃,hu̍t-thô,1
橄欖,kan-ná,1
澄清,tîng-tshing,1
火燒山,hué-sio-suann,1
硬體,ngē-thé,1
粉腸,hún-tn̂g,1
粿仔,ké-á,1
耳機,hī-ki,1
耳機,hīnn-ki,1
船槳,tsûn-tsiúnn,1
葡萄牙,phû-tô-gâ,1
論壇,lūn-tuânn,1
象棋,tshiūnn-kî,1
走者,tsáu-tsiá,1
過濾,kuè-lī,1
過濾,kè-lū,1
選項,suán-hāng,1
鐵枝,thih-ki,1
閣活節,koh-ua̍h-tseh,1
閣活節,koh-ua̍h-tsueh,1
隱私權,ún-su-khuân,1
隱私權,ún-su-kuân,1
電子批,tiān-tsú-phe,1
香茅,hiang-m̂,1
體操,thé-tshau,1
鱸魚,lôo-hî,1
鳥鼠仔,niáu-tshí-á,1
鳥鼠仔,niáu-tshú-á,1
